Gene	sgRNA	DLD1-Ts5.15|beta	DLD1-Ts5.15|z	DLD1-Ts5.15|p-value	DLD1-Ts5.15|fdr	DLD1-Ts5.15|wald-p-value	DLD1-Ts5.15|wald-fdr
USP11	12	0.16701	2.4891	0.023038	0.18409	0.012806	0.11173
USP12	6	0.28516	1.953	0.016212	0.14573	0.050824	0.25435
USP13	6	0.23516	1.9414	0.040671	0.2693	0.052205	0.25672
USP14	6	0.17494	1.3867	0.11405	0.44408	0.16552	0.36338
USP16	12	-0.26107	-2.3961	0.26536	0.62735	0.016569	0.13151
USP17L10	6	-0.44389	-1.958	0.1368	0.47577	0.050234	0.25297
USP17L15	3	0.29539	1.3339	0.069397	0.35159	0.18223	0.38154
USP17L2	6	-0.10211	-0.77471	0.87002	0.96713	0.43851	0.62721
USP17L3	5	-0.2224	-0.8138	0.50228	0.79442	0.41576	0.60777
USP17L4	6	-0.31109	-1.5273	0.30262	0.66046	0.12669	0.32024
USP17L7	6	0.052959	0.62258	0.46473	0.76822	0.53356	0.69295
USP17L8	6	-0.041536	-0.31223	0.88737	0.97257	0.75486	0.85443
USP18	6	-0.31369	-1.9294	0.29863	0.65543	0.053681	0.25766
USP2	6	0.076406	0.80399	0.37344	0.70935	0.4214	0.61156
USP21	6	-0.0045624	-0.065203	0.7318	0.92288	0.94801	0.9732
USP22	6	-0.90352	-3.1998	0.0079636	0.082353	0.0013755	0.020406
USP25	6	-0.071678	-0.92554	0.98777	0.99513	0.35468	0.55024
USP26	12	0.1442	2.1399	0.0438	0.27739	0.032367	0.20071
USP27X	6	0.16614	1.3173	0.1277	0.45863	0.18773	0.38805
USP28	6	0.1257	1.3493	0.22099	0.59087	0.17724	0.37789
USP29	12	0.075079	1.7348	0.19539	0.56404	0.082771	0.28078
USP3	6	0.011344	0.17475	0.64903	0.88381	0.86128	0.92409
USP30	6	0.079162	0.57277	0.36462	0.70285	0.5668	0.70844
USP32	12	-0.12377	-1.1149	0.77531	0.93452	0.26491	0.46828
USP33	12	0.015334	0.29933	0.45222	0.76406	0.76469	0.85954
USP35	6	0.055819	0.60128	0.45677	0.76732	0.54765	0.69851
USP37	12	-0.81632	-4.1557	0.00085324	0.013216	3.2436e-05	0.00085108
USP38	6	0.10191	1.2109	0.29238	0.6527	0.22593	0.42944
USP39	6	-1.2037	-2.9521	0.0011377	0.016878	0.0031565	0.039779
USP42	6	0.030594	0.44518	0.56257	0.8339	0.65619	0.78077
USP43	12	0.050053	1.0663	0.28356	0.64364	0.28629	0.48836
USP44	6	-0.046796	-0.69856	0.90842	0.98099	0.48483	0.66669
USP45	12	0.080715	1.4668	0.1789	0.54038	0.14242	0.33789
USP46	6	0.31772	1.8382	0.0062571	0.066869	0.066032	0.27136
USP47	6	-0.16152	-2.0509	0.67207	0.89305	0.04028	0.22769
USP48	6	0.088814	1.2561	0.32992	0.67797	0.20907	0.41084
USP49	6	0.065735	1.3328	0.42122	0.74534	0.1826	0.38154
USP5	6	-1.6253	-3.717	0.00028441	0.0051282	0.00020157	0.0040315
USP50	6	0.077612	1.084	0.36974	0.70824	0.27836	0.48084
USP51	6	0.30152	1.7143	0.0096701	0.093923	0.086473	0.28427
USP53	12	0.33936	2.5995	0	0	0.0093352	0.089679
USP7	6	-0.82231	-3.2494	0.016496	0.14573	0.0011565	0.017661
USP8	6	-0.83045	-3.0651	0.015074	0.13731	0.0021759	0.029769
USP9X	6	-0.93319	-3.1187	0.0068259	0.071856	0.0018163	0.025854
USPL1	6	-1.0984	-3.1377	0.0031286	0.040293	0.0017028	0.024638
YOD1	6	0.19199	1.5001	0.091297	0.40428	0.1336	0.32666
CASP10	6	-0.041304	-0.46068	0.8868	0.97255	0.64503	0.77245
CASP8	6	0.11906	1.4156	0.23976	0.60799	0.1569	0.35706
CTSC	6	0.10815	1.1894	0.27105	0.63389	0.23427	0.43939
FAM105A	6	0.21889	1.9459	0.055176	0.3104	0.051668	0.25537
USP15	6	0.49684	1.8136	0	0	0.069744	0.27277
USP17L11	6	-0.53297	-2.4117	0.080205	0.37802	0.01588	0.12925
USP17L13	6	-0.073994	-0.4934	0.97895	0.99512	0.62173	0.75159
USP17L17	6	-0.26189	-1.582	0.39818	0.72879	0.11365	0.30808
USP17L18	6	-0.53297	-2.4117	0.080205	0.37802	0.01588	0.12925
USP17L19	6	-0.53297	-2.4117	0.080205	0.37802	0.01588	0.12925
USP17L20	6	-0.69359	-3.1428	0.032708	0.2381	0.0016734	0.024313
USP17L21	6	-0.47975	-2.4503	0.10865	0.43707	0.014275	0.12008
USP17L22	6	-0.72464	-3.1838	0.027019	0.20652	0.0014534	0.021381
USP17L24	6	-0.60618	-2.9685	0.04835	0.28814	0.0029924	0.038398
USP17L25	6	-0.60618	-2.9685	0.04835	0.28814	0.0029924	0.038398
USP17L26	6	-0.60618	-2.9685	0.04835	0.28814	0.0029924	0.038398
USP17L5	6	-0.62685	-3.0007	0.046075	0.28125	0.0026932	0.036005
USP19	6	-0.0096576	-0.11553	0.7537	0.9304	0.90803	0.94962
USP24	6	0.0078271	0.12149	0.66809	0.89146	0.9033	0.94637
USP31	6	0.028918	0.099191	0.5694	0.83906	0.92099	0.95692
USP36	6	-2.0718	-4.784	0	0	1.7184e-06	7.1929e-05
USP4	6	0.10354	1.701	0.28498	0.64437	0.088934	0.28535
USP41	6	-0.086951	-1.1987	0.92861	0.9876	0.23064	0.43505
USP54	6	0.17894	1.7588	0.11007	0.43927	0.078604	0.27864
USP6	6	-0.16294	-1.1603	0.66724	0.89134	0.24591	0.44942
USP9Y	6	0.059391	0.70308	0.44312	0.75885	0.482	0.66538
ZRANB1	6	0.048011	0.88794	0.48578	0.78128	0.37457	0.56841
ASPRV1	6	-0.13136	-1.0492	0.76735	0.93324	0.29408	0.49721
BACE1	6	-0.13548	-1.2218	0.75427	0.9304	0.22178	0.42423
BACE2	6	0.11583	1.1244	0.24545	0.60799	0.26086	0.46534
CTSD	6	0.07074	1.2533	0.40102	0.73171	0.21011	0.41147
CTSE	6	-0.046895	-0.54727	0.90842	0.98099	0.58419	0.72197
HM13	6	-0.4893	-2.8679	0.10267	0.42471	0.0041326	0.048923
PGA5	6	-0.26895	-2.0103	0.38311	0.71878	0.044395	0.24053
PGC	6	-0.0769	-1.0181	0.96871	0.99387	0.30863	0.51211
PSEN1	6	0.017954	0.26302	0.62002	0.8713	0.79254	0.87807
PSEN2	6	0.21706	2.0154	0.05802	0.31925	0.043863	0.23874
REN	6	0.0067501	0.074525	0.67463	0.89476	0.94059	0.96898
SPPL2A	12	0.20338	2.7471	0.0093857	0.092437	0.0060117	0.065037
SPPL2B	12	-0.062898	-1.025	0.88965	0.97328	0.30536	0.5086
SPPL2C	6	-0.26138	-2.3749	0.39875	0.72907	0.017554	0.13565
SPPL3	6	0.13906	1.8654	0.18743	0.55425	0.062122	0.26967
ACE	12	-0.01454	-0.37658	0.61092	0.86594	0.70649	0.81722
ACE2	6	0.10022	1.7671	0.29863	0.65543	0.07722	0.27864
ACY1	6	0.0069803	0.065869	0.67292	0.89317	0.94748	0.97319
ACY3	6	0.073172	0.63727	0.3868	0.71973	0.52395	0.69045
ADAM10	6	0.10268	1.4563	0.28896	0.64796	0.14532	0.34229
ADAM11	6	-0.29135	-1.2534	0.34272	0.68636	0.21006	0.41147
ADAM12	6	0.062258	0.67177	0.43544	0.75592	0.50173	0.68024
ADAM15	6	-0.054254	-0.69624	0.93828	0.98921	0.48628	0.66761
ADAM17	6	0.012313	0.14559	0.64505	0.88238	0.88425	0.93701
ADAM19	6	0.049536	1.048	0.48123	0.78128	0.29462	0.49778
ADAM2	6	-0.083494	-1.0258	0.94369	0.98989	0.30497	0.50841
ADAM20	6	-0.086509	-1.9082	0.92918	0.98761	0.056363	0.26166
ADAM21	6	0.088412	1.1051	0.33106	0.67911	0.26913	0.47101
ADAM22	6	-0.0048116	-0.045022	0.73265	0.92297	0.96409	0.98111
ADAM23	6	0.0073696	0.11331	0.6715	0.89305	0.90978	0.95
ADAM28	6	0.089647	1.8124	0.32793	0.67564	0.069926	0.27277
ADAM29	6	0.17523	1.5339	0.1132	0.44222	0.12505	0.31906
ADAM30	6	-0.027001	-0.49325	0.83049	0.95311	0.62184	0.75159
ADAM32	6	0.073358	1.0255	0.38595	0.71973	0.3051	0.50841
ADAM33	6	-0.13541	-1.0641	0.75427	0.9304	0.28729	0.48919
ADAM7	6	0.24674	1.8248	0.034414	0.24644	0.068029	0.27136
ADAM8	6	0.1309	1.1407	0.20648	0.57334	0.25401	0.45895
ADAM9	6	0.043659	0.48301	0.50427	0.79499	0.62909	0.75801
ADAMDEC1	6	0.21501	1.5318	0.06058	0.32669	0.12558	0.31925
ADAMTS1	6	0.033892	0.312	0.54721	0.82423	0.75504	0.85443
ADAMTS10	6	-0.19755	-2.1053	0.562	0.8339	0.035268	0.21328
ADAMTS12	6	0.060107	0.8802	0.44113	0.75732	0.37875	0.57304
ADAMTS13	6	0.21337	1.0393	0.062002	0.33232	0.29867	0.50303
ADAMTS14	6	-0.12211	-1.5748	0.7975	0.94035	0.11531	0.30881
ADAMTS15	6	0.068172	0.87317	0.41297	0.73982	0.38257	0.5773
ADAMTS16	6	0.1906	1.8009	0.093003	0.40467	0.071718	0.27619
ADAMTS17	6	0.14957	1.554	0.1624	0.5204	0.12018	0.31488
ADAMTS18	6	0.071231	0.83136	0.39818	0.72879	0.40577	0.59945
ADAMTS19	6	0.18984	1.5506	0.093572	0.40467	0.12099	0.31507
ADAMTS2	6	0.23132	1.8985	0.0438	0.27739	0.057636	0.26191
ADAMTS20	6	0.022904	0.35788	0.59699	0.85743	0.72044	0.82807
ADAMTS3	6	-0.053276	-0.79501	0.93458	0.98857	0.42661	0.61701
ADAMTS4	6	-0.072914	-0.89443	0.98379	0.99512	0.37109	0.56507
ADAMTS5	6	0.12855	1.5171	0.21303	0.58005	0.12924	0.32365
ADAMTS6	6	0.17825	1.7957	0.11092	0.43968	0.072536	0.27741
ADAMTS7	6	-0.073458	-1.0089	0.98094	0.99512	0.31301	0.51499
ADAMTS8	6	0.093795	1.0154	0.31911	0.67341	0.30991	0.51263
ADAMTS9	6	-0.0056916	-0.25502	0.73606	0.92495	0.79871	0.88076
AEBP1	6	-0.25223	-2.5259	0.4178	0.74406	0.011539	0.10396
AFG3L2	6	-3.5673	-7.141	0	0	9.2648e-13	2.3268e-10
ANPEP	6	-0.0032987	-0.037874	0.72526	0.92025	0.96979	0.98491
ASPA	6	-0.016413	-0.36308	0.78129	0.93791	0.71654	0.82521
BMP1	6	0.1234	0.92976	0.22639	0.59581	0.35249	0.54815
BRCC3	6	-0.07487	-0.94564	0.97668	0.99512	0.34433	0.54218
C9orf3	6	0.092785	1.2703	0.3211	0.67341	0.20397	0.40631
CAD	30	-0.26088	-3.4715	0.095279	0.40804	0.00051765	0.0090549
CNDP1	6	0.003343	0.083465	0.6917	0.90342	0.93348	0.96363
CNDP2	6	0.079255	1.0331	0.36405	0.70285	0.30156	0.50489
COPS5	6	-1.2561	-3.0583	0.00085324	0.013216	0.002226	0.030335
COPS6	6	-1.1032	-2.3169	0.0031286	0.040293	0.020511	0.14748
CPA1	6	0.075212	1.3457	0.37856	0.71444	0.1784	0.37856
CPA2	6	0.093214	1.0491	0.32082	0.67341	0.29414	0.49721
CPA3	6	0.086285	1.0082	0.33987	0.68599	0.31334	0.51506
CPA4	6	0.049508	0.59858	0.48123	0.78128	0.54945	0.69851
CPA5	6	0.041087	0.91517	0.51422	0.80177	0.3601	0.55425
CPA6	6	-0.0057459	-0.10103	0.73606	0.92495	0.91953	0.95624
CPB1	6	0.13051	1.2016	0.20791	0.57412	0.22954	0.43366
CPB2	6	0.14694	1.6608	0.16724	0.52632	0.09675	0.29099
CPD	18	-0.30784	-3.3146	0.10125	0.4213	0.00091791	0.014774
CPE	6	0.073249	1.1807	0.38652	0.71973	0.23774	0.4418
CPM	6	0.33957	1.9205	0.0042662	0.049505	0.054798	0.25931
CPN1	6	-0.01447	-0.15829	0.77361	0.93409	0.87423	0.93117
CPO	6	-0.071855	-0.7049	0.98663	0.99513	0.48087	0.66512
CPQ	6	0.078064	1.2727	0.36889	0.70824	0.20314	0.40591
CPZ	6	-0.10188	-0.93257	0.87031	0.96713	0.35104	0.54662
CRMP1	6	0.046227	0.59527	0.49175	0.78555	0.55166	0.69949
DNPEP	6	-0.14016	-0.68388	0.73805	0.92679	0.49405	0.67512
DPEP1	6	-0.14949	-1.6312	0.70876	0.91104	0.10285	0.29526
DPEP2	6	-0.21957	-1.6664	0.50142	0.79379	0.095624	0.29009
DPEP3	6	-0.026088	-0.27794	0.82452	0.95144	0.78106	0.87084
DPP3	6	-0.13252	-1.9742	0.76451	0.93172	0.048359	0.24858
DPYSL3	6	0.22007	1.7961	0.054323	0.30956	0.072486	0.27741
DPYSL4	6	-0.077021	-0.70574	0.96843	0.99387	0.48035	0.66466
DPYSL5	6	-0.019345	-0.40043	0.79437	0.94035	0.68884	0.8092
ECE1	6	0.10884	1.1137	0.26792	0.62968	0.26543	0.46873
ECEL1	6	-0.13918	-1.2989	0.74118	0.92872	0.19399	0.3964
EIF3F	4	-1.3522	-2.5377	0.004835	0.055195	0.011158	0.10244
EIF3H	6	-2.186	-3.7369	0	0	0.00018634	0.0038313
ENPEP	6	-0.080625	-1.5527	0.95478	0.99029	0.1205	0.31507
ERAP1	6	0.064053	0.81131	0.42861	0.75174	0.41719	0.60864
FOLH1	7	-0.0016576	-0.014021	0.68373	0.90173	0.98881	0.99854
FOLH1B	8	0.068242	1.5141	0.3194	0.67341	0.13001	0.32428
IDE	6	-0.28022	-1.0175	0.3595	0.70028	0.30891	0.51232
INPP5E	6	-0.10536	-1.1161	0.85666	0.96261	0.26439	0.46784
KEL	6	0.056509	0.63823	0.45449	0.76423	0.52332	0.69045
LAP3	6	0.11128	1.1699	0.25967	0.62193	0.24205	0.44716
LMLN	6	0.17286	1.5018	0.11689	0.4482	0.13315	0.32601
LNPEP	6	0.21993	1.8632	0.054323	0.30956	0.062439	0.26967
LTA4H	6	-0.267	-2.1349	0.38709	0.71973	0.032773	0.20222
MBTPS2	12	-2.5918	-6.0321	0	0	1.6181e-09	1.7778e-07
MEP1A	6	0.011784	0.16714	0.64647	0.88238	0.86726	0.9274
MEP1B	6	0.077071	1.2536	0.37144	0.70824	0.20997	0.41147
METAP1	6	-0.011589	-0.41241	0.76251	0.93135	0.68004	0.80074
METAP2	6	-2.1581	-5.0426	0	0	4.5923e-07	2.2119e-05
MIPEP	6	-0.61133	-2.3522	0.047497	0.28547	0.018663	0.14035
MME	6	0.10186	1.1719	0.29266	0.65292	0.24123	0.44613
MMEL1	6	-0.035537	-0.45795	0.86633	0.96698	0.64699	0.77378
MMP1	6	-0.11088	-1.4911	0.8376	0.95525	0.13594	0.32941
MMP10	6	-0.019284	-0.26664	0.79437	0.94035	0.78975	0.8765
MMP11	6	-0.079304	-0.8164	0.96018	0.99119	0.41427	0.60716
MMP12	6	0.14659	1.3468	0.1678	0.52632	0.17805	0.3785
MMP13	6	0.066572	1.4786	0.41837	0.74406	0.13926	0.33421
MMP14	6	-0.10942	-1.0631	0.84101	0.95606	0.28775	0.48958
MMP15	6	-0.22685	-2.5133	0.47895	0.78071	0.011962	0.10594
MMP16	6	0.13017	1.2863	0.20876	0.57524	0.19834	0.40054
MMP17	6	-0.27368	-1.9365	0.3723	0.70849	0.052807	0.25766
MMP19	6	-0.36216	-2.0282	0.22156	0.59195	0.042545	0.23631
MMP2	6	0.059088	0.98689	0.44482	0.75885	0.3237	0.52496
MMP20	6	-0.039927	-0.29187	0.88225	0.9712	0.77039	0.86232
MMP21	6	-0.04578	-0.53223	0.90557	0.98099	0.59457	0.72992
MMP24	6	0.059842	1.1203	0.44198	0.75805	0.2626	0.46631
MMP25	6	-0.34624	-2.3	0.24431	0.60799	0.021447	0.15284
MMP26	6	0.081769	1.7503	0.35438	0.6957	0.080068	0.27929
MMP27	6	-0.045929	-1.1268	0.90614	0.98099	0.25983	0.46468
MMP3	6	0.10737	1.2984	0.27332	0.636	0.19414	0.3964
MMP7	6	0.18888	1.7409	0.095848	0.40871	0.081695	0.28078
MMP8	6	-0.1203	-0.90699	0.80575	0.94433	0.36441	0.55926
MMP9	6	-0.18572	-1.9274	0.59926	0.85895	0.053935	0.25766
MPND	6	-0.011211	-0.19023	0.75939	0.93096	0.84913	0.91807
NAALAD2	12	-0.016135	-0.35076	0.61832	0.8713	0.72577	0.83315
NAALADL1	12	0.013386	0.31437	0.46331	0.76822	0.75324	0.85322
NAALADL2	12	0.20179	2.5289	0.0093857	0.092437	0.011443	0.10387
NLN	6	0.16534	1.9324	0.12941	0.46014	0.053309	0.25766
NPEPL1	6	0.27202	1.9086	0.020478	0.17143	0.056317	0.26166
NPEPPS	6	-0.59668	-2.3753	0.051763	0.29836	0.017533	0.13565
NRD1	6	-1.329	-3.7184	0.00085324	0.013216	0.00020047	0.0040315
OMA1	6	0.0048367	0.08667	0.68544	0.90202	0.93093	0.96229
PA2G4	6	-0.27809	-1.7981	0.36263	0.70242	0.072164	0.27741
PAPPA	6	0.17482	1.8248	0.11405	0.44408	0.06803	0.27136
PAPPA2	6	0.1899	1.6346	0.093572	0.40467	0.10214	0.29486
PEPD	6	-0.047148	-0.67972	0.91013	0.98099	0.49668	0.67761
PHEX	6	0.22489	1.8369	0.049488	0.29097	0.066219	0.27136
PITRM1	6	-0.3218	-1.7812	0.28413	0.64369	0.07488	0.27864
PMPCB	6	-3.6747	-6.8343	0	0	8.2434e-12	1.6102e-09
PRPF8	6	-2.2275	-4.6224	0	0	3.7924e-06	0.00014338
PSMD14	6	-2.0699	-4.5502	0	0	5.3606e-06	0.00019572
QPCT	6	-0.27894	-2.2186	0.36177	0.70242	0.026515	0.17656
RCE1	6	-0.23273	-2.0839	0.46473	0.76822	0.037171	0.21855
RNPEP	6	0.13938	1.3147	0.18658	0.55425	0.18862	0.38918
RNPEPL1	6	0.13116	1.037	0.20563	0.57334	0.29975	0.50403
SPG7	6	-0.059129	-1.0234	0.95762	0.99029	0.30613	0.50939
STAMBP	6	0.12178	1.3558	0.23237	0.60074	0.17518	0.37465
SUPT16H	6	-2.8662	-5.7515	0	0	8.8462e-09	7.0689e-07
TFR2	6	0.17349	1.24	0.11689	0.4482	0.21498	0.41582
TFRC	6	-2.324	-5.4162	0	0	6.0874e-08	3.9636e-06
THOP1	6	-0.21927	-2.3585	0.50199	0.79433	0.018351	0.13906
TLL1	6	-0.09832	-0.84215	0.88652	0.97255	0.39971	0.59348
TLL2	6	0.070849	1.0152	0.39989	0.73077	0.31002	0.51263
UQCRC1	6	-0.87809	-2.4882	0.0096701	0.093923	0.01284	0.11175
UQCRC2	6	-1.4793	-4.1409	0.00085324	0.013216	3.4592e-05	0.00088134
YME1L1	6	-1.1007	-3.2707	0.0031286	0.040293	0.0010727	0.016615
ADAM18	6	0.010037	0.14206	0.65643	0.88735	0.88703	0.93776
DPYS	6	0.099549	0.85977	0.30006	0.6565	0.38992	0.58403
DPYSL2	6	0.022985	0.20638	0.5967	0.85743	0.83649	0.90831
MMP23B	6	-0.44403	-2.6507	0.1368	0.47577	0.0080325	0.079555
MMP28	6	-0.010607	-0.12174	0.75739	0.93054	0.90311	0.94637
XPNPEP1	6	-0.067467	-0.86098	0.99289	0.99601	0.38925	0.58386
XPNPEP2	6	0.2527	1.8692	0.031286	0.23109	0.061591	0.26934
ZMPSTE24	6	-0.056913	-0.58162	0.94824	0.98994	0.56083	0.70348
AMFR	12	0.055064	0.68498	0.26394	0.62576	0.49335	0.67469
ANAPC11	22	-3.1468	-11.205	0	0	3.8661e-29	4.5311e-26
ANKIB1	9	-0.036506	-0.78057	0.78726	0.93958	0.43506	0.62476
ARIH1	11	-2.0222	-5.6349	0	0	1.7518e-08	1.3044e-06
ARIH2	14	0.30236	2.7404	0	0	0.006137	0.065785
BARD1	11	-2.0133	-5.8331	0	0	5.4408e-09	4.6658e-07
BFAR	10	-0.084009	-1.9541	0.97867	0.99512	0.050689	0.25435
BIRC2	10	-0.0063074	-0.077108	0.6041	0.86271	0.93854	0.96714
BIRC3	8	0.062714	1.3193	0.34158	0.68629	0.18708	0.38731
BIRC7	9	-0.0071254	-0.10929	0.63168	0.87658	0.91298	0.95196
BIRC8	9	0.056848	0.88109	0.33476	0.68192	0.37827	0.57278
BMI1	7	-0.085578	-0.93857	0.92435	0.98634	0.34795	0.54495
BRAP	10	-1.5083	-4.9521	0	0	7.3427e-07	3.268e-05
CBL	15	0.029513	0.30547	0.3083	0.66544	0.76001	0.85647
CBLB	13	0.11168	1.9361	0.078214	0.37466	0.052854	0.25766
CBLC	17	-0.0071181	-0.11268	0.49545	0.78924	0.91028	0.95
CGRRF1	6	-0.1414	-1.8122	0.73493	0.92495	0.069949	0.27277
CHFR	9	-0.20809	-1.9449	0.46217	0.76822	0.051785	0.25537
CNBP	4	0.17309	1.4011	0.1971	0.56469	0.16119	0.36141
CNOT4	10	0.10218	1.5861	0.16098	0.51879	0.11271	0.3072
COMMD3	6	-0.37951	-2.5494	0.19824	0.56621	0.01079	0.10063
CUL7	12	-0.019152	-0.27512	0.6351	0.8781	0.78322	0.87174
CUL9	19	-0.040807	-0.79976	0.6752	0.89517	0.42385	0.61403
CYHR1	11	0.043979	0.52419	0.34073	0.68629	0.60015	0.73436
DCST1	13	-0.11398	-0.99997	0.81826	0.94763	0.31733	0.51967
DTX1	14	-0.011605	-0.24154	0.57167	0.83977	0.80913	0.89015
DTX2	7	-0.07132	-0.37414	0.98919	0.99542	0.7083	0.81799
DTX3	12	-0.25307	-2.3804	0.28385	0.64369	0.017294	0.13453
DTX3L	12	0.05897	0.82821	0.24915	0.6096	0.40755	0.60071
DTX4	14	-0.18573	-2.1483	0.46559	0.76927	0.031691	0.19756
DZIP3	6	0.24935	1.9166	0.032992	0.23868	0.055285	0.26037
FANCL	10	-0.17536	-2.0583	0.56598	0.83684	0.03956	0.22592
IRF2BP1	10	-0.3104	-2.9269	0.20734	0.57356	0.0034234	0.042463
IRF2BP2	7	-0.16071	-1.7144	0.65387	0.88559	0.086449	0.28427
IRF2BPL	8	0.15496	1.4647	0.095279	0.40804	0.143	0.33857
LNX1	12	0.043632	0.44088	0.31542	0.67341	0.6593	0.78394
LNX2	11	-0.019051	-0.27778	0.6661	0.89134	0.78118	0.87084
LONRF1	9	-0.072547	-1.0874	0.97782	0.99512	0.27685	0.47908
LONRF2	14	-0.034224	-0.30032	0.70193	0.90902	0.76393	0.85897
LONRF3	17	0.16193	2.408	0.011945	0.1117	0.016038	0.12978
LRSAM1	12	-0.070541	-1.0124	0.938	0.9892	0.31133	0.51415
LTN1	6	-0.024277	-0.15012	0.81598	0.94659	0.88067	0.93491
MARCHF1	11	0.26593	2.1812	0.0022753	0.030888	0.029172	0.18854
MARCHF10	7	0.10805	1.0462	0.24232	0.60799	0.29548	0.4987
MARCHF11	7	0.05572	0.64241	0.43288	0.75592	0.52061	0.68961
MARCHF2	9	0.11753	1.0061	0.13879	0.47937	0.31437	0.51602
MARCHF3	9	0.2524	2.0465	0.0073948	0.077612	0.040704	0.22901
MARCHF4	13	0.13526	1.5639	0.050626	0.29325	0.11785	0.31197
MARCHF5	9	-0.013664	-0.14438	0.66724	0.89134	0.8852	0.93746
MARCHF6	13	-0.33367	-3.3862	0.1186	0.4482	0.0007088	0.011867
MARCHF7	5	-0.16731	-1.6016	0.64221	0.88203	0.10925	0.30317
MARCHF8	10	0.19564	1.6131	0.022469	0.18119	0.10673	0.30183
MARCHF9	8	-0.16792	-2.0487	0.61519	0.86883	0.040495	0.22854
MDM2	9	0.061376	0.96407	0.31655	0.67341	0.33501	0.53443
MDM4	10	0.10599	1.6924	0.14989	0.49811	0.090565	0.28535
MEX3A	12	-0.067512	-0.77219	0.91809	0.98355	0.44	0.62816
MEX3B	11	0.11299	1.9305	0.11832	0.4482	0.05354	0.25766
MEX3C	9	0.24649	2.1593	0.0085324	0.086455	0.030825	0.19564
MEX3D	11	0.041215	0.49312	0.35296	0.69524	0.62192	0.75159
MGRN1	11	-0.18768	-1.5609	0.52531	0.81124	0.11856	0.31291
MIB1	19	-0.087013	-1.4191	0.98578	0.99512	0.15587	0.35587
MIB2	19	0.060877	0.95215	0.1459	0.4895	0.34102	0.53986
MID1	11	0.28952	2.5433	0.0014221	0.020747	0.01098	0.10132
MID2	13	0.15091	1.2889	0.036974	0.25692	0.19745	0.40002
MKRN1	8	-0.015428	-0.39165	0.71331	0.91104	0.69532	0.81281
MKRN2	12	-0.025779	-0.4864	0.67207	0.89305	0.62668	0.75551
MKRN3	9	0.26194	2.1975	0.0059727	0.064417	0.027987	0.18393
MNAT1	11	-1.549	-4.8811	0	0	1.055e-06	4.6367e-05
MUL1	11	-0.15486	-1.7424	0.64278	0.88212	0.08143	0.28078
MYCBP2	14	0.068072	1.9524	0.18117	0.54491	0.050891	0.25435
MYLIP	10	0.64029	2.1306	0	0	0.033126	0.20362
NEURL1	11	-0.00063624	-0.011528	0.56229	0.8339	0.9908	0.99904
NEURL1B	11	0.0038686	0.054493	0.53783	0.82098	0.95654	0.97654
NEURL3	8	0.010514	0.095199	0.57537	0.83977	0.92416	0.95943
NHLRC1	10	0.058277	0.38189	0.30347	0.66109	0.70254	0.8163
NSMCE2	5	-2.3726	-4.276	0	0	1.9025e-05	0.00054383
PARK2	13	-0.0047642	-0.045223	0.53754	0.82098	0.96393	0.98111
PCGF1	11	-1.04	-4.5978	0	0	4.2688e-06	0.00015799
PCGF2	10	-0.34052	-2.8119	0.15671	0.50971	0.0049255	0.055864
PCGF3	7	0.0044888	0.065567	0.65444	0.88602	0.94772	0.97319
PCGF5	6	-0.16218	-1.7657	0.67008	0.89276	0.077451	0.27864
PDZRN3	10	0.03486	0.5628	0.3942	0.72756	0.57357	0.71387
PDZRN4	9	0.21346	2.1912	0.020193	0.17026	0.028439	0.18482
PEX10	10	-0.20781	-2.2572	0.46047	0.76822	0.023995	0.16478
PEX12	9	-0.10292	-1.2777	0.876	0.96886	0.20135	0.40432
PEX2	8	-0.088734	-0.93387	0.93373	0.98857	0.35037	0.54651
PJA1	6	0.25509	1.8335	0.029579	0.2227	0.066727	0.27136
PJA2	9	0.079869	1.2439	0.25	0.61127	0.21354	0.41491
PML	14	0.060903	0.85285	0.20563	0.57334	0.39374	0.5876
PPP1R11	4	-1.6749	-2.9585	0.0011377	0.016878	0.0030912	0.039237
PRAM1	4	0.13473	0.98716	0.29664	0.65543	0.32357	0.52496
RAG1	12	0.077614	1.1044	0.18714	0.55425	0.2694	0.47102
RAPSN	13	-0.12255	-1.3574	0.77247	0.93409	0.17465	0.37444
RBBP6	12	-2.1737	-6.2602	0	0	3.8459e-10	5.2008e-08
RBCK1	14	-0.061923	-0.77981	0.87429	0.96852	0.4355	0.62476
RBX1	8	-2.9291	-6.0502	0	0	1.4465e-09	1.6953e-07
RC3H1	11	0.055673	0.54537	0.28641	0.6451	0.5855	0.72309
RC3H2	9	0.11126	1.3302	0.157	0.51015	0.18344	0.38254
RCHY1	10	0.058421	0.71877	0.30319	0.66109	0.47228	0.65842
RFFL	9	-0.01917	-0.26135	0.69738	0.90788	0.79382	0.8788
RFPL4B	10	0.088898	0.83885	0.2008	0.56971	0.40155	0.59497
RFWD2	9	-0.38911	-2.9779	0.12827	0.45927	0.0029027	0.03794
RFWD3	13	-0.7312	-4.1664	0.0019909	0.027668	3.0951e-05	0.00082277
RING1	12	-0.73698	-3.7842	0.0019909	0.027668	0.00015419	0.0032857
RLIM	4	0.24798	1.5159	0.076507	0.36951	0.12956	0.32398
RNF10	12	-0.025119	-0.56396	0.6678	0.89146	0.57278	0.71314
