Experiment Name:,Exp_20260825_HCT116_KO.OEc

Tube Name:,Sample ID:,All Events ,Cell size Events,Hoechst Events,medium Mito Events,low Mito Events,High Mito Events,All Events  % Total,Cell size % Total,Hoechst % Total,medium Mito % Total,low Mito % Total,High Mito % Total,All Events  % Parent,Cell size % Parent,Hoechst % Parent,medium Mito % Parent,low Mito % Parent,High Mito % Parent,All Events  Mean FSC-A,Cell size Mean FSC-A,Hoechst Mean FSC-A,medium Mito Mean FSC-A,low Mito Mean FSC-A,High Mito Mean FSC-A,All Events  GeoMean FSC-A,Cell size GeoMean FSC-A,Hoechst GeoMean FSC-A,medium Mito GeoMean FSC-A,low Mito GeoMean FSC-A,High Mito GeoMean FSC-A,All Events  Median FSC-A,Cell size Median FSC-A,Hoechst Median FSC-A,medium Mito Median FSC-A,low Mito Median FSC-A,High Mito Median FSC-A,All Events  rCV FSC-A,Cell size rCV FSC-A,Hoechst rCV FSC-A,medium Mito rCV FSC-A,low Mito rCV FSC-A,High Mito rCV FSC-A,All Events  rSD FSC-A,Cell size rSD FSC-A,Hoechst rSD FSC-A,medium Mito rSD FSC-A,low Mito rSD FSC-A,High Mito rSD FSC-A,All Events  CV FSC-A,Cell size CV FSC-A,Hoechst CV FSC-A,medium Mito CV FSC-A,low Mito CV FSC-A,High Mito CV FSC-A,All Events  SD FSC-A,Cell size SD FSC-A,Hoechst SD FSC-A,medium Mito SD FSC-A,low Mito SD FSC-A,High Mito SD FSC-A,All Events  Mean SSC-A,Cell size Mean SSC-A,Hoechst Mean SSC-A,medium Mito Mean SSC-A,low Mito Mean SSC-A,High Mito Mean SSC-A,All Events  GeoMean SSC-A,Cell size GeoMean SSC-A,Hoechst GeoMean SSC-A,medium Mito GeoMean SSC-A,low Mito GeoMean SSC-A,High Mito GeoMean SSC-A,All Events  Median SSC-A,Cell size Median SSC-A,Hoechst Median SSC-A,medium Mito Median SSC-A,low Mito Median SSC-A,High Mito Median SSC-A,All Events  rCV SSC-A,Cell size rCV SSC-A,Hoechst rCV SSC-A,medium Mito rCV SSC-A,low Mito rCV SSC-A,High Mito rCV SSC-A,All Events  rSD SSC-A,Cell size rSD SSC-A,Hoechst rSD SSC-A,medium Mito rSD SSC-A,low Mito rSD SSC-A,High Mito rSD SSC-A,All Events  CV SSC-A,Cell size CV SSC-A,Hoechst CV SSC-A,medium Mito CV SSC-A,low Mito CV SSC-A,High Mito CV SSC-A,All Events  SD SSC-A,Cell size SD SSC-A,Hoechst SD SSC-A,medium Mito SD SSC-A,low Mito SD SSC-A,High Mito SD SSC-A,All Events  Mean PE-A,Cell size Mean PE-A,Hoechst Mean PE-A,medium Mito Mean PE-A,low Mito Mean PE-A,High Mito Mean PE-A,All Events  GeoMean PE-A,Cell size GeoMean PE-A,Hoechst GeoMean PE-A,medium Mito GeoMean PE-A,low Mito GeoMean PE-A,High Mito GeoMean PE-A,All Events  Median PE-A,Cell size Median PE-A,Hoechst Median PE-A,medium Mito Median PE-A,low Mito Median PE-A,High Mito Median PE-A,All Events  rCV PE-A,Cell size rCV PE-A,Hoechst rCV PE-A,medium Mito rCV PE-A,low Mito rCV PE-A,High Mito rCV PE-A,All Events  rSD PE-A,Cell size rSD PE-A,Hoechst rSD PE-A,medium Mito rSD PE-A,low Mito rSD PE-A,High Mito rSD PE-A,All Events  CV PE-A,Cell size CV PE-A,Hoechst CV PE-A,medium Mito CV PE-A,low Mito CV PE-A,High Mito CV PE-A,All Events  SD PE-A,Cell size SD PE-A,Hoechst SD PE-A,medium Mito SD PE-A,low Mito SD PE-A,High Mito SD PE-A,All Events  Mean Violet610-A,Cell size Mean Violet610-A,Hoechst Mean Violet610-A,medium Mito Mean Violet610-A,low Mito Mean Violet610-A,High Mito Mean Violet610-A,All Events  GeoMean Violet610-A,Cell size GeoMean Violet610-A,Hoechst GeoMean Violet610-A,medium Mito GeoMean Violet610-A,low Mito GeoMean Violet610-A,High Mito GeoMean Violet610-A,All Events  Median Violet610-A,Cell size Median Violet610-A,Hoechst Median Violet610-A,medium Mito Median Violet610-A,low Mito Median Violet610-A,High Mito Median Violet610-A,All Events  rCV Violet610-A,Cell size rCV Violet610-A,Hoechst rCV Violet610-A,medium Mito rCV Violet610-A,low Mito rCV Violet610-A,High Mito rCV Violet610-A,All Events  rSD Violet610-A,Cell size rSD Violet610-A,Hoechst rSD Violet610-A,medium Mito rSD Violet610-A,low Mito rSD Violet610-A,High Mito rSD Violet610-A,All Events  CV Violet610-A,Cell size CV Violet610-A,Hoechst CV Violet610-A,medium Mito CV Violet610-A,low Mito CV Violet610-A,High Mito CV Violet610-A,All Events  SD Violet610-A,Cell size SD Violet610-A,Hoechst SD Violet610-A,medium Mito SD Violet610-A,low Mito SD Violet610-A,High Mito SD Violet610-A
01-KO2.OEc1_AZ-E6,,35025,23842,23686,22731,472,407,100.00%,68.07%,67.63%,64.90%,1.35%,1.16%,100.00%,68.07%,99.35%,95.97%,1.99%,1.72%,352589.8,391719.8,392782.5,384199.3,237117.9,957520.6,233013.7,356591.4,357667.2,353828.2,229654.3,925550.4,277740.6,331246.4,332247.5,331702.3,222842.4,938854.4,65.66%,37.03%,36.97%,35.74%,22.47%,25.17%,182367.7,122654.2,122824.3,118546.2,50083.2,236265.8,213.41%,48.99%,48.89%,45.05%,27.73%,25.36%,752447.4,191891.0,192031.8,173086.5,65753.7,242861.1,546430.6,479641.3,480357.4,465483.8,262959.8,1409612.0,291769.7,410149.3,410677.8,404743.4,248552.9,1349902.1,323465.2,380284.6,380703.1,379271.6,235644.3,1454936.3,62.46%,46.89%,46.91%,45.50%,28.29%,24.20%,202044.0,178298.9,178580.7,172551.7,66671.9,352023.9,418.02%,64.66%,64.69%,60.26%,38.39%,25.61%,2284203.3,310113.0,310729.3,280480.1,100950.1,360995.9,271565.9,311123.4,312294.5,299145.8,77893.8,1200750.3,162305.2,263817.2,265132.6,263980.7,74042.6,1181603.9,203083.9,248856.0,249775.2,249714.3,84325.7,1125557.4,69.76%,49.75%,49.61%,47.40%,17.97%,14.33%,141678.2,123812.4,123914.0,118366.6,15149.9,161238.5,111.20%,66.24%,66.04%,54.40%,25.16%,19.76%,301984.3,206092.7,206227.0,162747.1,19598.7,237270.5,265046.3,292056.0,293439.3,283443.1,182460.1,894000.2,162609.0,252464.8,255821.7,251911.0,162040.8,846251.6,208431.7,241731.2,242662.0,241594.0,148784.5,895811.4,55.65%,44.91%,44.64%,43.25%,31.90%,26.48%,115986.8,108564.5,108323.5,104489.9,47468.0,237214.5,101.18%,62.54%,61.35%,54.80%,64.35%,34.17%,268166.7,182642.6,180018.4,155338.1,117410.4,305452.9
01-KO2.OEc1_AZ-F6,,41433,29630,29465,28291,434,636,100.00%,71.51%,71.11%,68.28%,1.05%,1.54%,100.00%,71.51%,99.44%,96.02%,1.47%,2.16%,361690.6,392542.2,393453.8,381156.8,231494.3,975932.4,253073.5,357530.7,358463.5,352229.6,225587.3,935912.3,287218.6,334025.6,334584.6,332873.9,220599.8,953796.8,58.34%,36.25%,36.19%,34.78%,21.27%,29.21%,167550.0,121075.5,121084.7,115777.1,46927.5,278626.1,195.73%,49.40%,49.32%,44.16%,24.35%,28.54%,707938.1,193933.5,194051.8,168302.4,56370.7,278494.0,550126.8,469387.9,469951.3,450514.3,244955.3,1366904.9,312389.6,401425.3,401875.2,393196.8,233890.3,1294250.1,328673.4,372117.8,372382.7,369781.0,223551.7,1418837.3,58.20%,46.83%,46.85%,45.31%,27.48%,30.96%,191283.1,174253.5,174443.8,167532.0,61426.1,439226.1,403.68%,64.88%,64.89%,59.34%,32.94%,28.96%,2220738.5,304523.3,304949.5,267347.8,80699.9,395799.4,299553.8,332819.5,333872.0,315388.1,77617.2,1229458.3,192773.2,283201.6,284367.2,279766.7,73889.6,1208875.4,225922.5,268199.3,269178.4,267383.4,83340.3,1150054.3,64.97%,49.31%,49.22%,47.05%,19.61%,14.93%,146771.8,132260.2,132476.7,125794.8,16344.4,171695.8,108.73%,65.56%,65.39%,52.55%,25.07%,20.06%,325711.0,218191.6,218314.6,165743.9,19455.7,246587.4,276536.9,296404.7,297699.0,284861.2,188589.4,869293.2,179965.8,256777.0,259650.5,253825.7,166610.4,817539.0,216179.4,246306.2,247091.7,244928.9,153572.2,864292.1,53.40%,45.13%,44.90%,43.39%,34.80%,32.07%,115429.5,111159.5,110934.1,106274.3,53443.0,277137.8,107.13%,61.91%,61.12%,54.06%,62.25%,33.75%,296240.9,183496.5,181958.8,153988.4,117404.6,293391.1
01-KO2.OEc2-A7,,54274,42996,42940,41742,365,722,100.00%,79.22%,79.12%,76.91%,0.67%,1.33%,100.00%,79.22%,99.87%,97.21%,0.85%,1.68%,337345.4,356977.2,357125.2,347042.6,219606.1,939138.1,251589.7,328800.3,328953.4,323713.8,214254.3,904313.9,280380.8,308027.8,308215.8,306525.3,208908.3,934260.1,42.91%,32.00%,31.98%,31.08%,21.22%,25.49%,120325.1,98569.8,98567.3,95275.5,44328.7,238124.0,182.16%,47.35%,47.34%,42.23%,23.73%,26.75%,614517.3,169028.7,169046.4,146547.0,52117.2,251242.5,501398.8,441235.0,441282.3,425231.9,246635.6,1352742.9,313998.0,388943.3,388980.1,381589.9,236317.5,1289627.3,334902.4,367737.1,367774.6,365501.9,228114.4,1382639.8,48.13%,39.88%,39.89%,38.85%,27.87%,28.60%,161189.1,146641.5,146688.9,142005.0,63567.5,395486.9,427.40%,59.75%,59.76%,53.80%,31.28%,27.33%,2143000.8,263652.0,263718.4,228762.5,77159.8,369682.7,285850.8,314404.3,314614.6,299364.0,78215.5,1217326.5,194799.9,273289.8,273573.3,268830.9,74845.6,1194615.3,230931.8,257619.3,257774.0,256165.2,83596.2,1136763.5,53.96%,44.28%,44.25%,42.89%,17.95%,14.64%,124617.0,114065.9,114060.2,109870.0,15007.5,166418.3,94.49%,62.93%,62.88%,50.79%,23.78%,21.92%,270094.2,197868.9,197836.7,152055.3,18600.0,266898.4,270706.9,283200.9,283246.9,272541.0,181703.3,883740.7,203496.2,251919.5,252518.9,247600.8,163303.8,838438.9,224501.9,243716.3,243869.9,241973.6,149783.1,861629.4,45.88%,41.56%,41.53%,40.60%,39.53%,29.26%,103000.8,101295.1,101275.9,98243.9,59205.1,252130.2,87.36%,58.76%,57.20%,49.72%,52.35%,32.85%,236486.0,166422.1,162018.6,135497.3,95121.7,290352.4
01-KO2.OEc2-B7,,40883,31620,31570,30604,262,598,100.00%,77.34%,77.22%,74.86%,0.64%,1.46%,100.00%,77.34%,99.84%,96.94%,0.83%,1.89%,344763.1,370765.8,370965.0,359268.7,223678.5,949103.8,250525.2,340115.5,340330.2,334107.1,218872.2,909250.0,285596.9,317200.3,317372.7,315222.8,218248.5,920722.1,46.78%,32.98%,32.92%,31.68%,20.73%,27.63%,133613.4,104609.6,104472.0,99877.4,45244.6,254409.8,190.16%,48.34%,48.31%,42.94%,22.42%,28.92%,655606.4,179231.5,179209.0,154266.3,50151.8,274522.9,486901.8,445212.8,445320.4,426764.3,246313.8,1352884.1,302943.3,389991.9,390072.7,381436.8,231555.8,1282723.8,330167.1,366860.6,366893.2,364088.3,220462.7,1399519.0,51.35%,40.93%,40.94%,39.67%,28.69%,29.96%,169527.8,150140.5,150198.1,144421.3,63251.6,419306.4,404.07%,60.90%,60.91%,54.34%,41.51%,28.60%,1967439.3,271122.5,271237.1,231886.6,102239.3,386939.8,292147.3,327212.0,327501.5,309797.1,76736.4,1231927.9,190661.0,282458.1,282793.9,276909.1,72815.1,1211214.0,233726.2,266964.8,267302.9,264920.4,84251.1,1158195.8,58.72%,46.22%,46.23%,44.60%,19.25%,16.82%,137234.8,123385.5,123565.1,118145.8,16215.5,194864.9,100.16%,63.61%,63.56%,51.37%,26.97%,19.78%,292615.6,208129.1,208145.5,159132.1,20697.6,243714.5,266911.8,281937.1,281917.3,270110.0,180091.0,853510.3,199932.2,249607.1,250300.6,244779.7,153614.0,812211.1,219481.4,241104.3,241242.3,239085.2,134295.7,851006.9,47.59%,42.29%,42.18%,41.05%,39.26%,28.91%,104440.3,101960.0,101767.8,98137.0,52720.4,246052.5,88.67%,58.73%,57.09%,49.40%,80.70%,30.48%,236662.2,165593.5,160938.8,133427.8,145338.9,260115.2
01-KO2.OEc2-C7,,47123,37158,37112,35955,314,731,100.00%,78.85%,78.76%,76.30%,0.67%,1.55%,100.00%,78.85%,99.88%,96.88%,0.85%,1.97%,345576.3,365636.1,365797.9,352778.3,220434.0,989250.6,253196.2,334342.2,334500.8,327784.2,215537.1,948674.3,282616.2,310825.3,310947.4,309111.7,209121.0,956857.7,45.19%,33.31%,33.31%,32.22%,18.07%,27.24%,127720.3,103532.6,103567.4,99597.2,37784.1,260610.0,174.98%,49.57%,49.56%,43.03%,22.79%,28.45%,604683.9,181232.3,181271.5,151811.9,50242.9,281459.1,502171.5,445250.2,445306.9,425547.8,249695.7,1377060.8,311020.8,389672.8,389717.6,380503.2,238364.0,1315705.5,331488.0,365317.3,365297.6,362310.3,230441.7,1416877.9,49.74%,40.86%,40.84%,39.69%,28.36%,27.39%,164887.8,149280.3,149196.0,143808.8,65355.8,388050.3,400.38%,61.23%,61.24%,54.16%,33.52%,26.73%,2010599.8,272608.1,272691.0,230459.8,83689.6,368040.5,297358.8,325823.0,326038.4,307998.7,80725.6,1222251.3,200499.6,281558.8,281808.6,275661.0,78020.5,1200684.4,235166.5,264166.3,264372.3,262119.6,86214.9,1151809.8,55.27%,45.27%,45.23%,43.55%,15.12%,15.86%,129973.9,119580.1,119584.4,114142.0,13031.4,182718.4,97.21%,63.89%,63.85%,51.31%,21.43%,21.01%,289050.1,208165.6,208184.1,158041.9,17302.3,256811.2,283001.9,294831.4,294904.1,282360.2,178032.6,887031.1,210229.2,261134.5,261714.6,255798.3,159120.3,848231.4,231667.4,251788.2,251949.8,249716.4,143462.1,890163.2,46.46%,42.01%,41.98%,40.80%,33.61%,25.59%,107636.3,105766.3,105768.1,101874.8,48214.0,227771.1,89.54%,58.47%,57.31%,49.83%,55.47%,28.64%,253408.6,172380.0,168994.8,140706.7,98758.9,254020.8
01-KO2.OEc2_AZ-D7,,29214,21181,21119,20309,235,492,100.00%,72.50%,72.29%,69.52%,0.80%,1.68%,100.00%,72.50%,99.71%,96.16%,1.11%,2.33%,392050.6,380831.3,381255.0,368088.7,235488.9,916096.0,259846.5,348024.0,348435.5,341157.7,227924.1,884087.4,287036.7,324493.5,324932.5,322609.7,223994.0,889519.0,54.05%,35.10%,35.09%,33.80%,21.91%,24.42%,155147.9,113905.1,114005.6,109039.0,49083.3,217256.4,219.39%,48.54%,48.51%,43.51%,28.43%,26.42%,860106.4,184841.5,184932.3,160172.2,66942.1,242026.0,710237.1,521044.9,521346.7,498805.8,279365.6,1445178.9,363386.3,453417.8,453643.6,442581.8,260311.2,1397443.8,380119.4,425100.3,425165.6,421216.9,245334.9,1475232.0,56.57%,43.61%,43.60%,41.89%,32.45%,25.32%,215042.3,185376.2,185359.1,176453.1,79612.1,373461.2,426.94%,60.27%,60.28%,54.93%,43.25%,23.52%,3032270.0,314016.3,314280.8,273999.4,120824.0,339971.5,331769.9,337039.5,337590.3,316582.4,75221.1,1225988.3,199150.8,288403.4,289073.4,282439.2,71161.7,1203572.0,236397.3,272218.5,272670.6,269935.9,81283.4,1149239.1,64.01%,47.60%,47.57%,45.49%,22.81%,15.33%,151310.2,129588.0,129700.1,122799.9,18538.6,176208.0,129.85%,65.13%,65.04%,51.44%,27.51%,21.57%,430819.6,219525.5,219564.8,162848.8,20694.7,264483.1,329606.1,315257.8,315443.8,300228.2,222474.0,917236.8,224221.9,276785.1,278349.0,270963.1,192884.8,862614.3,243451.3,267677.1,268074.6,264463.5,185711.0,865623.4,49.24%,42.70%,42.60%,41.21%,46.48%,29.10%,119870.9,114301.5,114191.5,108998.5,86327.6,251882.8,120.91%,62.63%,59.81%,50.95%,63.47%,40.54%,398521.2,197434.4,188667.4,152959.9,141211.3,371875.4
01-KO2.OEc2_AZ-E7,,23291,16955,16919,16265,284,316,100.00%,72.80%,72.64%,69.83%,1.22%,1.36%,100.00%,72.80%,99.79%,96.13%,1.68%,1.87%,384955.0,377009.9,377228.6,367297.6,223231.5,947787.3,258332.9,342686.8,342917.7,338164.5,217173.4,914972.6,278836.1,317499.7,317671.5,316506.0,211916.7,918103.5,55.60%,36.90%,36.87%,35.56%,22.12%,23.88%,155032.2,117159.1,117122.2,112564.3,46869.4,219288.6,232.01%,49.97%,49.95%,45.53%,25.66%,26.16%,893149.8,188385.1,188407.7,167228.4,57278.2,247905.1,670515.1,488936.6,488929.7,471847.8,251471.9,1442957.6,342139.2,422129.1,422178.4,415167.8,238159.3,1388998.0,350239.2,394702.2,394763.4,393015.0,227517.8,1521055.5,56.43%,45.44%,45.42%,43.81%,27.56%,22.38%,197623.8,179350.1,179310.1,172196.7,62707.6,340393.1,461.90%,62.48%,62.45%,57.22%,37.49%,24.41%,3097126.8,305473.3,305317.6,269984.7,94272.7,352288.8,296403.3,314688.4,314839.0,299589.0,77036.2,1204307.6,184308.3,267858.1,268197.8,265450.7,72668.9,1186125.8,215246.9,252168.7,252442.1,251608.3,84386.6,1131470.3,63.02%,48.32%,48.30%,46.26%,17.37%,14.27%,135656.6,121844.2,121940.9,116406.2,14658.7,161451.1,122.92%,66.18%,65.87%,53.59%,26.98%,18.93%,364352.1,208251.5,207387.7,160552.9,20784.7,227985.9,292891.3,296264.1,295771.1,283818.9,193834.4,920972.6,204828.6,258495.8,259347.3,254386.3,167621.1,867461.9,220344.5,248767.8,248994.7,247645.6,143918.8,887644.8,49.75%,43.48%,43.36%,41.89%,34.60%,28.19%,109625.5,108163.2,107962.4,103727.7,49789.5,250191.3,111.87%,64.62%,60.70%,52.53%,68.48%,36.12%,327643.0,191435.9,179531.3,149084.8,132739.4,332697.9
01-KO2.OEc2_AZ-F7,,32028,21799,21746,20994,342,353,100.00%,68.06%,67.90%,65.55%,1.07%,1.10%,100.00%,68.06%,99.76%,96.54%,1.57%,1.62%,329787.9,358975.7,359298.8,350866.0,224701.8,909008.3,216375.4,328943.0,329258.7,325204.1,218529.5,877861.8,259865.5,307279.4,307720.8,306746.5,212032.8,896230.1,60.03%,33.52%,33.52%,32.48%,20.93%,23.60%,156000.6,103011.0,103159.8,99631.8,44370.8,211496.0,211.59%,48.31%,48.29%,44.15%,25.45%,25.38%,697790.9,173418.2,173490.2,154910.9,57177.8,230707.3,578667.6,479756.0,480013.2,464823.5,258078.8,1457218.9,288515.2,416520.8,416726.3,410634.4,244604.6,1397975.6,332013.7,389834.4,389929.7,389039.8,237154.2,1527388.3,59.21%,42.31%,42.28%,41.03%,30.46%,25.17%,196586.5,164931.4,164874.0,159618.9,72240.2,384393.7,455.34%,62.42%,62.43%,57.37%,36.47%,24.74%,2634897.8,299470.1,299672.3,266682.6,94131.3,360465.2,267109.8,302583.1,302977.8,289753.8,75232.9,1205162.8,152192.1,259587.4,260015.0,258036.5,69864.1,1186222.0,200723.1,243487.4,243926.9,243412.6,84676.3,1132156.9,66.56%,44.94%,44.87%,43.10%,16.82%,13.64%,133597.0,109415.7,109446.0,104919.8,14240.4,154480.3,125.32%,65.56%,65.49%,53.46%,30.09%,19.49%,334737.7,198362.4,198426.5,154908.7,22641.1,234899.6,278451.2,294846.6,295218.6,284077.4,226045.1,945361.9,178015.3,258937.7,260135.3,255443.5,192122.2,869049.2,215129.8,248605.9,248873.4,247444.7,168658.8,890272.9,50.27%,41.86%,41.70%,40.56%,36.54%,32.15%,108145.4,104064.4,103791.8,100372.2,61629.5,286209.8,114.68%,62.63%,62.06%,53.52%,74.42%,45.23%,319331.2,184661.2,183203.0,152049.9,168221.9,427587.0
01-KO3.OEc2-A8,,109294,85825,85735,81321,4186,181,100.00%,78.53%,78.44%,74.41%,3.83%,0.17%,100.00%,78.53%,99.90%,94.85%,4.88%,0.21%,280429.5,314269.9,314371.0,317831.3,217408.2,863323.2,219774.6,295601.3,295702.0,299779.9,214383.1,822090.2,255872.3,281063.2,281149.0,285471.1,212040.1,850593.2,38.34%,27.95%,27.94%,27.50%,16.36%,28.72%,98112.3,78555.4,78549.3,78505.4,34689.4,244330.1,155.22%,40.49%,40.48%,39.16%,17.50%,29.62%,435280.8,127242.6,127262.6,124468.6,38037.0,255699.9,374743.9,367533.0,367567.7,371778.6,234995.3,1306943.4,256287.6,332042.7,332084.2,337263.5,229212.2,1213738.8,289629.3,317229.7,317246.8,323630.8,228617.5,1386943.8,45.92%,36.97%,36.96%,36.38%,19.92%,34.90%,132998.1,117286.7,117252.7,117735.8,45529.5,484026.7,420.84%,53.51%,53.51%,51.55%,23.69%,33.49%,1577086.6,196669.3,196678.0,191642.9,55665.9,437735.1,189684.8,215618.8,215724.5,219858.6,84736.9,1201219.4,135089.6,192080.3,192202.2,199641.0,83567.2,1179548.4,164966.3,182866.2,182963.8,187450.6,88168.0,1121243.5,48.94%,40.91%,40.87%,38.74%,11.28%,15.15%,80730.2,74814.4,74782.9,72621.5,9946.2,169888.2,80.93%,57.06%,57.04%,50.72%,14.57%,21.47%,153518.6,123035.6,123047.2,111518.8,12342.4,257886.2,206215.7,221302.8,221484.5,224121.8,135909.8,880308.7,160466.1,199602.0,199989.5,203688.8,130134.7,795990.9,176860.2,188961.3,189045.0,193135.0,128483.7,852926.9,42.24%,39.42%,39.38%,38.52%,19.81%,39.77%,74701.6,74486.6,74437.3,74388.7,25448.6,339215.5,73.85%,54.41%,54.29%,51.21%,38.38%,47.47%,152288.2,120416.3,120248.9,114764.5,52160.4,417865.2
01-KO3.OEc2-B8,,108251,86928,86855,80388,6214,207,100.00%,80.30%,80.23%,74.26%,5.74%,0.19%,100.00%,80.30%,99.92%,92.55%,7.15%,0.24%,311979.6,348475.7,348574.2,355564.3,231941.2,1019252.4,243759.9,324133.5,324232.7,332022.3,228343.3,979711.1,281290.0,306036.3,306117.1,313388.8,226779.2,1010745.5,39.88%,29.78%,29.77%,29.04%,18.05%,25.57%,112169.5,91123.1,91129.0,91016.9,40936.2,258416.6,136.79%,43.81%,43.80%,42.09%,18.21%,26.75%,426769.7,152652.7,152669.7,149641.0,42247.3,272673.8,368267.8,360171.9,360176.0,366832.2,237387.7,1298640.1,252559.6,320272.2,320280.5,327118.8,231255.0,1216815.9,277517.9,304094.9,304085.4,312922.6,230650.0,1338796.8,49.32%,40.82%,40.80%,41.05%,21.75%,37.94%,136862.8,124116.6,124076.7,128463.9,50159.5,507900.3,401.75%,57.61%,57.61%,55.80%,23.60%,32.29%,1479497.6,207478.6,207492.6,204706.2,56024.9,419311.9,194164.2,218184.6,218276.6,225863.7,83319.1,1172917.8,137181.8,190445.3,190551.4,202281.2,82061.1,1156374.3,162821.8,181118.7,181184.1,188641.8,86305.2,1108894.3,53.03%,45.47%,45.45%,42.21%,13.14%,12.07%,86341.6,82347.6,82350.1,79632.1,11336.7,133864.1,84.42%,60.90%,60.88%,53.93%,15.27%,18.99%,163916.8,132877.2,132887.5,121798.4,12722.5,222759.8,202345.1,213891.1,213997.4,218120.0,136392.5,839351.4,158058.5,191206.0,191475.3,196243.3,131928.7,753186.3,169947.5,179950.1,180015.3,186439.5,130076.1,770274.5,43.34%,41.76%,41.74%,41.76%,18.58%,44.99%,73657.0,75142.4,75137.1,77854.1,24163.3,346513.8,75.71%,57.27%,57.08%,53.89%,32.60%,52.47%,153190.2,122505.6,122159.0,117543.8,44460.0,440386.2
01-KO3.OEc2-C8,,93600,73629,73572,69850,3474,198,100.00%,78.66%,78.60%,74.63%,3.71%,0.21%,100.00%,78.66%,99.92%,94.94%,4.72%,0.27%,295960.6,328797.8,328877.4,332183.2,219916.4,957551.6,224701.4,307208.3,307286.7,311516.5,216860.0,906975.5,264247.6,290353.2,290427.2,294739.7,214703.8,933919.6,39.58%,29.11%,29.12%,28.49%,16.50%,29.96%,104580.8,84531.6,84566.6,83959.6,35435.5,279767.3,166.17%,42.86%,42.85%,41.11%,17.40%,31.74%,491798.0,140916.2,140934.3,136546.5,38266.8,303963.9,397070.2,378048.2,378076.8,381854.3,237121.5,1322983.9,257399.1,339227.9,339256.2,344259.1,231358.1,1225303.4,294161.1,322823.9,322807.1,329031.6,230438.2,1383408.3,47.32%,38.37%,38.36%,37.82%,19.57%,34.53%,139193.6,123852.4,123827.8,124454.1,45090.5,477654.6,437.87%,55.20%,55.20%,53.05%,23.45%,33.22%,1738642.1,208695.0,208715.7,202592.2,55610.8,439551.8,194683.7,222066.9,222153.0,225882.4,84095.9,1167938.5,134100.9,196188.4,196291.4,203714.5,82808.3,1152995.8,166367.5,185888.5,185951.2,190428.5,87294.4,1111417.3,51.22%,42.28%,42.26%,40.18%,12.01%,12.62%,85209.0,78594.7,78578.4,76506.3,10481.7,140225.6,83.31%,58.81%,58.79%,52.37%,15.13%,17.57%,162185.7,130596.3,130600.4,118291.8,12724.0,205209.5,210364.5,227155.3,227274.9,229725.0,135438.2,840636.8,156837.1,203790.0,204087.8,207709.7,130421.6,784090.3,178969.2,192986.8,193061.8,197320.7,129910.8,837587.9,44.11%,40.61%,40.58%,39.82%,20.11%,37.13%,78944.3,78370.2,78348.9,78582.9,26123.9,310981.2,78.20%,55.51%,55.34%,52.50%,34.42%,35.26%,164509.5,126089.3,125776.0,120607.2,46612.1,296431.9
01-KO3.OEc2_AZ-D8,,68910,49129,49004,46922,1722,298,100.00%,71.29%,71.11%,68.09%,2.50%,0.43%,100.00%,71.29%,99.75%,95.75%,3.51%,0.61%,305723.5,343311.0,343611.7,344198.9,223386.4,853646.4,201290.5,318876.1,319177.5,321352.5,218507.3,819579.3,260967.3,301749.3,301965.4,304933.9,212162.8,850915.4,53.46%,32.28%,32.28%,31.44%,17.33%,25.73%,139516.1,97401.7,97480.2,95876.3,36777.4,218979.7,209.93%,43.71%,43.68%,41.68%,23.04%,27.34%,641793.2,150056.0,150106.7,143454.9,51466.9,233353.5,475436.2,441345.3,441579.9,441327.1,256342.6,1375384.4,253000.2,388726.6,388930.1,391851.4,247456.5,1293519.0,315756.3,366375.5,366646.2,371418.1,244120.6,1461421.5,59.54%,41.20%,41.20%,40.32%,22.62%,29.17%,187999.5,150928.8,151042.0,149742.5,55230.6,426329.5,426.80%,59.37%,59.38%,56.67%,29.27%,30.13%,2029139.3,262036.1,262205.5,250078.2,75042.8,414340.6,220761.3,252447.1,252766.0,252176.9,82429.3,1186733.8,126868.7,218605.5,218963.6,224336.9,80509.2,1167690.0,173699.4,206268.0,206542.8,209966.9,86837.2,1113639.3,64.71%,45.51%,45.47%,43.48%,12.75%,12.99%,112401.0,93876.8,93919.4,91290.2,11067.8,144711.9,122.08%,63.40%,63.34%,54.87%,18.23%,20.28%,269508.3,160059.2,160112.5,138381.0,15029.3,240704.5,232905.7,253837.3,254212.2,253119.9,153225.9,896773.4,136347.8,223728.7,224755.3,226222.6,144143.0,823895.1,186586.2,211853.9,212240.6,214906.7,138928.8,871259.8,52.43%,43.44%,43.36%,42.56%,21.22%,34.75%,97818.1,92035.6,92031.3,91470.0,29479.5,302785.1,113.52%,60.38%,59.82%,55.17%,45.04%,42.69%,264404.0,153267.3,152063.2,139651.4,69005.4,382858.6
