"","sgRNA","Gene","mergeD0","Vaco.Cont1.final"
"41497",39204574,"CDKL4",3072.84987277354,872
"41498",39207539,"POU6F2",807.145038167939,681
"41499",39210123,"BRWD1",7630.61916878711,607
"41500",39211270,"ADAM32",2316.8235793045,673
"41501",39217868,"STAC2",2104.59626802375,718
"41502",39217943,"STAC2",2206.82103477523,952
"41503",39218074,"STAC2",3943.11111111111,2517
"41505",39223061,"ADAM32",1233.33502968617,2754
"41506",39225418,"STAC2",2553.5368956743,392
"41507",39225930,"CDKL4",2925.01611535199,1429
"41508",39228638,"WDR19",2160.31212892282,479
"41511",39232220,"WDR19",4544.26547921968,1323
"41513",39236956,"MIA2",1690.29601357082,496
"41515",39244037,"IFNL3",1508.38846480068,3077
"41516",39244074,"IFNL3",1609.96861747243,1335
"41517",39244141,"IFNL3",1596.07718405428,1408
"41518",39244310,"WDR19",6941.87616624258,1084
"41519",39244886,"IFNL3",1497.74978795589,576
"41522",39247703,"MIA2",2874.62256149279,783
"41524",39252308,"C15orf54",5355.01441899915,1866
"41525",39252336,"C15orf54",2027.76759966073,1425
"41526",39252479,"C15orf54",3649.92536047498,872
"41527",39255656,"BRWD1",3867.81424936387,965
"41531",39266370,"CX3CR1",5684.58439355386,1428
"41534",39269505,"IFNL2",2692.42324003393,2161
"41535",39269576,"IFNL2",2270.14164546226,1390
"41536",39274975,"FBXL20",2093.83630195081,1272
"41539",39282734,"FBXL20",3094.27311280746,748
"41540",39285483,"FBXL20",8274.51484308736,5278
"41543",39293235,"MAP4K3",4010.72264631043,3857
"41544",39293910,"BRWD1",5991.51569126378,1949
"41547",39296509,"IFNL1",5357.82951653944,788
"41548",39296573,"IFNL1",4286.68363019508,309
"41549",39296858,"IFNL1",2452.09245122986,3109
"41550",39299053,"FBXL20",2245.97709923664,1710
"41551",39299982,"CTAGE5",2390.14249363868,2530
"41554",39304117,"KCNK17",3806.76759966073,2868
"41555",39304593,"KCNK17",2462.65224766751,698
"41557",39311204,"C9",2616.70398642918,507
"41559",39314110,"KCNK17",3982.57845631891,4858
"41561",39314731,"LRFN1",9429.29770992366,1017
"41563",39314886,"LRFN1",9510.25699745547,2835
"41568",39317812,"KCNK16",1101.27311280746,1608
"41570",39319024,"KCNK16",2794.66157760814,1353
"41571",39319287,"CTAGE5",3281.34860050891,771
"41572",393251,"IRF4",4067.47837150127,505
"41573",39325605,"MAP4K3",1769.77523324852,879
"41574",39329594,"GMFG",1307.12468193384,210
"41575",39331699,"C9",5894.45292620865,1139
"41577",39332408,"CCR8",921.208651399491,2161
"41578",39332651,"CCR8",3524.73197625106,5497
"41579",39332712,"CCR8",4579.31806615776,2098
"41580",39332775,"CCR8",4154.52586938083,1434
"41583",39333217,"KIF21A",2356.7090754877,2218
"41584",39335438,"GMFG",2733.79813401187,1402
"41585",39340004,"POU6F2",1983.24851569126,1061
"41586",39341274,"C9",8794.55301102629,2567
"41587",39342103,"C9",4620.94571670907,1937
"41591",39350093,"SYNGR1",8875.5818490246,614
"41592",3935015,"RNF24",1493.5903307888,1230
"41593",3935038,"RNF24",4353.42154368109,1971
"41594",39350886,"MACF1",1428.53011026293,695
"41595",39357346,"KIF21A",2780.62001696353,1202
"41596",39358134,"SPATA31A1",300.373197625106,573
"41598",39359656,"SPATA31A1",3399.64206955047,8
"41600",39363107,"KIF21A",6195.8235793045,776
"41601",39369793,"SAMD4B",1707.02968617472,588
"41602",39369954,"SAMD4B",1383.40458015267,1114
"41605",3937280,"NMRK2",2925.59796437659,1719
"41606",39374351,"SYNGR1",4825.39185750636,710
"41607",39374482,"SYNGR1",3586.0042408821,1132
"41611",39382824,"DAB2",9818.9465648855,4503
"41612",39383069,"DAB2",1129.5572519084,1249
"41614",3938684,"NMRK2",6293.14588634436,3832
"41615",39388323,"DAB2",3054.17472434266,459
"41616",39388466,"MACF1",3452.02629346904,1501
"41618",39389292,"PAF1",1410.19847328244,1961
"41620",39389655,"PAF1",376.558948261238,373
"41621",39390493,"DAB2",5748.27820186599,1266
"41623",39390816,"WRB",237.373197625106,662
"41626",39391594,"MED29",11.9855810008482,618
"41627",39391616,"SLC25A38",5013.32994062765,2146
"41629",39392514,"MED29",793.212892281595,722
"41630",3939927,"NMRK2",3981.51399491094,1495
"41631",39401731,"FBXO33",4817.62849872774,1423
"41632",39402432,"FBXO33",2821.29007633588,1183
"41634",39406731,"POU6F2",3923.01865988126,827
"41635",39407233,"KLB",27.0907548770144,703
"41641",39408735,"RPSA",1398.45716709075,548
"41643",39409800,"MED1",3520.67938931298,2724
"41644",39410308,"LCA5L",4733.12637828668,1786
"41645",39410518,"MED1",7693.36556403732,628
"41646",3941110,"NMRK2",2092.70229007634,471
"41650",39411939,"KIAA0754",5573.61238337574,3229
"41652",39412906,"KIAA0754",989.36556403732,1642
"41653",39415253,"PLEKHG2",3135.77523324852,1953
"41654",39415634,"TAB1",1705.8320610687,548
"41656",39416873,"TAB1",2349.39016115352,2355
"41657",39417808,"TAB1",1589.64037319763,1770
"41658",39420829,"LCA5L",2871.56827820187,597
"41662",39428232,"LCA5L",3599.40882103478,1512
"41667",39434276,"MED1",4863.47582697201,567
"41668",39434408,"KLB",8155.63698049194,761
"41671",39446570,"KLB",5343.74554707379,868
"41674",39452057,"SH3BGR",1503.93723494487,710
"41679",39459062,"SUPT5H",1253.69974554707,1430
"41680",39460819,"LIAS",318.208651399491,1773
"41681",39462196,"LIAS",2538.78541136556,794
"41684",39462883,"CDK12",1845.60135708227,769
"41687",39467536,"LIAS",845.373197625106,648
"41688",39469084,"SUPT5H",625.373197625106,530
"41691",3947662,"ATP2A3",2385.43935538592,397
"41692",39480776,"TIMM50",4069.59287531807,2
"41693",39485802,"TIMM50",1142.8524173028,531
"41696",39488297,"MGAT3",2546.68193384224,766
"41700",39492257,"BMP8A",3174.40797285835,2122
"41701",39492321,"BMP8A",2592.32485156913,3
"41702",394977,"IRF4",5191.67514843087,1090
"41704",39502157,"MOBP",2081.84223918575,2
"41709",39505264,"DLL3",1432.88973706531,791
"41711",39505728,"UGDH",3060.59541984733,2461
"41712",39507107,"DLL3",4207.32654792197,404
"41713",39510727,"UGDH",5698.81424936387,4134
"41716",39512467,"MIEF1",3733.10602205259,2188
"41717",39513684,"MIEF1",655.763358778626,1171
"41718",39513779,"MIEF1",942.551314673452,2160
"41720",39515303,"SELV",2770.79558948261,1150
"41722",39515632,"SELV",2328.5614927905,488
"41723",39515748,"SELV",497.452078032231,1503
"41724",3951855,"SDK1",4558.22052586938,2475
"41725",39521667,"ATF4",1060.99830364716,968
"41726",39521890,"ATF4",1640.01781170483,35
"41727",39521953,"ATF4",255.041560644614,1192
"41728",39529846,"RPS19BP1",897.460559796438,752
"41730",39532424,"RPS19BP1",1368.88549618321,2050
"41732",39532510,"EID2B",4678.54452926209,1147
"41734",39532759,"EID2B",4763.04156064461,817
"41735",3953355,"ATP2A3",713.245971162002,2044
"41738",39540003,"EID2",837.942324003393,1352
"41739",39540040,"EID2",865.080576759966,650
"41740",39545627,"KIF6",1061.8812553011,3348
"41741",39556514,"SMIM14",6593.56743002544,5241
"41745",39569975,"PABPC4",4703.51908396947,2
"41747",39572407,"YAE1D1",2978.86174724343,1096
"41748",39572448,"SMIM14",814.852417302799,1932
"41751",39596098,"KIF6",1106.37319762511,2007
"41752",3959632,"DAPK3",2421.68871925361,499
"41754",39600903,"LHFP",10141.2111959288,2845
"41756",39601075,"LHFP",13720.9160305344,722
"41759",39604777,"ABCD2",8659.71246819339,3387
"41760",39605076,"SMIM14",3065.37659033079,918
"41761",39605213,"LGALS13",2019.22985581001,2
"41762",39605253,"LGALS13",4972.86089906701,2453
"41765",39606043,"NEUROD2",2025.19168787108,826
"41768",39607626,"ABCD2",6174.3604749788,1395
"41769",3961082,"DAPK3",3715.14843087362,2050
"41771",39618985,"ABCD2",4053.95759117897,987
"41772",39619138,"ABCD2",3299.42493638677,2475
"41773",396260,"TRIB3",1494.61238337574,1354
"41774",39627060,"HEYL",6006.00678541137,2095
"41776",39629201,"PPP1R1B",4866.9465648855,95
"41777",39630038,"PPP1R1B",8998.84732824428,1097
"41779",39633914,"PPP1R1B",6958.49024597116,2365
"41781",39637550,"ADAM18",1401.60474978796,665
"41782",39637684,"ADAM18",2504.21882951654,773
"41783",3963902,"RNF24",1827.46649703138,778
"41785",39639570,"HEYL",3216.51823579304,877
"41787",3964290,"DAPK3",669.52417302799,896
"41790",39649746,"CACNA1I",3486.4342663274,1389
"41791",3964976,"DAPK3",1163.12383375742,567
"41793",39657036,"STARD3",4195.19083969466,896
"41795",39658499,"STARD3",3697.28583545377,1914
"41798",39658550,"LGALS16",6034.60474978796,2361
"41799",39659478,"STARD3",6010.01696352841,568
"41800",39660765,"B3GALT5",1247.21882951654,1050
"41804",39661111,"NT5C1A",4691.89906700594,1145
"41806",39663733,"CACNA1I",1852.74130619169,955
"41807",39665463,"TCAP",6187.85920271416,1572
"41808",39665607,"NT5C1A",2091.65139949109,707
"41810",39665831,"TCAP",1817.52078032231,1207
"41811",39665861,"TCAP",5927.99236641221,1442
"41812",39665970,"CACNA1I",4882.96607294317,1228
"41815",39666193,"NT5C1A",2715.62086513995,1121
"41816",39667999,"ADAM18",2009.71246819338,3164
"41817",39668586,"PNMT",3932.5572519084,1470
"41818",39669654,"PNMT",3115.76759966073,1054
"41820",39669825,"PNMT",4605.28244274809,4800
"41821",39674649,"PGAP3",3046.71925360475,541
"41825",39682861,"C12orf40",4456.57421543681,2138
"41826",39682987,"C12orf40",3352.41645462256,1434
"41828",39684037,"HPCAL4",1907.14503816794,1168
"41832",39686008,"PGAP3",1025.16369804919,2883
"41834",39687587,"COG6",5206.25360474979,2
"41835",39687795,"COG6",7486.60474978796,2
"41836",39687938,"PGAP3",6046.12807463953,1594
"41840",396914,"PKP3",340.179813401187,568
"41841",39704131,"TMEM178A",821.567430025445,651
"41842",39706625,"LGALS14",7359.33163698049,2415
"41843",39706668,"LGALS14",4552.88379983036,1070
"41845",39707209,"LGALS14",2930.41560644614,993
"41846",39707306,"LGALS14",7486.81509754029,1961
"41848",39711947,"ERBB2",7165.92027141645,2160
"41849",39715463,"ERBB2",2183.18744698897,1045
"41851",397215,"IRF4",2144.50212044105,2578
"41853",39730205,"MIEN1",2190.12807463953,654
"41854",39730225,"MIEN1",2691.49618320611,2678
"41856",397303,"NME4",1327.35962680237,2849
"41857",39730422,"MIEN1",5752.21628498728,760
"41858",39734382,"CLC",6282.17048346056,3472
"41859",39734405,"CLC",3787.86429177269,4918
"41860",39734461,"CLC",3940.11535199321,3238
"41862",39737509,"UBE2K",1745.26887192536,1177
"41865",39741892,"FSIP1",5725.08142493639,735
"41867",39742662,"GRB7",4178.00593723495,683
"41868",39742972,"GRB7",11121.2468193384,2065
"41870",3974425,"SDK1",5828.3604749788,3672
"41871",39744572,"GRB7",5724.84478371501,2920
"41872",39744912,"GRB7",9660.39609838846,2818
"41874",39745473,"PPIE",631.051738761662,1709
"41877",39755934,"THUMPD2",7068.01017811705,4125
"41878",39765403,"ENTHD1",2894.18235793045,751
"41879",39765609,"FSIP1",1300.58100084818,1228
"41881",39766062,"THUMPD2",2318.8235793045,776
"41884",39769476,"ADAM2",3721.29007633588,2709
"41885",39769730,"THUMPD2",4901.74130619169,1468
"41889",39770942,"IGSF5",2430.55640373198,1253
"41891",39771145,"OXCT2",1895.97455470738,783
"41892",39774343,"BMP8B",1808.63782866836,1051
"41893",39774858,"UBE2K",5610.90670059372,2098
"41897",39779161,"IGSF5",2804.90670059372,629
"41898",39784674,"LEUTX",2265.42493638677,1385
"41899",39785825,"LEUTX",6936.90245971162,1462
"41900",39785880,"LEUTX",6923.05597964377,1869
"41901",39785930,"LEUTX",2411.74215436811,1787
"41902",39786993,"ADAM2",3379.08566581849,782
"41903",39788157,"BMP8B",5786.80407124682,3045
"41904",39788221,"BMP8B",1151.23579304495,135
"41905",39788318,"IKZF3",1359.8481764207,386
"41907",3979193,"ADCY9",3127.85750636132,825
"41909",39801694,"GPR176",3940.5122985581,636
"41910",39801824,"GPR176",3590.87786259542,604
"41911",39801995,"GPR176",3515.74893977947,804
"41912",3980644,"EEF2",1334.22561492791,1407
"41914",3981377,"EEF2",486.59796437659,2384
"41916",39827339,"DYRK1B",3979.84563189143,2508
"41918",39830442,"DYRK1B",2929.83630195081,1654
"41919",39830714,"DYRK1B",7222.1433418151,2534
"41921",39835950,"ENTHD1",7550.80491942324,1730
"41924",39839110,"FBL",303.373197625106,1187
"41927",39850208,"TRIT1",1102.25699745547,1083
"41929",39860960,"DAAM2",4160.97370653096,1481
"41930",39864871,"SLC2A13",4595.74469889737,1233
"41932",39867646,"DAAM2",6422.86853265479,679
"41934",39870732,"ZPBP2",5037.6641221374,1027
"41935",39871529,"ZPBP2",1016.41306191688,732
"41938",39875340,"DAAM2",1533.73282442748,1665
"41939",39877001,"PDS5A",485.373197625106,13
"41940",39879409,"DAAM2",4028.25530110263,2120
"41942",39887537,"ENTHD1",2380.63019508058,1492
"41943",39898486,"PCP4",656.224766751484,2682
"41944",39898496,"PCP4",7615.92111959287,1830
"41945",39898514,"PCP4",2763.06106870229,1137
"41947",39901050,"MYCL",763.035623409669,675
"41951",39909002,"GSDMB",1884.21967769296,2713
"41953",39912351,"GSDMB",5949.97370653096,1154
"41954",39913401,"MOCS1",2480.43256997456,923
"41955",39917116,"GSDMB",3110.81170483461,5096
"41956",39917231,"GSDMB",4251.88719253605,1910
"41960",39923521,"IDO1",3450.20780322307,1336
"41964",39925242,"IDO1",7872.122985581,1406
"41966",39927331,"MOCS1",7914.47073791349,2596
"41967",39929020,"PCP4",8637.22561492791,1150
"41968",39934320,"MOCS1",5630.0203562341,2324
"41971",39944143,"LRRC3C",4693.83799830365,1408
"41973",39944387,"LRRC3C",1346.9262086514,928
"41974",399460,"NME4",7556.9754028838,694
"41977",39955847,"GRAP2",1723.90839694656,489
"41978",39960064,"GRAP2",657.002544529262,558
"41980",39965233,"MFSD2A",6857.9304495335,770
"41981",39965489,"MFSD2A",9541.99321458863,1482
"41982",399657,"NME4",3915.09923664122,1831
"41983",39965771,"GSDMA",7305.33502968618,3007
"41984",39965912,"MFSD2A",3532.10602205259,4203
"41986",39966032,"GRAP2",10140.304495335,122
"41987",39966308,"GSDMA",3677.42069550466,1174
"41988",39967447,"EIF2AK4",1270.73112807464,606
"41990",39971540,"GSDMA",1412.01865988126,1374
"41992",39974283,"GSDMA",2795.56318914334,2562
"41995",39976642,"EIF2AK4",8032.65903307888,1677
"41996",39979149,"IDO2",1321.54961832061,2273
"41997",39982766,"IDO2",2577.9754028838,637
"42003",39995130,"FAM83F",1916.51908396947,586
"42004",39995383,"FAM83F",3489.07888040712,2060
"42005",39999376,"CDK13",1300.68108566582,821
"42006",400000,"PKP3",3751.54368108567,982
"42008",40007314,"ZNF546",1297.05682782019,587
"42009",40008536,"ZNF546",3497.70822731128,946
"42012",40015801,"CSF3",5314.63019508058,4208
"42013",40016233,"CSF3",2929.34181509754,1444
"42014",40016508,"CSF3",3250.41984732824,1587
"42017",40021460,"FAM83F",2560.70398642918,701
"42018",40028361,"SLC2A13",1621.30788804071,613
"42020",40028826,"MED24",2027.73536895674,1259
"42021",40032048,"MED24",2961.55470737913,2603
"42022",40035129,"MED24",1684.37319762511,417
"42023",40035455,"ZNF780B",5773.65648854962,3971
"42024",40035748,"ZNF780B",6718.2705682782,2446
"42026",40036484,"SRP14",938.410517387617,597
"42028",40038359,"SRP14",2171.74554707379,637
"42030",40044179,"MYRIP",2632.2909245123,645
"42031",40060149,"CAP1",2649.0780322307,2060
"42033",40064520,"CAP1",2554.31891433418,2294
"42035",40067696,"CAP1",1849.86513994911,1730
"42036",40072441,"BCOR",1452.57167090755,716
"42038",40073567,"BCOR",2415.83121289228,435
"42040",4007526,"ADCY9",3289.385072095,1300
"42041",40075736,"ZNF780A",6640.91178965225,3659
"42042",40075835,"ZNF780A",4462.8032230704,3692
"42043",40076053,"ZNF780A",5122.86938083121,3694
"42044",40077509,"THRA",5553.69465648855,3030
"42046",40081832,"ZNF780A",903.699745547074,723
"42048",40086777,"THRA",5486.35793044953,3265
"42049",40091366,"PPT1",4442.74045801527,451
"42051",40092483,"PPT1",4404.66242578456,1480
"42053",40095803,"NR1D1",997.994910941476,297
"42054",40097116,"NR1D1",4898.0780322307,670
"42055",40097230,"NR1D1",2230.01611535199,5461
"42056",40102809,"N4BP2",3909.86174724343,1586
"42058",40104310,"BMF",5647.60135708227,854
"42063",40115107,"LRRC4C",4365.88973706531,1658
"42064",40115414,"LRRC4C",2736.14673452078,701
"42065",40115674,"LRRC4C",6010.43765903308,2109
"42066",40116091,"LRRC4C",2828.35453774385,2
"42067",40118006,"N4BP2",3298.26802374894,1175
"42068",40120506,"N4BP2",5258.83036471586,1282
"42070",40129426,"MSL1",1728.50890585242,892
"42071",40129585,"MSL1",5142.92875318066,2485
"42072",4013014,"PIAS4",8507.77014418999,9091
"42074",4013210,"PIAS4",6831.25275657337,1884
"42075",4013310,"PIAS4",5145.72179813401,4379
"42076",40134230,"MPLKIP",342.926208651399,720
"42080",40135113,"SUGCT",4041.10178117048,552
"42081",40140715,"CASC3",1737.86344359627,550
"42083",40153559,"C8orf4",9808.53944020356,2607
"42084",40153576,"C8orf4",3666.58269720102,1207
"42086",40153677,"C8orf4",7506.56912637829,401
"42088",40163547,"CASC3",3493.66072943172,2413
"42090",40166864,"MYRIP",4824.11450381679,1485
"42091",40167208,"MYRIP",5278.60390161154,575
"42092",40170063,"MYRIP",6990.0983884648,1240
"42093",40176620,"BUB1B",1237.9016115352,730
"42095",40187201,"DSCAM",1760.04580152672,618
"42096",40188517,"SUGCT",5498.23240033927,5730
"42097",40189239,"RAPGEFL1",3695.71077184054,4213
"42099",40189572,"SUGCT",4938.41730279898,2864
"42100",40190692,"RAPGEFL1",2423.23833757422,2308
"42101",40192511,"MAP3K10",4920.36132315522,713
"42102",40195039,"SUGCT",12257.6251060221,4612
"42104",40205171,"MAP3K10",4858.64631043257,1336
"42105",40206020,"MAP3K10",3860.43341815098,4696
"42107",40209163,"MAP3K10",4562.77438507209,3828
"42112",40222628,"RLF",2515.86344359627,3287
"42117",40226401,"CNTD2",1560.74639525021,1483
"42118",40227333,"ANKRD20A2",3621.22476675148,1354
"42119",40236503,"RLF",2565.19932145886,813
"42120",40237868,"RLF",7640.54452926209,1066
"42121",40237999,"AKT2",9053.45038167939,2552
"42123",40242607,"AKT2",4339.68702290076,7340
"42125",40243511,"RHOH",2642.56064461408,347
"42127",40243744,"RHOH",6989.72603901612,733
"42132",40251363,"TMCO2",1237.05004240882,2218
"42133",40251383,"ANKRD20A2",5285.58100084818,1031
"42134",40252478,"C15orf56",5720.2951653944,2898
"42138",40256965,"AKT2",1302.35114503817,625
"42139",40260638,"WIPF2",2993.18914334181,1778
"42140",40260875,"ZMPSTE24",1837.72349448685,755
"42141",40263807,"LRRK2",2989.93808312129,2256
"42142",40264514,"ANKRD20A2",3528.69126378287,747
"42145",40264956,"PAK6",1621.34944868533,2
"42146",40264983,"WIPF2",4679.38422391858,2532
"42147",40266057,"PAK6",4612.92875318066,718
"42149",40272027,"ZMPSTE24",2847.16539440204,561
"42151",40272607,"PAK6",3336.94741306192,1138
"42152",40277088,"TNRC6B",3613.10093299406,2554
"42153",40280043,"TNRC6B",5010.58439355386,1048
"42155",40282131,"ANKRD63",1246.631043257,2118
"42156",40282255,"ANKRD63",2784.68787107718,1905
"42160",40293501,"CDC6",4160.68278201866,1546
"42163",40293998,"CDC6",509.336726039016,498
"42164",40294344,"PLCB2",3888.65479219678,687
"42167",40298805,"PLCB2",4540.70229007634,788
"42168",40300527,"TNRC6B",5329.34775233249,1415
"42169",40304073,"COL9A2",5475.46819338422,576
"42170",40309968,"EIF1B",6150.4181509754,514
"42171",40310556,"LRRK2",6666.0534351145,904
"42172",40310763,"COL9A2",5918.92451229856,1125
"42173",40310905,"TNRC6B",2287.01865988126,962
"42174",40310912,"EIF1B",4032.16284987277,1019
"42175",40310934,"EIF1B",3198.67175572519,1943
"42176",40311002,"EIF1B",4264.75742154368,2162
"42177",40312456,"COL9A2",4123.17726887192,5143
"42179",40324017,"C19orf47",3744.63019508058,2
"42181",40324174,"INAFM2",3601.48685326548,2028
"42182",40324210,"INAFM2",3178.44444444444,509
"42183",40324313,"INAFM2",2587.84054283291,2139
"42184",40324354,"INAFM2",978.619168787108,1780
"42186",40331308,"RARA",4024.37319762511,1338
"42187",4033151,"PIAS4",4942.22646310433,1400
"42188",40333865,"C19orf47",6210.15945716709,537
"42189",40336320,"C19orf47",4709.18235793045,855
"42194",40338567,"C15orf52",1528.73452078032,458
"42195",40338809,"C15orf52",2092.81170483461,1605
"42198",40348387,"RARA",2093.26547921968,2535
"42201",40349891,"RARA",2569.7786259542,351
"42202",40351960,"RARA",4550.94741306192,2145
"42203",40353476,"DSCAM",1684.08990670059,1172
