"","sgRNA","Gene","mergeD0","Vaco.Cont1.final"
"16240",149498240,"IDS",5972.54283290924,5366
"16241",14949871,"ARHGDIB",3890.13570822731,1407
"16242",149501014,"IDS",7524.73536895674,164
"16244",149505056,"IDS",2092.06870229008,1459
"16245",14950558,"ARHGDIB",10732.2824427481,1327
"16247",149525168,"PPIL4",807.911789652248,4241
"16249",1495379,"REEP6",697.653944020356,656
"16251",149542355,"WWTR1",5663.36132315522,1312
"16252",149545722,"CXorf40A",1752.43172179813,688
"16253",149545787,"CXorf40A",4413.01102629347,718
"16254",149545878,"CXorf40A",2031.38846480068,1071
"16257",149550080,"CSNK1A1",960.743002544529,606
"16259",1495525,"REEP6",1015.65224766751,100
"16260",1495558,"REEP6",2568.0288379983,1030
"16263",149576479,"MMADHC",1878.96183206107,215
"16268",149582134,"MMADHC",529.373197625106,821
"16270",149582563,"MAGEA9B",1973.36386768448,1276
"16271",149582629,"MAGEA9B",3816.73960983885,3115
"16273",149582966,"MAGEA9B",3849.631043257,1146
"16274",149583965,"PPIAL4C",3184.12383375742,677
"16278",149593116,"HSFX2",5224.19932145886,638
"16279",149594259,"HSFX2",2094.55470737913,1229
"16280",149594527,"HSFX2",3707.60390161154,3769
"16281",149594634,"HSFX2",1153.78625954198,959
"16282",149598292,"KATNA1",809.251908396947,534
"16285",149608797,"TMEM185A",3395.6641221374,2974
"16286",149611324,"TMEM185A",3088.70313825276,2676
"16287",149611411,"TMEM185A",3959.08821034775,704
"16291",14962102,"SLC1A6",1206.5614927905,1153
"16292",149622009,"ARHGEF37",1664.35114503817,45
"16298",14966514,"MEIG1",2879.5572519084,1401
"16301",14966602,"MEIG1",4180.65903307888,583
"16302",14966791,"NRIP1",8596.24003392706,7513
"16308",149695129,"LATS1",2081.6395250212,2
"16309",14970035,"CALCA",4086.74045801527,3847
"16317",149720989,"KRBA1",5445.89143341815,4509
"16318",149722436,"KRBA1",4533.48515691264,1013
"16320",149725377,"KRBA1",4474.88634435963,2327
"16321",149730221,"KRBA1",4001.39016115352,1124
"16326",149749858,"PCMT1",2878.6395250212,973
"16327",149749934,"PCMT1",4993.78710771841,676
"16328",1497505,"TELO2",643.538592027142,1230
"16332",149765366,"ZNF467",5013.36556403732,582
"16333",149765681,"ZNF467",5635.98303647159,1137
"16334",149766163,"ZNF467",7131.9550466497,1702
"16336",149768073,"ANKUB1",4559.02544529262,5083
"16338",149771244,"PCMT1",5523.87192536047,3597
"16339",149774778,"HSFX1",3999.89991518236,1274
"16340",149774845,"HSFX1",11239.2374893978,1632
"16341",149774978,"HSFX1",4566.56234096692,2191
"16342",149776133,"HSFX1",4521.81424936387,2
"16343",149780319,"ANKUB1",2120.47073791349,1357
"16344",149780438,"ANKUB1",5221.55979643766,837
"16345",14978051,"PDE6H",9359.18575063613,1769
"16346",14978072,"PDE6H",5533.84732824427,1951
"16347",14978094,"PDE6H",4019.21374045802,1636
"16350",149786449,"MAGEA9",7147.35368956743,807
"16351",149786542,"MAGEA9",7863.78625954198,1087
"16353",149788403,"FCGR1A",787.373197625106,903
"16354",149790102,"FCGR1A",547.155216284987,192
"16355",149790202,"FCGR1A",2616.75742154368,1451
"16356",149790302,"SSPO",5977.86853265479,549
"16357",14979203,"PDE6H",8664.8566581849,3098
"16358",149796675,"SSPO",13840.6590330789,1195
"16359",1498032,"INPP5K",9718.89906700594,1814
"16360",149805965,"SSPO",7046.52247667515,797
"16361",149809476,"SSPO",5172.62086513995,2891
"16363",149812197,"HIST2H2BF",4643.74893977947,2498
"16372",149832839,"HIST2H4A",2638.14164546226,1504
"16373",149833164,"PPARGC1B",4425.71925360475,602
"16374",149833501,"PPARGC1B",2049.4631043257,871
"16380",149842570,"HIST2H2AA3",3461.61916878711,2355
"16382",149842674,"HIST2H2AA3",4738.96522476675,708
"16384",149843087,"LRP11",9961.28329092451,2330
"16387",149851244,"HIST2H2AA4",1130.30195080577,635
"16388",149851264,"HIST2H2AA4",1264.89567430025,198
"16390",149852557,"RNF13",923.714164546226,1221
"16395",149853045,"LRP11",4064.6395250212,972
"16396",149853140,"LRP11",5466.55894826124,2
"16397",149860682,"ZNF862",5164.41221374046,2562
"16399",149861013,"HIST2H4B",2845.00169635284,2152
"16400",149861052,"HIST2H4B",6345.89821882952,2097
"16401",149861073,"HIST2H4B",1717.10008481764,799
"16402",149861079,"ZNF862",4319.85750636132,2249
"16404",149873944,"ATP6V0E2",3512.64546225615,827
"16405",149874070,"ATP6V0E2",1033.96522476675,547
"16406",149874144,"ATP6V0E2",1293.01696352841,735
"16407",149874164,"ATP6V0E2",2509.17981340119,743
"16409",149884424,"MAGEA8",2411.74469889737,1184
"16410",149884507,"MAGEA8",4431.57251908397,369
"16411",149884748,"MAGEA8",5421.05597964377,800
"16413",149886537,"HIST2H2BE",1042.60050890585,5383
"16415",149886619,"HIST2H2BE",526.373197625106,706
"16418",149887129,"HIST2H2AC",1069.24003392706,1331
"16419",149887666,"HIST2H2AB",407.396098388465,988
"16423",149889521,"RAET1E",8756.48854961832,721
"16426",149890084,"RAET1E",9473.2171331637,3111
"16427",149895263,"PDE6A",5529.94995759118,4892
"16429",149900166,"BOLA1",6746.69296013571,2198
"16434",149909523,"SV2A",3218.77184054283,729
"16436",149913233,"SV2A",4093.38252756573,1210
"16437",149913368,"SV2A",7445.6106870229,1929
"16438",149913590,"SV2A",5532.04410517388,3311
"16439",149919094,"RAET1G",1247.75487701442,646
"16440",149919199,"RAET1G",2872.21628498728,230
"16443",149926424,"SF3B4",1780.71670907549,518
"16444",149926895,"SF3B4",356.373197625106,479
"16446",149932756,"CXorf40B",4115.44953350297,966
"16447",149933626,"MTMR11",1654.26717557252,1578
"16450",149933757,"CXorf40B",1855.15945716709,2232
"16451",149934214,"MTMR11",1351.71586089907,1222
"16452",149935323,"MTMR11",2352.51823579304,1814
"16455",149944340,"PDE6A",4069.9796437659,314
"16457",149946427,"ULBP2",4573.28498727735,4690
"16460",149949677,"OTUD7B",5750.81085665819,2521
"16461",149950133,"OTUD7B",4132.64122137405,1556
"16462",1499626,"INTS1",503.23155216285,642
"16464",149968408,"PFN2",7087.67260390161,2283
"16465",149968444,"PFN2",4577.75996607294,1098
"16466",149968666,"ULBP1",2920.69380831213,2373
"16468",149968847,"ULBP1",173.373197625106,1523
"16469",149969164,"ULBP1",3277.16200169635,1620
"16470",149970725,"PFN2",4140.96692111959,3373
"16471",149970790,"PFN2",2318.06022052587,706
"16472",149978125,"SLC26A2",5637.4096692112,2020
"16474",149980837,"SLC26A2",4997.33418150975,735
"16475",149981000,"SLC26A2",3519.58015267176,582
"16476",149982774,"TMEM183B",3780.61662425785,1801
"16477",149982933,"TMEM183B",7335.91857506361,1838
"16478",149983131,"TMEM183B",3940.20780322307,418
"16482",149995960,"TIGD6",2461.06361323155,754
"16483",149996154,"TIGD6",4033.29940627651,651
"16485",150018583,"HMGXB3",3026.41051738762,1252
"16486",150021087,"RAET1L",4627.245971162,1310
"16487",150021172,"RAET1L",10263.9067005937,2250
"16489",150025392,"RAET1L",1133.47073791349,719
"16491",15002830,"CPEB2",4834.51399491094,1437
"16492",15003567,"CPEB2",993.462256149279,1415
"16496",150065619,"ULBP3",5809.40627650551,964
"16497",150065904,"ULBP3",4938.73536895674,710
"16498",150066081,"ULBP3",5315.15436810857,2025
"16499",1500674,"TELO2",707.746395250212,563
"16500",150069026,"ULBP3",2987.64122137405,3
"16501",150073317,"CSF1R",634.373197625106,787
"16502",150077133,"VPS45",825.881255301103,1239
"16503",150077368,"CSF1R",91.6310432569975,1254
"16505",150079382,"DCLK2",2044.35368956743,2323
"16507",150081361,"VPS45",2535.56403731976,1639
"16509",15008818,"PDXDC1",7101.3358778626,561
"16510",150102694,"DCLK2",2829.54537743851,383
"16511",15011065,"CCDC105",2524.64037319763,697
"16513",150129889,"PDGFRB",2030.07548770144,1912
"16515",150134854,"PDGFRB",3067.23324851569,633
"16516",150135647,"PDGFRB",3013.53604749788,1581
"16517",15013700,"CCDC105",8642.06022052587,1318
"16518",150143273,"PPP1R14C",4421.25869380831,2155
"16520",150143439,"PPP1R14C",3588.70822731128,3211
"16523",150156194,"PLEKHO1",1877.28159457167,2591
"16524",150158838,"PLEKHO1",4786.07294317218,1273
"16527",15016174,"NR2C2",3756.4181509754,1051
"16528",150166918,"CDX1",3139.9058524173,500
"16532",150182795,"CDX1",3830.17726887193,722
"16533",150194904,"SLC6A7",7252.47582697201,2298
"16534",150197219,"SLC6A7",7930.77608142494,2285
"16536",150201208,"SLC6A7",8930.35962680238,4097
"16539",15021379,"CCDC105",1432.5165394402,666
"16540",150220741,"DCLK2",1455.18235793045,3795
"16542",150230614,"ANP32E",4369.08736217133,2761
"16543",150230668,"ANP32E",2302.47413061917,1336
"16544",150231890,"ANP32E",7063.35623409669,284
"16545",15023322,"NR2C2",2247.98388464801,416
"16546",15024201,"NR2C2",3907.8481764207,1055
"16547",150250300,"CAMK2A",3396.57591178965,1334
"16549",150252014,"CAMK2A",2861.32739609839,1893
"16552",150262257,"CA14",185.971162001696,753
"16554",150263065,"CA14",13027.4156064461,2657
"16559",150272857,"C1orf54",4231.27141645462,1424
"16560",150274135,"C1orf54",7010.66327396098,2868
"16562",150276526,"C1orf54",5632.94486853266,1716
"16563",150283338,"CIART",1540.87955894826,1121
"16564",150283513,"CIART",2756.82018659881,14
"16565",150283605,"CIART",2330.67175572519,3134
"16568",150286510,"ACTR3C",2320.3443596268,492
"16569",15028962,"PDXDC1",2454.9304495335,358
"16571",150293363,"ACTR3C",3482.75148430874,2910
"16574",150298497,"ARSI",2658.94147582697,1032
"16576",15030406,"NR2C2",7932.01187446989,4306
"16580",150330520,"ZBED6CL",3256.69720101781,1119
"16581",150330631,"ZBED6CL",3816.42832909245,1149
"16585",150333157,"PRPF3",2393.33757421544,588
"16587",150337062,"LRRC61",2793.1272264631,492
"16589",150337362,"LRRC61",326.156912637829,1835
"16591",150340115,"RARRES2",7131.33927056828,1067
"16592",150340184,"RARRES2",1591.70992366412,704
"16593",150340447,"RARRES2",9699.59966072943,6331
"16594",150340546,"RARRES2",9308.02714164546,1767
"16595",150343331,"PRPF3",1532.97031382528,312
"16596",150368831,"TCOF1",3997.01357082273,714
"16597",150371372,"REPIN1",6402.77523324852,2121
"16598",150371775,"REPIN1",1040.51060220526,1403
"16599",150372085,"REPIN1",2841.03307888041,2955
"16600",150372193,"REPIN1",2381.22900763359,3486
"16603",150387920,"TCOF1",5549.84732824427,1306
"16607",150392500,"IYD",1070.52417302799,1012
"16608",150396625,"ZNF775",3615.96013570823,1623
"16609",150396779,"ZNF775",2402.87955894826,615
"16611",150397454,"ZNF775",1829.16115351993,3039
"16614",150406288,"CD74",7811.39609838846,6550
"16617",150409878,"TSC22D2",4215.02629346904,1334
"16618",150410111,"TSC22D2",1090.13231552163,1172
"16621",15041628,"NTAN1",1664.18320610687,1428
"16622",150446902,"RPS14",935.586089906701,2063
"16624",150457412,"RPRD2",1793.18066157761,497
"16626",150467113,"GIMAP8",2319.31721798134,2547
"16627",150467259,"GIMAP8",2193.7989821883,666
"16628",150469867,"MAMLD1",4632.97370653096,1040
"16629",150470029,"MAMLD1",9515.19508057676,1904
"16630",150470349,"MAMLD1",6066.20525869381,1500
"16631",150470827,"RPRD2",3845.32994062765,647
"16632",150471032,"MAMLD1",2720.22900763359,1316
"16633",150471135,"RPRD2",3489.58015267176,712
"16637",150474942,"RND3",5268.47497879559,3232
"16639",15048062,"NTAN1",2619.34605597964,832
"16641",150487335,"RND3",4395.24257845632,1500
"16645",150498663,"TARS2",427.921967769296,1527
"16646",150510960,"ECM1",5381.38422391858,2003
"16647",150511050,"ECM1",6236.15945716709,1575
"16650",150520154,"GIMAP7",6836.44614079729,4067
"16651",150520254,"GIMAP7",3899.15267175573,2298
"16653",150520417,"GIMAP7",2337.64885496183,962
"16654",150527931,"NDST1",3139.96013570823,1492
"16655",150534912,"NDST1",7211.48091603053,4166
"16656",15053511,"CASP14",4548.50212044105,1214
"16657",15053625,"CASP14",3773.50551314673,527
"16658",15053806,"CASP14",2751.84563189143,999
"16659",150539320,"NDST1",6362.27905004241,3555
"16660",150545740,"SERP1",5108.99067005937,1699
"16661",150545753,"SERP1",3771.07463952502,669
"16662",150546052,"SERP1",4476.84223918575,736
"16663",150546114,"SERP1",4950.58863443596,1486
"16664",15055183,"CASP14",1833.40033927057,2663
"16665",150553790,"ADAMTSL4",5804.64037319763,3856
"16667",150556708,"ADAMTSL4",5740.85581000848,909
"16668",150557298,"ADAMTSL4",4765.34860050891,3676
"16669",15056116,"KAZN",6535.62171331637,3331
"16670",150562634,"EIF2A",200.837150127226,1971
"16672",150572122,"EIF2A",2422.34605597964,1369
"16674",150572369,"GIMAP4",6856.98049194232,6087
"16675",150572450,"GIMAP4",2645.29007633588,774
"16676",150572530,"GIMAP4",4216.93553859203,4587
"16677",150572628,"GIMAP4",4689.14249363868,709
"16678",150578892,"MCL1",1550.27141645462,1137
"16679",150578985,"MCL1",1228.30195080577,1001
"16680",150579063,"MCL1",3198.74809160305,332
"16689",150603475,"SELT",1966.83969465649,1327
"16691",15061793,"OLAH",6933.27141645462,3598
"16692",15061836,"OLAH",4437.03307888041,1236
"16693",150619109,"MTM1",1444.99915182358,648
"16694",150622396,"SELT",2983.49618320611,1221
"16696",150627472,"ENSA",1360.69380831213,772
"16699",150628054,"GIMAP6",1395.40288379983,381
"16701",150628414,"GIMAP6",3093.72858354538,2659
"16705",150645752,"MTM1",2477.73282442748,768
"16707",150648634,"GOLPH3L",6748.7090754877,4688
"16709",150649542,"SYNPO",7304.79134860051,4385
"16710",150649696,"SYNPO",6609.39270568278,2283
"16713",15065630,"KAZN",5104.43511450382,3905
"16715",150662995,"MYOZ3",2131.79983036472,3838
"16716",150663637,"GOLPH3L",6747.10093299406,2302
"16720",150672398,"MYOZ3",5123.15436810857,1863
"16721",150674006,"ERICH6",5371.70313825276,1278
"16723",150682227,"ERICH6",7644.28159457167,3584
"16724",150685805,"ERICH6",6455.92027141645,5486
"16725",1506903,"ADAMTSL5",1751.16624257846,1416
"16726",150692550,"GIMAP2",3155.36217133164,1518
"16727",150692645,"GIMAP2",780.105173876166,559
"16728",150692756,"GIMAP2",4104.92790500424,3229
"16729",150692845,"GIMAP2",3849.89821882952,740
"16733",1506985,"INPP5K",8217.40373197625,4013
"16734",150698504,"RBM22",645.262086513995,1163
"16736",150706784,"HORMAD1",1704.35623409669,1845
"16737",150711545,"HORMAD1",9976.58948261238,3798
"16742",150720573,"GIMAP1",1344.43172179813,550
"16743",150727304,"MTMR1",2199.98473282443,769
"16744",150727787,"MTMR1",3738.99915182358,2555
"16746",150731050,"DCTN4",408.373197625106,595
"16749",150733968,"PLEKHG1",1339.10856658185,762
"16750",150736725,"MTMR1",686.39016115352,1124
"16751",150737531,"GIMAP1-GIMAP5",1263.75911789652,706
"16753",150742235,"GIMAP1-GIMAP5",2637.05937234945,1453
"16755",150742362,"GIMAP1-GIMAP5",3981.20695504665,415
"16756",150742379,"GIMAP5",4473.33927056828,4350
"16758",150742607,"GIMAP5",4544.45547073791,563
"16759",150742607,"SIAH2",4826.51993214589,1732
"16760",150742691,"SIAH2",3140.93808312129,475
"16761",150742706,"GIMAP5",3961.4181509754,3743
"16762",15074701,"RBSN",3752.38761662426,1962
"16763",15074747,"CALCB",4322.9754028838,505
"16766",15074867,"RBSN",775.235793044953,1318
"16767",15075102,"CALCB",2892.43256997456,4291
"16768",15075187,"CALCB",2755.09923664122,2386
"16769",150751905,"CTSS",5546.3893129771,226
"16770",150753535,"DCTN4",3249.91942324003,2
"16771",150755114,"CTSS",2203.55810008482,1634
"16776",150764697,"CTSS",1923.07294317218,1065
"16777",15076594,"RRN3",3852.47752332485,2901
"16779",15078710,"ACBD7",6336.23579304495,5511
"16780",15078966,"ACBD7",6596.51908396947,1628
"16781",15078988,"ACBD7",5429.36641221374,1529
"16782",15079014,"ACBD7",7255.19592875318,2257
"16784",150793314,"TMEM176B",2104.88464800679,1724
"16785",150793726,"CD99L2",2843.18066157761,5322
"16789",150795467,"SMIM3",3444.49618320611,1395
"16790",150795499,"SMIM3",3966.49363867684,3479
"16792",150795550,"SMIM3",4004.86089906701,1714
"16793",150796503,"TMEM176B",1720.8524173028,782
"16794",150800813,"PLEKHG1",8181.94232400339,1462
"16795",150801723,"TMEM176A",2178.40712468193,638
"16799",150804064,"CTSK",5055.42408821035,2063
"16800",150805968,"CTSK",4328.82442748092,1910
"16801",150806157,"CTSK",4078.81594571671,903
"16804",150818003,"ARNT",1774.64631043257,291
"16805",150821207,"PLEKHG1",4836.55894826124,986
"16806",150828439,"LRBA",8777.58524173028,1237
"16807",150831435,"PLEKHG1",3308.32230703986,3508
"16810",150846277,"ARNT",3023.38846480068,1254
"16813",150848238,"IRGM",3263.11959287532,2128
"16814",150848272,"IRGM",3849.05767599661,1112
"16815",150848302,"IRGM",6964.61747243427,687
"16816",150851920,"LRBA",1912.62256149279,737
"16818",150857427,"AOC1",3591.53011026293,2
"16819",150857589,"AOC1",1596.81764206955,1036
"16822",15087383,"OR1I1",6168.08905852417,4787
"16824",15087526,"OR1I1",2860.27650551315,722
"16825",15087758,"OR1I1",2779.83375742154,935
"16826",150877653,"MTHFD1L",7665.79304495335,871
"16827",150896421,"ZNF300",6389.84563189143,2980
"16828",150896535,"ZNF300",4949.52078032231,2130
"16829",150896637,"ZNF300",2619.58100084818,448
"16830",150896741,"ZNF300",2938.62510602205,1537
"16831",150900080,"LRBA",4992.72010178117,1438
"16833",150930108,"SETDB1",1545.29601357082,748
"16836",15094351,"KAZN",2329.44105173876,604
"16837",150944553,"MTHFD1L",1893.84308736217,695
"16838",150946912,"SETDB1",2970.89058524173,1635
"16839",150949121,"MTHFD1L",1839.43172179813,1043
"16840",150950767,"SETDB1",1832.16454622561,446
"16841",150950921,"KCNH2",6055.89143341815,1200
"16842",150951659,"KCNH2",2172.80491942324,1124
"16844",150959656,"KCNH2",2502.99067005937,539
"16846",15096592,"C10orf111",6783.30958439355,2360
"16847",15096646,"C10orf111",979.600508905852,1218
"16848",150967123,"CERS2",1952.63189143342,1646
"16849",15096735,"C10orf111",2789.49703138253,1191
"16853",1509700,"INPP5K",4418.61662425785,769
"16854",150972465,"CLRN1",2270.28583545377,1127
"16855",150972523,"CLRN1",4251.94826123834,188
"16857",150983404,"ANXA9",1504.08821034775,2354
"16860",150985707,"HMGB3",3719.45377438507,828
"16861",150985745,"HMGB3",7587.20525869381,4062
"16863",150987129,"HMGB3",10337.9686174724,5206
"16865",150995254,"NOS3",3989.20016963528,2480
"16867",150999323,"NOS3",478.49957591179,769
"16868",150999457,"FAM63A",1765.22985581001,980
"16870",151002222,"NOS3",1962.15521628499,47
"16871",151002256,"FAM63A",989.119592875318,2003
"16872",151002545,"FAM63A",6149.23155216285,771
"16873",151018471,"PRUNE",3960.2663273961,921
"16874",151018610,"PRUNE",4884.20016963528,1868
"16875",151018693,"ATG9B",3389.19592875318,3143
"16876",151023113,"ATG9B",6081.21798134012,1628
"16877",1510232,"ADAMTSL5",4512.13486005089,1516
"16879",151024202,"ATG9B",4234.39270568278,1304
"16880",151024730,"PRUNE",1820.59626802375,2179
"16882",151025455,"GPX3",5752.71416454623,1870
"16883",151026935,"GPX3",3704.01102629347,2022
"16884",151027013,"GPX3",2427.54961832061,1066
"16885",151027293,"PRUNE",4487.33078880407,1946
"16886",15103372,"RPP38",452.373197625106,3081
"16888",15103452,"RPP38",1632.74639525021,1768
"16889",151034755,"ABCB8",1849.08990670059,1115
"16891",15103621,"RPP38",1022.8481764207,836
"16892",151038884,"BNIPL",1626.07633587786,595
"16893",151040286,"ABCB8",1587.47921967769,1405
"16894",151042548,"TNIP1",1625.2417302799,959
"16896",151043054,"BNIPL",3335.41645462256,2
"16897",151043134,"BNIPL",3183.61407972858,620
"16898",151047967,"C1orf56",2009.3604749788,888
"16902",151049160,"ASIC3",4392.01187446989,281
"16903",151049901,"TNIP1",3372.23664122137,1023
"16905",151050493,"ASIC3",818.532654792197,1156
"16906",151050872,"ASIC3",3159.93553859203,759
"16910",151055537,"CDK5",1411.49533502969,1827
"16912",151055791,"CDK5",2491.63273960984,828
"16913",151056596,"CDK5",1562.5411365564,230
"16914",151056812,"TNIP1",4096.84563189143,770
"16915",151057113,"CDK5",2705.92536047498,1216
"16916",151062133,"TNIP1",4606.94995759118,2
"16917",151064345,"SLC4A2",5717.93977947413,2553
"16918",151066709,"SLC4A2",6139.17981340119,2064
"16919",151067239,"MLLT11",4508.9550466497,2914
"16921",151067337,"MLLT11",4976.76844783715,2338
"16923",151070570,"SLC4A2",5078.84478371501,6327
"16924",151071710,"SLC4A2",5208.20695504665,2117
"16925",151077946,"FASTK",11321.4614079729,3945
"16926",151078672,"FASTK",3150.508057676,132
"16927",151079548,"FASTK",4277.74045801527,921
"16928",151079662,"FASTK",6280.6844783715,968
"16929",151081858,"TMUB1",1666.19083969466,372
"16931",151082254,"TMUB1",3097.81340118745,1255
"16932",151082464,"TMUB1",4182.20441051739,1394
"16933",151090429,"GABPB2",6989.32230703986,1671
"16934",151090554,"GABPB2",5041.97794741306,1953
"16935",15109153,"SYDE1",3674.76081424936,664
"16936",15109293,"SYDE1",2008.80407124682,2004
"16937",151093266,"GABPB2",6749.87955894826,1059
"16938",15109447,"RERG",1084.58439355386,694
"16940",151102964,"RPS3A",1860.00763358779,2
"16941",15110340,"SYDE1",7856.93977947413,1321
"16942",151107147,"GABPB2",1774.95928753181,304
"16945",151116833,"AGAP3",3329.29007633588,2317
"16946",151118236,"AGAP3",1160.13061916879,1838
"16947",151122186,"ANXA6",3105.65055131467,2082
"16948",151126434,"ANXA6",870.138252756573,874
"16950",151128597,"AGAP3",3218.51823579304,714
"16951",151132481,"ANXA6",502.806615776081,747
"16953",151136534,"SEMA6C",5693.43002544529,861
"16955",151137293,"ANXA6",4341.78456318914,334
"16957",151139441,"SEMA6C",5041.30619168787,1822
"16958",151144236,"SH3D19",2722.04664970314,1025
"16959",151158771,"TNFAIP8L2",2406.85496183206,3485
"16963",151159980,"MED12L",4454.56743002544,488
"16966",151165090,"LYSMD1",4268.0491942324,1370
"16967",151165197,"LYSMD1",1834.63189143342,1313
"16969",151165600,"SH3D19",9152.57082273113,3412
"16971",151166959,"TNFAIP8L2-SCNM1",1327.02374893978,671
"16973",151167039,"GBX1",1854.86513994911,1053
"16976",151167313,"GBX1",2093.3358778626,509
"16977",151167335,"SCNM1",3769,583
"16978",151167386,"SCNM1",3306.52162849873,2623
"16979",151167406,"TNFAIP8L2-SCNM1",901.373197625106,1362
"16980",151167467,"GBX1",2194.08990670059,754
"16981",151168208,"TNFAIP8L2-SCNM1",2079.08312128923,2867
"16984",151173596,"TMOD4",2337.4139100933,66
"16987",151175138,"SH3D19",811.934690415606,4
"16988",15117994,"ILVBL",5506.35368956743,597
"16989",151179988,"GPR50",2992.01526717557,720
"16990",151180092,"GPR50",3283.1187446989,770
"16991",151180671,"GPR50",5343.35368956743,1366
"16992",151180773,"GPR50",2073.11111111111,696
"16993",151181334,"ASB10",6502.84563189143,1786
"16994",151181412,"ASB10",5273.73027989822,3179
"16996",151185584,"VPS72",1283.52671755725,608
"16998",151186639,"ASB10",2444.22476675148,526
"16999",151187409,"CCDC69",3396.48430873622,2708
"17001",151190021,"VPS72",765.159457167091,367
"17003",151190832,"MED12L",3512.59202714165,607
"17004",151194305,"IQCA1L",3220.4427480916,1390
"17006",151198816,"IQCA1L",4911.37998303647,3017
"17007",151198976,"GPR171",5249.21289228159,2372
"17008",151199106,"GPR171",1691.15097540288,168
"17009",151199252,"GPR171",962.744698897371,1131
"17010",151199307,"GPR171",7792.385072095,1383
"17011",151201614,"CCDC69",6509.20525869381,850
"17012",151203012,"IQCA1L",2509.51908396947,1199
"17013",151205428,"CCDC69",5792.81424936387,5997
"17014",15121067,"RERG",3330.35453774385,2683
"17016",151213774,"P2RY14",2304.89397794741,577
"17018",151214201,"P2RY14",7745.96946564886,3242
"17020",151219136,"ABCF2",2411.23409669211,1875
"17021",151223772,"ABCF2",2307.07124681934,949
"17023",15122980,"ILVBL",797.373197625106,631
"17024",151231720,"PIP5K1A",3088.51314673452,2645
"17025",15123190,"ILVBL",8906.26039016115,2352
"17028",151234219,"CHPF2",2175.11450381679,492
"17029",151234356,"PIP5K1A",2508.33333333333,1118
"17032",151235288,"CHPF2",4467.03901611535,1699
"17033",151235456,"CHPF2",2983.25614927905,181
"17035",151241530,"SMARCD3",1508.68787107718,1061
"17036",151241645,"SMARCD3",2326.26208651399,546
"17037",151242141,"SMARCD3",1149.39864291773,429
"17038",151242800,"SMARCD3",1352.55131467345,165
"17039",151251282,"RBM43",1566.46904156064,538
"17040",151251566,"RBM43",2653.62680237489,3581
"17043",151259811,"GM2A",2622.55640373198,1606
"17044",151259873,"GM2A",2252.2866836302,1481
"17045",151264887,"PSMD4",1395.31043256997,1265
"17047",151266011,"PSMD4",2297.15012722646,665
"17048",151266784,"GM2A",1001.07888040712,2894
"17050",151275537,"NMI",5882.37319762511,4089
"17051",151275790,"NMI",3438.20610687023,1235
"17052",151278903,"NMI",900.130619168787,2326
"17055",151282193,"PRSS48",3715.5165394402,1145
"17058",151284118,"SLC36A3",4964.66497031382,713
"17060",151287284,"SLC36A3",2116.32230703986,3105
"17061",151287458,"ZNF687",3888.76166242578,2108
"17062",151287951,"ZNF687",1097.76335877863,694
"17063",151289104,"ZNF687",3265.2213740458,1184
"17064",151293422,"SLC36A3",3823.53180661578,500
"17065",151294649,"GPR87",2520.30110262935,1525
"17066",151294822,"GPR87",2981.41645462256,608
"17067",151294925,"GPR87",4311.31128074639,2
"17068",151295105,"GPR87",4522.07633587786,1357
"17070",15130182,"NMT2",4276.13570822731,533
"17071",151306271,"PI4KB",7251.2705682782,4240
"17072",151315789,"PI4KB",7827.56234096692,2171
"17073",151315929,"PI4KB",7177.98897370653,190
"17074",151316259,"PI4KB",9893.25614927905,1962
"17075",151325367,"SLC36A2",4749.26039016115,3791
"17077",151328788,"P2RY13",2025.12044105174,716
"17079",151328976,"P2RY13",5191.60899067006,2398
"17080",15133287,"NMT2",5174.33163698049,507
"17081",151335478,"SLC36A2",5150.64885496183,4050
"17086",151342961,"SLC36A2",4171.49279050042,655
"17087",151343154,"RFX5",1395.54961832061,1395
"17088",151344190,"SLC36A2",3915.83969465649,2
"17090",151346214,"RFX5",5224.60814249364,2263
"17091",151349141,"AKAP12",2296.11111111111,1373
"17092",151349499,"AKAP12",754.373197625106,2921
"17093",151349870,"AKAP12",2754.47582697201,543
"17094",151351189,"AKAP12",2873.23240033927,639
"17096",151356183,"NUB1",2212.44698897371,1377
"17098",151364003,"TNFAIP6",1807.00932994063,199
"17099",151366213,"TNFAIP6",9329.44105173876,1843
"17100",151366236,"ZBTB2",3750.52926208651,2299
"17101",151366363,"ZBTB2",2919.73621713316,465
"17103",151366828,"SELENBP1",1988.55640373198,639
"17104",151366878,"ZBTB2",7807.42493638677,3006
"17105",151367000,"NUB1",1269.60474978796,867
"17107",151369051,"SELENBP1",262.295165394402,2098
"17108",151369143,"SELENBP1",4514.16624257846,1164
"17109",151369480,"SELENBP1",3764.27226463104,864
"17111",1513937,"INPP5K",7385.87192536047,1713
"17114",151396104,"WDR86",2686.50975402884,102
"17123",151404925,"VMA21",1407.31891433418,677
"17125",151411637,"POGZ",5443.65903307888,2474
"17129",151425003,"POGZ",2025.37319762511,5029
"17131",151430701,"POGZ",1355.83545377439,1404
"17132",151435520,"RIF1",5310.49363867684,570
"17134",151436476,"RMND1",492.746395250212,768
"17137",151438139,"CRYGN",2431.631043257,494
"17138",151445516,"IGSF10",1326.70398642918,590
"17139",151445577,"RMND1",2468.67854113656,560
