Gene	sgRNA	1qDi|beta	1qDi|z	1qDi|p-value	1qDi|fdr	1qDi|wald-p-value	1qDi|wald-fdr
H3F3A	4	-0.77477	-1.6254	0.026999	0.27128	0.10408	0.50807
H3F3B	4	-0.61393	-1.8988	0.065036	0.42829	0.057586	0.50807
HIST1H1A	4	-0.023921	-0.18759	0.89708	0.98175	0.8512	0.91966
HABP2	4	0.0082888	0.047362	0.77566	0.95471	0.96222	0.97981
HSD17B10	4	-1.9006	-2.7653	0	0	0.0056875	0.20573
HAGH	4	-0.10288	-0.76192	0.82279	0.96552	0.44611	0.6844
HADHA	4	-0.010545	-0.09265	0.84875	0.97309	0.92618	0.96068
HADHB	4	-0.028029	-0.47029	0.91135	0.98242	0.63815	0.78152
HADH	4	0.026689	0.19336	0.70674	0.93937	0.84668	0.91683
HAL	4	0.24576	1.4683	0.097653	0.51106	0.14203	0.50807
HARS	4	-1.595	-2.945	0.00024861	0.015823	0.0032298	0.15652
HAS1	4	0.032653	0.29829	0.68387	0.93293	0.76548	0.86583
HAS2	4	0.14958	1.2917	0.28814	0.74124	0.19646	0.50996
HAS3	4	-0.045795	-0.44668	0.97857	0.9958	0.65511	0.79275
HBA1	4	-0.34153	-1.8327	0.28655	0.74027	0.066848	0.50807
HBA2	4	0.062008	0.4436	0.57031	0.89309	0.65733	0.79458
HBM	4	-0.039789	-0.5359	0.95714	0.99177	0.59203	0.7526
HBB	4	0.11499	1.6299	0.39111	0.80951	0.10312	0.50807
HBD	4	0.35578	1.4915	0.018695	0.21684	0.13582	0.50807
HBE1	4	0.17977	0.91813	0.21166	0.66987	0.35855	0.61587
HBG1	4	0.18038	1.1904	0.21022	0.66814	0.23389	0.52822
HBG2	4	0.052254	0.31417	0.60854	0.90895	0.75339	0.85834
HBQ1	4	-0.16967	-1.5638	0.62465	0.91441	0.11788	0.50807
HBZ	4	-0.31209	-1.8869	0.3304	0.76936	0.059172	0.50807
HCCS	4	-0.33912	-0.99288	0.28973	0.74248	0.32077	0.59026
SERPIND1	4	-0.06106	-0.40542	0.96654	0.993	0.68517	0.81404
HCFC1	4	-0.87975	-2.1788	0.014767	0.1899	0.029349	0.40281
HCK	4	-0.19781	-0.89554	0.55395	0.88656	0.3705	0.62546
HCLS1	4	0.051727	0.50097	0.61078	0.90973	0.61639	0.76628
HCRT	4	-0.10653	-1.1633	0.81086	0.96264	0.24472	0.53408
HCRTR1	4	0.080357	0.77268	0.50686	0.86719	0.43971	0.67904
HCRTR2	4	0.13056	1.1254	0.34154	0.77695	0.26042	0.54526
HTT	4	-0.43978	-1.986	0.17333	0.63067	0.047028	0.47817
HDAC1	4	-0.26582	-1.3652	0.40543	0.81712	0.17219	0.50807
HDAC2	4	-0.063799	-0.51505	0.95654	0.9917	0.60652	0.7594
HDC	4	0.1058	0.70218	0.41945	0.8231	0.48257	0.71246
HDGF	4	0.16025	0.91266	0.2588	0.71897	0.36142	0.61784
HDLBP	4	-0.35625	-1.142	0.26651	0.72485	0.25344	0.53983
HELLS	4	0.10374	0.73989	0.42686	0.8275	0.45937	0.69437
NCKAP1L	4	-0.25965	-0.97486	0.41746	0.8231	0.32963	0.59559
HEXA	4	0.039143	0.10453	0.65931	0.92512	0.91675	0.95542
HEXB	4	0.36948	1.4924	0.01427	0.18516	0.1356	0.50807
CFH	4	0.32524	1.3317	0.031424	0.29151	0.18296	0.50807
HFE	4	0.18729	1.6285	0.19481	0.65202	0.10343	0.50807
CFHR1	4	0.22074	1.4274	0.13365	0.58019	0.15347	0.50807
CFHR2	4	0.28405	1.2854	0.058721	0.40682	0.19865	0.51084
HGD	4	0.083138	0.72099	0.49732	0.86269	0.47092	0.70375
HGF	4	0.23037	1.1934	0.11854	0.5539	0.23272	0.5272
HGFAC	4	-0.036463	-0.49592	0.94322	0.98843	0.61995	0.76894
NRG1	4	0.18678	1.436	0.19665	0.65403	0.15099	0.50807
HHEX	4	0.20077	1.668	0.16826	0.62537	0.095314	0.50807
HIC1	4	-0.094445	-0.94578	0.85089	0.97349	0.34426	0.60528
HIF1A	4	0.16184	1.2294	0.25477	0.7151	0.21892	0.51825
HIP1	4	0.16573	1.5414	0.24523	0.70618	0.12322	0.50807
UBE2K	4	-0.032526	-0.17045	0.92875	0.9864	0.86465	0.92692
HINT1	4	0.12562	1.0583	0.35844	0.78993	0.28991	0.56631
HIVEP1	4	-0.01848	-0.11275	0.87714	0.97741	0.91023	0.95153
HIVEP2	4	-0.002806	-0.041607	0.81891	0.96451	0.96681	0.98244
HK1	4	-0.15683	-1.8487	0.65851	0.92512	0.064499	0.50807
HK2	4	-0.42471	-1.9363	0.1877	0.64354	0.052832	0.49409
HK3	4	0.15081	1.083	0.28431	0.73873	0.27883	0.55816
ZBTB48	4	-0.075106	-0.98451	0.91687	0.98342	0.32486	0.59219
HLA-A	4	0.13226	0.9226	0.33642	0.77388	0.35622	0.61421
HLA-B	4	0.37329	1.4594	0.013325	0.1769	0.14445	0.50807
HLA-C	4	0.077496	0.41101	0.51601	0.87078	0.68106	0.81142
HLA-DMA	4	0.073073	0.74993	0.53187	0.87786	0.4533	0.69003
HLA-DMB	4	0.10699	0.5386	0.41607	0.82256	0.59017	0.75198
MNX1	4	0.24673	1.3499	0.096758	0.50996	0.17706	0.50807
HLA-DOA	4	-0.015444	-0.13024	0.8662	0.9764	0.89638	0.94397
HLA-DOB	4	-0.097476	-0.97831	0.84119	0.97063	0.32792	0.59432
HLA-DPA1	4	0.015274	0.13012	0.74901	0.94847	0.89647	0.94402
HLA-DPB1	4	0.13617	0.68898	0.32533	0.76601	0.49084	0.71873
HLA-DQA1	4	0.25211	1.5017	0.089847	0.49291	0.13318	0.50807
HLA-DQA2	4	0.050983	0.38931	0.61361	0.91085	0.69705	0.82189
HLA-DQB1	4	0.2319	1.4241	0.11625	0.54984	0.15441	0.50807
HLA-DQB2	4	0.26842	1.1489	0.072892	0.45331	0.25058	0.53746
HLA-DRA	4	0.070753	0.7039	0.54047	0.88252	0.48149	0.71168
HLA-DRB1	4	0.2224	1.472	0.13117	0.57466	0.14102	0.50807
HLA-DRB5	4	0.28593	1.4703	0.057031	0.40077	0.14149	0.50807
HLF	4	0.045977	0.37522	0.63375	0.9185	0.7075	0.82795
HLA-E	4	-0.023643	-0.51838	0.89593	0.98175	0.6042	0.7582
HLA-F	4	-0.076384	-0.34418	0.91244	0.98255	0.73071	0.84229
HLA-G	4	-0.29671	-1.2484	0.35277	0.78554	0.21187	0.51594
MR1	4	0.21895	1.4593	0.13673	0.58592	0.14448	0.50807
HLCS	4	-0.3468	-1.9419	0.27929	0.73521	0.052151	0.49184
HLX	4	0.10195	0.63466	0.43298	0.83036	0.52565	0.73932
HMBS	4	-0.2247	-0.89811	0.49075	0.85913	0.36913	0.62441
HMGB1	4	0.21234	0.8817	0.14703	0.60004	0.37794	0.63127
HMGB2	4	0.16451	1.3564	0.24836	0.70855	0.17496	0.50807
HMGB3	4	0.3256	1.3342	0.031225	0.29088	0.18215	0.50807
HMGN1	4	-0.61332	-1.418	0.065384	0.4296	0.15619	0.50807
HMGN2	4	-0.042456	-0.5598	0.9651	0.99259	0.57562	0.74795
HMGCL	4	0.032507	0.37436	0.68442	0.93298	0.70814	0.82802
HMGCR	4	-0.18024	-1.3004	0.59815	0.90472	0.19346	0.50956
HMGCS1	4	-0.18069	-1.0672	0.59721	0.90451	0.28588	0.56336
HMGCS2	4	-0.13347	-0.74646	0.72678	0.94474	0.45539	0.69144
HMGA1	4	-1.0812	-2.8303	0.0046241	0.094898	0.0046511	0.18402
HMMR	4	0.20957	1.0384	0.15185	0.60526	0.29907	0.57335
HMOX1	4	0.10577	1.195	0.41945	0.8231	0.2321	0.52646
HMOX2	4	-0.17259	-1.1129	0.61769	0.91193	0.26576	0.54962
NR4A1	4	0.040928	0.17932	0.65255	0.92443	0.85769	0.92334
HMX1	4	0.14093	1.1914	0.31161	0.75812	0.2335	0.52814
HMX2	4	-0.056198	-0.27533	0.98364	0.99748	0.78306	0.87704
FOXA1	4	-0.064726	-0.4827	0.95271	0.99054	0.62931	0.77512
FOXA2	4	0.21721	1.4948	0.13997	0.59039	0.13497	0.50807
FOXA3	4	-0.086259	-0.63081	0.88062	0.97741	0.52817	0.74005
HNF4A	4	0.13697	1.4706	0.32309	0.76456	0.1414	0.50807
HNF4G	4	0.11898	1.1074	0.37714	0.7996	0.26813	0.55118
ONECUT1	4	-0.07581	-0.75408	0.91433	0.98301	0.4508	0.68827
HNMT	4	0.22184	1.5887	0.13181	0.57593	0.11213	0.50807
SLC29A2	4	0.028049	0.30816	0.70073	0.93816	0.75796	0.86133
HNRNPA1	4	-0.92814	-2.1662	0.011386	0.16104	0.030294	0.40635
HNRNPA2B1	4	-0.54799	-1.3337	0.094769	0.5065	0.18231	0.50807
HNRNPAB	4	0.16426	1.5879	0.2492	0.70992	0.11232	0.50807
HNRNPC	4	-1.1618	-2.391	0.0031822	0.078431	0.016803	0.31762
HNRNPD	4	-0.016066	-0.15318	0.86859	0.9764	0.87825	0.9335
HNRNPF	4	-0.46632	-2.0179	0.1509	0.60458	0.0436	0.46875
HNRNPH1	4	-1.3303	-3.1922	0.0013922	0.049734	0.001412	0.10636
HNRNPH2	4	0.043886	0.29283	0.64121	0.92023	0.76965	0.86841
HNRNPH3	4	-0.30559	-2.1641	0.3392	0.77581	0.030459	0.40703
HNRNPK	4	-0.78668	-1.6936	0.025457	0.26337	0.090347	0.50807
HNRNPL	4	-0.85904	-1.8594	0.016508	0.20304	0.062966	0.50807
HNRNPU	4	-1.1596	-2.3776	0.0032319	0.079172	0.017428	0.32514
TLX1	4	-0.22584	-1.0229	0.48866	0.85812	0.30636	0.57959
TLX2	4	0.11831	0.96908	0.37967	0.80126	0.3325	0.59749
HOXA1	4	0.052248	0.65263	0.60859	0.90896	0.514	0.73247
HOXA2	4	-0.023794	-0.26657	0.89673	0.98175	0.7898	0.88122
HOXA3	4	0.12157	0.67372	0.36928	0.79472	0.50049	0.72447
HOXA4	4	0.024553	0.43474	0.71614	0.94285	0.66375	0.79927
HOXA5	4	0.02994	0.47406	0.69401	0.93584	0.63545	0.77981
HOXA6	4	0.14979	1.5817	0.28759	0.74078	0.11371	0.50807
HOXA7	4	0.22349	1.4242	0.12957	0.57309	0.15439	0.50807
HOXA9	4	0.035447	0.47042	0.67313	0.92847	0.63806	0.78152
HOXA10	4	0.13356	0.81403	0.33234	0.7704	0.41563	0.65954
HOXA11	4	0.044991	0.49497	0.63693	0.91923	0.62062	0.76936
HPCA	4	-0.17236	-1.2786	0.61819	0.91193	0.20103	0.51169
HOXA13	4	0.0088954	0.083362	0.77332	0.95378	0.93356	0.96488
HOXB1	4	-0.60217	-2.201	0.069759	0.4436	0.027737	0.39784
HOXB2	4	0.064381	0.35434	0.56245	0.8894	0.72309	0.83766
HOXB3	4	-0.030449	-0.30207	0.9198	0.98436	0.7626	0.86393
HOXB4	4	0.079294	0.70508	0.51049	0.86891	0.48076	0.71098
HOXB5	4	0.096874	1.3308	0.44993	0.83904	0.18325	0.50807
HOXB6	4	0.12671	0.91179	0.35432	0.7857	0.36188	0.61825
HOXB7	4	-0.27076	-1.6874	0.39608	0.81203	0.091529	0.50807
HOXB8	4	-0.28003	-1.6913	0.37947	0.80126	0.090781	0.50807
HOXB9	4	-0.53433	-1.4824	0.10173	0.51837	0.13823	0.50807
HOXC4	4	-0.10412	-1.5645	0.81916	0.96452	0.1177	0.50807
HOXC5	4	-0.42457	-2.2876	0.18795	0.64395	0.022161	0.36504
HOXC6	4	-0.071243	-0.77123	0.92954	0.9864	0.44057	0.67942
HOXC8	4	-0.049286	-0.49203	0.9915	0.998	0.6227	0.77102
HOXC9	4	0.10777	0.59446	0.41398	0.82208	0.5522	0.74415
HOXC10	4	0.00056873	0.002377	0.80554	0.96131	0.9981	0.999
HOXC11	4	-0.19811	-1.7749	0.5533	0.88637	0.075912	0.50807
HOXC12	4	-0.058777	-0.50484	0.97429	0.99553	0.61367	0.76422
HOXC13	4	0.020803	0.13425	0.72897	0.9452	0.8932	0.94235
HOXD1	4	-0.0027825	-0.097981	0.81872	0.96439	0.92195	0.95855
HOXD3	4	0.14095	1.0876	0.31151	0.75811	0.27679	0.55697
HOXD4	4	-0.052916	-0.45229	0.99572	0.99895	0.65106	0.79136
HOXD8	4	-0.01807	-0.28366	0.87604	0.97741	0.77667	0.87291
HOXD9	4	-0.086498	-1.0264	0.88002	0.97741	0.30469	0.578
HOXD10	4	0.051895	0.64382	0.61018	0.90951	0.51969	0.73578
HOXD11	4	-0.04243	-0.23013	0.96505	0.99259	0.81799	0.89984
HOXD12	4	-0.21985	-1.4896	0.50214	0.86502	0.13632	0.50807
HOXD13	4	0.046696	0.34599	0.63126	0.91708	0.72935	0.84163
HP	4	0.050481	0.32114	0.6156	0.91097	0.7481	0.85429
HPCAL1	4	-0.02697	-0.41209	0.90797	0.98236	0.68027	0.81086
HPD	4	-0.061977	-1.0309	0.96345	0.99259	0.30259	0.5762
HPGD	4	0.07102	0.68457	0.53968	0.88188	0.49362	0.72049
HPN	4	-0.050499	-0.30346	0.99617	0.99895	0.76154	0.86345
HPR	4	0.089007	0.71478	0.47618	0.85129	0.47474	0.70637
HPRT1	4	0.1889	1.4247	0.19168	0.64872	0.15425	0.50807
HPS1	4	-0.29717	-1.7778	0.35188	0.78453	0.075434	0.50807
HPX	4	0.027668	0.2409	0.70296	0.93866	0.80963	0.89469
HRAS	4	-0.044864	-0.46977	0.97544	0.99553	0.63852	0.78186
ERAS	4	-0.04479	-0.40003	0.97524	0.99553	0.68914	0.81661
AGFG1	4	0.049952	0.48665	0.61769	0.91193	0.6265	0.77329
AGFG2	4	0.1744	1.4609	0.22429	0.6847	0.14403	0.50807
HRH1	4	0.23468	1.4793	0.11202	0.53918	0.13906	0.50807
HRC	4	0.02285	0.12293	0.72216	0.94368	0.90217	0.9464
HRG	4	0.19323	1.1005	0.18248	0.6397	0.27112	0.55284
HRH2	4	0.075045	1.0591	0.52496	0.87538	0.28955	0.5662
PRMT2	4	-0.26283	-1.2429	0.41125	0.82119	0.21392	0.51626
PRMT1	4	-1.6658	-3.5012	9.9443e-05	0.0076628	0.00046324	0.06561
HES1	4	0.36236	1.4779	0.016905	0.20507	0.13944	0.50807
HSBP1	4	-0.062216	-0.5513	0.96251	0.99259	0.58143	0.74954
HSD3B1	4	-0.11531	-1.439	0.78416	0.95673	0.15015	0.50807
HSD3B2	4	-0.10869	-0.93334	0.80464	0.96104	0.35064	0.60926
HSD11B1	4	0.16187	1.579	0.25472	0.7151	0.11434	0.50807
HSD11B2	4	0.03223	0.18036	0.68531	0.93343	0.85687	0.92265
HSD17B1	4	-0.063992	-0.34646	0.9556	0.99164	0.729	0.84142
HSD17B3	4	0.24768	1.6166	0.095813	0.50831	0.10597	0.50807
HSD17B2	4	0.14248	1.1764	0.30733	0.75472	0.23944	0.53134
HSD17B4	4	0.29564	1.4581	0.05007	0.37626	0.1448	0.50807
HSF1	4	-0.60668	-1.9932	0.068019	0.43924	0.046236	0.47493
HSF2	4	-0.048295	-0.61696	0.98832	0.998	0.53726	0.74223
HSF4	4	-0.067983	-0.53259	0.94098	0.98843	0.59432	0.7538
DNAJB2	4	0.085264	0.27498	0.48916	0.85824	0.78333	0.87718
DNAJA1	4	-0.66497	-1.7299	0.049722	0.37491	0.083651	0.50807
HSPA1A	4	0.088894	0.7985	0.47678	0.8516	0.42458	0.66649
HSPA1B	4	0.090926	0.83896	0.46972	0.84848	0.40149	0.64906
HSPA1L	4	-0.056625	-0.96827	0.982	0.99687	0.33291	0.59768
HSPA2	4	0.094305	0.88405	0.45823	0.84365	0.37667	0.63036
HSPA4	4	-0.46684	-2.2585	0.15026	0.60343	0.023913	0.37412
HSPA5	4	-2.6975	-5.0476	0	0	4.4738e-07	0.0023368
HSPA6	4	0.05761	0.35745	0.58766	0.90118	0.72075	0.8365
HSPA8	4	-1.4827	-3.5836	0.00059666	0.03	0.00033884	0.058141
HSPA9	4	-1.2305	-2.677	0.0021877	0.063218	0.0074279	0.23197
HSPB1	4	0.13431	0.93741	0.33035	0.76936	0.34855	0.60764
HSPB2	4	0.039634	0.22371	0.65712	0.92485	0.82298	0.90226
HSP90AA1	4	-0.41899	-1.4951	0.19332	0.65094	0.13488	0.50807
IGSF3	4	0.013001	0.33737	0.75721	0.95029	0.73584	0.84567
HSP90AB1	4	-0.98762	-2.6544	0.0084029	0.13651	0.0079449	0.23779
HSPD1	4	-1.689	-2.8839	9.9443e-05	0.0076628	0.0039282	0.17319
HSPE1	4	-2.0088	-3.4937	0	0	0.00047643	0.066174
DNAJB1	4	-0.25146	-1.727	0.43457	0.83178	0.084169	0.50807
DNAJC4	4	-0.29459	-1.3642	0.3565	0.78791	0.1725	0.50807
HSPG2	4	-0.096355	-0.9671	0.84507	0.97213	0.33349	0.5982
NDST1	4	-0.46787	-1.6705	0.14911	0.60233	0.094816	0.50807
FOXN2	4	-0.44849	-1.4544	0.16508	0.61906	0.14582	0.50807
HTN1	4	0.43922	1.4318	0.0039777	0.089586	0.1522	0.50807
HTN3	4	0.13937	0.78552	0.31613	0.76137	0.43215	0.67276
HTR1A	4	0.12461	0.84291	0.36108	0.78995	0.39928	0.64692
HTR1B	4	0.079062	0.49323	0.51129	0.86891	0.62185	0.77035
HTR1D	4	-0.34986	-1.832	0.27516	0.73063	0.066952	0.50807
HTR1E	4	0.25614	1.5276	0.085272	0.48255	0.12662	0.50807
HTR1F	4	-0.012197	-0.0409	0.85442	0.9741	0.96738	0.98277
HTR2A	4	0.16084	1.2745	0.25746	0.71861	0.20248	0.5117
HTR2B	4	-0.078115	-0.33963	0.90717	0.98236	0.73414	0.84415
HTR2C	4	0.062427	1.0416	0.56881	0.89251	0.29758	0.57215
HTR3A	4	-0.078763	-0.68823	0.90513	0.98209	0.49131	0.71924
HTR4	4	0.088428	0.68214	0.47847	0.85227	0.49515	0.72132
HTR5A	4	0.223	0.98838	0.13042	0.5738	0.32297	0.59088
HTR6	4	-0.20999	-1.7446	0.52397	0.87442	0.081048	0.50807
HTR7	4	0.19525	1.483	0.17795	0.63581	0.13806	0.50807
HUS1	4	-1.1116	-2.5707	0.0041269	0.090119	0.010148	0.26203
TNC	4	0.098651	0.98979	0.44416	0.83643	0.32228	0.59048
HYAL1	4	-0.10577	-1.0164	0.81339	0.96314	0.30943	0.58151
IAPP	4	0.14532	1.3333	0.29967	0.751	0.18243	0.50807
IARS	4	-1.7231	-3.4469	9.9443e-05	0.0076628	0.0005671	0.072647
IBSP	4	0.26917	1.4815	0.071798	0.44873	0.13847	0.50807
ICA1	4	0.018418	0.0863	0.73737	0.947	0.93123	0.96347
ICAM1	4	-0.079705	-0.69531	0.9021	0.98175	0.48686	0.71572
ICAM2	4	-0.014164	-0.13212	0.86143	0.97535	0.89489	0.94314
ICAM3	4	-0.085564	-0.57184	0.88266	0.97753	0.56743	0.74626
ICAM4	4	0.10746	0.99984	0.41498	0.82235	0.31739	0.5882
IRF8	4	0.16661	1.4392	0.24294	0.70393	0.15009	0.50807
ICT1	4	-1.1346	-2.4131	0.003928	0.089569	0.015819	0.3116
ID1	4	0.51341	1.3966	0.00089499	0.038462	0.16253	0.50807
ID2	4	0.085264	1.4204	0.48916	0.85824	0.15548	0.50807
ID3	4	0.097946	1.3606	0.44635	0.83699	0.17363	0.50807
ID4	4	0.16702	1.1854	0.2419	0.70263	0.23586	0.52885
IDE	4	-0.079552	-0.91722	0.90289	0.98175	0.35903	0.61595
IDH1	4	0.11313	0.74628	0.39683	0.81265	0.4555	0.69155
IDH2	4	-0.23145	-1.8382	0.47534	0.85076	0.066027	0.50807
IDH3A	4	-0.3368	-1.5614	0.29236	0.74468	0.11844	0.50807
IDH3B	4	-0.044278	-0.4558	0.97315	0.99527	0.64853	0.78926
IDH3G	4	0.10585	0.75861	0.41925	0.8231	0.44809	0.68568
IDI1	4	-0.086304	-1.1205	0.88052	0.97741	0.2625	0.54645
IDS	4	0.099388	0.98467	0.44212	0.83612	0.32479	0.59217
IDUA	4	-0.1017	-1.534	0.82737	0.9672	0.12503	0.50807
CFI	4	0.017084	0.16912	0.7418	0.947	0.8657	0.9273
IFI16	4	0.46369	1.4272	0.0027844	0.072445	0.15351	0.50807
IFI27	4	0.3593	1.4537	0.01785	0.21093	0.14602	0.50807
IFI35	4	-0.25764	-1.2409	0.42189	0.82494	0.21463	0.51683
SP110	4	0.041983	0.60493	0.64872	0.92322	0.54522	0.74382
IFIT2	4	0.12626	1.2632	0.35601	0.78751	0.20652	0.51379
IFIT1	4	0.19522	1.2404	0.17795	0.63581	0.21484	0.51685
IFIT3	4	-0.062371	-0.65169	0.96186	0.99259	0.5146	0.73267
IFNA1	4	-0.33142	-1.7758	0.30087	0.75143	0.075768	0.50807
IFNA2	4	-0.12306	-1.5132	0.75935	0.95029	0.13024	0.50807
IFNA4	4	0.34151	1.2245	0.023866	0.2533	0.22078	0.51944
IFNA5	4	0.32383	1.129	0.03222	0.2967	0.2589	0.54416
IFNA6	4	0.13107	0.838	0.34005	0.77615	0.40203	0.64935
IFNA7	4	0.34395	1.529	0.023021	0.24654	0.12625	0.50807
IFNA8	4	0.32608	1.5285	0.031126	0.29076	0.12639	0.50807
IFNA10	4	-0.10652	-0.42966	0.81091	0.96264	0.66744	0.80201
IFNA13	4	0.34132	1.5219	0.023916	0.25342	0.12804	0.50807
IFNA14	4	-0.2218	-1.1028	0.49727	0.86269	0.27011	0.55216
IFNA16	4	0.047582	1.0102	0.62759	0.91597	0.31242	0.58369
IFNA17	4	0.059892	0.39253	0.57891	0.89704	0.69467	0.82048
IFNA21	4	-0.10982	-0.52336	0.80121	0.95969	0.60072	0.75662
IFNAR1	4	0.27678	0.95337	0.064936	0.42806	0.3404	0.60339
IFNAR2	4	0.1911	0.89446	0.18641	0.64173	0.37108	0.62605
IFNB1	4	-0.00023693	-0.0032402	0.80882	0.96202	0.99741	0.99882
IFNG	4	0.16457	1.1698	0.24826	0.70843	0.24209	0.53323
IFNGR1	4	0.44782	1.2795	0.0033811	0.08134	0.20072	0.51169
IFNGR2	4	0.062651	0.46298	0.56787	0.89192	0.64338	0.78527
IFNW1	4	0.029921	0.17729	0.69406	0.93584	0.85928	0.92436
IFRD1	4	0.18424	1.3201	0.20157	0.65817	0.18679	0.50837
IGBP1	4	-1.5313	-3.3732	0.00049722	0.028571	0.00074308	0.085399
IGF1	4	0.15918	0.8048	0.26183	0.72078	0.42094	0.66357
IGF1R	4	-0.37105	-0.91816	0.24652	0.70717	0.35853	0.61587
IGF2	4	0.054941	0.49341	0.5978	0.9046	0.62173	0.77028
IGF2R	4	0.22744	1.5376	0.12406	0.56384	0.12415	0.50807
IGFALS	4	-0.05198	-0.73746	0.9993	0.9999	0.46084	0.69573
IGFBP1	4	0.22529	1.4507	0.12699	0.56869	0.14685	0.50807
IGFBP2	4	0.15956	0.91476	0.26069	0.71997	0.36032	0.61675
IGFBP3	4	-0.04033	-0.59743	0.95833	0.99177	0.55022	0.74399
IGFBP4	4	0.072829	1.0977	0.53277	0.87806	0.27234	0.55387
IGFBP5	4	-0.062422	-0.61655	0.96161	0.99259	0.53753	0.74233
IGFBP6	4	-0.10755	-0.71295	0.80793	0.96202	0.47588	0.70733
IGFBP7	4	0.05524	0.96885	0.59656	0.90435	0.33262	0.59749
CYR61	4	0.16344	1.5281	0.25099	0.71209	0.12648	0.50807
IGHMBP2	4	0.026685	0.14496	0.70689	0.93937	0.88475	0.9373
JCHAIN	4	0.28982	1.4665	0.054097	0.39165	0.14251	0.50807
RBPJ	4	-0.12623	-0.73414	0.74925	0.94847	0.46286	0.69736
IGLL1	4	0.23341	1.1796	0.11371	0.54336	0.23817	0.53097
IGSF1	4	0.28883	1.4094	0.054992	0.39566	0.1587	0.50807
IHH	4	0.19896	1.3039	0.17174	0.62983	0.19226	0.50938
IK	4	-0.86049	-2.6343	0.016508	0.20304	0.0084311	0.24224
IKBKB	4	0.16516	1.1338	0.24677	0.70737	0.25686	0.54271
IL1A	4	0.17672	1.5528	0.21937	0.6794	0.12047	0.50807
IL1B	4	0.12118	0.75727	0.37018	0.79507	0.44889	0.68628
IL1R1	4	0.11543	1.4309	0.38962	0.80859	0.15245	0.50807
IL1RAP	4	0.24765	1.422	0.095813	0.50831	0.15502	0.50807
IL1RN	4	0.053849	0.21273	0.60268	0.90748	0.83154	0.90728
IL2	4	0.059743	0.66269	0.57941	0.89714	0.50753	0.72977
IL2RA	4	0.19327	1.2561	0.18243	0.6397	0.2091	0.51462
IL2RB	4	0.31245	1.4005	0.03933	0.33263	0.16137	0.50807
IL2RG	4	0.10957	0.86804	0.40767	0.8181	0.38537	0.63749
IL3	4	0.21162	1.2517	0.14812	0.60048	0.21068	0.51549
IL3RA	4	-0.21714	-0.71248	0.50805	0.86746	0.47617	0.70752
IL4	4	0.055947	0.45569	0.59407	0.90314	0.64862	0.78926
IL4R	4	0.063539	0.72664	0.56568	0.8905	0.46745	0.7013
IL5	4	0.013468	0.1741	0.75547	0.95028	0.86179	0.92549
IL5RA	4	0.26864	1.5071	0.072494	0.45167	0.13178	0.50807
IL6	4	0.69538	1.181	4.9722e-05	0.0049261	0.23762	0.5307
IL6R	4	0.20479	0.79437	0.16075	0.61327	0.42698	0.66813
IL6ST	4	-0.058978	-0.5724	0.97345	0.99537	0.56705	0.74626
IL7	4	0.35177	1.503	0.01959	0.22222	0.13285	0.50807
IL7R	4	0.196	1.23	0.17666	0.63551	0.21868	0.51825
CXCL8	4	0.34438	1.5556	0.022723	0.24557	0.11979	0.50807
CXCR1	4	0.066188	0.63666	0.55619	0.88738	0.52435	0.73858
IL9	4	0.088839	0.74292	0.47703	0.85182	0.45753	0.69333
CXCR2	4	-0.039203	-0.40081	0.95441	0.99097	0.68856	0.81629
IL9R	4	-0.34213	-1.9843	0.28565	0.73948	0.047228	0.47864
IL10	4	0.30594	1.5166	0.043357	0.35133	0.12937	0.50807
IL10RA	4	0.13351	1.6803	0.33249	0.77048	0.092901	0.50807
IL10RB	4	0.099537	1.2399	0.44148	0.83567	0.21501	0.5169
IL11	4	-0.27362	-1.9238	0.39166	0.80999	0.054385	0.49865
IL11RA	4	0.12498	1.2337	0.36018	0.78993	0.21732	0.51803
IL12A	4	0.18703	1.6242	0.1958	0.65378	0.10432	0.50807
IL12B	4	0.20674	1.2633	0.15657	0.60886	0.20649	0.51379
IL12RB1	4	-0.30638	-1.7869	0.33836	0.77581	0.073948	0.50807
IL12RB2	4	0.12894	1.3747	0.34696	0.78106	0.16922	0.50807
IL13	4	0.16056	1.4551	0.2585	0.71897	0.14563	0.50807
IL13RA1	4	0.14094	1.3367	0.31161	0.75812	0.18132	0.50807
IL13RA2	4	0.064049	1.4067	0.56364	0.8894	0.15952	0.50807
IL15	4	0.36485	1.4857	0.01601	0.20087	0.13736	0.50807
IL15RA	4	-0.29744	-0.96237	0.35158	0.78453	0.33586	0.59958
IL16	4	-0.0017142	-0.035333	0.81464	0.96342	0.97181	0.98504
TNFRSF9	4	-0.025317	-0.18518	0.90185	0.98175	0.85309	0.92055
IL17A	4	-0.050796	-0.52517	0.99712	0.999	0.59947	0.75582
IL18	4	0.069423	1.1258	0.54495	0.8838	0.26024	0.54526
FOXK2	4	-0.028779	-0.18874	0.91373	0.98294	0.85029	0.91937
ILF2	4	-1.3974	-2.7581	0.00094471	0.038462	0.0058139	0.20857
ILF3	4	-1.3512	-2.7885	0.001243	0.046125	0.0052954	0.19723
ILK	4	-0.64794	-1.8721	0.054395	0.39296	0.061197	0.50807
IMPA1	4	0.060762	0.80958	0.57538	0.89532	0.41818	0.66136
IMPA2	4	-0.09889	-0.83636	0.83686	0.96981	0.40295	0.6503
