Gene	sgRNA	1qDi|beta	1qDi|z	1qDi|p-value	1qDi|fdr	1qDi|wald-p-value	1qDi|wald-fdr
ATP5I	4	-1.6497	-3.1294	9.9443e-05	0.0076628	0.0017516	0.11665
ATP5J	4	-0.47483	-1.1727	0.14335	0.59403	0.24091	0.53232
ATP6V1A	4	-1.0518	-2.6524	0.0054694	0.10368	0.007992	0.23813
ATP6V1B1	4	-0.24762	-1.3991	0.44257	0.83617	0.16178	0.50807
ATP6V1B2	4	-1.5465	-2.6047	0.00039777	0.023952	0.0091951	0.2523
ATP6V0C	4	-2.1767	-4.1702	0	0	3.0435e-05	0.020597
ATP6V1C1	4	-0.90105	-2.6775	0.013077	0.17533	0.0074174	0.23197
ATP6V1E1	4	-0.36818	-1.2752	0.2499	0.71069	0.20223	0.51169
ATP6V0B	4	-1.304	-2.7532	0.0016408	0.056799	0.0059021	0.20997
ATP6V1G2	4	-0.17136	-1.7016	0.62097	0.91356	0.088824	0.50807
ATP6V0A1	4	0.083736	1.206	0.49513	0.86121	0.22782	0.52405
ATP6AP1	4	-1.5853	-3.4809	0.00024861	0.015823	0.00049965	0.06836
ATP7A	4	-0.06913	-0.71507	0.9369	0.98779	0.47457	0.70616
ATP5O	4	-1.1046	-2.1934	0.0044252	0.094693	0.028278	0.39856
ATP7B	4	0.30202	1.5504	0.04634	0.36427	0.12105	0.50807
ATR	4	-0.4105	-1.3473	0.20192	0.65841	0.1779	0.50807
ATRX	4	-0.34126	-1.0849	0.28704	0.74064	0.27796	0.55753
KIF1A	4	-0.065794	-1.038	0.94909	0.98948	0.29929	0.57353
AUH	4	0.38689	1.5101	0.01069	0.15523	0.13103	0.50807
AUP1	4	-0.030139	-0.37989	0.91866	0.98418	0.70402	0.82613
AVP	4	0.18774	1.4682	0.19406	0.65121	0.14206	0.50807
AVPR1A	4	0.19056	1.5653	0.1875	0.64319	0.11751	0.50807
AVPR1B	4	0.0043482	0.046827	0.79018	0.95781	0.96265	0.97999
AVPR2	4	0.18101	1.5403	0.20878	0.66751	0.12348	0.50807
AXL	4	-0.037452	-0.48367	0.947	0.98895	0.62862	0.77475
AZGP1	4	0.042738	1.2302	0.64578	0.92207	0.21864	0.51825
AZU1	4	0.20682	1.3816	0.15642	0.60882	0.16709	0.50807
B2M	4	0.19754	1.2158	0.17373	0.63087	0.22407	0.52117
BAAT	4	0.040252	0.3079	0.65503	0.92443	0.75816	0.86142
BACH1	4	-0.2378	-1.3047	0.46266	0.84463	0.19201	0.50918
BAD	4	-0.33682	-1.5278	0.29231	0.74465	0.12656	0.50807
BAG1	4	-0.28111	-1.5996	0.37754	0.79994	0.10968	0.50807
ADGRB1	4	0.11293	0.98289	0.39737	0.8131	0.32566	0.59279
ADGRB2	4	-0.11257	-1.6651	0.79236	0.95817	0.095891	0.50807
ADGRB3	4	-0.075107	-1.0124	0.91687	0.98342	0.31134	0.5831
BAK1	4	-0.2378	-1.9359	0.46266	0.84463	0.052883	0.49409
NKX3-2	4	0.089757	0.71536	0.47385	0.85029	0.47438	0.706
BARD1	4	-1.0069	-2.4288	0.0075577	0.12914	0.01515	0.30833
BAX	4	0.075	0.59994	0.52531	0.87553	0.54854	0.74393
BBS1	4	-0.11448	-1.0162	0.78704	0.95781	0.30951	0.58155
BBS2	4	0.025803	0.4102	0.71062	0.94088	0.68166	0.81185
BBS4	4	-0.12481	-1.3679	0.75413	0.94991	0.17134	0.50807
BCAT1	4	0.060896	0.4826	0.57483	0.89512	0.62938	0.77512
BCAT2	4	0.056041	1.0693	0.59363	0.90305	0.28492	0.56291
BCHE	4	0.17814	1.3868	0.21619	0.67453	0.1655	0.50807
BCKDHA	4	-0.22468	-1.4088	0.4908	0.85913	0.1589	0.50807
BCKDHB	4	-0.00018668	-0.0032267	0.80862	0.96202	0.99743	0.99882
CCND1	4	-0.48903	-2.2636	0.13196	0.5762	0.023598	0.37253
BCL2	4	-0.017906	-0.29575	0.87535	0.97741	0.76742	0.8671
BCL2A1	4	0.15225	1.5398	0.28063	0.73596	0.12361	0.50807
BCL2L1	4	-0.96904	-2.7096	0.0091985	0.14431	0.0067362	0.22426
BCL2L2	4	-0.43078	-2.1992	0.18228	0.6397	0.027864	0.3983
BCL3	4	0.082233	0.96645	0.50065	0.86437	0.33382	0.59827
BCL6	4	0.059803	0.63927	0.57916	0.89704	0.52264	0.7377
BCL7A	4	-0.13628	-1.3725	0.71758	0.94339	0.16992	0.50807
BCL9	4	-0.05633	-0.18817	0.98319	0.99743	0.85074	0.91951
TNFRSF17	4	0.19129	1.3291	0.18611	0.64147	0.1838	0.50807
HCN2	4	-0.22488	-1.3422	0.49035	0.85891	0.17955	0.50807
OPN1SW	4	0.26687	1.6132	0.074781	0.45856	0.10671	0.50807
BCR	4	-0.061413	-0.34187	0.96524	0.99259	0.73245	0.84323
BCS1L	4	-1.3349	-2.1979	0.0012928	0.046512	0.027955	0.39835
BDH1	4	-0.046768	-0.3981	0.98309	0.99743	0.69056	0.81763
BDKRB1	4	0.19921	1.2883	0.17114	0.62925	0.19765	0.51061
BDKRB2	4	0.11481	1.4178	0.39171	0.80999	0.15624	0.50807
CFB	4	-0.24238	-1.4797	0.45316	0.84037	0.13894	0.50807
BFSP1	4	0.0019257	0.0055265	0.79982	0.95956	0.99559	0.99787
BGLAP	4	-0.14121	-1.2352	0.70346	0.93866	0.21675	0.5175
BGN	4	-0.019061	-0.16495	0.87863	0.97741	0.86899	0.92958
CEACAM1	4	0.2184	1.1244	0.13808	0.58748	0.26086	0.54576
BHMT	4	-0.11377	-0.80786	0.78913	0.95781	0.41917	0.66219
BICD1	4	0.010505	0.1463	0.76636	0.95253	0.88368	0.93669
BID	4	-0.11885	-1.0501	0.77322	0.95378	0.29369	0.5689
BIK	4	-0.0016312	-0.015343	0.81429	0.96335	0.98776	0.99349
PRDM1	4	-0.080354	-0.84701	0.89996	0.98175	0.39699	0.64545
BLK	4	0.0222	0.17782	0.72405	0.94376	0.85887	0.92411
BLM	4	-0.037991	-0.16269	0.94894	0.98937	0.87076	0.93045
BLMH	4	-0.038722	-0.51133	0.95202	0.99038	0.60912	0.76092
CXCR5	4	0.20418	1.4165	0.16179	0.61524	0.15664	0.50807
BLVRA	4	0.11867	1.4288	0.37813	0.80036	0.15306	0.50807
BLVRB	4	-0.28346	-2.012	0.37366	0.79731	0.044217	0.47105
BNC1	4	0.1233	0.85043	0.36535	0.79249	0.39509	0.64398
BMI1	4	-0.050085	-0.22195	0.99438	0.9984	0.82435	0.90302
BMP1	4	0.031153	0.17034	0.68934	0.93393	0.86475	0.92692
BMP2	4	-0.13498	-0.83324	0.7225	0.94368	0.40471	0.65168
BMP3	4	0.31714	1.2491	0.036197	0.31625	0.21165	0.51594
BMP4	4	-0.0015584	-0.022174	0.81409	0.96335	0.98231	0.99088
BMP5	4	0.00034703	0.0039575	0.80648	0.96181	0.99684	0.99862
BMP6	4	0.40143	1.4823	0.0079057	0.13184	0.13826	0.50807
BMP7	4	0.12986	1.008	0.34402	0.77864	0.31345	0.5842
BMP8B	4	0.032755	0.16429	0.68352	0.93293	0.8695	0.92982
BMPR1A	4	-0.65092	-2.0197	0.05355	0.38923	0.043417	0.46821
BMPR1B	4	-0.055798	-0.47524	0.98538	0.99794	0.63462	0.77915
BMPR2	4	0.052945	0.37027	0.60601	0.90816	0.71118	0.83038
BMX	4	0.24533	1.5506	0.0983	0.5119	0.12099	0.50807
POLR3D	4	-0.67308	-1.9076	0.047981	0.37158	0.056448	0.50457
BNIP1	4	-0.81239	-2.4487	0.021877	0.23874	0.014336	0.30351
BNIP2	4	-0.22856	-1.8325	0.48225	0.85574	0.066878	0.50807
BNIP3	4	-0.045898	-0.3441	0.97902	0.996	0.73077	0.8423
BNIP3L	4	-0.015934	-0.21381	0.86799	0.9764	0.8307	0.90661
BOK	4	-0.1083	-0.91352	0.80619	0.96168	0.36097	0.61757
DST	4	0.1431	0.69684	0.30633	0.75447	0.4859	0.71524
FOXL2	4	-0.30571	-1.9363	0.33905	0.77581	0.052826	0.49409
BPGM	4	0.13955	0.78739	0.31578	0.76087	0.43105	0.67152
BPHL	4	0.20206	1.6664	0.16567	0.62037	0.09564	0.50807
BPI	4	-0.13787	-1.0562	0.71316	0.94225	0.2909	0.56713
BRCA1	4	-0.72613	-2.1316	0.034954	0.30918	0.033043	0.42086
BRAF	4	-0.28721	-0.98025	0.36754	0.79413	0.32696	0.59403
BRCA2	4	-0.39782	-1.7032	0.21524	0.67377	0.088528	0.50807
BRDT	4	0.22784	0.98499	0.12326	0.56212	0.32463	0.59209
ZFP36L1	4	0.001603	0.023735	0.80136	0.95969	0.98106	0.98998
ZFP36L2	4	-0.34829	-1.6558	0.27735	0.73375	0.097768	0.50807
BRS3	4	0.33702	1.3741	0.026303	0.26771	0.16942	0.50807
BSG	4	-0.26692	-1.8979	0.40314	0.81545	0.057705	0.50807
BST1	4	0.04365	0.44002	0.6421	0.92072	0.65992	0.79671
BST2	4	-0.26869	-1.9668	0.40001	0.81435	0.049202	0.48642
BTC	4	0.29239	1.5559	0.052058	0.38332	0.11972	0.50807
BTD	4	0.11163	1.3573	0.40205	0.81545	0.17468	0.50807
KLF9	4	-0.22526	-1.6594	0.48981	0.85862	0.097032	0.50807
KLF5	4	0.10802	0.57081	0.41324	0.82175	0.56813	0.74626
BTF3	4	-0.4626	-1.6092	0.15414	0.60713	0.10756	0.50807
BTG1	4	-0.023447	-0.17612	0.89509	0.98175	0.8602	0.9247
BTK	4	0.086086	1.2068	0.48667	0.85802	0.22749	0.52392
BTN1A1	4	0.37392	1.4862	0.013226	0.17628	0.13723	0.50807
BUB1	4	-0.63968	-1.8507	0.05708	0.40084	0.064215	0.50807
BUB1B	4	-1.0748	-2.8298	0.0046738	0.095723	0.0046573	0.18402
BYSL	4	-0.32591	-1.4054	0.30977	0.75634	0.15991	0.50807
TSPO	4	0.054797	0.65124	0.5987	0.90507	0.51489	0.73283
C1QBP	4	-1.0629	-2.8637	0.0051213	0.10078	0.0041867	0.17741
SERPING1	4	0.13673	1.5533	0.32399	0.76493	0.12036	0.50807
C1QA	4	0.0034056	0.03927	0.79351	0.95854	0.96868	0.98345
C1QB	4	0.038242	0.22963	0.66229	0.92539	0.81838	0.89991
C1QC	4	-0.00040951	-0.0038942	0.80952	0.96202	0.99689	0.99862
C1S	4	-0.0015772	-0.011918	0.81419	0.96335	0.99049	0.99522
C2	4	-0.055075	-0.84519	0.98846	0.998	0.398	0.64596
C3	4	-0.028916	-0.3941	0.91383	0.98294	0.69351	0.81967
C3AR1	4	0.13184	0.53476	0.33796	0.77565	0.59282	0.75275
C4A	4	-0.21368	-1.2211	0.51561	0.87077	0.22205	0.5198
C4B	4	0.029038	0.2363	0.69734	0.93722	0.8132	0.89685
C4BPA	4	0.15626	1.6379	0.26914	0.72685	0.10144	0.50807
C4BPB	4	-0.030276	-0.36461	0.91945	0.98436	0.7154	0.83283
CAPN5	4	0.072622	0.61802	0.53346	0.87835	0.53657	0.74205
C5	4	0.2478	1.3523	0.095465	0.50767	0.17628	0.50807
C5AR1	4	-0.035786	-0.5094	0.94108	0.98843	0.61047	0.76203
C6	4	0.29632	1.2959	0.049622	0.37462	0.195	0.50956
C7	4	0.22489	1.4993	0.12764	0.5694	0.13381	0.50807
C8A	4	0.19922	1.0896	0.17114	0.62925	0.27587	0.5565
C8B	4	0.15719	1.2479	0.26691	0.72501	0.21207	0.51594
C8G	4	-0.080826	-0.62721	0.89872	0.98175	0.53052	0.74045
OSGIN2	4	-0.0067828	-0.068772	0.83423	0.96899	0.94517	0.97115
C9	4	0.25134	1.4912	0.091189	0.49662	0.13592	0.50807
VPS51	4	-1.1539	-2.5571	0.0033811	0.08134	0.010555	0.26461
MRPL49	4	-0.94209	-2.615	0.010342	0.15249	0.0089221	0.24987
ZNHIT2	4	-1.8822	-3.5222	0	0	0.00042792	0.063577
MPPED2	4	0.16355	1.2092	0.25085	0.71207	0.2266	0.52298
MYRF	4	-0.37515	-1.8178	0.2412	0.7026	0.069101	0.50807
TMEM258	4	-1.1697	-2.9384	0.0030827	0.077019	0.0032988	0.15898
DAGLA	4	-0.10982	-0.5854	0.80116	0.95969	0.55828	0.74548
FMNL1	4	-0.058864	-0.36589	0.97385	0.99553	0.71445	0.8324
LDLRAD4	4	-0.062009	-0.51653	0.96326	0.99259	0.60548	0.75872
PTTG1IP	4	0.32304	1.517	0.032568	0.29719	0.12926	0.50807
C21orf2	4	-0.25513	-1.6707	0.42696	0.8275	0.094777	0.50807
TMEM50B	4	-0.045651	-0.26642	0.97807	0.9958	0.78992	0.88122
MPPED1	4	-0.14195	-1.0653	0.70122	0.93833	0.28674	0.56421
CA1	4	0.1215	0.88471	0.36948	0.79476	0.37631	0.63028
CA2	4	0.10093	1.176	0.43646	0.83264	0.23958	0.53136
CA3	4	0.03862	0.29797	0.66105	0.92528	0.76572	0.86601
CA4	4	0.30975	1.4112	0.040772	0.33982	0.15818	0.50807
CA5A	4	-0.35251	-1.9023	0.27223	0.72906	0.057132	0.50767
CA6	4	-0.11512	-1.0396	0.7849	0.95673	0.29854	0.57277
CA7	4	0.20258	0.96511	0.16473	0.61891	0.33449	0.59878
CA8	4	0.14017	0.75694	0.31414	0.75975	0.44908	0.68647
CA9	4	-0.22065	-1.9746	0.50015	0.86404	0.048309	0.48249
CA11	4	-0.21996	-1.8089	0.50179	0.86487	0.070466	0.50807
CA12	4	-0.14442	-0.99139	0.69362	0.93561	0.32149	0.59026
CACNA1A	4	0.0074485	0.047073	0.77849	0.95516	0.96245	0.97987
CACNA1B	4	-0.028513	-0.38564	0.91284	0.98256	0.69977	0.82363
CACNA1C	4	-0.10897	-0.71635	0.80365	0.96048	0.47378	0.70566
CACNA1D	4	0.37987	1.4851	0.012232	0.16849	0.13753	0.50807
CACNA1E	4	0.32955	1.2897	0.029385	0.28223	0.19716	0.51024
CACNA1F	4	0.20843	1.2956	0.15349	0.6062	0.1951	0.50956
CACNA1S	4	-0.20442	-1.6956	0.53799	0.88111	0.089959	0.50807
DDR1	4	0.16693	0.82969	0.24209	0.70284	0.40671	0.65316
CACNA2D1	4	0.25586	1.1304	0.085521	0.48328	0.25829	0.54349
CACNB1	4	-0.14604	-1.567	0.68939	0.93393	0.11711	0.50807
CACNB2	4	0.16793	1.4956	0.23931	0.70038	0.13475	0.50807
CACNB3	4	-0.20225	-1.0714	0.54385	0.88359	0.28397	0.56209
CACNB4	4	0.17376	1.2579	0.22529	0.6847	0.20844	0.51437
CACNG1	4	-0.26046	-1.0773	0.41582	0.82256	0.28134	0.56039
SLC25A20	4	0.062815	0.76402	0.56742	0.89184	0.44485	0.68334
CAD	4	-0.39944	-2.022	0.21365	0.67183	0.043174	0.46753
CALB1	4	0.29796	1.4603	0.049025	0.37434	0.14421	0.50807
CALB2	4	0.22698	1.3465	0.12475	0.56444	0.17814	0.50807
S100G	4	0.27406	1.4217	0.067671	0.43734	0.1551	0.50807
CALCA	4	-0.13511	-0.47318	0.72211	0.94368	0.63609	0.78025
CALCB	4	-0.10384	-0.61925	0.82001	0.96509	0.53575	0.74177
CALCR	4	0.14362	1.1746	0.30499	0.75414	0.24014	0.53177
CALD1	4	0.11721	1.6253	0.3839	0.80494	0.10409	0.50807
CALM1	4	0.20323	1.4553	0.16353	0.6174	0.14559	0.50807
CALM3	4	0.079893	0.8103	0.5081	0.86746	0.41777	0.66089
CALML3	4	0.32241	1.3798	0.033115	0.30014	0.16766	0.50807
CALR	4	-0.081523	-0.50861	0.89653	0.98175	0.61102	0.76237
CALU	4	0.042835	1.227	0.64549	0.92207	0.21984	0.51873
CAMK4	4	-0.24311	-1.3364	0.45172	0.83996	0.18141	0.50807
CAMK2A	4	0.19934	1.4067	0.17089	0.6288	0.15952	0.50807
CAMK2B	4	-0.25031	-1.8269	0.43661	0.83264	0.067715	0.50807
CAMK2D	4	0.012336	0.076032	0.75984	0.95029	0.93939	0.96796
CAMK2G	4	-0.44477	-1.9652	0.16841	0.62537	0.049394	0.48642
CAMLG	4	-0.96377	-2.4133	0.0093974	0.1455	0.01581	0.3116
CAMP	4	-0.0094359	-0.063557	0.84447	0.97213	0.94932	0.97313
CANX	4	0.038646	0.53642	0.66095	0.92528	0.59167	0.75252
CAPG	4	-0.28441	-1.4238	0.37241	0.79672	0.1545	0.50807
CAPN1	4	-0.011768	-0.068115	0.85337	0.9741	0.94569	0.97129
CAPN2	4	0.24455	1.3202	0.098946	0.51209	0.18678	0.50837
CAPN3	4	-0.14482	-0.95408	0.69247	0.9352	0.34004	0.60308
CAPNS1	4	0.030004	0.38793	0.69357	0.93561	0.69807	0.82245
CAPN6	4	0.074149	0.82054	0.52874	0.87672	0.41191	0.65696
CAPS	4	-0.41128	-1.8303	0.20112	0.65799	0.067199	0.50807
CAPZA1	4	0.17782	1.3145	0.21708	0.67574	0.18868	0.50837
CAPZA2	4	-0.11388	-0.83106	0.78883	0.95781	0.40594	0.65246
CAST	4	0.1767	1.4792	0.21937	0.6794	0.13908	0.50807
CAPZB	4	-2.1707	-4.4119	0	0	1.0249e-05	0.011451
CARS	4	-1.5617	-2.8466	0.00029833	0.018692	0.0044195	0.17957
CASP1	4	0.24016	1.5293	0.10531	0.52696	0.12619	0.50807
CASP2	4	0.38137	1.3486	0.011883	0.16597	0.17745	0.50807
CASP3	4	0.028865	0.16986	0.69784	0.93722	0.86512	0.92697
CASP4	4	0.082102	0.71067	0.50129	0.86474	0.47729	0.70819
CASP5	4	0.20571	1.2614	0.15886	0.61125	0.20716	0.5138
CASP6	4	0.20646	1.6607	0.15747	0.60986	0.096771	0.50807
CASP7	4	0.13021	0.72859	0.34303	0.77763	0.46625	0.70042
CASP8	4	0.04125	0.48326	0.6515	0.92443	0.62891	0.77495
CASP9	4	-0.072982	-0.72221	0.92427	0.98558	0.47017	0.70328
CASP10	4	0.046756	0.58454	0.63112	0.91699	0.55886	0.74548
CASQ1	4	0.017132	0.3532	0.7418	0.947	0.72394	0.83802
CASQ2	4	0.29499	1.1052	0.050268	0.37626	0.26909	0.55163
CASR	4	0.12426	1.043	0.36197	0.79036	0.29694	0.57177
CAT	4	0.12535	0.71882	0.35919	0.78993	0.47225	0.70444
CAV1	4	0.17085	1.4079	0.23215	0.69232	0.15915	0.50807
CAV2	4	-0.045387	-0.34358	0.97703	0.99579	0.73116	0.84265
CAV3	4	0.22126	1.616	0.13281	0.57814	0.10609	0.50807
RUNX2	4	0.036948	0.37656	0.66726	0.92648	0.7065	0.82741
RUNX1	4	0.072985	0.80808	0.53227	0.87786	0.41905	0.66214
RUNX1T1	4	0.053413	0.51593	0.60461	0.90816	0.6059	0.75901
CBFA2T3	4	-0.015874	-0.19583	0.86779	0.9764	0.84475	0.91583
RUNX3	4	-0.017339	-0.66841	0.87301	0.97741	0.50387	0.72697
CBFB	4	-0.10251	-1.2765	0.82413	0.96581	0.20177	0.51169
SERPINA6	4	0.036179	0.38319	0.6702	0.92748	0.70158	0.82488
CBL	4	0.072358	0.42855	0.53456	0.87939	0.66825	0.80257
CBLB	4	0.082722	0.62322	0.49911	0.86394	0.53314	0.74087
CBLN1	4	0.044798	0.73151	0.63793	0.91965	0.46447	0.69868
SERPINH1	4	0.040519	0.38356	0.65429	0.92443	0.70131	0.82485
CBR1	4	0.042647	0.74794	0.64628	0.92207	0.4545	0.69091
CBR3	4	0.070272	0.58542	0.54182	0.88287	0.55827	0.74548
CBS	4	0.13226	0.81517	0.33642	0.77388	0.41498	0.65924
CCIN	4	0.040319	0.31476	0.65483	0.92443	0.75295	0.85816
CCBL1	4	-0.11424	-0.54442	0.78774	0.95781	0.58615	0.75078
CCK	4	0.1566	1.1037	0.26825	0.726	0.26971	0.55201
CCKAR	4	0.17109	1.2093	0.23165	0.69201	0.22656	0.52296
CCKBR	4	0.080245	0.5244	0.50701	0.86719	0.6	0.7562
KRIT1	4	-0.044903	-0.39126	0.97554	0.99553	0.69561	0.82101
CCNA2	4	-1.5366	-2.6642	0.00049722	0.028571	0.0077176	0.23668
CCNB1	4	-0.56233	-1.5848	0.087212	0.48776	0.11301	0.50807
CCNC	4	0.060398	0.64632	0.57667	0.89574	0.51807	0.7348
CCND2	4	-0.84566	-2.6539	0.017701	0.20978	0.0079569	0.23779
CCND3	4	-0.044537	-0.34834	0.97439	0.99553	0.72758	0.84064
CCNE1	4	-0.81668	-2.192	0.021281	0.23516	0.028378	0.39856
CCNF	4	-0.22223	-1.4959	0.49622	0.86199	0.13468	0.50807
CCNG1	4	-0.2154	-1.1453	0.51203	0.86919	0.25209	0.53855
CCNG2	4	0.03903	0.31673	0.65946	0.92512	0.75145	0.85685
CCNH	4	-1.4333	-3.2102	0.00089499	0.038462	0.0013264	0.10379
CCNT1	4	-0.084915	-0.33992	0.88509	0.97894	0.73392	0.84409
CCNT2	4	-0.13294	-0.788	0.72857	0.94505	0.4307	0.67118
CCT6A	4	-1.5451	-3.0489	0.00044749	0.026786	0.0022971	0.13292
CD1A	4	0.21217	1.0095	0.14732	0.60012	0.31276	0.5839
CD1B	4	0.15623	1.069	0.26924	0.72685	0.28506	0.56291
CD1C	4	0.063045	1.3917	0.56678	0.89131	0.16402	0.50807
CD1D	4	-0.08859	-0.99142	0.87192	0.97704	0.32148	0.59026
CD1E	4	0.066688	1.2004	0.55435	0.88656	0.22999	0.52467
CD2	4	0.29811	1.29	0.048926	0.37434	0.19705	0.51024
CD3D	4	0.17666	0.66413	0.21937	0.6794	0.50661	0.72906
CD3E	4	0.027228	0.27209	0.70465	0.93873	0.78556	0.87855
CD3G	4	-0.10009	-0.72259	0.83299	0.96844	0.46993	0.70328
CD247	4	-0.053714	-0.37891	0.99234	0.99805	0.70476	0.8265
CD4	4	0.16093	1.6445	0.25701	0.71786	0.10008	0.50807
CD5	4	0.012407	0.091794	0.75955	0.95029	0.92686	0.961
CD5L	4	0.029471	0.23064	0.69585	0.9365	0.81759	0.89964
CD6	4	-0.063997	-0.43791	0.95555	0.99164	0.66145	0.79788
CD7	4	-0.20265	-1.2517	0.54301	0.88347	0.21068	0.51549
CD8A	4	0.049831	0.58933	0.61824	0.91193	0.55564	0.74515
CD8B	4	-0.60832	-1.5504	0.067472	0.4369	0.12104	0.50807
CD9	4	0.15685	1.3169	0.26775	0.72535	0.18787	0.50837
CD14	4	0.15537	1.5321	0.27183	0.72906	0.1255	0.50807
CD19	4	-0.064833	-0.47639	0.95232	0.99048	0.6338	0.77844
MS4A1	4	0.35098	1.4807	0.019988	0.22471	0.13869	0.50807
MS4A3	4	0.27471	1.2575	0.067224	0.43617	0.20858	0.51448
CD22	4	-0.19885	-0.98618	0.55136	0.88611	0.32404	0.59161
CD27	4	-0.12128	-0.99003	0.76576	0.95253	0.32216	0.59048
CD28	4	0.19506	1.5001	0.17845	0.6362	0.13358	0.50807
CD80	4	-0.03328	-0.71201	0.93148	0.98668	0.47646	0.7076
CD86	4	-0.031962	-0.3786	0.92626	0.98566	0.70499	0.8266
TNFRSF8	4	-0.017751	-0.10818	0.8747	0.97741	0.91385	0.95373
TNFSF8	4	0.03767	0.53758	0.66428	0.92573	0.59087	0.75227
CD33	4	-0.063392	-0.37726	0.95784	0.99177	0.70598	0.82716
SIGLEC6	4	-0.31291	-0.87795	0.32891	0.76873	0.37997	0.63319
CD34	4	0.34165	1.4629	0.023866	0.2533	0.14349	0.50807
CD36	4	0.060761	0.8143	0.57538	0.89532	0.41547	0.6594
SCARB1	4	-0.38348	-2.1955	0.23145	0.69201	0.028131	0.39843
SCARB2	4	0.06921	0.64	0.54604	0.8844	0.52217	0.73745
CD37	4	-0.29127	-1.31	0.36098	0.78993	0.19021	0.50837
CD38	4	0.16006	1.5057	0.2592	0.71897	0.13215	0.50807
ENTPD1	4	0.11954	0.71307	0.37535	0.7982	0.4758	0.70727
ENTPD2	4	-0.34262	-1.7269	0.28481	0.73898	0.084183	0.50807
ENTPD6	4	0.10656	1.2274	0.41761	0.8231	0.21966	0.51843
ENTPD3	4	0.0037986	0.088117	0.79226	0.95817	0.92978	0.96262
ENTPD5	4	0.22708	0.95481	0.12455	0.56444	0.33967	0.60269
CD40	4	-0.14635	-0.96291	0.68849	0.93393	0.33559	0.59951
CD40LG	4	0.21074	1.3041	0.14971	0.60244	0.19222	0.50938
CD44	4	0.10474	0.91656	0.42333	0.8258	0.35937	0.61615
CD47	4	-0.079742	-0.48458	0.90205	0.98175	0.62797	0.77421
CD48	4	0.20604	1.5663	0.15816	0.61035	0.11728	0.50807
CD53	4	-0.035668	-0.23686	0.94068	0.98843	0.81277	0.89668
CD58	4	0.024207	0.093304	0.71698	0.94317	0.92566	0.96038
CD59	4	0.38673	1.4329	0.01074	0.15584	0.15187	0.50807
CD63	4	0.20657	1.4372	0.15712	0.60964	0.15065	0.50807
CD68	4	-0.43351	-2.1381	0.17964	0.63688	0.032509	0.41837
CD69	4	0.058923	0.38201	0.58269	0.89872	0.70245	0.82531
CD70	4	-0.1967	-1.4189	0.55668	0.88738	0.15591	0.50807
CD72	4	0.022084	0.20782	0.72464	0.94403	0.83537	0.90968
CD74	4	0.16553	1.4203	0.24587	0.70653	0.15553	0.50807
CD79A	4	0.0028862	0.033756	0.79614	0.95915	0.97307	0.98517
CD79B	4	-0.23478	-1.4448	0.46833	0.84767	0.14852	0.50807
CD81	4	-0.3112	-1.5028	0.33169	0.76979	0.1329	0.50807
ADGRE5	4	0.050814	0.4368	0.61436	0.91087	0.66226	0.79843
CD151	4	-0.51268	-1.8131	0.1153	0.54745	0.069818	0.50807
CDA	4	0.04539	0.32705	0.63569	0.91898	0.74363	0.85137
CDK1	4	-1.6559	-3.6745	9.9443e-05	0.0076628	0.00023832	0.052156
CDK11B	4	-0.62729	-1.624	0.060959	0.41475	0.10437	0.50807
LRBA	4	-0.071398	-1.5192	0.9288	0.9864	0.1287	0.50807
CDC5L	4	-1.5718	-2.7948	0.00024861	0.015823	0.0051928	0.19536
7-Sep	4	-0.79203	-2.4695	0.024712	0.25953	0.013532	0.29808
CDC6	4	-0.9436	-1.9334	0.010093	0.15037	0.053182	0.49439
CDC20	4	-1.2609	-2.2459	0.0020883	0.062315	0.02471	0.37828
CDC25A	4	-0.51146	-2.0431	0.1163	0.54984	0.041043	0.45828
CDC25B	4	-0.16775	-0.98095	0.62928	0.91644	0.32662	0.59386
CDC25C	4	-0.039867	-0.68234	0.95729	0.99177	0.49502	0.72129
CDC27	4	-1.0693	-2.0062	0.0050219	0.099704	0.044833	0.47312
CDC34	4	0.069989	1.182	0.54301	0.88347	0.2372	0.53032
CDC42	4	-0.93248	-2.6243	0.011088	0.15895	0.0086818	0.24662
CDH1	4	-0.32435	-2.0508	0.3118	0.75812	0.040282	0.45503
CDH2	4	-0.13169	-1.0196	0.73285	0.94584	0.30793	0.58049
CDH3	4	0.19196	1.5512	0.18467	0.6397	0.12085	0.50807
CDH4	4	0.043846	1.1453	0.64136	0.92024	0.25209	0.53855
CDH5	4	0.12208	1.4024	0.36824	0.79413	0.16081	0.50807
CDH6	4	0.015865	0.28019	0.74692	0.94818	0.77933	0.87456
CDH7	4	0.1596	1.1138	0.26049	0.71997	0.26537	0.54941
CDH8	4	-0.1005	-1.124	0.83159	0.96799	0.261	0.5458
CDH9	4	0.10322	1.2225	0.42875	0.82891	0.22152	0.51957
CDH10	4	-0.026947	-0.34246	0.90782	0.98236	0.73201	0.84323
CDH11	4	0.18143	1.6883	0.20769	0.66619	0.091346	0.50807
CDH12	4	0.14046	0.94974	0.31305	0.75947	0.34224	0.60453
CDH13	4	-0.074681	-0.37443	0.91811	0.98396	0.70808	0.82802
CDH15	4	-0.077979	-0.40516	0.90757	0.98236	0.68536	0.81412
CDH16	4	-0.071624	-0.23539	0.92785	0.9861	0.81391	0.89711
