Gene	sgRNA	1qDi|beta	1qDi|z	1qDi|p-value	1qDi|fdr	1qDi|wald-p-value	1qDi|wald-fdr
C9orf153	4	0.44441	0.9099	0.15349	0.73571	0.36287	0.71401
SAMD14	4	-0.40834	-0.83273	0.40871	0.88683	0.405	0.73271
CAPNS1	4	0.26573	0.73386	0.36719	0.86995	0.46304	0.75731
MID1IP1	4	0.066974	0.39055	0.73016	0.96846	0.69613	0.8496
SPTBN1	4	0.80837	1.1862	0.0089996	0.22346	0.23554	0.69021
HEG1	4	0.80679	1.1677	0.0092482	0.2285	0.24292	0.69021
FANCE	4	-0.94038	-1.6458	0.063494	0.54133	0.099815	0.68096
GXYLT1	4	0.25849	1.6036	0.37813	0.8736	0.1088	0.69021
ERC1	4	0.23974	0.74623	0.40896	0.8871	0.45553	0.75462
TMEM219	4	-0.084683	-0.31692	0.95605	0.99644	0.75131	0.87922
DLK2	4	-0.31643	-1.402	0.53466	0.9301	0.16091	0.69021
TMEM259	4	0.16062	1.1213	0.55017	0.93441	0.26216	0.69021
BBS12	4	-0.12629	-0.30901	0.87182	0.9862	0.75731	0.88291
TMEM160	4	-0.46674	-0.92234	0.33955	0.86138	0.35635	0.70977
EEF2	4	-1.0307	-1.651	0.043705	0.46361	0.098731	0.67701
PLXNC1	4	-0.1297	-0.54955	0.8656	0.98507	0.58263	0.80528
DEFB106B	2	0.2629	0.43991	0.54694	0.93293	0.66	0.83171
NDUFS2	4	-1.995	-3.1741	0.00049722	0.047619	0.0015031	0.10088
IPO4	4	-0.32472	-2.0673	0.52277	0.92741	0.038708	0.46367
ACTG2	4	0.41452	1.3042	0.18417	0.76721	0.19216	0.69021
EPHB1	4	0.10703	1.0397	0.65125	0.95284	0.29849	0.69296
TAS2R40	4	0.32623	0.80161	0.28386	0.83343	0.42278	0.74064
ZNF546	4	0.77494	1.237	0.013077	0.2751	0.21609	0.69021
OR7A10	4	0.3412	1.0424	0.26487	0.81951	0.29721	0.69283
KRTAP21-3	4	0.26595	1.414	0.36699	0.86995	0.15736	0.69021
CRYGN	4	-0.17352	-0.42582	0.78058	0.97345	0.67024	0.83653
UBTF	4	-1.3261	-2.7468	0.01258	0.26716	0.0060184	0.20096
FRRS1L	4	-0.026314	-0.12475	0.92417	0.99276	0.90072	0.95464
BTBD3	4	-0.13821	-0.40489	0.84929	0.98441	0.68556	0.84477
TMEM8A	4	0.062338	0.20196	0.74001	0.96907	0.83995	0.92408
FAM72A	4	-0.36007	-0.71195	0.47066	0.9145	0.47649	0.76464
UBAP1L	4	-0.30691	-1.1359	0.54997	0.93441	0.25599	0.69021
EPHA2	4	0.27878	1.4159	0.35009	0.86475	0.15681	0.69021
RTP4	4	-0.15774	-0.4115	0.81156	0.97903	0.6807	0.8423
SLC9A2	4	0.14317	0.37751	0.58289	0.93664	0.70579	0.85501
GPR32	4	0.29765	0.93711	0.32404	0.85592	0.3487	0.70576
RSL1D1	4	-1.5089	-2.7621	0.0056683	0.17896	0.0057422	0.19737
KLHL34	4	-0.18453	-1.3714	0.75989	0.97134	0.17024	0.69021
MATN4	4	0.32984	0.93597	0.27889	0.82814	0.34929	0.70624
NOS2	4	0.4565	1.299	0.14355	0.72243	0.19396	0.69021
AGBL4	4	0.27614	1.2291	0.35402	0.86661	0.21903	0.69021
PTMS	4	-0.014288	-0.050686	0.89897	0.9889	0.95958	0.98165
SMCO3	4	0.25972	0.473	0.3757	0.87356	0.63622	0.82287
CCDC134	4	0.426	1.1953	0.17209	0.75733	0.23199	0.69021
ZKSCAN2	4	-0.30971	-1.0925	0.54535	0.9321	0.27461	0.69021
RPL37A	4	-0.95785	-2.1302	0.059069	0.52285	0.033154	0.42908
PIH1D2	4	-0.89748	-2.3168	0.075875	0.57476	0.020513	0.35065
HHIPL1	4	-0.54564	-1.1875	0.26521	0.81951	0.23502	0.69021
NUDT11	4	0.30512	0.85177	0.3131	0.8466	0.39434	0.72729
MIA	4	0.10916	0.27926	0.64728	0.95196	0.78005	0.89448
NCBP2	4	-0.41656	-0.84612	0.39981	0.88343	0.39748	0.7288
NOG	4	0.091604	0.59146	0.68138	0.95909	0.55421	0.79498
SLC16A5	4	0.085863	0.51051	0.69342	0.96287	0.60969	0.81416
GEMIN5	4	0.10104	0.55701	0.66234	0.9546	0.57752	0.8032
YWHAG	4	-0.032783	-0.15001	0.9367	0.99393	0.88076	0.94499
ITPK1	4	0.033346	0.31084	0.79778	0.97549	0.75592	0.88242
BPY2	4	0.69788	1.0896	0.025557	0.36978	0.2759	0.69021
ZNF879	4	-0.42385	-1.7838	0.39026	0.88082	0.07446	0.60212
CREB3L2	4	0.26704	0.96717	0.36565	0.86995	0.33346	0.70076
BCL6	4	-0.12078	-0.55556	0.8832	0.98727	0.57851	0.80363
CENPW	4	-0.93072	-1.818	0.065782	0.54837	0.069064	0.58338
CRYAA	4	0.1342	0.66192	0.60044	0.94314	0.50802	0.7774
NOP2	4	-1.6343	-2.8555	0.0033313	0.13872	0.0042966	0.17286
ERAP1	4	0.41266	1.3033	0.18561	0.76721	0.19248	0.69021
CRHR2	4	0.47155	1.4044	0.13032	0.7012	0.16019	0.69021
SKIDA1	4	-0.29255	-0.89424	0.57309	0.93472	0.37119	0.71848
BBC3	4	0.1996	0.95671	0.47966	0.91589	0.33871	0.70163
PXDN	4	0.53584	1.1314	0.08577	0.59751	0.25787	0.69021
ENPP3	4	0.43295	1.0482	0.16547	0.75161	0.29456	0.69235
MST1	4	-1.1468	-2.1994	0.027049	0.37943	0.027851	0.40003
SETD3	4	0.36211	0.87659	0.23941	0.80292	0.38071	0.72134
FSIP2	4	-0.79769	-2.0057	0.11192	0.67214	0.044883	0.49435
RDH5	4	-0.014027	-0.069219	0.89832	0.98889	0.94482	0.97412
COL6A3	4	-0.41665	-2.152	0.39976	0.88343	0.031401	0.42189
TDRD3	4	0.3833	1.1498	0.2148	0.79057	0.25025	0.69021
CST4	4	0.27587	1.295	0.35427	0.86661	0.19533	0.69021
GNA15	4	0.46729	1.457	0.134	0.70921	0.14512	0.69021
LGI3	4	-0.18161	-0.43811	0.76606	0.97236	0.6613	0.8324
SLC39A5	4	0.14767	0.51384	0.57413	0.93498	0.60736	0.813
EGFL7	4	-0.086625	-0.75951	0.95142	0.99599	0.44755	0.75142
DHCR7	4	-0.11524	-0.44107	0.89389	0.9877	0.65916	0.83168
KLK14	4	-0.3503	-1.4057	0.48474	0.91589	0.15981	0.69021
FAM47A	4	-0.25497	-0.74529	0.63415	0.94889	0.4561	0.75498
RIC3	4	0.37116	1.4318	0.22847	0.79834	0.1522	0.69021
SLC26A3	4	0.013703	0.052569	0.8385	0.98344	0.95808	0.98085
TLR7	4	0.21316	0.66246	0.456	0.90782	0.50768	0.77717
MBP	4	0.079967	0.41899	0.7047	0.96457	0.67522	0.83926
CELA2A	4	0.02221	0.13194	0.82006	0.97975	0.89503	0.95177
UPP1	4	0.20197	0.44631	0.47559	0.91472	0.65537	0.83015
PLA2G4F	4	-0.18998	-0.67196	0.75015	0.97085	0.50161	0.77488
PLXNA3	4	-0.42122	-2.2654	0.39365	0.88134	0.023491	0.37437
SLC25A44	4	0.067742	0.25704	0.72867	0.96846	0.79715	0.90307
NFYA	4	-0.71071	-1.7369	0.15329	0.73571	0.082413	0.62689
SNRNP200	4	-1.2967	-2.9926	0.01432	0.28374	0.0027659	0.13705
BANP	4	-2.1846	-3.0611	0.00014916	0.020979	0.0022052	0.12268
AGBL3	4	0.253	1.1165	0.38758	0.87782	0.2642	0.69021
SLC9A3R2	4	0.3894	0.79602	0.20893	0.78601	0.42602	0.74225
PLGLB1	4	0.27729	1.3313	0.35223	0.86606	0.18309	0.69021
ATXN7	4	-0.041223	-0.11082	0.9553	0.99644	0.91176	0.95966
IL1RAPL1	4	0.38943	0.97281	0.20883	0.78601	0.33065	0.70048
FKBP5	4	-0.35543	-0.60915	0.47777	0.91472	0.54242	0.79099
NDUFAF4	4	-0.79998	-1.6198	0.11103	0.67097	0.10527	0.69021
FAM25C	4	-1.1195	-2.1363	0.03043	0.40369	0.032656	0.42537
LOC101060389	4	-1.5348	-2.5765	0.0049722	0.17271	0.009982	0.25209
SLC25A43	4	0.72611	1.1506	0.019789	0.32757	0.24989	0.69021
PARP14	4	0.62249	1.1035	0.047235	0.48272	0.26983	0.69021
PI16	4	-0.44321	-1.0818	0.36749	0.86995	0.27933	0.69021
ZNF628	4	0.12912	0.5811	0.61048	0.94647	0.56117	0.79782
YIPF6	4	0.59543	1.3199	0.05723	0.51452	0.18688	0.69021
DDX39A	4	0.319	0.75536	0.29405	0.83803	0.45004	0.752
ZNF350	4	-0.29684	-1.1754	0.56643	0.93441	0.23982	0.69021
LYG2	4	0.22599	1.2878	0.43303	0.90034	0.1978	0.69021
ALX1	4	0.060889	0.29498	0.74274	0.96907	0.76801	0.8891
METRNL	4	0.38215	0.77941	0.21574	0.79057	0.43574	0.74631
C16orf70	4	0.58458	1.0098	0.062152	0.53442	0.31258	0.69543
SOS2	4	0.37654	1.4305	0.22216	0.79664	0.15257	0.69021
LZIC	4	0.1645	0.61078	0.54281	0.93153	0.54134	0.79044
F8A3	4	-0.67348	-1.503	0.17253	0.75733	0.13284	0.69021
USP19	4	-0.33481	-1.8469	0.50815	0.92465	0.064755	0.56989
PRKCE	4	-0.048908	-0.75101	0.97022	0.99763	0.45265	0.75294
DPY19L4	4	0.1426	0.54692	0.58388	0.93706	0.58443	0.80617
CDC27	4	-1.0429	-2.4498	0.041766	0.45328	0.014295	0.2977
SLC25A34	4	-0.1288	-0.29068	0.86709	0.98521	0.7713	0.89069
WNT9A	4	0.23587	0.96802	0.41537	0.89204	0.33304	0.70076
KCNK3	4	0.15576	0.83341	0.55952	0.93441	0.40461	0.73271
SEPW1	4	0.38735	0.65908	0.21057	0.78659	0.50984	0.77811
TTC25	4	-0.091294	-0.32143	0.94118	0.99402	0.74789	0.87801
FOXR1	4	-0.13313	-0.54404	0.85979	0.98502	0.58642	0.80617
EPHB4	4	-0.35773	-0.96238	0.47454	0.91472	0.33586	0.70125
RPL18A	4	-2.6092	-4.6861	4.9722e-05	0.011494	2.7846e-06	0.0016971
FUT9	4	0.67612	1.2439	0.030977	0.40719	0.21354	0.69021
RDX	4	0.41379	1.448	0.18486	0.76721	0.14763	0.69021
RAPSN	4	-0.13599	-0.39828	0.85392	0.98502	0.69042	0.84692
NR1H4	4	0.49342	0.84959	0.11426	0.67888	0.39555	0.72761
ABHD12	4	0.22418	1.279	0.43636	0.90167	0.20089	0.69021
TBKBP1	4	0.081671	0.59867	0.70122	0.96457	0.54939	0.79421
CASQ2	4	0.27543	0.86476	0.35471	0.86661	0.38717	0.72401
FUS	4	-1.2727	-2.2299	0.015662	0.29357	0.025754	0.39004
SPAG11B	4	-0.11052	-1.2825	0.90284	0.99018	0.19967	0.69021
CCL4	4	-0.21435	-0.87489	0.7062	0.96457	0.38163	0.72159
FAM195A	4	-0.51323	-1.1328	0.29351	0.83794	0.25729	0.69021
LYAR	4	-0.43502	-1.6592	0.37744	0.8736	0.097081	0.67386
SERPING1	4	-0.11142	-0.61136	0.90061	0.98892	0.54096	0.79028
C7orf66	4	0.097026	0.38331	0.67119	0.95637	0.70149	0.85263
HPS5	4	-0.24735	-1.0041	0.64772	0.95202	0.31534	0.69718
RD3L	4	0.30512	1.109	0.3131	0.8466	0.26743	0.69021
FAM179B	4	0.52982	1.122	0.089996	0.61211	0.26187	0.69021
RNASE10	4	0.033936	0.29678	0.79619	0.97549	0.76664	0.88842
ANKMY2	4	0.60651	1.2851	0.053003	0.50449	0.19874	0.69021
ELF3	4	-0.26863	-1.1251	0.61167	0.94647	0.26056	0.69021
SAA2-SAA4	4	0.021076	0.092943	0.82239	0.9802	0.92595	0.96586
EDN1	4	0.51316	1.1084	0.10039	0.64484	0.2677	0.69021
TAS2R38	4	0.3627	0.87666	0.23901	0.80292	0.38067	0.72134
BLOC1S2	4	-0.51517	-1.8213	0.29211	0.83794	0.068554	0.58082
CRIM1	4	0.4316	1.3303	0.16672	0.75161	0.18343	0.69021
TMEM183B	4	-0.32747	-1.4913	0.5186	0.92612	0.13588	0.69021
TANC1	4	0.59595	1.2134	0.057031	0.51452	0.22496	0.69021
RBKS	4	-0.38647	-1.1628	0.43586	0.90167	0.24491	0.69021
ABCC5	4	0.1308	0.51356	0.60735	0.94524	0.60756	0.813
SNRNP35	4	-0.55167	-1.4958	0.2598	0.81817	0.1347	0.69021
PROCR	4	0.16553	0.57415	0.54072	0.93149	0.56587	0.79889
CTU2	4	-1.9124	-3.0357	0.00084527	0.064885	0.0023996	0.12734
CTIF	4	0.31136	1.1356	0.30579	0.84579	0.25614	0.69021
SMIM8	4	0.62155	1.1434	0.047534	0.48332	0.25287	0.69021
MTERF4	4	-1.1305	-2.4512	0.028938	0.39404	0.014239	0.29737
SIRT2	4	0.21184	0.76705	0.45789	0.9082	0.44305	0.74955
CMYA5	4	0.3699	0.95921	0.23001	0.79855	0.33745	0.70148
SLC26A2	4	0.20841	0.90271	0.46331	0.91016	0.36668	0.71586
POM121L2	4	-0.7586	-1.8096	0.12918	0.69876	0.070357	0.58851
KRT20	4	0.086674	0.23382	0.69163	0.96257	0.81512	0.91198
RPL22L1	4	0.062573	0.25269	0.73946	0.96907	0.80051	0.90438
GABRR1	4	0.29451	1.4193	0.32836	0.85711	0.15582	0.69021
SEMA6D	4	0.020313	0.10453	0.82438	0.9802	0.91675	0.96198
ACOT8	4	0.42811	0.92781	0.1701	0.75424	0.35351	0.70882
TACC2	4	0.1927	0.96919	0.4915	0.91946	0.33245	0.70076
SCIMP	4	-0.11412	-0.57764	0.89593	0.98821	0.5635	0.79851
OSBPL9	4	0.056412	0.13304	0.75085	0.97101	0.89416	0.95125
CPA1	4	0.78612	1.2138	0.011635	0.25462	0.22483	0.69021
NAA15	4	-1.5321	-2.6199	0.0050716	0.17376	0.0087964	0.23679
OR5AK2	4	-0.035522	-0.12246	0.94252	0.99428	0.90253	0.95556
PLA2G12B	4	-0.66697	-1.7374	0.17582	0.75869	0.08232	0.62682
CELSR1	4	0.071225	0.27336	0.72116	0.96639	0.78457	0.89626
ARHGAP20	4	0.10741	0.27022	0.65031	0.95283	0.78699	0.89733
NT5M	4	-0.017143	-0.1289	0.90429	0.99022	0.89744	0.95293
MTDH	4	-0.069724	-0.20688	0.98732	0.99804	0.8361	0.92227
SP4	4	-0.1939	-1.0616	0.74374	0.96935	0.28843	0.69195
IPO13	4	-1.1142	-2.6287	0.031275	0.40951	0.0085704	0.23384
AMBN	4	0.040777	0.21676	0.78157	0.97345	0.8284	0.91815
CCDC42	4	0.13733	0.71405	0.59417	0.94119	0.4752	0.76402
ZNF880	4	0.017475	0.094217	0.8308	0.98185	0.92494	0.96557
FIS1	4	0.022149	0.13266	0.82016	0.97975	0.89446	0.95142
GK5	4	0.062932	0.21392	0.73832	0.96907	0.83061	0.91964
C17orf74	4	0.42222	1.4455	0.17587	0.75869	0.14833	0.69021
IKZF2	4	-0.0032523	-0.011627	0.87381	0.9862	0.99072	0.99543
STS	4	0.25813	0.49012	0.37863	0.8736	0.62405	0.81831
TKT	4	-1.06	-2.9121	0.039081	0.44513	0.00359	0.15799
SIX4	4	-0.11805	-0.42284	0.88828	0.98745	0.67241	0.83794
SIX5	4	-0.1212	-0.33138	0.88236	0.98721	0.74036	0.87353
MRPL47	4	-0.17523	-0.62213	0.77715	0.97336	0.53386	0.7889
FAM122B	4	-0.0085255	-0.041278	0.8848	0.9874	0.96707	0.9855
PPP1R3D	4	-0.1095	-0.34721	0.90439	0.99022	0.72843	0.86742
ATP13A1	4	-0.91358	-1.8449	0.070903	0.56076	0.065049	0.57097
CDC34	4	-0.58972	-1.9582	0.22912	0.79834	0.050203	0.51358
PSMB4	4	-1.3245	-3.0891	0.012679	0.26842	0.0020073	0.1177
SERPINA5	4	0.47681	0.80356	0.12619	0.69546	0.42165	0.74037
ZNF625	4	-0.067831	-0.32593	0.9913	0.99915	0.74448	0.87613
USP2	4	0.022055	0.1177	0.82026	0.97981	0.9063	0.95668
NOSTRIN	4	0.35413	1.4492	0.24896	0.8098	0.14728	0.69021
LAMA1	4	0.33045	0.72077	0.27804	0.82734	0.47105	0.76169
DDX42	4	-2.3718	-4.3341	9.9443e-05	0.017544	1.4633e-05	0.005074
TRIP12	4	0.26256	0.81214	0.37182	0.87166	0.41671	0.73731
API5	4	0.096259	0.70431	0.67238	0.957	0.48124	0.76698
TDRD12	4	0.72076	0.83226	0.020982	0.33706	0.40526	0.73271
FAR2	4	0.19509	0.67633	0.48702	0.91662	0.49883	0.77436
PPAT	4	-0.18596	-0.64802	0.75736	0.97124	0.51697	0.78155
LONP1	4	-0.86746	-1.7557	0.084278	0.59474	0.079147	0.61412
C12orf60	4	-0.093886	-0.38754	0.93571	0.99345	0.69836	0.85066
POTEE	4	-0.084823	-0.25005	0.95555	0.99644	0.80255	0.90521
GTPBP2	4	-0.048116	-0.15598	0.96892	0.99763	0.87605	0.94279
CHIT1	4	0.40738	1.2984	0.19093	0.77373	0.19414	0.69021
CSPG5	4	0.30059	1.3674	0.31996	0.85277	0.17149	0.69021
ZSCAN23	4	0.010178	0.038689	0.84616	0.98398	0.96914	0.98636
AQP7	4	-0.45158	-1.0034	0.3567	0.86791	0.31566	0.69742
NANOGNB	4	-0.63564	-1.3181	0.19725	0.77956	0.18748	0.69021
MORN3	4	-0.064258	-0.45322	0.99846	0.9999	0.65039	0.82781
TAS2R46	4	-0.11723	-0.25136	0.88977	0.9877	0.80154	0.90483
ALLC	4	0.01949	0.21739	0.82632	0.98082	0.82791	0.91781
COL4A3BP	4	-0.22567	-1.0579	0.68576	0.96085	0.29011	0.69235
INCENP	4	-0.68475	-1.9253	0.16706	0.75161	0.054191	0.52928
PTGES3L	4	-0.48361	-0.84336	0.32244	0.85455	0.39903	0.72977
VCY	4	0.4739	1.225	0.12848	0.69762	0.22058	0.69021
FAM21C	4	-0.3346	-1.026	0.5084	0.92465	0.30488	0.69322
FGF22	4	-0.59678	-1.3947	0.22419	0.79664	0.16312	0.69021
MCEE	4	0.25186	0.82612	0.38997	0.88044	0.40873	0.73443
OR11H12	4	0.047899	0.47355	0.76671	0.97256	0.63582	0.8228
PAPSS1	4	0.75904	0.95094	0.015016	0.28815	0.34163	0.70353
FCGRT	4	0.17625	0.51395	0.52143	0.92699	0.60729	0.813
ANKRD36	4	-0.30577	-1.0706	0.55181	0.93441	0.28436	0.691
FBXO32	4	-0.51054	-1.4864	0.29599	0.83958	0.13717	0.69021
CNFN	4	-0.30364	-1.6067	0.55574	0.93441	0.10812	0.69021
NDUFAF1	4	-0.55715	-1.2178	0.25452	0.81474	0.22332	0.69021
WWC2	4	0.0018267	0.010103	0.86396	0.98507	0.99194	0.99605
ESPNL	4	-0.074034	-0.35568	0.97852	0.99763	0.72208	0.86463
GSTK1	4	-0.0028638	-0.034649	0.87341	0.9862	0.97236	0.98762
ZNF114	4	-0.1153	-0.36701	0.89365	0.9877	0.71361	0.85982
IL24	4	0.62479	1.0364	0.04649	0.47973	0.30003	0.69296
GLB1L3	4	0.40849	1.3489	0.18994	0.7727	0.17737	0.69021
VIPAS39	4	0.15078	1.0282	0.56812	0.93441	0.30384	0.69322
SOGA3	4	-0.12977	-0.23686	0.86545	0.98507	0.81277	0.9103
MANSC4	4	-0.21894	-0.62282	0.69774	0.964	0.53341	0.7888
SLC22A7	4	-0.55034	-1.1461	0.26089	0.81871	0.25173	0.69021
TRMT5	4	-0.75257	-2.2573	0.13211	0.70474	0.02399	0.37753
GAREML	4	0.21679	0.80727	0.44904	0.9042	0.41951	0.739
MBIP	4	-0.95483	-2.2423	0.059815	0.52545	0.02494	0.38514
DPCD	4	0.31187	1.5068	0.30519	0.84579	0.13187	0.69021
FAM198B	4	0.26655	1.2067	0.3662	0.86995	0.22755	0.69021
GUK1	4	-0.74879	-1.3631	0.1336	0.70793	0.17284	0.69021
NAGS	4	-0.24758	-0.66464	0.64688	0.95186	0.50628	0.77646
PLIN1	4	-0.065558	-0.75554	0.99622	0.9997	0.44992	0.7519
OR2G6	4	0.044089	0.28299	0.77476	0.97296	0.77718	0.89339
CLTCL1	4	0.51896	1.2982	0.096261	0.63074	0.19423	0.69021
VPS53	4	0.31688	1.0322	0.29813	0.84054	0.30199	0.69322
RAB4A	4	0.22759	0.87105	0.43009	0.89889	0.38373	0.72254
CLHC1	4	0.052096	0.39061	0.7589	0.97134	0.69609	0.8496
FAM26D	4	-0.15153	-0.5669	0.82418	0.9802	0.57078	0.8013
C1orf185	4	0.65737	1.0972	0.036346	0.43355	0.27255	0.69021
ADGRG3	4	0.18689	0.654	0.50144	0.92193	0.51311	0.77986
RPUSD3	4	0.061845	0.33037	0.741	0.96907	0.74112	0.87401
SLC7A2	4	-0.74494	-1.5117	0.13539	0.71152	0.1306	0.69021
RASA2	4	-0.021465	-0.088336	0.91289	0.99123	0.92961	0.96768
TNFSF13B	4	-0.20134	-0.70949	0.73001	0.96846	0.47802	0.7652
KCNIP3	4	0.13257	0.64124	0.60397	0.94411	0.52137	0.78398
C6orf229	4	0.33552	0.88576	0.27173	0.82294	0.37575	0.7198
AK6	4	-1.1579	-2.1003	0.025656	0.37016	0.035699	0.44402
CLEC18B	4	-0.082012	-0.19569	0.96137	0.99696	0.84486	0.92676
ZNF440	4	-0.16723	-0.54991	0.79177	0.97475	0.58238	0.80528
TOPAZ1	4	0.7091	1.0153	0.023667	0.35979	0.30994	0.69406
SELP	4	-0.55646	-1.8993	0.25542	0.81511	0.057522	0.54136
TAT	4	-0.15802	-0.36922	0.81121	0.97894	0.71196	0.85892
ZCCHC4	4	-0.57684	-2.2135	0.23896	0.80292	0.026865	0.39554
ZNF318	4	-0.17649	-0.49723	0.77466	0.97296	0.61903	0.81682
HMGN2	4	0.16647	0.46225	0.53923	0.93098	0.6439	0.82526
ADAD1	4	-0.17408	-0.60559	0.77924	0.97336	0.54478	0.79241
PPIL1	4	-0.56228	-1.7608	0.2502	0.81187	0.07827	0.61287
RGS13	4	0.22803	1.2303	0.42945	0.89866	0.21857	0.69021
SH3GL2	4	-0.22365	-0.48599	0.68949	0.96212	0.62697	0.8196
PYCR1	4	0.045422	0.73921	0.77178	0.97256	0.45978	0.75651
MRPL17	4	-1.247	-2.3331	0.018049	0.31493	0.019641	0.34054
PIGA	4	-0.76705	-1.9609	0.1243	0.69365	0.049887	0.51353
BTN3A3	4	0.11713	0.74971	0.63211	0.94871	0.45343	0.75348
MAGEA10	4	-0.032096	-0.1556	0.93511	0.9934	0.87635	0.94279
PSMB5	4	-1.2565	-2.2332	0.017253	0.30708	0.025533	0.38869
MYOC	4	-0.44975	-1.8071	0.35854	0.86838	0.070742	0.58897
PSKH1	4	0.27701	0.55972	0.35268	0.86648	0.57567	0.80279
UEVLD	4	0.028844	0.081793	0.80773	0.97828	0.93481	0.97027
LSM11	4	-1.0399	-1.99	0.042313	0.4563	0.046593	0.5039
CAMK2G	4	-0.075193	-0.2056	0.97589	0.99763	0.8371	0.9226
CCDC109B	4	-0.022467	-0.14466	0.91483	0.99123	0.88498	0.94709
ZNF593	4	-0.40141	-1.2149	0.41776	0.89392	0.22441	0.69021
CTDSP2	4	0.052797	0.21045	0.75746	0.97125	0.83332	0.92096
NPPC	4	-0.10414	-0.30795	0.91547	0.99123	0.75812	0.88332
OR51A2	4	0.30549	0.83566	0.31275	0.8466	0.40335	0.73221
LITAF	4	0.24806	0.90932	0.39479	0.88166	0.36318	0.71417
PDCD5	4	-1.2647	-2.5553	0.016458	0.30036	0.01061	0.25743
FRG2B	4	-0.25067	-0.54248	0.64116	0.95026	0.58749	0.80647
FADS3	4	-1.0173	-2.0223	0.046738	0.47984	0.043142	0.48828
CT47A5	4	0.2289	0.7524	0.42825	0.89803	0.45181	0.75268
UQCRC2	4	-1.2699	-1.8871	0.015861	0.29401	0.059143	0.54753
WAPAL	4	-0.20034	-0.42852	0.73205	0.96906	0.66828	0.83559
CACHD1	4	0.38642	0.98574	0.21166	0.78775	0.32426	0.69826
PF4	4	-0.051109	-0.33247	0.97489	0.99763	0.73954	0.87333
KCNS1	4	-0.055927	-0.15678	0.98389	0.99763	0.87542	0.94252
EFNA4	4	0.18942	0.49965	0.49627	0.91948	0.61732	0.81663
TMEM164	4	0.38133	0.8515	0.21664	0.79089	0.39449	0.7273
METTL1	4	-0.45993	-1.7552	0.3474	0.86467	0.079217	0.61419
ATP1B4	4	-0.44161	-1.1648	0.36943	0.86995	0.2441	0.69021
MYADM	4	0.53342	1.1459	0.087411	0.60371	0.25184	0.69021
ANXA7	4	-0.0072298	-0.015842	0.88186	0.98709	0.98736	0.9939
USP27X	4	-0.088283	-0.81058	0.94749	0.99536	0.41761	0.7377
MEGF9	4	0.053697	0.58448	0.75582	0.97102	0.5589	0.79748
ALMS1	4	0.80205	1.1698	0.009646	0.23317	0.24209	0.69021
AP3M2	4	-0.063794	-0.14928	0.99915	0.9999	0.88133	0.94515
FBLN1	4	-0.1183	-1.072	0.88793	0.98745	0.2837	0.6909
VEZF1	4	0.26637	1.0476	0.36635	0.86995	0.29483	0.69235
TRIM55	4	-0.26835	-0.84252	0.61187	0.94647	0.3995	0.73008
COL23A1	4	-0.091797	-0.34069	0.94009	0.99402	0.73334	0.8704
EIF2AK3	4	0.46292	0.95778	0.13833	0.71469	0.33817	0.70148
KRTAP9-3	4	0.85277	1.1428	0.0056185	0.17896	0.25314	0.69021
C1orf229	4	-0.0034092	-0.0094773	0.87415	0.9862	0.99244	0.9963
TNF	4	0.062907	0.24933	0.73856	0.96907	0.8031	0.90528
EGR3	4	-0.28653	-1.8163	0.58224	0.93658	0.069324	0.58408
TMEM141	4	-0.30284	-0.82602	0.55708	0.93441	0.40879	0.73443
APOO	4	-0.89731	-1.7048	0.075975	0.5753	0.088238	0.64392
VLDLR	4	-0.032112	-0.10723	0.93511	0.9934	0.91461	0.96113
CBLB	4	0.07982	0.27422	0.7049	0.96457	0.78392	0.89626
NME9	4	0.22086	1.1095	0.44193	0.90417	0.2672	0.69021
ZC3H12A	4	0.53706	1.1751	0.084924	0.59554	0.23996	0.69021
METTL4	4	-0.13314	-0.90504	0.85979	0.98502	0.36545	0.7156
SPATA19	4	-0.29137	-1.0255	0.57503	0.93498	0.30515	0.69322
ZNF222	4	-0.69233	-1.4242	0.16324	0.74784	0.1544	0.69021
VAMP5	4	-0.14673	-0.48979	0.83323	0.9821	0.62428	0.81848
GCGR	4	0.52174	0.75925	0.094769	0.62739	0.4477	0.75142
STPG2	4	-0.73284	-1.5177	0.14141	0.71894	0.1291	0.69021
SOX8	4	0.72336	1.1384	0.020286	0.33144	0.25494	0.69021
SLC39A8	4	0.34709	1.2126	0.25756	0.81511	0.22529	0.69021
MRPL4	4	-1.9419	-3.1131	0.00079554	0.064885	0.0018514	0.11387
ERICH1	4	0.1519	0.23983	0.56643	0.93441	0.81046	0.90896
CCDC85A	4	0.71421	0.98266	0.022623	0.35217	0.32578	0.69936
NOTCH4	4	-0.51758	-1.4249	0.29032	0.83794	0.15418	0.69021
GABRG2	4	0.18229	0.69283	0.50984	0.92465	0.48842	0.77038
BMP5	4	0.33843	0.93173	0.26785	0.8214	0.35148	0.70775
KRT2	4	0.012276	0.042079	0.84159	0.98362	0.96644	0.98545
TTC3	4	-0.31459	-0.57827	0.53764	0.93047	0.56308	0.79851
IRAK3	4	0.20854	1.2278	0.46311	0.91016	0.21953	0.69021
ZNF679	4	-0.0026895	-0.041351	0.87306	0.9862	0.96702	0.9855
UTRN	4	0.073056	0.29186	0.71733	0.96639	0.77039	0.89021
OCEL1	4	-0.63382	-1.9007	0.19844	0.77999	0.057339	0.5409
ZNF860	4	0.17901	1.3922	0.51576	0.92527	0.16387	0.69021
