Gene	sgRNA	Cont3|beta	Cont3|z	Cont3|p-value	Cont3|fdr	Cont3|wald-p-value	Cont3|wald-fdr
LATS2	6	-0.032773	-0.32059	0.80631	0.95583	0.74852	0.86176
LCK	6	0.045019	0.43721	0.54721	0.8548	0.66196	0.80535
LIMK1	6	-0.13456	-0.88426	0.85267	0.9671	0.37655	0.62926
LIMK2	6	0.13732	0.91606	0.28612	0.68571	0.35964	0.61441
LMTK2	6	-0.076404	-0.84148	0.96104	0.99192	0.40008	0.64811
LMTK3	6	-0.35633	-1.7338	0.33163	0.72109	0.082962	0.35788
LRRK1	6	0.27719	1.5119	0.073948	0.42414	0.13056	0.40554
LRRK2	6	0.15599	1.6986	0.24545	0.66337	0.089391	0.36482
LTK	6	-0.021448	-0.19143	0.76422	0.94083	0.84819	0.91931
LYN	6	0.31638	1.7618	0.044369	0.32323	0.078108	0.35446
MAK	6	0.077943	0.21218	0.44795	0.79828	0.83197	0.90889
MAP2K1	6	0.19834	1.3367	0.16581	0.58167	0.18132	0.45774
MAP2K2	6	-0.79402	-2.1424	0.039818	0.31333	0.032161	0.25241
MAP2K3	6	-0.20304	-1.9383	0.65586	0.90613	0.052588	0.31879
MAP2K4	6	-0.06522	-0.46648	0.9178	0.9797	0.64087	0.79258
MAP2K5	6	-0.25484	-1.6712	0.52873	0.84385	0.094675	0.36813
MAP2K6	6	-0.15539	-0.87254	0.78811	0.94995	0.38291	0.63297
MAP2K7	6	-0.17738	-1.1953	0.72668	0.93013	0.23196	0.50595
MAP3K1	17	0.12175	1.5831	0.088168	0.46097	0.1134	0.38398
MAP3K10	6	0.13516	0.95455	0.29096	0.69028	0.3398	0.60075
MAP3K11	6	-0.071777	-0.34622	0.94511	0.98547	0.72918	0.84753
MAP3K12	6	-0.097421	-0.80259	0.9744	0.99192	0.42221	0.66599
MAP3K13	6	-0.44034	-1.6545	0.2244	0.64619	0.098024	0.37272
MAP3K14	6	0.039391	0.32976	0.56741	0.86336	0.74158	0.85678
MAP3K2	6	-0.38989	-1.8811	0.28242	0.68269	0.059954	0.33685
MAP3K3	6	-0.2879	-1.7726	0.46132	0.80656	0.076296	0.35446
MAP3K4	6	0.012002	0.13065	0.65757	0.90676	0.89605	0.94979
MAP3K5	6	-0.16175	-0.83988	0.77162	0.94369	0.40098	0.64811
MAP3K6	6	-0.58933	-2.3936	0.10495	0.48874	0.016686	0.15932
MAP3K7	6	-0.40456	-1.5951	0.26337	0.67101	0.1107	0.38365
MAP3K8	6	0.34567	1.8804	0.029295	0.25686	0.060056	0.33685
MAP3K9	6	-0.41693	-1.5654	0.25171	0.66467	0.11749	0.38835
MAP4K1	6	0.11992	0.75878	0.32793	0.7203	0.44798	0.68709
MAP4K3	6	-0.071263	-0.42445	0.94397	0.98516	0.67124	0.81188
MAP4K4	6	-0.0032359	-0.027185	0.70535	0.92348	0.97831	0.993
MAP4K5	6	-0.15986	-0.9315	0.77645	0.94496	0.3516	0.60897
MAPK1	6	-0.027585	-0.18857	0.78498	0.94813	0.85043	0.92089
MAPK10	6	0.18957	1.4944	0.17833	0.5947	0.13507	0.40773
MAPK11	6	0.09219	0.45768	0.40046	0.7673	0.64718	0.7959
MAPK12	6	0.15901	1.1885	0.23891	0.65319	0.23462	0.50827
MAPK13	6	-0.044553	-0.43432	0.84898	0.96604	0.66405	0.80678
MAPK14	6	-0.35269	-1.3298	0.33902	0.72651	0.18358	0.4599
MAPK15	6	-0.61572	-1.7257	0.091013	0.46377	0.084409	0.35886
MAPK3	6	-0.44995	-1.989	0.21416	0.63598	0.046702	0.3036
MAPK6	6	-0.52284	-1.5959	0.15415	0.56681	0.11051	0.38365
MAPK7	6	-0.21082	-2.1186	0.63396	0.89379	0.034124	0.2614
MAPK8	6	-0.13483	-0.81128	0.85154	0.9671	0.4172	0.66166
MAPK9	6	-0.0064731	-0.029692	0.7153	0.92636	0.97631	0.99235
MAPKAPK2	6	0.23029	1.2735	0.1223	0.52542	0.20286	0.47956
MAPKAPK3	6	0.056598	0.55977	0.50939	0.83071	0.57564	0.75323
MAPKAPK5	6	0.1875	0.89565	0.18259	0.60376	0.37044	0.62259
MARK1	6	0.03968	0.31146	0.56655	0.86336	0.75545	0.86661
MARK2	6	-0.11963	-0.67868	0.90387	0.9797	0.49734	0.71666
MARK3	6	0.042096	0.45076	0.55774	0.85989	0.65216	0.79895
MARK4	6	0.080475	0.93061	0.43942	0.79353	0.35206	0.60917
MAST1	6	-0.43963	-1.5445	0.22497	0.64677	0.12248	0.39508
MAST2	6	-0.4773	-2.2941	0.19113	0.61538	0.021787	0.19295
MAST3	6	0.022354	0.17551	0.62258	0.89191	0.86068	0.92855
MAST4	6	0.38961	1.3192	0.015358	0.16928	0.18711	0.46263
MASTL	12	-1.56	-4.4025	0	0	1.0702e-05	0.00037627
MATK	6	0.15166	1.2635	0.25313	0.66468	0.20639	0.48261
MELK	6	0.17215	0.88248	0.20961	0.63153	0.37752	0.6296
MERTK	6	0.2078	1.7071	0.15102	0.56429	0.087809	0.36482
MET	6	0.064951	0.33474	0.4818	0.81481	0.73782	0.85458
MINK1	6	-0.095805	-0.79713	0.97952	0.99394	0.42538	0.66722
MKNK1	6	-0.12703	-0.39257	0.87998	0.97543	0.69464	0.82692
MKNK2	6	0.2697	1.6879	0.079636	0.43682	0.091421	0.36522
MLKL	6	0.068172	0.3921	0.47383	0.81138	0.69499	0.82693
MOK	6	0.08175	0.37984	0.43629	0.79236	0.70406	0.83378
MOS	6	0.12291	0.72251	0.3211	0.71637	0.46998	0.70318
MST1R	6	-0.1811	-0.98622	0.71758	0.92765	0.32403	0.58593
MTOR	6	-1.4477	-2.835	0.0011377	0.021053	0.0045824	0.062692
MUSK	6	0.23224	1.2321	0.12031	0.52158	0.21791	0.49114
MYLK2	6	-0.14785	-1.0181	0.81086	0.95639	0.30862	0.57505
MYLK3	6	-0.037425	-0.30665	0.82224	0.96047	0.75911	0.86853
MYLK4	6	0.31981	1.2531	0.042947	0.32265	0.21019	0.4856
MYO3A	6	0.049666	0.23034	0.53129	0.84601	0.81782	0.90252
MYO3B	6	0.22115	1.1367	0.13282	0.54302	0.25568	0.52436
NEK1	6	-0.090887	-0.93745	0.99545	0.99772	0.34853	0.60683
NEK10	6	0.31114	1.5255	0.046359	0.32665	0.12713	0.40125
NEK11	6	-0.041763	-0.32952	0.83845	0.96308	0.74176	0.85678
NEK2	6	-0.35064	-1.3189	0.34272	0.72651	0.1872	0.46263
NEK3	6	-0.096916	-0.33906	0.97611	0.99192	0.73456	0.8521
NEK4	6	0.0043448	0.025787	0.68032	0.91437	0.97943	0.99327
NEK5	6	0.22997	1.7279	0.12287	0.52542	0.084009	0.3581
NEK6	6	0.22788	1.1045	0.12429	0.52714	0.26939	0.53847
NEK7	6	-0.090476	-0.68959	0.99602	0.99801	0.49045	0.71347
NEK8	6	-0.38139	-1.1738	0.29266	0.69107	0.24048	0.51356
NEK9	6	-0.20806	-1.1684	0.64107	0.89944	0.24265	0.51434
NIM1K	6	0.060825	0.38493	0.49602	0.82392	0.70029	0.83001
NLK	6	-0.2177	-1.6985	0.61775	0.88907	0.089411	0.36482
NPR1	6	0.044475	0.39404	0.5492	0.85556	0.69355	0.82692
NPR2	6	-0.024524	-0.27918	0.77588	0.94496	0.78011	0.8806
NRBP1	6	-1.3465	-3.6946	0.0022753	0.037736	0.00022023	0.005061
NRBP2	6	-0.087112	-0.73562	0.99403	0.99658	0.46196	0.69651
NRK	6	0.34562	1.7315	0.029295	0.25686	0.083362	0.35788
NTRK1	6	-0.28473	-1.441	0.46871	0.80822	0.14958	0.4227
NTRK2	6	-0.24377	-1.6171	0.5583	0.85989	0.10586	0.3796
NTRK3	6	-0.092331	-0.90206	0.99005	0.99599	0.36702	0.62071
NUAK1	6	-0.29018	-1.8614	0.45819	0.80568	0.062682	0.33799
NUAK2	6	0.38583	1.765	0.016212	0.17485	0.077561	0.35446
OBSCN	12	0.079184	0.44894	0.26337	0.67101	0.65347	0.79945
OXSR1	6	-0.24055	-1.3495	0.56513	0.86336	0.17716	0.45265
PAK1	6	0.14771	1.2147	0.26422	0.67172	0.22448	0.49703
PAK2	6	-0.089788	-0.31347	0.99744	0.99915	0.75392	0.86551
PAK3	6	0.30033	1.5941	0.052617	0.34579	0.11091	0.38365
PAK4	6	0.45853	1.5743	0.0059727	0.082353	0.11543	0.38505
PAK6	6	-0.17422	-0.54428	0.73663	0.93312	0.58625	0.75754
PAK7	6	0.062658	0.28282	0.49005	0.82065	0.77731	0.88031
PASK	6	-0.015861	-0.10894	0.74488	0.93436	0.91325	0.9583
PBK	6	-0.063766	-0.70623	0.91354	0.9797	0.48005	0.70826
PDGFRA	6	-0.017409	-0.23047	0.75	0.9361	0.81773	0.90252
PDGFRB	6	0.086851	0.56753	0.41837	0.7779	0.57035	0.75099
PDIK1L	6	0.26792	1.3921	0.082196	0.4453	0.16388	0.43531
PDK1	5	0.21998	1.3836	0.18117	0.60038	0.16647	0.43865
PDK2	6	-0.28474	-1.4714	0.46871	0.80822	0.14119	0.41405
PDK3	6	-0.18649	-1.089	0.70279	0.92348	0.27615	0.54532
PDK4	6	0.069405	0.3345	0.46957	0.80822	0.738	0.85458
PDPK1	5	-0.59255	-1.9229	0.14221	0.55741	0.054492	0.32639
PHKG1	6	-0.40879	-2.098	0.25853	0.66716	0.035904	0.26931
PHKG2	6	0.0098483	0.057221	0.66382	0.90676	0.95437	0.98195
PIK3R4	6	-2.6225	-4.1724	0	0	3.0141e-05	0.00092153
PIM1	6	-0.24172	-0.99482	0.562	0.86175	0.31982	0.58174
PIM2	6	-0.14971	-0.95207	0.80603	0.95582	0.34106	0.60148
PIM3	6	-0.053196	-0.5275	0.87969	0.97543	0.59784	0.76553
PINK1	6	-0.41206	-1.8111	0.25597	0.66568	0.07013	0.3522
PKMYT1	6	-1.0516	-2.6921	0.0099545	0.12281	0.0071011	0.090135
PKN1	6	-0.24287	-1.2971	0.55973	0.86052	0.1946	0.47187
PKN2	6	-0.41573	-2.0539	0.25284	0.66468	0.039982	0.28514
PKN3	6	-0.073223	-0.49444	0.9508	0.98876	0.62099	0.77616
PLK1	6	-3.622	-5.1896	0	0	2.1074e-07	1.2558e-05
PLK2	6	-0.099806	-0.76949	0.96445	0.99192	0.4416	0.68249
PLK3	6	-0.03882	-0.28785	0.82736	0.96047	0.77346	0.87896
PLK4	6	-2.0563	-3.0401	0	0	0.002365	0.036154
PNCK	6	0.08259	0.46541	0.43259	0.7889	0.64164	0.79325
POMK	4	-0.040368	-0.36567	0.91809	0.9797	0.71461	0.83932
PRKAA1	6	0.14253	1.5319	0.27361	0.68064	0.12555	0.40023
PRKAA2	6	0.39506	1.2245	0.013936	0.15806	0.22077	0.49288
PRKACA	6	-0.17078	-0.73129	0.7446	0.93433	0.4646	0.69914
PRKACB	6	0.040169	0.41662	0.56485	0.86336	0.67695	0.81354
PRKACG	6	-0.50955	-1.552	0.16297	0.57762	0.12066	0.39208
PRKCA	6	-0.0644	-0.63695	0.91524	0.9797	0.52416	0.7293
PRKCB	6	0.2117	1.2081	0.14676	0.56	0.22702	0.50012
PRKCD	6	0.085312	0.56748	0.42321	0.78192	0.57039	0.75099
PRKCE	6	-0.20151	-0.85629	0.65984	0.90676	0.39183	0.6393
PRKCG	6	0.33543	1.6266	0.033845	0.28	0.10383	0.37666
PRKCH	6	0.10748	0.73592	0.36035	0.74113	0.46178	0.69651
PRKCI	6	0.091219	1.122	0.40358	0.77162	0.26186	0.53155
PRKCQ	6	0.25588	1.4821	0.093288	0.46676	0.13832	0.41006
PRKCZ	6	0.22945	1.2838	0.12287	0.52542	0.19922	0.4761
PRKD1	6	0.042806	0.1778	0.55489	0.85984	0.85888	0.92746
PRKD2	6	-0.14665	-1.3108	0.81399	0.95783	0.18992	0.46664
PRKD3	6	0.033202	0.31893	0.58931	0.87553	0.74978	0.86235
PRKDC	6	-0.61145	-2.3012	0.093572	0.46676	0.021382	0.19228
PRKG1	6	-0.041126	-0.21183	0.83703	0.96308	0.83224	0.90889
PRKG2	6	-0.043871	-0.66499	0.8467	0.96562	0.50606	0.72032
PRKX	6	0.38468	1.8118	0.016212	0.17485	0.070023	0.3522
PRKY	5	0.071204	0.60108	0.52929	0.84399	0.54778	0.73966
PRPF4B	6	-2.0847	-3.4503	0	0	0.00056007	0.011287
PSKH1	6	-0.11683	-0.73313	0.9124	0.9797	0.46348	0.6985
PSKH2	6	0.01854	0.11182	0.63367	0.89379	0.91097	0.95731
PTK2	6	-0.74553	-2.1113	0.048066	0.33202	0.034746	0.26483
PTK2B	6	-0.029576	-0.13443	0.79266	0.95217	0.89306	0.94841
PTK6	6	-0.25572	-1.6512	0.5273	0.84273	0.098707	0.37272
PTK7	6	0.12175	0.80676	0.32309	0.71808	0.41981	0.66369
RAF1	6	-0.41941	-2.744	0.24915	0.6644	0.0060701	0.079935
