sgRNA,Gene,DLD1-Ts4.initial,DLD1-Ts4.final,test2,test3,DLD1-Ts4.final_recalculate
MBD4_E3_133.5,MBD4,2145,2958,813,813,813
MBD4_MBD_E3_133.5,MBD4,2145,2958,813,813,813
CAPN8_2112.55,CAPN8,1161,1506,345,345,345
ZNF230_E5_810.3,ZNF230,2766,6150,3384,3384,3384
GCN5_e11_127.10,GCN5,1920,3589,1669,1669,1669
TFAP2C_E4_140.12,TFAP2C,808,1479,671,671,671
PRKDC_PKc_E80_93.5,PRKDC,677,739,62,62,62
ZNF667_E5_1383.51,ZNF667,1649,2981,1332,1332,1332
EPHA10_PKc_E14_150.23,EPHA10,580,931,351,351,351
ZBTB17_E13_131.14,ZBTB17,1208,1462,254,254,254
FGFR2_PKc_E14_123.2,FGFR2,395,435,40,40,40
UNKL_2052.75,UNKL,2330,5700,3370,3370,3370
FAM105B_1059.123,FAM105B,1104,1945,841,841,841
PASK_PKc_E16_134.9,PASK,885,1666,781,781,781
CISH_828.30,CISH,760,1741,981,981,981
ZNF100_E5_1155.44,ZNF100,3272,9196,5924,5924,5924
PEPD_1482.192,PEPD,1290,2355,1065,1065,1065
KCNA2_BTB35126_E1_1500.16,KCNA2,975,1526,551,551,551
ZMIZ1_E20_68.1,ZMIZ1,3142,7436,4294,4294,4294
INPP5E_1935.94,INPP5E,1150,1846,696,696,696
PSMB8_831.113,PSMB8,717,1598,881,881,881
NPAS3_E3_174.7,NPAS3,1555,3009,1454,1454,1454
ZNF277_E9_97.0,ZNF277,3457,8866,5409,5409,5409
HDAC1_e9_140.6,HDAC1,1664,3635,1971,1971,1971
BACH1_BTB24127_E1_2211,BACH1,1948,5105,3157,3157,3157
KLHL3_BTB40147_E1_1764.17,KLHL3,634,1121,487,487,487
RNPEP_1953.108,RNPEP,1798,3136,1338,1338,1338
LACTB_1644.159,LACTB,1008,1350,342,342,342
CDC20_1500.172,CDC20,1092,1257,165,165,165
PBX2_E5_136.0,PBX2,1441,1548,107,107,107
SMARCA4_BD_e33_102.10,SMARCA4,818,1396,578,578,578
ABHD17B_882.21,ABHD17B,1541,3759,2218,2218,2218
ZEB2_E8_1970.216,ZEB2,2615,5464,2849,2849,2849
TBX5_E6_153.3,TBX5,162,401,239,239,239
CDK14_PKc_E7_63.2,CDK14,1411,2524,1113,1113,1113
ZNF821_E7_165.14,ZNF821,2281,5214,2933,2933,2933
PPIL2_1563.72,PPIL2,887,1173,286,286,286
RCBTB1_BTB371467_E1_1596.111,RCBTB1,1914,3861,1947,1947,1947
ZFP28_E8_1170.8,ZFP28,3507,6699,3192,3192,3192
ZNF304_E4_1068.15,ZNF304,563,1124,561,561,561
MYRF_E8_135.5,MYRF,1161,2084,923,923,923
PSMD14_933.65,PSMD14,1065,1764,699,699,699
ZKSCAN4_E5_576.15,ZKSCAN4,1742,3974,2232,2232,2232
ZNF597_E4_630.51,ZNF597,927,1317,390,390,390
ADAMTS14_3681.126,ADAMTS14,770,1505,735,735,735
TLL1_3042.287,TLL1,974,1492,518,518,518
CAMTA2_E5_136.0,CAMTA2,2369,5381,3012,3012,3012
ZNF131_E6_47.1,ZNF131,2116,2804,688,688,688
G2E3_Phd_E8_59.0,G2E3,3041,6638,3597,3597,3597
G2E3_1983.22,G2E3,3041,6638,3597,3597,3597
RNF145_2082.210,RNF145,808,1526,718,718,718
ZNF76_E9_180.9,ZNF76,1229,1274,45,45,45
MMP11_1467.7,MMP11,1137,1770,633,633,633
BATF3_E2_90.1,BATF3,1466,2371,905,905,905
CHD6_H_e16_105.4,CHD6,729,1375,646,646,646
ZNF439_E3_834.65,ZNF439,1541,3220,1679,1679,1679
ZNF124_E4_582.29,ZNF124,543,1050,507,507,507
NFX1_E14_120.10,NFX1,1429,2433,1004,1004,1004
PHKG1_PKc_E6_66.1,PHKG1,491,1029,538,538,538
TET1_CXXC585624_E1_6411.92,TET1,1200,2132,932,932,932
KDM5B_Phd2_E23_132.12,KDM5B,1044,1814,770,770,770
ZFP57_E4_768.8,ZFP57,982,1590,608,608,608
PWWP2B_PWWP488574_E1_1773.201,PWWP2B,669,1512,843,843,843
CREBL2_E2_141.10,CREBL2,987,1252,265,265,265
ZNF852_E4_1077.94,ZNF852,1411,2993,1582,1582,1582
FBXO11_2784.18,FBXO11,1594,2203,609,609,609
ABL1_PKc_E8_153.18,ABL1,793,1719,926,926,926
ZNF641_E7_477.46,ZNF641,543,1034,491,491,491
MAFK_E3_210.20,MAFK,985,1877,892,892,892
MOK_PKc_E2_113.1,MOK,534,811,277,277,277
ESRRG_E4_117.7,ESRRG,2550,4898,2348,2348,2348
KDM2A_Phd_E16_60.0,KDM2A,1089,1450,361,361,361
KCNC4_BTB38143_E1_1908.344,KCNC4,469,794,325,325,325
RORB_E2_86.5,RORB,1488,3731,2243,2243,2243
SOCS6_1608.85,SOCS6,1237,2083,846,846,846
RAG1_3132.310,RAG1,518,1214,696,696,696
FOXF2_E1_234.4,FOXF2,1785,3192,1407,1407,1407
UBR2_1320.83,UBR2,704,872,168,168,168
SOLH_3261.501,SOLH,1473,3059,1586,1586,1586
SP140_Phd_E24_25.0,SP140,1338,2888,1550,1550,1550
ZNF184_E6_1131.49,ZNF184,1722,4095,2373,2373,2373
ZZZ3_E10_102.6,ZZZ3,1438,1467,29,29,29
USP37_2940.211,USP37,1321,1345,24,24,24
EIF2AK1_PKc_E8_61.1,EIF2AK1,536,949,413,413,413
NEDD4_3960.205,NEDD4,1221,2381,1160,1160,1160
UHRF1_7,UHRF1,554,1153,599,599,599
ZBTB46_BTB21126_E1_1770.25,ZBTB46,1280,3828,2548,2548,2548
FBXO18_3285.402,FBXO18,1174,3306,2132,2132,2132
TRIM33_Phd_E15_104.2,TRIM33,975,1623,648,648,648
KLK8_263.4,KLK8,1127,1690,563,563,563
RARA_E3_84.12,RARA,1399,3114,1715,1715,1715
RNF145_2082.101,RNF145,1742,3004,1262,1262,1262
ZNF607_E5_1227.109,ZNF607,1452,3306,1854,1854,1854
USP11_2892.117,USP11,1184,2450,1266,1266,1266
HSF4_E3_78.2,HSF4,458,682,224,224,224
RNF34_1122.59,RNF34,1133,3195,2062,2062,2062
KDM7A_e6_187.9,KDM7A,725,1643,918,918,918
ZNF436_E4_918.22,ZNF436,1484,3140,1656,1656,1656
KLK13_834.61,KLK13,1478,3034,1556,1556,1556
PHF7_1146.113,PHF7,814,1804,990,990,990
L3MBTL4_E14_65.7,L3MBTL4,1717,3739,2022,2022,2022
ZNF43_E7_1908.127,ZNF43,669,959,290,290,290
MID2_2208.180,MID2,667,1486,819,819,819
ATOH1_E1_177.13,ATOH1,1635,2822,1187,1187,1187
ZHX1_E3_1074.63,ZHX1,566,1304,738,738,738
PDZRN4_3111.392,PDZRN4,651,1462,811,811,811
USPL1_3279.41,USPL1,1799,3258,1459,1459,1459
CSNK1D_PKc_E2_111.8,CSNK1D,1202,2002,800,800,800
TRIM38_1398.32,TRIM38,1506,3287,1781,1781,1781
KLHL12_BTB23130_E1_1707.1,KLHL12,1518,2524,1006,1006,1006
ZNF14_E4_1155.76,ZNF14,1551,2285,734,734,734
ZNF483_E6_1206.94,ZNF483,1374,2260,886,886,886
ZBTB41_E8_106.4,ZBTB41,1485,2296,811,811,811
GSK3A_PKc_E3_84,GSK3A,322,491,169,169,169
MME_2253.122,MME,1544,3305,1761,1761,1761
MMP26_786.54,MMP26,822,1380,558,558,558
MYSM1_2487.105,MYSM1,1694,3377,1683,1683,1683
ZNF682_E4_750.52,ZNF682,839,1593,754,754,754
CAPN6_1926.2,CAPN6,1194,2077,883,883,883
RNF19B_1764.84,RNF19B,1161,2684,1523,1523,1523
FOXD3_E1_234.3,FOXD3,1680,2856,1176,1176,1176
PJA2_2127.114,PJA2,1020,1933,913,913,913
PRKACG_PKc_E1_948.146,PRKACG,839,1787,948,948,948
ZNF805_E4_1131.2,ZNF805,832,2176,1344,1344,1344
OLIG3_E1_174.14,OLIG3,454,717,263,263,263
ZNF229_E6_1239.34,ZNF229,1666,2327,661,661,661
DAPK3_PKc_E2_44,DAPK3,1190,2432,1242,1242,1242
NEDD4_3960.176,NEDD4,650,1288,638,638,638
TRIM21_1428.33,TRIM21,328,693,365,365,365
NKX2_1_E3_174.2,NKX2,815,983,168,168,168
ZNF624_E6_1671.95,ZNF624,1509,3423,1914,1914,1914
INSR_PKc_E22_115.16,INSR,1036,2118,1082,1082,1082
CDK17_PKc_E10_124.1,CDK17,830,1672,842,842,842
EVX1_E2_135.0,EVX1,500,1196,696,696,696
OVCH2_1698.2,OVCH2,2078,4709,2631,2631,2631
ZKSCAN3_E7_573.44,ZKSCAN3,1702,2887,1185,1185,1185
ZNF783_E6_504.29,ZNF783,1553,2626,1073,1073,1073
DMRT1_E1_141.5,DMRT1,573,990,417,417,417
KDM5B_Phd2_E23_132.6,KDM5B,555,1284,729,729,729
ASPRV1_1032.8,ASPRV1,1064,2585,1521,1521,1521
LAP3_1560.125,LAP3,1634,3401,1767,1767,1767
NEK9_PKc_E4_71,NEK9,508,951,443,443,443
ZBTB40_E13_207.20,ZBTB40,418,599,181,181,181
RELA_E3_132.4,RELA,214,398,184,184,184
CDY2A_Chromo_E1_159.0,CDY2A,1395,2556,1161,1161,1161
HAND1_E1_162.3,HAND1,2399,4919,2520,2520,2520
MKNK2_PKc_E6_80.9,MKNK2,993,1836,843,843,843
NRD1_3660.343,NRD1,2258,3611,1353,1353,1353
ATXN3L_1068.64,ATXN3L,1370,2548,1178,1178,1178
MBD5_PWWP13831460_E1_4485.252,MBD5,952,2038,1086,1086,1086
MBD1_E10_69.0,MBD1,2096,4805,2709,2709,2709
SH3RF3_2649.91,SH3RF3,547,666,119,119,119
MTA3_E14_128.2,MTA3,1652,3018,1366,1366,1366
SPPL2A_1563.107,SPPL2A,1459,2229,770,770,770
KMT2D_e50_153.9,KMT2D,1484,3695,2211,2211,2211
PSMA1_810.13,PSMA1,1364,1346,-18,18,18
USP17L13_885.42,USP17L13,2550,4525,1975,1975,1975
USP17L17_885.42,USP17L17,2550,4525,1975,1975,1975
ZFPM1_E10_1266.321,ZFPM1,896,1602,706,706,706
HP_1221.61,HP,1913,3589,1676,1676,1676
TRIM27_748.21,TRIM27,857,2327,1470,1470,1470
ZNF84_E5_1578.12,ZNF84,3484,5793,2309,2309,2309
TRIM28_2508.53,TRIM28,603,1046,443,443,443
ASB3_1557.91,ASB3,324,694,370,370,370
CTSZ_912.73,CTSZ,1490,3299,1809,1809,1809
RNF213_15624.1692,RNF213,1385,2635,1250,1250,1250
ZNF229_E6_1239.51,ZNF229,646,2082,1436,1436,1436
FBXW7_2124.66,FBXW7,932,1776,844,844,844
ZBTB12_BTB23127_E1_1380.264,ZBTB12,615,1444,829,829,829
ASB5_990.72,ASB5,831,1869,1038,1038,1038
TFDP2_E8_141.1,TFDP2,4952,8950,3998,3998,3998
ZNF648_E2_828.126,ZNF648,1064,2689,1625,1625,1625
TRIM9_2133.367,TRIM9,521,1158,637,637,637
PBK_PKc_E6_130.3,PBK,533,1200,667,667,667
ZNF700_E4_1239.89,ZNF700,2538,6945,4407,4407,4407
RCOR2_E11_92.10,RCOR2,1715,3156,1441,1441,1441
RCOR2_SANT2_E11_101.11,RCOR2,1715,3156,1441,1441,1441
GMEB2_E4_90.0,GMEB2,2233,4519,2286,2286,2286
TCF4_Ex_220.27,TCF4,702,1095,393,393,393
NOTO_E3_48.2,NOTO,1666,2987,1321,1321,1321
STK38_PKc_E6_124.9,STK38,1271,3267,1996,1996,1996
CUL9_7554.805,CUL9,881,2083,1202,1202,1202
ABHD12_1215.47,ABHD12,2739,5341,2602,2602,2602
POU3F1_E1_174.0,POU3F1,800,1760,960,960,960
AMFR_1932.64,AMFR,1328,2412,1084,1084,1084
DMRTA1_E1_141.15,DMRTA1,2210,5260,3050,3050,3050
EIF2AK1_PKc_E10_112.5,EIF2AK1,726,1178,452,452,452
KMT2B_Phd2_E13_96.8,KMT2B,745,1158,413,413,413
MAPK7_PKc_E2_88.4,MAPK7,429,1023,594,594,594
ZFHX4_E10_2571.111,ZFHX4,1352,3193,1841,1841,1841
CUL3_2325.63,CUL3,1796,2417,621,621,621
L3MBTL1_MBT277374_E1_2523.8,L3MBTL1,681,1438,757,757,757
SPIN4_Spinlin119167_E1_750.28,SPIN4,1415,4406,2991,2991,2991
BARX1_E3_82.0,BARX1,2174,3889,1715,1715,1715
HES2_E3_69.4,HES2,455,643,188,188,188
RNF141_693.50,RNF141,1014,1724,710,710,710
CBLC_1425.44,CBLC,525,865,340,340,340
RNF31_2766.152,RNF31,534,1599,1065,1065,1065
KCTD14_BTB35119_E1_768.26,KCTD14,713,2031,1318,1318,1318
KMT2A_CXXC11471194_E1_11919.23,KMT2A,583,743,160,160,160
ZNF30_E5_1491.58,ZNF30,3605,7896,4291,4291,4291
PKNOX2_E10_72.1,PKNOX2,907,1394,487,487,487
CTSL2_1005.71,CTSL2,1233,1853,620,620,620
PWWP2A_PWWP653739_E1_2268.15,PWWP2A,963,1705,742,742,742
FOXR2_E1_246.10,FOXR2,380,1195,815,815,815
ZNF784_E2_447.63,ZNF784,324,606,282,282,282
HOXA13_E2_171.7,HOXA13,1182,2267,1085,1085,1085
PBRM1_BD1_e4_148.5,PBRM1,2506,4233,1727,1727,1727
ZNF45_E10_1548.175,ZNF45,510,640,130,130,130
FBXO18_3285.334,FBXO18,1378,2981,1603,1603,1603
KDM5C_E4_144.10,KDM5C,1207,3422,2215,2215,2215
CBLB_2949.328,CBLB,2015,3571,1556,1556,1556
ZNF282_E8_330.4,ZNF282,974,1759,785,785,785
ZNF107_E7_1755.101,ZNF107,725,1340,615,615,615
TMPRSS11D_1257.74,TMPRSS11D,1896,2732,836,836,836
YME1L1_2322.139,YME1L1,1079,1663,584,584,584
ZNF514_E5_498.0,ZNF514,1635,3452,1817,1817,1817
ARIH2_1482.141,ARIH2,764,1407,643,643,643
BRPF1_Phd_E3_186.10,BRPF1,2562,4241,1679,1679,1679
ZNF813_E4_1236.57,ZNF813,2196,3370,1174,1174,1174
ASB14_1764.59,ASB14,1346,3342,1996,1996,1996
ARNTL2__158.3,ARNTL2,1139,1384,245,245,245
NFATC3_E4_200.3,NFATC3,1728,3984,2256,2256,2256
neg81,neg81,1669,3588,1919,1919,1919
KCTD14_BTB35119_E1_768.1,KCTD14,2362,5905,3543,3543,3543
ADAMTS13_4284.73,ADAMTS13,758,1375,617,617,617
RNF213_15624.1357,RNF213,492,1125,633,633,633
ACE2_2418.37,ACE2,793,1894,1101,1101,1101
BSX_E2_129.11,BSX,583,1216,633,633,633
CREBL2_E3_27.0,CREBL2,2025,4561,2536,2536,2536
TFE3_E8_76.1,TFE3,2317,5329,3012,3012,3012
MYCN_E3_180.20,MYCN,727,1479,752,752,752
TDRD12_tudor60109_E1_1188.74,TDRD12,1467,3485,2018,2018,2018
MYT1_E7_894.75,MYT1,1281,2862,1581,1581,1581
RNF41_954.24,RNF41,1260,2284,1024,1024,1024
ATF2_E5_45.0,ATF2,1160,2017,857,857,857
USP38_3129.237,USP38,1074,1673,599,599,599
TAL2_E1_168.9,TAL2,2317,4011,1694,1694,1694
OVCH1_3405.49,OVCH1,990,1335,345,345,345
ZNF436_E4_918.72,ZNF436,1568,3081,1513,1513,1513
USP1_2358.156,USP1,2123,2552,429,429,429
CHD2_D_e15_90.0,CHD2,1750,3506,1756,1756,1756
CDK15_PKc_E4_80.2,CDK15,1248,2447,1199,1199,1199
ZNF845_E4_1935.77,ZNF845,1878,3000,1122,1122,1122
ZNF781_E4_303.1,ZNF781,2624,5671,3047,3047,3047
NHLH1_E2_171.18,NHLH1,289,441,152,152,152
ZNF177_E6_498.42,ZNF177,746,1382,636,636,636
JOSD1_609.69,JOSD1,1693,2434,741,741,741
HTRA4_1431.136,HTRA4,955,2644,1689,1689,1689
KCNA5_BTB122213_E1_1842.356,KCNA5,639,1314,675,675,675
ZSCAN20_E9_248.23,ZSCAN20,2413,5084,2671,2671,2671
ZSCAN20_SANT2_E7_248.23,ZSCAN20,2413,5084,2671,2671,2671
TDRD6_tudor13091422_E1_6291.268,TDRD6,858,1693,835,835,835
OVOL2_E3_31.0,OVOL2,1005,2252,1247,1247,1247
MYLIP_1338.145,MYLIP,1082,2636,1554,1554,1554
RNF14_1425.112,RNF14,731,1303,572,572,572
SPIN4_Spinlin119167_E1_750.33,SPIN4,808,1988,1180,1180,1180
DMTF1_SANT3_E13_43.0,DMTF1,1533,2321,788,788,788
ZNF266_E11_1233.86,ZNF266,1703,3883,2180,2180,2180
ASB18_1401.208,ASB18,164,372,208,208,208
LEUTX_E2_73.2,LEUTX,2136,3709,1573,1573,1573
CHD9_Chromo_E9_87.3,CHD9,1564,3952,2388,2388,2388
JAK3_PKc_E12_132.19,JAK3,542,531,-11,11,11
OVCH1_3405.363,OVCH1,1685,3004,1319,1319,1319
WDSUB1_1155.46,WDSUB1,692,1378,686,686,686
STAT2_E17_136.6,STAT2,1360,2884,1524,1524,1524
RFWD3_2325.99,RFWD3,1257,1485,228,228,228
MUSK_PKc_E14_149.4,MUSK,712,1236,524,524,524
PROC_1386.184,PROC,1027,2614,1587,1587,1587
LONRF1_2322.141,LONRF1,1814,4049,2235,2235,2235
ISX_E4_42.3,ISX,246,524,278,278,278
RORA_E4_142.0,RORA,2750,4853,2103,2103,2103
ZNF84_E5_1578.121,ZNF84,1726,3625,1899,1899,1899
PBRM1_E26_202.10,PBRM1,2341,3314,973,973,973
SCRT1_E2_156.15,SCRT1,647,1147,500,500,500
PITRM1_3117.378,PITRM1,1446,2169,723,723,723
MGA_E20_126.1,MGA,1187,3813,2626,2626,2626
ZBTB32_E6_161.24,ZBTB32,409,979,570,570,570
UHRF1_2381.359,UHRF1,500,724,224,224,224
ZBTB26_E2_300.15,ZBTB26,1740,3325,1585,1585,1585
KMT2A_BD_e18_50.3,KMT2A,1384,1341,-43,43,43
UBE2E3_624.36,UBE2E3,854,1468,614,614,614
TFR2_2406.353,TFR2,2134,5861,3727,3727,3727
ZNF398_E6_246.39,ZNF398,803,1524,721,721,721
KDM5B_Phd1_E8_138.14,KDM5B,764,1315,551,551,551
C1RL_1464.188,C1RL,693,1074,381,381,381
DCLK1_PKc_E10_120.4,DCLK1,1429,2326,897,897,897
ADAM20_2331.204,ADAM20,1307,2498,1191,1191,1191
ZNF695_E4_1104.51,ZNF695,1719,4506,2787,2787,2787
ECT2L_2715.252,ECT2L,927,1205,278,278,278
ZBTB49_BTB15118_E1_2298.1,ZBTB49,769,1428,659,659,659
TMPRSS11F_1317.35,TMPRSS11F,1209,2487,1278,1278,1278
TRIM6-TRIM34_2529.229,TRIM6-TRIM34,3299,8967,5668,5668,5668
TRIM34_1467.143,TRIM34,3299,8967,5668,5668,5668
ANAPC2_2469.306,ANAPC2,1204,1674,470,470,470
ZNF117_E4_915.23,ZNF117,1894,2738,844,844,844
ZNF668_E2_410.28,ZNF668,647,881,234,234,234
PITX1_E3_42.0,PITX1,623,1076,453,453,453
GLIS3_E5_162.10,GLIS3,784,1088,304,304,304
MBD3_E5_178.14,MBD3,2582,4784,2202,2202,2202
MBD3_MBD2_E5_178.14,MBD3,2582,4784,2202,2202,2202
DNAJC2_SANT2_E16_155.14,DNAJC2,2036,4735,2699,2699,2699
KCTD19_BTB398488_E1_2781.79,KCTD19,1453,2299,846,846,846
MARCH1_870.14,1-Mar,1467,4141,2674,2674,2674
ADAM17_2475.67,ADAM17,1697,3883,2186,2186,2186
ACVR1_PKc_E11_102.2,ACVR1,1213,2831,1618,1618,1618
MMP15_2010.392,MMP15,411,614,203,203,203
ZBTB4_BTB2062_E1_3042.753,ZBTB4,376,723,347,347,347
MARCH11_1209.65,11-Mar,362,602,240,240,240
CREBL2_E2_141.5,CREBL2,1796,3695,1899,1899,1899
MARCH4_1233.59,4-Mar,977,2257,1280,1280,1280
E2F3_E3_194.2,E2F3,1347,2563,1216,1216,1216
TRIM4_1503.7,TRIM4,820,1553,733,733,733
PLAG1_E4_110.0,PLAG1,2152,4212,2060,2060,2060
OBSCN_PKc2_E101_240.47,OBSCN,700,1351,651,651,651
ZBTB38_E8_2331.147,ZBTB38,1724,2499,775,775,775
STK31_PKc_E21_150.5,STK31,153,307,154,154,154
RFFL_1092.78,RFFL,1087,2565,1478,1478,1478
PCGF3_729.97,PCGF3,180,307,127,127,127
MYBL2_E4_93.9,MYBL2,926,1468,542,542,542
ZBTB41_E7_107.2,ZBTB41,1064,2649,1585,1585,1585
DCAF12_1362.25,DCAF12,412,689,277,277,277
CSNK1E_PKc_E5_229.35,CSNK1E,212,361,149,149,149
SMURF2_2247.81,SMURF2,1195,2598,1403,1403,1403
NR2F2_E1_208.6,NR2F2,1086,1826,740,740,740
ZNF548_E4_834.71,ZNF548,2498,4884,2386,2386,2386
KEAP1_BTB67179_E1_1875.299,KEAP1,1028,1706,678,678,678
TRIM59_1212.7,TRIM59,2063,4510,2447,2447,2447
NKX2_2_E2_171.20,NKX2,679,764,85,85,85
KLHL30_BTB23130_E1_1737.364,KLHL30,738,1255,517,517,517
SMARCAD1_H_e21_119.0,SMARCAD1,1547,2919,1372,1372,1372
ZNF598_2715.602,ZNF598,1151,2469,1318,1318,1318
BFAR_1353.177,BFAR,940,1632,692,692,692
FBXL15_903.161,FBXL15,1820,4924,3104,3104,3104
USP47_3864.51,USP47,1748,2786,1038,1038,1038
ZNF391_E3_807.47,ZNF391,1500,2709,1209,1209,1209
CHD1L_D_e4_115.1,CHD1L,2057,3309,1252,1252,1252
TRIM43_2,TRIM43,858,1657,799,799,799
ZBTB26_E2_300.26,ZBTB26,1215,1784,569,569,569
JOSD1_609.35,JOSD1,1982,3601,1619,1619,1619
UBE2D1_444.2,UBE2D1,2082,5613,3531,3531,3531
CYLD_2871.137,CYLD,2276,4447,2171,2171,2171
FOXN2_E4_33.0,FOXN2,1317,3183,1866,1866,1866
IGF1R_PKc_E20_135.11,IGF1R,753,1610,857,857,857
ASB3_1557.88,ASB3,1463,1984,521,521,521
HAT1_e4_121.2,HAT1,1214,1811,597,597,597
LNPEP_3078.264,LNPEP,1123,2408,1285,1285,1285
ZNF239_E2_816.81,ZNF239,661,897,236,236,236
BRDT_BD2_e7_129.4,BRDT,1258,2158,900,900,900
KDM5C_E4_144.2,KDM5C,1209,2626,1417,1417,1417
SENP3_1725.185,SENP3,985,1880,895,895,895
ZNF559_E6_1170.65,ZNF559,1298,2351,1053,1053,1053
KLF6_E3_65.2,KLF6,1559,3514,1955,1955,1955
TRIM59_1212.9,TRIM59,1760,4010,2250,2250,2250
MMP12_1413.46,MMP12,1545,4474,2929,2929,2929
BTBD8_BTB207300_E1_1137.45,BTBD8,1205,2321,1116,1116,1116
SP9_E2_162.10,SP9,2409,4292,1883,1883,1883
MAP2K7_PKc_E8_180.14,MAP2K7,1146,1479,333,333,333
UBOX5_1626.137,UBOX5,767,2290,1523,1523,1523
USP41_852.109,USP41,1565,3569,2004,2004,2004
ZBTB1_BTB14109_E1_2142.5,ZBTB1,1367,1701,334,334,334
FBXL12_981.164,FBXL12,259,524,265,265,265
TRHDE_3075.63,TRHDE,3330,5298,1968,1968,1968
PITRM1_3117.25,PITRM1,848,1194,346,346,346
DMBX1_E2_147.23,DMBX1,1139,2070,931,931,931
POU2F2_E10_63.2,POU2F2,1306,2189,883,883,883
neg100,neg100,1566,3276,1710,1710,1710
ANAPC13_225.8,ANAPC13,1973,3554,1581,1581,1581
MUL1_1059.49,MUL1,279,636,357,357,357
CTRB1_792.65,CTRB1,1219,1658,439,439,439
L3MBTL4_MBT57149_E1_1872.208,L3MBTL4,574,1218,644,644,644
CREM_E8_130.4,CREM,1537,3529,1992,1992,1992
TDRD6_tudor13561401_E1_6291.263,TDRD6,883,1596,713,713,713
PCGF1_780.81,PCGF1,1410,2186,776,776,776
TBX19_E2_265.41,TBX19,770,1675,905,905,905
LMX1A_E5_84.1,LMX1A,1356,2985,1629,1629,1629
BHLHE22_E1_174.13,BHLHE22,1377,2680,1303,1303,1303
CPB2_1272.5,CPB2,1417,2025,608,608,608
PSEN1_1404.2,PSEN1,662,1002,340,340,340
LHX5_E3_135.10,LHX5,1413,2540,1127,1127,1127
MORC3_CW408446_E1_2820.172,MORC3,656,873,217,217,217
L3MBTL4_E14_65.3,L3MBTL4,2112,3478,1366,1366,1366
ZGLP1_E3_94.1,ZGLP1,2096,4072,1976,1976,1976
PJA1_1368.109,PJA1,420,1011,591,591,591
ZNF283_E7_1077.51,ZNF283,2607,5429,2822,2822,2822
ANAPC13_225.14,ANAPC13,395,753,358,358,358
ZNF235_E5_1239.29,ZNF235,2797,8545,5748,5748,5748
BRPF3_BD_e6_190.23,BRPF3,1202,2796,1594,1594,1594
NR6A1_E3_232.12,NR6A1,899,1384,485,485,485
SPPL2B_1779.349,SPPL2B,1538,3133,1595,1595,1595
HDX_E6_138.1,HDX,1299,2320,1021,1021,1021
RNF17_tudor731776_E1_4872.84,RNF17,707,803,96,96,96
PSMB10_822.31,PSMB10,1277,1540,263,263,263
ZNF521_E4_276.5,ZNF521,2896,6220,3324,3324,3324
ZNF334_E5_1401.48,ZNF334,2688,5733,3045,3045,3045
ELK1_E3_198.21,ELK1,1143,2560,1417,1417,1417
TTC3_6078.274,TTC3,1338,2193,855,855,855
CRX_E3_135.1,CRX,2446,7057,4611,4611,4611
RHBDF1_2568.387,RHBDF1,1233,1724,491,491,491
CREBBP_e28_168.12,CREBBP,928,1095,167,167,167
TRIM28_2508.27,TRIM28,834,1589,755,755,755
ZNF382_E5_765.12,ZNF382,2896,6005,3109,3109,3109
NPAS4_E6_362.13,NPAS4,722,1448,726,726,726
ZBTB7C_BTB24127_E1_1860.3,ZBTB7C,1232,3056,1824,1824,1824
ADAM32_2364.31,ADAM32,2494,3674,1180,1180,1180
KCTD11_BTB2270_E1_699.145,KCTD11,590,1381,791,791,791
SUB1_E4_109.5,SUB1,997,1387,390,390,390
PCSK4_2268.137,PCSK4,1269,2095,826,826,826
ZNF552_E3_243.12,ZNF552,1135,2713,1578,1578,1578
ZPR1_E9_71.4,ZPR1,2284,3226,942,942,942
RNF19B_1764.188,RNF19B,1630,4723,3093,3093,3093
TMEM129_1089.190,TMEM129,1004,3026,2022,2022,2022
TRIM51_1359.64,TRIM51,692,990,298,298,298
FBXO8_960.29,FBXO8,1246,2923,1677,1677,1677
HACE1_2730.213,HACE1,750,1254,504,504,504
CLOCK_E7_149.5,CLOCK,1127,3142,2015,2015,2015
MARK4_PKc_E6_71.4,MARK4,1729,4299,2570,2570,2570
NAALADL1_2223.318,NAALADL1,2554,4817,2263,2263,2263
MGRN1_1731.205,MGRN1,1387,2391,1004,1004,1004
UBE4A_3201.140,UBE4A,759,1012,253,253,253
ZNF699_E5_1254.119,ZNF699,1081,2103,1022,1022,1022
RNF139_1995.82,RNF139,1111,2292,1181,1181,1181
DLX2_E3_48.3,DLX2,1633,2937,1304,1304,1304
TBL1Y_5,TBL1Y,1677,6492,4815,4815,4815
KCNG2_BTB19112_E1_1401.28,KCNG2,623,1324,701,701,701
CDC16_1863.66,CDC16,1687,1873,186,186,186
NLN_2115.172,NLN,1600,3656,2056,2056,2056
KCTD14_BTB35119_E1_768.25,KCTD14,340,1047,707,707,707
MARK1_PKc_E2_81.5,MARK1,1126,2256,1130,1130,1130
KLK12_765.136,KLK12,860,1836,976,976,976
USP26_2742.111,USP26,1217,3275,2058,2058,2058
ASB3_1557.116,ASB3,1680,3858,2178,2178,2178
TADA2B_SANT_E2_79.7,TADA2B,390,839,449,449,449
SP140_Phd_E23_101.0,SP140,382,556,174,174,174
LRRK1_PKc_E25_124.6,LRRK1,596,859,263,263,263
TDRD6_tudor69133_E1_6291.621,TDRD6,431,836,405,405,405
