Experiment Name:,Mitotracker_Exp_20260518_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tube Name:,Sample ID:,All Events ,Cell size Events,Hoechst Events,medium Mito Events,low Mito Events,High Mito Events,All Events  % Total,Cell size % Total,Hoechst % Total,medium Mito % Total,low Mito % Total,High Mito % Total,All Events  % Parent,Cell size % Parent,Hoechst % Parent,medium Mito % Parent,low Mito % Parent,High Mito % Parent,All Events  Median PE-A,Cell size Median PE-A,Hoechst Median PE-A,medium Mito Median PE-A,low Mito Median PE-A,High Mito Median PE-A,All Events  Mean PE-A,Cell size Mean PE-A,Hoechst Mean PE-A,medium Mito Mean PE-A,low Mito Mean PE-A,High Mito Mean PE-A,All Events  rSD PE-A,Cell size rSD PE-A,Hoechst rSD PE-A,medium Mito rSD PE-A,low Mito rSD PE-A,High Mito rSD PE-A,All Events  CV PE-A,Cell size CV PE-A,Hoechst CV PE-A,medium Mito CV PE-A,low Mito CV PE-A,High Mito CV PE-A,All Events  Mean FSC-A,Cell size Mean FSC-A,Hoechst Mean FSC-A,medium Mito Mean FSC-A,low Mito Mean FSC-A,High Mito Mean FSC-A,All Events  Median FSC-A,Cell size Median FSC-A,Hoechst Median FSC-A,medium Mito Median FSC-A,low Mito Median FSC-A,High Mito Median FSC-A,All Events  rSD FSC-A,Cell size rSD FSC-A,Hoechst rSD FSC-A,medium Mito rSD FSC-A,low Mito rSD FSC-A,High Mito rSD FSC-A,All Events  CV FSC-A,Cell size CV FSC-A,Hoechst CV FSC-A,medium Mito CV FSC-A,low Mito CV FSC-A,High Mito CV FSC-A,All Events  SD FSC-A,Cell size SD FSC-A,Hoechst SD FSC-A,medium Mito SD FSC-A,low Mito SD FSC-A,High Mito SD FSC-A,All Events  rCV FSC-A,Cell size rCV FSC-A,Hoechst rCV FSC-A,medium Mito rCV FSC-A,low Mito rCV FSC-A,High Mito rCV FSC-A,All Events  GeoMean FSC-A,Cell size GeoMean FSC-A,Hoechst GeoMean FSC-A,medium Mito GeoMean FSC-A,low Mito GeoMean FSC-A,High Mito GeoMean FSC-A,All Events  Mean SSC-A,Cell size Mean SSC-A,Hoechst Mean SSC-A,medium Mito Mean SSC-A,low Mito Mean SSC-A,High Mito Mean SSC-A,All Events  GeoMean SSC-A,Cell size GeoMean SSC-A,Hoechst GeoMean SSC-A,medium Mito GeoMean SSC-A,low Mito GeoMean SSC-A,High Mito GeoMean SSC-A,All Events  Median SSC-A,Cell size Median SSC-A,Hoechst Median SSC-A,medium Mito Median SSC-A,low Mito Median SSC-A,High Mito Median SSC-A,All Events  rCV SSC-A,Cell size rCV SSC-A,Hoechst rCV SSC-A,medium Mito rCV SSC-A,low Mito rCV SSC-A,High Mito rCV SSC-A,All Events  rSD SSC-A,Cell size rSD SSC-A,Hoechst rSD SSC-A,medium Mito rSD SSC-A,low Mito rSD SSC-A,High Mito rSD SSC-A,All Events  CV SSC-A,Cell size CV SSC-A,Hoechst CV SSC-A,medium Mito CV SSC-A,low Mito CV SSC-A,High Mito CV SSC-A,All Events  SD SSC-A,Cell size SD SSC-A,Hoechst SD SSC-A,medium Mito SD SSC-A,low Mito SD SSC-A,High Mito SD SSC-A,All Events  Mean Violet610-A,Cell size Mean Violet610-A,Hoechst Mean Violet610-A,medium Mito Mean Violet610-A,low Mito Mean Violet610-A,High Mito Mean Violet610-A,All Events  GeoMean Violet610-A,Cell size GeoMean Violet610-A,Hoechst GeoMean Violet610-A,medium Mito GeoMean Violet610-A,low Mito GeoMean Violet610-A,High Mito GeoMean Violet610-A,All Events  Median Violet610-A,Cell size Median Violet610-A,Hoechst Median Violet610-A,medium Mito Median Violet610-A,low Mito Median Violet610-A,High Mito Median Violet610-A,All Events  rCV Violet610-A,Cell size rCV Violet610-A,Hoechst rCV Violet610-A,medium Mito rCV Violet610-A,low Mito rCV Violet610-A,High Mito rCV Violet610-A,All Events  rSD Violet610-A,Cell size rSD Violet610-A,Hoechst rSD Violet610-A,medium Mito rSD Violet610-A,low Mito rSD Violet610-A,High Mito rSD Violet610-A,All Events  CV Violet610-A,Cell size CV Violet610-A,Hoechst CV Violet610-A,medium Mito CV Violet610-A,low Mito CV Violet610-A,High Mito CV Violet610-A,All Events  SD Violet610-A,Cell size SD Violet610-A,Hoechst SD Violet610-A,medium Mito SD Violet610-A,low Mito SD Violet610-A,High Mito SD Violet610-A,All Events  GeoMean PE-A,Cell size GeoMean PE-A,Hoechst GeoMean PE-A,medium Mito GeoMean PE-A,low Mito GeoMean PE-A,High Mito GeoMean PE-A,All Events  rCV PE-A,Cell size rCV PE-A,Hoechst rCV PE-A,medium Mito rCV PE-A,low Mito rCV PE-A,High Mito rCV PE-A,All Events  SD PE-A,Cell size SD PE-A,Hoechst SD PE-A,medium Mito SD PE-A,low Mito SD PE-A,High Mito SD PE-A
01-KO3_OE-B8,,66387,55166,55157,52228,59,2427,100.00%,83.10%,83.08%,78.67%,0.09%,3.66%,100.00%,83.10%,99.98%,94.69%,0.11%,4.40%,380869.5,389310.2,389333.6,377762.9,84265.9,1127077.8,488753.6,456017,456046.5,417552.7,78394.5,1202491,209568.3,182012.9,181980.6,166565.7,10946.2,158274.4,85.51%,54.12%,54.11%,42.89%,24.41%,19.63%,414472.9,383004.3,383030.3,365618.8,202730.8,712525.7,333355.3,339661.8,339674.7,333027.3,195504.2,722520.9,135823.7,111132.2,111104.1,101864,48133.7,147611.7,145.63%,40.05%,40.05%,36.32%,22.92%,20.86%,603584.2,153392.2,153391.1,132781,46468.9,148659,40.74%,32.72%,32.71%,30.59%,24.62%,20.43%,323610.2,357362.5,357389.9,345049.8,197877.8,694912.4,526312.3,398931.6,398981.1,385782.4,216988.3,645748.6,356284.6,367805.7,367886.5,357888.6,210401.6,618910.9,358845.3,362178.1,362202.6,354509.9,212012.8,655386.6,46.33%,39.17%,39.16%,37.42%,28.81%,30.45%,166265.3,141852.3,141826.1,132661.6,61077.5,199577,385.34%,41.55%,41.54%,39.99%,25.53%,26.81%,2028086.4,165767.9,165736.1,154274.8,55400.7,173113.5,258973,237215.2,237235,225639.9,133337.9,456473.1,205931.7,218943.1,218967.1,210945.2,111997.2,444487.5,212631,214010.8,214025.4,207591.3,107987.1,453307.8,44.45%,39.85%,39.84%,37.79%,28.40%,23.56%,94513.5,85275.9,85262.3,78448,30670.1,106813.6,76.07%,42.55%,42.54%,38.32%,73.67%,22.97%,197009.8,100926.8,100922.4,86456.2,98225.5,104838.4,362451.8,403324.3,403352.8,381603.2,74537,1183638.9,55.02%,46.75%,46.74%,44.09%,12.99%,14.04%,417922.4,246779.5,246785.3,179107.7,19136.4,236100.8
01-KO3_OE-C8,,62037,50202,50196,47575,91,2135,100.00%,80.92%,80.91%,76.69%,0.15%,3.44%,100.00%,80.92%,99.99%,94.78%,0.18%,4.25%,371237.2,386174.3,386200.2,374448.4,82912,1140121.5,473378.4,452113.7,452139.4,414639.4,79861.7,1210607.1,213634.9,184200.7,184192.6,168272.4,14758.8,169390.8,88.44%,54.66%,54.65%,43.33%,19.41%,19.76%,405734.4,388998,389017.4,372308.1,220452.6,719340.2,333862.2,344214.6,344237.1,337803,207238.1,735000.3,142314.9,113505,113502.6,104233.7,48433.7,146804.2,137.05%,40.07%,40.07%,36.70%,25.34%,20.64%,556044.8,155878.1,155877.2,136620.9,55869.3,148497.2,42.63%,32.98%,32.97%,30.86%,23.37%,19.97%,309328.8,362789,362809.5,350931.8,214183.3,701620.3,480530.4,401833.3,401870.3,389364.8,230306.3,648292.4,336367.4,369820.5,369881.9,360315.8,218091,622570.8,355968.5,364476.6,364494.4,357025.3,219120.1,662931.8,49.11%,39.99%,39.99%,38.35%,30.08%,28.87%,174808.6,145767.7,145751.3,136909.4,65915.9,191402.5,312.19%,41.82%,41.81%,40.53%,35.76%,26.29%,1500181.6,168047.8,168023.7,157805.7,82348.1,170452.4,250167.1,232415.2,232431.1,221556.8,103535.5,449482.3,191976.7,214126.8,214146.6,206694.7,90343.4,438071.7,204847.5,208319.5,208337.6,202180.9,100520.3,448817.1,46.00%,40.85%,40.84%,38.65%,34.62%,23.15%,94239.5,85089.1,85093.7,78150.8,34804,103887.4,77.50%,43.00%,43.00%,39.11%,50.00%,22.67%,193876.2,99939.3,99934.5,86649.7,51766.9,101882.5,334405.6,398844.3,398869.9,378196.2,78095.8,1191066.5,57.55%,47.70%,47.69%,44.94%,17.80%,14.86%,418672.8,247110.6,247113.7,179648.5,15498.3,239223.8
01-WT_AZ-D1,,85132,62200,62197,44885,38,16002,100.00%,73.06%,73.06%,52.72%,0.04%,18.80%,100.00%,73.06%,100.00%,72.17%,0.06%,25.73%,660380.1,640944.9,640948.1,513131.3,79608.5,1302680.5,999304,777994.8,778018.4,528329.3,70879.9,1463386.4,503371.3,382253.3,382238.8,233076.3,24767.7,331887.3,116.03%,68.95%,68.95%,38.04%,34.92%,39.09%,509670.7,424296.5,424302.9,353736.1,200243.9,615194.4,374347.5,370145.8,370150,320464.9,202606.5,619498.5,229744.2,160748.9,160753.9,99614.7,38661.2,175370.4,108.12%,42.33%,42.33%,35.42%,16.43%,27.37%,551047.1,179622.3,179623.3,125284.6,32896.5,168358.8,61.37%,43.43%,43.43%,31.08%,19.08%,28.31%,364028.1,390116.5,390122.8,334629.3,197552,589390.5,575608.4,412702.7,412713.5,334699.3,195097.6,623423.4,374997.8,369062.3,369078.3,308635,187567.1,596391.1,369575.4,359808.7,359820.8,299197.9,192452.7,631031.4,67.30%,52.41%,52.42%,40.35%,26.91%,30.66%,248727.3,188593,188609.9,120730.2,51795,193493.5,263.72%,47.78%,47.77%,42.49%,29.73%,27.66%,1518004.6,197174.1,197170.5,142209.7,58001.4,172469.1,314839.4,249534.3,249545.5,179183.7,69514.2,442089.2,199940.2,202285.4,202298.6,154866.4,46885.1,416468.8,221003.7,212260.6,212273.4,169838.7,42529.3,425946.8,77.23%,64.51%,64.50%,54.43%,78.61%,32.47%,170673.2,136924.7,136917.8,92442,33431.4,138291.6,105.21%,64.05%,64.04%,50.39%,92.97%,34.83%,331246.3,159822,159817.2,90291.1,64629.2,153991.9,620513.6,645862.9,645889.8,486713.5,64769.6,1391370.6,76.22%,59.64%,59.64%,45.42%,31.11%,25.48%,1159534.5,536417.1,536418.8,200955.7,24750,571972.3
01-WT_AZ-E1,,79787,54555,54541,40251,85,13157,100.00%,68.38%,68.36%,50.45%,0.11%,16.49%,100.00%,68.38%,99.97%,73.80%,0.16%,24.12%,631127.7,608150.3,608329.2,486563.4,84368.2,1305152.8,1000805.4,741904.5,742035.9,505350.1,77847,1453456.5,526797.1,387094,387101.9,243513.8,14948,333427.8,123.31%,68.73%,68.72%,41.41%,24.68%,35.07%,558093.1,441731,441785.9,373654.2,200392.4,643655.1,392618.5,386998.5,387045.6,333668.6,195471.9,654489.8,280364.7,181210.6,181225.9,116438.1,31608.5,182931.3,121.99%,43.27%,43.26%,38.40%,17.46%,27.03%,680820.6,191144,191137.5,143500.8,34992.4,173948.1,71.41%,46.82%,46.82%,34.90%,16.17%,27.95%,375701.3,403668,403727.7,349751.6,197520.6,616677.8,624975.4,412202.4,412282.6,341096.4,167629,623127.8,380549.8,366269.3,366393.5,310906.2,162231.4,594663.9,371440.9,360675.3,360737.2,301549.9,163027.4,632788.5,73.31%,54.61%,54.59%,43.63%,29.42%,30.92%,272315.7,196960.9,196929.6,131581,47963.2,195658.7,289.40%,48.71%,48.70%,45.25%,27.16%,28.13%,1808658.1,200800.9,200763.9,154347.3,45530.7,175308.3,317459.6,239434.8,239482.3,172344.4,54891.8,440344.6,195160.8,191259.9,191332,147099.1,39148.1,417009.8,213120.4,202522.1,202562.5,161688,32470.5,425221.7,80.83%,66.91%,66.87%,57.39%,69.90%,31.41%,172263.2,135507.3,135458.3,92784.8,22697.1,133570.2,111.37%,65.39%,65.37%,52.46%,98.90%,33.07%,353549.5,156569.4,156560.6,90409.6,54287,145607.8,589085.6,605235.5,605416.9,458061.1,74111.7,1389180.3,83.47%,63.65%,63.63%,50.05%,17.72%,25.55%,1234055,509899.8,509895,209251.9,19211.3,509753.9
01-WT_AZ-F1,,77272,50440,50427,36624,91,12765,100.00%,65.28%,65.26%,47.40%,0.12%,16.52%,100.00%,65.28%,99.97%,72.63%,0.18%,25.31%,638959.9,625769.1,625899.3,497974.1,82505.6,1307019.4,1009920.3,750840.1,750997.9,513367.3,75741.6,1422416.4,562328.9,395201.4,395208,245488.5,14783.9,326770.2,120.05%,64.30%,64.29%,40.66%,25.09%,29.54%,567208.8,450760.5,450814.3,376854.7,215940,656704.1,398543.9,397868.2,397924.8,336962.4,200530.6,663038.3,312941.2,188541.8,188547.2,116550.1,49884.3,174731.7,118.34%,43.05%,43.05%,38.30%,33.92%,25.30%,671215,194060.1,194054.4,144321.8,73251.1,166118.7,78.52%,47.39%,47.38%,34.59%,24.88%,26.35%,357129.7,411895,411953.3,352923.4,207116.8,632933.5,617606.8,418175.5,418246,342191.4,199237.2,629970.4,358795.5,372119.5,372220,312450.3,186366.1,604844.1,374770.6,368686.7,368788,303040.2,179155.8,635996.6,77.54%,55.01%,55.00%,43.07%,26.33%,29.72%,290581.6,202799.7,202844.6,130514.5,47171.9,189036.3,250.79%,48.20%,48.18%,44.82%,46.56%,26.62%,1548870.3,201554.8,201529.6,153379.7,92761,167692.7,320314.3,240768.6,240818.8,170750,61786.7,438091.9,179229.5,191277.3,191370.2,144966.3,38884.9,415853.7,211808.9,203554.3,203595.4,160992.8,33166.9,425168.8,87.08%,68.94%,68.92%,58.16%,86.24%,30.81%,184434.9,140339.3,140328.1,93639.2,28602.9,130996.9,113.47%,65.17%,65.15%,52.90%,111.66%,31.97%,363462.1,156899.8,156887.7,90334.3,68990.7,140059.9,547493.7,619140.8,619444.8,466655.1,72346.2,1372784.3,88.01%,63.15%,63.14%,49.30%,17.92%,25.00%,1212366.1,482825,482783.5,208721.4,19004.5,420221.7
01-KO1_AZ-D2,,14669,8032,8031,2655,3,5157,100.00%,54.75%,54.75%,18.10%,0.02%,35.16%,100.00%,54.75%,99.99%,33.06%,0.04%,64.21%,1207077.4,1180594.1,1180672.1,699493.2,40367.7,1508384.9,1939752.5,1354785.4,1354887.6,671452,56367.8,1719920.6,1084396.8,603781.6,603726.9,198151.9,1741.2,510307,147.50%,59.64%,59.63%,26.54%,50.98%,44.02%,513419.5,402399.2,402418.7,310980.8,264790.8,451582.2,373572.8,376524.2,376529.2,297068.2,223366.7,428298.5,272831.6,127604.7,127603.7,75800.3,40249.5,130777,199.27%,35.28%,35.27%,28.38%,36.34%,31.44%,1023073.1,141948.1,141946.2,88249,96221.7,141961.9,73.03%,33.89%,33.89%,25.52%,18.02%,30.53%,308022.2,379582.2,379602.8,299663.8,254203.3,430692.2,971454.8,492789.3,492838.9,344825,310825.4,572528.1,431762.1,453945.1,454034.1,323880.9,296838.3,543704.7,483965.9,466111.8,466129.6,328295.8,296806.8,558862.2,78.82%,43.98%,43.98%,34.73%,46.22%,35.06%,381439.3,205011.5,204991.7,114010.6,137192.9,195917,344.85%,39.04%,39.03%,36.24%,36.74%,30.74%,3350044.8,192405.4,192366,124951.2,114210.3,175988.6,566353.6,390882.2,390913.4,222606.5,132840.8,480953.5,273781.5,342493.8,342531.8,204808.4,72997,449994.5,370529.4,359980.1,360044.9,209224.1,115377.9,449241.6,85.46%,51.15%,51.15%,39.84%,132.26%,33.60%,316647.2,184129.8,184161.9,83362.3,152594.5,150938.9,138.59%,51.98%,51.97%,42.03%,97.86%,38.67%,784899.8,203180.2,203173.6,93557.6,130000.6,185999.1,891283.4,1166892.8,1167006.6,642125.8,52130.5,1601902.1,89.84%,51.14%,51.13%,28.33%,4.31%,33.83%,2861057,807941.6,807939.9,178171.6,28736.1,757095.8
01-KO1_AZ-E2,,15517,8442,8441,3843,8,4369,100.00%,54.40%,54.40%,24.77%,0.05%,28.16%,100.00%,54.40%,99.99%,45.53%,0.09%,51.76%,983317,998425.6,998572.4,651562.5,75872.6,1418465.3,1643158.5,1157319.1,1157416.6,636832.1,68676.3,1615109,937144.1,541837.2,541735.2,215587.1,19699.6,442653.9,154.73%,63.81%,63.80%,29.33%,36.34%,42.07%,487598.3,393294.7,393314.9,316453.8,200332.1,461372,354312.7,365104.9,365153.8,300862,195773.8,436723.5,271854.6,128355.5,128359.1,82548.7,20534.5,133443.5,205.35%,36.46%,36.46%,30.12%,15.74%,31.54%,1001298.5,143396.3,143392.7,95310.1,31536.4,145500.8,76.73%,35.16%,35.15%,27.44%,10.49%,30.56%,285982.6,369733.2,369755.5,303619.3,198211.3,439838.7,892679.2,479044.5,479089.6,358763.8,202485.3,586118.9,395252.2,439403.6,439481.4,335417.1,186455.3,558158.4,457535.5,451792.9,451802.9,338864.7,169958.3,579662.4,81.66%,45.27%,45.25%,36.83%,34.94%,33.55%,373639.1,204531.6,204420,124814.4,59390.2,194504.5,329.84%,40.10%,40.09%,37.22%,45.49%,29.60%,2944369.5,192091.9,192058.7,133545.2,92112,173513.1,479650.5,328577.5,328607.6,197425,169996.4,444086.9,212615.6,280797.5,280841.4,179185.1,123493.3,416552.5,296635.6,294787.9,294795.9,185407.3,158181.2,419361.6,96.57%,58.00%,57.99%,44.25%,99.36%,34.71%,286461.2,170985.5,170948.8,82047.4,157162.8,145546.4,146.23%,56.73%,56.73%,44.88%,75.02%,37.76%,701376.1,186417.8,186408.4,88601.5,127538.2,167701.5,721801.3,983637.3,983763.2,603975.6,63157.1,1516007.4,95.30%,54.27%,54.25%,33.09%,25.96%,31.21%,2542511,738448.9,738438.3,186781.4,24956.6,679494.4
01-KO1_AZ-F2,,15034,8653,8653,4171,16,4198,100.00%,57.56%,57.56%,27.74%,0.11%,27.92%,100.00%,57.56%,100.00%,48.20%,0.18%,48.51%,975992.9,957259.3,957259.3,632539.1,83751.2,1386859.3,1542804.9,1088526.1,1088526.1,621845.2,79625.6,1564514.9,860948.5,522969.6,522969.6,226382.1,10089,421564,134.38%,59.20%,59.20%,31.07%,19.38%,38.92%,503169.3,397390.9,397390.9,327930.8,208274.5,467562.1,366735.4,367952.8,367952.8,310272.7,174309.9,439659.8,247695.9,126939.2,126939.2,87175.1,38474.7,135483,191.08%,36.26%,36.26%,31.05%,32.71%,31.64%,961464.6,144106.9,144106.9,101812.6,68122.4,147952.4,67.54%,34.50%,34.50%,28.10%,22.07%,30.82%,313894.8,373826.8,373826.8,313814.3,198842.6,445659.1,939959.2,483052.7,483052.7,371963.9,190125.3,594653,436414.3,444134.9,444134.9,346965.7,184517.9,568490.3,477503.3,457056.4,457056.4,350690.8,181817.3,585229.9,75.16%,43.75%,43.75%,36.96%,24.50%,32.92%,358874.1,199979.3,199979.3,129629.2,44542.3,192659,345.98%,39.52%,39.52%,37.71%,26.93%,28.66%,3252089.3,190921.8,190921.8,140271,51203.3,170422.3,482806.9,334988.7,334988.7,212005.7,110918,459384.8,240241.1,289806.3,289806.3,193273.7,88343.7,434051,318857.5,307456.5,307456.5,201752.8,96998.6,432363.6,85.48%,55.05%,55.05%,44.09%,78.88%,31.62%,272551.1,169243.7,169243.7,88958.4,76509.7,136699.9,128.55%,53.55%,53.55%,41.85%,66.08%,36.01%,620671.1,179386.1,179386.1,88732.5,73298.6,165428.7,748274,928350.6,928350.6,585475.8,77579.4,1478855.4,88.21%,54.63%,54.63%,35.79%,12.05%,30.40%,2073189.3,644371.3,644371.3,193177.2,15428.8,608936.2
01-KO2_AZ-D3,,8090,4451,4449,947,2,3387,100.00%,55.02%,54.99%,11.71%,0.02%,41.87%,100.00%,55.02%,99.96%,21.29%,0.04%,76.13%,1455437.5,1380478.3,1380631.8,745100.8,87183.3,1604659.5,2405311.8,1577243.3,1577693.1,710401.8,87183.3,1825014,1160817.5,653685.2,653833.4,178891.1,1204.7,586162.9,136.36%,59.56%,59.53%,24.82%,1.32%,46.61%,576280.8,384959.9,385035.4,277250.2,246355.4,417635.5,367214.9,356365.4,356366.8,262133.8,246355.4,391302.4,248565.7,125386.9,125205,62363,49868.6,125077.6,238.32%,36.01%,36.00%,27.66%,19.31%,32.89%,1373399.1,138625.1,138610.4,76687.4,47568.4,137350.5,67.69%,35.18%,35.13%,23.79%,20.24%,31.96%,343740.7,362573.1,362656.8,268016.8,244048.4,397090.4,1243843.6,494417.8,494546.8,324082.6,109836.3,545278.7,529360.9,457153.7,457351.1,305749.8,109836.3,515258.7,512796.9,470310.2,470367.7,308986.6,109836.3,524531.3,70.81%,42.95%,42.92%,32.53%,0.13%,35.62%,363110.4,201982,201895.6,100508.9,147.4,186850.8,355.96%,38.18%,38.16%,35.23%,0.13%,32.45%,4427538,188775.1,188704.6,114166.8,140.6,176954.9,728690.1,473644.2,473833.6,265230.4,166921.1,534063.3,397571.7,427638,427847.4,249614.5,164857.3,501235.3,466955.1,438598.2,438940.6,254519.2,166921.1,494484.7,73.30%,43.18%,43.13%,28.49%,23.24%,34.53%,342285.9,189400.9,189303.6,72505.4,38795.8,170753.5,130.63%,47.55%,47.50%,34.70%,22.17%,38.32%,951920.4,225224.3,225089.2,92041.1,37006.3,204668.5,1262175.6,1373211.8,1374145.5,680741.1,87179.5,1688386.4,79.76%,47.35%,47.36%,24.01%,1.38%,36.53%,3279868.8,939365.3,939279,176289.4,1149.1,850709.2
01-KO2_AZ-E3,,9863,5513,5510,1442,2,3928,100.00%,55.90%,55.87%,14.62%,0.02%,39.83%,100.00%,55.90%,99.95%,26.17%,0.04%,71.29%,1290812.5,1319688.8,1319867.1,729702.8,80419.3,1605413.5,2120648.5,1555062.3,1550794.4,696522.8,80419.3,1871071.6,1184700.6,690409.6,690503.6,180797.6,1433.9,620147.3,145.40%,66.48%,63.00%,25.35%,1.70%,48.14%,530983.6,392916.2,392944.9,285509.1,224037.7,434706.8,347031,361862.4,361864.9,273298.8,224037.7,407899.9,269820.9,135038,135026.9,67839,49186.4,142468.1,242.30%,38.10%,38.10%,28.30%,20.94%,34.52%,1286557.9,149689.9,149698.9,80795.8,46917.7,150062.5,77.75%,37.32%,37.31%,24.82%,21.95%,34.93%,295650.3,367258.1,367285.2,275474.6,221567.7,410467.8,1049838.8,472713.5,472746.9,313219.5,334437.1,534240.1,411102.7,433325.7,433414.8,295467.1,313454.6,501858.7,448268.7,443299.8,443341.1,298228.3,334437.1,511938.3,77.61%,45.13%,45.10%,32.03%,51.69%,37.74%,347904.7,200051.5,199953.3,95522.8,172863.4,193184,391.26%,40.58%,40.56%,35.00%,49.30%,34.02%,4107553.5,191841,191765.4,109631.4,164889.9,181745.1,607950.4,439180.2,437906.9,234996.7,256816.5,514799.9,295884.4,387029.1,386780,219724.2,254050.3,479322.5,389150.3,396273.7,396134.1,228803.3,256816.5,467134.7,84.69%,49.13%,49.12%,30.53%,21.70%,35.67%,329564.3,194681.6,194575.1,69862.3,55734.1,166637.3,140.43%,54.29%,51.98%,39.74%,20.70%,40.94%,853714.8,238451.6,227636.5,93387.6,53163.3,210756.2,999888.6,1323894.8,1323477.5,667114.1,80413.4,1717564.9,91.78%,52.32%,52.32%,24.78%,1.78%,38.63%,3083349,1033800.3,977003.8,176595.4,1367.8,900644.9
01-KO2_AZ-F3,,10265,5537,5537,1454,1,3921,100.00%,53.94%,53.94%,14.16%,0.01%,38.20%,100.00%,53.94%,100.00%,26.26%,0.02%,70.81%,1232796,1288786.3,1288786.3,738172.9,61882.5,1561837.1,2111430.3,1505956.3,1505956.3,708050.8,61882.5,1803442.1,1110742,632389.3,632389.3,167835,0,561613.5,153.07%,63.94%,63.94%,23.17%,0.00%,48.13%,531348.8,380836.2,380836.2,279550.8,207206.1,420830.4,335038.8,353233.4,353233.4,267045.8,207206.1,394707.4,264154.7,125699.1,125699.1,66742.6,0,126346,260.70%,36.79%,36.79%,26.79%,0.00%,33.45%,1385209.6,140125.6,140125.6,74885.4,0,140777,78.84%,35.59%,35.59%,24.99%,0.00%,32.01%,277746.3,357845.9,357845.9,270743.5,207206.1,399124.7,1142249.1,468191.4,468191.4,309842.9,335143.6,530574.8,404512.8,429946.5,429946.5,293582,335143.6,499083.5,435913.5,435389.5,435389.5,295012.6,335143.6,512064.3,79.78%,44.57%,44.57%,29.84%,0.00%,37.53%,347766.4,194059.1,194059.1,88044,0,192178.9,402.85%,40.41%,40.41%,34.21%,0.00%,33.75%,4601561.5,189186.6,189186.6,105994.9,0,179063.7,635475,446969.7,446969.7,249709.5,331845.9,521269.5,292844.3,397924.8,397924.8,236223.5,331845.9,486104.5,391119.8,404132.8,404132.8,244175.8,331845.9,476088.5,84.09%,46.21%,46.21%,28.54%,0.00%,34.47%,328874.8,186732.9,186732.9,69677.8,0,164103.8,147.45%,52.53%,52.53%,34.51%,0.00%,40.99%,937036.5,234779.1,234779.1,86184.4,0,213676.1,929833.1,1299501.1,1299501.1,684282.2,61882.5,1662308,90.10%,49.07%,49.07%,22.74%,0.00%,35.96%,3231983.3,962888.8,962888.8,164089.7,0,868043.6
01-KO3_AZ-D4,,32433,22288,22277,20881,255,964,100.00%,68.72%,68.69%,64.38%,0.79%,2.97%,100.00%,68.72%,99.95%,93.73%,1.14%,4.33%,333592.2,370425.6,370525.2,359806.7,83710.6,1136655.3,475701.6,432634.5,432754.5,396145.6,79136.7,1223392.6,274579.2,205611,205521.9,188019.6,16176.3,176034,127.12%,60.41%,60.39%,47.66%,21.60%,21.48%,416084.8,398695.8,398779.7,386470.1,237028.6,667041.1,332759.6,360339.3,360386.3,353597.7,225074.3,667691.1,201292.7,128771.2,128707.5,118642.7,57037.5,172025.2,168.17%,39.06%,39.05%,36.86%,25.58%,23.23%,699725.4,155711.6,155703.9,142438.8,60632.3,154963.5,60.49%,35.74%,35.71%,33.55%,25.34%,25.76%,264820.6,372046.1,372135.8,363387.3,229949.3,647750.6,539817.8,403560.6,403709.3,391192.6,228736.5,680500.9,288492.8,367246.3,367482.4,358529.1,218681.1,656877.2,339739.3,361820.4,361933.8,354069.4,211453.1,694318,64.93%,44.28%,44.26%,42.13%,29.61%,26.60%,220590.3,160226.3,160202.7,149172.8,62614.9,184660.7,350.12%,44.28%,44.24%,42.77%,32.14%,24.46%,1890031.8,178700.2,178617.9,167310,73526.8,166421.4,244325.5,217456.4,217333.6,206796.5,94608.1,446913.9,130559.6,194053.2,194115.3,188035,79917.6,432940.8,185341.7,196936.4,197016.8,192382.4,79982.2,439256.4,65.30%,46.17%,46.13%,43.48%,48.79%,24.07%,121031.5,90919.8,90891.4,83651.3,39024.5,105713.7,115.01%,50.23%,48.56%,43.53%,68.65%,27.31%,280993.9,109225,105526.3,90020.7,64947.7,122051.2,241874.6,368079.2,368231.4,352571.1,76540.8,1200688.6,82.31%,55.51%,55.47%,52.26%,19.32%,15.49%,604708.4,261355.3,261357.4,188803,17094.3,262758.2
