sgRNA,Gene,Vaco_Ts13_D0,Vaco_Ts13_D10
72563441,ARIH1,289,194
73482117,MTO1,771,928
73480039,MTO1,1812,1371
73462061,MTO1,904,623
73466592,MTO1,1136,893
34993413,DNAJB5,1337,1288
34996325,DNAJB5,1067,1278
34993355,DNAJB5,998,835
34996670,DNAJB5,1106,1169
1222844,TPSG1,746,430
1223590,TPSG1,451,612
1222297,TPSG1,786,492
1222660,TPSG1,443,209
64319858,PRDX5,975,459
64318317,PRDX5,1350,1522
64320752,PRDX5,588,745
64318271,PRDX5,935,679
41241937,BACE2,1465,1125
41168389,BACE2,1025,1277
41243506,BACE2,1442,1581
41237515,BACE2,683,615
33375414,FBXL2,2606,1997
33375288,FBXL2,747,829
33364716,FBXL2,1395,1300
33373319,FBXL2,636,557
36480621,TXN2,1397,803
36480676,TXN2,256,109
36480595,TXN2,410,319
36476795,TXN2,154,56
38224928,TMEM184B,603,896
38231292,TMEM184B,537,513
38245980,TMEM184B,2943,3325
38230712,TMEM184B,640,635
43838968,SULT4A1,2206,2243
43840008,SULT4A1,835,795
43838914,SULT4A1,1214,1013
43841878,SULT4A1,1600,1596
31150041,HECTD1,498,400
31144879,HECTD1,746,402
31173754,HECTD1,885,688
31129159,HECTD1,411,407
148578002,NBPF14,1577,314
148559819,NBPF14,1954,646
148587335,NBPF14,2443,1984
148591493,NBPF14,1879,2744
120298387,POU2F3,1188,1294
120305650,POU2F3,520,556
120299694,POU2F3,542,540
120307534,POU2F3,710,753
85983652,MGAT4C,282,400
85979984,MGAT4C,609,792
85979871,MGAT4C,693,966
85983556,MGAT4C,720,662
36971011,NIPBL,892,392
37022255,NIPBL,1024,653
37006585,NIPBL,1043,322
37019396,NIPBL,497,111
2151898,RAB26,2209,1589
2151730,RAB26,2613,1864
2151582,RAB26,1245,766
2148940,RAB26,2069,1154
70501044,COG4,1452,410
70523386,COG4,926,367
70514502,COG4,804,259
70497972,COG4,614,224
50925292,METTL7A,1877,1560
50925511,METTL7A,1796,1655
50925433,METTL7A,1224,820
50925187,METTL7A,1010,845
34204675,ABTB2,2023,1733
34170950,ABTB2,1694,2744
34165313,ABTB2,1323,801
34197349,ABTB2,2053,2443
118894499,ASF1A,636,633
118905729,ASF1A,643,744
118905666,ASF1A,674,624
118900854,ASF1A,681,363
197535589,MOB4,473,520
197540433,MOB4,679,254
197516142,MOB4,525,299
197523655,MOB4,900,890
43513113,YIPF3,1855,1184
43512861,YIPF3,601,707
43515647,YIPF3,785,498
43513389,YIPF3,1369,983
134478690,ANAPC13,436,343
134482807,ANAPC13,2268,1110
134482827,ANAPC13,502,483
134482881,ANAPC13,411,150
75012743,PARM1,574,623
75012899,PARM1,611,511
75012971,PARM1,509,447
75012503,PARM1,842,617
36877633,ZNF345,641,694
36877465,ZNF345,1068,1776
36877129,ZNF345,850,997
36876972,ZNF345,606,434
98233773,TECPR1,944,958
98245054,TECPR1,1559,915
98238514,TECPR1,1268,1100
98231906,TECPR1,870,744
138235069,ARMC8,1774,1647
138228928,ARMC8,2902,2210
138237379,ARMC8,1836,1610
138223682,ARMC8,656,444
34098441,DCAF12,1445,1492
34107385,DCAF12,572,582
34125028,DCAF12,1097,1149
34107460,DCAF12,1558,1099
186152039,FAM149A,2306,2762
186157626,FAM149A,885,986
186156082,FAM149A,2289,2532
186162914,FAM149A,2198,2243
66341266,BRMS1,2043,1635
66341226,BRMS1,673,954
66341309,BRMS1,1954,1250
66341590,BRMS1,36,8
64300825,TEX40,1408,1032
64300983,TEX40,1073,811
64300715,TEX40,974,1008
64300926,TEX40,882,447
114504477,DFNB31,1180,1194
114423373,DFNB31,1070,861
114424401,DFNB31,1883,1448
114426359,DFNB31,2,0
41805669,USP49,819,685
41806722,USP49,639,570
41805891,USP49,660,441
41806405,USP49,555,380
51978302,ABHD14A,2294,2062
51977945,ABHD14A,1953,1947
51980492,ABHD14A,2224,1480
51978078,ABHD14A,2600,2051
46697799,PRKD2,2466,1897
46701077,PRKD2,1112,810
46704325,PRKD2,347,226
46713941,PRKD2,1494,1191
56076847,SUMF2,706,696
56074695,SUMF2,940,482
56068608,SUMF2,780,610
56074633,SUMF2,2008,1469
113013362,C3orf17,2631,553
113010685,C3orf17,1058,962
113019554,C3orf17,2318,500
113011342,C3orf17,1645,927
5690524,RPL36,753,24
5690594,RPL36,736,37
5691359,RPL36,492,21
5691385,RPL36,434,69
167935738,MPC2,383,257
167924502,MPC2,372,462
167935789,MPC2,1000,546
167935761,MPC2,470,342
51055937,LETMD1,559,642
51053800,LETMD1,648,609
51049130,LETMD1,527,342
51055997,LETMD1,548,282
3779256,SPEF1,1815,1312
3781187,SPEF1,1295,1223
3781241,SPEF1,1786,1413
3778791,SPEF1,866,1045
3321283,MXRA5,646,597
3323079,MXRA5,313,314
3320563,MXRA5,780,959
3324243,MXRA5,568,755
103415512,DCAF13,846,81
103426141,DCAF13,197,216
103420394,DCAF13,996,891
103427207,DCAF13,1104,593
8796277,TMEM186,897,759
8796389,TMEM186,675,586
8796330,TMEM186,533,305
8796549,TMEM186,585,481
74710925,CHRDL2,1959,1843
74703379,CHRDL2,1215,907
74703467,CHRDL2,1949,1338
74713470,CHRDL2,1304,1446
86088790,POLR1A,1636,466
86054259,POLR1A,269,247
86044288,POLR1A,879,636
86078178,POLR1A,341,194
52147085,POC1A,504,443
52145932,POC1A,1002,655
52151046,POC1A,1301,1175
52138266,POC1A,1344,1224
50045123,ZNF473,1829,2168
50045769,ZNF473,2436,1822
50044862,ZNF473,1661,1741
50046066,ZNF473,638,750
100851880,ABI3BP,824,547
100848868,ABI3BP,446,288
100796433,ABI3BP,822,670
100864870,ABI3BP,1285,1406
35436110,PAMR1,568,606
35441589,PAMR1,1661,1687
35494164,PAMR1,1311,1082
35468091,PAMR1,865,625
247868033,TRIM58,2771,3084
247857448,TRIM58,325,354
247860675,TRIM58,533,470
247864755,TRIM58,605,716
67285064,PLEKHG4,1835,842
67285325,PLEKHG4,1730,1324
67280412,PLEKHG4,748,1337
67282538,PLEKHG4,1196,887
57773089,METTL21B,1459,1221
57772773,METTL21B,1809,1042
57780399,METTL21B,1120,863
57773051,METTL21B,863,691
211978439,INTS7,545,493
212020123,INTS7,760,158
211968690,INTS7,631,230
211976624,INTS7,807,667
100261717,RNF19A,366,399
100287617,RNF19A,526,547
100269988,RNF19A,436,377
100275075,RNF19A,354,236
75491912,RCHY1,1984,2443
75490652,RCHY1,689,591
75491745,RCHY1,924,1108
75490611,RCHY1,1051,820
6555311,IFFO1,1017,1104
6555471,IFFO1,697,774
6555932,IFFO1,582,273
6555840,IFFO1,1911,1553
138776173,CCDC28A,1338,1367
138773735,CCDC28A,2080,2378
138773783,CCDC28A,1981,2094
138776100,CCDC28A,1542,1989
150944553,MTHFD1L,1051,569
150926157,MTHFD1L,1028,849
150877653,MTHFD1L,1205,1281
150949121,MTHFD1L,633,399
162017485,OLFML2B,1819,2284
161998107,OLFML2B,1205,1196
162006397,OLFML2B,853,596
162020047,OLFML2B,856,630
32713336,CNOT10,307,408
32727865,CNOT10,721,782
32708783,CNOT10,576,373
32727694,CNOT10,645,358
72111245,ANAPC15,580,376
72110216,ANAPC15,1625,1858
72110594,ANAPC15,695,648
72111207,ANAPC15,1093,542
45225762,TMEM158,3243,2224
45225708,TMEM158,1986,1717
45225904,TMEM158,2195,1815
45225443,TMEM158,1435,1200
246861964,AHCTF1,1510,1135
246888406,AHCTF1,2172,819
246877045,AHCTF1,1142,562
246855794,AHCTF1,703,425
101594734,DPCD,1754,1869
101601216,DPCD,2499,3023
101601265,DPCD,2041,2105
101594664,DPCD,1423,1326
154214544,C1orf43,1266,1127
154212470,C1orf43,1085,1390
154212527,C1orf43,984,905
154219876,C1orf43,676,443
124892267,POT1,1429,821
124853028,POT1,2114,1667
124863556,POT1,2083,665
124846978,POT1,1341,811
70145775,RTTN,2014,2299
70127553,RTTN,2953,936
70201899,RTTN,2584,2793
70088058,RTTN,2112,1182
49022208,NDUFAF3,564,193
49022882,NDUFAF3,459,13
49022395,NDUFAF3,896,147
49022469,NDUFAF3,1099,874
9365155,THUMPD3,1970,1909
9377869,THUMPD3,1356,1358
9371424,THUMPD3,1007,915
9366909,THUMPD3,1440,1363
137263148,NELFB,2354,1426
137265898,NELFB,881,659
137264275,NELFB,635,288
137256051,NELFB,1047,145
57688559,ZDHHC5,363,323
57696004,ZDHHC5,1971,1358
57698559,ZDHHC5,1612,915
57690389,ZDHHC5,1087,1126
63658814,ATL3,917,899
63646539,ATL3,608,440
63659135,ATL3,718,590
63643429,ATL3,633,491
40166864,MYRIP,1350,1139
40167208,MYRIP,871,811
40170063,MYRIP,1998,2937
40044179,MYRIP,1093,869
25227289,ZNF521,1683,1346
25227559,ZNF521,671,504
25226367,ZNF521,1324,1472
25227070,ZNF521,1333,1158
67737538,NOL11,1317,1520
67726547,NOL11,920,975
67718085,NOL11,617,556
67721410,NOL11,747,859
68319340,CNRIP1,2236,2103
68317252,CNRIP1,2369,1628
68317194,CNRIP1,1299,1319
68317294,CNRIP1,1578,1204
16465566,SOSTDC1,1539,1492
16462781,SOSTDC1,1984,1949
16465474,SOSTDC1,1617,1723
16465630,SOSTDC1,1447,1456
154932136,GEMIN5,480,618
154907611,GEMIN5,430,89
154921374,GEMIN5,539,748
154911861,GEMIN5,632,481
47410446,PTPN23,1610,499
47410069,PTPN23,746,336
47409690,PTPN23,1676,1077
47406494,PTPN23,1565,355
24814135,CLIC4,1431,1568
24827112,CLIC4,1817,2144
24814218,CLIC4,1984,2671
24745608,CLIC4,2120,2306
104750991,NIPSNAP3A,698,408
104753031,NIPSNAP3A,1678,1334
104752956,NIPSNAP3A,701,811
104747836,NIPSNAP3A,1536,1534
212782413,NSL1,953,137
212791536,NSL1,894,151
212791665,NSL1,668,190
212791712,NSL1,863,187
149542355,WWTR1,1402,1750
149657047,WWTR1,317,241
149572873,WWTR1,607,543
149657181,WWTR1,874,756
31323686,HEATR5A,1124,978
31358655,HEATR5A,1248,912
31388935,HEATR5A,1627,883
31345105,HEATR5A,2251,2516
36935092,SAMHD1,722,751
36930843,SAMHD1,2316,1854
36912521,SAMHD1,798,801
36951515,SAMHD1,783,429
33587286,FAM98A,1685,1795
33585673,FAM98A,920,1012
33592088,FAM98A,393,364
33592170,FAM98A,613,489
36805437,TPGS2,655,482
36805375,TPGS2,679,466
36798538,TPGS2,515,676
36805490,TPGS2,651,679
75412992,SIN3A,584,327
75422748,SIN3A,2024,958
75411599,SIN3A,1567,1037
75400124,SIN3A,2414,835
3324893,C20orf194,1136,1390
3315089,C20orf194,1316,1348
3298060,C20orf194,762,1137
3332352,C20orf194,486,468
111112331,PVRL3,1696,2077
111126194,PVRL3,1891,1771
111118767,PVRL3,668,647
111118870,PVRL3,836,1114
54371616,ZNF385A,1888,1395
54374000,ZNF385A,969,811
54375883,ZNF385A,563,488
54371478,ZNF385A,900,640
32875059,KBTBD2,387,414
32870312,KBTBD2,686,863
32870687,KBTBD2,410,405
32870032,KBTBD2,1380,1016
25229102,SYF2,678,980
25229030,SYF2,444,359
25227515,SYF2,791,1186
25232154,SYF2,112,15
95244279,RWDD3,469,360
95244423,RWDD3,1204,909
95244488,RWDD3,969,847
95244327,RWDD3,1591,1376
218340759,PNKD,1024,1170
218271489,PNKD,869,790
218270601,PNKD,406,196
218342007,PNKD,1024,1285
100498073,SEC31B,463,543
100499249,SEC31B,720,914
100496341,SEC31B,2237,2147
100507525,SEC31B,722,669
99408242,PNISR,436,245
99403838,PNISR,1366,950
99410783,PNISR,660,568
99408102,PNISR,874,1179
11193775,KANK2,1034,917
11176804,KANK2,1095,1085
11193089,KANK2,564,509
11193554,KANK2,982,819
37835590,ADGRA2,521,471
37831441,ADGRA2,795,699
37835174,ADGRA2,939,1014
37814918,ADGRA2,656,553
73125138,NUDT13,1116,873
73114444,NUDT13,540,363
73120131,NUDT13,761,668
73125492,NUDT13,662,626
94510638,KIAA1429,2225,1369
94511513,KIAA1429,1421,405
94527220,KIAA1429,612,429
94526493,KIAA1429,1002,203
42273260,TMEM87A,530,638
42236354,TMEM87A,679,768
42233223,TMEM87A,469,472
42237471,TMEM87A,953,958
41907088,C2CD2,1109,1321
41912354,C2CD2,1674,1195
41918865,C2CD2,631,572
41921999,C2CD2,654,497
28866723,SH2B1,827,852
28866953,SH2B1,700,695
28866260,SH2B1,832,854
28866463,SH2B1,461,392
98610842,UNC50,670,594
98616254,UNC50,1925,726
98616312,UNC50,183,148
98609977,UNC50,675,833
54758690,PARS2,781,338
54758846,PARS2,1172,905
54758257,PARS2,739,434
54758610,PARS2,1729,1821
45508249,MMACHC,1291,1296
45507507,MMACHC,613,355
45508339,MMACHC,1181,744
45508828,MMACHC,955,677
13617938,EGFL6,703,611
13608386,EGFL6,147,280
13589579,EGFL6,1263,1079
13606491,EGFL6,455,559
156678526,TIPARP,1031,883
156695999,TIPARP,1588,1967
156694184,TIPARP,2300,2755
156678139,TIPARP,1864,1287
8092780,NECAP1,821,719
8091769,NECAP1,2346,2211
8091820,NECAP1,519,517
8082378,NECAP1,1678,1284
87249939,CHMP2B,352,306
87240786,CHMP2B,219,179
87245789,CHMP2B,869,1153
87240727,CHMP2B,3555,3646
21183725,DHRS7B,805,511
21183628,DHRS7B,2042,2203
21178276,DHRS7B,1286,1300
21184411,DHRS7B,1786,1864
36239930,AAR2,2444,2209
36240533,AAR2,2067,2184
36240390,AAR2,1672,2175
36240090,AAR2,1006,791
52356774,DNAH1,2245,1801
52366496,DNAH1,2318,2286
52375317,DNAH1,2829,2579
52331184,DNAH1,2441,2703
23475304,NGDN,646,777
23475742,NGDN,1190,495
23475221,NGDN,581,702
23476131,NGDN,710,175
40936401,KRT23,1100,1018
40928523,KRT23,1820,1559
40936505,KRT23,2279,1811
40930042,KRT23,1514,1571
76795694,TSKU,746,621
76795748,TSKU,857,748
76796098,TSKU,577,559
76795851,TSKU,1940,1663
119130834,HINFP,757,543
119132742,HINFP,800,584
119131858,HINFP,572,198
119131977,HINFP,957,676
74840612,ULK3,2400,2260
74840531,ULK3,841,1088
74840239,ULK3,445,510
74842344,ULK3,627,497
241048738,SNED1,1464,1440
241040106,SNED1,2176,2489
241062849,SNED1,1013,1178
241034657,SNED1,284,332
42794181,HIGD1A,1046,1227
42794210,HIGD1A,1297,1334
42794162,HIGD1A,903,806
42786111,HIGD1A,1080,914
114444614,REXO2,2430,1956
114443856,REXO2,2467,1973
114444551,REXO2,2545,1729
114439590,REXO2,2799,2620
82223492,IBTK,1857,1752
82218078,IBTK,1254,1560
82216081,IBTK,601,837
82225639,IBTK,1157,1103
36024493,CLIP3,2007,1584
36027145,CLIP3,1395,1241
36026618,CLIP3,1304,1050
36032204,CLIP3,1213,937
30359791,TBC1D10B,2032,1387
30359264,TBC1D10B,1948,2008
30369799,TBC1D10B,1445,1038
30369450,TBC1D10B,1393,898
4942408,RNF167,800,632
4943515,RNF167,244,343
4943426,RNF167,1035,815
4942647,RNF167,628,669
132328095,MOXD1,787,755
132322847,MOXD1,381,427
132401200,MOXD1,460,677
132328491,MOXD1,605,669
170956452,GORASP2,1659,1399
170949659,GORASP2,1456,1016
170950252,GORASP2,860,1048
170954707,GORASP2,1536,1689
74092553,C2CD3,630,574
74085843,C2CD3,730,538
74095401,C2CD3,1051,1198
74114532,C2CD3,515,502
61342827,TKFC,2583,1928
61341494,TKFC,472,417
61338045,TKFC,2616,1709
61339284,TKFC,597,422
77584624,ZZZ3,1316,824
77632239,ZZZ3,1358,1448
77633120,ZZZ3,1083,1123
77582075,ZZZ3,513,490
200470006,SPATS2L,1822,1891
200439208,SPATS2L,1076,1036
200440769,SPATS2L,1426,1299
200419461,SPATS2L,1072,947
78702287,TENM4,1781,2263
78756830,TENM4,486,481
78701608,TENM4,318,295
78891239,TENM4,589,586
137458499,NSMF,788,562
137455244,NSMF,402,292
137457735,NSMF,853,726
137453764,NSMF,727,614
43532829,L3MBTL1,1024,1001
43534393,L3MBTL1,1227,924
43514666,L3MBTL1,1318,1171
43515054,L3MBTL1,1883,1413
41523342,RPAP1,401,65
41522811,RPAP1,684,167
41526981,RPAP1,327,415
41535582,RPAP1,758,620
16185484,FAM32A,1375,1320
16185512,FAM32A,881,528
16185466,FAM32A,502,232
16185689,FAM32A,795,195
66386040,LRIG1,783,945
66394149,LRIG1,2211,1659
66384065,LRIG1,1291,1854
66417149,LRIG1,1067,1033
12004700,UPF2,1058,887
12028870,UPF2,1226,906
11979114,UPF2,1881,1128
11959305,UPF2,1968,2521
22875860,LRP10,1944,1432
22876266,LRP10,1691,1338
22873345,LRP10,1642,1311
22875401,LRP10,1894,1018
32934291,TMEM98,914,888
32936420,TMEM98,1188,1204
32933192,TMEM98,593,678
32931634,TMEM98,1252,916
99435058,PTCD1,381,163
99425408,PTCD1,578,392
99434834,PTCD1,955,376
99434948,PTCD1,750,611
141431670,PCDHGA12,465,515
141431506,PCDHGA12,752,617
141431842,PCDHGA12,876,893
141431322,PCDHGA12,654,615
54594577,ACOT11,2268,2018
54601355,ACOT11,2256,2637
54594687,ACOT11,2058,1879
54584755,ACOT11,1635,1320
64741907,PLEKHG3,1032,1176
64741534,PLEKHG3,953,1033
64730813,PLEKHG3,641,659
64731410,PLEKHG3,671,658
24852509,OSBPL3,1184,999
24834623,OSBPL3,982,834
24863572,OSBPL3,581,575
24866188,OSBPL3,755,544
33213943,SUSD5,1181,1341
33175049,SUSD5,679,769
33153947,SUSD5,912,665
33153594,SUSD5,1804,1420
115300049,ATRNL1,1398,1143
115215876,ATRNL1,1165,1300
115160108,ATRNL1,1366,1286
115301872,ATRNL1,869,820
154221304,IPCEF1,993,1126
154200003,IPCEF1,791,824
154247454,IPCEF1,455,327
154214230,IPCEF1,322,408
69256381,GLCE,1691,1623
69261197,GLCE,1554,1671
69256006,GLCE,719,714
69261309,GLCE,581,538
57099127,ZNF451,1233,1481
57147648,ZNF451,646,564
57147889,ZNF451,810,699
57133147,ZNF451,1241,1425
71588577,SIPA1L1,1014,1282
71589212,SIPA1L1,643,805
71672618,SIPA1L1,1306,958
71671340,SIPA1L1,989,943
6146355,CHD5,823,529
6129014,CHD5,430,304
6149311,CHD5,803,725
6142224,CHD5,765,640
62158722,SS18L1,1620,790
62162898,SS18L1,1064,997
62161456,SS18L1,1592,1278
62163488,SS18L1,683,705
44952362,SETBP1,803,972
44950829,SETBP1,593,482
44951922,SETBP1,2322,1971
44950473,SETBP1,718,700
196369499,UBXN7,2154,2736
196402957,UBXN7,1319,1506
196391865,UBXN7,116,45
196407381,UBXN7,1381,1212
138873651,LRRTM2,2295,2304
138874074,LRRTM2,2426,2719
138874356,LRRTM2,3020,3228
138873881,LRRTM2,1951,1810
28960695,LTN1,757,1060
28953248,LTN1,499,450
28986188,LTN1,972,1164
28970681,LTN1,495,656
146839860,CNTNAP2,1013,1300
147903703,CNTNAP2,1229,1674
147562208,CNTNAP2,663,762
147121049,CNTNAP2,1270,1085
4762719,ZNF500,1939,1259
4760552,ZNF500,1592,1032
4753008,ZNF500,1557,877
4752899,ZNF500,2019,2384
74796123,FAM169A,652,444
74805236,FAM169A,388,437
74800997,FAM169A,414,578
74834509,FAM169A,883,1098
87675629,SLITRK5,528,427
87676517,SLITRK5,1172,713
87676320,SLITRK5,1014,940
87677208,SLITRK5,1666,2259
38902746,PPP1R16B,1619,1582
38836167,PPP1R16B,514,507
38907005,PPP1R16B,2377,1927
38895705,PPP1R16B,515,511
172032496,DNM3,915,900
172038332,DNM3,908,877
171921763,DNM3,621,624
171987801,DNM3,764,920
69899366,AUTS2,1955,1717
70777170,AUTS2,455,512
70786035,AUTS2,450,426
70762937,AUTS2,138,103
75678861,SENP6,893,804
75663325,SENP6,317,146
75647783,SENP6,849,826
75675464,SENP6,1101,1032
73088947,RAB11FIP5,1671,1534
73112620,RAB11FIP5,873,966
73112441,RAB11FIP5,718,494
73088585,RAB11FIP5,1274,1235
73141835,ANKRD17,2199,1429
73147317,ANKRD17,1643,1232
73098472,ANKRD17,1561,800
73139552,ANKRD17,303,201
232817021,GIGYF2,1305,998
232812419,GIGYF2,1745,1088
232787293,GIGYF2,811,576
232791105,GIGYF2,1363,1062
56434736,ERC2,879,514
56296106,ERC2,453,311
56018917,ERC2,742,457
56296304,ERC2,721,565
57257356,APPL1,1517,1798
57235644,APPL1,1173,945
57248198,APPL1,1938,2089
57249437,APPL1,1637,1794
15585310,HACL1,2369,2192
15589606,HACL1,1060,1064
15579968,HACL1,1902,1149
15596406,HACL1,1409,978
406371,DECR2,1347,1253
410319,DECR2,1419,948
410273,DECR2,1597,1408
410699,DECR2,1175,1311
34823317,RAI14,971,1148
34795977,RAI14,2456,2739
34822969,RAI14,1676,1773
34823557,RAI14,1560,1328
34196641,LSM14A,1807,1476
34215296,LSM14A,1034,326
34194528,LSM14A,1462,1715
34196727,LSM14A,680,535
135051891,FAM127B,910,1387
135051991,FAM127B,853,1020
135052057,FAM127B,444,519
135052015,FAM127B,624,756
28354554,POLDIP2,1455,674
28355869,POLDIP2,899,386
28352975,POLDIP2,1311,491
28351793,POLDIP2,782,342
20090859,CFAP61,971,1007
20199883,CFAP61,461,475
20188037,CFAP61,283,274
20159440,CFAP61,494,325
30560137,TBC1D29,1944,1585
30560646,TBC1D29,571,502
30562897,TBC1D29,957,996
30560178,TBC1D29,34,25
154122147,ARHGEF26,570,467
154191289,ARHGEF26,981,1005
154122589,ARHGEF26,514,477
154122894,ARHGEF26,2328,2432
51060079,KLK13,1115,798
51060596,KLK13,777,817
51060504,KLK13,2122,2270
51059978,KLK13,1217,1276
136337952,GPSM1,1097,1020
136335983,GPSM1,2181,1254
136337526,GPSM1,1991,2101
136336968,GPSM1,1410,717
37620872,GGA1,1458,1323
37623610,GGA1,833,788
37623370,GGA1,2356,1648
37618492,GGA1,1415,1110
25314954,ABHD12,843,980
25390571,ABHD12,1131,887
25309475,ABHD12,1718,826
25320235,ABHD12,788,704
67988807,HERC4,640,711
67956960,HERC4,1224,1714
67955078,HERC4,330,291
68014052,HERC4,1109,850
179908661,TOR1AIP1,911,1211
179884758,TOR1AIP1,759,444
179882635,TOR1AIP1,521,291
179882741,TOR1AIP1,371,308
47260835,CCDC9,412,281
47270589,CCDC9,702,748
47260674,CCDC9,907,664
47266785,CCDC9,497,618
72943068,DCAF4,1274,869
72939847,DCAF4,1046,998
72945981,DCAF4,1157,1168
72951852,DCAF4,940,879
46965124,PTPN20,847,868
46984423,PTPN20,748,410
46984260,PTPN20,229,204
46946612,PTPN20,442,223
153642301,CHTOP,2074,1900
153642425,CHTOP,1921,1299
153636649,CHTOP,2306,1596
153642379,CHTOP,1983,1422
125740476,EDRF1,849,627
125721279,EDRF1,909,898
125723876,EDRF1,1220,845
125733672,EDRF1,1098,1378
16393286,SZRD1,2231,2406
16393382,SZRD1,616,815
16393413,SZRD1,572,232
16367304,SZRD1,429,140
5216564,WIPI2,1127,1390
5217981,WIPI2,1004,1337
5214609,WIPI2,476,531
5217097,WIPI2,617,738
84232738,LRIT1,220,149
84234342,LRIT1,649,503
84234147,LRIT1,1038,1284
84232837,LRIT1,638,635
55546687,PYGO1,1017,793
55546875,PYGO1,557,673
55547002,PYGO1,445,494
55546605,PYGO1,675,677
151201614,CCDC69,1187,1344
151186074,CCDC69,394,349
151187409,CCDC69,1199,1221
151205428,CCDC69,1916,1733
63314535,TANC2,854,821
63379790,TANC2,1625,2150
63355152,TANC2,705,665
63200790,TANC2,1069,1063
27303458,WSB1,1149,1162
27301931,WSB1,425,456
27304793,WSB1,864,1101
27309111,WSB1,347,239
25557234,LDLRAP1,1500,1404
25557185,LDLRAP1,356,268
25554045,LDLRAP1,1510,1124
25554914,LDLRAP1,655,739
54118629,PRPF31,1142,892
54126534,PRPF31,1435,313
54118409,PRPF31,1457,327
54128073,PRPF31,2358,1288
148754023,EPC2,490,532
148770912,EPC2,679,754
148762688,EPC2,884,650
148690330,EPC2,553,642
95684605,TCTN3,488,554
95686500,TCTN3,559,485
95693662,TCTN3,850,733
95683589,TCTN3,6,0
26956588,FGFR1OP2,2885,2555
26957640,FGFR1OP2,1043,972
26954193,FGFR1OP2,566,270
26957711,FGFR1OP2,600,841
69000439,KIF1BP,706,614
69005896,KIF1BP,909,815
68988948,KIF1BP,783,413
68989106,KIF1BP,254,131
125302122,GAPVD1,1721,1694
125332050,GAPVD1,732,546
125307473,GAPVD1,1544,1466
125312589,GAPVD1,1580,1284
35057534,TRPC4AP,907,584
35035196,TRPC4AP,1428,1557
35078077,TRPC4AP,788,524
35021277,TRPC4AP,743,774
67430179,SERBP1,795,341
67430049,SERBP1,973,265
67426200,SERBP1,692,944
67424889,SERBP1,525,485
116250421,TES,989,834
116249241,TES,906,862
116250303,TES,1230,1635
116251835,TES,1229,804
114351651,ZBTB20,565,345
114350695,ZBTB20,1803,1177
114351021,ZBTB20,1786,1593
114351491,ZBTB20,1061,770
9818875,TTLL3,1282,1505
9810690,TTLL3,888,647
9827177,TTLL3,1453,1488
9810171,TTLL3,529,408
45884977,IRF2BP1,728,568
45884818,IRF2BP1,1497,832
45885440,IRF2BP1,544,347
45885641,IRF2BP1,594,752
238328825,TRAF3IP1,167,214
238325849,TRAF3IP1,877,976
238320781,TRAF3IP1,861,720
238328704,TRAF3IP1,22,31
120874032,PHF19,627,797
120864094,PHF19,966,815
120865805,PHF19,455,438
120874620,PHF19,1157,1013
96983229,C10orf12,1773,1349
96981963,C10orf12,591,387
96982420,C10orf12,1791,713
96983710,C10orf12,1161,946
66908657,ZNF658,468,657
66918361,ZNF658,1433,1813
66918784,ZNF658,511,521
66919048,ZNF658,1316,783
45417754,RIBC2,799,1022
45422307,RIBC2,677,860
45414011,RIBC2,462,681
45425958,RIBC2,702,991
25686007,ZNF337,1515,1297
25676263,ZNF337,237,262
25677018,ZNF337,2281,1802
25675946,ZNF337,1312,1199
104172606,KIF26A,1932,1908
104175349,KIF26A,2175,2440
104157810,KIF26A,1884,1979
104175766,KIF26A,1497,1671
215001651,ABCA12,855,833
215011614,ABCA12,1401,1374
214980518,ABCA12,669,679
214997757,ABCA12,916,833
956149,NOC2L,1032,498
952026,NOC2L,1178,1029
958949,NOC2L,898,672
953267,NOC2L,817,160
11846727,RSL1D1,2298,1122
11841751,RSL1D1,611,408
11841983,RSL1D1,2064,1147
11847799,RSL1D1,1937,1460
150692845,GIMAP2,679,895
150692550,GIMAP2,1146,1133
150692645,GIMAP2,1302,1300
150692756,GIMAP2,1641,2227
27477290,IFT172,2208,1384
27457866,IFT172,782,616
27465421,IFT172,573,493
27461479,IFT172,1827,1687
62197876,MTG2,596,395
62199133,MTG2,1176,427
62198690,MTG2,432,128
62199218,MTG2,729,228
61193977,SPATA31A7,467,255
61194330,SPATA31A7,1309,1760
61193635,SPATA31A7,661,662
61192455,SPATA31A7,620,532
100063478,RGS22,1682,1277
100008533,RGS22,751,769
100066216,RGS22,924,888
100052849,RGS22,909,886
141135986,PCDHB5,1325,1622
141136205,PCDHB5,663,616
141136378,PCDHB5,403,389
141135638,PCDHB5,344,360
7563591,SENP3,632,849
7563200,SENP3,871,1102
7564635,SENP3,1000,1417
7564859,SENP3,415,341
1498513,INTS1,662,165
1493059,INTS1,350,85
1485192,INTS1,744,288
1499626,INTS1,1068,651
93186337,TMEM251,1205,1402
93186296,TMEM251,1655,1835
93186475,TMEM251,357,358
93186439,TMEM251,1190,1328
247758327,OR1C1,562,629
247758150,OR1C1,888,1218
247757893,OR1C1,548,636
247758021,OR1C1,886,979
3197886,OR1A2,965,926
3197936,OR1A2,805,734
3197754,OR1A2,492,865
3197566,OR1A2,844,854
120787832,FBXW2,774,879
120776221,FBXW2,808,867
120788034,FBXW2,956,1083
120788153,FBXW2,915,1055
113838068,PTPN22,529,845
