Experiment Name:,Exp_20260531_HCT116_MitoTracker

Tube Name:,Sample ID:,All Events ,Cell size Events,Hoechst Events,medium Mito Events,low Mito Events,High Mito Events,All Events  % Total,Cell size % Total,Hoechst % Total,medium Mito % Total,low Mito % Total,High Mito % Total,All Events  % Parent,Cell size % Parent,Hoechst % Parent,medium Mito % Parent,low Mito % Parent,High Mito % Parent,All Events  Mean FSC-A,Cell size Mean FSC-A,Hoechst Mean FSC-A,medium Mito Mean FSC-A,low Mito Mean FSC-A,High Mito Mean FSC-A,All Events  GeoMean FSC-A,Cell size GeoMean FSC-A,Hoechst GeoMean FSC-A,medium Mito GeoMean FSC-A,low Mito GeoMean FSC-A,High Mito GeoMean FSC-A,All Events  Median FSC-A,Cell size Median FSC-A,Hoechst Median FSC-A,medium Mito Median FSC-A,low Mito Median FSC-A,High Mito Median FSC-A,All Events  rCV FSC-A,Cell size rCV FSC-A,Hoechst rCV FSC-A,medium Mito rCV FSC-A,low Mito rCV FSC-A,High Mito rCV FSC-A,All Events  rSD FSC-A,Cell size rSD FSC-A,Hoechst rSD FSC-A,medium Mito rSD FSC-A,low Mito rSD FSC-A,High Mito rSD FSC-A,All Events  CV FSC-A,Cell size CV FSC-A,Hoechst CV FSC-A,medium Mito CV FSC-A,low Mito CV FSC-A,High Mito CV FSC-A,All Events  SD FSC-A,Cell size SD FSC-A,Hoechst SD FSC-A,medium Mito SD FSC-A,low Mito SD FSC-A,High Mito SD FSC-A,All Events  Mean SSC-A,Cell size Mean SSC-A,Hoechst Mean SSC-A,medium Mito Mean SSC-A,low Mito Mean SSC-A,High Mito Mean SSC-A,All Events  GeoMean SSC-A,Cell size GeoMean SSC-A,Hoechst GeoMean SSC-A,medium Mito GeoMean SSC-A,low Mito GeoMean SSC-A,High Mito GeoMean SSC-A,All Events  Median SSC-A,Cell size Median SSC-A,Hoechst Median SSC-A,medium Mito Median SSC-A,low Mito Median SSC-A,High Mito Median SSC-A,All Events  rCV SSC-A,Cell size rCV SSC-A,Hoechst rCV SSC-A,medium Mito rCV SSC-A,low Mito rCV SSC-A,High Mito rCV SSC-A,All Events  rSD SSC-A,Cell size rSD SSC-A,Hoechst rSD SSC-A,medium Mito rSD SSC-A,low Mito rSD SSC-A,High Mito rSD SSC-A,All Events  CV SSC-A,Cell size CV SSC-A,Hoechst CV SSC-A,medium Mito CV SSC-A,low Mito CV SSC-A,High Mito CV SSC-A,All Events  SD SSC-A,Cell size SD SSC-A,Hoechst SD SSC-A,medium Mito SD SSC-A,low Mito SD SSC-A,High Mito SD SSC-A,All Events  Mean Violet610-A,Cell size Mean Violet610-A,Hoechst Mean Violet610-A,medium Mito Mean Violet610-A,low Mito Mean Violet610-A,High Mito Mean Violet610-A,All Events  GeoMean Violet610-A,Cell size GeoMean Violet610-A,Hoechst GeoMean Violet610-A,medium Mito GeoMean Violet610-A,low Mito GeoMean Violet610-A,High Mito GeoMean Violet610-A,All Events  Median Violet610-A,Cell size Median Violet610-A,Hoechst Median Violet610-A,medium Mito Median Violet610-A,low Mito Median Violet610-A,High Mito Median Violet610-A,All Events  rCV Violet610-A,Cell size rCV Violet610-A,Hoechst rCV Violet610-A,medium Mito rCV Violet610-A,low Mito rCV Violet610-A,High Mito rCV Violet610-A,All Events  rSD Violet610-A,Cell size rSD Violet610-A,Hoechst rSD Violet610-A,medium Mito rSD Violet610-A,low Mito rSD Violet610-A,High Mito rSD Violet610-A,All Events  CV Violet610-A,Cell size CV Violet610-A,Hoechst CV Violet610-A,medium Mito CV Violet610-A,low Mito CV Violet610-A,High Mito CV Violet610-A,All Events  SD Violet610-A,Cell size SD Violet610-A,Hoechst SD Violet610-A,medium Mito SD Violet610-A,low Mito SD Violet610-A,High Mito SD Violet610-A,All Events  Mean PE-A,Cell size Mean PE-A,Hoechst Mean PE-A,medium Mito Mean PE-A,low Mito Mean PE-A,High Mito Mean PE-A,All Events  GeoMean PE-A,Cell size GeoMean PE-A,Hoechst GeoMean PE-A,medium Mito GeoMean PE-A,low Mito GeoMean PE-A,High Mito GeoMean PE-A,All Events  Median PE-A,Cell size Median PE-A,Hoechst Median PE-A,medium Mito Median PE-A,low Mito Median PE-A,High Mito Median PE-A,All Events  rCV PE-A,Cell size rCV PE-A,Hoechst rCV PE-A,medium Mito rCV PE-A,low Mito rCV PE-A,High Mito rCV PE-A,All Events  rSD PE-A,Cell size rSD PE-A,Hoechst rSD PE-A,medium Mito rSD PE-A,low Mito rSD PE-A,High Mito rSD PE-A,All Events  CV PE-A,Cell size CV PE-A,Hoechst CV PE-A,medium Mito CV PE-A,low Mito CV PE-A,High Mito CV PE-A,All Events  SD PE-A,Cell size SD PE-A,Hoechst SD PE-A,medium Mito SD PE-A,low Mito SD PE-A,High Mito SD PE-A
01-KO3_OE-B8,,111144,91659,91652,87841,720,2546,100.00%,82.47%,82.46%,79.03%,0.65%,2.29%,100.00%,82.47%,99.99%,95.84%,0.79%,2.78%,438890.7,403045.2,403057.8,392444.9,235583.6,749586.2,334345.7,372832.9,372845.8,365639.5,229434.4,732663.0,344326.8,349035.9,349049.6,344886.8,225607.3,766916.3,46.47%,36.28%,36.28%,34.37%,21.03%,19.94%,159999.2,126620.9,126621.5,118529.4,47440.5,152915.4,115.08%,41.78%,41.78%,39.80%,24.26%,19.56%,505091.4,168400.7,168400.9,156176.0,57149.9,146614.9,476134.8,387146.6,387168.9,378403.6,232017.0,675984.2,338200.3,353269.6,353305.3,347104.8,222991.7,654643.3,341424.2,343464.1,343478.9,338794.9,220796.7,689730.7,50.72%,42.56%,42.56%,41.09%,26.37%,24.26%,173175.4,146171.6,146171.8,139220.0,58216.8,167305.3,301.38%,44.37%,44.36%,43.19%,30.53%,23.26%,1434963.6,171761.6,171749.1,163422.1,70838.7,157234.0,228838.1,205219.8,205229.1,198558.1,97181.3,427788.4,171608.7,187252.9,187266.2,183287.4,88107.4,418768.5,179476.0,179151.6,179161.3,176295.7,94026.0,420236.9,48.67%,42.47%,42.46%,40.62%,32.81%,19.26%,87351.6,76084.6,76080.6,71618.0,30852.6,80950.6,81.65%,45.29%,45.28%,42.00%,44.78%,21.01%,186857.5,92934.1,92931.1,83392.4,43520.7,89889.4,437665.5,396315.0,396327.6,372691.7,80443.2,1181567.9,308867.6,342309.5,342322.6,332299.0,78542.8,1161893.1,327954.5,332048.6,332053.1,326527.4,84654.0,1101816.5,61.57%,51.85%,51.85%,49.46%,17.11%,12.38%,201910.0,172174.6,172182.4,161493.8,14484.3,136444.5,92.50%,58.53%,58.53%,48.87%,19.30%,20.95%,404833.3,231960.7,231963.5,182152.4,15529.5,247518.6
01-KO3_OE-C8,,95782,78996,78987,75392,478,2627,100.00%,82.47%,82.47%,78.71%,0.50%,2.74%,100.00%,82.47%,99.99%,95.45%,0.61%,3.33%,415538.2,387374.3,387392.4,375268.2,225829.0,713332.9,318703.3,359220.4,359238.9,350847.4,220429.8,693686.1,331682.9,338830.8,338838.0,334093.4,217172.4,724586.3,44.98%,35.59%,35.58%,33.56%,21.38%,21.11%,149193.4,120580.5,120573.6,112134.2,46431.5,152943.3,124.76%,41.39%,41.38%,39.02%,23.13%,21.60%,518418.8,160318.0,160318.2,146420.7,52235.1,154101.6,477609.9,387327.8,387361.4,376948.0,228491.6,667818.3,334523.2,354361.4,354415.8,346962.0,218810.7,643025.1,339327.1,344427.3,344449.8,338740.3,216767.7,684127.4,49.07%,41.06%,41.06%,39.36%,28.38%,26.74%,166505.3,141424.9,141425.6,133325.3,61509.2,182919.3,342.18%,43.89%,43.88%,42.48%,30.84%,25.00%,1634275.8,169979.1,169959.6,160110.3,70475.4,166923.2,236068.0,215602.5,215618.4,207089.8,99636.7,447924.2,180804.3,196030.2,196052.3,190781.2,88715.4,436478.7,188871.3,189447.5,189467.2,185807.3,91905.7,441467.4,48.73%,42.54%,42.54%,40.44%,29.92%,22.52%,92034.8,80597.2,80597.4,75146.8,27494.9,99421.1,78.21%,46.11%,46.11%,42.30%,50.98%,22.85%,184631.7,99423.5,99417.7,87598.2,50795.9,102372.2,443133.4,410809.4,410829.7,382098.9,81704.9,1194050.6,317043.0,355540.3,355560.9,342109.7,80138.8,1175016.1,340697.6,347862.8,347889.1,340458.9,85997.7,1119780.8,59.95%,50.85%,50.85%,48.36%,14.08%,13.28%,204253.3,176889.2,176896.7,164633.7,12109.3,148663.8,89.22%,58.21%,58.21%,47.62%,17.48%,20.05%,395381.2,239140.5,239144.0,181950.5,14281.2,239386.9
01-WT_AZ-D1,,81796,59648,59627,51830,4283,3017,100.00%,72.92%,72.90%,63.36%,5.24%,3.69%,100.00%,72.92%,99.96%,86.92%,7.18%,5.06%,492976.2,409984.3,410042.2,406893.5,243167.2,665712.0,348488.7,378261.1,378329.4,379321.5,238715.3,644055.9,361988.8,359965.3,360045.6,362806.2,238665.3,680109.4,59.59%,41.47%,41.46%,38.34%,17.26%,24.39%,215708.4,149270.0,149265.6,139083.0,41197.1,165865.8,108.50%,41.73%,41.72%,39.01%,20.06%,23.94%,534868.4,171082.1,171062.5,158734.4,48772.9,159370.6,564605.1,415420.4,415493.8,411623.1,223618.4,712946.0,374718.3,373290.2,373387.8,374885.4,215574.0,694455.4,369949.1,362678.7,362818.2,365522.2,212905.6,733243.6,65.87%,50.03%,50.02%,45.84%,24.43%,21.78%,243680.1,181446.5,181499.0,167538.3,52011.6,159706.5,213.07%,46.94%,46.92%,44.15%,29.17%,21.09%,1202998.6,194989.1,194964.0,181717.7,65238.4,150325.5,256970.6,206251.0,206109.0,198638.9,42093.3,527379.7,150906.2,154102.2,154212.3,160566.8,35916.6,513264.2,182461.9,177392.3,177427.6,179334.9,35104.3,513478.8,91.16%,79.51%,79.43%,67.68%,53.55%,22.34%,166333.4,141045.3,140935.7,121380.4,18796.7,114719.1,107.75%,73.79%,70.85%,60.75%,85.84%,24.06%,276890.3,152191.3,146032.5,120676.5,36132.0,126883.7,506821.9,398672.3,398773.9,371522.3,77840.1,1231246.0,289228.8,307978.3,308147.8,316012.3,76145.1,1208927.3,327281.9,319156.8,319289.4,323363.6,80397.8,1148133.8,90.45%,74.86%,74.81%,64.60%,19.34%,15.58%,296032.0,238905.5,238867.2,208901.0,15551.1,178876.1,122.35%,73.80%,73.78%,55.92%,19.15%,20.87%,620099.8,294227.6,294217.3,207769.2,14903.4,256929.0
01-WT_AZ-E1,,92732,67088,67055,55779,8717,2169,100.00%,72.35%,72.31%,60.15%,9.40%,2.34%,100.00%,72.35%,99.95%,83.18%,13.00%,3.23%,526861.3,410121.6,410203.8,420637.3,261065.7,693533.9,371275.3,376946.5,377033.5,390287.2,255033.7,675465.9,367973.3,350788.1,350896.6,370549.8,253372.2,702428.7,61.26%,42.42%,42.42%,41.63%,19.84%,21.70%,225422.7,148797.6,148855.3,154275.2,50259.3,152448.8,112.71%,42.81%,42.80%,39.98%,22.70%,21.54%,593810.6,175580.3,175578.5,168186.1,59257.0,149415.7,605182.4,418890.8,418985.4,431337.9,246895.8,741847.3,397534.2,375334.5,375451.8,391803.8,236048.6,726971.4,387729.7,362876.9,362965.9,385608.8,232323.7,765831.9,68.00%,51.27%,51.27%,48.76%,26.99%,18.93%,263653.0,186043.5,186078.5,188017.4,62711.2,144989.0,201.27%,47.43%,47.41%,44.09%,32.08%,18.58%,1218030.1,198662.2,198641.5,190162.8,79201.0,137848.9,231006.1,174030.7,174078.4,180027.0,46518.6,490327.7,133893.2,131742.1,131898.0,150301.6,39459.0,478298.0,156590.3,147125.5,147176.0,159244.8,39377.9,478077.5,88.85%,75.67%,75.61%,59.66%,60.10%,21.25%,139134.0,111330.9,111284.4,95008.9,23665.3,101612.5,111.41%,71.02%,70.85%,57.59%,62.18%,22.75%,257360.2,123598.4,123332.6,103675.6,28927.1,111561.0,461782.6,337791.0,337928.4,340919.5,73748.7,1212224.6,252712.4,253460.2,253678.8,288452.8,71532.8,1191329.3,282908.2,261330.8,261453.8,288423.6,75995.1,1133453.9,93.81%,78.68%,78.65%,64.53%,23.90%,14.52%,265384.3,205617.7,205625.1,186105.4,18161.3,164598.3,126.36%,78.98%,78.94%,58.52%,22.45%,20.52%,583503.8,266774.8,266763.5,199503.5,16557.5,248786.4
01-WT_AZ-F1,,77530,56520,56509,49236,3746,3076,100.00%,72.90%,72.89%,63.51%,4.83%,3.97%,100.00%,72.90%,99.98%,87.13%,6.63%,5.44%,514340.5,419314.7,419351.6,414338.8,245037.7,679956.4,362459.7,386558.9,386600.3,386026.0,240125.4,660612.1,376391.6,369801.0,369833.9,370845.3,239750.0,692773.8,60.23%,42.39%,42.39%,38.96%,18.70%,23.02%,226684.4,156767.6,156768.2,144486.6,44837.6,159505.8,119.40%,41.71%,41.71%,39.05%,20.86%,22.62%,614110.0,174901.2,174896.0,161817.1,51104.6,153827.2,572175.3,415631.6,415679.3,409932.3,223556.3,705783.1,382322.4,373397.1,373458.6,373042.5,215428.6,686888.3,375525.4,363205.6,363296.2,363735.5,210849.2,726720.8,65.94%,50.51%,50.50%,46.52%,24.59%,22.82%,247639.2,183448.3,183473.1,169209.4,51848.2,165803.8,204.69%,46.92%,46.91%,44.31%,29.01%,21.52%,1171170.1,195002.8,194990.0,181637.3,64855.6,151863.9,264763.7,209333.3,209371.6,200057.6,44394.2,524903.9,156561.4,159096.2,159181.2,163617.5,37785.4,510048.1,186612.8,179815.1,179837.5,180364.5,36576.4,513052.2,88.79%,76.35%,76.33%,65.31%,55.79%,23.08%,165701.9,137292.7,137277.8,117794.0,20404.5,118399.4,107.41%,69.26%,69.24%,59.04%,65.84%,25.71%,284386.3,144985.6,144973.6,118118.2,29230.8,134967.0,522829.4,407544.5,407613.6,375580.2,77964.4,1241800.5,301825.3,315520.1,315641.8,320049.5,76115.9,1216755.6,338106.1,325893.5,325951.6,327056.4,81142.8,1155266.5,90.10%,74.13%,74.09%,64.00%,19.07%,16.21%,304650.3,241584.0,241507.7,209315.7,15474.9,187233.9,118.81%,73.83%,73.81%,55.54%,19.67%,22.44%,621179.3,300891.2,300879.3,208608.1,15331.8,278665.2
01-KO1_AZ-D2,,15128,7756,7755,6272,47,1276,100.00%,51.27%,51.26%,41.46%,0.31%,8.43%,100.00%,51.27%,99.99%,80.88%,0.61%,16.45%,553091.1,400715.3,400728.3,375363.4,212841.1,523105.6,304059.1,378153.1,378164.4,356885.5,204567.5,502329.8,377500.8,374031.8,374050.3,354155.8,198522.8,504096.4,80.85%,34.10%,34.09%,31.40%,27.67%,28.71%,305210.3,127529.2,127528.8,111203.3,54938.2,144723.5,185.12%,34.89%,34.89%,32.70%,30.22%,28.42%,1023900.0,139819.8,139824.2,122761.0,64310.4,148653.9,1068587.3,500264.2,500265.8,462655.1,243310.0,679431.4,433170.1,463697.4,463694.4,431288.2,229373.4,658081.4,498790.7,473519.5,473497.1,435007.8,231433.5,692991.9,86.90%,42.18%,42.19%,38.54%,36.99%,26.14%,433442.0,199722.2,199761.5,167671.2,85596.1,181165.4,301.03%,37.77%,37.77%,37.11%,35.86%,23.40%,3216715.8,188938.1,188950.2,171669.2,87259.7,159000.0,465082.2,282740.5,282355.8,242521.1,181178.7,469022.5,189861.5,249030.3,248947.7,219538.6,97535.3,454097.6,273219.3,258761.2,258748.5,231016.6,85565.6,457153.3,90.21%,48.42%,48.41%,41.52%,105.52%,22.93%,246473.5,125292.2,125247.8,95926.7,90290.5,104834.6,148.95%,53.31%,52.02%,48.36%,121.90%,27.32%,692739.5,150722.2,146873.9,117289.5,220864.1,128155.8,1089265.5,643248.5,643294.9,502938.0,71127.9,1315810.5,395413.3,541475.4,541520.6,455469.0,66257.8,1280192.1,573583.1,556123.9,556131.6,485443.9,80698.9,1215972.8,104.61%,58.70%,58.68%,49.96%,23.11%,20.40%,600037.8,326446.3,326362.3,242509.9,18646.2,248026.5,170.04%,59.95%,59.95%,41.44%,31.94%,25.97%,1852229.1,385653.5,385656.8,208399.8,22719.6,341704.3
01-KO1_AZ-E2,,13110,6351,6350,4723,24,1451,100.00%,48.44%,48.44%,36.03%,0.18%,11.07%,100.00%,48.44%,99.98%,74.38%,0.38%,22.85%,619276.0,413638.9,413673.6,378309.7,220344.5,525331.1,322240.1,390185.1,390228.3,359743.1,213639.9,505094.7,404008.5,385946.0,385948.7,356283.4,215530.8,505925.7,83.58%,34.35%,34.33%,30.99%,27.39%,28.12%,337686.3,132589.1,132498.8,110397.6,59031.4,142281.7,214.07%,35.03%,35.03%,32.83%,26.73%,28.29%,1325709.3,144916.0,144901.0,124192.4,58889.5,148599.5,1211812.9,512977.0,513032.6,461733.8,250686.0,675204.0,470767.8,476996.4,477078.6,431812.6,236756.9,654862.2,538001.6,489998.3,490056.3,435889.5,219617.7,686655.2,89.64%,41.58%,41.57%,38.25%,26.87%,26.64%,482261.3,203764.9,203712.5,166725.3,59009.8,182940.7,307.62%,36.74%,36.73%,36.19%,43.54%,23.18%,3727784.0,188490.4,188453.1,167102.4,109150.8,156529.5,489857.0,290376.8,290136.4,234294.5,162576.3,466325.4,196051.6,254863.0,254784.2,212910.0,84652.1,449591.3,290407.4,268103.8,268096.6,228034.7,82503.2,445591.7,95.29%,49.48%,49.48%,41.98%,82.62%,23.92%,276726.2,132648.3,132647.6,95740.1,68164.0,106598.3,143.97%,50.44%,50.05%,41.04%,136.59%,29.31%,705227.9,146474.4,145227.7,96165.7,222064.1,136660.1,1255433.1,735359.0,735453.1,536463.1,79210.3,1371000.6,463213.6,621434.1,621581.7,490842.1,77484.7,1326575.6,683706.4,641055.5,641074.3,527274.1,85797.9,1253251.3,106.01%,57.17%,57.17%,46.31%,19.93%,22.84%,724810.3,366492.3,366472.4,244186.5,17100.8,286246.3,159.07%,59.62%,59.61%,38.62%,20.35%,28.84%,1996998.4,438434.6,438404.9,207189.7,16119.5,395461.0
01-KO1_AZ-F2,,22992,12407,12403,10327,207,1678,100.00%,53.96%,53.94%,44.92%,0.90%,7.30%,100.00%,53.96%,99.97%,83.26%,1.67%,13.53%,513255.9,397475.7,397542.3,379908.5,246683.3,516528.5,288258.3,373203.2,373286.3,358360.8,237872.0,496614.7,360798.9,368768.6,368861.9,351544.2,237189.9,493759.4,80.36%,36.17%,36.14%,33.51%,26.06%,28.44%,289922.4,133390.6,133292.3,117813.3,61809.5,140427.6,183.31%,36.65%,36.64%,35.73%,28.74%,28.16%,940858.9,145686.8,145661.5,135737.4,70897.3,145465.6,883251.5,473985.0,474085.2,444600.1,260099.3,666734.3,387706.3,434473.5,434615.4,410001.9,243651.0,646329.5,449032.1,440290.6,440411.8,411064.4,234524.7,672256.1,85.82%,46.33%,46.32%,42.54%,33.03%,26.30%,385358.4,204007.1,204012.3,174867.2,77467.9,176814.5,269.40%,40.66%,40.64%,40.07%,39.38%,23.45%,2379494.3,192729.4,192678.6,178144.8,102419.0,156358.5,398365.8,234799.6,234634.8,195426.5,72701.0,479339.6,145004.8,190400.0,190396.3,166911.0,56625.6,460849.4,205995.3,201031.4,201031.4,177790.8,55153.3,455831.3,108.37%,66.93%,66.92%,59.55%,66.07%,25.97%,223241.8,134541.4,134536.3,105882.1,36441.1,118388.0,170.86%,64.85%,64.56%,55.65%,91.26%,29.83%,680635.4,152273.7,151474.3,108748.8,66346.9,143006.6,959977.9,553304.5,553442.9,425686.3,74989.0,1353177.4,324444.3,434890.0,435116.2,371635.6,72036.0,1311209.5,437949.2,436809.2,436878.5,386109.9,78677.0,1228478.0,112.10%,69.78%,69.76%,59.47%,25.06%,21.39%,490941.0,304821.3,304781.6,229624.5,19714.6,262789.3,191.72%,73.15%,73.12%,50.18%,24.97%,27.97%,1840441.4,404717.6,404704.8,213618.0,18723.5,378496.6
01-KO2_AZ-D3,,16455,9053,9051,6403,33,2396,100.00%,55.02%,55.00%,38.91%,0.20%,14.56%,100.00%,55.02%,99.98%,70.74%,0.36%,26.47%,556348.2,403384.0,403374.4,352952.3,239429.9,536403.6,286810.9,378059.5,378055.4,336384.1,232068.3,514069.6,358525.1,372521.6,372521.6,335632.6,237962.5,521483.1,81.94%,35.71%,35.70%,29.57%,32.36%,30.62%,293771.6,133013.2,132991.2,99259.7,76996.0,159701.5,226.35%,37.15%,37.15%,32.02%,25.22%,28.92%,1259268.5,149870.5,149854.4,112999.0,60391.4,155101.4,1001606.3,462509.9,462505.4,401154.5,248244.9,623713.6,374975.3,424794.4,424831.0,373247.4,230813.0,596515.9,425411.6,425602.0,425602.0,372750.1,223425.5,624585.6,85.52%,43.72%,43.71%,37.44%,42.27%,32.15%,363796.3,186090.5,186043.0,139569.3,94452.0,200814.3,355.94%,40.77%,40.76%,38.64%,40.18%,27.96%,3565093.5,188579.9,188512.5,155002.8,99743.1,174419.2,475539.5,308219.1,308273.4,247205.3,155003.1,468951.1,188756.4,275715.0,275835.4,228624.0,110793.7,451237.4,279166.5,284400.0,284431.7,238803.0,127224.4,447877.8,88.01%,44.94%,44.94%,36.88%,68.73%,27.19%,245687.0,127799.8,127836.6,88061.0,87443.6,121782.3,164.21%,46.73%,46.71%,37.25%,87.75%,29.07%,780866.5,144026.2,143993.8,92092.3,136011.8,136302.9,1230791.3,783004.1,783136.3,555700.8,76600.5,1384996.3,455725.6,664825.0,665154.3,511406.2,74319.8,1338953.5,657538.4,684510.3,684569.7,555422.2,80924.4,1269799.9,102.73%,55.70%,55.67%,43.10%,24.63%,22.97%,675497.7,381254.2,381097.9,239388.7,19927.9,291694.7,180.44%,58.18%,58.16%,36.93%,23.00%,28.99%,2220810.0,455550.8,455507.2,205229.7,17617.0,401483.5
01-KO2_AZ-E3,,20584,11610,11609,8594,47,2717,100.00%,56.40%,56.40%,41.75%,0.23%,13.20%,100.00%,56.40%,99.99%,74.03%,0.40%,23.40%,523447.0,409778.8,409798.4,361965.7,230971.0,557660.6,277946.1,382161.3,382185.8,343000.3,223223.4,533738.6,350358.9,374870.9,374918.4,338971.9,213680.5,544176.7,86.27%,38.21%,38.22%,32.02%,27.37%,31.17%,302268.1,143243.5,143291.4,108533.0,58485.2,169609.3,206.66%,38.45%,38.45%,34.13%,27.40%,28.89%,1081777.4,157570.7,157563.2,123535.5,63275.4,161095.8,870860.1,447723.6,447742.5,393005.1,245993.9,617751.3,347643.6,408641.7,408662.0,363079.0,230617.4,589909.2,396411.3,410302.6,410306.6,360873.6,234836.4,618304.2,84.34%,46.05%,46.03%,39.58%,33.15%,32.79%,334336.7,188926.8,188872.7,142843.5,77858.6,202721.5,360.38%,42.33%,42.32%,40.54%,38.38%,28.42%,3138446.3,189503.9,189501.2,159340.1,94418.8,175541.5,403255.0,277660.0,277382.0,224213.2,106744.8,442590.0,166484.5,245135.1,245079.0,205281.5,80040.4,425472.5,238954.5,250307.9,250297.5,214004.6,103518.7,421409.4,88.07%,47.56%,47.56%,38.67%,81.46%,26.91%,210442.9,119054.5,119050.7,82749.4,84328.2,113391.8,162.81%,53.35%,52.30%,46.40%,67.29%,30.16%,656521.1,148129.6,145075.5,104042.1,71833.1,133480.3,1082732.4,738336.3,738358.4,535311.8,75448.4,1372081.6,417057.1,622701.4,622715.3,489915.6,71206.4,1327168.9,589506.9,641521.5,641551.0,522111.1,82202.0,1253570.3,103.27%,57.86%,57.87%,46.83%,22.63%,23.02%,608770.8,371185.1,371259.6,244483.2,18602.2,288563.3,178.11%,60.16%,60.16%,38.75%,27.67%,29.43%,1928492.5,444193.8,444206.5,207424.2,20880.1,403794.7
01-KO2_AZ-F3,,24844,13928,13919,10977,69,2632,100.00%,56.06%,56.03%,44.18%,0.28%,10.59%,100.00%,56.06%,99.94%,78.86%,0.50%,18.91%,442835.2,384124.5,384212.1,349981.7,228463.0,525412.5,243664.6,359812.9,359902.8,332090.4,219332.9,502267.6,317753.4,351909.4,351945.9,326180.9,219033.1,507658.8,85.16%,35.15%,35.14%,30.97%,26.61%,32.45%,270600.9,123693.6,123671.7,101003.0,58285.9,164724.1,180.70%,37.84%,37.83%,34.09%,30.85%,29.77%,800206.3,145356.8,145357.9,119320.6,70479.8,156428.8,743001.6,442952.2,443095.1,396508.5,257043.7,634197.4,315113.4,405046.3,405281.4,367173.8,236110.6,608390.5,374617.9,404102.2,404187.3,365715.5,224844.2,635623.2,84.82%,44.41%,44.37%,39.65%,41.04%,31.64%,317743.9,179449.0,179327.1,144994.3,92265.9,201124.4,332.01%,42.19%,42.15%,39.92%,46.80%,27.18%,2466833.3,186859.4,186773.3,158300.8,120301.2,172359.1,387161.7,281131.8,280213.5,228197.8,160563.5,491956.0,150613.7,241213.6,241137.4,204614.8,94429.6,472388.7,229446.2,252225.3,252304.3,218907.2,103987.9,466438.4,97.31%,54.81%,54.76%,47.48%,88.81%,26.42%,223271.3,138237.5,138156.5,103942.7,92355.2,123250.8,173.75%,60.41%,55.64%,45.60%,120.21%,31.84%,672712.0,169825.9,155918.1,104067.1,193014.2,156654.7,938024.5,668036.3,668222.5,497782.8,74771.9,1368304.4,346331.9,551597.7,551808.8,447654.1,72845.6,1324010.6,495413.8,567736.7,567871.1,478012.3,75761.9,1256436.4,108.66%,62.07%,62.09%,52.16%,18.89%,22.78%,538326.8,352409.6,352578.8,249330.9,14310.2,286170.3,195.41%,64.18%,64.17%,42.81%,21.03%,28.76%,1833022.5,428776.5,428799.9,213107.0,15726.0,393562.2
01-KO3_AZ-D4,,25113,17665,17664,14783,50,2509,100.00%,70.34%,70.34%,58.87%,0.20%,9.99%,100.00%,70.34%,99.99%,83.69%,0.28%,14.20%,459514.7,380071.8,380083.3,355302.3,253000.8,517854.0,291684.0,359394.7,359409.0,339242.6,241620.5,495643.0,344316.3,353109.3,353113.8,336030.9,229497.8,490485.0,49.41%,31.95%,31.95%,29.26%,30.43%,31.03%,170114.9,112815.8,112808.4,98330.6,69827.8,152189.5,218.93%,35.06%,35.06%,31.70%,32.71%,29.69%,1006031.1,133269.6,133264.6,112641.7,82759.8,153734.0,802606.6,437281.8,437293.9,404104.4,281565.1,621288.9,362919.1,404390.0,404403.7,377030.1,264568.5,595569.8,403153.2,405457.7,405464.9,378531.3,267903.4,620444.5,58.25%,40.35%,40.35%,36.80%,35.23%,31.76%,234850.9,163593.8,163599.6,139311.2,94383.0,197055.3,433.55%,39.63%,39.62%,37.68%,40.40%,27.34%,3479693.0,173275.3,173272.6,152282.0,113756.7,169874.1,341942.4,280567.8,280486.5,245861.7,137392.7,473985.1,190346.9,253359.1,253331.7,227696.6,112102.0,458791.6,254014.3,257558.6,257555.3,235055.5,119205.5,456695.6,62.08%,44.43%,44.43%,38.75%,65.13%,24.40%,157696.1,114434.8,114429.5,91075.5,77633.5,111423.0,126.34%,45.92%,45.77%,38.33%,63.40%,27.10%,432010.2,128835.1,128385.3,94231.2,87107.9,128459.0,757913.4,624226.3,624250.1,502618.8,78444.4,1309308.4,393759.2,534216.1,534245.2,458249.8,76016.6,1273117.8,521810.2,541794.5,541808.2,485882.6,84883.6,1203642.3,77.31%,54.94%,54.95%,47.26%,16.44%,19.14%,403400.6,297684.7,297696.8,229637.5,13956.1,230325.5,141.93%,58.60%,58.60%,40.27%,22.66%,26.91%,1075731.5,365787.6,365784.3,202397.4,17774.0,352332.9
