Experiment Name:,Exp_20260609_HCT116_Mito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tube Name:,Sample ID:,All Events ,Cell size Events,Hoechst Events,medium Mito Events,low Mito Events,High Mito Events,All Events  % Total,Cell size % Total,Hoechst % Total,medium Mito % Total,low Mito % Total,High Mito % Total,All Events  % Parent,Cell size % Parent,Hoechst % Parent,medium Mito % Parent,low Mito % Parent,High Mito % Parent,All Events  Median PE-A,Cell size Median PE-A,Hoechst Median PE-A,medium Mito Median PE-A,low Mito Median PE-A,High Mito Median PE-A,All Events  Mean PE-A,Cell size Mean PE-A,Hoechst Mean PE-A,medium Mito Mean PE-A,low Mito Mean PE-A,High Mito Mean PE-A,All Events  rSD PE-A,Cell size rSD PE-A,Hoechst rSD PE-A,medium Mito rSD PE-A,low Mito rSD PE-A,High Mito rSD PE-A,All Events  CV PE-A,Cell size CV PE-A,Hoechst CV PE-A,medium Mito CV PE-A,low Mito CV PE-A,High Mito CV PE-A,All Events  Mean FSC-A,Cell size Mean FSC-A,Hoechst Mean FSC-A,medium Mito Mean FSC-A,low Mito Mean FSC-A,High Mito Mean FSC-A,All Events  Median FSC-A,Cell size Median FSC-A,Hoechst Median FSC-A,medium Mito Median FSC-A,low Mito Median FSC-A,High Mito Median FSC-A,All Events  rSD FSC-A,Cell size rSD FSC-A,Hoechst rSD FSC-A,medium Mito rSD FSC-A,low Mito rSD FSC-A,High Mito rSD FSC-A,All Events  CV FSC-A,Cell size CV FSC-A,Hoechst CV FSC-A,medium Mito CV FSC-A,low Mito CV FSC-A,High Mito CV FSC-A,All Events  SD FSC-A,Cell size SD FSC-A,Hoechst SD FSC-A,medium Mito SD FSC-A,low Mito SD FSC-A,High Mito SD FSC-A,All Events  rCV FSC-A,Cell size rCV FSC-A,Hoechst rCV FSC-A,medium Mito rCV FSC-A,low Mito rCV FSC-A,High Mito rCV FSC-A,All Events  GeoMean FSC-A,Cell size GeoMean FSC-A,Hoechst GeoMean FSC-A,medium Mito GeoMean FSC-A,low Mito GeoMean FSC-A,High Mito GeoMean FSC-A,All Events  Mean SSC-A,Cell size Mean SSC-A,Hoechst Mean SSC-A,medium Mito Mean SSC-A,low Mito Mean SSC-A,High Mito Mean SSC-A,All Events  GeoMean SSC-A,Cell size GeoMean SSC-A,Hoechst GeoMean SSC-A,medium Mito GeoMean SSC-A,low Mito GeoMean SSC-A,High Mito GeoMean SSC-A,All Events  Median SSC-A,Cell size Median SSC-A,Hoechst Median SSC-A,medium Mito Median SSC-A,low Mito Median SSC-A,High Mito Median SSC-A,All Events  rCV SSC-A,Cell size rCV SSC-A,Hoechst rCV SSC-A,medium Mito rCV SSC-A,low Mito rCV SSC-A,High Mito rCV SSC-A,All Events  rSD SSC-A,Cell size rSD SSC-A,Hoechst rSD SSC-A,medium Mito rSD SSC-A,low Mito rSD SSC-A,High Mito rSD SSC-A,All Events  CV SSC-A,Cell size CV SSC-A,Hoechst CV SSC-A,medium Mito CV SSC-A,low Mito CV SSC-A,High Mito CV SSC-A,All Events  SD SSC-A,Cell size SD SSC-A,Hoechst SD SSC-A,medium Mito SD SSC-A,low Mito SD SSC-A,High Mito SD SSC-A,All Events  Mean Violet610-A,Cell size Mean Violet610-A,Hoechst Mean Violet610-A,medium Mito Mean Violet610-A,low Mito Mean Violet610-A,High Mito Mean Violet610-A,All Events  GeoMean Violet610-A,Cell size GeoMean Violet610-A,Hoechst GeoMean Violet610-A,medium Mito GeoMean Violet610-A,low Mito GeoMean Violet610-A,High Mito GeoMean Violet610-A,All Events  Median Violet610-A,Cell size Median Violet610-A,Hoechst Median Violet610-A,medium Mito Median Violet610-A,low Mito Median Violet610-A,High Mito Median Violet610-A,All Events  rCV Violet610-A,Cell size rCV Violet610-A,Hoechst rCV Violet610-A,medium Mito rCV Violet610-A,low Mito rCV Violet610-A,High Mito rCV Violet610-A,All Events  rSD Violet610-A,Cell size rSD Violet610-A,Hoechst rSD Violet610-A,medium Mito rSD Violet610-A,low Mito rSD Violet610-A,High Mito rSD Violet610-A,All Events  CV Violet610-A,Cell size CV Violet610-A,Hoechst CV Violet610-A,medium Mito CV Violet610-A,low Mito CV Violet610-A,High Mito CV Violet610-A,All Events  SD Violet610-A,Cell size SD Violet610-A,Hoechst SD Violet610-A,medium Mito SD Violet610-A,low Mito SD Violet610-A,High Mito SD Violet610-A,All Events  GeoMean PE-A,Cell size GeoMean PE-A,Hoechst GeoMean PE-A,medium Mito GeoMean PE-A,low Mito GeoMean PE-A,High Mito GeoMean PE-A,All Events  rCV PE-A,Cell size rCV PE-A,Hoechst rCV PE-A,medium Mito rCV PE-A,low Mito rCV PE-A,High Mito rCV PE-A,All Events  SD PE-A,Cell size SD PE-A,Hoechst SD PE-A,medium Mito SD PE-A,low Mito SD PE-A,High Mito SD PE-A
01-KO3_OE-B8,,127881,104578,104570,102447,1212,706,100.00%,81.78%,81.77%,80.11%,0.95%,0.55%,100.00%,81.78%,99.99%,97.97%,1.16%,0.68%,261230.3,269304.2,269307.2,269767.7,86316,1089926.8,339216.6,318689.1,318696.8,314431.7,82636.4,1158072,150754.3,130723.3,130727.9,128001.6,11689.1,123213.6,86.91%,55.47%,55.47%,50.54%,16.81%,18.16%,382717.5,366240,366251.2,364725.6,213449.7,743880.5,311800.4,320687.8,320695,321045.2,208629.1,762917,135972.8,109676.8,109675.8,107878.6,37959.8,155258.8,112.73%,40.66%,40.66%,39.63%,21.11%,20.28%,431450.5,148914.5,148914.4,144530,45053.7,150827.1,43.61%,34.20%,34.20%,33.60%,18.19%,20.35%,298880.8,340827.8,340839.4,340522.6,209275.9,726154,457049.3,394930.9,394952.7,394233.5,219118.2,711166.4,334373,361052.3,361086.5,361267.9,212737.4,691200.8,340809,348795.3,348808.8,349341.6,211876.4,733267.6,49.55%,41.12%,41.11%,40.46%,21.47%,22.24%,168859.7,143412,143400.8,141357.8,45491.9,163093.1,270.59%,44.06%,44.05%,43.50%,25.96%,21.69%,1236718.1,174005.4,173993.8,171477.4,56878,154284,198181.4,181986.3,181993.9,181034,94565.2,411956.9,153721.7,166417.6,166428.7,166394.1,88579.1,399412.7,156140.1,157425.5,157437.5,157612.5,88565.5,401508.5,46.92%,41.73%,41.74%,41.04%,20.68%,21.33%,73267.1,65699,65710.7,64679.8,18315.2,85648.6,78.26%,45.52%,45.52%,44.00%,38.92%,27.63%,155097.2,82841,82839.2,79646.1,36803.6,113810.9,241557.4,279805.9,279813.6,280511.2,81148.7,1142949.3,57.71%,48.54%,48.54%,47.45%,13.54%,11.30%,294808,176784.7,176788,158907.6,13891.8,210332.8
01-KO3_OE-C8,,110276,89565,89552,87659,920,761,100.00%,81.22%,81.21%,79.49%,0.83%,0.69%,100.00%,81.22%,99.99%,97.89%,1.03%,0.85%,267925.7,275515.6,275524.5,275448.2,86603.3,1095512.9,349116.1,326721.3,326741,320533.5,82208.5,1162670,159106.4,136998.9,137001.4,133739,11969.6,127554.8,86.92%,56.21%,56.20%,50.64%,17.44%,18.88%,392374.8,367548.5,367568,365205.6,212698,730163.4,312202.8,320278.6,320293.1,320203.5,206262.4,751668.5,142762,113954.3,113941,111764.2,38619.2,154865.5,138.95%,40.99%,40.99%,39.90%,20.88%,20.95%,545217.1,150676,150677.7,145718.7,44412.1,152978.8,45.73%,35.58%,35.57%,34.90%,18.72%,20.60%,302640.3,341376.2,341395.7,340394.7,208534.1,711316.4,487296.2,403890.3,403931.5,402457.3,225419.4,700986.7,347511.7,368988.2,369051.6,368567.1,218050.9,678123.8,351502.8,357689.1,357719.3,357567,216752.5,726856.5,50.39%,42.33%,42.32%,41.67%,22.18%,24.20%,177134.6,151392.9,151388.7,148982.3,48077.9,175901.9,314.93%,43.89%,43.88%,43.34%,27.67%,23.28%,1534658,177276.5,177255.5,174413.1,62363,163179.4,202156,184244.7,184195,182623.6,95260.4,417537.9,155767.1,167893.7,167902.1,167426.7,88141.1,406113.1,158304.3,159649.6,159654.5,159507.4,88799,408059.1,48.20%,42.76%,42.76%,42.01%,23.50%,21.02%,76299.6,68271.9,68264,67011.2,20871.7,85774.1,82.24%,46.83%,46.26%,44.58%,48.12%,25.31%,166262,86274.9,85210.9,81414.6,45835.1,105675.7,249311.3,285856.2,285880.7,285398.8,80617.4,1146577.9,59.38%,49.72%,49.72%,48.55%,13.82%,11.64%,303451.9,183640.3,183642.5,162322.1,14334.2,219561.4
01-WT_AZ-D1,,113581,86623,86612,81140,998,3777,100.00%,76.27%,76.26%,71.44%,0.88%,3.33%,100.00%,76.27%,99.99%,93.68%,1.15%,4.36%,353807.9,360407,360463.8,350034.4,85301.5,1115797,504922.2,428370.7,428408.8,393570.5,80551.7,1171528.4,253538.5,207010.7,207036.1,188162.7,12773.7,141433.1,106.87%,60.12%,60.11%,49.71%,19.95%,16.41%,426043.9,383590.3,383609.1,368831.8,217250.4,696852.7,323130.5,331019.2,331050.4,324409,212541.5,700925.3,169935.6,124532.6,124529.6,112464.8,34591.9,142791.4,107.25%,41.33%,41.33%,38.43%,18.26%,19.54%,456948.4,158538.7,158539.4,141760.3,39674,136142.7,52.59%,37.62%,37.62%,34.67%,16.28%,20.37%,317062.9,355468.8,355488,345319.4,213823.6,682219.6,503358.8,400877.3,400909,384380.8,198464,752742.9,345260.9,361092.3,361141.2,350043.1,192172.4,739796.8,340895.7,345693,345707.6,336704.4,190826.3,774229,59.23%,47.47%,47.47%,44.34%,25.40%,17.28%,201926.7,164097.1,164098.3,149288.6,48471.5,133768.6,235.96%,47.10%,47.09%,44.85%,26.35%,17.25%,1187742.5,188816.6,188802.5,172376.6,52288.5,129811,243306.7,208105,208107.7,196884.7,75725.8,448398.5,170213.6,180951.3,180973.1,174835.1,61108,438516.6,181958.1,180061.2,180074.3,175324.1,62096.9,444508.6,60.61%,50.53%,50.52%,47.23%,55.92%,19.62%,110287.2,90981.1,90966.9,82803.1,34724.3,87224.5,90.27%,52.96%,52.93%,48.32%,86.08%,21.69%,219640.4,110220.1,110157.1,95128.3,65181.6,97271.7,322871.8,362585.2,362646.8,347198.3,78397.7,1158215,71.66%,57.44%,57.44%,53.76%,14.97%,12.68%,539630.3,257544,257535.5,195657.6,16069.2,192214.9
01-WT_AZ-E1,,111753,82611,82603,77304,1158,3484,100.00%,73.92%,73.92%,69.17%,1.04%,3.12%,100.00%,73.92%,99.99%,93.58%,1.40%,4.22%,346137.5,351557.5,351601.2,341683.6,85501.4,1116293.3,520208.9,421422.1,421447.9,388197.8,81708,1171583.4,261746.2,206588,206610.5,187539.2,12327.2,141689,113.60%,61.28%,61.28%,50.82%,17.59%,16.76%,454404.3,391771.6,391786.9,377350.2,219239.6,718075.5,328898.4,336297.1,336304.9,329671.9,215099.6,722233.3,190542.5,133296.7,133305.5,120872.6,36375.5,143581.7,111.42%,42.59%,42.59%,39.89%,18.82%,19.08%,506293.9,166844.2,166844.8,150510.7,41257.5,137038.3,57.93%,39.64%,39.64%,36.66%,16.91%,19.88%,321316.2,361150.8,361166.2,351426.4,215608.9,703549.4,519325.4,395233.4,395259.5,379664.9,196709,748207.4,340644.3,353702.2,353740.7,343486.7,190065.5,735496.1,333368.1,338436.4,338462.4,329855.1,186666.3,765843.8,64.01%,49.27%,49.27%,46.00%,22.35%,18.09%,213387.7,166747.8,166763.6,151716.9,41728,138551.5,239.49%,48.49%,48.48%,46.38%,29.11%,17.24%,1243712.8,191639.6,191629.3,176082.4,57263.9,128988.4,251974.5,205778.4,205750.7,195128,71865.6,448360.7,170892.9,178051.2,178054.8,172599.3,59908.4,438529.6,181103.4,177366.7,177367.8,172807,58708.6,442497.3,63.26%,51.83%,51.83%,48.36%,48.93%,19.77%,114570.4,91929.5,91928.2,83562.5,28726.6,87495.1,96.78%,54.22%,54.08%,49.55%,78.33%,21.26%,243865.7,111577.3,111277.3,96681.2,56293.3,95322.4,315844.8,354487.3,354520.1,340801.6,80052.1,1157749.8,75.62%,58.76%,58.76%,54.89%,14.42%,12.69%,590964.3,258266.7,258264.7,197279.7,14371.8,196396.7
01-WT_AZ-F1,,118928,87626,87617,82087,917,3867,100.00%,73.68%,73.67%,69.02%,0.77%,3.25%,100.00%,73.68%,99.99%,93.69%,1.05%,4.41%,360684.1,364673.6,364702.6,353009.5,85544.7,1114677.8,528117.7,431575.3,431604.8,395698.8,81251.1,1175922.5,268556.7,208368.7,208361.2,188615.9,12745.8,140506.6,110.04%,59.90%,59.90%,49.40%,18.69%,16.92%,440305.9,382804.5,382821.2,367726.4,215143.6,694169.4,323925.1,329691.9,329710.5,322527.5,212135.9,696625.7,180968.8,124659,124658.9,112268,34399.7,136086.8,110.88%,41.68%,41.68%,38.90%,17.98%,19.33%,488193.1,159545.6,159545.2,143052.4,38687,134188,55.87%,37.81%,37.81%,34.81%,16.22%,19.54%,310448,354323.8,354341.3,343841.8,211820.5,680103.6,529489.1,405245,405274.9,388550.6,199596,750900.5,340760.1,364490.9,364536.1,353085.4,192791,738118.3,348127.5,350070.8,350097.2,340502.5,191184.6,772324.9,63.36%,47.97%,47.97%,44.84%,24.99%,17.64%,220589.8,167938.6,167951.1,152690.3,47785.2,136244.5,235.87%,47.18%,47.17%,45.16%,28.00%,17.22%,1248893.6,191176.7,191163.3,175460.7,55890.3,129338.1,250511.9,207517,207510.5,196207.7,71317.9,442602.2,164065.6,181055.4,181066.8,174696.6,60302.5,433109,183168.3,179790.2,179793.3,174626.1,61567.4,436032.6,63.15%,49.75%,49.75%,46.45%,54.52%,19.15%,115662.6,89441.6,89439.5,81119.3,33568.4,83484.5,93.94%,52.67%,52.64%,48.23%,66.84%,21.26%,235335.3,109302.9,109230.4,94633.4,47666.2,94103.2,313526.3,365941.2,365979,349509,79332.3,1161645,74.46%,57.14%,57.13%,53.43%,14.90%,12.61%,581136.7,258516.7,258512.8,195485.8,15187.5,198958.7
01-KO1_AZ-D2,,22335,10707,10701,8501,69,1887,100.00%,47.94%,47.91%,38.06%,0.31%,8.45%,100.00%,47.94%,99.94%,79.44%,0.64%,17.63%,624240.4,584086.4,584278.5,505362.3,78542.4,1190578.3,1245926.3,662368.2,662612.9,519353.9,73934.6,1291769.8,686558.3,333838.2,333898.6,243467.9,18392.2,225701.5,162.14%,57.37%,57.34%,40.06%,23.47%,25.85%,584193.8,387155.4,387227.1,355958.3,208855.7,523995.8,377338.4,365870.2,366035.1,337922.7,197526.2,511943.5,332108.9,129952.4,130017,107109.5,41750.3,131804.2,192.11%,34.85%,34.84%,32.06%,26.16%,25.28%,1122304.5,134912.9,134908.9,114118.3,54638.7,132458.2,88.01%,35.52%,35.52%,31.70%,21.14%,25.75%,311108.2,365124.7,365200.6,338958.5,202736.2,507460.4,1163886.9,500131,500280.3,457078.7,221836.6,689662.6,443199,461275,461563.8,424560.7,213478.2,669684.6,515227.9,475729.9,475769.8,431808.3,216005.6,704909.1,94.91%,44.75%,44.74%,41.16%,28.73%,25.40%,489020.3,212907.8,212854.4,177749.1,62055.2,179048.2,293.59%,38.72%,38.68%,37.91%,28.86%,22.54%,3417082.3,193640.3,193490.4,173272.6,64018.5,155439.4,549816.9,297117.2,296270.9,249038.5,168634.8,499324.1,206136.7,251850.9,251769.2,217080.1,104329.2,478880.6,294456.1,273603.1,273603.1,236742.1,104811,480842.6,105.91%,57.94%,57.94%,53.22%,62.84%,25.29%,311856.3,158538,158524.9,125983,65863,121596.8,149.56%,61.36%,55.33%,50.48%,120.09%,31.34%,822326.8,182323.1,163924.6,125719.6,202513.6,156465,429105.8,563757.2,564212.9,472994.4,71398.8,1258261.3,109.98%,57.16%,57.15%,48.18%,23.42%,18.96%,2020108.6,379985,379915.5,208063.2,17352.1,333881.5
01-KO1_AZ-E2,,27836,13924,13919,11238,65,2349,100.00%,50.02%,50.00%,40.37%,0.23%,8.44%,100.00%,50.02%,99.96%,80.74%,0.47%,16.88%,564253.6,575555.8,575562.3,499423.8,78047.8,1203062.4,1049571.1,652915.9,653002.5,515866.1,75441,1290796.8,628067.6,321060,321060.5,235076.8,16965.3,229580.8,159.71%,56.79%,56.78%,39.81%,22.57%,24.06%,514463.4,387177.6,387216.4,356844.7,219059.6,527466.3,352602.4,363140.1,363156.7,337346.8,203790.4,513129.2,316694.9,128116.5,128107.3,107389.1,55489.4,137262.5,191.88%,35.40%,35.39%,32.74%,34.83%,25.90%,987145.6,137050.8,137051,116836.6,76307,136593.7,89.82%,35.28%,35.28%,31.83%,27.23%,26.75%,268194,364756.4,364798.2,339392.7,209545.9,509760.3,925937.2,487189.1,487257.6,445267.8,222438.1,681394.8,366681.9,448615.4,448732.2,413039.5,209538.5,660499,460042.9,457513.4,457568.4,414944,201444.8,695260.7,97.26%,44.71%,44.71%,40.40%,32.79%,25.86%,447458.9,204570.6,204569.1,167655.8,66052.4,179816.9,261.69%,39.42%,39.41%,38.50%,36.84%,23.25%,2423053.5,192070.8,192011.1,171430.8,81948.2,158397.6,461424.6,285976.1,285654.4,240521.7,168603.3,492450.9,167796.3,242212.1,242196.8,209701.5,103702.4,469279.5,260443.8,258177.1,258208.9,224833.7,110155.8,470140.3,105.45%,57.61%,57.60%,52.94%,92.62%,26.93%,274625.3,148740.8,148726.7,119015.7,102030.9,126605,149.82%,60.13%,58.33%,52.36%,112.64%,36.35%,691319.2,171971.7,166621.1,125932.4,189916.8,179016,357696.9,558121.3,558321.8,470468.1,73098,1260584.4,111.31%,55.78%,55.78%,47.07%,21.74%,19.08%,1676305.1,370780.3,370772.1,205389.6,17024.9,310536.2
01-KO1_AZ-F2,,20961,10259,10255,8141,58,1836,100.00%,48.94%,48.92%,38.84%,0.28%,8.76%,100.00%,48.94%,99.96%,79.39%,0.57%,17.90%,665256.9,596246,596294.1,515503.6,79295.9,1192954.8,1285895.8,670807.3,670984.4,526744.3,73597.7,1295408.8,668471.2,328995.9,328886.2,236548.7,19734.8,225416.2,153.48%,56.48%,56.46%,38.95%,27.08%,25.83%,602421.8,396393.9,396439.4,364130.7,209406.1,536248.8,400181.5,374010.3,374036.4,345356,195520.3,518013.3,321066.2,132687.5,132642.3,109979.3,62099.4,132497.8,165.70%,35.35%,35.34%,32.61%,26.63%,25.85%,998232.7,140112.5,140099.5,118733.6,55765,138607.8,80.23%,35.48%,35.46%,31.85%,31.76%,25.58%,348045.1,373297.3,373351.6,346219.7,202573.3,518787.8,1168492,506508.9,506593.9,462101.3,229248.1,696947.5,508882.6,467969.5,468137.4,429739.7,220693.2,678136.7,549191.3,481186.8,481193.4,437037.6,211925.1,714081.5,87.40%,44.39%,44.38%,40.03%,34.91%,23.30%,479992.1,213620,213539.2,174938,73982.8,166385.7,267.69%,38.14%,38.11%,37.39%,28.79%,21.79%,3127957.8,193171.9,193079.6,172791.9,66010.6,151850.3,564438.4,294519.6,294498.5,248753.5,175815.2,489056.7,236282.3,250247.8,250369.9,216292.8,104142.2,468407.6,311015,273541.2,273553.5,235570.2,123453.8,470683.3,98.27%,56.56%,56.52%,52.46%,87.84%,26.34%,305630.6,154703.8,154619.6,123590.4,108442.4,123996.4,144.46%,55.18%,55.08%,50.76%,102.50%,32.41%,815385.7,162509.9,162219.7,126263,180202.4,158483.1,518491.6,574084.3,574518.6,481693.4,70320.4,1261944,100.48%,55.18%,55.16%,45.89%,24.89%,18.90%,1973532.4,378889,378843.2,205148,19927.7,334547.7
01-KO2_AZ-D3,,21732,10359,10354,7498,19,2567,100.00%,47.67%,47.64%,34.50%,0.09%,11.81%,100.00%,47.67%,99.95%,72.42%,0.18%,24.79%,618971.4,686226.2,686366.6,566566.3,79823.4,1232364.6,1196704.8,765401.9,765596.3,566822.1,78650.2,1331406.3,699231.1,357475.6,357522.6,233590.2,18458.5,256499.1,182.87%,53.40%,53.38%,35.05%,22.62%,25.54%,484246.2,372195,372255.4,327466.7,214457.4,497494.6,313303.6,346465.3,346549.9,310497.6,196711.1,483488.2,314803.6,122978.1,122960.4,92475.6,57458.3,134933.3,207.90%,35.93%,35.92%,31.13%,29.01%,27.23%,1006758.8,133715.2,133714,101932.6,62224.3,135461.2,100.48%,35.50%,35.48%,29.78%,29.21%,27.91%,240011.7,350305.9,350368.7,312947,207359.4,479546.7,894283.6,471804.2,471910.6,409807.9,243698,645394.6,344605.6,434606.5,434760.4,382377.1,225351.8,621538.6,413920.3,438990.3,439076.4,384977.4,202191.8,654240.8,99.42%,44.17%,44.14%,37.53%,25.17%,29.77%,411531.3,193895.8,193799.5,144473.2,50889.9,194769.3,280.54%,39.85%,39.83%,37.64%,49.29%,25.71%,2508844.8,188025.7,187978.1,154238.8,120123.5,165913.3,488811.8,309434.4,308363.7,248669.3,239582.7,476779.9,171614.3,269662,269628.3,223526.8,130563.1,455384,261646.9,280038.1,280026.1,236509.5,110237.3,455156.4,111.09%,50.67%,50.64%,42.57%,80.12%,27.74%,290667.1,141893.5,141819.2,100674.4,88317,126254.2,174.95%,56.02%,51.89%,46.17%,138.78%,32.06%,855161.2,173344.6,159999.6,114809.4,332495.5,152854.4,418333.5,665984.6,666193.7,526557.6,76334,1295752.6,112.97%,52.09%,52.09%,41.23%,23.12%,20.81%,2188449.5,408748.1,408700.6,198647.1,17790.7,340089.8
01-KO2_AZ-E3,,16058,6816,6815,4592,19,2019,100.00%,42.45%,42.44%,28.60%,0.12%,12.57%,100.00%,42.45%,99.99%,67.38%,0.28%,29.63%,620354.8,732437.1,732408.3,580340.4,77642.6,1255884.8,1353863.1,825037.9,824977.8,580029.4,75820.5,1377220.9,789333.3,391947.6,391902.9,231771.2,15035.3,292638.6,194.04%,55.80%,55.81%,33.65%,20.78%,30.86%,501553.1,378809.8,378770.5,328397.6,211035.5,491247.7,306540.3,353449.7,353442.7,312871.9,197253.4,473334.1,352320.1,123648.9,123656.7,92003.7,41241.3,132665.4,232.28%,35.60%,35.60%,30.63%,27.06%,27.63%,1165021.9,134865.3,134836.2,100577.6,57112.3,135714.1,114.93%,34.98%,34.99%,29.41%,20.91%,28.03%,218159.5,356837.8,356806.7,314286.1,204708.9,473162.6,972887.9,480025.1,479989.2,412261.8,191415.8,631623,322088.3,442563.9,442531.8,384647.8,186546.5,605914.1,407466.5,448544.8,448487.2,387892.9,210597,631723.1,114.79%,43.49%,43.47%,37.49%,17.40%,31.78%,467716.4,195072.6,194977.3,145425.7,36640.2,200756.9,284.26%,39.34%,39.34%,37.42%,22.40%,27.02%,2765510.8,188823.7,188814.3,154273.5,42882.4,170673.3,542889.2,331603.1,330376,260891.7,139999.7,485557.5,159357.3,290600.6,290455.8,235545.4,106751.6,462363.1,266449.6,302621.3,302606.1,246961.8,97326.9,462873.3,126.75%,48.55%,48.53%,41.58%,65.37%,27.11%,337712.8,146908,146856.4,102682.7,63626.4,125507,182.74%,60.83%,52.81%,48.80%,82.67%,35.01%,992095.5,201726.3,174457.5,127323.1,115732.4,169991.2,390569,714037.3,713979.9,542115.3,73952.2,1328571.5,127.24%,53.51%,53.51%,39.94%,19.36%,23.30%,2627096.8,460405.8,460412.8,195184,15752.3,424970.8
01-KO2_AZ-F3,,13874,5765,5760,3530,13,2052,100.00%,41.55%,41.52%,25.44%,0.09%,14.79%,100.00%,41.55%,99.91%,61.28%,0.23%,35.62%,699257.3,799473.1,799824.2,612449.4,81436.2,1286417.8,1479553.5,895367.8,895869.5,602608.1,71655.3,1400834.8,883692.7,415249.8,415244.7,219459.1,22604.5,301441.5,182.62%,53.50%,53.44%,32.01%,29.14%,29.60%,564817,377687.1,377792.3,323137.3,201606,471561.9,315717.4,352901.6,353036.3,304800,201706.1,449213.4,353265.9,122299.1,122293.1,88246.2,38967.8,130489.6,254.72%,35.36%,35.35%,30.62%,19.69%,28.60%,1438679.1,133552.5,133554.6,98936,39689,134886,111.89%,34.66%,34.64%,28.95%,19.32%,29.05%,228432,356090.2,356198.3,309361.1,197985.9,453161.9,1264031.9,496959.7,497256.5,418018.9,238001.3,632020.6,354676.5,459407.7,459904.8,390626,230373.7,606442.1,442745.8,468154.6,468188.6,392723.6,221876.4,632124.1,114.10%,43.13%,43.11%,36.39%,27.86%,31.42%,505154.1,201935,201856.3,142914.5,61817.1,198632.7,364.07%,38.36%,38.30%,36.92%,26.28%,27.01%,4601916.5,190650.9,190445,154342.3,62553.3,170728.4,606285.1,358089.4,357471.2,271679.4,287514.5,503425.8,187272.5,316569.1,316513.4,247746.3,195040.8,478039.8,302271.7,330698.2,330640.2,259011.3,260544,475440.5,122.06%,47.05%,47.02%,39.07%,91.91%,28.13%,368955.3,155593.5,155464.6,101185.4,239465.5,133731.8,176.09%,52.50%,51.05%,42.00%,75.57%,37.56%,1067577.4,188000.4,182475.6,114100.1,217281.6,189095.9,439806.6,778668.6,779694.1,565720.3,68420.9,1352743.5,126.38%,51.94%,51.92%,35.83%,27.76%,23.43%,2701999.3,479016.6,478791.7,192893.3,20877.4,414650.1
01-KO3_AZ-D4,,70177,52882,52872,48978,278,3144,100.00%,75.36%,75.34%,69.79%,0.40%,4.48%,100.00%,75.36%,99.98%,92.64%,0.53%,5.95%,373421.7,395798.8,395862.1,378461.2,81030.2,1166794.8,522234.8,470027.2,470072.9,417255,77474.6,1254848.3,260493.5,212645.4,212717.2,188222.9,16815.7,193687,120.48%,60.37%,60.37%,45.65%,22.18%,22.63%,379851.4,359681.3,359705.9,343585.4,225912.3,594918.6,309659.6,324308.7,324334.4,316409.1,210827.3,591237.8,151257.5,112439.6,112444.4,102177.6,61972.5,175485.7,150.24%,38.83%,38.83%,35.56%,27.41%,26.92%,570672.9,139676.7,139678.1,122170.1,61924.4,160125.9,48.85%,34.67%,34.67%,32.29%,29.39%,29.68%,277513,336572.3,336596.9,324743.3,218344.9,572220.1,514387.3,391577.3,391633.3,374183.3,221192,648430.7,314280.4,357425.2,357514.8,344579,211012.2,620867,336953.4,350047.6,350076.6,338894.9,205133.5,664474.1,55.90%,42.55%,42.54%,40.00%,26.84%,30.19%,188373.2,148928.7,148932.9,135551,55062.6,200602.9,342.12%,44.12%,44.10%,42.12%,34.43%,26.97%,1759829.1,172748.6,172716.8,157595.6,76157.8,174902.7,250388.9,220757.1,220781.9,204924.3,116857.8,452657.8,159710.7,196342.5,196374.7,186265.6,91810.1,434925.2,188439.2,194759,194817,186719.8,98629.5,435643.7,59.28%,46.92%,46.92%,43.68%,60.55%,26.19%,111713.8,91378.4,91411,81565.2,59716.3,114107.8,113.02%,50.93%,50.92%,44.39%,82.64%,30.12%,282977.6,112422.3,112417.6,90956.9,96574.7,136329.3,312919.4,402495.8,402547.3,375178.1,74982.2,1228652,69.76%,53.73%,53.74%,49.73%,20.75%,16.60%,629209.8,283759.9,283765.3,190487.4,17182.6,283946.3
