sgRNA,Gene,DLD1-Cont3.initial,DLD1-Cont3.final
KLHL20_BTB59165_E1_1830.207,KLHL20,1611,394
KLHL21_BTB25133_E1_1794.11,KLHL21,1389,640
KLHL21_BTB25133_E1_1794.15,KLHL21,1148,992
KLHL21_BTB25133_E1_1794.16,KLHL21,971,1061
KLHL21_BTB25133_E1_1794.2,KLHL21,1074,1077
KLHL21_BTB25133_E1_1794.24,KLHL21,1388,2079
KLHL21_BTB25133_E1_1794.323,KLHL21,2467,1887
KLHL22_BTB51145_E1_1905.12,KLHL22,1462,1345
KLHL22_BTB51145_E1_1905.13,KLHL22,833,659
KLHL22_BTB51145_E1_1905.24,KLHL22,1760,443
KLHL22_BTB51145_E1_1905.293,KLHL22,939,784
KLHL22_BTB51145_E1_1905.306,KLHL22,1283,927
KLHL22_BTB51145_E1_1905.308,KLHL22,1645,1351
KLHL23_BTB26134_E1_1677.14,KLHL23,1422,1758
KLHL23_BTB26134_E1_1677.142,KLHL23,1498,2102
KLHL23_BTB26134_E1_1677.143,KLHL23,1419,636
KLHL23_BTB26134_E1_1677.147,KLHL23,1533,1256
KLHL23_BTB26134_E1_1677.15,KLHL23,1814,2315
KLHL23_BTB26134_E1_1677.151,KLHL23,1606,1983
KLHL24_BTB56163_E1_1803.139,KLHL24,2317,2815
KLHL24_BTB56163_E1_1803.143,KLHL24,814,496
KLHL24_BTB56163_E1_1803.145,KLHL24,1280,1835
KLHL24_BTB56163_E1_1803.15,KLHL24,727,1003
KLHL24_BTB56163_E1_1803.17,KLHL24,2848,2767
KLHL24_BTB56163_E1_1803.9,KLHL24,2373,2930
KLHL25_BTB36144_E1_1770.12,KLHL25,2444,3041
KLHL25_BTB36144_E1_1770.29,KLHL25,2165,3010
KLHL25_BTB36144_E1_1770.301,KLHL25,1035,941
KLHL25_BTB36144_E1_1770.303,KLHL25,703,968
KLHL25_BTB36144_E1_1770.318,KLHL25,1222,508
KLHL25_BTB36144_E1_1770.8,KLHL25,620,540
KLHL26_BTB56157_E1_1848.29,KLHL26,580,144
KLHL26_BTB56157_E1_1848.32,KLHL26,2926,4179
KLHL26_BTB56157_E1_1848.328,KLHL26,944,741
KLHL26_BTB56157_E1_1848.35,KLHL26,877,911
KLHL26_BTB56157_E1_1848.37,KLHL26,1603,2858
KLHL26_BTB56157_E1_1848.4,KLHL26,1006,1022
KLHL28_BTB25132_E1_1716.11,KLHL28,1910,1854
KLHL28_BTB25132_E1_1716.125,KLHL28,643,450
KLHL28_BTB25132_E1_1716.133,KLHL28,1898,2479
KLHL28_BTB25132_E1_1716.134,KLHL28,992,1044
KLHL28_BTB25132_E1_1716.2,KLHL28,861,898
KLHL28_BTB25132_E1_1716.8,KLHL28,2151,1268
KLHL29_BTB319431_E1_2628.105,KLHL29,903,818
KLHL29_BTB319431_E1_2628.11,KLHL29,1055,1379
KLHL29_BTB319431_E1_2628.36,KLHL29,1829,1154
KLHL29_BTB319431_E1_2628.361,KLHL29,1407,679
KLHL29_BTB319431_E1_2628.37,KLHL29,959,1806
KLHL29_BTB319431_E1_2628.99,KLHL29,690,320
KLHL3_BTB40147_E1_1764.1,KLHL3,1281,1212
KLHL3_BTB40147_E1_1764.11,KLHL3,1197,1246
KLHL3_BTB40147_E1_1764.17,KLHL3,1283,1296
KLHL3_BTB40147_E1_1764.18,KLHL3,1855,2796
KLHL3_BTB40147_E1_1764.215,KLHL3,772,701
KLHL3_BTB40147_E1_1764.222,KLHL3,3214,4889
KLHL30_BTB23130_E1_1737.15,KLHL30,1216,1405
KLHL30_BTB23130_E1_1737.22,KLHL30,1227,1307
KLHL30_BTB23130_E1_1737.24,KLHL30,3,0
KLHL30_BTB23130_E1_1737.26,KLHL30,1948,3183
KLHL30_BTB23130_E1_1737.342,KLHL30,1439,1976
KLHL30_BTB23130_E1_1737.364,KLHL30,1332,690
KLHL31_BTB63165_E1_1905.12,KLHL31,1334,1550
KLHL31_BTB63165_E1_1905.17,KLHL31,3639,2652
KLHL31_BTB63165_E1_1905.21,KLHL31,0,0
KLHL31_BTB63165_E1_1905.211,KLHL31,2905,4449
KLHL31_BTB63165_E1_1905.212,KLHL31,2947,3636
KLHL31_BTB63165_E1_1905.22,KLHL31,2028,1730
KLHL32_BTB32137_E1_1863.14,KLHL32,1040,2444
KLHL32_BTB32137_E1_1863.15,KLHL32,1292,830
KLHL32_BTB32137_E1_1863.17,KLHL32,1595,1463
KLHL32_BTB32137_E1_1863.219,KLHL32,3033,2799
KLHL32_BTB32137_E1_1863.228,KLHL32,2727,2030
KLHL32_BTB32137_E1_1863.5,KLHL32,1997,2792
KLHL34_BTB19126_E1_1935.1,KLHL34,2542,2141
KLHL34_BTB19126_E1_1935.11,KLHL34,848,1954
KLHL34_BTB19126_E1_1935.33,KLHL34,357,744
KLHL34_BTB19126_E1_1935.403,KLHL34,1727,1936
KLHL34_BTB19126_E1_1935.412,KLHL34,2676,2464
KLHL34_BTB19126_E1_1935.5,KLHL34,3946,4299
KLHL35_BTB3170_E1_1752.1,KLHL35,1446,0
KLHL35_BTB3170_E1_1752.11,KLHL35,748,1070
KLHL35_BTB3170_E1_1752.14,KLHL35,2932,3025
KLHL35_BTB3170_E1_1752.18,KLHL35,1072,809
KLHL35_BTB3170_E1_1752.335,KLHL35,1102,1432
KLHL35_BTB3170_E1_1752.345,KLHL35,141,86
KLHL36_BTB36141_E1_1851.19,KLHL36,2257,1632
KLHL36_BTB36141_E1_1851.26,KLHL36,746,882
KLHL36_BTB36141_E1_1851.301,KLHL36,941,298
KLHL36_BTB36141_E1_1851.31,KLHL36,747,154
KLHL36_BTB36141_E1_1851.7,KLHL36,3416,3493
KLHL36_BTB36141_E1_1851.8,KLHL36,597,108
KLHL38_BTB24131_E1_1746.2,KLHL38,2444,3513
KLHL38_BTB24131_E1_1746.254,KLHL38,1221,2730
KLHL38_BTB24131_E1_1746.267,KLHL38,1537,1392
KLHL38_BTB24131_E1_1746.268,KLHL38,914,225
KLHL38_BTB24131_E1_1746.272,KLHL38,2033,1379
KLHL38_BTB24131_E1_1746.284,KLHL38,1306,2920
KLHL4_BTB172279_E1_2163.178,KLHL4,3234,5513
KLHL4_BTB172279_E1_2163.18,KLHL4,2192,1576
KLHL4_BTB172279_E1_2163.23,KLHL4,1862,1292
KLHL4_BTB172279_E1_2163.3,KLHL4,713,1664
KLHL4_BTB172279_E1_2163.32,KLHL4,816,592
KLHL4_BTB172279_E1_2163.33,KLHL4,1953,1749
KLHL40_BTB23128_E1_1866.12,KLHL40,1573,601
KLHL40_BTB23128_E1_1866.16,KLHL40,1065,1212
KLHL40_BTB23128_E1_1866.17,KLHL40,733,625
KLHL40_BTB23128_E1_1866.282,KLHL40,653,530
KLHL40_BTB23128_E1_1866.292,KLHL40,1450,1044
KLHL40_BTB23128_E1_1866.301,KLHL40,1635,488
KLHL41_BTB23130_E1_1821.156,KLHL41,1179,1069
KLHL41_BTB23130_E1_1821.157,KLHL41,1665,1414
KLHL41_BTB23130_E1_1821.158,KLHL41,814,788
KLHL41_BTB23130_E1_1821.4,KLHL41,1173,1056
KLHL41_BTB23130_E1_1821.5,KLHL41,1515,951
KLHL41_BTB23130_E1_1821.9,KLHL41,1583,1712
KLHL5_BTB210317_E1_2268.188,KLHL5,1587,1963
KLHL5_BTB210317_E1_2268.189,KLHL5,2199,1392
KLHL5_BTB210317_E1_2268.193,KLHL5,2267,2671
KLHL5_BTB210317_E1_2268.196,KLHL5,2994,2861
KLHL5_BTB210317_E1_2268.36,KLHL5,2928,2441
KLHL5_BTB210317_E1_2268.39,KLHL5,2360,2118
KLHL6_BTB62167_E1_1866.2,KLHL6,883,885
KLHL6_BTB62167_E1_1866.246,KLHL6,3142,1592
KLHL6_BTB62167_E1_1866.258,KLHL6,1043,982
KLHL6_BTB62167_E1_1866.26,KLHL6,1974,2252
KLHL6_BTB62167_E1_1866.3,KLHL6,1891,1777
KLHL6_BTB62167_E1_1866.34,KLHL6,821,1259
KLHL7_BTB34140_E1_501.1,KLHL7,2286,3033
KLHL7_BTB34140_E1_501.18,KLHL7,3136,2520
KLHL7_BTB34140_E1_501.19,KLHL7,1420,2219
KLHL7_BTB34140_E1_501.23,KLHL7,1400,1907
KLHL7_BTB34140_E1_501.7,KLHL7,1724,1132
KLHL7_BTB34140_E1_501.8,KLHL7,2569,1343
KLHL8_BTB57163_E1_1863.12,KLHL8,1388,1283
KLHL8_BTB57163_E1_1863.16,KLHL8,2448,2175
KLHL8_BTB57163_E1_1863.162,KLHL8,2470,2081
KLHL8_BTB57163_E1_1863.164,KLHL8,1700,2230
KLHL8_BTB57163_E1_1863.18,KLHL8,3026,2941
KLHL8_BTB57163_E1_1863.19,KLHL8,1110,173
KLHL9_BTB40146_E1_1854.1,KLHL9,1912,2144
KLHL9_BTB40146_E1_1854.154,KLHL9,1103,1810
KLHL9_BTB40146_E1_1854.17,KLHL9,1336,1875
KLHL9_BTB40146_E1_1854.19,KLHL9,648,446
KLHL9_BTB40146_E1_1854.21,KLHL9,1210,3400
KLHL9_BTB40146_E1_1854.22,KLHL9,2757,2934
KMT2A_CXXC11471194_E1_11919.127,KMT2A,1842,341
KMT2A_CXXC11471194_E1_11919.1272,KMT2A,4142,163
KMT2A_CXXC11471194_E1_11919.227,KMT2A,1191,151
KMT2A_CXXC11471194_E1_11919.23,KMT2A,909,0
KMT2A_CXXC11471194_E1_11919.232,KMT2A,1843,2004
KMT2A_CXXC11471194_E1_11919.233,KMT2A,704,1
KMT2A_ePhd_E20_45.0,KMT2A,1926,387
KMT2A_ePhd_E21_138.0,KMT2A,4190,288
KMT2A_ePhd_E21_138.6,KMT2A,608,33
KMT2A_ePhd_E22_156.5,KMT2A,1071,173
KMT2A_ePhd_E22_156.6,KMT2A,1691,74
KMT2A_ePhd_E22_156.7,KMT2A,1021,99
KMT2A_Phd1_E10_36.0,KMT2A,1579,578
KMT2A_Phd1_E10_36.1,KMT2A,1129,61
KMT2A_Phd1_E11_105.1,KMT2A,1392,137
KMT2A_Phd1_E11_105.11,KMT2A,2189,133
KMT2A_Phd1_E11_105.3,KMT2A,873,604
KMT2A_Phd1_E11_105.5,KMT2A,826,274
KMT2A_Phd2_E11_39.0,KMT2A,1813,174
KMT2A_Phd2_E12_96.0,KMT2A,1068,979
KMT2A_Phd2_E12_96.1,KMT2A,1864,858
KMT2A_Phd2_E12_96.10,KMT2A,2380,648
KMT2A_Phd2_E12_96.13,KMT2A,1784,763
KMT2A_Phd2_E12_96.9,KMT2A,687,173
KMT2A_Phd3_E14_118.0,KMT2A,3550,1032
KMT2A_Phd3_E14_118.1,KMT2A,2538,582
KMT2A_Phd3_E14_118.2,KMT2A,1424,641
KMT2A_Phd3_E14_118.4,KMT2A,2211,398
KMT2A_Phd3_E15_62.0,KMT2A,2638,282
KMT2A_Phd3_E15_62.1,KMT2A,1279,0
KMT2B_CXXC_E6_131.0,KMT2B,1106,639
KMT2B_CXXC_E6_131.12,KMT2B,1968,860
KMT2B_CXXC_E6_131.14,KMT2B,1285,893
KMT2B_CXXC_E6_131.16,KMT2B,5034,4341
KMT2B_CXXC_E6_131.3,KMT2B,600,13
KMT2B_CXXC_E6_131.4,KMT2B,2183,527
KMT2B_ePhd_E21_39.2,KMT2B,3347,3786
KMT2B_ePhd_E21_39.3,KMT2B,2440,2683
KMT2B_ePhd_E22_138.1,KMT2B,10,0
KMT2B_ePhd_E22_138.6,KMT2B,1021,585
KMT2B_ePhd_E23_138.11,KMT2B,3762,2605
KMT2B_ePhd_E23_138.3,KMT2B,999,906
KMT2B_Phd1_E11_36.0,KMT2B,1699,1636
KMT2B_Phd1_E12_105.12,KMT2B,517,550
KMT2B_Phd1_E12_105.14,KMT2B,2384,1334
KMT2B_Phd1_E12_105.15,KMT2B,1314,712
KMT2B_Phd1_E12_105.5,KMT2B,1286,1601
KMT2B_Phd1_E12_105.6,KMT2B,1069,802
KMT2B_Phd2_E12_39.0,KMT2B,3550,2862
KMT2B_Phd2_E12_39.1,KMT2B,602,463
KMT2B_Phd2_E12_39.2,KMT2B,2066,1779
KMT2B_Phd2_E13_96.11,KMT2B,687,879
KMT2B_Phd2_E13_96.13,KMT2B,1130,907
KMT2B_Phd2_E13_96.8,KMT2B,3080,2568
KMT2B_Phd3_E15_109.1,KMT2B,1751,1302
KMT2B_Phd3_E15_109.4,KMT2B,713,1120
KMT2B_Phd3_E15_109.5,KMT2B,0,0
KMT2B_Phd3_E16_183.0,KMT2B,1702,1623
KMT2B_Phd3_E16_183.35,KMT2B,1258,638
KMT2B_Phd3_E16_183.37,KMT2B,990,537
KMT2C_ePhd1_E6_110.0,KMT2C,1988,1636
KMT2C_ePhd1_E6_110.3,KMT2C,1464,873
KMT2C_ePhd1_E6_110.4,KMT2C,800,1166
KMT2C_ePhd1_E7_141.0,KMT2C,1159,1029
KMT2C_ePhd1_E7_141.2,KMT2C,1531,147
KMT2C_ePhd1_E7_141.3,KMT2C,1567,1234
KMT2C_ePhd2_E52_315.17,KMT2C,3371,2235
KMT2C_ePhd2_E52_315.21,KMT2C,551,1124
KMT2C_ePhd2_E52_315.25,KMT2C,2523,1940
KMT2C_ePhd2_E52_315.28,KMT2C,885,977
KMT2C_ePhd2_E52_315.7,KMT2C,847,405
KMT2C_ePhd2_E52_315.9,KMT2C,1347,1145
KMT2C_Phd1_E8_138.0,KMT2C,576,960
KMT2C_Phd1_E8_138.12,KMT2C,1286,111
KMT2C_Phd1_E8_138.3,KMT2C,2172,399
KMT2C_Phd1_E8_138.4,KMT2C,441,228
KMT2C_Phd1_E8_138.6,KMT2C,485,0
KMT2C_Phd1_E8_138.9,KMT2C,2686,180
KMT2C_Phd2_E9_115.0,KMT2C,1203,418
KMT2C_Phd2_E9_115.1,KMT2C,2000,324
KMT2C_Phd2_E9_115.2,KMT2C,1980,2019
KMT2C_Phd2_E9_115.3,KMT2C,3325,3463
KMT2C_Phd2_E9_115.4,KMT2C,1076,219
KMT2C_Phd2_E9_115.5,KMT2C,1789,1913
KMT2C_Phd3_E10_74.0,KMT2C,810,775
KMT2C_Phd3_E10_74.1,KMT2C,1823,1340
KMT2C_Phd3_E10_74.2,KMT2C,2550,3501
KMT2C_Phd3_E11_82.0,KMT2C,2648,1637
KMT2C_Phd3_E11_82.1,KMT2C,3960,1882
KMT2C_Phd3_E11_82.2,KMT2C,2929,2355
KMT2C_Phd4_E18_105.4,KMT2C,699,204
KMT2C_Phd4_E18_105.5,KMT2C,1111,0
KMT2C_Phd4_E18_105.6,KMT2C,1644,123
KMT2C_Phd4_E19_48.0,KMT2C,1707,149
KMT2C_Phd4_E19_48.1,KMT2C,972,44
KMT2C_Phd4_E19_48.2,KMT2C,1573,0
KMT2C_Phd5_E19_134.0,KMT2C,2215,147
KMT2C_Phd5_E19_134.1,KMT2C,4779,1397
KMT2C_Phd5_E19_134.10,KMT2C,1975,251
KMT2C_Phd5_E19_134.11,KMT2C,2300,0
KMT2C_Phd5_E19_134.12,KMT2C,988,643
KMT2C_Phd5_E19_134.5,KMT2C,2407,985
KMT2C_Phd6_E20_68.0,KMT2C,2831,881
KMT2C_Phd6_E20_68.1,KMT2C,1751,42
KMT2C_Phd6_E21_85.0,KMT2C,2391,1365
KMT2C_Phd6_E21_85.1,KMT2C,2118,199
KMT2C_Phd6_E21_85.2,KMT2C,1032,161
KMT2D_ePhd1_E5_110.17,KMT2D,2148,2274
KMT2D_ePhd1_E5_110.19,KMT2D,3334,2264
KMT2D_ePhd1_E5_110.5,KMT2D,2969,3047
KMT2D_ePhd1_E6_141.13,KMT2D,2689,2757
KMT2D_ePhd1_E6_141.7,KMT2D,2957,1861
KMT2D_ePhd1_E6_141.9,KMT2D,1544,1522
KMT2D_ePhd2_E49_321.31,KMT2D,944,731
KMT2D_ePhd2_E49_321.33,KMT2D,1273,2553
KMT2D_ePhd2_E49_321.38,KMT2D,1303,2294
KMT2D_ePhd2_E49_321.40,KMT2D,1411,1945
KMT2D_ePhd2_E49_321.43,KMT2D,3978,4637
KMT2D_ePhd2_E49_321.46,KMT2D,7387,9773
KMT2D_Phd1_E7_138.7,KMT2D,776,391
KMT2D_Phd1_E7_138.8,KMT2D,1281,2419
KMT2D_Phd1_E7_138.9,KMT2D,2659,2642
KMT2D_Phd1_E8_115.1,KMT2D,2894,3103
KMT2D_Phd1_E8_115.3,KMT2D,1911,3391
KMT2D_Phd1_E8_115.5,KMT2D,1356,1318
KMT2D_Phd3_E15_105.12,KMT2D,1197,415
KMT2D_Phd3_E15_105.4,KMT2D,1778,1797
KMT2D_Phd3_E15_105.8,KMT2D,2872,3590
KMT2D_Phd3_E16_48.1,KMT2D,2241,2414
KMT2D_Phd3_E16_48.2,KMT2D,1240,1751
KMT2D_Phd3_E16_48.3,KMT2D,796,866
KMT2D_Phd5_E16_134.0,KMT2D,3643,7496
KMT2D_Phd5_E16_134.6,KMT2D,1271,1704
KMT2D_Phd5_E17_68.1,KMT2D,1563,2114
KMT2D_Phd5_E17_68.2,KMT2D,2415,2474
KMT2D_Phd5_E18_85.1,KMT2D,604,366
KMT2D_Phd5_E18_85.3,KMT2D,1821,1640
KMT2E_Phd_E5_59.0,KMT2E,1082,1102
KMT2E_Phd_E6_73.0,KMT2E,1180,1223
KMT2E_Phd_E6_73.1,KMT2E,1740,1349
KMT2E_Phd_E6_73.2,KMT2E,1249,1319
KMT2E_Phd_E6_73.3,KMT2E,1411,2840
KMT2E_Phd_E6_73.4,KMT2E,1577,1700
L3MBTL1_MBT277374_E1_2523.363,L3MBTL1,1481,1624
L3MBTL1_MBT277374_E1_2523.376,L3MBTL1,1232,1081
L3MBTL1_MBT277374_E1_2523.8,L3MBTL1,1992,1994
L3MBTL1_MBT277374_E1_2523.89,L3MBTL1,2102,1231
L3MBTL1_MBT277374_E1_2523.93,L3MBTL1,2576,2538
L3MBTL1_MBT277374_E1_2523.99,L3MBTL1,1320,1697
L3MBTL1_MBT385481_E1_2523.113,L3MBTL1,2415,2789
L3MBTL1_MBT385481_E1_2523.117,L3MBTL1,796,1413
L3MBTL1_MBT385481_E1_2523.333,L3MBTL1,2500,769
L3MBTL1_MBT385481_E1_2523.334,L3MBTL1,1539,1668
L3MBTL1_MBT385481_E1_2523.339,L3MBTL1,733,1008
L3MBTL1_MBT385481_E1_2523.356,L3MBTL1,2249,2050
L3MBTL1_MBT493585_E1_2523.137,L3MBTL1,1301,1072
L3MBTL1_MBT493585_E1_2523.14,L3MBTL1,2506,2292
L3MBTL1_MBT493585_E1_2523.147,L3MBTL1,1575,1982
L3MBTL1_MBT493585_E1_2523.286,L3MBTL1,770,400
L3MBTL1_MBT493585_E1_2523.296,L3MBTL1,1220,918
L3MBTL1_MBT493585_E1_2523.3,L3MBTL1,1208,724
L3MBTL2_MBT183283_E1_2118.307,L3MBTL2,2016,1710
L3MBTL2_MBT183283_E1_2118.63,L3MBTL2,1178,1095
L3MBTL2_MBT183283_E1_2118.69,L3MBTL2,2232,1943
L3MBTL2_MBT183283_E1_2118.71,L3MBTL2,1015,1929
L3MBTL2_MBT183283_E1_2118.74,L3MBTL2,2142,1648
L3MBTL2_MBT183283_E1_2118.76,L3MBTL2,1182,1357
L3MBTL2_MBT294390_E1_2118.103,L3MBTL2,1401,991
L3MBTL2_MBT294390_E1_2118.104,L3MBTL2,1041,746
L3MBTL2_MBT294390_E1_2118.112,L3MBTL2,1086,759
L3MBTL2_MBT294390_E1_2118.288,L3MBTL2,1522,2045
L3MBTL2_MBT294390_E1_2118.295,L3MBTL2,968,239
L3MBTL2_MBT294390_E1_2118.81,L3MBTL2,746,582
L3MBTL2_MBT408500_E1_2118.118,L3MBTL2,1924,1257
L3MBTL2_MBT408500_E1_2118.121,L3MBTL2,991,1165
L3MBTL2_MBT408500_E1_2118.126,L3MBTL2,2067,3240
L3MBTL2_MBT408500_E1_2118.128,L3MBTL2,1902,2067
L3MBTL2_MBT408500_E1_2118.259,L3MBTL2,2201,2626
L3MBTL2_MBT408500_E1_2118.26,L3MBTL2,2302,2116
L3MBTL2_MBT511604_E1_2118.163,L3MBTL2,742,1479
L3MBTL2_MBT511604_E1_2118.165,L3MBTL2,2010,1617
L3MBTL2_MBT511604_E1_2118.168,L3MBTL2,1149,441
L3MBTL2_MBT511604_E1_2118.233,L3MBTL2,3074,3796
L3MBTL2_MBT511604_E1_2118.243,L3MBTL2,2135,4491
L3MBTL2_MBT511604_E1_2118.244,L3MBTL2,2208,2792
L3MBTL3_MBT236332_E1_2343.225,L3MBTL3,1933,1236
L3MBTL3_MBT236332_E1_2343.56,L3MBTL3,1214,379
L3MBTL3_MBT236332_E1_2343.61,L3MBTL3,2045,1465
L3MBTL3_MBT236332_E1_2343.65,L3MBTL3,1055,1701
L3MBTL3_MBT236332_E1_2343.69,L3MBTL3,272,0
L3MBTL3_MBT236332_E1_2343.72,L3MBTL3,843,310
L3MBTL3_MBT345439_E1_2343.205,L3MBTL3,1802,1162
L3MBTL3_MBT345439_E1_2343.211,L3MBTL3,2377,1180
L3MBTL3_MBT345439_E1_2343.8,L3MBTL3,1091,631
L3MBTL3_MBT345439_E1_2343.82,L3MBTL3,1255,1518
L3MBTL3_MBT345439_E1_2343.84,L3MBTL3,2653,2919
L3MBTL3_MBT345439_E1_2343.85,L3MBTL3,525,221
L3MBTL3_MBT451543_E1_2343.102,L3MBTL3,1921,1648
L3MBTL3_MBT451543_E1_2343.188,L3MBTL3,1338,2122
L3MBTL3_MBT451543_E1_2343.19,L3MBTL3,831,558
L3MBTL3_MBT451543_E1_2343.96,L3MBTL3,2085,1392
L3MBTL3_MBT451543_E1_2343.97,L3MBTL3,2347,2616
L3MBTL3_MBT451543_E1_2343.99,L3MBTL3,1511,864
L3MBTL4_MBT164260_E1_1872.192,L3MBTL4,2074,2904
L3MBTL4_MBT164260_E1_1872.194,L3MBTL4,2539,2953
L3MBTL4_MBT164260_E1_1872.196,L3MBTL4,2874,2598
L3MBTL4_MBT164260_E1_1872.203,L3MBTL4,1685,3009
L3MBTL4_MBT164260_E1_1872.41,L3MBTL4,4314,6659
L3MBTL4_MBT164260_E1_1872.45,L3MBTL4,3001,3352
L3MBTL4_MBT273364_E1_1872.176,L3MBTL4,936,264
L3MBTL4_MBT273364_E1_1872.183,L3MBTL4,2345,2543
L3MBTL4_MBT273364_E1_1872.58,L3MBTL4,970,1017
L3MBTL4_MBT273364_E1_1872.63,L3MBTL4,907,1564
L3MBTL4_MBT273364_E1_1872.68,L3MBTL4,2854,2788
L3MBTL4_MBT273364_E1_1872.7,L3MBTL4,1720,2080
L3MBTL4_MBT57149_E1_1872.2,L3MBTL4,1595,3091
L3MBTL4_MBT57149_E1_1872.206,L3MBTL4,2104,1995
L3MBTL4_MBT57149_E1_1872.207,L3MBTL4,1941,1248
L3MBTL4_MBT57149_E1_1872.208,L3MBTL4,1193,1992
L3MBTL4_MBT57149_E1_1872.213,L3MBTL4,1610,2163
L3MBTL4_MBT57149_E1_1872.26,L3MBTL4,1847,3839
LBR_tudor956_E1_1848.2,LBR,1422,936
LBR_tudor956_E1_1848.206,LBR,1305,1174
LBR_tudor956_E1_1848.207,LBR,943,376
LBR_tudor956_E1_1848.208,LBR,1780,1971
LBR_tudor956_E1_1848.4,LBR,1048,793
LBR_tudor956_E1_1848.6,LBR,3026,3262
LZTR1_BTB433573_E1_2523.13,LZTR1,926,1022
LZTR1_BTB433573_E1_2523.132,LZTR1,1607,455
LZTR1_BTB433573_E1_2523.141,LZTR1,1834,1431
LZTR1_BTB433573_E1_2523.3,LZTR1,1606,848
LZTR1_BTB433573_E1_2523.337,LZTR1,1231,952
LZTR1_BTB433573_E1_2523.338,LZTR1,1353,1337
LZTR1_BTB665799_E1_2523.198,LZTR1,2711,2972
LZTR1_BTB665799_E1_2523.203,LZTR1,850,598
LZTR1_BTB665799_E1_2523.213,LZTR1,1022,1377
LZTR1_BTB665799_E1_2523.255,LZTR1,1336,1667
LZTR1_BTB665799_E1_2523.256,LZTR1,1912,1583
LZTR1_BTB665799_E1_2523.271,LZTR1,603,957
MACROD1_Macro153319_E1_978.103,MACROD1,578,424
MACROD1_Macro153319_E1_978.113,MACROD1,1912,741
MACROD1_Macro153319_E1_978.144,MACROD1,1147,819
MACROD1_Macro153319_E1_978.155,MACROD1,1192,1756
MACROD1_Macro153319_E1_978.79,MACROD1,772,412
MACROD1_Macro153319_E1_978.85,MACROD1,1693,1225
MBD1_CXXC168215_E1_1968.332,MBD1,1564,1304
MBD1_CXXC168215_E1_1968.337,MBD1,1448,1713
MBD1_CXXC168215_E1_1968.45,MBD1,1185,1028
MBD1_CXXC168215_E1_1968.52,MBD1,1107,933
MBD1_CXXC168215_E1_1968.53,MBD1,125,0
MBD1_CXXC168215_E1_1968.54,MBD1,1311,425
MBD1_CXXC217262_E1_1968.31,MBD1,3301,4930
MBD1_CXXC217262_E1_1968.311,MBD1,1850,2851
MBD1_CXXC217262_E1_1968.56,MBD1,588,746
MBD1_CXXC217262_E1_1968.62,MBD1,2235,210
MBD1_CXXC217262_E1_1968.63,MBD1,777,621
MBD1_CXXC217262_E1_1968.68,MBD1,4181,6075
MBD1_CXXC331377_E1_1968.259,MBD1,2262,2466
MBD1_CXXC331377_E1_1968.26,MBD1,1533,1925
MBD1_CXXC331377_E1_1968.265,MBD1,918,741
MBD1_CXXC331377_E1_1968.266,MBD1,1932,1992
MBD1_CXXC331377_E1_1968.269,MBD1,2347,2303
MBD1_CXXC331377_E1_1968.91,MBD1,1193,1096
MBD1_MBD_E2_98.10,MBD1,1040,1327
MBD1_MBD_E2_98.3,MBD1,2273,2365
MBD1_MBD_E2_98.7,MBD1,5756,4290
MBD1_MBD_E3_115.1,MBD1,3776,2560
MBD1_MBD_E3_115.4,MBD1,2481,2072
MBD1_MBD_E3_115.5,MBD1,1726,2419
MBD2_MBD_E1_92.14,MBD2,1012,1529
MBD2_MBD_E1_92.4,MBD2,3222,1502
MBD2_MBD_E1_92.6,MBD2,1478,341
MBD2_MBD_E2_100.3,MBD2,3758,2228
MBD2_MBD_E2_100.5,MBD2,1069,967
MBD2_MBD_E2_100.7,MBD2,1771,1287
MBD3_MBD1_E1_98.1,MBD3,3406,3012
MBD3_MBD1_E1_98.12,MBD3,2467,708
MBD3_MBD1_E1_98.16,MBD3,497,958
MBD3_MBD1_E2_127.1,MBD3,1734,1701
MBD3_MBD1_E2_127.15,MBD3,1000,606
MBD3_MBD1_E2_127.8,MBD3,2866,2321
MBD3_MBD2_E4_52.0,MBD3,1839,166
MBD3_MBD2_E4_52.2,MBD3,3934,2529
MBD3_MBD2_E5_178.14,MBD3,5802,3968
MBD3_MBD2_E5_178.8,MBD3,4308,3164
MBD3_MBD2_E6_52.0,MBD3,1044,337
MBD3_MBD2_E6_52.3,MBD3,1166,841
MBD4_MBD_E2_77.1,MBD4,3547,4633
MBD4_MBD_E2_77.3,MBD4,5299,6096
MBD4_MBD_E2_77.4,MBD4,7890,7253
MBD4_MBD_E3_133.0,MBD4,1573,2828
MBD4_MBD_E3_133.5,MBD4,4740,7440
MBD4_MBD_E3_133.6,MBD4,3110,4565
MBD5_PWWP13831460_E1_4485.212,MBD5,1344,1627
MBD5_PWWP13831460_E1_4485.216,MBD5,1399,1152
MBD5_PWWP13831460_E1_4485.219,MBD5,540,881
MBD5_PWWP13831460_E1_4485.225,MBD5,1413,1509
MBD5_PWWP13831460_E1_4485.227,MBD5,1892,976
MBD5_PWWP13831460_E1_4485.252,MBD5,1330,1533
MBTD1_MBT145245_E1_1887.143,MBTD1,1592,819
MBTD1_MBT145245_E1_1887.144,MBTD1,1272,1367
MBTD1_MBT145245_E1_1887.151,MBTD1,1982,1540
MBTD1_MBT145245_E1_1887.27,MBTD1,1619,574
