sgRNA,Gene,Vaco_Control_D0,Vaco_Control_D10
18593923,HDAC9,670,847
18727598,HDAC9,1765,2061
18647899,HDAC9,937,1090
122573158,KNTC1,576,675
122539706,KNTC1,521,522
122557484,KNTC1,888,1074
122547526,KNTC1,821,992
61347979,USP34,1264,1136
61288682,USP34,150,174
61241616,USP34,1204,940
61301137,USP34,1985,2042
102655349,GPRASP1,549,610
102655132,GPRASP1,1457,2168
102654272,GPRASP1,1121,1502
102654694,GPRASP1,1097,1518
19536256,CCP110,1057,1166
19537133,CCP110,1590,1451
19537535,CCP110,567,717
19536062,CCP110,880,1092
30967529,SETD1A,597,595
30966084,SETD1A,640,459
30965648,SETD1A,512,157
30961373,SETD1A,976,836
20040926,LAPTM4A,618,829
20051441,LAPTM4A,1833,2280
20035048,LAPTM4A,654,925
20037398,LAPTM4A,330,413
1558057,IFT140,1616,1764
1525890,IFT140,1668,1784
1583326,IFT140,2086,2048
1564087,IFT140,1462,1676
129063949,ARHGAP32,739,870
128988078,ARHGAP32,688,892
128974401,ARHGAP32,471,449
128972707,ARHGAP32,611,479
7343396,ACAP1,1601,1852
7344575,ACAP1,721,739
7342015,ACAP1,451,496
7347219,ACAP1,1157,1207
30445422,ZNF536,621,807
30548133,ZNF536,885,1195
30445646,ZNF536,1094,1195
30443921,ZNF536,1050,1262
7141307,CLSTN3,705,677
7133580,CLSTN3,763,837
7137060,CLSTN3,571,656
7135395,CLSTN3,618,787
143861247,TCAF1,635,623
143876295,TCAF1,263,254
143863673,TCAF1,512,512
143876050,TCAF1,172,135
104002895,SLK,1068,1089
103992606,SLK,475,650
103998925,SLK,837,1207
104003315,SLK,1073,1320
143765757,PHACTR2,888,984
143753803,PHACTR2,959,975
143749018,PHACTR2,713,1013
143772378,PHACTR2,844,1075
24872882,FAM65B,1525,1849
24843362,FAM65B,1367,1495
24850621,FAM65B,758,807
24861002,FAM65B,369,466
1305460,SNPH,1208,1448
1300595,SNPH,1904,2040
1305268,SNPH,879,955
1297183,SNPH,541,445
140848920,PCDHA9,531,680
140850239,PCDHA9,1061,1207
140848707,PCDHA9,464,512
140849588,PCDHA9,866,984
28398282,ZSCAN12,613,778
28392972,ZSCAN12,848,914
28391625,ZSCAN12,1072,1389
28391352,ZSCAN12,743,841
68720306,STARD8,1336,1584
68717655,STARD8,874,873
68717367,STARD8,464,565
68716400,STARD8,534,739
47696205,TBKBP1,1995,2339
47698621,TBKBP1,1258,1245
47699670,TBKBP1,1812,1383
47696319,TBKBP1,1928,1779
35723167,KMT2B,2320,2520
35721323,KMT2B,1691,1735
35719843,KMT2B,1786,1967
35725790,KMT2B,997,1142
12716702,FRMPD4,1002,1228
12706885,FRMPD4,1025,1055
12609820,FRMPD4,1666,2187
12701931,FRMPD4,2008,2312
239163815,HDAC4,1308,1581
239108177,HDAC4,1251,1721
239115133,HDAC4,1567,1994
239134531,HDAC4,1129,1512
58838200,TOX,640,682
58939414,TOX,2128,2801
59118891,TOX,1038,1270
58851648,TOX,1744,2142
120694852,MLEC,510,596
120695111,MLEC,366,488
120694932,MLEC,873,1100
120694169,MLEC,666,808
3166339,LZTS3,843,1069
3165505,LZTS3,947,1111
3166838,LZTS3,1452,1682
3165991,LZTS3,679,764
85077532,KIAA0513,1178,1308
85067368,KIAA0513,761,961
85067239,KIAA0513,1022,846
85075910,KIAA0513,1126,1473
80438129,ZFYVE16,609,715
80443271,ZFYVE16,285,296
80437081,ZFYVE16,645,840
80438780,ZFYVE16,736,569
69708803,SUSD6,1039,1103
69658674,SUSD6,668,608
69704639,SUSD6,1419,1598
69708748,SUSD6,475,383
46998173,JADE3,1070,1482
47054458,JADE3,2029,2566
47024770,JADE3,2022,1999
47038967,JADE3,1917,2381
64381017,KIAA0101,1040,721
64380968,KIAA0101,846,909
64376875,KIAA0101,991,1023
64376856,KIAA0101,730,715
4795946,RASSF2,1693,2002
4792584,RASSF2,1341,1426
4789631,RASSF2,480,683
4790536,RASSF2,1684,2265
22162490,RAPGEF5,1050,1323
22154592,RAPGEF5,651,798
22150456,RAPGEF5,714,957
22291180,RAPGEF5,829,954
75492996,KIAA0195,725,918
75494742,KIAA0195,658,724
75491419,KIAA0195,623,716
75486357,KIAA0195,1148,1039
136278663,BCLAF1,51,49
136278294,BCLAF1,503,698
136276462,BCLAF1,524,459
136276126,BCLAF1,766,871
80139112,EIF4A3,505,373
80139022,EIF4A3,813,606
80141798,EIF4A3,434,337
80139731,EIF4A3,433,575
46657544,ATG13,1671,2060
46650203,ATG13,661,1038
46665515,ATG13,810,832
46645408,ATG13,690,914
32145403,TM9SF4,1693,1428
32145166,TM9SF4,814,891
32150852,TM9SF4,618,643
32141627,TM9SF4,497,377
6861586,KIAA0232,1772,2401
6861332,KIAA0232,1119,1457
6862755,KIAA0232,1417,1866
6863096,KIAA0232,852,992
17404757,TBC1D5,866,851
17372203,TBC1D5,1170,1323
17238274,TBC1D5,429,366
17291948,TBC1D5,635,856
88726951,PIEZO1,1330,1051
88726324,PIEZO1,635,727
88722291,PIEZO1,1233,1270
88723889,PIEZO1,1053,1352
7020591,RNF144A,1001,1370
6996978,RNF144A,997,1280
7014534,RNF144A,1309,1610
7020493,RNF144A,671,777
139308137,MATR3,908,983
139307613,MATR3,177,176
139318977,MATR3,393,164
139308273,MATR3,411,321
27375079,SNX17,1038,951
27373955,SNX17,1139,1126
27374401,SNX17,488,543
27372627,SNX17,577,780
72096997,DHX38,1657,1714
72105046,DHX38,1124,535
72099012,DHX38,1490,1500
72099883,DHX38,1119,877
58465936,KIAA0586,553,829
58470625,KIAA0586,783,893
58450742,KIAA0586,680,810
58442809,KIAA0586,520,764
55175919,DLGAP5,1056,1301
55183651,DLGAP5,586,685
55169463,DLGAP5,772,633
55181266,DLGAP5,734,897
124585120,MTSS1,994,1459
124556324,MTSS1,1478,1601
124562859,MTSS1,1234,1469
124557832,MTSS1,1583,1698
74965887,SPCS2,760,576
74949384,SPCS2,776,1019
74969627,SPCS2,681,795
74949345,SPCS2,888,791
42816666,BMS1,642,744
42796972,BMS1,430,312
42796608,BMS1,746,840
42793138,BMS1,507,404
96287127,PTDSS1,481,539
96295201,PTDSS1,962,1220
96299717,PTDSS1,548,580
96304111,PTDSS1,425,505
64636785,SERTAD2,524,789
64636496,SERTAD2,1171,1363
64636271,SERTAD2,351,391
64636722,SERTAD2,263,399
46780292,CKAP5,730,709
46763603,CKAP5,1043,885
46790566,CKAP5,1253,1625
46762698,CKAP5,932,1136
179766526,MAML1,693,538
179765435,MAML1,530,651
179765774,MAML1,1081,957
179766718,MAML1,451,362
22221808,PHYHIP,687,797
22226938,PHYHIP,2145,2590
22224251,PHYHIP,329,456
22227010,PHYHIP,1197,1571
10249399,TATDN2,480,502
10270279,TATDN2,980,1142
10249519,TATDN2,443,357
10270430,TATDN2,407,620
71921383,IST1,1866,2129
71916570,IST1,1549,979
71920767,IST1,724,887
71922630,IST1,761,1103
75652560,MRPL19,704,707
75647205,MRPL19,633,130
75652653,MRPL19,924,869
75646895,MRPL19,615,356
51241007,DAZAP2,928,1004
51240920,DAZAP2,1319,1682
51240384,DAZAP2,1233,940
51240432,DAZAP2,525,405
235128679,TOMM20,1513,1835
235113901,TOMM20,1228,1483
235122331,TOMM20,2171,1598
235119844,TOMM20,1306,1364
29936676,SCRN1,772,764
29940792,SCRN1,709,833
29944022,SCRN1,682,874
29955334,SCRN1,624,842
72088214,SPOCK2,1890,1898
72072533,SPOCK2,1561,1960
72067666,SPOCK2,1408,1159
72070411,SPOCK2,1764,1947
49738322,IP6K1,443,501
49738252,IP6K1,1043,916
49727605,IP6K1,776,629
49747850,IP6K1,772,541
30763514,RNF40,2073,2461
30766775,RNF40,464,524
30765206,RNF40,1428,1232
30767977,RNF40,1527,1535
48758016,CTIF,708,757
48663816,CTIF,1173,1435
48758382,CTIF,1190,1260
48711691,CTIF,697,837
141930034,KIAA0141,1637,2046
141925502,KIAA0141,2542,3339
141924682,KIAA0141,1932,2326
141934240,KIAA0141,412,484
46716405,EFCAB14,2414,2763
46696568,EFCAB14,1048,909
46717977,EFCAB14,1167,1028
46691874,EFCAB14,792,666
31528810,SFI1,1364,1456
31550337,SFI1,1494,1731
31607989,SFI1,878,961
31585096,SFI1,819,997
109953097,GIT2,1460,1809
109983402,GIT2,566,725
109961334,GIT2,1473,1615
109991651,GIT2,330,296
229636769,URB2,337,365
229637211,URB2,656,790
229635146,URB2,777,409
229635959,URB2,471,574
10491699,KEAP1,1556,2052
10492125,KEAP1,2612,2735
10499573,KEAP1,1752,1584
10499853,KEAP1,1032,1072
25307816,NUPL1,1052,769
25327030,NUPL1,849,1229
25313687,NUPL1,740,694
25307932,NUPL1,752,760
150409878,TSC22D2,1149,455
150409472,TSC22D2,891,359
150410329,TSC22D2,1739,674
150410111,TSC22D2,465,196
43049971,CUL7,1473,1551
43051640,CUL7,1568,1847
43045382,CUL7,1069,1181
43051093,CUL7,1243,1276
52658873,RB1CC1,651,814
52674235,RB1CC1,538,784
52668061,RB1CC1,875,679
52661213,RB1CC1,1290,1024
101656671,ARMCX2,941,1051
101656946,ARMCX2,682,658
101656424,ARMCX2,404,447
101657162,ARMCX2,964,1224
32623538,ARHGAP11A,351,388
32636336,ARHGAP11A,539,685
32632999,ARHGAP11A,346,452
32636643,ARHGAP11A,821,777
49906839,SPATA2,1216,1268
49906725,SPATA2,2013,2281
49906509,SPATA2,1154,1313
49906429,SPATA2,1170,1157
156971810,ARHGEF11,1300,1351
156961762,ARHGEF11,650,726
156948481,ARHGEF11,738,784
156945095,ARHGEF11,1199,1052
35751650,RGP1,834,1127
35750376,RGP1,834,534
35751730,RGP1,297,390
35750934,RGP1,468,654
73308961,ARHGEF17,14,18
73310010,ARHGEF17,603,483
73357033,ARHGEF17,441,417
73311646,ARHGEF17,367,379
65392471,DNAJC6,551,770
65385776,DNAJC6,573,739
65389362,DNAJC6,1188,1436
65364703,DNAJC6,373,387
98100144,TRIM14,631,721
98099981,TRIM14,594,537
98094891,TRIM14,1374,1705
98091928,TRIM14,491,633
143650338,ZNF623,677,790
143649985,ZNF623,674,766
143650253,ZNF623,940,986
143650709,ZNF623,846,886
147644870,JAKMIP2,1350,1888
147661255,JAKMIP2,503,576
147660957,JAKMIP2,1635,1529
147639637,JAKMIP2,1219,1354
36643011,MELK,973,1281
36651799,MELK,2107,2329
36599459,MELK,1511,1986
36594698,MELK,1521,1017
43329865,LCMT2,1246,1548
43329497,LCMT2,708,795
43330337,LCMT2,1170,1226
43330071,LCMT2,1495,1527
25417119,GINS1,646,622
25425261,GINS1,662,731
25418137,GINS1,840,834
25413812,GINS1,1793,1106
144399460,ZEB2,865,1053
144399830,ZEB2,338,361
144399642,ZEB2,525,614
144398795,ZEB2,395,533
54962906,TESPA1,627,598
54963177,TESPA1,566,641
54966058,TESPA1,1395,1355
54963848,TESPA1,203,254
109481190,ZBTB24,1173,1346
109481300,ZBTB24,1259,1620
109481545,ZBTB24,856,793
109476183,ZBTB24,612,646
45475682,PLEKHM1,928,1239
45475159,PLEKHM1,1182,1460
45475508,PLEKHM1,846,934
45458170,PLEKHM1,908,680
66170656,HEPH,593,759
66189820,HEPH,792,900
66200640,HEPH,894,1163
66195184,HEPH,600,667
37259308,ELMO1,1723,1941
37233138,ELMO1,1250,1226
37133193,ELMO1,1547,1694
37096672,ELMO1,1119,1132
78250277,GAB2,399,521
78226699,GAB2,630,730
78226470,GAB2,449,353
78226577,GAB2,802,797
22513308,C2CD5,880,959
22482588,C2CD5,625,693
22525700,C2CD5,1281,1395
22523543,C2CD5,682,756
170005701,MFAP3L,498,748
169992187,MFAP3L,865,1186
169992118,MFAP3L,433,593
170005796,MFAP3L,1033,1090
96158155,ZNF518A,797,802
96157638,ZNF518A,1415,1894
96156757,ZNF518A,981,1010
96159164,ZNF518A,563,742
6620919,KIAA0753,1309,1660
6612011,KIAA0753,692,951
6623016,KIAA0753,1044,1158
6610041,KIAA0753,921,855
36992339,EPM2AIP1,921,1227
36992488,EPM2AIP1,684,582
36992883,EPM2AIP1,518,566
36992172,EPM2AIP1,306,349
35547073,RUSC2,564,603
35547507,RUSC2,1589,1987
35548508,RUSC2,1611,1917
35548205,RUSC2,2423,2610
119110195,C2CD2L,179,215
119108008,C2CD2L,601,477
119112810,C2CD2L,719,684
119111337,C2CD2L,940,768
241413331,FARP2,413,546
241463943,FARP2,814,891
241441445,FARP2,579,722
241418090,FARP2,796,1023
24596386,KIAA0319,493,814
24572602,KIAA0319,914,994
24588632,KIAA0319,608,720
24596123,KIAA0319,671,814
180036957,CEP350,695,508
180078570,CEP350,683,454
180013991,CEP350,736,938
180020314,CEP350,961,707
135485393,PPP1R26,1329,1486
135485694,PPP1R26,1091,1322
135485931,PPP1R26,605,578
135484893,PPP1R26,414,507
243191262,CEP170,594,556
243185784,CEP170,641,811
243199175,CEP170,476,457
243186054,CEP170,1453,1826
113073642,LRIG2,1700,1348
113094451,LRIG2,1409,1421
113093484,LRIG2,1703,1672
113095911,LRIG2,1605,2008
64019390,PSMD6,1417,1008
64018829,PSMD6,1462,1609
64022334,PSMD6,1289,1437
64023275,PSMD6,1048,234
40033141,MED24,504,618
40032048,MED24,1841,2363
40028826,MED24,1046,1483
40035129,MED24,434,515
78521435,MAGI2,1410,1563
78255951,MAGI2,1423,1659
78343946,MAGI2,1044,837
78160209,MAGI2,997,1101
28956974,TRIL,1317,1635
28956657,TRIL,1312,1059
28956807,TRIL,1425,1731
28957847,TRIL,1341,1786
8624857,TRIM66,621,578
8640481,TRIM66,1009,1129
8648025,TRIM66,521,480
8641123,TRIM66,879,1066
109378511,PJA2,1080,1374
109378833,PJA2,1572,1975
109378350,PJA2,1425,1813
109379175,PJA2,397,460
100381734,TOMM70A,462,489
100375083,TOMM70A,629,760
100400694,TOMM70A,569,124
100386236,TOMM70A,381,370
150942905,SETDB1,1197,777
150946912,SETDB1,1600,2142
150930108,SETDB1,506,432
150950767,SETDB1,487,520
74672832,AREL1,880,898
74684550,AREL1,1321,1780
74676658,AREL1,812,979
74673149,AREL1,1295,1425
118752747,SEC24D,853,725
118817394,SEC24D,882,1118
118744066,SEC24D,1195,1245
118797794,SEC24D,958,823
72887475,FCHSD2,822,948
72984175,FCHSD2,1528,1683
72867870,FCHSD2,1882,2503
72889925,FCHSD2,1052,1438
171050160,TLK1,1170,1538
171061129,TLK1,1332,1542
171117784,TLK1,1219,1367
171049892,TLK1,1589,1955
32368446,URB1,650,832
32373725,URB1,1060,1341
32354865,URB1,341,387
32347289,URB1,473,415
203830196,ZC3H11A,490,680
203833805,ZC3H11A,848,715
203847541,ZC3H11A,974,1114
203847384,ZC3H11A,361,293
21488845,TOX4,1169,1101
21487678,TOX4,559,557
21492574,TOX4,950,962
21492765,TOX4,1184,1141
134794918,DDX46,1161,945
134796135,DDX46,691,769
134788587,DDX46,1111,391
134784508,DDX46,731,703
57004128,ZBTB39,1006,1106
57004481,ZBTB39,808,967
57003620,ZBTB39,1598,1439
57003972,ZBTB39,503,496
36855769,TRANK1,1397,1616
36892222,TRANK1,456,579
36857225,TRANK1,1181,1599
36857992,TRANK1,756,660
75310084,TBC1D4,1206,1355
75481461,TBC1D4,1191,1397
75362142,TBC1D4,1157,1008
75326327,TBC1D4,1186,1472
72926894,POM121,2259,2383
72930029,POM121,903,960
72942232,POM121,915,491
72940850,POM121,844,615
46296440,LRRC37A,1851,1163
46297001,LRRC37A,521,384
46297355,LRRC37A,1547,845
46330543,LRRC37A,812,1087
62284091,OSBPL2,809,744
62263638,OSBPL2,592,500
62281106,OSBPL2,663,598
62281852,OSBPL2,1319,1270
60888876,RHOBTB1,1280,1504
60910892,RHOBTB1,1468,1965
60888611,RHOBTB1,1021,1149
60911387,RHOBTB1,1659,2039
183537205,SMG7,1247,1320
183541099,SMG7,576,506
183544944,SMG7,3,0
183529464,SMG7,1024,576
49883848,ZBED4,2076,2153
49884924,ZBED4,1869,2446
49885943,ZBED4,1719,1732
49884330,ZBED4,1800,1715
99305976,LPPR4,978,1055
99305697,LPPR4,865,1076
99299222,LPPR4,463,392
99288092,LPPR4,674,778
106138435,NUAK1,2367,2609
106070888,NUAK1,2234,2513
106067716,NUAK1,2151,2501
106067942,NUAK1,1938,2082
83659033,SNAP91,939,1102
83593497,SNAP91,1323,1599
83593653,SNAP91,909,1046
83665498,SNAP91,1551,1829
1497063,TELO2,1001,1162
1497505,TELO2,1586,1693
1500674,TELO2,1376,1241
1502068,TELO2,1577,1664
102425087,TECPR2,1584,1716
102434466,TECPR2,1450,1910
102440501,TECPR2,1058,1158
102431962,TECPR2,1072,1252
109716533,FIG4,1478,1598
109763949,FIG4,1384,1252
109735288,FIG4,868,1158
109741540,FIG4,1973,2474
125063537,KIAA0196,794,731
125059413,KIAA0196,553,518
125078739,KIAA0196,525,581
125056682,KIAA0196,1189,1389
154251644,UBAP2L,994,909
154234702,UBAP2L,994,1192
154237094,UBAP2L,1512,1441
154251209,UBAP2L,1077,912
91226419,SV2B,631,738
91268560,SV2B,239,324
91258498,SV2B,837,1039
91260375,SV2B,755,874
149913368,SV2A,3146,4289
149913590,SV2A,2471,2878
149909523,SV2A,1488,1684
149913233,SV2A,2061,2400
9058430,SRGAP3,524,713
9053116,SRGAP3,591,725
9013781,SRGAP3,1661,1963
9026972,SRGAP3,545,677
62667436,MRC2,1148,966
62680217,MRC2,1339,1423
62664690,MRC2,930,708
62664933,MRC2,1053,1279
6601882,KLHL21,1794,2070
6599394,KLHL21,1632,2017
6602089,KLHL21,446,368
6602522,KLHL21,912,904
113946409,RBM19,1643,1328
113947457,RBM19,2016,1336
113955145,RBM19,1739,1945
113949025,RBM19,720,799
2372991,SGSM2,1073,949
2362210,SGSM2,1703,1688
2365300,SGSM2,1175,1255
2371284,SGSM2,1556,1242
1739358,SLC35E2,732,913
1739007,SLC35E2,328,431
1738960,SLC35E2,1279,1413
1739318,SLC35E2,758,571
4783329,AP5Z1,658,553
4788247,AP5Z1,716,688
4785580,AP5Z1,891,828
4787748,AP5Z1,1221,1489
75661936,G3BP2,477,605
75655771,G3BP2,1115,1476
75648671,G3BP2,198,210
75654040,G3BP2,635,571
153940949,DENND4B,681,865
153939754,DENND4B,787,735
153943121,DENND4B,1203,1492
153937773,DENND4B,908,876
174231252,RABGAP1L,1420,1764
174241549,RABGAP1L,768,1139
174394010,RABGAP1L,983,1384
174278631,RABGAP1L,872,961
205268950,TMCC2,1233,1687
205269140,TMCC2,890,801
205241783,TMCC2,1010,1023
205269310,TMCC2,998,929
12956681,ARHGAP44,910,1137
12974115,ARHGAP44,647,836
12943628,ARHGAP44,1641,2246
12944151,ARHGAP44,1166,836
27661210,SUPT7L,2120,2546
27661323,SUPT7L,1678,1371
27657586,SUPT7L,1747,2237
27661056,SUPT7L,428,464
84425735,ATP2C2,2556,2874
84446426,ATP2C2,797,912
84415552,ATP2C2,1002,1052
84452059,ATP2C2,2428,2019
80514361,ARNT2,1577,1588
80470271,ARNT2,627,808
80508233,ARNT2,1287,1643
80574216,ARNT2,1364,1602
179064063,FAM20B,1054,873
179064355,FAM20B,329,265
179050296,FAM20B,310,160
179054634,FAM20B,701,526
6511215,NCAPD2,1123,1016
6526551,NCAPD2,1148,1413
6522891,NCAPD2,1333,1715
6525692,NCAPD2,1051,919
136474262,SEC16A,560,693
136468420,SEC16A,683,372
136475728,SEC16A,352,411
136466097,SEC16A,558,479
2002284,KBTBD11,734,867
2001922,KBTBD11,641,534
2002184,KBTBD11,691,753
2001526,KBTBD11,1054,1119
120563527,RNF10,1020,1141
120557353,RNF10,1811,1636
120562946,RNF10,78,39
120552654,RNF10,201,264
12936675,IQSEC1,584,613
12936160,IQSEC1,1493,1862
12936456,IQSEC1,1556,1682
12922160,IQSEC1,586,556
22508565,ZBTB40,507,653
22501598,ZBTB40,1760,1764
22506065,ZBTB40,645,661
22490559,ZBTB40,1301,998
56328499,PAN2,567,668
56323812,PAN2,751,1048
56324312,PAN2,601,869
56327612,PAN2,647,726
37441932,ZBTB5,617,741
37441389,ZBTB5,485,370
37441730,ZBTB5,410,488
37442192,ZBTB5,301,418
211829127,LPGAT1,792,988
211783373,LPGAT1,394,342
211829205,LPGAT1,773,922
211783313,LPGAT1,1633,2111
11997410,MFN2,972,1218
11999055,MFN2,1035,1319
12004099,MFN2,1105,1257
11996218,MFN2,1009,675
200618051,KIF14,1594,1780
200592141,KIF14,629,604
200615584,KIF14,943,1068
200598375,KIF14,220,258
38689405,JOSD1,1321,1442
38699834,JOSD1,1643,847
38699895,JOSD1,331,213
38689106,JOSD1,763,998
67148617,HELZ,1053,1010
67120592,HELZ,945,897
67195448,HELZ,1043,1002
67178877,HELZ,760,825
2837307,KIAA0020,751,1008
2829863,KIAA0020,616,463
2824755,KIAA0020,752,901
2834050,KIAA0020,620,467
151213774,P2RY14,704,721
151214201,P2RY14,2495,2309
151213665,P2RY14,669,617
151213862,P2RY14,387,464
40688488,MAFB,1692,2088
40688676,MAFB,1853,1693
40688603,MAFB,1250,1623
40688757,MAFB,1433,1793
159798135,CD302,830,598
159783364,CD302,2771,3264
159780089,CD302,1733,1924
159780917,CD302,1677,2171
113850051,DCLRE1A,787,786
113852789,DCLRE1A,792,1121
113849078,DCLRE1A,988,1258
113850297,DCLRE1A,446,608
68819279,ARHGAP25,1600,1797
68817986,ARHGAP25,1703,1930
68816331,ARHGAP25,1226,1518
68787859,ARHGAP25,890,958
145926813,RBM8A,1224,1448
145926583,RBM8A,1075,1126
145926504,RBM8A,1053,1022
145926885,RBM8A,924,846
38097606,DLEC1,856,991
38062304,DLEC1,1240,962
38088369,DLEC1,466,510
38039531,DLEC1,556,626
38501444,EXOG,605,712
38506928,EXOG,889,1153
38523917,EXOG,456,488
38497727,EXOG,501,592
38376156,XYLB,2450,2711
38366855,XYLB,1768,2161
38360362,XYLB,1117,1497
38365201,XYLB,570,781
38223879,OXSR1,571,724
38221647,OXSR1,502,555
38183099,OXSR1,466,648
38198800,OXSR1,973,1268
180316815,GFPT2,565,648
180316378,GFPT2,1420,1622
180335833,GFPT2,1098,1203
180338494,GFPT2,822,1030
33613543,CRYZL1,2294,2887
33599188,CRYZL1,1691,1671
33602238,CRYZL1,1266,1224
33624688,CRYZL1,252,193
141905955,MAGEC1,1009,1318
141905618,MAGEC1,1532,1855
141907208,MAGEC1,3429,4343
141906839,MAGEC1,1750,2119
10087853,WDR1,720,694
10084490,WDR1,554,459
10083057,WDR1,1122,762
10088703,WDR1,442,549
110216605,AMMECR1,428,586
110317816,AMMECR1,726,830
110317893,AMMECR1,700,916
110264558,AMMECR1,412,418
92797602,GOLGA5,1026,1223
92797712,GOLGA5,2246,2062
92797843,GOLGA5,1750,1708
92806934,GOLGA5,515,657
25692930,HS3ST4,270,314
26135728,HS3ST4,1210,1587
25692724,HS3ST4,512,415
26135647,HS3ST4,316,417
14301959,HS3ST3B1,1027,1041
14301671,HS3ST3B1,744,1100
14302032,HS3ST3B1,657,871
14301833,HS3ST3B1,420,317
13496738,HS3ST3A1,447,636
13600558,HS3ST3A1,1737,2042
13600972,HS3ST3A1,1309,821
13600736,HS3ST3A1,385,497
22815081,HS3ST2,748,858
22814944,HS3ST2,551,571
22915026,HS3ST2,983,910
22815002,HS3ST2,506,687
11399486,HS3ST1,1279,1555
11399735,HS3ST1,1026,1339
11399878,HS3ST1,738,1032
11399642,HS3ST1,540,519
62302805,USP15,1028,1296
62389651,USP15,534,695
62355427,USP15,1315,1349
62384259,USP15,422,340
63559901,USP3,594,603
63558134,USP3,638,758
63570502,USP3,355,277
63574079,USP3,546,592
29840423,MVP,379,456
29841774,MVP,478,518
29836935,MVP,380,307
29842070,MVP,550,614
4883744,SLC23A2,447,700
4873957,SLC23A2,656,806
4869953,SLC23A2,3150,3767
4902511,SLC23A2,1149,1371
139379271,SLC23A1,924,948
139379728,SLC23A1,514,488
139382539,SLC23A1,763,1033
139380570,SLC23A1,672,585
114792425,TNFSF15,2330,2278
114790676,TNFSF15,429,423
114790751,TNFSF15,539,695
114790780,TNFSF15,713,929
36289528,THRAP3,1579,1555
36287139,THRAP3,1329,1480
36286781,THRAP3,1108,1002
36286533,THRAP3,331,258
71130165,MED12,1185,1270
71122231,MED12,1846,1604
71125111,MED12,26,38
71126138,MED12,579,705
62010911,MED13,584,458
61983024,MED13,518,476
61966645,MED13,476,509
61982660,MED13,339,256
161235911,NR1I3,602,595
161233203,NR1I3,2072,2581
161232884,NR1I3,732,741
161231357,NR1I3,555,836
100537012,NR1H4,321,508
100510879,NR1H4,765,750
100511105,NR1H4,534,729
100532506,NR1H4,381,469
17688502,NUP153,1911,1180
17674960,NUP153,221,277
17637336,NUP153,1609,1781
17632758,NUP153,1300,1155
66599609,CCS,2567,2649
66599553,CCS,1335,1255
66593703,CCS,1502,1310
66605341,CCS,1789,1638
23962587,NR1D2,1727,1670
23956098,NR1D2,700,815
23962505,NR1D2,1052,1195
23962012,NR1D2,416,447
9854452,CLEC2B,1075,1286
9857636,CLEC2B,1042,1195
9857601,CLEC2B,198,184
9857503,CLEC2B,964,1450
40964101,RBX1,518,612
40964080,RBX1,737,812
40951428,RBX1,1720,754
40953583,RBX1,289,333
36245756,DOPEY2,546,651
36230891,DOPEY2,875,1155
36237326,DOPEY2,686,734
36208903,DOPEY2,589,619
15936428,FGFBP1,1628,1886
15936191,FGFBP1,1216,1631
15936508,FGFBP1,1374,1704
15936285,FGFBP1,1026,1362
252544,THOC1,337,372
265473,THOC1,553,681
225120,THOC1,409,522
259687,THOC1,671,782
24178132,REC8,562,467
24173400,REC8,253,365
24173013,REC8,350,418
24172757,REC8,604,546
66844976,RCE1,1832,2048
66843767,RCE1,2177,2201
66843826,RCE1,2098,1676
66844897,RCE1,2318,2168
82428379,HNRNPDL,1236,1447
82429261,HNRNPDL,787,940
82429336,HNRNPDL,961,829
82429425,HNRNPDL,547,483
87166584,DMTF1,1746,1971
87179547,DMTF1,1952,2694
87173574,DMTF1,1195,896
87182266,DMTF1,556,679
9583123,PPP4R1,818,1028
9570424,PPP4R1,614,664
9570232,PPP4R1,1039,798
9593844,PPP4R1,2157,2840
34241310,SLC12A6,412,324
34258877,SLC12A6,451,571
34252289,SLC12A6,865,1198
34245744,SLC12A6,566,569
112234827,PTBP3,2184,2736
112250979,PTBP3,2085,2283
112232153,PTBP3,1576,1900
112268159,PTBP3,627,644
34370669,KCNE2,1414,1970
34370640,KCNE2,993,1281
34370507,KCNE2,1095,1253
34370705,KCNE2,231,326
19068200,DGCR2,1828,1668
19048485,DGCR2,964,969
19048585,DGCR2,863,1280
19065004,DGCR2,4,0
50524318,SCO2,603,668
50524056,SCO2,580,620
50524213,SCO2,711,755
50523923,SCO2,566,728
243645937,AKT3,645,565
243664782,AKT3,1152,1194
243573002,AKT3,732,841
243637708,AKT3,804,1023
70593301,MED6,823,940
70597644,MED6,931,946
70596633,MED6,985,780
70592920,MED6,2037,2088
71812438,NR2E3,568,652
71813433,NR2E3,972,949
71811590,NR2E3,493,397
71812026,NR2E3,645,682
90152387,NAALAD2,1812,1415
90135618,NAALAD2,522,463
90163349,NAALAD2,271,251
90159308,NAALAD2,682,1188
65048029,NAALADL1,913,1188
65054524,NAALADL1,1037,1196
65057403,NAALADL1,2079,2604
65057960,NAALADL1,864,722
45855268,ACOT8,972,1157
45848466,ACOT8,302,382
45857245,ACOT8,533,496
45844355,ACOT8,1117,1308
26860785,ABI1,1556,875
26759191,ABI1,1303,1683
26777126,ABI1,838,1092
26765223,ABI1,1226,1502
142011914,GNPDA1,981,965
142004991,GNPDA1,377,500
142007853,GNPDA1,569,733
142006149,GNPDA1,910,1194
74457403,KCNE3,1787,2248
74457432,KCNE3,1449,1525
74457540,KCNE3,1693,1862
74457512,KCNE3,840,1117
