sgRNA,Gene,Vaco_Control_D0,Vaco_Control_D10
120253804,ZBTB33,1626,1863
120254624,ZBTB33,1324,1676
120254112,ZBTB33,535,750
120254489,ZBTB33,1128,1221
161223981,TANK,1258,1487
161203591,TANK,1170,1237
161231075,TANK,935,1011
161231279,TANK,1048,984
140551987,SRA1,1397,1354
140552106,SRA1,892,990
140552178,SRA1,407,370
140557238,SRA1,1678,865
48805501,HDAC6,1051,1008
48820240,HDAC6,712,876
48816474,HDAC6,1029,1141
48818074,HDAC6,883,894
44088575,HDAC5,2901,3581
44085027,HDAC5,2284,3186
44092273,HDAC5,2209,2559
44091701,HDAC5,2574,2559
33844181,PDCD6IP,1413,1626
33836231,PDCD6IP,1260,1173
33798911,PDCD6IP,1670,1132
33825251,PDCD6IP,1755,1572
272726,PDCD6,950,587
271749,PDCD6,706,696
306753,PDCD6,653,637
271802,PDCD6,725,150
52112349,BCL2L10,415,599
52112564,BCL2L10,1913,1970
52112418,BCL2L10,1486,1662
52112649,BCL2L10,1594,1459
111123807,BCL2L11,522,579
111150084,BCL2L11,484,559
111150049,BCL2L11,1113,1172
111150103,BCL2L11,689,745
111418425,SH2B3,1047,1253
111447000,SH2B3,1223,1153
111418873,SH2B3,854,898
111418252,SH2B3,700,832
36249245,GNE,340,496
36246041,GNE,603,644
36246422,GNE,517,679
36227270,GNE,686,868
73367529,HCN4,1402,1476
73367898,HCN4,1466,1502
73324134,HCN4,1115,1466
73343397,HCN4,856,1261
66801138,INSL5,884,910
66798215,INSL5,722,868
66801052,INSL5,860,1216
66798174,INSL5,394,318
97319946,FRAT1,362,279
97319749,FRAT1,531,565
97319537,FRAT1,678,508
97319899,FRAT1,448,444
49330259,TROAP,1427,1206
49329873,TROAP,1277,1472
49329203,TROAP,519,517
49327233,TROAP,1478,1500
886165,MED16,572,535
877072,MED16,1454,1359
875385,MED16,1077,1236
880007,MED16,1891,2059
77163883,PIGK,936,1107
77169265,PIGK,787,1140
77161599,PIGK,264,398
77219311,PIGK,491,363
4429481,CHAF1A,403,291
4409158,CHAF1A,608,684
4409000,CHAF1A,1012,732
4428731,CHAF1A,1264,984
20354243,PARP2,1497,1830
20354925,PARP2,1341,1534
20355989,PARP2,12,10
20351095,PARP2,1515,1575
51944547,PARP3,623,762
51945044,PARP3,700,842
51945130,PARP3,1158,1338
51943499,PARP3,482,466
54915807,TOM1L1,629,748
54930122,TOM1L1,1335,1069
54936665,TOM1L1,156,235
54903783,TOM1L1,1133,1049
35265225,HMGXB4,1349,1598
35263814,HMGXB4,678,890
35264870,HMGXB4,792,1173
35265481,HMGXB4,840,903
35323149,TOM1,706,943
35323588,TOM1,564,726
35323873,TOM1,497,447
35322019,TOM1,1112,959
127744986,SH2D3C,2110,2138
127774278,SH2D3C,2125,2447
127749643,SH2D3C,450,409
127744725,SH2D3C,737,905
6755125,SH2D3A,2446,2575
6760881,SH2D3A,1421,1508
6759602,SH2D3A,2139,2838
6760684,SH2D3A,1576,2131
150470349,MAMLD1,1607,2196
150469867,MAMLD1,975,1098
150470029,MAMLD1,1813,2135
150471032,MAMLD1,574,791
23491846,CST8,1157,1452
23491894,CST8,489,556
23491801,CST8,874,968
23491753,CST8,348,454
13696867,RANBP9,571,631
13642512,RANBP9,415,580
13658785,RANBP9,557,609
13644655,RANBP9,121,92
157382277,DNAJB6,1048,1128
157363266,DNAJB6,1365,1235
157384924,DNAJB6,1073,709
157385550,DNAJB6,1362,1816
25773316,SLC17A4,1726,2309
25770074,SLC17A4,1683,1349
25773639,SLC17A4,1970,2590
25770384,SLC17A4,1332,1660
160417952,SMC4,478,450
160411972,SMC4,844,726
160420771,SMC4,321,297
160423771,SMC4,786,605
44805448,GJC1,1112,1215
44805321,GJC1,1089,1350
44805598,GJC1,759,675
44805204,GJC1,1016,1214
10583607,AP1M2,964,1212
10579721,AP1M2,1485,1876
10581358,AP1M2,897,1008
10581528,AP1M2,943,1110
34438688,UBA2,1027,875
34454271,UBA2,1038,1063
34450310,UBA2,1246,545
34433359,UBA2,1078,1063
47155141,SAE1,1504,1659
47143508,SAE1,672,556
47150203,SAE1,1313,1457
47150305,SAE1,970,575
222630141,FARSB,447,632
222642914,FARSB,477,379
222634519,FARSB,663,837
222633219,FARSB,532,611
183961591,ABCC5,1207,1298
183953171,ABCC5,510,630
183987908,ABCC5,964,1002
183978646,ABCC5,509,759
219214144,ABCB6,800,830
219218468,ABCB6,994,694
219216682,ABCB6,583,663
219213613,ABCB6,1564,2107
32722528,DNM1L,2261,2455
32701487,DNM1L,541,315
32713228,DNM1L,622,566
32713333,DNM1L,468,371
21848204,ABCC9,596,861
21926002,ABCC9,1161,1525
21894063,ABCC9,698,673
21908132,ABCC9,967,1176
151224805,ABCF2,1191,1120
151219136,ABCF2,566,564
151223772,ABCF2,1238,1288
151218754,ABCF2,828,846
47261578,NR1H3,1364,1676
47260423,NR1H3,1535,1807
47260520,NR1H3,1586,1999
47261663,NR1H3,1262,1568
119677209,COX17,1560,732
119677223,COX17,619,408
119677277,COX17,781,305
119677242,COX17,1018,538
74851390,SCAMP2,1650,1790
74854586,SCAMP2,454,479
74851450,SCAMP2,774,828
74850548,SCAMP2,580,603
155260542,SCAMP3,578,715
155260342,SCAMP3,1165,1491
155257516,SCAMP3,467,372
155257594,SCAMP3,482,486
72001222,IL18BP,1267,1186
72000390,IL18BP,624,424
72001306,IL18BP,965,984
72000462,IL18BP,289,355
29007864,RWDD2B,704,921
29008552,RWDD2B,1659,2231
29008021,RWDD2B,466,472
29008245,RWDD2B,952,992
100996440,MUC12,785,894
100999032,MUC12,390,461
101000532,MUC12,1400,1157
100997525,MUC12,688,745
66487975,DPP3,1627,1880
66482325,DPP3,2059,1871
66485195,DPP3,1327,1277
66493108,DPP3,1591,1605
75605158,SNUPN,1605,2265
75607244,SNUPN,2030,2398
75609904,SNUPN,1482,1934
75620969,SNUPN,1808,1994
53561826,HUWE1,1527,1177
53616971,HUWE1,325,397
53592528,HUWE1,1218,922
53583583,HUWE1,801,544
29303947,PTPRU,441,480
29280130,PTPRU,547,737
29275684,PTPRU,848,1018
29258713,PTPRU,785,718
2313723,TSPAN32,2179,2151
2304198,TSPAN32,2045,2611
2302887,TSPAN32,725,900
2302954,TSPAN32,1784,1391
2402863,TSSC4,575,662
2403097,TSSC4,1298,1489
2402729,TSSC4,1662,1669
2402787,TSSC4,867,830
51725819,ATP9A,460,480
51639495,ATP9A,540,640
51670055,ATP9A,484,510
51625305,ATP9A,809,974
65129129,PDCD7,1192,1122
65132986,PDCD7,699,624
65133103,PDCD7,354,132
65133388,PDCD7,176,153
94027876,GPC6,606,826
94286463,GPC6,432,539
93227561,GPC6,827,815
94027789,GPC6,720,918
17510439,USH1C,2647,3560
17523424,USH1C,729,788
17526790,USH1C,2403,2672
17509621,USH1C,1312,1475
48902315,PQBP1,734,857
48901998,PQBP1,501,544
48902356,PQBP1,460,563
48901276,PQBP1,1097,1361
84254107,EDIL3,751,658
84066566,EDIL3,899,670
84180425,EDIL3,395,558
84066473,EDIL3,843,1101
132098930,HHLA1,1501,1685
132079795,HHLA1,532,475
132087671,HHLA1,1736,1714
132077925,HHLA1,1723,1925
75425489,COL4A3BP,744,830
75400250,COL4A3BP,1260,1242
75506099,COL4A3BP,1833,1568
75416908,COL4A3BP,2034,2227
65595593,KCNK7,1323,1380
65593854,KCNK7,563,747
65593788,KCNK7,1640,1682
65593739,KCNK7,523,478
148887024,UST,1346,1720
148941337,UST,2772,2411
148941411,UST,212,258
149019189,UST,362,386
183633135,ARPC5,1011,1252
183633108,ARPC5,875,1062
183635520,ARPC5,683,413
183635626,ARPC5,404,353
9797689,ARPC4,1400,1196
9797738,ARPC4,1585,1539
9801749,ARPC4,2004,1903
9801661,ARPC4,1014,1024
110436606,ARPC3,915,825
110436646,ARPC3,964,877
110445514,ARPC3,320,443
110445457,ARPC3,1163,1101
99388076,ARPC1B,852,749
99386748,ARPC1B,735,578
99390008,ARPC1B,644,510
99388156,ARPC1B,627,747
113934353,ACTR3,1590,1668
113916909,ACTR3,1198,1397
113927362,ACTR3,376,362
113942243,ACTR3,707,895
65253753,ACTR2,2096,2077
65255547,ACTR2,1657,2082
65261273,ACTR2,1745,983
65246627,ACTR2,1237,1012
98478738,TSPAN5,860,1050
98486767,TSPAN5,571,535
98482010,TSPAN5,253,358
98486850,TSPAN5,739,845
77052899,TSPAN3,491,615
77056080,TSPAN3,1600,1534
77056158,TSPAN3,1191,1202
77054200,TSPAN3,546,668
115072920,TSPAN2,441,595
115058971,TSPAN2,813,908
115062145,TSPAN2,548,842
115060493,TSPAN2,553,536
1787701,NUBP2,1626,1892
1787980,NUBP2,1164,1145
1786587,NUBP2,843,1052
1787748,NUBP2,1217,1316
57786287,TSFM,891,965
57787152,TSFM,444,341
57786182,TSFM,581,381
57783140,TSFM,717,323
46184327,TSPAN1,740,590
46184860,TSPAN1,1077,1021
46184393,TSPAN1,444,391
46184272,TSPAN1,1173,1010
79351574,PPIF,1031,1083
79347679,PPIF,917,676
79347726,PPIF,816,854
79349729,PPIF,831,805
57824076,CTDSP2,2264,2311
57826370,CTDSP2,1528,2015
57827024,CTDSP2,610,628
57824298,CTDSP2,2033,1897
30160722,TRIM10,638,758
30160431,TRIM10,476,411
30160507,TRIM10,979,1118
30158582,TRIM10,668,901
218238708,ARPC2,1878,2231
218234367,ARPC2,1533,1897
218239468,ARPC2,1758,2189
218228744,ARPC2,2070,2629
43574952,SGK2,1168,1233
43572055,SGK2,1704,2111
43567959,SGK2,916,1230
43567678,SGK2,706,796
132588876,RAD50,425,463
132604042,RAD50,554,625
132595790,RAD50,418,511
132591237,RAD50,468,502
138184535,KIF20A,829,1009
138181643,KIF20A,984,992
138183331,KIF20A,435,526
138182903,KIF20A,514,584
27133315,PREB,1472,1130
27132720,PREB,1286,993
27134292,PREB,1360,882
27133248,PREB,924,973
33286627,HIPK3,536,602
33286885,HIPK3,435,499
33287451,HIPK3,505,600
33287150,HIPK3,816,1020
68289861,FEM1B,780,993
68290200,FEM1B,749,915
68290010,FEM1B,837,930
68278660,FEM1B,863,593
70643282,ENAM,876,1019
70642507,ENAM,673,605
70634374,ENAM,2119,2481
70642261,ENAM,1930,2210
97660576,ACTR1B,367,351
97658988,ACTR1B,601,568
97658432,ACTR1B,861,990
97660643,ACTR1B,1059,1236
102484221,ACTR1A,916,771
102484357,ACTR1A,590,482
102485670,ACTR1A,1067,1210
102489127,ACTR1A,1847,1775
234496353,ARL4C,574,638
234496544,ARL4C,441,435
234496469,ARL4C,649,931
234496221,ARL4C,762,648
12688507,ARL4A,625,472
12688302,ARL4A,402,348
12688407,ARL4A,727,715
12688641,ARL4A,466,555
38502397,RASGRP1,453,427
38518365,RASGRP1,772,615
38516226,RASGRP1,831,657
38526348,RASGRP1,518,543
38780985,DNAL4,641,787
38782669,DNAL4,1728,1313
38780931,DNAL4,131,111
38779562,DNAL4,773,941
3289431,ZNF263,766,752
3283967,ZNF263,849,617
3289724,ZNF263,1309,1383
3285068,ZNF263,1170,902
43975140,LRPPRC,986,1104
43949603,LRPPRC,645,598
43946191,LRPPRC,521,402
43973818,LRPPRC,238,287
32224337,FRY,897,869
32202452,FRY,1204,1295
32173418,FRY,1423,1475
32155563,FRY,1051,1348
10797086,PDIA6,443,349
10797161,PDIA6,387,432
10793134,PDIA6,1003,1138
10790724,PDIA6,647,446
3677544,TRAP1,412,354
3672812,TRAP1,500,546
3675358,TRAP1,562,626
3690860,TRAP1,1018,936
13109229,OPTN,1583,1673
13116309,OPTN,2735,3477
13122440,OPTN,1393,1533
13125510,OPTN,757,992
153715582,BCAP31,884,986
153715681,BCAP31,921,1068
153715627,BCAP31,580,522
153704021,BCAP31,1422,1850
106263451,NAMPT,325,224
106269159,NAMPT,621,385
106268469,NAMPT,712,959
106274951,NAMPT,764,961
22003046,CELA3A,253,359
22005679,CELA3A,410,579
22005514,CELA3A,1689,1995
22006958,CELA3A,1378,1358
35653718,RBM12,927,1157
35654600,RBM12,1169,1628
35654047,RBM12,1255,1155
35655147,RBM12,1377,1302
42161743,YAF2,1097,1237
42237622,YAF2,2025,2489
42237700,YAF2,609,598
42237660,YAF2,1078,979
63702172,ARFRP1,698,663
63706663,ARFRP1,643,454
63706697,ARFRP1,171,214
63702214,ARFRP1,539,556
50863862,TOB1,887,1199
50863618,TOB1,495,561
50863508,TOB1,923,735
50863425,TOB1,1977,2384
92002928,AKAP9,426,564
92001617,AKAP9,677,1000
92042182,AKAP9,1110,881
92029949,AKAP9,426,396
78030620,CLEC3A,523,671
78030454,CLEC3A,1009,821
78030490,CLEC3A,641,814
78022655,CLEC3A,1052,1465
88787767,FAM13A,941,802
88851054,FAM13A,746,726
89020479,FAM13A,419,471
88750507,FAM13A,767,753
151795524,G3BP1,910,1018
151797423,G3BP1,1182,1402
151799287,G3BP1,541,546
151790968,G3BP1,2088,2752
19026151,SUGP2,1099,954
19025971,SUGP2,314,371
19025774,SUGP2,558,487
19025576,SUGP2,525,454
4231303,EBI3,433,454
4231251,EBI3,796,733
4233292,EBI3,1450,1760
4233235,EBI3,657,570
19023914,ADGRG2,1229,1606
19006084,ADGRG2,1072,1063
19013725,ADGRG2,965,910
19013987,ADGRG2,1245,1387
97334348,MBNL2,591,753
97343050,MBNL2,488,534
97343134,MBNL2,505,475
97343212,MBNL2,36,25
203380311,ABI2,661,728
203402637,ABI2,347,410
203366959,ABI2,298,347
203395768,ABI2,664,558
37223251,CEBPZ,521,294
37228088,CEBPZ,930,869
37227623,CEBPZ,907,756
37228473,CEBPZ,735,546
94169189,PLXNC1,1883,2284
94251481,PLXNC1,744,875
94247929,PLXNC1,2250,3042
94149562,PLXNC1,1749,1957
58545870,TRIM28,702,305
58549119,TRIM28,730,726
58548744,TRIM28,1023,668
58548351,TRIM28,752,836
102605949,RASA4,2616,3081
102599933,RASA4,1667,1250
102595634,RASA4,573,202
102602364,RASA4,2187,1433
122116747,AASS,802,1132
122093100,AASS,340,438
122098846,AASS,602,792
122126394,AASS,1093,1152
47187329,PDZK1IP1,1847,2155
47187364,PDZK1IP1,929,1273
47187392,PDZK1IP1,2273,2018
47185074,PDZK1IP1,568,439
40589079,ATP6AP2,465,268
40597543,ATP6AP2,987,1140
40597650,ATP6AP2,976,1003
40599680,ATP6AP2,1089,1246
98384808,FARP1,544,812
98410786,FARP1,494,494
98395318,FARP1,538,711
98389997,FARP1,336,491
48412318,LPAR6,1087,1424
48412126,LPAR6,1907,2474
48411881,LPAR6,878,1067
48411971,LPAR6,772,886
6981610,LPCAT3,1289,1442
7018302,LPCAT3,1323,922
6981075,LPCAT3,1179,782
6982728,LPCAT3,815,787
27418273,WASF2,1443,1233
27412646,WASF2,971,1002
27410113,WASF2,880,837
27419014,WASF2,416,324
71537162,CHST4,1630,1565
71537015,CHST4,521,625
71537403,CHST4,678,900
71536755,CHST4,1860,2233
96208864,SLC25A13,1525,1924
96189365,SLC25A13,543,553
96277239,SLC25A13,319,290
96171511,SLC25A13,1172,1335
40799133,SLC25A15,632,608
40799077,SLC25A15,1114,989
40807342,SLC25A15,376,519
40799207,SLC25A15,535,560
44631182,ZNF197,2205,2879
44642392,ZNF197,880,1134
44642876,ZNF197,1775,1838
44642010,ZNF197,1263,1446
43793051,SERF2,1002,858
43793074,SERF2,740,114
43793026,SERF2,466,368
43792988,SERF2,1417,529
169081805,DHRS9,2094,2281
169081883,DHRS9,1361,991
169083432,DHRS9,999,1308
169083533,DHRS9,2023,2386
4841281,RCL1,803,729
4841337,RCL1,448,450
4849497,RCL1,521,601
4844582,RCL1,970,719
57942592,ZNF256,1990,2081
57942044,ZNF256,780,929
57941620,ZNF256,497,505
57942450,ZNF256,1013,1291
22556857,SORBS3,2135,1773
22556722,SORBS3,2158,2126
22567163,SORBS3,1265,1432
22564005,SORBS3,1468,1625
54432192,CNIH1,1453,1248
54432128,CNIH1,594,589
54436385,CNIH1,672,628
54432150,CNIH1,1509,1516
124705183,TENM1,1746,2077
124405246,TENM1,1536,1794
124481737,TENM1,2121,2805
124529900,TENM1,825,956
114400736,RBM7,673,342
114407445,RBM7,895,1180
114402846,RBM7,662,640
114402903,RBM7,495,385
49999440,RBM6,1663,1226
49968288,RBM6,767,978
49967830,RBM6,1091,972
50058478,RBM6,1391,1152
50092163,RBM5,1402,1276
50093842,RBM5,2249,2442
50110741,RBM5,754,806
50105617,RBM5,1769,1885
78510103,LHFPL2,1336,1594
78509936,LHFPL2,2247,2344
78509865,LHFPL2,2570,2898
78510003,LHFPL2,1538,1857
39601075,LHFP,1696,1676
39600954,LHFP,287,285
39601144,LHFP,1499,1668
39600903,LHFP,2034,2452
195882308,TNK2,1088,1176
195872406,TNK2,819,1011
195885015,TNK2,1338,1123
195878476,TNK2,685,919
81889236,ALYREF,51,52
81891424,ALYREF,438,648
81889277,ALYREF,1986,1605
81890754,ALYREF,1743,880
99327635,TXNDC9,1390,1460
99333057,TXNDC9,549,638
99327539,TXNDC9,994,1473
99322119,TXNDC9,532,623
56210329,RNF41,501,632
56208243,RNF41,1482,1936
56210486,RNF41,436,484
56207646,RNF41,1744,2400
75286177,TSHZ1,1726,2240
75287017,TSHZ1,530,689
75286592,TSHZ1,1074,1343
75287455,TSHZ1,1079,1384
184244642,ALG3,1023,1210
184248766,ALG3,717,698
184245277,ALG3,525,488
184245737,ALG3,484,592
20407911,PRMT3,575,650
20392906,PRMT3,1164,1171
20397642,PRMT3,1589,1670
20426857,PRMT3,1577,1786
42838783,PSME3,960,1180
42834372,PSME3,1770,1065
42834813,PSME3,333,348
42838201,PSME3,784,687
123202976,MPHOSPH9,891,1112
123223121,MPHOSPH9,633,757
123203342,MPHOSPH9,575,650
123218416,MPHOSPH9,333,410
71133378,MPHOSPH10,1394,1328
71138538,MPHOSPH10,388,545
71133228,MPHOSPH10,863,790
71139845,MPHOSPH10,1115,999
82164120,MPHOSPH6,885,1057
82164083,MPHOSPH6,804,751
82151430,MPHOSPH6,710,893
82170130,MPHOSPH6,676,820
48295144,NME6,877,878
48296752,NME6,833,697
48298441,NME6,916,829
48295221,NME6,970,935
23644410,DHRS2,393,317
23639853,DHRS2,1189,1436
23638980,DHRS2,955,1225
23638913,DHRS2,2133,2389
187383275,CALCRL,545,580
187380770,CALCRL,655,669
187380496,CALCRL,632,669
187360658,CALCRL,539,410
67868541,NUTF2,2780,2311
67868379,NUTF2,397,281
67868359,NUTF2,365,188
67865217,NUTF2,461,592
118262524,MPZL2,520,762
118262973,MPZL2,863,1197
118262632,MPZL2,619,655
118263062,MPZL2,541,634
50012113,TRIM13,1286,1509
50012232,TRIM13,623,579
50012004,TRIM13,387,307
50012297,TRIM13,284,287
61884354,INADL,728,932
61797424,INADL,1579,1791
61864596,INADL,1603,1461
61787969,INADL,1120,1366
30631405,USPL1,697,635
30637842,USPL1,751,565
30658141,USPL1,705,730
30657750,USPL1,462,468
41689062,EIF1,1217,757
41689925,EIF1,401,362
41689864,EIF1,471,358
41690099,EIF1,1269,1561
32543904,TOPORS,1850,1600
32543692,TOPORS,1647,2057
32543294,TOPORS,2093,2370
32543048,TOPORS,1985,2481
30741649,FLOT1,1894,1956
30741223,FLOT1,7,9
30740577,FLOT1,1627,1889
30740267,FLOT1,1204,1288
14413120,DDX39A,598,608
14411574,DDX39A,535,465
14413043,DDX39A,582,742
14411103,DDX39A,711,676
161367866,PSMD14,812,865
161371279,PSMD14,1779,273
161385501,PSMD14,439,567
161371179,PSMD14,949,952
48354042,SSX3,817,1072
48355181,SSX3,1622,1753
48354692,SSX3,1111,1348
48354076,SSX3,1138,1433
33027072,OLIG2,1513,1953
33027125,OLIG2,512,668
33027393,OLIG2,606,586
33027276,OLIG2,873,1350
186308054,PRG4,782,1047
186307557,PRG4,760,799
186307821,PRG4,906,974
186301614,PRG4,43,26
37964650,CTDSPL,1150,1252
37947169,CTDSPL,603,691
37964577,CTDSPL,1007,692
37971429,CTDSPL,1955,1274
11189716,ANGPTL7,403,443
11189649,ANGPTL7,665,727
11193678,ANGPTL7,696,756
11189806,ANGPTL7,1448,1666
8995264,KLRG1,392,467
8992240,KLRG1,506,626
8995168,KLRG1,576,742
8989664,KLRG1,413,428
55748932,GDF11,1988,2001
55743735,GDF11,1798,1612
55748751,GDF11,1436,1057
55743508,GDF11,2134,1742
125433550,TRIB1,475,363
125431207,TRIB1,218,164
125436078,TRIB1,1029,1239
125433336,TRIB1,627,766
167073432,GPA33,1804,2077
167068991,GPA33,1642,1974
167073499,GPA33,423,310
167069092,GPA33,523,605
12431301,ZNF443,649,896
12431199,ZNF443,1037,1562
12431711,ZNF443,609,686
12431863,ZNF443,340,380
111545320,CD96,977,1176
111567637,CD96,477,465
111545207,CD96,1012,1187
111579204,CD96,469,536
4844780,PLIN3,1513,1755
4852082,PLIN3,532,737
4852262,PLIN3,705,824
4860021,PLIN3,928,1217
2932641,MFSD10,494,499
2932743,MFSD10,395,425
2933572,MFSD10,711,593
2932125,MFSD10,993,1009
181005437,STX6,968,1019
181002624,STX6,1826,2498
181005370,STX6,178,184
181005327,STX6,2283,2080
19074011,COQ7,2624,2629
19075766,COQ7,2210,3028
19072079,COQ7,1557,1999
19072015,COQ7,1647,1676
46246809,RCAN2,663,757
46325443,RCAN2,689,632
46325404,RCAN2,1212,1294
46248757,RCAN2,761,1076
763690,MSLN,1308,1554
765207,MSLN,1534,1831
765556,MSLN,1218,1470
766358,MSLN,682,412
6906619,LRRC23,700,847
6906500,LRRC23,1306,1574
6907352,LRRC23,285,333
6906561,LRRC23,672,735
102934347,LRRC17,1210,1226
102934003,LRRC17,1142,1335
102934075,LRRC17,1813,2251
102934278,LRRC17,1369,1747
64736978,RASGRP2,1323,1162
64741488,RASGRP2,917,1012
64739647,RASGRP2,1887,2414
64735959,RASGRP2,1225,961
23321638,HNRNPR,845,891
23318494,HNRNPR,343,374
23333625,HNRNPR,1889,1979
23323679,HNRNPR,1511,1445
49705143,SLC35B1,2046,1511
49706308,SLC35B1,764,474
49705889,SLC35B1,1405,1281
49704177,SLC35B1,652,552
63578595,DCAF7,2252,2856
63583617,DCAF7,1858,2285
63579834,DCAF7,2018,2338
63550729,DCAF7,2851,2066
89888579,AP3S2,283,394
89893885,AP3S2,382,223
89837707,AP3S2,529,589
89889089,AP3S2,572,654
40766791,MRPS31,1314,1732
40771003,MRPS31,743,256
40766957,MRPS31,907,1120
40754080,MRPS31,643,687
48848443,CALCOCO2,275,452
48848162,CALCOCO2,410,543
48841861,CALCOCO2,322,363
48841787,CALCOCO2,1358,1494
178828298,KCNMB2,1809,2219
178825672,KCNMB2,1337,1734
178825754,KCNMB2,972,901
178842670,KCNMB2,958,1115
67058782,GPHN,382,438
66879969,GPHN,520,489
66922739,GPHN,401,521
66922907,GPHN,750,1137
125213417,RABEPK,1532,1456
125227963,RABEPK,880,1013
125232626,RABEPK,1217,1343
125207615,RABEPK,508,616
48896761,TIMM17B,500,496
48894121,TIMM17B,465,579
48896835,TIMM17B,824,923
48894215,TIMM17B,1086,1502
25916721,SLC17A2,1187,1300
25921330,SLC17A2,536,641
25916818,SLC17A2,1522,2072
25917030,SLC17A2,1373,1689
98108736,HRSP12,487,643
98106316,HRSP12,220,224
98117055,HRSP12,257,337
98108672,HRSP12,1981,1631
100707015,POP7,1331,858
100706894,POP7,935,816
100707073,POP7,1631,971
100706927,POP7,746,384
58715398,GLYAT,215,290
58715323,GLYAT,652,577
58710137,GLYAT,888,850
58712804,GLYAT,525,647
24648971,SRRM1,990,924
24651435,SRRM1,1005,947
24654970,SRRM1,552,655
24666921,SRRM1,405,510
155774021,SPRY3,1120,1230
155774417,SPRY3,1426,1607
155774131,SPRY3,904,1057
155773951,SPRY3,1685,2130
123401764,SPRY1,929,1106
123402000,SPRY1,2416,2296
123401909,SPRY1,910,790
123401666,SPRY1,36,34
80337361,SPRY2,927,997
80337133,SPRY2,718,675
80337634,SPRY2,803,584
80337480,SPRY2,47,59
152143860,STAM2,670,831
152147234,STAM2,588,759
152148100,STAM2,1291,1449
152133407,STAM2,1972,1992
26185105,CNKSR1,1319,1600
26187431,CNKSR1,1688,2160
26183826,CNKSR1,1418,1809
26187191,CNKSR1,1566,1858
95178002,ABCC4,1038,1344
95210739,ABCC4,978,1108
95166247,ABCC4,790,918
95206641,ABCC4,446,608
65691356,DENND4A,1178,1555
65701865,DENND4A,1020,1260
65732764,DENND4A,635,831
65752554,DENND4A,1372,1767
21647189,IGSF6,542,564
21647145,IGSF6,1848,2126
