Experiment Name:,Exp_20260525_HCT116_Mitotracker

Tube Name:,Sample ID:,All Events ,Cell size Events,Hoechst Events,medium Mito Events,low Mito Events,High Mito Events,All Events  % Total,Cell size % Total,Hoechst % Total,medium Mito % Total,low Mito % Total,High Mito % Total,All Events  % Parent,Cell size % Parent,Hoechst % Parent,medium Mito % Parent,low Mito % Parent,High Mito % Parent,All Events  Mean FSC-A,Cell size Mean FSC-A,Hoechst Mean FSC-A,medium Mito Mean FSC-A,low Mito Mean FSC-A,High Mito Mean FSC-A,All Events  GeoMean FSC-A,Cell size GeoMean FSC-A,Hoechst GeoMean FSC-A,medium Mito GeoMean FSC-A,low Mito GeoMean FSC-A,High Mito GeoMean FSC-A,All Events  Median FSC-A,Cell size Median FSC-A,Hoechst Median FSC-A,medium Mito Median FSC-A,low Mito Median FSC-A,High Mito Median FSC-A,All Events  rCV FSC-A,Cell size rCV FSC-A,Hoechst rCV FSC-A,medium Mito rCV FSC-A,low Mito rCV FSC-A,High Mito rCV FSC-A,All Events  rSD FSC-A,Cell size rSD FSC-A,Hoechst rSD FSC-A,medium Mito rSD FSC-A,low Mito rSD FSC-A,High Mito rSD FSC-A,All Events  CV FSC-A,Cell size CV FSC-A,Hoechst CV FSC-A,medium Mito CV FSC-A,low Mito CV FSC-A,High Mito CV FSC-A,All Events  SD FSC-A,Cell size SD FSC-A,Hoechst SD FSC-A,medium Mito SD FSC-A,low Mito SD FSC-A,High Mito SD FSC-A,All Events  Mean SSC-A,Cell size Mean SSC-A,Hoechst Mean SSC-A,medium Mito Mean SSC-A,low Mito Mean SSC-A,High Mito Mean SSC-A,All Events  GeoMean SSC-A,Cell size GeoMean SSC-A,Hoechst GeoMean SSC-A,medium Mito GeoMean SSC-A,low Mito GeoMean SSC-A,High Mito GeoMean SSC-A,All Events  Median SSC-A,Cell size Median SSC-A,Hoechst Median SSC-A,medium Mito Median SSC-A,low Mito Median SSC-A,High Mito Median SSC-A,All Events  rCV SSC-A,Cell size rCV SSC-A,Hoechst rCV SSC-A,medium Mito rCV SSC-A,low Mito rCV SSC-A,High Mito rCV SSC-A,All Events  rSD SSC-A,Cell size rSD SSC-A,Hoechst rSD SSC-A,medium Mito rSD SSC-A,low Mito rSD SSC-A,High Mito rSD SSC-A,All Events  CV SSC-A,Cell size CV SSC-A,Hoechst CV SSC-A,medium Mito CV SSC-A,low Mito CV SSC-A,High Mito CV SSC-A,All Events  SD SSC-A,Cell size SD SSC-A,Hoechst SD SSC-A,medium Mito SD SSC-A,low Mito SD SSC-A,High Mito SD SSC-A,All Events  Mean PE-A,Cell size Mean PE-A,Hoechst Mean PE-A,medium Mito Mean PE-A,low Mito Mean PE-A,High Mito Mean PE-A,All Events  GeoMean PE-A,Cell size GeoMean PE-A,Hoechst GeoMean PE-A,medium Mito GeoMean PE-A,low Mito GeoMean PE-A,High Mito GeoMean PE-A,All Events  Median PE-A,Cell size Median PE-A,Hoechst Median PE-A,medium Mito Median PE-A,low Mito Median PE-A,High Mito Median PE-A,All Events  rCV PE-A,Cell size rCV PE-A,Hoechst rCV PE-A,medium Mito rCV PE-A,low Mito rCV PE-A,High Mito rCV PE-A,All Events  rSD PE-A,Cell size rSD PE-A,Hoechst rSD PE-A,medium Mito rSD PE-A,low Mito rSD PE-A,High Mito rSD PE-A,All Events  CV PE-A,Cell size CV PE-A,Hoechst CV PE-A,medium Mito CV PE-A,low Mito CV PE-A,High Mito CV PE-A,All Events  SD PE-A,Cell size SD PE-A,Hoechst SD PE-A,medium Mito SD PE-A,low Mito SD PE-A,High Mito SD PE-A,All Events  Mean Violet610-A,Cell size Mean Violet610-A,Hoechst Mean Violet610-A,medium Mito Mean Violet610-A,low Mito Mean Violet610-A,High Mito Mean Violet610-A,All Events  GeoMean Violet610-A,Cell size GeoMean Violet610-A,Hoechst GeoMean Violet610-A,medium Mito GeoMean Violet610-A,low Mito GeoMean Violet610-A,High Mito GeoMean Violet610-A,All Events  Median Violet610-A,Cell size Median Violet610-A,Hoechst Median Violet610-A,medium Mito Median Violet610-A,low Mito Median Violet610-A,High Mito Median Violet610-A,All Events  rCV Violet610-A,Cell size rCV Violet610-A,Hoechst rCV Violet610-A,medium Mito rCV Violet610-A,low Mito rCV Violet610-A,High Mito rCV Violet610-A,All Events  rSD Violet610-A,Cell size rSD Violet610-A,Hoechst rSD Violet610-A,medium Mito rSD Violet610-A,low Mito rSD Violet610-A,High Mito rSD Violet610-A,All Events  CV Violet610-A,Cell size CV Violet610-A,Hoechst CV Violet610-A,medium Mito CV Violet610-A,low Mito CV Violet610-A,High Mito CV Violet610-A,All Events  SD Violet610-A,Cell size SD Violet610-A,Hoechst SD Violet610-A,medium Mito SD Violet610-A,low Mito SD Violet610-A,High Mito SD Violet610-A
01-KO3_OE-B8,,42940,34070,34065,32509,41,1264,100.00%,79.34%,79.33%,75.71%,0.10%,2.94%,100.00%,79.34%,99.99%,95.43%,0.12%,3.71%,421597.1,406440.8,406468.0,391575.4,217348.6,736063.8,305274.3,380262.0,380293.4,369602.5,211142.9,717378.5,346662.6,362298.5,362317.9,356420.1,217262.8,754839.0,42.61%,31.61%,31.61%,29.95%,29.44%,20.94%,147706.8,114522.5,114542.1,106746.0,63964.3,158055.0,156.11%,38.98%,38.97%,36.14%,24.40%,20.84%,658149.2,158425.3,158420.2,141503.0,53043.8,153424.3,550893.0,402283.6,402316.1,391039.8,224292.5,651707.3,329909.7,372414.3,372468.2,363983.6,213227.4,622909.8,350780.1,363310.9,363315.2,357038.0,211632.9,670534.1,46.52%,37.63%,37.63%,36.26%,38.94%,29.14%,163195.9,136702.6,136699.2,129467.2,82410.3,195410.6,461.72%,40.73%,40.72%,39.31%,32.28%,27.23%,2543597.0,163830.9,163810.0,153722.0,72412.2,177485.8,457317.1,454823.8,454846.2,423451.0,74685.9,1175057.9,322140.1,406848.0,406893.1,388927.3,72466.7,1160106.8,371636.9,393359.8,393360.2,383416.1,78329.8,1111768.8,55.70%,44.67%,44.67%,42.51%,22.00%,12.79%,206985.8,175727.1,175711.8,163002.5,17234.0,142182.4,80.73%,50.96%,50.95%,41.83%,22.48%,17.44%,369199.4,231775.8,231759.2,177123.0,16792.4,204916.8,339830.8,327714.6,327493.1,315923.4,174830.3,585406.5,261550.9,304259.7,304231.5,295900.2,161374.4,567400.7,287509.4,297427.6,297421.2,291107.0,171511.8,585485.1,44.09%,38.07%,38.07%,36.39%,34.73%,25.68%,126768.6,113236.0,113223.9,105945.7,59572.2,150347.6,71.99%,42.24%,40.61%,38.04%,35.60%,24.47%,244633.3,138412.4,133006.7,120177.6,62231.8,143239.8
01-KO3_OE-C8,,55401,43998,43996,41977,67,1611,100.00%,79.42%,79.41%,75.77%,0.12%,2.91%,100.00%,79.42%,100.00%,95.41%,0.15%,3.66%,424068.3,413488.6,413497.3,398288.6,219843.4,754828.6,316595.5,386371.8,386381.4,375434.4,212387.8,739930.4,352238.7,365354.7,365360.7,359268.4,211681.3,771393.4,42.54%,31.96%,31.96%,30.14%,29.02%,18.48%,149855.6,116761.6,116758.1,108284.8,61422.5,142522.3,127.75%,39.29%,39.28%,36.60%,27.78%,18.53%,541763.3,162440.2,162438.9,145757.6,61061.8,139834.8,481655.0,402514.1,402528.3,390882.7,232764.6,660997.2,334169.7,371442.1,371465.8,362585.1,223065.8,638889.6,350447.7,360733.8,360735.5,353498.7,212291.0,676908.0,48.29%,39.16%,39.15%,37.43%,28.83%,24.91%,169218.9,141257.2,141242.4,132319.4,61210.5,168605.9,323.42%,41.48%,41.47%,40.26%,29.83%,24.06%,1557776.9,166956.0,166946.6,157368.4,69422.6,159065.7,466413.5,451986.1,451998.3,420784.8,75119.7,1174718.9,329139.6,402953.3,402968.1,385318.5,71093.4,1159320.6,373312.9,391140.6,391160.0,380831.1,80484.5,1112963.8,56.85%,46.15%,46.15%,43.72%,24.30%,13.11%,212231.7,180508.0,180501.7,166518.1,19561.6,145869.9,82.21%,51.52%,51.52%,42.41%,27.60%,17.91%,383431.4,232873.4,232871.5,178445.0,20735.2,210425.8,344623.3,324998.2,325010.3,313254.3,193958.8,589631.9,266092.3,300853.6,300876.2,292411.9,175648.1,573792.9,286123.5,293818.9,293820.4,286868.6,179844.9,586336.1,45.32%,39.35%,39.35%,37.57%,35.85%,22.77%,129675.9,115620.3,115612.1,107773.4,64466.7,133526.4,73.61%,41.33%,41.32%,38.81%,42.58%,23.15%,253664.8,134311.7,134302.7,121581.6,82588.5,136507.5
01-WT_AZ-D1,,54168,38957,38955,34792,96,3522,100.00%,71.92%,71.92%,64.23%,0.18%,6.50%,100.00%,71.92%,99.99%,89.31%,0.25%,9.04%,482389.4,438044.3,438046.6,410429.3,224656.5,687127.9,349704.2,409384.1,409386.9,387810.6,215776.2,668863.6,388654.7,396035.9,396035.9,378691.6,213827.8,698173.9,55.41%,36.53%,36.53%,32.51%,26.49%,23.34%,215335.6,144669.9,144660.8,123110.6,56641.5,162982.4,125.01%,37.96%,37.96%,34.91%,32.66%,21.88%,603027.3,166262.1,166262.2,143297.4,73362.2,150374.7,596504.3,438712.0,438721.9,409280.8,201610.2,705555.3,388515.9,401879.6,401894.9,378896.0,191149.8,687642.3,394301.9,395045.5,395045.5,373352.8,187524.3,725063.0,59.12%,44.88%,44.88%,40.62%,31.60%,21.51%,233105.0,177283.7,177283.7,151637.7,59261.6,155976.2,303.67%,42.31%,42.31%,40.22%,34.67%,21.04%,1811428.6,185637.8,185634.1,164613.7,69906.4,148439.6,648197.6,537850.6,537856.7,461184.3,74419.2,1243298.9,417098.2,463963.7,463994.3,418197.6,70107.3,1219506.4,461700.8,460856.8,460856.8,428379.5,83514.2,1159897.4,69.86%,54.24%,54.24%,48.52%,19.24%,16.58%,322552.7,249983.7,249978.2,207842.1,16071.5,192304.6,106.77%,57.13%,57.13%,42.76%,29.00%,21.52%,692056.1,307288.8,307282.1,197217.4,21584.5,267526.4,403763.0,342541.9,342557.8,309687.5,120433.0,640403.8,275356.3,295999.9,296059.1,273057.3,82717.1,621015.8,315367.9,311348.6,311380.6,290187.3,79720.0,634374.9,62.72%,50.59%,50.60%,46.46%,76.84%,24.68%,197785.6,157520.9,157544.2,134829.1,61255.2,156589.3,89.30%,51.34%,51.34%,46.67%,102.52%,24.62%,360562.4,175861.8,175852.2,144521.3,123464.0,157689.9
01-WT_AZ-E1,,50625,35230,35226,30998,108,3635,100.00%,69.59%,69.58%,61.23%,0.21%,7.18%,100.00%,69.59%,99.99%,88.00%,0.31%,10.32%,497647.8,449613.9,449639.4,418089.1,215828.4,700444.8,354310.4,418788.7,418818.7,394179.6,209306.2,680669.9,396588.7,405214.7,405230.4,385709.5,205031.3,718006.9,61.11%,38.04%,38.03%,33.22%,26.09%,22.30%,242370.4,154158.2,154122.0,128117.8,53485.3,160118.6,122.33%,38.62%,38.62%,35.44%,26.10%,22.11%,608770.4,173638.1,173631.2,148189.8,56324.9,154848.9,598349.3,437461.7,437494.7,405393.9,208559.6,692752.7,386725.9,399296.6,399349.0,374039.9,198605.6,674356.3,394498.2,394056.7,394071.3,366966.0,191957.4,704942.4,62.01%,46.53%,46.52%,42.07%,28.04%,22.86%,244614.6,183342.8,183339.0,154371.9,53832.2,161127.5,289.73%,42.99%,42.99%,41.07%,34.19%,21.63%,1733584.0,188083.4,188066.0,166493.7,71304.0,149809.6,669358.1,552494.9,552531.5,466211.0,77515.1,1248970.8,415688.3,473388.4,473438.8,421613.7,72745.8,1224890.5,475306.3,473839.0,473887.1,437294.4,86874.5,1163019.6,73.50%,56.17%,56.16%,49.80%,13.61%,16.48%,349349.9,266137.3,266136.7,217762.6,11824.5,191719.4,106.67%,57.93%,57.92%,43.03%,27.68%,21.54%,713985.6,320034.2,320031.5,200610.8,21459.7,268995.1,404852.2,338876.9,338841.6,301077.7,114437.5,639875.9,267715.1,290625.0,290643.3,264613.6,84878.6,619239.7,310287.1,305180.9,305204.5,280978.4,78960.9,625190.8,66.11%,53.11%,53.11%,48.81%,81.54%,25.63%,205119.6,162089.4,162088.4,137132.5,64388.6,160220.9,91.41%,53.17%,53.08%,47.38%,89.39%,25.83%,370085.4,180175.8,179848.8,142645.0,102295.2,165301.8
01-WT_AZ-F1,,22449,14226,14225,12819,28,1227,100.00%,63.37%,63.37%,57.10%,0.12%,5.47%,100.00%,63.37%,99.99%,90.12%,0.20%,8.63%,486067.4,431494.0,431506.2,406137.9,207711.6,678086.6,309122.7,401913.3,401925.8,382069.2,204078.4,658839.1,368333.6,389173.1,389181.2,371985.7,200938.6,687984.1,75.64%,38.28%,38.28%,34.48%,20.22%,22.90%,278599.4,148968.5,148961.0,128272.3,40632.3,157526.1,175.34%,38.72%,38.71%,36.11%,19.40%,22.45%,852272.2,167053.1,167052.6,146657.1,40288.7,152232.3,722727.9,454313.9,454325.4,425808.2,206561.2,731904.8,380047.9,415066.7,415077.0,392525.2,198327.0,716409.4,399528.7,410637.1,410667.0,388268.4,187278.8,756305.7,67.65%,46.95%,46.95%,42.86%,31.09%,19.71%,270296.2,192788.7,192798.8,166427.3,58229.2,149068.1,400.06%,42.48%,42.48%,40.92%,29.53%,19.01%,2891366.3,192991.9,192993.8,174260.1,60998.5,139162.0,638138.6,529506.7,529539.1,457026.5,72872.4,1245241.1,365482.4,455122.8,455182.9,412254.6,67294.0,1221843.6,444638.6,456867.6,456867.7,425716.0,77507.3,1163813.8,77.21%,55.59%,55.59%,51.07%,21.63%,16.51%,343320.2,253987.3,253975.1,217429.5,16763.9,192119.8,109.71%,57.69%,57.68%,43.80%,31.18%,21.06%,700076.0,305460.3,305446.7,200196.1,22718.4,262221.1,419363.6,352369.4,352186.3,318389.1,163739.3,679367.7,256222.9,301132.5,301084.1,277951.3,94132.0,657662.4,315473.0,318627.8,318623.2,296394.2,75561.3,666096.2,71.97%,53.98%,53.98%,50.41%,89.28%,25.12%,227035.1,171990.0,171978.8,149420.0,67464.3,167331.1,95.13%,53.88%,53.55%,48.60%,114.48%,26.06%,398930.7,189846.2,188592.3,154740.1,187442.9,177013.3
01-KO1_AZ-D2,,5174,1859,1857,1444,7,362,100.00%,35.93%,35.89%,27.91%,0.14%,7.00%,100.00%,35.93%,99.89%,77.76%,0.38%,19.49%,729325.4,399601.6,399683.7,368867.7,201745.0,516727.8,306818.8,379865.6,379934.8,353506.8,200427.5,500710.8,389955.2,386392.8,386525.7,357594.9,194636.1,495749.4,98.51%,32.43%,32.37%,29.51%,7.35%,22.78%,384161.7,125303.2,125106.2,105515.2,14305.9,112956.4,288.62%,32.14%,32.15%,29.30%,12.63%,25.36%,2104963.5,128446.0,128483.6,108067.5,25489.4,131039.4,1827163.9,558110.3,558153.0,517093.3,250408.5,716938.4,545217.1,523885.1,523960.9,486835.7,244226.9,698305.0,622983.1,547042.3,547042.3,497319.9,219173.7,743831.1,100.68%,39.07%,39.04%,36.38%,19.22%,21.88%,627248.4,213711.6,213552.2,180929.1,42133.4,162768.1,351.18%,33.59%,33.58%,33.36%,24.26%,21.07%,6416596.0,187476.9,187403.6,172512.9,60760.4,151088.9,1160374.3,711129.1,711346.3,568585.0,76663.8,1263787.3,436610.5,625976.6,626122.0,526603.4,74852.8,1236600.8,682007.5,655675.7,655931.7,570915.4,78336.3,1177147.8,113.67%,48.69%,48.73%,39.19%,25.92%,18.47%,775249.6,319241.3,319620.8,223746.3,20301.7,217372.2,137.90%,49.90%,49.90%,35.19%,22.18%,23.13%,1600197.5,354870.1,354991.9,200068.2,17004.7,292280.9,759681.6,458543.3,455503.2,405453.3,527783.6,642062.4,304105.6,415635.5,414744.2,372069.1,384985.6,622219.6,461544.7,437732.8,437698.1,393475.7,591933.6,617430.6,104.27%,38.47%,38.41%,36.64%,35.91%,24.72%,481261.8,168374.3,168113.4,144161.6,212564.1,152625.9,133.78%,45.52%,40.15%,37.94%,46.92%,25.55%,1016298.8,208718.0,182880.1,153808.9,247629.9,164061.0
01-KO1_AZ-E2,,6214,2519,2517,1893,9,545,100.00%,40.54%,40.51%,30.46%,0.14%,8.77%,100.00%,40.54%,99.92%,75.21%,0.36%,21.65%,652813.9,401368.2,401519.6,367372.9,191789.6,515357.0,307417.8,380879.3,381058.5,351342.0,188566.7,500911.9,389628.8,385722.2,385818.9,352574.7,193556.2,494641.3,90.26%,32.95%,32.96%,30.05%,22.37%,23.16%,351660.9,127085.8,127152.1,105942.9,43299.5,114546.7,272.59%,32.67%,32.65%,30.41%,19.33%,24.04%,1779485.0,131139.6,131081.4,111722.3,37066.5,123871.4,1489185.3,545563.4,545865.3,495462.2,251345.8,710298.0,520371.2,509831.7,510333.3,465069.8,226701.9,693176.4,599170.1,532028.5,532044.0,478604.2,194865.6,717852.2,92.65%,39.25%,39.20%,36.58%,42.96%,22.69%,555148.6,208841.3,208567.7,175086.1,83709.2,162858.0,344.75%,34.67%,34.60%,34.38%,55.21%,20.38%,5134010.0,189125.9,188885.6,170334.6,138767.8,144740.1,1138303.3,729405.1,729798.1,571272.9,69334.1,1262631.6,452887.3,639382.3,639902.3,527640.8,65317.6,1233780.9,710138.9,677383.2,677550.6,576618.6,73755.5,1172920.1,106.45%,49.90%,49.85%,42.17%,13.37%,17.05%,755940.7,338023.8,337775.6,243164.2,9861.8,200036.0,131.93%,50.40%,50.36%,35.86%,31.33%,24.17%,1501773.0,367618.1,367497.0,204834.0,21725.6,305224.8,690304.2,436511.6,435853.7,377677.4,155290.4,629267.6,282979.5,389740.4,389833.4,341334.5,116452.1,607087.5,441246.5,412899.9,412899.9,365759.3,148052.1,605401.6,98.72%,43.01%,43.01%,38.03%,25.77%,23.10%,435580.3,177592.9,177573.8,139108.7,38152.5,139869.4,129.52%,45.48%,44.54%,42.53%,79.33%,27.81%,894095.9,198508.0,194130.3,160617.0,123184.5,174982.5
01-KO1_AZ-F2,,6145,2222,2221,1682,5,479,100.00%,36.16%,36.14%,27.37%,0.08%,7.79%,100.00%,36.16%,99.95%,75.73%,0.23%,21.57%,593543.6,395042.9,395149.2,359712.8,220360.1,510498.4,269677.9,374783.0,374927.7,344706.7,215160.7,493260.0,356947.7,376230.7,376278.5,348382.9,213083.0,503273.0,100.83%,33.53%,33.52%,29.63%,31.60%,24.17%,359914.8,126162.2,126137.2,103225.3,67334.5,121622.3,277.85%,32.69%,32.66%,29.38%,24.27%,25.54%,1649155.3,129142.3,129074.2,105694.3,53491.0,130358.4,1466420.9,553347.6,553536.4,503560.1,219820.4,719755.4,472424.7,518843.2,519159.3,474410.6,199462.5,702712.5,583137.4,538979.4,539065.5,484828.8,173110.0,735535.2,99.70%,39.15%,39.14%,36.24%,31.71%,20.83%,581367.7,210994.5,210968.8,175694.9,54892.7,153245.2,355.56%,33.83%,33.79%,33.33%,54.98%,20.10%,5213964.0,187188.3,187018.9,167814.3,120864.3,144702.3,1069820.8,728487.5,728783.7,567462.3,54236.9,1276216.0,402777.6,639407.9,640041.9,526082.9,46823.8,1250485.6,652725.7,659700.4,659720.2,558709.7,50848.2,1188177.5,114.81%,49.20%,49.19%,40.92%,91.28%,17.74%,749372.4,324605.5,324546.3,228633.9,46416.5,210823.7,137.96%,50.28%,50.23%,35.26%,55.03%,22.03%,1475918.1,366282.3,366098.6,200094.4,29844.1,281185.8,688689.1,464372.1,464160.3,402195.8,265314.3,671419.1,263669.8,418838.1,418686.7,367444.8,200416.6,646998.3,442965.3,441188.6,441020.0,389413.9,289581.7,649382.6,106.21%,42.41%,42.35%,37.75%,100.73%,23.20%,470454.7,187102.0,186754.7,147017.1,291682.3,150651.1,132.17%,43.46%,43.44%,40.01%,70.28%,28.27%,910211.3,201829.3,201627.5,160906.5,186461.6,189830.5
01-KO2_AZ-D3,,2703,832,831,588,1,227,100.00%,30.78%,30.74%,21.75%,0.04%,8.40%,100.00%,30.78%,99.88%,70.76%,0.12%,27.32%,862859.3,395473.8,395365.7,351572.1,254311.2,508415.2,258297.2,374947.6,374831.2,336956.6,254311.2,492479.5,331128.5,372875.6,372863.5,339259.1,254311.2,489777.0,115.44%,33.84%,33.83%,29.06%,0.00%,25.24%,382244.8,126188.7,126129.5,98587.2,0.0,123613.0,317.12%,33.02%,33.04%,29.57%,0.00%,25.05%,2736320.3,130592.0,130633.4,103948.5,0.0,127340.7,2562587.3,540898.4,541112.3,485333.6,298067.1,681883.0,495418.9,508211.4,508417.0,458048.6,298067.1,660531.1,530754.0,530029.8,530369.1,466893.4,298067.1,696801.7,114.12%,38.14%,38.02%,34.43%,0.00%,24.57%,605705.1,202127.0,201645.6,160743.2,0.0,171196.8,349.05%,33.98%,33.97%,33.51%,0.00%,23.43%,8944786.0,183795.7,183802.8,162624.9,0.0,159797.3,1153659.8,798762.1,799325.8,594868.1,73308.0,1321979.6,334982.9,703581.2,704221.4,555368.3,73308.0,1289710.6,589037.7,724069.6,724222.8,596075.3,73308.0,1242616.1,131.44%,49.06%,49.00%,38.55%,0.00%,22.55%,774212.4,355255.6,354895.6,229806.7,0.0,280236.8,163.94%,50.08%,50.04%,33.06%,0.00%,23.92%,1891356.5,400045.9,399956.2,196648.0,0.0,316223.8,727239.9,478444.9,475709.7,408589.8,412691.3,644999.1,218708.4,431826.3,430865.1,372498.3,412691.3,619781.8,394381.5,452109.8,451300.6,393855.8,412691.3,622299.1,130.03%,38.89%,38.81%,35.92%,0.00%,23.57%,512806.1,175809.2,175145.1,141477.6,0.0,146663.3,166.99%,46.34%,43.58%,39.82%,0.00%,33.56%,1214383.6,221724.1,207336.6,162695.9,0.0,216438.9
01-KO2_AZ-E3,,2829,1085,1085,837,6,224,100.00%,38.35%,38.35%,29.59%,0.21%,7.92%,100.00%,38.35%,100.00%,77.14%,0.55%,20.65%,837922.1,385113.3,385113.3,355033.3,195964.4,498969.9,337240.6,365644.7,365644.7,339974.2,192158.5,483585.0,375508.9,369158.6,369158.6,336349.0,198645.5,476379.7,95.06%,32.63%,32.63%,29.49%,26.79%,24.17%,356954.8,120446.6,120446.6,99181.4,53210.5,115131.5,296.12%,32.97%,32.97%,30.24%,21.33%,25.50%,2481217.3,126964.0,126964.0,107378.0,41808.7,127249.9,2249947.8,526168.6,526168.6,485438.4,164864.2,678870.2,622401.1,494461.3,494461.3,458994.0,160310.0,660868.3,581203.5,507436.0,507436.0,463117.8,155158.0,671942.3,90.94%,36.22%,36.22%,34.62%,16.82%,25.53%,528543.9,183799.3,183799.3,160339.0,26095.0,171554.7,323.27%,34.04%,34.04%,33.16%,25.56%,22.13%,7273305.5,179095.0,179095.0,160960.1,42145.6,150223.1,1269486.3,722705.5,722705.5,567065.9,38893.5,1304410.5,469544.3,626799.3,626799.3,525106.4,34284.3,1269809.8,654240.4,647861.4,647861.4,567541.9,40348.6,1213730.1,113.94%,49.30%,49.30%,39.82%,63.13%,20.22%,745450.6,319403.0,319403.0,226009.9,25472.2,245356.9,150.41%,53.23%,53.23%,35.22%,49.15%,26.82%,1909463.4,384719.0,384719.0,199745.5,19115.1,349781.4,795808.7,442837.8,442837.8,393499.0,183192.6,627338.1,304799.1,402416.0,402416.0,360570.1,163810.9,608539.4,431805.6,415879.6,415879.6,372997.8,171747.0,598116.0,102.17%,40.29%,40.29%,36.09%,67.15%,21.56%,441155.7,167556.5,167556.5,134610.8,115324.0,128975.2,149.12%,42.85%,42.85%,42.21%,50.15%,25.30%,1186695.3,189774.9,189774.9,166086.4,91877.2,158715.0
01-KO2_AZ-F3,,4766,1853,1852,1337,1,460,100.00%,38.88%,38.86%,28.05%,0.02%,9.65%,100.00%,38.88%,99.95%,72.19%,0.05%,24.84%,595849.0,382123.1,382183.7,341227.7,163326.2,495998.2,234771.1,362608.8,362666.6,328012.4,163326.2,478870.7,306043.7,359663.7,359743.8,326859.0,163326.2,482184.6,105.14%,33.23%,33.21%,27.15%,0.00%,26.78%,321777.4,119526.8,119473.5,88728.1,0.0,129109.3,311.59%,33.24%,33.23%,28.56%,0.00%,26.48%,1856605.9,127005.6,127013.1,97451.3,0.0,131357.1,1511456.3,519051.8,519286.9,462082.3,219933.6,681344.7,401880.6,485613.3,486075.0,436212.2,219933.6,658560.2,470057.6,491284.2,491376.8,441122.2,219933.6,700222.8,98.98%,40.60%,40.62%,35.51%,0.00%,25.44%,465264.2,199466.9,199578.2,156636.8,0.0,178107.8,390.56%,35.31%,35.25%,33.52%,0.00%,23.91%,5903137.5,183258.2,183027.9,154878.2,0.0,162933.0,1021467.3,787863.6,788240.1,591990.4,50401.4,1340803.5,376232.4,693434.6,694197.1,553216.4,50401.4,1301092.6,605073.6,713115.4,713387.7,601643.6,50401.4,1244477.9,116.28%,47.43%,47.41%,38.27%,0.00%,20.98%,703605.9,338201.3,338252.8,230248.8,0.0,261085.0,144.29%,51.77%,51.72%,33.20%,0.00%,27.42%,1473889.6,407876.4,407664.4,196538.0,0.0,367636.4,641251.4,479445.8,479637.4,407257.7,771616.7,680648.8,232814.8,435293.7,435587.6,376733.4,771616.7,649344.8,387846.9,446407.2,446470.3,389087.6,771616.7,653020.6,116.33%,41.69%,41.67%,36.79%,0.00%,25.13%,451179.9,186103.4,186041.8,143161.0,0.0,164111.5,149.23%,45.10%,45.07%,38.51%,0.00%,34.26%,956945.8,216252.9,216154.1,156826.5,0.0,233190.6
01-KO3_AZ-D4,,15648,9560,9560,8465,24,924,100.00%,61.09%,61.09%,54.10%,0.15%,5.90%,100.00%,61.09%,100.00%,88.55%,0.25%,9.67%,425156.4,364612.4,364612.4,344929.6,223750.4,530960.6,261151.7,347746.1,347746.1,332026.3,215823.5,514489.9,318575.1,343420.9,343420.9,330631.7,201275.4,515385.2,58.34%,30.09%,30.09%,27.83%,20.01%,25.79%,185859.8,103321.5,103321.5,92015.6,40284.0,132942.2,253.79%,32.11%,32.11%,28.37%,29.03%,25.16%,1079008.3,117087.2,117087.2,97840.3,64957.3,133564.8,822369.2,468718.2,468718.2,442101.4,270783.4,695201.8,384620.3,437696.9,437696.9,415980.3,242795.2,675651.0,429165.7,439472.9,439472.9,420827.9,243230.3,716828.1,59.18%,38.51%,38.51%,35.38%,33.48%,23.74%,253989.8,169258.5,169258.5,148891.7,81437.5,170191.5,421.74%,36.86%,36.86%,34.97%,57.99%,21.98%,3468261.8,172757.7,172757.7,154609.2,157033.2,152839.7,687133.7,598327.7,598327.7,526771.4,68525.5,1210983.3,388797.5,538622.3,538622.3,491961.1,63516.9,1192349.6,510117.9,545600.3,545600.3,512603.7,75092.0,1139891.0,69.20%,43.84%,43.84%,39.11%,27.71%,14.67%,352994.1,239171.3,239171.3,200491.7,20809.6,167210.2,117.01%,46.92%,46.92%,35.02%,33.06%,19.18%,804048.3,280738.2,280738.2,184463.7,22653.4,232299.3,476296.2,403997.2,403997.2,375208.7,296036.7,648837.3,281550.3,373838.8,373838.8,351637.4,201061.6,629887.8,360950.1,377610.6,377610.6,357006.3,223805.5,636406.5,58.31%,38.30%,38.30%,35.21%,73.23%,22.62%,210480.2,144631.5,144631.5,125714.1,163896.5,143928.6,112.37%,39.95%,39.95%,36.05%,95.49%,25.33%,535198.7,161383.6,161383.6,135281.3,282693.9,164332.5
