sgRNA,Gene,DLD1-Cont2_P10.13.initial,DLD1-Cont2_P10.13.final
USP17L25_885.49,USP17L25,8497,9589.2
USP17L26_885.49,USP17L26,8497,9589.2
ZNF300_E7_1077.56,ZNF300,649,493
ZNF610_E6_735.29,ZNF610,915,774.2
STEAP1_1020.54,STEAP1,2888,3409.2
KMT2B_e36_130.3,KMT2B,2031,2596.8
TRIM26_1620.228,TRIM26,848,653.6
ZNF225_E5_1635.24,ZNF225,1691,1399.4
DPYSL5_1695.29,DPYSL5,1449,1010
TULP4_4632.49,TULP4,1537,1245.8
F7_1401.21,F7,946,913.2
CDC27_2493.112,CDC27,566,290.6
ZNF20_E4_1233.57,ZNF20,1722,1110
LRRK2_PKc_E40_191.4,LRRK2,505,379.6
KCNS3_BTB17116_E1_1476.183,KCNS3,684,490.2
MID1_2004.0,MID1,1177,857.4
PHOX2A_E3_42.2,PHOX2A,832,590.6
BTRC_1818.138,BTRC,1867,2022.6
USP24_99.1,USP24,3458,3071.6
TRIM9_2133.287,TRIM9,1975,2637
TBX3_E2_268.13,TBX3,1107,893.6
HTRA2_1377.21,HTRA2,744,585.4
ZNF556_E4_492.44,ZNF556,1337,1635
FOXO4_E2_90.1,FOXO4,2884,2380.6
TLL1_3042.52,TLL1,1648,1359.8
TLX3_E2_167.13,TLX3,835,756.6
UBE2J1_957.86,UBE2J1,1710,2272.4
ZNF239_E2_816.82,ZNF239,1804,2077.2
PLAGL1_E7_67.4,PLAGL1,1276,950.4
SP2_E7_80.4,SP2,2050,1256.4
KMT2D_e51_74.0,KMT2D,1220,1641.8
ANAPC1_10,ANAPC1,271,147.4
RNF186_684.112,RNF186,1887,1736.4
ZNF468_E4_750.15,ZNF468,1398,910.8
BRD2_BD1_e3_138.3,BRD2,2340,1665.2
FBXL7_1476.30,FBXL7,1442,1599
PIK3R4_PKc_E3_134.5,PIK3R4,530,317.4
ZNF136_E4_1110.75,ZNF136,1879,1688.2
ONECUT1_E2_165.13,ONECUT1,2284,2314.6
BRD4_BD1_e2_121.9,BRD4,1620,1288.4
KDM5D_e13_79.1,KDM5D,2355,1994
ZNF583_E5_1056.60,ZNF583,1645,1307.4
MATK_PKc_E11_74.3,MATK,640,559.6
CELA1_777.5,CELA1,1051,870.8
NSD3_e20_117.2,NSD3,1319,1305.4
BRDT_BD1_e4_68.0,BRDT,2188,1941.6
USP45_2445.94,USP45,2673,2965
BAZ1A_BD_e27_135.4,BAZ1A,2935,2431.8
TRIM63_1062.5,TRIM63,790,590.6
ZBTB41_BTB77173_E1_2730.16,ZBTB41,1351,1457.8
MARCH9_1041.72,9-Mar,658,476.6
PDK3_PKc_E1_34.1,PDK3,1283,872.8
TULP2_E12_172.1,TULP2,3350,3535
ZBTB8A_E4_144.14,ZBTB8A,2245,2794.4
MTA1_SANT_E11_57.0,MTA1,2205,2604.2
SOX6_E14_107.6,SOX6,1326,851.2
CNBP_540.22,CNBP,900,720
LCORL_E7_876.50,LCORL,2731,2275
KCNV2_BTB99190_E1_1638.43,KCNV2,720,475
NCOA2_e20_178.17,NCOA2,1982,1995.8
JARID2_E17_108.4,JARID2,1377,1243
UBE2E1_582.29,UBE2E1,880,622
CDK2_PKc_E4_171.1,CDK2,630,626
neg24,neg24,2687,2378.2
PBX4_E5_136.0,PBX4,371,220.8
UBE2E2_606.37,UBE2E2,2461,2529.8
ASB9_885.41,ASB9,1004,911.2
G2E3_1983.48,G2E3,418,291.2
HIVEP2_E7_172.2,HIVEP2,2413,2483.2
ZNF45_E10_1548.70,ZNF45,389,316.6
CDK1_e5.1,CDK1,2176,1260.8
SIRT6_e4_60.2,SIRT6,1095,1252.4
SNAI1_E3_133.16,SNAI1,1499,1268.6
SPSB2_792.107,SPSB2,831,731.4
ANKIB1_3270.274,ANKIB1,1582,1308.4
FBXO7_1569.174,FBXO7,2362,2951.2
ADAM23_2499.5,ADAM23,1848,1584.4
ZFP30_E6_1074.76,ZFP30,2145,2058.8
CDY2A_Chromo_E1_159.10,CDY2A,2223,1317.2
NFIC_E5_124.15,NFIC,1186,1359
ZNF491_E3_1176.57,ZNF491,2699,2227
KLF2_E2_75.2,KLF2,2036,2005.2
SOX11_E1_216.10,SOX11,913,812.8
TTN_PKc_E358_736.2,TTN,1050,803.6
neg31,neg31,4563,3802.4
USP17L24_885.18,USP17L24,5745,5655.4
USP17L25_885.18,USP17L25,5745,5655.4
USP17L26_885.18,USP17L26,5745,5655.4
USP17L5_885.18,USP17L5,5745,5655.4
SENP8_639.7,SENP8,2269,1969.8
IRF2_E2_75.8,IRF2,673,654.2
KDM6A_e25_115.8,KDM6A,1619,1681
BACE2_1557.33,BACE2,1885,1830
MNT_E4_112.5,MNT,1439,1267.4
HDGF_PWWP40108_E1_771.21,HDGF,938,652.2
UBE2S_2,UBE2S,511,632.6
HNF4A_E2_113.5,HNF4A,1121,830.4
ANPEP_2904.421,ANPEP,1406,1730.4
TFAP2B_E7_217.5,TFAP2B,1878,2114.6
REPIN1_E4_1524.171,REPIN1,539,661.4
UBE2N_459.23,UBE2N,1037,696.2
CASP4_966.7,CASP4,1422,1297.4
ZKSCAN3_E7_573.15,ZKSCAN3,2293,2008.2
ZNF212_E5_66.2,ZNF212,2635,2209.8
GRHL1_E5_77.7,GRHL1,1651,1455
PBX4_E5_136.12,PBX4,1571,1318.2
STK32A_PKc_E7_90.4,STK32A,827,662
NR1I3_E2_77.1,NR1I3,1940,1738.2
MTF2_tudor4595_E1_1782.15,MTF2,1179,1160.8
TWIST2_Ex_176.15,TWIST2,730,737.2
ZNF227_E6_1557.100,ZNF227,2045,1854.2
ZNF212_E5_66.0,ZNF212,2636,2170
WT1_E8_90.0,WT1,2534,2623.2
KDM6A_e25_115.7,KDM6A,2281,1550.8
LCOR_E8_132.11,LCOR,3958,4197.4
NEURL2_858.175,NEURL2,953,1264.2
PSMB2_606.18,PSMB2,1387,1288
CUL7_5349.545,CUL7,1612,2175.6
NSD1_Phd4_E15_98.0,NSD1,1172,719.2
RNF175_987.81,RNF175,1633,1637.4
ITCH_2259.185,ITCH,1266,1096.6
ZNF410_E9_90.2,ZNF410,1033,723.4
TDRD9_tudor949996_E1_4149.337,TDRD9,934,601
PRSS22_954.166,PRSS22,1286,1006
HIPK4_PKc_E3_219.24,HIPK4,730,653
PJA1_1368.113,PJA1,1466,1600.4
USP29_2769.61,USP29,2644,2102.6
CUX1_E23_155.12,CUX1,1199,937.6
KDM4C_e8_96.5,KDM4C,2914,2250
MSL3_Chromo_E2_83.4,MSL3,1403,746.4
ZNF219_E4_63.1,ZNF219,2057,2160.4
ZNF701_E5_795.30,ZNF701,2788,2431.4
ANAPC7_1800.69,ANAPC7,1150,995.6
KCNV2_BTB99190_E1_1638.41,KCNV2,1445,1666.4
ZNF740_E6_119.4,ZNF740,3717,4546
TBX3_E7_134.15,TBX3,149,207.2
RHOBTB2_BTB523615_E1_2250.258,RHOBTB2,339,341.4
ZBTB26_BTB23123_E1_1326.14,ZBTB26,953,1325.6
ZNF540_E5_1251.35,ZNF540,1369,1881.8
EN1_E2_180.18,EN1,2242,2966
TMPRSS11D_1257.72,TMPRSS11D,1607,1829.2
ZNF169_E5_1002.76,ZNF169,1315,1065.4
ZCWPW2_CW3078_E1_1071.4,ZCWPW2,1164,696.6
TESK2_PKc_E7_85.7,TESK2,262,394.2
MMP10_1431.35,MMP10,1787,1633.8
FBXL2_1272.149,FBXL2,1386,914.4
CHD2_Chromo_E10_101.1,CHD2,1425,1106.2
RPL9_e3.2,RPL9,5889,4841
ZNF112_E5_1077.95,ZNF112,364,370.6
HSFY2_E1_279.6,HSFY2,3025,2876.4
ZNF331_E7_993.91,ZNF331,2991,2539.4
KDM2B_13,KDM2B,1066,1174
EPHB4_PKc_E15_150.34,EPHB4,954,872.4
EZH1_e20_85.2,EZH1,1561,1537.6
KLHL8_BTB57163_E1_1863.164,KLHL8,761,655.6
MIB2_3213.84,MIB2,212,80.8
ATAD2B_BD_e22_160.8,ATAD2B,2288,2590.6
USP8_3357.149,USP8,876,519.8
IMMP2L_528.19,IMMP2L,1522,1281.4
DRGX_E3_33.1,DRGX,1052,802.8
PITX2_E3_42.0,PITX2,2786,2194
MYRF_E10_111.6,MYRF,3510,3289.6
HOXA2_E2_174.15,HOXA2,1182,953.2
ADAMTS14_3681.674,ADAMTS14,1701,1523.6
SPIN4_Spinlin201245_E1_750.44,SPIN4,775,927.2
FBXO39_1,FBXO39,1245,1086.2
RFPL1_954.118,RFPL1,1049,1464.8
ZNF417_E3_567.8,ZNF417,1092,1036.4
SENP1_1935.69,SENP1,999,1042
KCTD3_BTB20112_E1_2448.18,KCTD3,768,541.4
PRDM2_E8_69.5,PRDM2,2235,1717
BRAF_PKc_E12_85.2,BRAF,952,702.8
FOXO3_E1_153.15,FOXO3,2044,1965.6
TBX18_E4_172.20,TBX18,2258,2394.6
ZNF26_E5_1047.19,ZNF26,2121,1846.6
RNF13_1146.8,RNF13,2064,1429.8
TRIP12_6123.357,TRIP12,1246,776.8
RNF122_468.9,RNF122,1083,1101.4
PBK_PKc_E3_59.2,PBK,649,381.8
ZNF772_E5_582.20,ZNF772,2081,2086.8
TSC22D4_E5_162.3,TSC22D4,1028,918
ZNF84_E5_1578.122,ZNF84,936,816.8
HOXD4_E2_177.21,HOXD4,258,194.6
PIAS2_1866.115,PIAS2,1374,815.4
RNF225_990.33,RNF225,536,457
HIC1_BTB37152_E1_2202.469,HIC1,1295,1305.6
FBXO18_3285.279,FBXO18,1496,1241
TRIM63_1062.147,TRIM63,712,645
SATB1_E12_174.5,SATB1,1682,1454.4
ASB17_888.18,ASB17,990,686
CHD6_Chromo_E6_63.2,CHD6,657,584.2
PPARG_E4_139.5,PPARG,3437,3099.6
ZNF776_E3_666.51,ZNF776,1027,1143
SHPRH_5052.202,SHPRH,2016,2002.4
RNF180_1779.97,RNF180,1909,2266
PRMT2_e7_165.21,PRMT2,2716,2711.8
KCND2_BTB43132_E1_1893.212,KCND2,1626,1990.4
AK3_PKc_E4_119.7,AK3,511,446.6
ROCK1_PKc_E7_145.1,ROCK1,674,780.4
JOSD2_567.39,JOSD2,262,228
MAP4K3_PKc_E3_91,MAP4K3,1680,778.6
UBE2C_540.64,UBE2C,1087,1536.6
ZNF799_E4_1587.66,ZNF799,2882,2994.4
EPHA4_PKc_E15_150.7,EPHA4,680,839.8
CAD_6678.68,CAD,1245,975.8
ZNF841_E7_1674.15,ZNF841,2648,2274.2
ZNF138_E4_231.2,ZNF138,3957,3678.6
KEL_2199.283,KEL,1715,2139
CFLAR_708.55,CFLAR,1553,1107
CLOCK_e22_203.2,CLOCK,2049,1860.2
KLK6_735.108,KLK6,2263,1995.4
DLX1_E2_129.2,DLX1,1137,1035.8
KAT6B_Phd2_E5_36.0,KAT6B,2043,2317.6
USP17L2_1593.25,USP17L2,1726,2160.6
TCF12_E19_183.11,TCF12,339,223.2
CAPN10_2019.36,CAPN10,1939,1900
OVGP1_2037.248,OVGP1,754,814.4
PREP_2133.128,PREP,1461,1171.4
TPP1_1692.59,TPP1,1541,1463.6
TRIM42_2172.44,TRIM42,1609,2163.4
FBXO5_1206.52,FBXO5,608,435
JAK2_PKc_E13_135.1,JAK2,1359,1043.6
RERE_E16_140.20,RERE,1143,1304.6
MAFF_E3_276.10,MAFF,610,475.4
SOX4_E1_216.20,SOX4,2309,2725.4
ZNF575_E4_504.0,ZNF575,1635,1480
SOCS6_1608.118,SOCS6,1344,1069.6
DNMT1_Bah9811117_E1_4899.573,DNMT1,681,742
EMX1_E2_129.10,EMX1,691,1060.8
KLK4_765.1,KLK4,2899,3240
ELF4_E8_61.0,ELF4,2148,2118.8
ZNF568_E7_1170.72,ZNF568,2696,2244
PLK2_PKc_E3_117,PLK2,872,697
KLHL5_BTB210317_E1_2268.36,KLHL5,1774,1266.6
HELLS_H_e18_120.2,HELLS,2069,1312.2
BARHL2_E2_155.1,BARHL2,1646,1261.2
E2F1_E3_220.2,E2F1,791,849.6
EZH1_e18_82.1,EZH1,2138,1964.8
HLTF_3030.81,HLTF,1971,1355.8
DBP_E4_159.8,DBP,1445,1224.8
MYB_SANT_E3_72.0,MYB,930,469.2
BRD3_BD2_e6_145.5,BRD3,1984,1512
BACE2_1557.82,BACE2,630,645.8
SMN1_Tudor_E5_201.14,SMN1,1424,897.2
PRSS56_1812.423,PRSS56,1475,1855.2
HOXC8_E2_177.13,HOXC8,2570,2188.8
RFPL4A_864.70,RFPL4A,2209,2243.8
ELK4_E2_159.6,ELK4,495,411.8
HAND1_E1_162.12,HAND1,2121,2394.8
TSHZ3_E2_207.21,TSHZ3,2046,1759.2
YBX3_E4_90.7,YBX3,1565,1096.2
XIAP_1494.40,XIAP,1379,865.6
XPNPEP2_66.4,XPNPEP2,3167,2857
FOXN2_E3_204.3,FOXN2,3418,3311.8
USP17L11_885.36,USP17L11,9833,9738.4
USP17L18_885.36,USP17L18,9833,9738.4
USP17L19_885.36,USP17L19,9833,9738.4
MMP21_1710.69,MMP21,531,617.6
PHF7_1146.99,PHF7,2739,3091.8
USP17L24_885.6,USP17L24,8899,10488.8
USP17L25_885.6,USP17L25,8899,10488.8
USP17L26_885.6,USP17L26,8899,10488.8
USP17L5_885.6,USP17L5,8899,10488.8
ZNF479_E5_990.78,ZNF479,1631,1137
KCTD1_BTB40132_E1_798.1,KCTD1,627,559.6
KMT2B_ePhd_E23_138.11,KMT2B,2166,2807.2
UBTFL1_E1_558.64,UBTFL1,1193,725.4
MBD1_CXXC217262_E1_1968.31,MBD1,1745,1788.6
KMT2C_ePhd2_E52_315.17,KMT2C,1755,1414.6
CHD2_D_e16_135.13,CHD2,1627,1416.8
ZNF174_E3_237.3,ZNF174,804,508.6
KALRN_PKc_E60_399.58,KALRN,1135,1358
MSL2_1734.146,MSL2,929,918.6
CUL5_2343.125,CUL5,1125,933.4
PHF21A_Phd_E15_129.0,PHF21A,1839,1409.8
TRIM67_2352.448,TRIM67,1570,1515.8
USP45_2445.88,USP45,1406,1304
BRD3_BD1_e4_66.5,BRD3,1553,1371.8
FBXO10_2871.482,FBXO10,1722,2044.4
HMX2_E2_174.17,HMX2,2262,1862.2
PIAS1_Ex_220.0,PIAS1,1549,1323
RNF186_684.109,RNF186,843,1052.4
ZNF490_E5_918.63,ZNF490,2488,2194.8
PRSS35_1242.147,PRSS35,2545,1873.4
TBX18_E6_63.3,TBX18,742,422.8
ZNF770_E3_1944.30,ZNF770,2645,2758.4
HERC3_2799.51,HERC3,1924,1625.6
PRSS46_525.66,PRSS46,3033,4012.4
PRSS46_260.40,PRSS46,3033,4012.4
RNF8_1458.91,RNF8,660,465.6
ATRX_D_e20_138.2,ATRX,1952,1720.8
MAP4K1_PKc_E3_91.2,MAP4K1,265,218
PHEX_2250.27,PHEX,1313,841.6
BRD2_BD1_e4_60.3,BRD2,1037,675.4
SUV39H2_e4_147.6,SUV39H2,1728,2065.8
TSSK4_PKc_E1_156.11,TSSK4,1524,1658.2
PIM1_PKc_E4_367.38,PIM1,759,699.4
NKX1_2_E2_177.11,NKX1,2142,1765
SNRK_PKc_E5_76.4,SNRK,831,455.6
KDM2B_5,KDM2B,1048,836.2
NR2E3_E2_127.9,NR2E3,753,711.4
ZBTB8B_BTB14122_E1_1488.25,ZBTB8B,2516,2575.4
HSFX2_E1_273.19,HSFX2,2297,1487.8
CDKL3_PKc_E6_140.5,CDKL3,526,448.2
CASP12_1026.5,CASP12,1275,812.2
USP26_2742.201,USP26,1321,1262.4
PHF7_1146.116,PHF7,564,573.4
KLK11_849.115,KLK11,1236,1279.8
SP100_E22_143.7,SP100,2892,3155.2
TRIM66_BD_e19_79.7,TRIM66,1847,1603.8
NFYC_E3_57.1,NFYC,2071,1023
MEX3A_1563.180,MEX3A,1745,1984.2
FAM105A_117.5,FAM105A,1458,1249.2
ZNF610_E6_735.18,ZNF610,2102,1910.8
SEC11A_558.51,SEC11A,3469,2547.2
SEC11A_150.8,SEC11A,3469,2547.2
KLK10_831.134,KLK10,1329,1677.4
CNDP1_1524.101,CNDP1,3037,3457.2
QPCT_1086.74,QPCT,951,761.2
PRDM9_E11_915.180,PRDM9,4136,3657
ZNF354B_E5_1239.8,ZNF354B,1326,949.6
JAK1_PKc_E13_144.4,JAK1,796,646.4
ADAMTS8_2670.105,ADAMTS8,1170,1057
KDM2B_Phd_E15_63.2,KDM2B,1427,1205.8
AMFR_1932.72,AMFR,1978,1935.8
UBE2G2_498.30,UBE2G2,835,763
PHF14_Phd2_E13_132.1,PHF14,699,568.4
RNF126_936.4,RNF126,798,849
PCGF6_1,PCGF6,1967,1618.2
TMEM129_1089.1,TMEM129,1883,2468
RNF187_708.131,RNF187,571,411.8
OVCH1_3405.357,OVCH1,2246,2286
UCHL3_693.51,UCHL3,1523,1833.2
ABHD12B_858.2,ABHD12B,1421,1796.6
ZNF217_E2_66.0,ZNF217,4311,1738
USP28_3234.298,USP28,1450,964.4
BTRC_1818.157,BTRC,1388,1596.6
TRIM5_1482.150,TRIM5,2002,2030.6
FBXL21_6,FBXL21,1366,901.4
USP22_1578.178,USP22,1450,1139.4
ZNF671_E4_573.44,ZNF671,2151,1717.2
TRIM23_1725.31,TRIM23,995,732.2
ASB2_1908.28,ASB2,1015,853.4
HERC1_14586.792,HERC1,2194,2578.2
SMARCA5_SANT_E20_126.4,SMARCA5,514,364.8
CDX4_E2_126.1,CDX4,1640,1582.4
UBC_2058.230,UBC,732,736.8
UNK_2433.43,UNK,734,439.2
TRIM77_1353.0,TRIM77,1383,1203.8
PBX1_E5_136.3,PBX1,2478,2350.6
STK38_PKc_E7_155.1,STK38,859,704.6
MBTPS2_1560.132,MBTPS2,1470,782.8
RNF144B_912.6,RNF144B,931,1004.2
ZKSCAN4_E5_576.47,ZKSCAN4,2617,2866.6
UBE4B_3909.192,UBE4B,250,178
BACE2_1557.31,BACE2,2370,2207.2
THAP11_E1_234.15,THAP11,1066,1335.2
ESRRB_E5_117.2,ESRRB,1657,1515.4
HOXA10_E2_177.3,HOXA10,3888,2866.6
OTUB1_816.33,OTUB1,903,831.8
ELANE_804.156,ELANE,1481,1348.2
MUL1_1059.122,MUL1,1515,1400.6
IRAK1_PKc_E9_208.4,IRAK1,528,345.4
TRERF1_SANT_E14_84.0,TRERF1,1284,930.2
HDAC9_e19_120.1,HDAC9,4451,4840.8
ZNF536_E4_38.0,ZNF536,3450,4125.6
neg37,neg37,7115,5545.2
ADAMTS2_3636.135,ADAMTS2,1538,2353.6
RNF133_1131.81,RNF133,792,789.4
PAK6_PKc_E11_165.9,PAK6,768,602
BRD3_BD1_e4_66.4,BRD3,2833,2744.8
SYK_PKc_E10_210.16,SYK,697,973.8
CTSF_1455.144,CTSF,2287,1878
TNFAIP3_2373.23,TNFAIP3,1013,1206.4
RNF217_1629.146,RNF217,1155,891.4
ADAM12_2730.48,ADAM12,1837,1966.8
ZNF12_E5_1131.47,ZNF12,2739,2347
DCAF1_10,DCAF1,1651,1165.6
DMRTC2_E2_113.0,DMRTC2,2227,2770.8
EN1_E2_180.0,EN1,443,381
DOT1L_e9_80.7,DOT1L,955,790.4
SPIB_E6_261.24,SPIB,1119,741
UNK_2433.67,UNK,1360,1237.4
KMT2C_Phd3_E10_74.2,KMT2C,1539,1580.8
CHD1L_H_e10_50.2,CHD1L,2857,3078.2
ZNF780B_E5_1908.129,ZNF780B,1747,1329.2
ZNF430_E5_1083.43,ZNF430,4023,3219.4
TBX2_E6_95.0,TBX2,2077,2544
FMR1_Agenet59117_E1_1899.14,FMR1,1309,1049.2
FBXL21_1305.76,FBXL21,1451,991.4
ABHD13_1014.29,ABHD13,1875,1873.8
ZSCAN10_E6_1281.21,ZSCAN10,236,124.8
YBX1_E4_90.5,YBX1,1098,1377.2
TAOK2_PKc_E5_46,TAOK2,1276,907
ZMIZ1_E19_75.6,ZMIZ1,2034,2235
VSX1_E3_124.10,VSX1,1248,830
ADAMTS10_3312.58,ADAMTS10,2538,2386.4
PRTN3_771.68,PRTN3,873,841
HAT1_e3_76.0,HAT1,1474,914.2
TDRD6_tudor821866_E1_6291.212,TDRD6,1205,819.2
RNF25_1380.168,RNF25,722,768
NR2F6_E1_113.1,NR2F6,5390,4177
USP12_1113.31,USP12,983,630.8
RNF141_693.32,RNF141,2473,2119.8
ERG_E12_252.19,ERG,1051,1149.6
neg47,neg47,6976,5996.4
NOBOX_E5_203.29,NOBOX,1494,1608.2
CORIN_3129.196,CORIN,2766,2798.8
DNAJC2_E14_101.1,DNAJC2,3093,2687
DNAJC2_SANT_E14_101.1,DNAJC2,3093,2687
CERS5_E3_105.9,CERS5,1419,1309
FOXP2_E13_36.2,FOXP2,1937,1210.6
TMPRSS11E_1272.43,TMPRSS11E,763,518.8
ZNF383_E5_969.6,ZNF383,1600,1687.4
KMT2E_Phd_E6_73.2,KMT2E,949,802
PARP15_Macro304431_E1_2037.62,PARP15,885,393.4
ZNF446_E7_69.3,ZNF446,1964,2226.4
ZNF446_E7_69.3,ZNF446,1964,2152.6
ZNF446_E7_69.3,ZNF446,985,2226.4
ZNF446_E7_69.3,ZNF446,985,2152.6
ZNF446_E7_69.3,ZNF446,1964,1030.4
ZNF446_E7_69.3,ZNF446,1964,956.6
ZNF446_E7_69.3,ZNF446,985,1030.4
ZNF446_E7_69.3,ZNF446,985,956.6
ZNF446_E7_69.3,ZNF446,1964,2226.4
ZNF446_E7_69.3,ZNF446,1964,2152.6
ZNF446_E7_69.3,ZNF446,985,2226.4
ZNF446_E7_69.3,ZNF446,985,2152.6
ZNF446_E7_69.3,ZNF446,1964,1030.4
ZNF446_E7_69.3,ZNF446,1964,956.6
ZNF446_E7_69.3,ZNF446,985,1030.4
ZNF446_E7_69.3,ZNF446,985,956.6
TRIM56_2268.563,TRIM56,751,659.4
ZNF460_E3_999.75,ZNF460,580,864.8
ZNF43_E7_1908.6,ZNF43,1039,948.4
ETS2_E11_141.7,ETS2,650,866.8
DIDO1_Phd_E3_362.22,DIDO1,2114,1725.8
H2AFY_Macro178364_E1_1119.76,H2AFY,1827,1526.6
L3MBTL2_MBT408500_E1_2118.128,L3MBTL2,1217,1300.2
ECE1_2313.173,ECE1,1019,908.4
MLLT3_Yeats29112_E1_1707.15,MLLT3,807,552
CDC5L_E2_104.0,CDC5L,2637,1467.4
CDC5L_SANT_E2_104.0,CDC5L,2637,1467.4
DPP10_2403.9,DPP10,2152,1508.8
DNAJC1_E11_449.37,DNAJC1,2600,2454.6
DNAJC1_SANT2_E11_449.37,DNAJC1,2600,2454.6
STAT4_E18_50.3,STAT4,3751,3465.8
DPP7_1479.33,DPP7,1860,2080.8
UBE2R2_717.62,UBE2R2,930,1029.8
UBE2J1_957.88,UBE2J1,598,381.6
COMMD3_588.28,COMMD3,948,579.2
PJA2_2127.129,PJA2,1688,1476.6
ZNF232_E5_324.21,ZNF232,2978,1750.2
EGR3_E2_237.10,EGR3,1048,832.6
MLXIPL_E14_66.1,MLXIPL,1272,1137.8
ZNF248_E6_1053.1,ZNF248,1527,1186.2
MDM4_1473.78,MDM4,1660,1447.4
SSRP1_E14_144.12,SSRP1,1264,1171
ZNF441_E4_1239.96,ZNF441,1081,875.6
neg34,neg34,7739,6061.8
ADAMTS17_3288.509,ADAMTS17,1041,929.4
PRSS57_852.16,PRSS57,1080,1087.8
HTRA3_1362.113,HTRA3,647,353.8
ARNTL_E8_157.6,ARNTL,2022,1441.2
RNF32_1089.68,RNF32,1119,1147.2
ZNF563_E4_579.32,ZNF563,2009,1403
ZNF736_E4_579.27,ZNF736,917,567.2
SOX12_E1_216.30,SOX12,2625,4281.2
TEAD2_E8_143.10,TEAD2,3653,4025.4
RNF165_1041.67,RNF165,1293,1500.4
SOX9_E1_122.11,SOX9,954,1069.4
DMRTA1_E1_141.18,DMRTA1,2327,2236.4
MXD4_E4_115.5,MXD4,1045,776.6
ZNF562_E6_726.16,ZNF562,1836,1594
ZNF436_E4_918.101,ZNF436,1096,586.6
CDK1_e4.1,CDK1,3465,3095
NCOR1_E14_102.4,NCOR1,2190,1265.4
NCOR1_SANT_E14_102.4,NCOR1,2190,1265.4
TCF7L1_E10_99.10,TCF7L1,3359,3343.6
SMARCA5_SANT_E20_126.5,SMARCA5,595,239
RNF213_15624.544,RNF213,999,849.6
KDM4A_ePhd_E17_109.4,KDM4A,887,835.4
ZNF621_E5_162.6,ZNF621,1755,901.6
GLIS2_E6_53.3,GLIS2,3431,3248.6
ZNF212_E5_78.4,ZNF212,4509,5071
TRIM24_BD_e18_150.4,TRIM24,864,965
E4F1_E7_173.23,E4F1,1633,2376
EPHB3_PKc_E11_248.16,EPHB3,796,658.4
ASB13_837.101,ASB13,651,624.4
COPS5_1005.66,COPS5,1767,1020.8
SMARCE1_E6_132.7,SMARCE1,568,386.6
NACC2_BTB20120_E1_1764.6,NACC2,1908,1433.4
ETV4_E11_111.13,ETV4,1038,827.4
FBXL21_3,FBXL21,1778,1462.6
PBRM1_BD1_e3_98.0,PBRM1,2106,1621.6
SOCS4_1323.36,SOCS4,1341,1262
UBTF_E17_178.19,UBTF,611,423.2
TBX19_E3_135.2,TBX19,3569,3526.6
TSC22D1_E3_138.1,TSC22D1,2990,2369.6
MTA2_Bah3168_E1_2007.11,MTA2,1449,1190.4
Nr1h4_E2_76.8,Nr1h4,3129,2958.2
ZNF559_E6_1170.58,ZNF559,1453,1228.2
ABHD12_1215.152,ABHD12,2473,2247.8
IBTK_BTB554639_E1_4062.106,IBTK,1586,1322.2
ADAMDEC1_1413.96,ADAMDEC1,1657,1347
MMP7_804.42,MMP7,1895,2081.6
NR0B1_E2_220.5,NR0B1,2502,2818.6
NPAS1_E2_156.10,NPAS1,903,729.2
ZSCAN1_E6_336.5,ZSCAN1,1686,1119.2
HLTF_H_e23_181.0,HLTF,1413,1463.6
SIM1_E1_153.1,SIM1,1505,1034.2
PBK_PKc_E8_191,PBK,755,817
MAP3K5_PKc_E19_158.19,MAP3K5,1263,913
FOXH1_E1_78.11,FOXH1,2838,2891.4
DCAF5_2829.444,DCAF5,1124,1286.4
HOXC12_E2_171.16,HOXC12,1288,1273.8
DCAF4_1488.151,DCAF4,1780,1438.8
KDM4C_e7_104.8,KDM4C,1568,1729
ZNF708_E4_1233.86,ZNF708,1098,797.6
ASB11_972.58,ASB11,521,475.2
GUCY2F_PKc_E10_157.3,GUCY2F,336,336.4
KDM1B_e12_132.8,KDM1B,968,916.4
KBTBD3_BTB42149_E1_1839.112,KBTBD3,2250,2233.8
SEC11C_579.43,SEC11C,1701,1257
MYBL2_SANT2_E4_32.0,MYBL2,2451,1605.2
ZNF235_E5_1239.98,ZNF235,2339,2236.2
TRIB1_PKc_E2_293.37,TRIB1,660,668.2
KLHL1_BTB202305_E1_2247.198,KLHL1,2465,2854
HECTD4_12855.1437,HECTD4,475,338
ZNF580_E1_237.27,ZNF580,251,270.4
CASP5_879.83,CASP5,1057,1150.2
TCF20_ePhd_E1_543.17,TCF20,357,189
SGK494_PKc_E3_84,SGK494,383,199.8
TWIST2_Ex_176.1,TWIST2,961,1128.8
CGRRF1_999.37,CGRRF1,634,532.2
LHX9_E4_135.2,LHX9,2037,2097.4
ASPRV1_1032.7,ASPRV1,962,847.6
NKX1_1_E2_177.15,NKX1,1618,1843.8
ZNF267_E4_1101.35,ZNF267,975,579.2
ZNF841_E7_1674.90,ZNF841,934,938.4
MYBL1_E4_93.7,MYBL1,3864,2713.2
MYBL1_SANT_E4_52.1,MYBL1,3864,2713.2
TRIM25_1893.86,TRIM25,759,897.6
RORB_E2_86.2,RORB,1688,1336.2
DPF2_Phd2_E10_82.4,DPF2,1200,1125
CASP6_882.64,CASP6,1747,1661
L3MBTL2_MBT511604_E1_2118.233,L3MBTL2,1670,1826
