Gene	sgRNA	c13|beta	c13|z	c13|p-value	c13|fdr	c13|wald-p-value	c13|wald-fdr
CDK17	6	-0.084614	-0.57536	0.72497	0.91535	0.56505	0.74773
CDK18	6	-0.14476	-0.74157	0.44568	0.79574	0.45835	0.70159
CDK2	6	-0.72886	-2.3572	0.00028441	0.010417	0.018411	0.27425
CDK20	6	-0.039937	-0.31599	0.95421	0.99231	0.75201	0.86022
CDK3	6	0.069883	0.67992	0.4653	0.80779	0.49656	0.72792
CDK4	6	-0.56763	-2.3752	0.0045506	0.090395	0.01754	0.27005
CDK5	6	-0.35909	-2.1781	0.049772	0.37634	0.029401	0.32791
CDK6	6	-0.17403	-1.3407	0.3413	0.74152	0.18001	0.47215
CDK7	6	-0.45759	-1.9697	0.017065	0.22814	0.048872	0.37289
CDK9	11	-0.25319	-2.3538	0.062287	0.41399	0.018584	0.27455
CDKL1	6	-0.11543	-1.232	0.57537	0.85575	0.21796	0.50703
CDKL2	6	-0.0045233	-0.029149	0.85978	0.96646	0.97675	0.99169
CDKL3	6	0.080157	0.58833	0.42207	0.78696	0.55631	0.74344
CDKL4	6	0.062397	0.94421	0.49858	0.82806	0.34506	0.61182
CDKL5	6	0.21485	1.726	0.059727	0.40856	0.084349	0.393
CHEK1	6	-0.5464	-2.0619	0.0056883	0.10526	0.039218	0.35649
CHEK2	6	0.12513	1.6414	0.24602	0.6588	0.10071	0.40329
CHUK	6	0.22715	1.6723	0.048066	0.36957	0.094469	0.3982
CIT	6	-0.1246	-0.83478	0.52816	0.84316	0.40384	0.66819
CLK1	6	-0.16838	-1.7208	0.36121	0.75505	0.085281	0.39311
CLK2	6	-0.17216	-1.1829	0.34699	0.7427	0.23684	0.52143
CLK3	6	-0.36721	-2.1965	0.044084	0.3578	0.028055	0.322
CLK4	6	-0.21379	-1.9882	0.23094	0.64348	0.046789	0.37289
CSF1R	6	-0.043579	-0.34367	0.93259	0.98321	0.73109	0.85018
CSK	6	0.046074	0.38259	0.5839	0.86158	0.70203	0.83598
CSNK1A1	6	0.038135	0.30806	0.63339	0.88725	0.75804	0.86397
CSNK1D	6	0.0012512	0.013883	0.83362	0.96067	0.98892	0.99829
CSNK1E	6	0.26021	1.4655	0.025028	0.27726	0.14278	0.43801
CSNK1G1	6	0.13645	1.4198	0.21246	0.62668	0.15566	0.45008
CSNK1G2	6	-0.085737	-0.78916	0.72127	0.91535	0.43002	0.68369
CSNK1G3	6	0.22221	1.4606	0.052332	0.38494	0.14411	0.43921
CSNK2A1	5	-0.58684	-2.0595	0.0062571	0.11111	0.039449	0.35649
CSNK2A2	6	0.37072	1.5545	0.0019909	0.048276	0.12006	0.41904
DAPK1	6	-0.09971	-0.78559	0.64534	0.89366	0.43211	0.68441
DAPK2	6	0.14417	1.3202	0.18572	0.59982	0.18676	0.47827
DAPK3	6	-0.20492	-1.4303	0.25284	0.66343	0.15262	0.44897
DCLK1	6	0.23014	1.5732	0.043231	0.35681	0.11566	0.41813
DCLK2	6	-0.095014	-1.2273	0.66894	0.90253	0.21973	0.50753
DCLK3	6	0.13735	1.3343	0.21047	0.62395	0.18209	0.47438
DDR1	6	0.1176	0.91692	0.27133	0.67657	0.35918	0.62379
DDR2	6	0.0097683	0.088683	0.78754	0.94537	0.92933	0.96787
DMPK	6	-0.0071215	-0.051196	0.87429	0.96916	0.95917	0.98153
DSTYK	6	-0.043565	-0.42295	0.93259	0.98321	0.67233	0.81627
DYRK1A	6	-0.56607	-2.1199	0.004835	0.093923	0.034011	0.33893
DYRK1B	6	0.053609	0.73312	0.54408	0.84877	0.46349	0.70699
DYRK2	6	-0.18063	-1.2062	0.32196	0.7212	0.22773	0.51495
DYRK3	6	0.081673	0.59329	0.41439	0.78165	0.55299	0.74238
DYRK4	6	0.084133	1.8735	0.40301	0.77107	0.061004	0.38394
EEF2K	6	0.0027647	0.037679	0.82622	0.95559	0.96994	0.98793
EGFR	6	-0.032459	-0.25383	0.99403	0.998	0.79963	0.88663
EIF2AK1	6	-0.089568	-0.67137	0.70165	0.91306	0.50198	0.72847
EIF2AK2	6	0.078426	1.2981	0.42776	0.79033	0.19426	0.4839
EIF2AK3	6	0.1281	1.1552	0.23635	0.65125	0.24801	0.5297
EIF2AK4	12	-0.23021	-2.1918	0.074232	0.43866	0.028394	0.32309
EPHA1	6	0.17527	1.2739	0.11604	0.5145	0.2027	0.49084
EPHA10	6	0.027943	0.30847	0.68487	0.91049	0.75773	0.86397
EPHA2	6	-0.032597	-0.34126	0.99289	0.998	0.73291	0.85018
EPHA3	6	0.035866	0.29517	0.64534	0.89366	0.76787	0.86947
EPHA4	6	0.0688	1.2586	0.46985	0.80941	0.20818	0.49535
EPHA5	6	0.1699	1.6258	0.12543	0.52563	0.104	0.40674
EPHA6	6	0.25743	1.7955	0.025882	0.27914	0.072571	0.38645
EPHA7	6	0.20454	1.6135	0.070535	0.43739	0.10664	0.40935
EPHA8	6	-0.20981	-1.5149	0.23891	0.65421	0.12979	0.42611
EPHB1	6	0.088289	1.384	0.38794	0.77017	0.16635	0.45828
EPHB2	6	0.11754	1.1516	0.2719	0.67657	0.24948	0.53066
EPHB3	6	-0.078613	-0.79731	0.7591	0.93613	0.42527	0.6809
EPHB4	6	-0.051352	-0.37483	0.88879	0.97231	0.70779	0.83882
EPHB6	6	-0.074128	-0.98962	0.77958	0.9429	0.32236	0.59072
ERBB2	6	-0.0026099	-0.032269	0.85097	0.96646	0.97426	0.99031
ERBB3	6	-0.24794	-1.1267	0.16894	0.58487	0.25987	0.53815
ERBB4	6	0.095154	1.0964	0.35495	0.74835	0.2729	0.55146
ERN1	6	0.19854	1.8059	0.077361	0.44302	0.070934	0.38645
FASTK	6	-0.12535	-1.111	0.52361	0.84316	0.26659	0.54572
FER	6	0.18301	1.6771	0.10097	0.49443	0.093532	0.3982
FES	6	-0.022044	-0.36519	0.95336	0.99172	0.71497	0.84328
FGFR1	6	-0.12209	-1.079	0.54209	0.84711	0.28059	0.55964
FGFR2	6	0.098021	0.69948	0.34556	0.74176	0.48425	0.72392
FGFR3	6	-0.61264	-2.5332	0.0025597	0.057692	0.011304	0.22062
FGFR4	6	-0.04261	-0.22296	0.93686	0.98446	0.82356	0.90007
FGR	6	-0.049141	-0.58931	0.90017	0.97451	0.55565	0.74344
FLT1	6	0.0073444	0.062717	0.79949	0.95095	0.94999	0.97698
FLT3	6	0.15554	1.2247	0.15671	0.57456	0.22068	0.50753
FLT4	6	0.17437	1.0394	0.11775	0.51661	0.29863	0.57212
FRK	6	0.37588	1.6426	0.0019909	0.048276	0.10046	0.40289
FYN	6	1.8033e-05	0.00020827	0.83874	0.96311	0.99983	1
GAK	6	-0.34838	-2.2375	0.055176	0.39351	0.025254	0.30981
GCK	6	0.0060168	0.063196	0.80745	0.95303	0.94961	0.97698
GRK4	6	-0.1591	-1.8619	0.39135	0.77017	0.062622	0.38394
GRK5	6	0.244	1.2507	0.034414	0.31186	0.21104	0.49899
GRK6	6	0.047657	0.63775	0.57395	0.85575	0.52364	0.73351
GSG2	6	-0.50914	-2.1921	0.010239	0.16438	0.028372	0.32309
GSK3A	6	0.49091	1.7805	0	0	0.07499	0.38778
GSK3B	6	0.56121	1.6847	0	0	0.092049	0.3982
GUCY2D	6	-0.00069647	-0.0069237	0.843	0.96426	0.99448	1
GUCY2F	6	-0.1568	-1.007	0.40074	0.77107	0.31394	0.5845
HCK	6	-0.12983	-1.1905	0.50228	0.82997	0.23384	0.51889
HIPK1	6	-0.26671	-1.2859	0.14249	0.55605	0.19846	0.48762
HIPK2	6	-0.078085	-0.57306	0.76052	0.93613	0.5666	0.74894
HIPK3	6	0.24651	1.6519	0.032139	0.30214	0.098545	0.40169
HIPK4	6	-0.083984	-0.50189	0.7281	0.91625	0.61574	0.7782
HUNK	6	0.14254	1.6217	0.19113	0.60215	0.10487	0.40824
ICK	6	0.10863	1.1151	0.30375	0.71002	0.26479	0.54366
IGF1R	6	-0.25644	-2.066	0.15643	0.57456	0.038827	0.35644
IKBKB	6	-0.0057395	-0.063021	0.86689	0.96797	0.94975	0.97698
IKBKE	6	0.23709	1.6743	0.037827	0.3284	0.094077	0.3982
ILK	6	0.10547	1.3691	0.31485	0.71743	0.17097	0.46241
INSR	6	0.11116	1.3265	0.29323	0.69603	0.18469	0.47662
INSRR	6	0.075799	0.59861	0.43686	0.79323	0.54943	0.74162
IRAK1	6	-0.023133	-0.37875	0.95876	0.99353	0.70488	0.837
IRAK2	6	0.054732	0.42616	0.53896	0.84674	0.66999	0.8154
IRAK3	6	0.25545	1.8484	0.027019	0.28358	0.064541	0.38394
IRAK4	6	0.16418	1.3002	0.13652	0.54176	0.19354	0.48341
ITK	6	0.16709	1.6952	0.13083	0.53403	0.090036	0.3969
JAK1	12	-0.056576	-1.202	0.82053	0.95423	0.22937	0.5163
JAK2	12	0.1602	1.8994	0.037827	0.3284	0.057509	0.37724
JAK3	12	-0.10933	-1.0754	0.46957	0.80931	0.28219	0.56096
KALRN	5	0.037529	0.26025	0.64505	0.89366	0.79467	0.88336
KDR	6	0.17962	1.6596	0.10779	0.50198	0.096992	0.39854
KIAA1804	6	0.17366	1.7685	0.11945	0.51661	0.076978	0.39013
KIT	6	0.32013	1.778	0.0068259	0.12	0.075407	0.38778
KSR1	6	-0.17182	-0.97962	0.34812	0.74362	0.32727	0.59512
KSR2	6	-0.048233	-0.39062	0.90671	0.97582	0.69608	0.833
LATS1	6	0.1483	0.74672	0.17321	0.58807	0.45523	0.70028
LATS2	6	-0.28068	-1.9483	0.12088	0.51956	0.051383	0.37289
LCK	6	-0.1673	-1.6351	0.3649	0.75604	0.10203	0.40485
LIMK1	6	-0.038779	-0.35818	0.96274	0.99413	0.72021	0.84482
LIMK2	6	-0.04454	-0.42031	0.92861	0.98284	0.67426	0.81748
LMTK2	6	-0.059296	-0.52314	0.8521	0.96646	0.60088	0.76909
LMTK3	6	-0.11844	-0.92208	0.562	0.85283	0.35649	0.62142
LRRK1	6	0.072937	0.43065	0.45108	0.7999	0.66672	0.81339
LRRK2	6	-0.10411	-1.3988	0.626	0.88421	0.16189	0.45401
LTK	6	-0.21348	-0.90508	0.23151	0.64348	0.36542	0.63075
LYN	6	-0.0064522	-0.059458	0.87116	0.969	0.95259	0.97755
MAK	6	0.28028	1.325	0.017349	0.23106	0.18517	0.47662
MAP2K1	6	-0.18581	-1.5049	0.30518	0.7106	0.13235	0.42737
MAP2K2	6	-0.24627	-1.5074	0.17122	0.58487	0.13171	0.42737
MAP2K3	6	-0.11971	-1.743	0.55176	0.84922	0.081334	0.39097
MAP2K4	6	0.13214	1.1865	0.2244	0.6399	0.23544	0.51934
MAP2K5	6	0.02291	0.23396	0.71104	0.91441	0.81502	0.89383
MAP2K6	6	-0.067103	-0.68331	0.81286	0.95303	0.49441	0.72792
MAP2K7	6	-0.085062	-1.0185	0.72327	0.91535	0.30845	0.57965
MAP3K1	17	-0.05596	-0.77502	0.80518	0.95303	0.43833	0.68623
MAP3K10	6	-0.11903	-0.9797	0.55717	0.84922	0.32723	0.59512
MAP3K11	6	0.027459	0.27442	0.68771	0.91049	0.78376	0.87817
MAP3K12	6	-0.233	-2.0595	0.19084	0.60215	0.03945	0.35649
MAP3K13	6	0.0050967	0.064443	0.81314	0.95303	0.94862	0.97696
MAP3K14	6	-0.15938	-1.9374	0.39022	0.77017	0.052692	0.37289
MAP3K2	6	-0.61739	-2.1219	0.0022753	0.05298	0.033847	0.33893
MAP3K3	6	-0.30134	-1.6053	0.091866	0.475	0.10843	0.41111
MAP3K4	6	0.026914	0.22235	0.69027	0.91126	0.82404	0.90007
MAP3K5	6	0.29992	1.827	0.0099545	0.16055	0.067703	0.38394
MAP3K6	6	-0.29639	-1.7957	0.098407	0.4887	0.072536	0.38645
MAP3K7	6	-0.12436	-0.55781	0.52844	0.84316	0.57697	0.75633
MAP3K8	6	0.14301	0.96672	0.18914	0.60215	0.33368	0.60075
MAP3K9	6	-0.14289	-1.344	0.45108	0.7999	0.17894	0.47195
MAP4K1	6	0.054208	0.91418	0.54096	0.84704	0.36062	0.62522
MAP4K3	6	0.25286	1.7823	0.028726	0.29023	0.074702	0.38778
MAP4K4	6	0.0066574	0.096398	0.80518	0.95303	0.9232	0.96399
MAP4K5	6	0.17576	1.5442	0.11433	0.51145	0.12253	0.42059
MAPK1	6	-0.30604	-2.3081	0.087884	0.46466	0.020993	0.29088
MAPK10	6	-0.025694	-0.36954	0.97213	0.99622	0.71172	0.84087
MAPK11	6	-0.005964	-0.21874	0.86803	0.96797	0.82685	0.90202
MAPK12	6	0.05408	0.56833	0.54124	0.84704	0.56981	0.75131
MAPK13	6	-0.022758	-0.16071	0.95705	0.99353	0.87232	0.9318
MAPK14	6	-0.65855	-2.762	0.00085324	0.025862	0.0057447	0.15302
MAPK15	6	0.002667	0.017448	0.82679	0.95562	0.98608	0.99659
MAPK3	6	-0.23957	-1.7778	0.18231	0.59517	0.075443	0.38778
MAPK6	6	-0.24381	-2.0046	0.17634	0.59217	0.045006	0.37289
MAPK7	6	-0.42154	-1.8966	0.026166	0.28049	0.057875	0.37823
MAPK8	6	-0.16726	-1.4055	0.3649	0.75604	0.15987	0.45282
MAPK9	6	0.23677	1.8214	0.038396	0.3317	0.068551	0.38503
MAPKAPK2	6	0.075627	0.52378	0.43743	0.79323	0.60043	0.76893
MAPKAPK3	6	0.068924	0.72614	0.46928	0.80931	0.46775	0.71042
MAPKAPK5	6	-0.075189	-0.54261	0.77389	0.9386	0.5874	0.76079
MARK1	6	0.13159	0.88378	0.22582	0.64239	0.37682	0.64346
MARK2	6	0.12989	1.5941	0.22981	0.64286	0.11092	0.41403
MARK3	6	0.10393	1.1358	0.32082	0.7212	0.25603	0.53571
MARK4	6	0.068584	1.3821	0.47127	0.81106	0.16693	0.45857
MAST1	6	-0.31318	-1.4858	0.081342	0.44969	0.13732	0.43164
MAST2	6	-0.29978	-2.3006	0.093572	0.4775	0.021414	0.29088
MAST3	6	-0.18107	-1.5747	0.32082	0.7212	0.11533	0.41813
MAST4	6	0.026119	0.36211	0.69454	0.91126	0.71727	0.84418
MASTL	12	-0.19521	-1.3026	0.12912	0.53286	0.1927	0.48341
MATK	6	-0.21507	-1.7508	0.22867	0.64286	0.079986	0.39097
MELK	6	0.1252	1.1149	0.24516	0.65852	0.26487	0.54366
MERTK	6	0.12794	1.1877	0.23663	0.65129	0.23497	0.51889
MET	6	0.076564	0.68737	0.43458	0.79305	0.49185	0.72792
MINK1	6	-0.03164	-0.2992	0.99858	0.99972	0.76479	0.86769
MKNK1	6	-0.13938	-1.5937	0.46615	0.80779	0.11099	0.41403
MKNK2	6	-0.062596	-0.5566	0.8339	0.96068	0.5778	0.75676
MLKL	6	-0.053809	-0.38484	0.87856	0.96927	0.70036	0.83586
MOK	6	0.043319	0.51993	0.60438	0.87305	0.60311	0.77031
MOS	6	-0.13098	-0.66784	0.49801	0.8279	0.50423	0.72847
MST1R	6	0.054206	0.66645	0.54096	0.84704	0.50512	0.72847
MTOR	6	-0.12604	-0.61484	0.51962	0.84116	0.53866	0.73781
MUSK	6	0.071598	0.93675	0.45648	0.80451	0.34889	0.6155
MYLK2	6	-0.25086	-1.9542	0.16183	0.57847	0.050677	0.37289
MYLK3	6	-0.10864	-0.8162	0.60353	0.87253	0.41439	0.67448
MYLK4	6	0.20228	1.4248	0.073663	0.4375	0.15422	0.44897
MYO3A	6	0.27249	1.4018	0.019625	0.24643	0.16097	0.45399
MYO3B	6	-0.099181	-0.66949	0.64903	0.89402	0.50318	0.72847
NEK1	6	0.17351	1.3981	0.11945	0.51661	0.16208	0.45401
NEK10	6	0.25255	1.5935	0.028726	0.29023	0.11104	0.41403
NEK11	6	0.18513	1.2441	0.097838	0.4887	0.21346	0.50203
NEK2	6	0.15555	1.479	0.15671	0.57456	0.13915	0.43229
NEK3	6	0.12956	0.79893	0.23123	0.64348	0.42433	0.68039
NEK4	6	-0.059896	-0.44156	0.84869	0.96635	0.65881	0.80676
NEK5	6	-0.14208	-1.6061	0.45705	0.80488	0.10825	0.41111
NEK6	6	-0.24685	-2.0475	0.1698	0.58487	0.040611	0.36176
NEK7	6	-0.12458	-1.5792	0.52816	0.84316	0.1143	0.41813
NEK8	6	0.2002	1.4274	0.076507	0.44302	0.15345	0.44897
NEK9	6	-0.012476	-0.18979	0.90245	0.97451	0.84948	0.915
NIM1K	6	-0.01496	-0.46635	0.91496	0.97903	0.64097	0.79381
NLK	6	0.069705	0.5443	0.46559	0.80779	0.58624	0.75975
NPR1	6	-0.0090162	-0.13851	0.88453	0.97157	0.88984	0.94436
NPR2	6	0.13442	1.3947	0.21729	0.63262	0.16309	0.45447
NRBP1	6	-0.028946	-0.27232	0.98692	0.99799	0.78538	0.8783
NRBP2	6	0.033011	0.27865	0.66069	0.89869	0.78052	0.87621
NRK	6	0.14772	1.4852	0.17463	0.58869	0.13749	0.43164
NTRK1	6	0.078814	0.67544	0.42605	0.78895	0.4994	0.72847
NTRK2	6	0.18077	1.4186	0.10552	0.5	0.15602	0.45018
NTRK3	6	0.087741	0.87396	0.38993	0.77017	0.38214	0.64682
NUAK1	6	-0.12312	-1.0001	0.53441	0.84336	0.31725	0.58707
NUAK2	6	-0.065571	-0.40129	0.81968	0.95423	0.6882	0.82805
OBSCN	12	-0.067114	-0.6264	0.74232	0.92619	0.53106	0.73781
OXSR1	6	0.18101	0.99584	0.10438	0.49864	0.31933	0.58814
PAK1	6	0.11571	0.98738	0.27645	0.67994	0.32346	0.59141
PAK2	6	0.10257	0.50716	0.32622	0.7232	0.61204	0.77625
PAK3	6	0.087637	1.0198	0.38993	0.77017	0.3078	0.57936
PAK4	6	-0.30482	-2.4093	0.089022	0.46647	0.015984	0.26401
PAK6	6	-0.017141	-0.098712	0.92321	0.98185	0.92137	0.96357
PAK7	6	-0.049867	-0.33954	0.89647	0.97314	0.7342	0.85092
PASK	6	0.12972	0.9268	0.23038	0.64286	0.35403	0.62007
PBK	6	0.002497	0.02144	0.82793	0.95599	0.98289	0.99535
PDGFRA	6	-0.40332	-1.9371	0.031854	0.30214	0.052727	0.37289
PDGFRB	6	-0.058224	-0.54648	0.85694	0.96646	0.58474	0.75965
PDIK1L	6	0.15062	1.2144	0.16724	0.58218	0.2246	0.51179
PDK1	5	0.028654	0.4478	0.69425	0.91126	0.65429	0.8052
PDK2	6	-0.042978	-0.50316	0.93544	0.98355	0.61485	0.77736
PDK3	6	-0.13986	-1.1909	0.46473	0.80779	0.2337	0.51889
PDK4	6	-0.0060485	-0.040259	0.86803	0.96797	0.96789	0.98671
PDPK1	5	-0.12189	-1.1885	0.57366	0.85575	0.23462	0.51889
PHKG1	6	-0.18941	-1.376	0.2938	0.69603	0.16883	0.45868
PHKG2	6	-0.36555	-2.0336	0.045506	0.36364	0.041995	0.36537
PIK3R4	6	-0.3154	-2.3873	0.07992	0.44603	0.016973	0.2676
PIM1	6	0.061738	0.21469	0.50114	0.82879	0.83001	0.90396
PIM2	6	-0.1175	-0.97734	0.56797	0.85451	0.3284	0.59512
PIM3	6	-0.24902	-2.2787	0.1661	0.58209	0.022685	0.29971
PINK1	6	0.17112	1.1636	0.12372	0.52158	0.24458	0.52744
PKMYT1	6	-0.64356	-2.3626	0.0017065	0.042857	0.018147	0.27384
PKN1	6	0.0083969	0.075305	0.79522	0.95005	0.93997	0.97405
PKN2	6	0.39059	1.7719	0.0017065	0.042857	0.076416	0.39013
PKN3	6	-0.099808	-0.78787	0.64391	0.89366	0.43077	0.68369
PLK1	6	-0.39446	-1.8788	0.033845	0.31186	0.060269	0.3825
PLK2	6	0.20981	1.2706	0.065131	0.42486	0.20389	0.49202
PLK3	6	-0.032179	-0.36407	0.99573	0.99829	0.7158	0.84398
PLK4	6	-0.39905	-1.6375	0.032423	0.30319	0.10152	0.40485
PNCK	6	0.13575	1.4009	0.21331	0.62762	0.16123	0.454
POMK	4	-0.0049801	-0.062669	0.89647	0.97314	0.95003	0.97698
PRKAA1	6	0.039639	0.55365	0.62742	0.88421	0.57982	0.75758
PRKAA2	6	0.21924	1.8408	0.055745	0.39596	0.06565	0.38394
PRKACA	6	0.14186	1.2476	0.19425	0.60657	0.21218	0.49973
PRKACB	6	0.13356	0.81434	0.21985	0.63517	0.41545	0.67457
PRKACG	6	-0.034215	-0.41451	0.98493	0.99712	0.6785	0.82121
PRKCA	6	0.059906	0.45846	0.51109	0.83698	0.64662	0.79857
PRKCB	6	0.047324	0.92898	0.57537	0.85575	0.3529	0.61885
PRKCD	6	0.079619	0.87538	0.42349	0.78741	0.38137	0.64682
PRKCE	6	-0.044752	-0.32429	0.92776	0.98284	0.74572	0.85769
PRKCG	6	-0.085266	-0.60716	0.72298	0.91535	0.54375	0.74011
PRKCH	6	0.046177	0.45037	0.58333	0.86158	0.65244	0.8035
PRKCI	6	0.11775	0.78386	0.27048	0.67639	0.43312	0.68516
PRKCQ	6	0.14769	1.2269	0.17463	0.58869	0.21984	0.50753
PRKCZ	6	-0.075474	-0.67942	0.77304	0.9386	0.49687	0.72792
PRKD1	6	0.064017	0.86202	0.49346	0.82582	0.38868	0.65354
PRKD2	6	0.11983	1.3107	0.26365	0.67192	0.18997	0.48331
PRKD3	6	0.053087	0.61769	0.54721	0.84877	0.53678	0.73781
PRKDC	6	-0.42867	-2.3557	0.02446	0.27564	0.018486	0.27425
PRKG1	6	0.069538	0.7771	0.46615	0.80779	0.4371	0.68623
PRKG2	6	-0.10898	-1.2198	0.60125	0.87068	0.22252	0.50961
PRKX	6	-0.011068	-0.096971	0.89619	0.97314	0.92275	0.96399
PRKY	5	0.17863	1.3202	0.15017	0.5623	0.18676	0.47827
PRPF4B	6	-0.27438	-1.419	0.13083	0.53403	0.15591	0.45018
PSKH1	6	-0.084559	-1.0382	0.72526	0.91535	0.29916	0.57212
PSKH2	6	0.14166	1.1509	0.19511	0.60762	0.24978	0.53098
PTK2	6	0.043354	0.40083	0.6041	0.873	0.68855	0.82805
PTK2B	6	0.16992	1.3524	0.12543	0.52563	0.17625	0.46858
PTK6	6	-0.25417	-1.6944	0.15899	0.57792	0.090193	0.3969
PTK7	6	-0.36969	-1.8907	0.0438	0.3578	0.058668	0.3784
RAF1	6	-0.3474	-1.9659	0.055745	0.39596	0.049309	0.37289
RET	6	-0.019985	-0.24897	0.9417	0.98571	0.80338	0.88855
