Gene	sgRNA	c13|beta	c13|z	c13|p-value	c13|fdr	c13|wald-p-value	c13|wald-fdr
ZNF611	6	0.21432	1.5228	0.060296	0.41006	0.12781	0.42417
ZNF613	6	-0.087487	-1.0711	0.70933	0.91425	0.28412	0.56184
ZNF614	6	0.10814	0.89413	0.30631	0.7123	0.37125	0.63799
ZNF615	6	0.16589	1.6771	0.13225	0.5351	0.09353	0.3982
ZNF616	6	0.065935	1.3876	0.48663	0.8222	0.16527	0.45791
ZNF619	6	0.062451	0.82746	0.49801	0.8279	0.40797	0.67228
ZNF620	6	-0.048888	-0.50915	0.90131	0.97451	0.61064	0.77566
ZNF621	7	0.01836	0.35966	0.71985	0.91535	0.7191	0.84433
ZNF623	6	0.0035613	0.0385	0.82253	0.95423	0.96929	0.98755
ZNF624	6	0.17195	1.684	0.12287	0.52158	0.09218	0.3982
ZNF625	6	0.062684	0.82616	0.49716	0.82726	0.40871	0.67246
ZNF626	5	0.09457	0.75759	0.40301	0.77107	0.4487	0.69438
ZNF627	6	0.12355	1.1902	0.25199	0.66268	0.23396	0.51889
ZNF628	6	0.078847	1.3178	0.42605	0.78895	0.18757	0.47963
ZNF629	6	-0.13629	-1.3363	0.48038	0.81594	0.18146	0.47435
ZNF630	6	0.033524	0.47028	0.65813	0.89845	0.63816	0.79173
ZNF639	6	-0.11389	-1.718	0.58134	0.86099	0.085792	0.39379
ZNF641	6	0.0018471	0.019016	0.83163	0.95932	0.98483	0.99598
ZNF646	6	-0.22711	-1.8248	0.20279	0.61839	0.06803	0.38394
ZNF648	6	0.13273	1.2047	0.22184	0.6357	0.22833	0.51495
ZNF649	6	0.045068	0.47502	0.59073	0.86564	0.63477	0.79053
ZNF652	6	0.15202	1.4957	0.16411	0.57932	0.13474	0.43147
ZNF653	6	-0.049381	-0.47233	0.8996	0.97451	0.63669	0.79087
ZNF655	6	0.04493	1.3897	0.59187	0.86564	0.16463	0.45685
ZNF658	5	0.2494	1.5215	0.051763	0.38316	0.12814	0.42419
ZNF660	6	0.12063	1.6833	0.26081	0.67192	0.092321	0.3982
ZNF662	6	-0.020428	-0.30052	0.9434	0.98691	0.76378	0.86683
ZNF664	6	0.09515	1.1026	0.35495	0.74835	0.27022	0.54857
ZNF665	6	0.11715	1.385	0.27304	0.67701	0.16606	0.45828
ZNF667	6	0.04936	0.77899	0.56655	0.85451	0.43599	0.68623
ZNF668	6	-0.16223	-1.6322	0.37998	0.76562	0.10264	0.40485
ZNF669	6	0.084015	0.76245	0.4033	0.77107	0.44579	0.69181
ZNF670	6	-0.050344	-0.56842	0.89534	0.97314	0.56975	0.75131
ZNF671	6	0.11616	1.5534	0.27531	0.6793	0.12032	0.41904
ZNF672	6	-0.3503	-2.1432	0.054323	0.39059	0.032097	0.33615
ZNF674	6	0.10605	1.6132	0.312	0.71512	0.10671	0.40935
ZNF675	6	0.049133	0.65748	0.56797	0.85451	0.51087	0.73042
ZNF676	6	0.33159	1.8052	0.0062571	0.11111	0.071043	0.38645
ZNF677	6	0.25025	1.9975	0.030717	0.29834	0.045766	0.37289
ZNF678	5	0.20054	1.6496	0.1095	0.50319	0.099026	0.40192
ZNF679	4	-0.065761	-0.50735	0.81229	0.95303	0.61191	0.77625
ZNF680	5	0.24465	1.7079	0.054039	0.38934	0.087662	0.3969
ZNF681	5	0.078055	0.935	0.46957	0.80931	0.34979	0.61554
ZNF682	6	-0.067254	-0.91452	0.81257	0.95303	0.36044	0.62522
ZNF683	6	-0.24677	-1.4827	0.17008	0.58487	0.13815	0.43229
ZNF684	6	0.055573	1.3757	0.53441	0.84336	0.16891	0.45868
ZNF687	7	-0.099328	-0.82771	0.61746	0.8795	0.40783	0.67228
ZNF688	6	-0.087537	-1.8281	0.70876	0.91425	0.067539	0.38394
ZNF689	6	0.080089	0.50975	0.42235	0.78696	0.61023	0.77541
ZNF691	6	-0.25467	-2.0818	0.1587	0.57764	0.037364	0.35158
ZNF692	4	-0.19184	-1.3821	0.35523	0.74835	0.16694	0.45857
ZNF695	5	0.17911	1.8121	0.14875	0.56163	0.06997	0.38645
ZNF696	6	-0.22342	-1.2359	0.20961	0.62194	0.2165	0.50544
ZNF697	6	0.042522	0.59857	0.61035	0.87597	0.54946	0.74162
ZNF699	6	-0.33956	-2.392	0.059727	0.40856	0.016757	0.2666
ZNF7	6	-0.024858	-0.20878	0.96644	0.99531	0.83462	0.90567
ZNF70	6	-0.24988	-0.8886	0.16325	0.57847	0.37422	0.64105
ZNF700	6	0.27363	1.9358	0.019625	0.24643	0.052891	0.37289
ZNF701	4	0.039226	0.35884	0.70421	0.91425	0.71971	0.84463
ZNF703	6	0.24945	1.4906	0.030717	0.29834	0.13606	0.43164
ZNF705A	6	0.16695	1.4818	0.13111	0.53403	0.13838	0.43229
ZNF705D	6	0.12048	1.8445	0.26081	0.67192	0.065105	0.38394
ZNF705G	6	0.10715	1.6059	0.30916	0.71344	0.1083	0.41111
ZNF706	4	-0.21415	-2.0537	0.30319	0.70972	0.040008	0.35884
ZNF707	6	-0.15232	-1.3242	0.41581	0.78307	0.18544	0.47662
ZNF708	6	0.044617	1.04	0.59357	0.86633	0.29835	0.57212
ZNF709	6	0.12706	1.1823	0.23976	0.65552	0.23709	0.52167
ZNF71	6	0.041116	0.27242	0.6186	0.8795	0.7853	0.8783
ZNF710	6	-0.065462	-0.88676	0.81997	0.95423	0.37521	0.64227
ZNF711	6	0.25036	1.8321	0.030717	0.29834	0.066934	0.38394
ZNF713	6	0.072269	1.288	0.45364	0.80191	0.19775	0.48762
ZNF714	5	0.14312	1.6224	0.24431	0.6585	0.10471	0.40816
ZNF716	5	0.14517	1.035	0.23777	0.65313	0.30065	0.57357
ZNF717	6	0.12832	1.5993	0.23578	0.65071	0.10974	0.4118
ZNF726	6	0.22787	1.5428	0.046644	0.36771	0.12287	0.42059
ZNF732	6	-0.31129	-1.9127	0.083618	0.453	0.055783	0.37624
ZNF736	5	-0.077364	-0.53191	0.75967	0.93613	0.59479	0.76575
ZNF737	5	0.10991	1.397	0.34329	0.74176	0.16241	0.45401
ZNF74	6	-0.012023	-0.11564	0.90074	0.97451	0.90794	0.95607
ZNF740	7	0.086054	0.7871	0.35353	0.74789	0.43122	0.68369
ZNF746	6	-0.0051572	-0.12564	0.8632	0.96658	0.90002	0.95107
ZNF749	6	0.18522	1.9006	0.097838	0.4887	0.057358	0.37696
ZNF75A	6	0.13397	1.0946	0.21815	0.63262	0.2737	0.55179
ZNF75D	6	0.12536	1.305	0.2446	0.6585	0.1919	0.48341
ZNF76	7	-0.071955	-0.87671	0.75028	0.93281	0.38064	0.64658
ZNF763	6	0.20634	1.5044	0.069681	0.43672	0.13249	0.42737
ZNF764	6	-0.11317	-0.81783	0.58504	0.86211	0.41345	0.67448
ZNF765	4	0.25654	1.2174	0.071957	0.4375	0.22344	0.51014
ZNF766	6	0.067126	0.76258	0.47838	0.81541	0.44571	0.69181
ZNF768	6	0.26369	1.8252	0.023322	0.26537	0.067974	0.38394
ZNF77	6	0.25943	1.883	0.025313	0.27726	0.0597	0.38087
ZNF770	6	-0.21716	-2.4906	0.22383	0.63932	0.012754	0.23355
ZNF771	6	0.027876	0.32137	0.68544	0.91049	0.74793	0.85904
ZNF772	8	0.014518	0.17973	0.71189	0.9145	0.85737	0.92046
ZNF773	6	0.13081	1.2647	0.22782	0.64286	0.20599	0.49371
ZNF774	6	-0.077355	-1.5613	0.76394	0.93626	0.11846	0.41904
ZNF775	6	0.14079	1.2198	0.2008	0.61498	0.22255	0.50961
ZNF776	6	0.098223	1.1758	0.34471	0.74176	0.23966	0.5235
ZNF777	6	-0.11882	-1.3616	0.5583	0.84948	0.17331	0.46623
ZNF778	6	-0.040172	-0.32264	0.95165	0.99111	0.74697	0.85861
ZNF780A	6	0.11026	1.9419	0.29693	0.6988	0.052155	0.37289
ZNF780B	6	0.14984	1.6138	0.16951	0.58487	0.10656	0.40935
ZNF781	6	0.20371	1.6004	0.072241	0.4375	0.10951	0.4118
ZNF782	6	-0.14193	-1.0272	0.45791	0.80488	0.30432	0.57558
ZNF783	6	-0.11039	-0.83974	0.59642	0.86725	0.40105	0.66532
ZNF784	6	0.16526	1.4285	0.13396	0.53741	0.15316	0.44897
ZNF785	6	0.17146	1.1541	0.12315	0.52158	0.24848	0.5297
ZNF786	6	0.033695	0.49317	0.65785	0.89845	0.62189	0.78148
ZNF787	6	-0.053275	-0.61141	0.88168	0.97057	0.54093	0.73851
ZNF789	1	0.28011	0.61584	0.32224	0.7212	0.538	0.73781
ZNF79	6	-0.28274	-1.8341	0.1186	0.51661	0.066642	0.38394
ZNF790	6	0.22025	1.7688	0.054039	0.38934	0.076935	0.39013
ZNF791	6	0.14617	1.7496	0.17747	0.59242	0.080195	0.39097
ZNF792	6	-0.060135	-0.41064	0.8467	0.96533	0.68133	0.82265
ZNF793	6	-0.082459	-1.0068	0.73663	0.92204	0.31403	0.5845
ZNF799	6	0.20409	1.9585	0.071388	0.4375	0.050173	0.37289
ZNF8	6	-0.12119	-1.1725	0.54608	0.84877	0.24101	0.52405
ZNF80	6	0.18685	1.5608	0.093572	0.4775	0.11857	0.41904
ZNF800	5	0.039879	0.3567	0.63709	0.88999	0.72131	0.8451
ZNF805	6	-0.20668	-0.91677	0.24716	0.65883	0.35926	0.62379
ZNF808	6	0.19311	1.4184	0.083618	0.453	0.15608	0.45018
ZNF81	6	0.22731	1.7519	0.047497	0.36947	0.079798	0.39097
ZNF813	6	-0.20056	-1.7125	0.26337	0.67192	0.086797	0.39473
ZNF814	6	0.2128	1.9535	0.062002	0.41399	0.050759	0.37289
ZNF816	4	0.038284	0.82929	0.70592	0.91425	0.40694	0.67173
ZNF821	6	0.035216	0.27635	0.64932	0.89402	0.78228	0.87721
ZNF823	6	0.11248	1.0189	0.28896	0.69231	0.30825	0.57957
ZNF827	6	-0.067855	-0.83402	0.81058	0.95303	0.40427	0.66858
ZNF83	6	0.12911	0.96671	0.23294	0.6459	0.33369	0.60075
ZNF831	6	0.18966	1.6425	0.089875	0.46884	0.10049	0.40289
ZNF836	6	0.067123	1.1356	0.47838	0.81541	0.25612	0.53571
ZNF837	6	-0.25247	-1.5379	0.16069	0.57847	0.12408	0.42275
ZNF84	6	0.086785	1.0731	0.39278	0.77017	0.28321	0.56153
ZNF841	6	0.19808	1.9316	0.078498	0.44302	0.053407	0.37289
ZNF844	6	0.1488	1.3537	0.1715	0.58487	0.17584	0.46858
ZNF845	5	0.25949	1.5519	0.0438	0.3578	0.12068	0.41904
ZNF846	6	0.064198	0.78292	0.49317	0.82582	0.43368	0.68546
ZNF85	6	0.26832	1.9199	0.021047	0.25253	0.054872	0.3738
ZNF852	6	0.1413	1.8403	0.19767	0.61233	0.065723	0.38394
ZNF860	4	0.045696	0.32816	0.67463	0.90534	0.74279	0.85619
ZNF865	6	-0.0054336	-0.077404	0.86519	0.96756	0.9383	0.97318
ZNF878	6	0.072576	0.99321	0.45222	0.8002	0.32061	0.5894
ZNF879	6	0.14404	1.7817	0.18658	0.59982	0.074802	0.38778
ZNF880	5	-0.0046895	-0.066177	0.87201	0.96916	0.94724	0.97626
ZNF90	5	0.20118	1.5445	0.10893	0.50319	0.12247	0.42059
ZNF91	5	0.022107	0.20087	0.72782	0.91622	0.8408	0.90931
ZNF92	5	0.10711	1.5168	0.35438	0.74835	0.12933	0.42611
ZNF93	6	0.23016	1.651	0.043231	0.35681	0.098741	0.40182
ZNF98	6	-0.15703	-1.2606	0.3996	0.77107	0.20746	0.49491
ZNF99	6	0.20785	1.6655	0.067122	0.42909	0.095804	0.3982
ZPR1	9	-0.64503	-3.4067	0	0	0.00065757	0.052546
ZSCAN1	6	0.093582	1.3008	0.36206	0.75549	0.19333	0.48341
ZSCAN10	6	-0.1445	-1.1529	0.44625	0.79574	0.24896	0.52986
ZSCAN12	6	0.11754	1.2294	0.2719	0.67657	0.21894	0.50753
ZSCAN16	6	0.10681	1.0614	0.30944	0.71344	0.2885	0.56591
ZSCAN2	6	0.077788	0.31634	0.43032	0.7906	0.75174	0.86022
ZSCAN20	19	0.00046433	0.0086539	0.66098	0.89869	0.9931	1
ZSCAN21	6	-0.20046	-0.71606	0.26394	0.67192	0.47395	0.71551
ZSCAN22	6	-0.043598	-0.34931	0.93259	0.98321	0.72686	0.8487
ZSCAN23	6	-0.22582	-1.3313	0.20478	0.62054	0.1831	0.47438
ZSCAN25	6	0.11578	1.0676	0.27645	0.67994	0.28572	0.56375
ZSCAN26	6	0.099499	1.0649	0.33931	0.7387	0.28694	0.56489
ZSCAN29	7	-0.010697	-0.09158	0.8868	0.97195	0.92703	0.96691
ZSCAN30	6	0.097981	1.4549	0.34556	0.74176	0.1457	0.44143
ZSCAN31	6	0.061121	0.58512	0.50427	0.83044	0.55847	0.74406
ZSCAN32	6	-0.13675	-1.0137	0.47753	0.81541	0.31073	0.58299
ZSCAN4	6	-0.025207	-0.29321	0.96871	0.99562	0.76936	0.86952
ZSCAN5A	6	-0.32963	-1.6677	0.067122	0.42909	0.095371	0.3982
ZSCAN5B	6	0.091612	0.85445	0.36974	0.76023	0.39286	0.65744
ZSCAN9	7	-0.05821	-0.71381	0.82253	0.95423	0.47535	0.717
ZXDA	6	-0.0058363	-0.05691	0.86775	0.96797	0.95462	0.97912
ZXDB	6	0.19045	0.93846	0.088453	0.46627	0.34801	0.61426
ZXDC	6	-0.086196	-0.83705	0.71928	0.91535	0.40256	0.6667
ZZZ3	12	-0.38465	-3.0524	0.0022753	0.05298	0.0022706	0.10511
ACAT1	5	0.10586	0.8223	0.35922	0.75403	0.41091	0.67341
ACTR	5	-0.048432	-0.5826	0.8979	0.97348	0.56016	0.74462
ASH1L	24	0.13014	2.4293	0.013083	0.19087	0.015129	0.25949
ATAD2	6	0.045512	0.68784	0.58845	0.86533	0.49155	0.72792
ATAD2B	6	-0.082868	-1.0017	0.73464	0.92056	0.31648	0.58654
ATAT1	7	0.048345	1.0817	0.55233	0.84922	0.2794	0.55849
ATRX	13	-0.1817	-2.4581	0.15586	0.57456	0.013968	0.24554
BAZ1A	14	0.17587	2.2653	0.01479	0.20472	0.023492	0.30035
BAZ1B	12	-0.22276	-2.9465	0.0876	0.46466	0.0032136	0.12388
BAZ2A	18	-0.059471	-1.5086	0.76251	0.93613	0.1314	0.42737
BAZ2B	18	0.094475	1.2221	0.10722	0.50133	0.22167	0.5084
BPTF	17	-0.63326	-3.9251	0	0	8.6702e-05	0.012305
BRD1	24	-0.10316	-1.5424	0.36604	0.75795	0.12298	0.42059
BRD2	13	-0.41493	-3.4491	0.0011377	0.033613	0.00056236	0.047078
BRD3	13	-0.0072209	-0.097801	0.78754	0.94537	0.92209	0.96375
BRD4	13	-0.72041	-4.5684	0	0	4.9155e-06	0.002469
BRD8	6	-0.21552	-1.9439	0.22782	0.64286	0.051902	0.37289
BRD9	6	0.3374	1.8206	0.0059727	0.10825	0.06867	0.38507
BRDT	13	0.13382	1.9393	0.068259	0.43321	0.052465	0.37289
BRPF1	24	0.10178	1.9519	0.041524	0.34679	0.050952	0.37289
BRPF3	23	0.034144	0.79929	0.3194	0.72097	0.42412	0.68039
BRWD1	28	-0.0087901	-0.32519	0.69425	0.91126	0.74504	0.85747
BRWD3	17	0.018664	0.53043	0.52133	0.84276	0.59581	0.76664
CARM1	6	-0.13875	-1.3835	0.469	0.80931	0.1665	0.45828
CECR2	9	0.00090131	0.0097079	0.76877	0.9386	0.99225	1
CHD1	12	-0.029137	-0.36736	0.95876	0.99353	0.71335	0.8425
CHD1L	13	0.043099	0.9862	0.40984	0.7764	0.32403	0.59146
CHD2	12	-0.42052	-3.5224	0.0014221	0.03876	0.00042759	0.036668
CHD3	20	0.0045519	0.07821	0.61604	0.8795	0.93766	0.97317
CHD4	18	-0.63144	-4.5321	0	0	5.8391e-06	0.0025663
CHD5	19	0.12358	1.8282	0.036121	0.32071	0.067515	0.38394
CHD6	17	-0.015553	-0.27132	0.82651	0.95561	0.78614	0.87835
CHD7	16	-0.36726	-2.8606	0.0011377	0.033613	0.0042279	0.13832
CHD8	11	0.088332	1.3076	0.2244	0.6399	0.191	0.48341
CHD9	11	-0.060426	-0.99154	0.81485	0.95341	0.32142	0.59045
CREBBP	21	-0.025905	-0.43365	0.90671	0.97582	0.66455	0.81158
DOT1L	12	-0.20105	-2.9915	0.11547	0.51392	0.0027757	0.11758
EHMT1	8	-0.24999	-2.0444	0.11007	0.50319	0.040915	0.36327
EHMT2	7	-0.19159	-1.5547	0.26251	0.67192	0.12003	0.41904
ELP3	7	-0.50754	-3.0482	0.0031286	0.067485	0.0023019	0.10511
EP300	21	-0.57821	-4.9586	0	0	7.1018e-07	0.0010119
EP400	5	-0.36421	-1.8642	0.071957	0.4375	0.062293	0.38394
ERCC6	7	-0.14792	-1.1729	0.40529	0.77248	0.24082	0.52405
EZH1	16	0.050735	0.68212	0.31769	0.72097	0.49516	0.72792
EZH2	19	-0.23769	-3.3054	0.021615	0.25418	0.00094845	0.068056
GCN5	6	-0.16938	-1.7228	0.35808	0.75209	0.084922	0.39311
GTF3C4	6	-0.62794	-2.6881	0.0017065	0.042857	0.0071864	0.17426
HAT1	11	-0.060407	-1.4914	0.81485	0.95341	0.13587	0.43164
HBO1	5	-0.25425	-1.4513	0.19027	0.60215	0.14671	0.44238
HDAC1	8	-0.46219	-2.7881	0.0062571	0.11111	0.0053016	0.14879
HDAC10	7	0.046116	0.74327	0.56911	0.85526	0.45732	0.70093
HDAC11	7	0.025754	0.68289	0.68259	0.91016	0.49467	0.72792
HDAC2	5	-0.053278	-0.71088	0.87372	0.96916	0.47716	0.71942
HDAC3	6	-0.39437	-1.5399	0.033845	0.31186	0.12359	0.42149
HDAC4	5	0.21831	1.7375	0.084755	0.45636	0.082304	0.39097
HDAC5	6	-0.019998	-0.1602	0.9417	0.98571	0.87273	0.9318
HDAC6	12	0.0075166	0.18984	0.67719	0.90705	0.84943	0.915
HDAC7	9	-0.048626	-0.92654	0.87941	0.96928	0.35416	0.62007
HDAC8	6	0.12153	1.1753	0.25683	0.6679	0.23986	0.5235
HDAC9	6	0.19945	1.6332	0.076507	0.44302	0.10243	0.40485
HELLS	6	0.080895	1.5648	0.41837	0.78476	0.11763	0.41904
HIF1AN	7	-0.15334	-1.5997	0.38737	0.77017	0.10966	0.4118
HLTF	18	0.067471	1.1971	0.20762	0.62054	0.23126	0.51831
HR	6	-0.10661	-1.5836	0.61291	0.87709	0.11328	0.41764
HSPBAP1	9	0.018225	0.64624	0.66155	0.89911	0.51813	0.73162
INO80	8	-0.24213	-2.0316	0.126	0.52675	0.04219	0.36537
JMJD1C	6	0.41597	1.803	0.00056883	0.019417	0.071396	0.38645
JMJD4	7	-0.030959	-0.34163	0.99261	0.998	0.73263	0.85018
JMJD6	4	-0.18483	-1.5715	0.37457	0.76295	0.11606	0.41853
JMJD7	5	0.10276	1.1105	0.36945	0.76023	0.2668	0.54572
JMJD8	6	-0.41258	-2.1361	0.028726	0.29023	0.032668	0.33683
KAT2A	6	-0.043028	-0.42554	0.93544	0.98355	0.67044	0.81566
KAT2B	6	0.055644	0.78891	0.53385	0.84336	0.43016	0.68369
KDM1A	10	-0.40782	-2.833	0.0039818	0.081871	0.0046116	0.13948
KDM1B	13	0.063202	0.89889	0.29551	0.69725	0.36871	0.63438
KDM2A	42	0	0	0.55745	0.84922	1	1
KDM2B	42	0	0	0.55745	0.84922	1	1
KDM3A	6	0.10114	0.82367	0.33191	0.7312	0.41013	0.67341
KDM3B	4	-0.11509	-1.0292	0.61604	0.8795	0.30338	0.57544
KDM4A	31	-0.012817	-0.2937	0.72184	0.91535	0.76899	0.86952
KDM4B	34	-0.14489	-2.3315	0.08248	0.45171	0.019726	0.2866
KDM4C	34	0.066665	1.5546	0.079067	0.44338	0.12004	0.41904
KDM4D	6	0.17319	1.667	0.12088	0.51956	0.095509	0.3982
KDM6A	4	-0.23021	-1.5534	0.26906	0.67427	0.12034	0.41904
KDM6B	6	-0.20901	-1.9437	0.24232	0.65842	0.051931	0.37289
KDM7A	11	-0.17493	-1.4435	0.21701	0.63262	0.14888	0.44512
KDM8	11	-0.26328	-3.2149	0.053754	0.38934	0.0013047	0.081263
KMT2A	49	0	0	0.55745	0.84922	1	1
KMT2B	46	0	0	0.55745	0.84922	1	1
KMT2C	67	0	0	0.55745	0.84922	1	1
KMT2D	56	0	0	0.55745	0.84922	1	1
MINA	6	0.25304	1.8003	0.028726	0.29023	0.071816	0.38645
MLL1	6	0.15859	1.4883	0.14846	0.56163	0.13667	0.43164
MLL5	9	0.0020158	0.028793	0.76223	0.93613	0.97703	0.9917
MOF	6	-0.2956	-1.7954	0.099545	0.49226	0.072594	0.38645
MORF	6	0.1449	1.7632	0.18032	0.5929	0.077875	0.39097
MOZ	7	0.09089	1.1243	0.33362	0.73175	0.26088	0.53892
NAT10	5	-0.09364	-0.69903	0.68714	0.91049	0.48453	0.72392
NCOA1	6	0.091316	0.82048	0.37059	0.76065	0.41194	0.67399
NCOA2	6	0.070496	0.88142	0.46217	0.80725	0.37809	0.64407
NO66	5	0.079238	1.3777	0.46587	0.80779	0.1683	0.45868
NSD1	48	0	0	0.55745	0.84922	1	1
NSD2	6	-0.27122	-2.151	0.13424	0.53741	0.031472	0.33465
NSD3	5	-0.087023	-0.64233	0.71615	0.91535	0.52066	0.73262
PADI4	8	-0.0068325	-0.074135	0.85296	0.96646	0.9409	0.97415
PCAF	5	0.20531	1.8633	0.10154	0.49584	0.062418	0.38394
PHF2	12	-0.10787	-1.1405	0.47469	0.81411	0.25409	0.53333
PHF8	11	-0.093723	-1.0249	0.58419	0.86158	0.30543	0.57674
PhIP	15	-0.24356	-2.6934	0.036974	0.32581	0.007072	0.17388
PRMT1	5	-0.63641	-2.3209	0.003413	0.071429	0.020292	0.28768
PRMT2	6	-0.62084	-2.7111	0.0019909	0.048276	0.006707	0.16965
PRMT3	6	0.20555	1.8629	0.070535	0.43739	0.062481	0.38394
PRMT5	6	-0.38315	-2.4932	0.037543	0.32836	0.01266	0.23306
PRMT6	3	0.19011	0.75309	0.25114	0.66268	0.4514	0.69702
PRMT7	5	-0.11935	-1.4248	0.58362	0.86158	0.15421	0.44897
PRMT8	8	0.022768	0.38182	0.66268	0.89961	0.7026	0.83598
PRMT9	5	-0.062571	-0.65425	0.83134	0.9593	0.51295	0.73042
RAD54L	6	-0.15791	-1.6188	0.39448	0.77017	0.10548	0.40824
RAD54L2	8	0.11567	1.5511	0.21246	0.62668	0.12087	0.4191
SETD1A	7	-0.73608	-2.6378	0	0	0.0083458	0.19563
SETD1B	7	-0.28275	-2.1996	0.096985	0.4887	0.027838	0.32198
SETD2	7	0.020009	0.23239	0.70961	0.91425	0.81624	0.89462
SETD4	5	-0.03635	-0.39826	0.96303	0.99413	0.69044	0.82968
SETD5	7	0.0096844	0.18885	0.77332	0.9386	0.85021	0.915
SETD6	7	0.0094147	0.099104	0.77418	0.93862	0.92106	0.96353
SETD7	9	0.097095	1.7701	0.24403	0.6585	0.076706	0.39013
SETD8	5	-0.24185	-1.1078	0.21075	0.62426	0.26794	0.54645
SETMAR	5	0.085506	1.1222	0.43857	0.79323	0.26176	0.53916
SHPRH	21	0.10923	2.1186	0.047213	0.36889	0.034124	0.33893
SIRT1	7	0.005236	0.093913	0.79835	0.95088	0.92518	0.96555
SIRT2	9	-0.0021634	-0.022527	0.79096	0.94753	0.98203	0.99505
SIRT3	5	0.16452	1.6339	0.18117	0.59422	0.10228	0.40485
SIRT4	6	-0.01407	-0.28887	0.90956	0.97709	0.77268	0.87076
SIRT5	6	0.17693	1.4605	0.11177	0.50319	0.14415	0.43921
SIRT6	10	-0.041824	-0.60329	0.92378	0.98216	0.54632	0.7405
SIRT7	10	-0.3076	-2.2387	0.036974	0.32581	0.025174	0.30981
SMARCA2	13	0.071841	1.3585	0.25626	0.66765	0.17432	0.46715
SMARCA4	17	-0.025093	-0.53642	0.92122	0.98092	0.59167	0.76313
SMARCAD1	5	0.083562	0.99074	0.44738	0.79646	0.32181	0.59072
SMARCAL1	6	0.07165	0.74777	0.4562	0.80441	0.4546	0.70028
SMYD1	4	0.064745	0.7425	0.58419	0.86158	0.45778	0.70103
SMYD2	3	-0.11379	-0.96365	0.62457	0.88335	0.33522	0.60196
SMYD3	8	0.047586	0.42831	0.5128	0.83805	0.66842	0.81462
SMYD4	6	0.056032	1.3218	0.53328	0.84336	0.18622	0.47792
SMYD5	9	0.016815	0.32691	0.67036	0.90307	0.74374	0.85663
SRCAP	6	-0.40657	-2.1482	0.03157	0.30214	0.031695	0.33465
SUV39H1	15	0.10233	1.7035	0.11121	0.50319	0.08847	0.3969
SUV39H2	15	0.17534	2.8351	0.0093857	0.15493	0.0045808	0.13948
SUV420H1	7	-0.31112	-1.531	0.068259	0.43321	0.12578	0.42417
SUV420H2	6	0.14601	1.2256	0.17776	0.59242	0.22035	0.50753
TAF1	9	-0.2279	-1.5662	0.12742	0.52893	0.11731	0.41904
TET1	16	0.10374	1.9861	0.098123	0.4887	0.047018	0.37289
TET2	12	0.11495	2.0789	0.11945	0.51661	0.037628	0.3522
TET3	18	-0.011211	-0.14333	0.77105	0.9386	0.88603	0.94242
TRIM24	24	-0.35335	-3.6175	0.00028441	0.010417	0.00029744	0.02905
TRIM28	28	-0.35335	-4.2437	0	0	2.1986e-05	0.0064419
TRIM33	27	-0.17842	-2.9859	0.058589	0.40313	0.0028276	0.11836
TRIM66	15	0.02295	0.42893	0.53185	0.84336	0.66798	0.81436
UTY	5	0.15989	1.7054	0.19198	0.60322	0.088122	0.3969
ZMYND11	19	0.00063799	0.013012	0.65927	0.89845	0.98962	0.99871
ZMYND8	20	-0.32899	-4.0712	0.0014221	0.03876	4.6769e-05	0.010963
ABTB1	12	-0.11018	-1.0322	0.46359	0.80779	0.30199	0.57529
ABTB2	6	-0.03918	-0.64589	0.96104	0.99353	0.51835	0.73164
AKAP1	6	-0.19336	-1.5457	0.28356	0.68806	0.12219	0.42059
ALG13	11	0.17912	1.5585	0.032992	0.30688	0.11911	0.41904
ANKFY1	6	-0.17514	-1.2802	0.3376	0.73681	0.20047	0.48977
ARID4B	12	-0.018669	-0.23472	0.87088	0.969	0.81443	0.89373
BAHCC1	6	0.056483	0.94696	0.52986	0.84336	0.34366	0.61108
BAHD1	6	-0.39254	-1.5773	0.034414	0.31186	0.11474	0.41813
BDP1	6	-0.27373	-1.9541	0.13111	0.53403	0.05069	0.37289
BTBD1	6	-0.18163	-1.507	0.31911	0.72097	0.1318	0.42737
BTBD11	6	-0.050979	-0.35057	0.8905	0.97238	0.72591	0.84794
BTBD17	6	0.18572	1.6452	0.096701	0.48851	0.099919	0.40254
BTBD18	6	-0.26076	-2.4249	0.14903	0.56163	0.015313	0.2601
BTBD19	6	-0.082709	-0.89376	0.73493	0.92056	0.37145	0.63802
BTBD2	6	0.18062	1.1033	0.1058	0.5	0.26992	0.54857
BTBD3	6	0.14271	1.1767	0.18999	0.60215	0.23931	0.52326
BTBD6	6	0.035947	0.35766	0.64477	0.89366	0.7206	0.84482
BTBD7	12	-0.010593	-0.18408	0.81115	0.95303	0.85395	0.91735
BTBD8	12	-0.027425	-0.44157	0.94425	0.98692	0.6588	0.80676
BTBD9	6	0.040796	0.65614	0.62088	0.88202	0.51173	0.73042
C17orf49	6	-0.16522	-1.7524	0.37144	0.76152	0.079712	0.39097
CBX1	6	-0.12885	-1.2581	0.50597	0.8317	0.20837	0.49535
CBX2	6	-0.65513	-2.1275	0.00085324	0.025862	0.033383	0.33775
CBX3	6	-0.009122	-0.11421	0.88595	0.97194	0.90907	0.95641
CBX4	6	-0.42215	-2.0025	0.025597	0.27778	0.045228	0.37289
