Gene	sgRNA	Cont2|beta	Cont2|z	Cont2|p-value	Cont2|fdr	Cont2|wald-p-value	Cont2|wald-fdr
ACVR2A	6	-0.01552	-0.1684	0.92886	0.9802	0.86627	0.92245
SOX30	6	0.11415	1.4399	0.20603	0.61046	0.14988	0.38424
TTBK2	6	0.028368	0.41501	0.62521	0.86975	0.67814	0.8036
ASB3	15	0.081517	1.3357	0.11411	0.45934	0.18165	0.4194
OARD1	6	0.10707	1.0302	0.23478	0.64403	0.3029	0.54103
DPF3	6	0.14181	1.7784	0.12493	0.4814	0.075342	0.31792
neg28	1	-0.038279	-0.72423	0.87109	0.96684	0.46893	0.67562
SP2	11	-0.11542	-1.607	0.39271	0.77133	0.10805	0.34486
ZNF627	6	0.047429	0.87319	0.51878	0.82302	0.38256	0.61199
STK31	12	0.1445	2.0295	0.022482	0.19268	0.04241	0.2965
RNF32	13	0.16768	2.3702	0.0071144	0.089606	0.017779	0.21469
NOTO	6	0.021774	0.88425	0.66733	0.88624	0.37656	0.60844
ZNF160	6	0.10844	1.1495	0.22823	0.63803	0.25033	0.48586
ING2	6	0.15052	1.9963	0.10415	0.43795	0.045901	0.30129
MYLK4	6	-0.08582	-1.8247	0.64229	0.88027	0.068048	0.31383
JADE3	12	0.17954	2.2681	0.0059761	0.078358	0.023323	0.24299
SFMBT2	24	0.13885	2.8643	0.0017075	0.029412	0.0041796	0.098571
SOX11	6	0.050098	0.75137	0.5037	0.81592	0.45243	0.66334
PAX2	6	-0.11032	-0.98592	0.52049	0.82387	0.32417	0.56005
ZBTB4	12	0.11955	1.843	0.056061	0.3184	0.065322	0.31322
CASP2	6	0.10186	1.3125	0.25697	0.66839	0.18934	0.42681
PSMA4	6	-1.0183	-3.3806	0	0	0.00072331	0.037378
RERE	18	0.00022741	0.0040454	0.65139	0.88161	0.99677	1
USP36	6	-0.64153	-2.7279	0.00085373	0.01676	0.0063748	0.12757
ZNF227	6	0.010071	0.10801	0.74986	0.92219	0.91399	0.95246
PSMA2	6	-1.0356	-3.1959	0	0	0.0013937	0.055029
SP4	5	0.073717	0.66958	0.4169	0.79158	0.50313	0.69345
HSF2	7	-0.052658	-0.96146	0.82442	0.9539	0.33632	0.57176
KLK13	6	-0.015201	-0.27158	0.92629	0.98013	0.78594	0.87732
TRIM35	12	-0.17437	-1.8386	0.13603	0.49896	0.065981	0.31322
ZHX2	6	-0.019965	-0.18747	0.95931	0.99293	0.85129	0.91228
PHF12	6	-0.29825	-2.044	0.073136	0.36714	0.040954	0.2965
KLK9	6	-0.00033448	-0.0044181	0.82982	0.95455	0.99647	1
TRIM13	9	0.017461	0.41427	0.62464	0.86965	0.67867	0.8038
ZNF497	6	-0.12704	-1.761	0.44991	0.80808	0.078244	0.32007
RIOK3	6	0.19622	1.5393	0.036995	0.25743	0.12372	0.35695
ISL2	6	-0.14501	-1.6101	0.37849	0.76613	0.10738	0.34437
PROX1	6	0.14474	1.5291	0.11867	0.47012	0.12624	0.35902
MORC2	6	-0.17004	-1.0681	0.29254	0.6934	0.28548	0.52606
DMRTC2	6	-0.075607	-0.98849	0.69892	0.90201	0.32291	0.5587
HOXA9	6	-0.022901	-0.27627	0.97695	0.99364	0.78234	0.87493
SETD7	9	0.086876	1.4202	0.21315	0.62344	0.15554	0.39292
KDM3A	6	-0.038399	-0.74423	0.92658	0.98013	0.45674	0.66735
FLT4	6	0.19609	1.571	0.036995	0.25743	0.11619	0.34941
CDC7	6	-0.62187	-2.9766	0.0014229	0.025773	0.0029144	0.081167
neg26	1	0.25315	0.62455	0.27348	0.67746	0.53227	0.70474
MITF	6	0.089961	2.0401	0.30393	0.70635	0.041345	0.2965
HMGB1	6	-0.16161	-1.3697	0.32157	0.71701	0.17079	0.40882
TOX4	5	-0.033884	-0.64294	0.92715	0.9802	0.52026	0.70036
RNF224	8	-0.10823	-1.1958	0.46642	0.80871	0.23177	0.47105
ARGFX	6	0.066284	0.87511	0.42003	0.79355	0.38152	0.6115
NFE2L1	6	-0.26275	-2.3212	0.10672	0.44066	0.020278	0.22912
PRSS8	6	-0.18512	-2.204	0.24929	0.65815	0.027526	0.26572
DTX2	7	0.21491	1.2262	0.011383	0.12422	0.22011	0.45631
KCNB2	6	0.077133	1.201	0.36653	0.75899	0.22973	0.46881
HIPK2	6	0.062165	0.71081	0.43939	0.80457	0.4772	0.68388
MAPK9	6	0.050109	0.75129	0.5037	0.81592	0.45248	0.66334
PAN2	6	-0.10259	-1.2863	0.55777	0.8441	0.19833	0.43247
ADAMTS10	6	0.023827	0.32599	0.65595	0.88222	0.74443	0.84917
ZNF684	6	-0.06088	-1.2747	0.79141	0.9413	0.20242	0.43584
HES5	6	-0.11516	-1.4112	0.50028	0.81592	0.15818	0.3954
STK10	6	-0.089208	-1.049	0.6218	0.86879	0.29418	0.5342
DPEP1	6	-0.1054	-0.98878	0.5424	0.8378	0.32277	0.5587
BTBD3	6	0.12048	1.1939	0.18583	0.58378	0.23251	0.47227
neg65	1	0.0033594	0.68912	0.99402	0.99829	0.49075	0.68903
PTK2	6	-0.48499	-2.426	0.0059761	0.078358	0.015268	0.20094
ANAPC10	8	-0.34656	-2.3538	0.016505	0.15467	0.018584	0.22062
ZNF737	5	0.324	1.7783	0.0025612	0.040179	0.07536	0.31792
DMRT2	6	-0.067758	-1.0363	0.74758	0.92111	0.30007	0.5388
NR1D1	6	-0.04136	-0.63682	0.90666	0.97749	0.52424	0.70114
ADAMTS15	6	0.024473	0.57933	0.65396	0.88161	0.56237	0.7236
CASP7	6	-0.12316	-1.4891	0.46784	0.80871	0.13646	0.36807
ZNF793	5	0.10608	0.46427	0.26978	0.67703	0.64245	0.77686
THAP10	6	0.040423	0.58236	0.55748	0.8441	0.56032	0.72246
EIF2AK3	6	0.12434	0.74007	0.17274	0.561	0.45926	0.66853
ZNF383	6	0.12328	1.3222	0.17501	0.5663	0.18609	0.42401
RSF1	4	0.20026	1.5229	0.080535	0.38243	0.12779	0.36156
CLK1	6	-0.087821	-0.83441	0.6329	0.87421	0.40405	0.62935
ZNF821	6	0.12013	1.0985	0.1864	0.58378	0.27199	0.50947
RNF175	9	0.046221	0.68317	0.44024	0.80457	0.4945	0.68927
ARID3A	6	0.039641	1.02	0.56232	0.84559	0.30774	0.54396
ZBTB22	6	-0.030876	-0.47835	0.97467	0.99364	0.6324	0.77269
FBXW12	14	0.084848	1.4993	0.11468	0.46057	0.13379	0.36587
PAK7	6	0.10092	1.6465	0.26039	0.66934	0.099666	0.33708
CLOCK	15	0.18478	2.4549	0.0022766	0.03653	0.014092	0.19204
ZFP36L1	14	-0.14541	-2.4091	0.18839	0.58532	0.015993	0.20362
TDRD5	6	0.22586	1.9758	0.015367	0.15169	0.048176	0.30164
CELA3B	6	0.047508	0.6551	0.5185	0.82302	0.5124	0.6979
TMPRSS13	6	-0.045759	-0.49326	0.87991	0.96685	0.62183	0.76536
BTBD7	12	0.014679	0.24431	0.59476	0.85667	0.80699	0.88896
ATG4D	6	-0.05979	-0.50623	0.79738	0.94185	0.6127	0.76004
ZNF799	6	0.11554	1.9657	0.20347	0.60851	0.049339	0.30164
CLK2	6	-0.075372	-1.2435	0.6992	0.90201	0.21369	0.44858
BIRC8	9	0.16681	2.0248	0.028742	0.21909	0.042893	0.2965
CDK20	6	0.018485	0.19382	0.69067	0.90007	0.84632	0.91003
ZNF844	6	0.26627	1.9081	0.0039841	0.057143	0.056382	0.30909
TRIM15	12	0.058929	0.88118	0.27575	0.67857	0.37822	0.60994
TINAGL1	6	-0.066398	-0.91778	0.75413	0.92238	0.35874	0.59203
ADAMTS18	6	0.16757	2.0351	0.07029	0.36217	0.041846	0.2965
RPS6KA2	11	0.054105	0.76267	0.32641	0.72503	0.44566	0.66247
RNF180	8	0.10716	1.2581	0.16448	0.54323	0.20837	0.44325
PAPPA	6	0.0062389	0.10895	0.7786	0.93349	0.91324	0.95224
SOCS3	14	0.080904	1.5173	0.12721	0.48587	0.12918	0.36247
ZNF471	6	0.20857	1.7289	0.024189	0.19953	0.083826	0.32262
PEX2	7	0.071971	1.6599	0.34377	0.73703	0.096927	0.33229
PSMD14	6	-0.878	-3.0736	0	0	0.0021151	0.066958
ETV4	6	0.17895	1.4804	0.0535	0.31023	0.13877	0.36997
DESI2	6	0.023287	0.28796	0.65965	0.88305	0.77337	0.86853
KIT	6	0.11847	1.307	0.19237	0.59194	0.1912	0.42767
ZNF337	6	0.038852	0.41731	0.56659	0.84759	0.67645	0.80279
AHR	6	0.075341	1.4993	0.37422	0.76276	0.1338	0.36587
SOX2	6	0.055717	0.55834	0.47467	0.80871	0.57661	0.73245
TSSK1B	6	0.15773	1.6117	0.08708	0.39844	0.10702	0.34418
HES7	6	-0.28458	-2.1612	0.085373	0.3937	0.030677	0.27119
SKP1	6	-0.74079	-2.614	0.00028458	0.0075758	0.0089484	0.15045
MIXL1	6	0.015338	0.19994	0.71429	0.90745	0.84153	0.90737
KCTD9	6	0.084944	0.70879	0.32755	0.72527	0.47846	0.68442
ETV7	5	-0.18078	-1.4945	0.29055	0.69147	0.13506	0.36734
DPYS	6	0.04341	1.0265	0.54354	0.83822	0.30466	0.54237
LMX1A	6	0.070284	1.0108	0.39841	0.77519	0.31211	0.54837
UBE2S	7	-0.0094289	-0.11417	0.86682	0.96671	0.9091	0.95049
ZNF551	6	0.095147	0.86883	0.28002	0.68377	0.38494	0.61384
AK2	6	-0.022806	-0.37505	0.97638	0.99364	0.70762	0.82257
PPARG	5	0.0439	0.541	0.58082	0.85368	0.58851	0.74175
ZBTB7B	12	0.032057	0.56642	0.45333	0.80808	0.57111	0.72903
ZNF713	6	0.14948	1.6388	0.10615	0.44038	0.10127	0.33814
UTY	5	0.22173	1.7813	0.03045	0.22526	0.074865	0.31792
ROR2	6	0.034188	0.4323	0.59277	0.85667	0.66552	0.79384
GTF3C4	6	-0.54032	-2.7054	0.0022766	0.03653	0.0068225	0.13245
USP53	12	0.1368	2.1633	0.029027	0.2203	0.03052	0.27119
HKR1	6	0.20485	1.9238	0.027888	0.21538	0.054384	0.30739
CASP1	6	-0.01813	-0.31548	0.94735	0.98725	0.7524	0.85536
ZNF77	6	0.051292	0.78193	0.4963	0.81572	0.43426	0.6538
CAMK2D	6	0.014796	0.19962	0.7177	0.90805	0.84178	0.90737
GSX2	6	-0.07795	-1.2634	0.68384	0.89597	0.20645	0.44082
ELANE	6	0.042875	0.81093	0.54667	0.83923	0.41741	0.63928
RNF151	8	-0.12739	-2.2929	0.37336	0.76276	0.021856	0.2369
CTSL2	6	-0.02501	-0.40444	0.99317	0.998	0.68589	0.80771
FBXL6	16	-0.15669	-2.581	0.1403	0.50511	0.0098503	0.16099
ZNF233	6	0.18773	1.8021	0.042971	0.27505	0.071536	0.31619
PBX2	6	0.12246	0.89906	0.179	0.57338	0.36862	0.60191
ZSCAN23	6	-0.031473	-0.35295	0.97154	0.99364	0.72412	0.83379
ZNF263	6	0.017	0.29896	0.70176	0.90201	0.76497	0.86407
TCF12	6	0.08855	1.4398	0.3099	0.70714	0.14991	0.38424
CEBPZ	5	-0.85454	-3.1001	0	0	0.0019345	0.063279
ZNF521	6	0.15592	1.4789	0.091064	0.40788	0.13916	0.37073
MEX3A	12	-0.24452	-3.0411	0.036141	0.254	0.0023574	0.072034
RNF183	9	0.038939	0.54918	0.4815	0.80871	0.58288	0.73678
NKX1	12	0.083783	1.3507	0.15709	0.53224	0.1768	0.41445
RING1	12	0.059811	1.1815	0.27262	0.67703	0.2374	0.47389
ZNF23	6	0.15911	1.6643	0.082527	0.38615	0.096049	0.33016
PIM1	5	-0.037097	-0.33388	0.90751	0.97749	0.73847	0.84555
BRWD1	28	0.068083	2.2579	0.059761	0.32915	0.023949	0.24536
C2	6	0.054165	0.78478	0.48378	0.80871	0.43258	0.65268
STRADA	6	-0.16882	-1.5742	0.29596	0.69565	0.11545	0.34941
ZNF207	6	-0.56653	-2.1108	0.001992	0.033019	0.034786	0.28296
MEP1A	6	0.0010186	0.019688	0.81901	0.95046	0.98429	0.99277
ARID1B	6	-0.038832	-1.489	0.92487	0.98013	0.13648	0.36807
OTP	6	-0.15076	-1.3904	0.35657	0.74672	0.1644	0.40231
CHFR	9	0.059	0.34948	0.36113	0.75267	0.72673	0.83537
NPAS2	6	0.054587	0.76568	0.48179	0.80871	0.44387	0.66203
BSX	7	0.028452	0.64202	0.59277	0.85667	0.52086	0.70055
PML	13	0.12325	1.7563	0.035287	0.25152	0.079029	0.32007
PARK7	6	-0.084822	-0.79648	0.64741	0.88065	0.42576	0.64682
ZNF845	5	0.18495	1.935	0.066022	0.3542	0.052995	0.30429
MARK1	6	0.20639	1.4743	0.026466	0.21185	0.1404	0.3718
USP46	6	0.0097938	0.20014	0.75128	0.92219	0.84137	0.90737
RNF123	10	-0.16177	-1.9558	0.20774	0.61326	0.050484	0.30325
ZNF26	5	0.064701	1.2016	0.46557	0.80871	0.22954	0.46881
neg85	1	0.43239	0.56813	0.054923	0.31536	0.56995	0.72856
PRMT6	3	-0.053867	-0.87272	0.83409	0.9569	0.38282	0.61202
ZNF714	5	0.21851	1.6883	0.033011	0.23967	0.09136	0.32785
MEX3D	11	-0.10051	-1.2908	0.48349	0.80871	0.19678	0.43163
MAP2K4	6	0.21553	1.7614	0.020205	0.18112	0.078163	0.32007
PRKCI	6	0.20257	1.2852	0.029596	0.22222	0.19874	0.43247
MMP28	6	-0.057793	-1.2896	0.8099	0.94947	0.19719	0.43227
E2F3	6	-0.2405	-2.0724	0.14058	0.50511	0.038231	0.28891
STK40	6	0.2888	1.9036	0.0025612	0.040179	0.056963	0.30986
SP5	5	-0.06049	-1.0347	0.77063	0.93066	0.30082	0.53988
neg6	1	0.30191	0.60882	0.18526	0.58378	0.54264	0.71098
PHF3	6	-0.04712	-0.62038	0.87365	0.96684	0.53501	0.70624
TFEB	6	-0.18982	-1.3937	0.23933	0.64842	0.1634	0.40096
NEDD4L	14	0.024316	0.31902	0.4539	0.80808	0.74971	0.85314
WEE1	6	-0.72547	-2.3047	0.00056915	0.013072	0.021184	0.2369
SMARCA2	13	0.097457	1.6319	0.092772	0.41162	0.1027	0.33984
TRHDE	9	0.034986	0.80664	0.50683	0.81722	0.41987	0.64035
REST	6	-0.18605	-1.901	0.24787	0.65686	0.057302	0.31039
ZNF415	6	0.079927	1.5508	0.34946	0.74065	0.12096	0.3548
VEZF1	6	0.06971	0.7323	0.40154	0.77827	0.46399	0.67235
HDAC2	5	-0.08098	-0.66224	0.66619	0.88507	0.50782	0.69515
ZNF107	5	0.23329	1.7437	0.021912	0.19012	0.081218	0.32088
OLIG2	6	0.072053	0.92541	0.39129	0.7713	0.35475	0.58719
neg96	1	0.27448	0.61764	0.23221	0.63978	0.53682	0.7081
SCRT1	6	-0.13788	-0.90665	0.40666	0.78344	0.36459	0.59784
SCPEP1	6	-0.13264	-1.7669	0.42914	0.79873	0.077237	0.32007
ZEB2	7	0.00091602	0.016495	0.79368	0.9413	0.98684	0.99477
GGT2	6	0.0096004	0.076121	0.75213	0.92219	0.93932	0.96939
INSR	6	-0.052625	-1.2883	0.84007	0.95875	0.19766	0.43247
IRAK4	6	0.10024	1.0141	0.26153	0.66934	0.31053	0.54724
ZNF232	7	0.14582	1.667	0.082812	0.38697	0.095516	0.33003
ZNF75A	6	0.10807	1.3455	0.22965	0.63978	0.17847	0.4167
BRCA1	12	-0.36327	-2.8285	0.001992	0.033019	0.0046765	0.10671
KLHL24	6	0.13711	1.5572	0.13688	0.5	0.11942	0.35235
ATF5	6	-0.090022	-1.108	0.61554	0.86467	0.26785	0.50505
ZNF85	6	0.20326	1.9621	0.028742	0.21909	0.049752	0.30228
HOXB13	6	0.015657	0.24547	0.71201	0.90745	0.80609	0.88852
TBX22	6	0.13023	1.5114	0.15282	0.52693	0.1307	0.36324
USP17L3	5	-0.14129	-0.63808	0.41007	0.78455	0.52342	0.70114
PDK1	5	-0.032132	-0.47216	0.94195	0.98571	0.63681	0.77435
KLHL32	6	-0.072823	-1.1716	0.71372	0.90745	0.24136	0.47649
PHF11	6	0.063375	0.78823	0.43284	0.79979	0.43056	0.65187
RNF43	11	0.0087618	0.15144	0.66192	0.88407	0.87963	0.93272
HOXC5	6	-0.15045	-1.7858	0.35743	0.74806	0.074129	0.31792
KCTD15	6	-0.087669	-0.80636	0.63375	0.87471	0.42004	0.64035
FOXO1	6	0.066288	0.68869	0.42003	0.79355	0.49102	0.68903
CTSG	6	-0.053605	-0.70695	0.83637	0.95875	0.4796	0.68442
USP17L2	6	0.11411	1.1033	0.20689	0.61195	0.2699	0.50717
WT1	7	0.033656	0.63172	0.55862	0.8443	0.52757	0.70241
USP2	5	0.0032995	0.030771	0.82897	0.95455	0.97545	0.98878
KCNC1	6	-0.19203	-2.1655	0.2325	0.63978	0.030353	0.27119
STK38L	6	0.057359	0.68545	0.4687	0.80871	0.49306	0.68927
HECTD3	12	-0.12287	-1.5199	0.32555	0.72359	0.12852	0.36221
PSMA6	6	-1.166	-3.8656	0	0	0.00011084	0.011128
ZNF561	6	0.12235	1.6217	0.17957	0.57468	0.10488	0.34206
THAP2	6	0.027621	0.31943	0.63204	0.87421	0.7494	0.85306
ZNF121	6	-0.15569	-1.6862	0.34178	0.73578	0.091766	0.32785
GCM2	6	0.14162	1.6785	0.1255	0.48197	0.093249	0.32785
MBTPS2	12	-0.39799	-3.1703	0.0017075	0.029412	0.0015227	0.0588
CISH	12	0.059948	1.279	0.2712	0.67703	0.2009	0.43385
FBXL20	16	0.11729	2.8301	0.031588	0.23222	0.0046535	0.10671
HMBOX1	6	0.15331	2.0001	0.095902	0.41968	0.045491	0.30129
UBTFL1	6	0.12758	1.4065	0.16135	0.54044	0.15957	0.39655
HNF1A	6	-0.085617	-0.80908	0.64343	0.88065	0.41847	0.63935
RNF181	6	-0.016906	-0.21963	0.93853	0.98418	0.82616	0.8988
ZSCAN5A	6	0.05901	0.9448	0.45959	0.80871	0.34476	0.57852
TRIM77	6	0.19627	1.8031	0.036995	0.25743	0.071371	0.31619
ZBTB21	12	0.11194	1.7173	0.072567	0.36638	0.085926	0.32608
ZNF660	6	0.060233	1.2863	0.45248	0.80808	0.19834	0.43247
PROC	6	-0.015193	-0.19599	0.92629	0.98013	0.84462	0.90931
ZNF529	6	0.22167	1.7759	0.015936	0.15301	0.075754	0.31804
LIMK1	6	-0.086179	-1.3446	0.64172	0.87983	0.17876	0.41683
ELK4	6	0.13734	2.0462	0.13517	0.4979	0.04074	0.2965
neg52	1	0.17673	0.64975	0.46841	0.80871	0.51586	0.69911
STAMBP	6	-0.07117	-1.0548	0.72453	0.90896	0.29153	0.53193
USP5	6	-0.65793	-2.5495	0.00085373	0.01676	0.010789	0.17002
CAMK1	6	0.048346	1.0516	0.51537	0.82132	0.29296	0.53285
PLAGL2	6	-0.15568	-1.3999	0.34178	0.73578	0.16155	0.39843
RPS6KA4	12	-0.14877	-2.2992	0.21855	0.62796	0.021495	0.2369
MAP3K14	6	-0.16771	-1.5639	0.30051	0.70306	0.11784	0.35062
BIRC6	6	-0.026438	-0.35147	0.99829	0.99886	0.72524	0.83437
RAD18	5	0.24016	1.6753	0.017928	0.16492	0.093876	0.32785
NRD1	6	0.017735	0.36404	0.69522	0.90199	0.71583	0.82826
TFR2	6	0.032236	0.42847	0.60387	0.86085	0.66831	0.79581
TAOK2	6	0.14407	1.6746	0.12009	0.47309	0.094008	0.32785
ZBTB20	11	-0.2397	-2.8493	0.048662	0.29688	0.0043816	0.10265
neg21	1	0.11782	0.66964	0.64257	0.88031	0.50309	0.69345
ICK	6	0.012786	0.141	0.73164	0.91235	0.88787	0.93665
MMP20	6	0.04786	0.63797	0.51736	0.82262	0.52349	0.70114
NR6A1	6	-0.061596	-0.90514	0.78401	0.93771	0.36539	0.59888
DESI1	6	-0.18977	-1.6772	0.23933	0.64842	0.093499	0.32785
XIAP	12	0.13137	2.3657	0.038133	0.26223	0.017995	0.21582
ZNF546	6	0.25747	1.8601	0.0054069	0.072797	0.062867	0.31203
NEUROD1	6	-0.2131	-1.9042	0.18441	0.58378	0.056879	0.30986
HLF	6	-0.14805	-2.06	0.36739	0.75939	0.039403	0.29273
JDP2	6	0.013573	0.2016	0.72795	0.91064	0.84023	0.90653
FOXG1	6	-0.21673	-1.752	0.17729	0.57104	0.079772	0.32007
ZNF304	6	0.19661	1.6979	0.03671	0.25697	0.089524	0.32769
ZNF174	6	-0.0065827	-0.066016	0.86767	0.96671	0.94737	0.97327
CTSK	5	-0.055397	-0.78223	0.80023	0.94236	0.43408	0.6538
USP51	6	0.13312	1.6501	0.1457	0.51769	0.098927	0.3362
EGFR	6	0.08256	1.3464	0.33978	0.73419	0.17818	0.41657
KCTD19	12	0.026044	0.39501	0.49488	0.81452	0.69284	0.81208
INO80	8	-0.58055	-2.6863	0.00028458	0.0075758	0.0072256	0.13651
KAT2A	6	-0.27893	-2.0871	0.09078	0.40788	0.036881	0.28609
MYPOP	6	-0.1114	-1.2074	0.51366	0.82083	0.22728	0.4662
ACR	6	-0.29917	-2.5251	0.072282	0.36638	0.011568	0.17751
SNRK	6	0.058618	0.51615	0.4613	0.80871	0.60575	0.75616
BARD1	11	-0.58197	-2.6332	0	0	0.0084597	0.1479
NSMCE2	5	-0.63594	-2.7082	0.00028458	0.0075758	0.0067648	0.13206
IGF1R	6	-0.13168	-1.9443	0.43227	0.79979	0.051855	0.30337
IRF2BP1	10	-0.14368	-1.9609	0.27433	0.6784	0.049895	0.30228
PRKRIR	6	-0.24253	-2.0652	0.13603	0.49896	0.038904	0.29149
FIGLA	6	0.050541	0.5267	0.50085	0.81592	0.5984	0.74938
RNF187	7	-0.15208	-1.1504	0.3136	0.71005	0.24996	0.48586
BACE1	6	0.052445	0.96267	0.49118	0.81109	0.33571	0.57176
HDAC7	9	-0.051596	-0.63631	0.82043	0.9518	0.52457	0.70114
LIN28A	5	-0.08731	-0.75985	0.63574	0.87574	0.44735	0.66306
KLHL10	6	0.20476	1.8581	0.027888	0.21538	0.063157	0.31266
RNF141	5	-0.11045	-1.3651	0.5313	0.832	0.17222	0.41029
SETD1B	7	-0.070147	-0.97246	0.70433	0.90328	0.33082	0.56708
ZNF200	6	0.0036217	0.082022	0.79937	0.94236	0.93463	0.9671
SPPL2C	6	-0.025748	-0.2206	0.99744	0.99858	0.82541	0.8988
SRY	6	0.069395	0.97924	0.40268	0.77919	0.32746	0.56352
IRF6	6	0.064024	1.0057	0.42971	0.79894	0.31456	0.55098
DCAF17	8	0.029474	0.40475	0.56659	0.84759	0.68566	0.80771
NR2E1	6	-0.01314	-0.2133	0.9132	0.97749	0.83109	0.90221
USP39	5	-0.83863	-3.0884	0	0	0.0020127	0.064295
TRIM60	10	0.16595	2.609	0.019636	0.17647	0.0090801	0.15123
ACAT1	5	0.11579	1.2605	0.23791	0.64706	0.20748	0.44241
MXD4	6	0.12524	1.658	0.16932	0.554	0.097323	0.33284
RELB	7	-0.073678	-0.87862	0.68611	0.89695	0.37961	0.61092
RLIM	4	0.010838	0.12128	0.81531	0.94962	0.90347	0.94572
LNPEP	6	0.088744	0.78211	0.30933	0.70714	0.43415	0.6538
USP16	12	-0.09594	-1.5681	0.46955	0.80871	0.11686	0.34941
USF2	6	-0.23211	-1.9058	0.15026	0.52226	0.05668	0.30986
HIC1	12	-0.073014	-1.1265	0.63773	0.87745	0.25996	0.49693
ZNF470	6	0.023297	0.29614	0.65965	0.88305	0.76712	0.86587
CPVL	6	0.021071	0.37333	0.67274	0.8904	0.7089	0.8235
GCN5	6	-0.45938	-2.5462	0.0082527	0.099656	0.010891	0.17086
PRDM5	6	0.027581	0.40692	0.63261	0.87421	0.68406	0.80737
AGA	6	0.18341	1.7771	0.048093	0.29649	0.07555	0.31792
GATAD2B	6	-0.12643	-1.58	0.45219	0.80808	0.11411	0.34861
LMTK2	6	0.031488	0.65071	0.60785	0.86261	0.51523	0.69911
RAI1	6	-0.22869	-1.2487	0.15538	0.52856	0.21178	0.44723
TCF7L2	6	-0.19962	-2.0838	0.21713	0.62654	0.037176	0.2864
MEX3B	11	0.099279	1.6101	0.1218	0.47556	0.10738	0.34437
UBE2D4	8	-0.045428	-0.60466	0.87507	0.96684	0.54541	0.71145
ZNF615	6	0.12134	1.3174	0.1827	0.58085	0.1877	0.42526
TXK	6	0.13622	1.274	0.13887	0.50256	0.20267	0.43611
ZNF860	4	-0.011016	-0.090652	0.94308	0.98602	0.92777	0.96329
ZNF212	6	-0.05698	-0.78723	0.81559	0.94964	0.43115	0.65248
TYK2	12	-0.013109	-0.18103	0.84434	0.96115	0.85634	0.916
ZNF76	7	-0.17477	-1.8769	0.23648	0.64619	0.060527	0.31141
ZBTB24	13	-0.018865	-0.37188	0.90211	0.97629	0.70999	0.82445
MEST	6	0.072989	0.79014	0.38645	0.77041	0.42945	0.65046
ZSCAN5B	6	0.009364	0.16036	0.75356	0.92238	0.8726	0.9275
PROX2	7	-0.077506	-1.4494	0.66221	0.88412	0.14724	0.38156
TRIM36	10	0.15707	2.1379	0.027319	0.21525	0.032529	0.27673
DCAF7	14	-0.3129	-3.4948	0.0039841	0.057143	0.00047441	0.028742
FAM105B	6	-0.016927	-0.28393	0.93853	0.98418	0.77646	0.87033
THAP5	6	-0.11812	-1.3192	0.4889	0.81038	0.1871	0.42499
KCNV2	6	0.26486	1.6033	0.0042686	0.060484	0.10886	0.34628
RNF212	6	0.0065938	0.064037	0.77462	0.93187	0.94894	0.9736
TSC22D4	6	-0.072433	-0.47279	0.71713	0.90805	0.63636	0.77435
ZNF177	6	0.13403	1.3998	0.14343	0.51168	0.16157	0.39843
UBE2G2	9	-0.1293	-1.5015	0.36056	0.75238	0.13321	0.36587
OSR1	4	-0.14164	-1.7295	0.45959	0.80871	0.083716	0.32257
ZNF208	4	0.33554	1.5223	0.0051224	0.070039	0.12792	0.36164
CAMTA1	7	0.10039	1.5143	0.20546	0.61013	0.12994	0.36247
ZNF276	6	-0.26951	-1.7428	0.099886	0.4312	0.081361	0.32088
ZNF696	6	-0.16257	-1.1246	0.31844	0.71547	0.26077	0.49721
USP18	6	-0.076927	-0.94649	0.6918	0.90007	0.3439	0.57821
RFX6	5	0.020478	0.23722	0.72225	0.90805	0.81248	0.89165
RNF113A	12	-0.7965	-3.8465	0	0	0.00011981	0.011378
BARX1	7	-0.030432	-0.70103	0.97752	0.99364	0.48328	0.68561
ZNF701	4	0.13129	1.2034	0.24616	0.65382	0.2288	0.46827
ATF4	6	-0.75469	-3.1425	0.00028458	0.0075758	0.0016751	0.061391
YY2	6	0.14217	1.8058	0.12351	0.4785	0.070944	0.31619
BRCC3	6	-0.16616	-1.918	0.30478	0.70639	0.055107	0.30739
CBLB	13	0.055931	0.70368	0.27205	0.67703	0.48163	0.68489
DCAF12L1	19	0.081659	1.5642	0.079397	0.38011	0.11778	0.35062
neg78	1	0.39053	0.58096	0.081389	0.38338	0.56127	0.72246
ATOH1	6	-0.04847	-0.66848	0.86511	0.96671	0.50383	0.69345
PAPPA2	6	0.046306	0.66972	0.52419	0.82601	0.50304	0.69345
PMPCB	6	-0.77644	-3.1843	0	0	0.0014509	0.056651
ZNF691	6	-0.15207	-0.96469	0.35202	0.74339	0.3347	0.57107
ADAMDEC1	6	0.091716	1.5911	0.29511	0.69565	0.11159	0.34706
ZNF628	6	-0.043394	-0.61208	0.89499	0.97158	0.54048	0.70974
ZNF358	6	-0.11968	-1.239	0.48122	0.80871	0.21535	0.45008
TBX3	7	0.16466	1.5107	0.053216	0.3096	0.13086	0.36324
KIAA1804	6	0.18971	1.2838	0.042117	0.27491	0.1992	0.43247
MINA	6	0.17973	1.6883	0.051793	0.30486	0.091362	0.32785
ZCWPW1	12	0.039288	0.86839	0.40182	0.77839	0.38518	0.61384
