sgRNA,Gene,DLD1-Ts13.initial,DLD1-Ts13.final
PJA2_2127.133,PJA2,2423,2037
ZNF574_E2_1602.18,ZNF574,4709,1605
ZNF175_E5_1245.23,ZNF175,2621,2430
ATXN3_933.15,ATXN3,2612,3353
ZNF418_E4_1161.26,ZNF418,3665,5291
ZNF865_E1_1950.141,ZNF865,1680,1609
CAPN6_1926.57,CAPN6,2485,2459
MXD4_E4_115.0,MXD4,2693,2914
PAK4_PKc_E8_126.5,PAK4,1900,1582
HTRA2_1377.8,HTRA2,2652,562
ABL1_PKc_E5_85,ABL1,2794,2634
ERCC6_D_e7_105.7,ERCC6,4262,3647
MARCH1_870.38,43525,1286,1238
GZMB_744.109,GZMB,2636,2806
PHF19_tudor4387_E1_624.96,PHF19,3748,4479
ZNF766_E4_582.38,ZNF766,2202,2645
WSB2_1266.61,WSB2,1016,814
DCAF16_651.1,DCAF16,1177,809
TRIM63_1062.143,TRIM63,3323,3624
ZNF582_E5_663.50,ZNF582,4486,4705
ZIM3_E5_492.23,ZIM3,4088,4619
FES_PKc_E15_95.7,FES,2066,1684
CASP14_729.84,CASP14,1615,1688
TEC_PKc_E17_158.5,TEC,1232,969
DCAF8_1794.164,DCAF8,2199,1875
ZNF792_E4_750.23,ZNF792,1833,1379
BACH1_BTB24127_E1_2211.5,BACH1,1574,1308
MEP1A_2241.38,MEP1A,3146,3784
MARK4_PKc_E3_54.2,MARK4,1386,1362
SUV39H1_e4_147.4,SUV39H1,926,2283
LMX1B_E5_78.3,LMX1B,572,755
TMPRSS11A_1266.47,TMPRSS11A,3583,3394
BAZ2B_Phd_E34_144.1,BAZ2B,2016,1863
AIRE_E6_81.10,AIRE,2291,3104
LTA4H_1836.16,LTA4H,3170,3863
FBXO24_1857.356,FBXO24,617,761
TCF4_Ex_220.29,TCF4,1103,1059
ZNF560_E10_1560.94,ZNF560,1721,1389
ZNF662_E4_486.53,ZNF662,1134,1121
TFAP2B_E5_119.4,TFAP2B,1371,1161
BAZ2B_MBD_E13_84.3,BAZ2B,2513,2637
KDM5C_e13_120.10,KDM5C,3475,2943
MKNK2_PKc_E9_56.2,MKNK2,1518,1492
TULP4_4632.49,TULP4,3201,3292
JMJD6_e3_280.45,JMJD6,4377,2376
ZNF646_E2_5235.393,ZNF646,499,276
ZNF623_E1_1116.4,ZNF623,1588,1346
HSF1_E1_78.7,HSF1,926,255
CDK6_PKc_E6_51.2,CDK6,1284,994
TRAIP_1410.192,TRAIP,1525,455
MMP12_1413.24,MMP12,1950,1441
BHLHE23_E1_171.3,BHLHE23,2495,2215
LBX1_E2_171.14,LBX1,1695,1310
ZNF490_E5_918.42,ZNF490,1432,1341
RCOR3_SANT2_E9_78.0,RCOR3,479,572
MSL2_1734.141,MSL2,2907,2345
ZNF208_E4_2559.140,ZNF208,3808,5277
PSMA1_810.47,PSMA1,3149,878
CLK1_PKc_E4_40,CLK1,630,578
ACVRL1_PKc_E6_147.3,ACVRL1,725,731
CISH_828.57,CISH,2054,1861
CEBPG_E2_162.7,CEBPG,2922,2534
PTK2_PKc_E19_116.3,PTK2,927,361
PRDM2_E8_69.2,PRDM2,5094,7309
SP8_E2_162.6,SP8,1556,1279
MASP2_717.7,MASP2,2961,2859
NOBOX_E5_203.29,NOBOX,2353,2241
KDM2A_Phd_E15_111.2,KDM2A,1353,791
ZBTB17_E12_121.14,ZBTB17,1717,392
ARID3B_E5_184.16,ARID3B,2376,2040
FBXL8_1125.134,FBXL8,1024,695
INSM2_E1_852.72,INSM2,1095,907
SH3RF1_2667.440,SH3RF1,3579,4285
USP33_2829.28,USP33,3491,3449
STK17B_PKc_E5_127.2,STK17B,889,554
MGA_E20_126.2,MGA,1061,1178
CLK3_PKc_E8_95.3,CLK3,1676,1246
TP63_E4_51.1,TP63,1607,1374
HECW1_4719.375,HECW1,1459,1751
PBRM1_BD1_e3_98.0,PBRM1,3937,3983
ADAMTS4_2514.456,ADAMTS4,1852,2532
ZNF775_E3_1254.269,ZNF775,750,489
ZSCAN30_E5_495.36,ZSCAN30,2452,2517
MYBL2_E4_93.9,MYBL2,2035,798
SKP1_483.30,SKP1,2833,1316
IPP_BTB28134_E1_1755.156,IPP,1893,1159
SIK3_PKc_E6_124.11,SIK3,2013,2087
ADCK3_PKc_E13_66.1,ADCK3,1197,905
TBX22_E6_165.3,TBX22,3923,4794
NEK11_PKc_E3_89,NEK11,1535,2005
F11_1878.113,F11,1975,1852
NEK10_PKc_E19_54,NEK10,974,1511
MUM1_PWWP410489_E1_2136.108,MUM1,2665,2509
CREM_E8_130.1,CREM,1307,1121
HDAC7_e15_121.13,HDAC7,3146,2822
ZFP42_E4_330.9,ZFP42,1419,1333
FBXO3_1416.112,FBXO3,1234,1111
ZNF519_E3_1131.61,ZNF519,3009,3254
DMTF1_SANT2_E13_175.9,DMTF1,1565,1232
ZNF300_E7_1077.56,ZNF300,1171,1739
TBX6_E6_63.4,TBX6,1602,1371
PCGF2_1035.5,PCGF2,2520,3079
CFLAR_708.8,CFLAR,2237,1663
RAB40A_834.12,RAB40A,1159,1531
PRSS41_957.155,PRSS41,4116,4042
IKZF1_E5_168.11,IKZF1,2693,2945
TRIP12_6123.268,TRIP12,2495,2368
ZNF592_E9_84.1,ZNF592,1471,888
TULP1_E15_113.14,TULP1,3066,2665
SMN1_Tudor_E5_201.0,SMN1,2869,1159
BCL6_BTB22128_E1_2121.361,BCL6,1521,1129
GLYR1_PWWP690_E1_1662.244,GLYR1,1233,817
SOX3_E1_216.14,SOX3,1164,1099
MAFB_E1_210.13,MAFB,3104,3428
TMPRSS5_1374.183,TMPRSS5,1179,1464
BLK_PKc_E9_180.11,BLK,1816,1708
RAI1_ePhd_E4_94.6,RAI1,3102,2568
ZBTB12_E2_78.5,ZBTB12,3183,3188
MMP26_786.54,MMP26,1801,1991
BAZ2A_BD_e28_144.17,BAZ2A,2509,2547
KDM4C_Phd_E14_214.4,KDM4C,2529,2409
PARK2_1398.123,PARK2,1362,1369
NFYC_E3_57.1,NFYC,4612,2283
MEOX2_E1_40.0,MEOX2,2143,2182
TRIM25_1893.288,TRIM25,2455,2712
ARID3B_E5_184.12,ARID3B,1471,895
HOXA9_E2_171.7,HOXA9,2027,2355
TRIM37_2895.4,TRIM37,4046,2817
IVNS1ABP_BTB22126_E1_1929.158,IVNS1ABP,2049,2241
UBE2N_459.16,UBE2N,1344,623
BCL6_BTB22128_E1_2121.12,BCL6,1897,1725
FOXC2_E1_234.31,FOXC2,182,327
SETD4_e6_175.16,SETD4,1687,2071
KDM2A_Phd_E15_111.1,KDM2A,2236,1213
FOXS1_E1_234.29,FOXS1,530,401
RNF182_744.84,RNF182,2549,3179
CBLC_1425.230,CBLC,948,851
IRF9_E3_168.19,IRF9,2381,1503
SETD7_e6_86.2,SETD7,333,492
PRTN3_771.58,PRTN3,2778,2141
USP49_1923.214,USP49,2940,2712
KCTD13_BTB43133_E1_990.154,KCTD13,3976,3764
TDRD10_tudor200315_E1_1101.64,TDRD10,1277,1687
MYBL1_SANT2_E5_115.6,MYBL1,2679,3768
KDM4A_tudor9601004_E1_3195.205,KDM4A,2432,2893
KCNA3_BTB106197_E1_1728.266,KCNA3,1113,418
UBOX5_1626.62,UBOX5,1784,1571
MYCBP2_14037.199,MYCBP2,2434,2917
TMPRSS9_3180.87,TMPRSS9,4073,3329
KLHL24_BTB56163_E1_1803.15,KLHL24,985,729
CPD_4143.36,CPD,2754,2966
HIC2_E3_507.32,HIC2,5009,5422
CHD1_D_e11_210.0,CHD1,4101,4036
GZMK_795.4,GZMK,1876,2068
SPIN4_Spinlin201245_E1_750.52,SPIN4,1704,1978
DTX2_1869.95,DTX2,1413,1884
SCRT1_E2_156.2,SCRT1,1508,1400
FBXL14_1257.73,FBXL14,1083,1159
MYCBP2_14037.730,MYCBP2,1477,1511
SPI1_E5_261.19,SPI1,1384,1171
PRKD1_PKc_E16_268.7,PRKD1,1218,952
ZBTB12_E2_78.3,ZBTB12,5220,5939
FBXO41_2628.180,FBXO41,1233,1182
IMMP2L_528.18,IMMP2L,1912,2253
THAP3_E2_190.6,THAP3,1854,2376
RNF6_2058.110,RNF6,3146,2837
PhIP_BD1_e32_126.5,PhIP,3411,3565
SPSB2_792.64,SPSB2,1352,940
PAK3_PKc_E11_113.2,PAK3,2393,2770
AREL1_2472.161,AREL1,4343,4473
HTRA4_1431.134,HTRA4,2741,3404
NFXL1_2736.203,NFXL1,3610,3610
BPTF_BD_e24_187.3,BPTF,2291,2226
ADAMTS8_2670.105,ADAMTS8,2397,2431
RCBTB1_BTB371467_E1_1596.111,RCBTB1,3366,3577
C17orf49_SANT_E3_98.2,C17orf49,866,857
TOX4_E5_144.8,TOX4,2212,1640
CAPN1_2145.73,CAPN1,2286,2222
BRD1_BD_e6_237.9,BRD1,2497,2417
DLX4_E2_129.2,DLX4,2419,1892
USP33_2829.34,USP33,3134,4751
ZNF865_E1_1950.495,ZNF865,1063,641
FBXW2_1365.141,FBXW2,834,611
USP17L21_885.67,USP17L21,1409,1507
DTX2_1869.128,DTX2,1445,444
ZNF263_E6_231.13,ZNF263,4025,2953
DBP_E4_159.20,DBP,1809,910
KDM5B_Phd2_E23_132.4,KDM5B,1080,752
SETD6_e4_118.16,SETD6,2589,2253
KLHL12_BTB23130_E1_1707.205,KLHL12,4938,5063
RNF31_2766.159,RNF31,1031,1180
UHRF2_Phd_E6_182.6,UHRF2,813,986
PRKCG_PKc_E10_42.4,PRKCG,1071,938
TFAP2E_E6_142.12,TFAP2E,517,397
CHD1_D_e13_135.3,CHD1,1420,1513
PARP9_Macro117295_E1_2565.37,PARP9,1961,1624
HMG20A_E5_144.0,HMG20A,2324,2390
PHKG1_PKc_E2_38.1,PHKG1,2584,1963
RCOR3_SANT2_E11_101.3,RCOR3,1694,2233
ZCWPW2_PWWP97160_E1_1071.18,ZCWPW2,640,558
LHX2_E4_135.13,LHX2,4428,4095
CCNF_2361.71,CCNF,1454,1541
ZNF341_E3_81.1,ZNF341,1945,1527
ZNF45_E10_1548.16,ZNF45,1189,816
TDRD6_tudor821866_E1_6291.212,TDRD6,2048,2296
KMT2C_ePhd2_E52_315.28,KMT2C,792,1304
RNF225_990.240,RNF225,1081,745
RAB40C_846.88,RAB40C,1930,1385
WHSC1L1_PWWP267383_E1_4314.49,WHSC1L1,707,496
CAMKV_PKc_E6_121.12,CAMKV,1510,1398
TRIM41_1893.103,TRIM41,1612,1663
TRIM40_777.7,TRIM40,2209,2534
TRIM52_894.6,TRIM52,2875,2643
CAPN10_2019.36,CAPN10,3877,2928
ZNF550_E4_660.77,ZNF550,2025,2093
TBCK_PKc_E4_115.7,TBCK,1968,2735
MEX3C_1980.183,MEX3C,1915,2290
ZNF772_E5_582.48,ZNF772,3951,3694
BRPF1_ePhd_E3_363.44,BRPF1,924,609
ADAMTS1_2904.107,ADAMTS1,1482,1397
USP53_3222.31,USP53,2563,3105
SCMH1_MBT31126_E1_1983.305,SCMH1,714,488
L3MBTL3_MBT236332_E1_2343.225,L3MBTL3,1708,1294
KCTD3_BTB20112_E1_2448.241,KCTD3,3015,3309
FOXC1_E1_234.37,FOXC1,1846,1025
CTRC_807.95,CTRC,2553,3072
FBXO25_3,FBXO25,1216,1190
ADAM32_2364.145,ADAM32,3009,3097
ANAPC7_1800.82,ANAPC7,1382,936
ZSCAN22_E3_654.58,ZSCAN22,1284,1295
CUL9_7554.813,CUL9,3586,3784
GSG2_PKc_E1_1371.166,GSG2,623,774
ASPRV1_1032.66,ASPRV1,2604,3617
ZNF334_E5_1401.60,ZNF334,1668,1764
FBXW7_2124.88,FBXW7,1878,1485
HDAC7_e19_88.1,HDAC7,1524,1586
RNF111_2988.311,RNF111,2952,4152
IRX1_E2_165.25,IRX1,1538,1486
BTBD9_BTB33137_E1_1839.2,BTBD9,2499,1844
RNF41_954.116,RNF41,3105,3654
RFFL_1092.75,RFFL,1219,1158
ESPL1_6363.638,ESPL1,882,62
BRPF3_ePhd_E2_354.49,BRPF3,2055,1632
RFX1_E4_49.2,RFX1,4350,3919
BRDT_BD2_e6_150.6,BRDT,3359,4569
DTX1_1863.108,DTX1,1351,1412
UBE3B_3207.214,UBE3B,2540,2744
T_E4_135.6,T,4600,4633
PEPD_1482.101,PEPD,2281,2108
STUB1_912.145,STUB1,554,450
NFKB1_E8_159.9,NFKB1,3894,3747
TMPRSS6_2436.255,TMPRSS6,1938,1930
PHF21B_Phd_E10_129.2,PHF21B,1051,939
ZSCAN31_E4_492.23,ZSCAN31,3395,4080
UBE4A_3201.168,UBE4A,1277,1796
RFPL1_954.7,RFPL1,4212,4184
EHF_E8_188.5,EHF,1197,1585
NR1I2_E3_134.0,NR1I2,1122,1271
CTRL_795.101,CTRL,1911,1022
USP45_2445.141,USP45,3093,3665
UBE2E1_582.39,UBE2E1,2825,2264
RNF7_342.15,RNF7,1315,1233
ZNF827_E3_173.7,ZNF827,2733,3335
PRSS2_135.3,PRSS2,1947,2636
ZSCAN5A_E5_327.36,ZSCAN5A,3227,2353
RNFT1_1,RNFT1,3584,3671
ZNF773_E4_663.19,ZNF773,1958,2308
ZHX2_E3_1239.116,ZHX2,430,378
UBE3B_3207.404,UBE3B,1989,1595
IRX3_E2_165.0,IRX3,2279,2117
ZNF333_E12_972.2,ZNF333,940,931
KLK15_771.16,KLK15,1915,2301
RNF175_987.51,RNF175,2634,2081
MASTL_PKc2_E9_142.23,MASTL,526,385
DDB1_3423.153,DDB1,2551,307
HNF1B_E3_116.12,HNF1B,933,429
KCNA1_BTB39130_E1_1488.26,KCNA1,964,1290
CBL_2721.403,CBL,491,518
SOCS5_1611.109,SOCS5,2779,3060
HUNK_PKc_E1_90,HUNK,1497,1713
ZNF645_1278.118,ZNF645,1899,2119
NEUROD1_E2_177.5,NEUROD1,1307,1421
ZNF26_E5_1047.2,ZNF26,4394,4054
TRIM56_2268.558,TRIM56,428,320
CDK10_PKc_E2_70.1,CDK10,626,714
ERBB3_PKc_E22_76.7,ERBB3,1546,1052
FBXL17_2106.188,FBXL17,2733,2584
ZNF136_E4_1110.94,ZNF136,5341,4653
GUCY2D_PKc_E10_157.1,GUCY2D,985,1123
PBRM1_BD3_e12_158.3,PBRM1,4541,3134
RNF148_918.62,RNF148,1779,2287
GZMA_789.6,GZMA,2817,3324
MMP24_1938.304,MMP24,1262,1097
ABHD12_1215.35,ABHD12,3006,2552
ZNF267_E4_1101.46,ZNF267,2354,2621
CHD9_H_e17_196.11,CHD9,2118,1848
ZNF485_E5_651.22,ZNF485,2990,3097
ZBTB11_BTB204306_E1_3162.231,ZBTB11,2026,394
BMI1_981.83,BMI1,2463,3126
ZNF343_E7_915.0,ZNF343,4141,5002
IRX6_E4_180.7,IRX6,1641,1084
PRKCB_PKc_E7_135.4,PRKCB,2019,2264
RNF112_1896.314,RNF112,1592,1964
STK31_PKc_E22_123.1,STK31,2438,3087
ZNF232_E5_324.0,ZNF232,1206,1100
MSL3_Chromo_E3_70.0,MSL3,1325,1215
SPEG_PKc2_E36_604.32,SPEG,1093,1399
DRGX_E4_102.1,DRGX,657,654
OTUD7B_2532.59,OTUD7B,1586,1335
RNF32_1089.92,RNF32,1532,1217
ATF5_E4_189.18,ATF5,591,569
HOXC10_E2_177.2,HOXC10,563,838
MINA_e7_172.5,MINA,3318,4139
ACVRL1_PKc_E8_198.4,ACVRL1,1477,1386
ZNF784_E2_447.47,ZNF784,1719,1157
PROC_1386.142,PROC,2814,2545
FRK_PKc_E6_182.11,FRK,1038,911
SHPRH_5052.260,SHPRH,2437,2467
ANAPC16_1,ANAPC16,1333,1155
ZNF442_E6_1080.24,ZNF442,1917,2245
CSDE1_E15_176.3,CSDE1,2929,2965
NFATC1_E5_173.20,NFATC1,2436,3029
HUWE1_13125.281,HUWE1,1549,617
SALL4_E3_266.37,SALL4,1762,1862
TRIM64C_1353.129,TRIM64C,3434,4137
CAPN14_2055.288,CAPN14,2323,2658
MAPK8_PKc_E3_130.3,MAPK8,1302,992
HPN_1254.102,HPN,1797,2494
IRF2BP1_1755.8,IRF2BP1,1221,1172
RNF19A_2517.146,RNF19A,2463,1874
PBX3_E6_45.1,PBX3,2966,3826
SYVN1_1854.284,SYVN1,1365,404
PDGFRA_PKc_E15_154.7,PDGFRA,2492,3052
RNF151_738.7,RNF151,2326,1887
SPSB2_792.83,SPSB2,1318,1076
LBX2_E2_171.7,LBX2,1023,575
CDKL4_PKc_E5_198.19,CDKL4,1245,1238
STK4_PKc_E7_138.8,STK4,1674,1724
FBXL13_2208.28,FBXL13,1597,2174
CFI_1752.88,CFI,2462,2762
STK24_PKc_E2_210.9,STK24,1025,1250
TFCP2_E4_106.0,TFCP2,4110,3912
MLXIPL_E14_66.1,MLXIPL,2641,2197
ZNF354C_E5_834.34,ZNF354C,1990,2649
MYOG_E1_177.13,MYOG,1987,1404
MAPK3_PKc_E6_132.17,MAPK3,1287,2059
KDM6A_e26_188.17,KDM6A,3903,4058
RNF144B_912.102,RNF144B,3039,4409
PBRM1_E26_202.11,PBRM1,1249,776
ZSCAN30_E5_495.16,ZSCAN30,3437,3683
PPAT_1554.4,PPAT,1634,396
RHOBTB2_BTB523615_E1_2250.15,RHOBTB2,2037,1802
MBTD1_MBT145245_E1_1887.151,MBTD1,1837,1261
KMT2A_BD_e17_111.4,KMT2A,2976,2110
DCAF15_1803.64,DCAF15,1180,1359
CDK9_PKc_E7_192.9,CDK9,2593,2014
CPE_1431.79,CPE,1278,1345
STK33_PKc_E6_105,STK33,2050,1804
SOX1_E1_216.23,SOX1,1440,1064
HIPK4_PKc_E1_435.67,HIPK4,1402,1511
ZNF440_E4_750.56,ZNF440,2428,2432
HES7_E2_96.12,HES7,745,527
ERBB4_PKc_E19_99.2,ERBB4,778,787
SOX17_E1_109.4,SOX17,2927,2778
ZNF8_E4_699.33,ZNF8,1816,1707
ZNF534_E4_1170.83,ZNF534,1108,1238
LRSAM1_2172.23,LRSAM1,929,853
ZNF513_E4_644.58,ZNF513,4756,3562
RNPEP_1953.108,RNPEP,3480,3384
NHLRC1_1188.13,NHLRC1,948,753
TEAD2_E10_168.14,TEAD2,2030,1954
TEAD3_E2_169.24,TEAD3,2667,2289
RNF144B_912.43,RNF144B,1598,1745
SIK2_PKc_E2_117,SIK2,1347,1575
ZNF182_E7_1221.31,ZNF182,2822,3528
ETV4_E11_111.13,ETV4,2346,2161
BTRC_1818.154,BTRC,2652,2545
ZNF585A_E5_1755.117,ZNF585A,2660,2621
NR2C1_E5_180.5,NR2C1,2688,2391
UBE2G1_513.28,UBE2G1,2909,3284
ERBB4_PKc_E21_156.2,ERBB4,1788,1736
UCHL5_990.17,UCHL5,2515,1941
THRA_E6_44.2,THRA,690,706
TRIM36_2187.189,TRIM36,4044,4029
TDRD7_tudor9631007_E1_3297.178,TDRD7,1806,1473
MORC4_CW424471_E1_2814.26,MORC4,1121,1399
FOLH1_2253.79,FOLH1,3804,3107
LMTK3_PKc_E5_42.1,LMTK3,6852,6131
SCMH1_MBT31126_E1_1983.17,SCMH1,1459,1063
TRAF2_1506.203,TRAF2,2173,2279
RXRG_E4_180.13,RXRG,1903,2203
TRIM34_1467.138,TRIM34,1034,1316
HMG20B_E4_144.1,HMG20B,756,534
ZNF516_E4_1449.34,ZNF516,2227,2276
LCOR_E8_132.10,LCOR,4721,4648
ZSWIM2_1902.49,ZSWIM2,1995,2184
TDRD5_tudor529575_E1_3108.233,TDRD5,2847,3903
CREB5_E9_138.1,CREB5,1312,1242
UBE2L6_462.44,UBE2L6,2400,1680
RNF2_1011.9,RNF2,2530,5038
SPSB1_822.113,SPSB1,1626,1196
ZNF75D_E7_405.13,ZNF75D,4327,3997
DPP6_2598.206,DPP6,1456,1316
RNASEL_PKc_E4_195.14,RNASEL,1758,2206
WNK3_PKc_E3_173.12,WNK3,1169,799
SIM1_E1_153.3,SIM1,1405,2094
GAK_PKc_E3_60,GAK,1331,493
KLHL36_BTB36141_E1_1851.19,KLHL36,1835,1579
ELK4_E2_159.7,ELK4,1487,1406
BMI1_981.3,BMI1,1047,840
FBXL4_1866.94,FBXL4,2017,1902
MARCH6_2733.157,43530,2291,2859
SRY_E1_234.19,SRY,2234,2379
HKR1_E6_1070.44,HKR1,3046,3304
USP53_3222.241,USP53,2379,2240
NEUROD4_E2_171.21,NEUROD4,1161,1594
CNDP1_1524.65,CNDP1,3343,3079
ZNF648_E2_828.13,ZNF648,1263,913
TSSK2_PKc_E1_789.51,TSSK2,1126,1095
SETD1B_e16_138.9,SETD1B,2660,1872
MIB1_3021.201,MIB1,1120,986
FBXL14_1257.219,FBXL14,1561,1399
RNF111_2988.26,RNF111,3116,3509
ZNF784_E2_447.58,ZNF784,850,535
DCLK1_PKc_E10_120.4,DCLK1,2707,3008
KDM4B_ePhd_E17_53.1,KDM4B,2134,1909
SFMBT2_MBT156256_E1_2685.56,SFMBT2,1242,1226
ZNF783_E6_504.23,ZNF783,3326,2548
NR0B2_E1_417.1,NR0B2,1355,653
LONP2_2559.225,LONP2,2844,1760
BARD1_2277.192,BARD1,2371,818
JOSD2_567.78,JOSD2,3736,4491
BRWD1_BD1_e32_126.0,BRWD1,1988,1911
MYLIP_1338.88,MYLIP,1428,1542
AURKC_PKc_E7_156.13,AURKC,1393,1656
ASB8_867.63,ASB8,1119,861
TRIM24_3153.30,TRIM24,1656,1701
DDB1_3423.301,DDB1,2992,452
ASB8_867.22,ASB8,3606,3103
EN1_E2_180.22,EN1,1244,1270
HES7_E3_81.2,HES7,1095,863
ZNF658_E5_2301.222,ZNF658,1105,1216
ZEB2_E8_1970.181,ZEB2,2924,3543
NR0B1_E1_386.58,NR0B1,1439,1659
PHF1_Phd2_E7_96.10,PHF1,1243,930
BTBD6_BTB76183_E1_1458.32,BTBD6,1739,1356
EZH1_SANT_E12_105.3,EZH1,1217,909
PLAT_1689.165,PLAT,1817,1746
PHIP_5466.210,PHIP,3645,4230
SIRT4_e3_210.14,SIRT4,1652,1606
KCND2_BTB43132_E1_1893.17,KCND2,993,681
PhIP_BD2_e35_80.0,PhIP,3380,3192
FBXO25_10,FBXO25,3150,3236
ADAMTS1_2904.371,ADAMTS1,2146,1891
KLHL36_BTB36141_E1_1851.301,KLHL36,1135,1400
JMJD4_E4_268.42,JMJD4,1157,1191
TAOK2_PKc_E6_97.9,TAOK2,1546,1109
ZBTB37_BTB22122_E1_1512.1,ZBTB37,1006,703
RNF186_684.106,RNF186,1094,813
GRK4_PKc_E12_209.1,GRK4,1687,1422
KMT2D_16614.3185,KMT2D,523,870
ZNF230_E5_810.2,ZNF230,3170,3307
SENP5_2268.125,SENP5,1917,1206
GZF1_E3_168.7,GZF1,2890,3486
BAZ2A_BD_e28_144.16,BAZ2A,1619,1453
UBE3A_2628.56,UBE3A,2786,2584
KLK7_762.23,KLK7,1602,1939
SPIN4_Spinlin201245_E1_750.49,SPIN4,2818,2891
ZBTB26_E2_300.25,ZBTB26,3755,3346
KMT2A_Phd1_E11_105.5,KMT2A,978,785
RNF38_1548.53,RNF38,3886,3641
USP36_111.5,USP36,2309,793
OVOL1_E3_31.0,OVOL1,2066,1396
ZNF534_E4_1170.63,ZNF534,3186,3460
MAPK15_PKc_E4_91.8,MAPK15,1287,1283
CXXC1_CXXC162208_E1_1983.286,CXXC1,1427,441
ADCK4_PKc_E14_87.6,ADCK4,1907,2043
JARID2_e12_115.1,JARID2,1929,1705
MELK_PKc_E2_40,MELK,2261,2307
CHD1L_H_e12_111.0,CHD1L,3960,4090
ZBTB10_BTB354461_E1_2616.147,ZBTB10,1923,1901
SP8_E2_162.18,SP8,3775,3049
BTBD1_BTB62175_E1_1449.34,BTBD1,822,484
MBTPS2_1560.94,MBTPS2,2942,468
RCBTB1_BTB371467_E1_1596.86,RCBTB1,1982,1324
CAMKK1_PKc_E9_89.4,CAMKK1,1440,1326
CTRB1_792.77,CTRB1,1804,1299
UBR2_1320.84,UBR2,1780,1480
NEK11_PKc_E9_64,NEK11,1306,1428
ZNF513_E4_644.67,ZNF513,4663,4444
ZNF219_E4_63.1,ZNF219,3377,3824
OTP_E2_132.2,OTP,3378,4090
TRIM45_1689.22,TRIM45,2039,1363
HLF_E4_177.23,HLF,1486,1225
UBE2F_558.33,UBE2F,2050,1986
RFWD2_2124.58,RFWD2,3703,2561
ZNF436_E4_918.101,ZNF436,2411,2281
SP8_E2_162.10,SP8,2265,2450
PYGO2_Phd_E3_162.19,PYGO2,1517,1109
ZBTB45_BTB23122_E1_1536.278,ZBTB45,844,568
VRK1_PKc_E3_56,VRK1,1478,628
ROR1_PKc_E9_849.93,ROR1,1090,1093
FOXF2_E1_234.24,FOXF2,1301,1298
ZNF667_E5_1383.68,ZNF667,2794,2278
SND1_tudor733777_E1_2733.245,SND1,1093,1095
ID1_E1_135.6,ID1,4333,3089
CAMK2G_PKc_E2_95.4,CAMK2G,1405,1853
FOXK1_E4_138.7,FOXK1,2790,2186
RNF17_tudor12321277_E1_4872.148,RNF17,1700,1790
ECT2L_2715.252,ECT2L,2590,2217
NEK7_PKc_E8_95.4,NEK7,2960,2989
MBD3_MBD2_E4_52.0,MBD3,1788,576
NRK_PKc_E2_66.2,NRK,2743,2824
LATS2_PKc_E6_183.17,LATS2,1108,989
POU2F3_E9_63.5,POU2F3,3295,3224
BRAF_PKc_E16_132.5,BRAF,1159,1585
ZMYND8_BD_e6_93.6,ZMYND8,2539,1065
RNF222_663.12,RNF222,1613,1456
ZBTB45_BTB23122_E1_1536.274,ZBTB45,725,685
FBXO27_852.51,FBXO27,996,727
ADAM21_2169.181,ADAM21,4987,3505
HERC3_2799.71,HERC3,949,823
FBXL6_1620.276,FBXL6,1903,1779
ZNF648_E2_828.106,ZNF648,670,567
DCUN1D2_780.63,DCUN1D2,2308,1860
DNPEP_1458.22,DNPEP,2242,1751
MID2_2208.5,MID2,1841,2232
PHF11_Phd_E3_84.0,PHF11,2826,3679
ZNF273_E4_1041.19,ZNF273,2413,3296
FMR1_Agenet59117_E1_1899.173,FMR1,3054,3721
KDM1B_CW137192_E1_1773.181,KDM1B,1528,2320
HES3_E2_81.1,HES3,1642,1162
IRF2BP1_1755.209,IRF2BP1,1760,1393
ERBB3_PKc_E20_186.13,ERBB3,1954,2665
ZFP14_E5_1077.87,ZFP14,2974,2964
ZNF70_E2_915.104,ZNF70,1345,1067
PRKCQ_PKc_E14_63.1,PRKCQ,1591,1953
CTSW_1131.97,CTSW,2799,2567
ZNF195_E6_1215.8,ZNF195,2351,2213
EPHB1_PKc_E10_43,EPHB1,1071,883
ALX1_E3_42.0,ALX1,3665,3621
RIPK4_PKc_E5_159.15,RIPK4,1393,1662
THAP9_E2_184.3,THAP9,2845,2917
JMJD1C_e22_86.1,JMJD1C,3024,3585
TYRO3_PKc_E14_93.6,TYRO3,1867,1789
WDTC1_2034.189,WDTC1,3069,2731
ZNF785_E3_495.11,ZNF785,2387,1538
FOXJ1_E2_138.10,FOXJ1,1514,1341
ADAMTS13_4284.56,ADAMTS13,77,13
TMPRSS9_3180.212,TMPRSS9,2457,1595
RNF44_1299.74,RNF44,2182,1941
DCAF11_1641.93,DCAF11,1244,1597
ERBB3_PKc_E19_99.4,ERBB3,754,851
HTRA3_1362.155,HTRA3,1624,1916
KCNB1_BTB33132_E1_2577.14,KCNB1,1339,1416
RPS6KA4_PKc_E6_81.11,RPS6KA4,1874,1645
CREBBP_BD_e17_107.5,CREBBP,2329,454
ESRRB_E5_117.2,ESRRB,2835,3322
WWP2_2613.120,WWP2,2806,3563
ANPEP_2904.421,ANPEP,3059,2600
SIK1_PKc_E3_117.1,SIK1,2448,3108
ZFP69B_E5_666.40,ZFP69B,4421,4914
TRIM7_1536.44,TRIM7,1930,1975
KLF8_E6_78.0,KLF8,1781,2077
