sgRNA,Gene,DLD1-Cont1.initial,DLD1-Cont1.final
FOLH1B_1329.19,FOLH1B,1859,1214
RNF214_2112.134,RNF214,2412,1626
RHBDD2_672.14,RHBDD2,2108,1951
FANCL_1143.54,FANCL,1252,830
IMMP1L_501.17,IMMP1L,3901,3566
SALL1_E2_2190.110,SALL1,1685,1543
USP50_1005.67,USP50,2880,2450
ELANE_804.165,ELANE,2765,1019
PRSS58_726.2,PRSS58,3167,2684
EZH2_e16_96.1,EZH2,3038,1615
DPRX_E2_132.4,DPRX,988,1389
UNK_2433.43,UNK,1249,1029
TRIM21_1428.13,TRIM21,1828,2206
BRD4_BD1_e2_121.4,BRD4,3494,275
CUX1_E23_155.4,CUX1,3933,2801
RARG_E4_81.7,RARG,5312,3916
DPYS_159.13,DPYS,3373,3181
ZFP14_E5_1077.22,ZFP14,4892,3833
PTK6_PKc_E5_162.4,PTK6,563,959
CNOT4_2142.257,CNOT4,1673,1305
MYLIP_1338.61,MYLIP,3014,1832
CDK15_PKc_E4_80.2,CDK15,3069,2783
ZNF597_E4_630.45,ZNF597,1135,852
SBK1_PKc_E3_203.6,SBK1,1959,1294
DMTF1_SANT_E11_33.1,DMTF1,1250,1547
MEX3A_1563.172,MEX3A,1558,1102
KLHL24_BTB56163_E1_1803.9,KLHL24,2646,2386
ZNF394_E3_495.34,ZNF394,2772,1229
FBXL14_1257.16,FBXL14,535,450
NFIB_E9_139.1,NFIB,4142,3121
RHBDF1_2568.389,RHBDF1,2614,1581
WSB2_1266.156,WSB2,2791,1776
RNF111_2988.5,RNF111,2520,2460
ELF3_E8_188.3,ELF3,3170,3170
ZNF362_E8_102.7,ZNF362,1853,1136
MAP3K4_PKc_E22_117.4,MAP3K4,751,599
HOXB1_E2_168.21,HOXB1,2089,1117
ZNF678_E4_1161.72,ZNF678,2047,1529
SPEG_PKc2_E35_168.25,SPEG,2324,1546
CELA1_777.26,CELA1,3009,2341
ZBED2_E2_162.10,ZBED2,851,536
PROP1_E2_135.13,PROP1,1797,1845
TBX22_E6_165.13,TBX22,4395,2966
NFKB2_E4_33.2,NFKB2,2606,1584
AR_E3_117.1,AR,3249,2720
ZNF800_E4_81.0,ZNF800,7969,6801
TRIM32_1962.293,TRIM32,2380,1310
TBCK_PKc_E7_61.1,TBCK,1011,2212
PARK7_570.71,PARK7,3127,1378
ANAPC7_1800.16,ANAPC7,8228,5525
DEAF1_E11_84.0,DEAF1,1342,942
IRAK4_PKc_E7_65,IRAK4,2145,1180
IRAK3_PKc_E7_115.3,IRAK3,1852,1518
HOXD4_E2_177.15,HOXD4,3711,2693
RNF180_1779.123,RNF180,2891,2423
ZNF676_E3_1410.44,ZNF676,5028,3426
ESX1_E2_89.1,ESX1,2150,1387
neg98,neg98,5649,5494
RNF139_1995.29,RNF139,2460,1257
FBXL15_903.171,FBXL15,729,443
KMT2C_e60_109.0,KMT2C,5367,3779
ZBTB34_E2_156.23,ZBTB34,5679,3827
FBXO43_2127.99,FBXO43,2516,1912
KDM5C_e13_120.6,KDM5C,1232,1233
CCNF_2361.6,CCNF,1699,988
TSC22D1_E3_138.6,TSC22D1,3291,2421
RNF112_1896.336,RNF112,1392,1576
TSHZ1_E2_221.9,TSHZ1,2464,1790
ZNF281_E2_246.1,ZNF281,2791,2554
USP3_1563.26,USP3,1618,1103
UCHL3_693.41,UCHL3,943,766
HTRA1_1443.154,HTRA1,867,964
SPPL2A_1563.66,SPPL2A,2624,1770
ARIH2_1482.41,ARIH2,3881,3291
RHOXF2B_E2_71.3,RHOXF2B,5190,3936
KDM7A_e6_187.17,KDM7A,2338,3052
PROX1_E4_195.2,PROX1,2935,1578
RNF150_1317.25,RNF150,1532,1472
TRIM38_1398.152,TRIM38,1306,1502
RC3H2_3576.52,RC3H2,1187,777
CDYL2_Chromo_E2_144.0,CDYL2,3699,2927
ZFPL1_933.8,ZFPL1,3002,2269
ZNF503_E2_183.6,ZNF503,836,516
VRK2_PKc_E6_106.3,VRK2,5464,4610
CHD8_Chromo_E6_39.0,CHD8,4682,3169
CDK6_PKc_E5_110.8,CDK6,214,72
ABHD13_1014.45,ABHD13,1890,1714
UCHL5_990.5,UCHL5,4751,2841
UCHL5_990.5,UCHL5,4751,1369
UCHL5_990.5,UCHL5,3145,2841
UCHL5_990.5,UCHL5,3145,1369
DCAF13_1794.64,DCAF13,1657,597
UBE2K_603.0,UBE2K,1065,659
MAP4K4_PKc_E4_126.4,MAP4K4,2131,1922
BAZ1A_BD_e25_118.0,BAZ1A,6306,5426
DTX1_1863.40,DTX1,1080,612
RNF223_750.16,RNF223,2843,2790
RNF44_1299.98,RNF44,1224,1180
ABHD13_1014.29,ABHD13,4375,2777
USP11_2892.23,USP11,3101,1703
ZNF446_E7_69.0,ZNF446,3264,2979
ZNF446_E7_69.0,ZNF446,3264,1084
ZNF446_E7_69.0,ZNF446,1963,2979
ZNF446_E7_69.0,ZNF446,1963,1084
LONRF2_2265.115,LONRF2,1966,2044
PARP9_Macro317453_E1_2565.71,PARP9,2843,2159
ADAMTS14_3681.708,ADAMTS14,4945,4536
ANAPC10_8,ANAPC10,5088,2757
MBD5_PWWP13831460_E1_4485.219,MBD5,723,725
FBXO17_864.141,FBXO17,1148,818
WDTC1_2034.28,WDTC1,5173,2697
HDAC9_e21_119.13,HDAC9,1550,1067
DCLK1_PKc_E13_78.4,DCLK1,2638,1901
AHR_E2_126.3,AHR,5289,4188
CPZ_1959.293,CPZ,1618,1616
HDAC6_a1_e8_98.7,HDAC6,1912,1323
PSMA4_786.47,PSMA4,7044,827
ZFP69_E6_666.59,ZFP69,4885,2847
HERC1_14586.671,HERC1,2184,1873
ZNF574_E2_1602.16,ZNF574,2061,1117
ZNF674_E6_1125.42,ZNF674,6798,5467
CUL9_7554.421,CUL9,1055,1277
CUL7_5349.545,CUL7,3852,2469
TFAM_E4_150.2,TFAM,1275,1471
ZNF436_E4_918.22,ZNF436,3354,3752
MTF2_Phd2_E6_26.0,MTF2,2730,2356
KAT2B_BD_e17_85.0,KAT2B,4224,2986
GLI4_E4_489.32,GLI4,949,339
PLAGL2_E3_457.27,PLAGL2,3785,2550
FIGLA_E2_135.5,FIGLA,4284,3818
CREB3L3_E6_92.8,CREB3L3,1465,1522
ZNF141_E4_666.16,ZNF141,3525,3613
ZNF697_E3_1059.8,ZNF697,1282,962
FANCL_1143.23,FANCL,1253,738
TTN_PKc_E358_736.3,TTN,1490,1368
ZBTB12_E2_69.3,ZBTB12,2611,1389
HOXB6_E4_177.6,HOXB6,1419,1009
ZNF573_E8_1155.28,ZNF573,6317,3971
ZXDB_E1_490.23,ZXDB,1840,1231
HMG20A_E6_54.1,HMG20A,5910,3725
SHPRH_5052.202,SHPRH,3195,1663
BRWD1_BD2_e35_98.1,BRWD1,2448,1656
GGT7_1989.61,GGT7,2184,1980
RUNX2_E3_129.13,RUNX2,795,603
KAT2A_BD_e17_64.2,KAT2A,2505,2830
USP3_1563.63,USP3,1722,1465
UQCRC1_1443.25,UQCRC1,1857,1789
ADAM12_2730.354,ADAM12,1068,1005
MORC4_CW424471_E1_2814.253,MORC4,1038,1237
CREBBP_e25_147.2,CREBBP,2746,2995
TSSK6_PKc_E1_771.44,TSSK6,2073,1561
ABHD4_1029.56,ABHD4,3014,2932
STAMBP_1275.75,STAMBP,2384,1848
PRMT8_e3_68.3,PRMT8,731,462
ZNF565_E5_990.71,ZNF565,4670,3485
BRWD1_6963.49,BRWD1,2582,1490
ZNF587_E3_567.30,ZNF587,11774,8360
TINAG_1431.4,TINAG,2951,2158
neg99,neg99,4551,4324
RFX3_E8_49.2,RFX3,4070,3062
SMNDC1_tudor76124_E1_717.7,SMNDC1,3319,941
UBTFL1_E1_558.9,UBTFL1,3069,2061
SOX21_E1_216.14,SOX21,5045,4067
ZNF540_E5_1251.69,ZNF540,4139,3915
POU2F2_E11_108.4,POU2F2,264,175
CTSF_1455.113,CTSF,2172,1530
DMRT1_E1_141.3,DMRT1,1590,2545
FES_PKc_E17_158.5,FES,930,650
PGC_948.34,PGC,2577,1774
KMT2B_e36_130.0,KMT2B,2567,1931
USP17L13_885.18,USP17L13,4689,4229
ACE2_2418.74,ACE2,2472,3150
ZNF394_E3_495.35,ZNF394,4139,4832
PRDM4_E11_169.13,PRDM4,1652,1707
IRF5_E3_171.8,IRF5,2988,2422
ATG4D_1425.2,ATG4D,2136,1513
TRIM5_1482.69,TRIM5,1528,1358
ZNF280D_E12_101.2,ZNF280D,4442,3294
USP43_3372.456,USP43,1286,1147
LACTB_1644.159,LACTB,2183,1515
ZNF479_E5_990.57,ZNF479,4691,5066
STK38L_PKc_E4_51.1,STK38L,599,607
DCAF12L1_1392.213,DCAF12L1,1260,1152
ASB14_1764.35,ASB14,2930,2305
EP300_BD_e17_111.2,EP300,3996,1948
KDM4C_Phd_E14_214.3,KDM4C,2061,2003
ZNF114_E6_321.10,ZNF114,4676,3043
ABHD4_1029.131,ABHD4,2057,1687
DPEP2_1461.148,DPEP2,3056,1774
FBXL7_1476.46,FBXL7,3121,2685
SETDB1_tudor257317_E1_3876.5311,SETDB1,2354,2105
ZNF449_E5_573.40,ZNF449,2581,2231
TADA2B_E2_73.0,TADA2B,2491,821
SPEG_PKc1_E22_201.35,SPEG,1128,1043
SCRT1_E2_156.0,SCRT1,1734,982
PSMB10_822.139,PSMB10,1412,1014
RNF25_1380.75,RNF25,767,1122
VENTX_E2_129.3,VENTX,2786,1550
CPVL_1431.68,CPVL,5575,4139
NFATC2_E4_203.6,NFATC2,4510,4689
AREL1_2472.187,AREL1,746,636
ABHD12B_858.96,ABHD12B,4247,3009
FMR1_Agenet59117_E1_1899.14,FMR1,2687,2426
TRIM67_2352.448,TRIM67,3114,3030
LATS2_PKc_E5_487.64,LATS2,607,648
FBXO25_4,FBXO25,595,279
UHRF2_2409.90,UHRF2,4852,2646
FBXW11_2,FBXW11,2101,932
TDRD7_tudor9631007_E1_3297.147,TDRD7,2425,2255
ASB17_888.29,ASB17,3479,2486
ERAP1_2847.19,ERAP1,666,646
SOX12_E1_216.30,SOX12,3890,3267
FBXL21_1305.58,FBXL21,2106,1669
PADI4_e9_112.0,PADI4,3174,2032
FBXO11_1,FBXO11,4494,3454
CDC7_PKc_E3_34,CDC7,1085,235
KCNA4_BTB178269_E1_1962.266,KCNA4,1959,1571
PRDM2_E8_69.4,PRDM2,1341,2186
SOX3_E1_216.10,SOX3,3607,3067
PRKRIR_E1_80.2,PRKRIR,1663,301
NAALADL2_2388.4,NAALADL2,1075,826
TMPRSS11B_1251.63,TMPRSS11B,2380,1913
LTA4H_1836.4,LTA4H,3283,3275
PIAS3_1887.310,PIAS3,1050,705
CDC27_2493.106,CDC27,567,34
PLG_75.7,PLG,6107,4512
FBXL14_1257.53,FBXL14,2006,1507
ZNF212_E5_78.4,ZNF212,8291,6193
MARCH3_762.86,43527,3303,2790
ZMYND8_Phd_E5_123.0,ZMYND8,2552,788
ZNF225_E5_1635.120,ZNF225,4676,4344
BTRC_1818.96,BTRC,1574,1423
ZBTB16_E6_168.8,ZBTB16,3853,2731
SLX4_BTB699788_E1_5505.195,SLX4,2077,1372
TRIM68_1458.4,TRIM68,2749,1941
CNOT4_2142.6,CNOT4,2120,1640
ZNF232_E5_324.24,ZNF232,2157,1838
BAZ2B_Phd_E34_144.2,BAZ2B,1621,1062
RCBTB2_BTB395487_E1_1656.95,RCBTB2,1140,676
DDR1_PKc_E16_150.1,DDR1,1613,1326
WSB2_1266.166,WSB2,2759,2081
KDM5A_Phd2_E23_159.10,KDM5A,1687,1412
ADAMTS10_3312.115,ADAMTS10,1115,618
FOLH1_2253.65,FOLH1,2910,2245
VPS8_4287.107,VPS8,1851,1911
PSMA1_810.61,PSMA1,3834,2957
USP1_2358.113,USP1,2597,1365
ZNF556_E4_492.22,ZNF556,3248,2709
NFATC4_E4_141.9,NFATC4,977,1058
ZBTB7B_E4_113.10,ZBTB7B,1956,704
BRCA1_5592.82,BRCA1,2725,1021
FOXK1_E4_138.10,FOXK1,3565,1480
MACROD1_Macro153319_E1_978.85,MACROD1,1395,1152
SENP8_639.5,SENP8,1700,1445
neg70,neg70,9396,7277
LRSAM1_2172.300,LRSAM1,1223,647
RNF213_15624.1695,RNF213,1342,704
MLL5_e11_105.5,MLL5,7553,5141
KDM4A_e7_104.4,KDM4A,3841,3499
PRKG2_PKc_E13_90.7,PRKG2,1365,1577
ZSCAN20_E8_478.13,ZSCAN20,4467,2614
AIRE_Phd2_E11_104.8,AIRE,349,199
RHBDL1_56.1,RHBDL1,2521,1194
ZNF19_E6_648.33,ZNF19,3239,2125
PDK2_PKc_E2_142.9,PDK2,567,599
HSPBAP1_e4_137.7,HSPBAP1,5117,4642
PAK6_PKc_E11_165.9,PAK6,1901,1207
RNF32_1089.68,RNF32,1667,1468
CASP10_127.0,CASP10,1806,1915
RNF19A_2517.210,RNF19A,4244,3346
CSNK1G2_PKc_E3_41,CSNK1G2,1159,737
BRWD1_6963.40,BRWD1,3369,1676
ELF3_E8_188.4,ELF3,1745,1263
HES7_E2_96.3,HES7,3773,2596
IKBKB_PKc_E4_118.23,IKBKB,4319,3625
HDAC8_e7_109.1,HDAC8,2338,1827
ZKSCAN8_E7_744.1,ZKSCAN8,1235,1770
SSRP1_E14_144.9,SSRP1,2148,874
KMT2B_e36_130.3,KMT2B,4043,2203
NFKB1_E7_164.2,NFKB1,2749,2034
SOX18_E1_109.7,SOX18,2391,1833
ZNF669_E4_498.34,ZNF669,1540,2088
ACTR_e18_255.26,ACTR,1423,1283
SUV420H2_e7_105.13,SUV420H2,2009,1769
SENP7_3153.129,SENP7,6528,3287
VAX2_E2_129.9,VAX2,1807,1400
SCYL3_PKc_E2_141.1,SCYL3,2368,1854
NSD3_e21_142.0,NSD3,2921,2668
EP300_e27_166.3,EP300,945,497
NEUROD6_E2_360.0,NEUROD6,630,490
TRIM38_1398.3,TRIM38,2190,1994
PHF3_Phd_E5_35.0,PHF3,701,977
DCAF12_1362.38,DCAF12,4812,3284
ZNF700_E4_1239.27,ZNF700,2698,2382
MITF_E8_76.0,MITF,3656,2728
ZNF708_E4_1233.56,ZNF708,1748,1221
LITAF_E4_103.10,LITAF,2645,2049
PRKAA2_PKc_E2_142,PRKAA2,1092,1146
RIPK3_PKc_E2_101.1,RIPK3,937,589
ZNF283_E7_1077.53,ZNF283,2695,1826
MIB1_3021.141,MIB1,6678,4221
SH3RF2_2190.414,SH3RF2,2419,2597
ELF5_E7_73.3,ELF5,1708,1827
ZNF432_E5_1392.84,ZNF432,2947,2839
ZNF426_E8_750.67,ZNF426,4866,3313
OTUD5_1716.259,OTUD5,3657,3600
POU3F3_E1_174.26,POU3F3,2200,2108
RPA3_e2.1,RPA3,11391,2668
ZNF705D_E7_396.30,ZNF705D,2465,2160
KMT2B_8148.448,KMT2B,1763,1109
ZFP57_E4_768.119,ZFP57,1514,1389
HDAC10_e8_66.0,HDAC10,2576,2086
ZSCAN22_E3_654.35,ZSCAN22,3681,2400
CCDC79_SANT_E19_144.2,CCDC79,1610,1318
ZNF98_E4_1155.79,ZNF98,1788,1594
ZBTB1_BTB14109_E1_2142.3,ZBTB1,3628,2701
TPP2_3750.141,TPP2,1144,661
ZNF227_E6_1557.46,ZNF227,2129,1483
MIB1_3021.172,MIB1,2603,1664
MITF_E9_76.1,MITF,2810,2335
STK38L_PKc_E5_84,STK38L,587,250
neg62,neg62,3435,3642
FOXB1_E2_234.2,FOXB1,5337,3198
ZBTB2_E3_639.30,ZBTB2,5334,3749
HMGB3_E2_114.9,HMGB3,4230,1462
ZNF610_E6_735.19,ZNF610,2531,1660
MBD1_CXXC168215_E1_1968.54,MBD1,1149,1204
RNF215_1134.116,RNF215,2582,1967
RC3H2_3576.363,RC3H2,5157,4528
TIE1_PKc_E15_115.16,TIE1,2073,1994
GRHL2_E7_112.5,GRHL2,2212,1025
INSM1_E1_675.37,INSM1,333,224
CMA1_744.73,CMA1,1196,738
CEBPE_E2_150.0,CEBPE,1176,1116
E2F7_E4_115.1,E2F7,7340,4769
ZNF649_E5_663.8,ZNF649,2084,1710
ATF2_e11_150.7,ATF2,3208,2446
UBE3A_2628.69,UBE3A,2400,2126
ZNF770_E3_1944.79,ZNF770,4499,3018
NR0B1_E2_220.4,NR0B1,6063,5292
MBD1_CXXC217262_E1_1968.62,MBD1,1356,344
IKZF3_E5_168.9,IKZF3,3288,1571
RAG1_3132.353,RAG1,2520,3114
MYBL1_SANT2_E5_115.5,MYBL1,1769,1262
FOXN3_E2_204.13,FOXN3,2591,1933
MKNK2_PKc_E6_80.9,MKNK2,1903,1976
KDM2B_13,KDM2B,1647,1732
WSB2_1266.103,WSB2,3448,2104
CARM1_e5_111.7,CARM1,1997,2133
ZNF639_E7_747.24,ZNF639,2699,2252
THAP10_E1_276.13,THAP10,1072,716
POU6F2_E11_174.16,POU6F2,1933,1440
SMURF2_2247.133,SMURF2,1252,768
ZNF496_E9_339.42,ZNF496,1974,2614
BAZ2B_Phd_E34_144.0,BAZ2B,3624,4313
MTA1_SANT_E11_57.0,MTA1,6018,4677
TPSAB1_828.165,TPSAB1,2540,1462
SEBOX_E2_135.6,SEBOX,2522,2629
TRIM3_2235.6,TRIM3,2260,1307
OTUD7B_2532.409,OTUD7B,3868,2767
GUCY2D_PKc_E9_207.18,GUCY2D,1069,685
ZNF444_E5_360.31,ZNF444,2032,2058
SH3RF3_2649.553,SH3RF3,2060,1332
STK40_PKc_E4_144.11,STK40,1953,1236
ASB4_1281.126,ASB4,627,542
FOXD4L1_E1_234.11,FOXD4L1,1301,732
RSF1_Phd_E8_99.0,RSF1,4703,3499
ZFP41_E2_237.1,ZFP41,2411,1720
PRDM2_E8_69.3,PRDM2,4310,4552
YEATS2_Yeats231310_E1_4269.537,YEATS2,2563,334
SNAI2_E2_238.20,SNAI2,2206,1599
SOX2_E1_216.11,SOX2,2200,1934
MASP1_2187.211,MASP1,3977,2421
ZNF7_E5_1380.65,ZNF7,3959,2959
PIK3R4_PKc_E3_134,PIK3R4,722,856
RERE_SANT_E14_39.0,RERE,1882,1668
TRIM3_2235.147,TRIM3,1629,1803
SMAD5_E4_372.21,SMAD5,1586,1183
CHD9_H_e18_50.2,CHD9,2713,2293
BBX_E5_171.2,BBX,4094,4168
ZNF534_E4_1170.49,ZNF534,1717,1774
CGRRF1_999.36,CGRRF1,2419,2381
CHD3_Chromo_E12_130.3,CHD3,3387,2556
ZNF155_E5_750.27,ZNF155,4821,3209
PRRX2_E2_123.4,PRRX2,1170,1082
RNF224_471.96,RNF224,553,309
ZCWPW2_CW3078_E1_1071.7,ZCWPW2,1234,874
ZNF136_E4_1110.65,ZNF136,3623,2757
CAPN8_2112.24,CAPN8,4386,3608
TRIM23_1725.135,TRIM23,2889,2072
STK32B_PKc_E5_38,STK32B,957,327
RFPL3_954.118,RFPL3,6445,2570
CPA2_1260.127,CPA2,4137,2944
SCYL3_PKc_E6_103.3,SCYL3,1353,1595
OTUB2_705.32,OTUB2,2835,1457
SP5_E2_162.6,SP5,740,769
CLK4_PKc_E5_67,CLK4,2982,2359
L3MBTL1_E18_88.7,L3MBTL1,3564,2571
ZNF300_E7_1077.58,ZNF300,1890,1421
CGRRF1_999.35,CGRRF1,1616,1037
VPS8_4287.171,VPS8,1477,1840
BATF2_E3_72.1,BATF2,2377,1746
ZBTB1_E2_522.5,ZBTB1,7552,2788
KCNC2_BTB10151_E1_1917.274,KCNC2,1657,1058
WDSUB1_1155.56,WDSUB1,6575,5793
TCF7_E8_99.0,TCF7,452,344
FOXA3_E2_234.23,FOXA3,6144,5463
IRF7_E1_153.13,IRF7,3388,2273
KCTD3_BTB20112_E1_2448.2,KCTD3,2321,1758
MIB2_3213.414,MIB2,2607,2117
CDKL4_PKc_E3_73,CDKL4,1479,1385
ASPA_942.64,ASPA,1338,980
IKZF1_E6_71.3,IKZF1,2920,3004
NHLH1_E2_171.19,NHLH1,952,870
TRIM55_1647.194,TRIM55,5185,3604
FEZF1_E2_135.7,FEZF1,3174,1906
IRF2_E2_75.4,IRF2,3909,2410
RHBDF2_2571.26,RHBDF2,1405,664
SOCS3_678.47,SOCS3,864,824
MIPEP_2142.146,MIPEP,1860,813
PRMT8_e4_64.2,PRMT8,1851,1363
KDM5A_E4_144.3,KDM5A,2337,1455
KBTBD6_BTB53168_E1_2025.224,KBTBD6,654,781
STAT6_E11_123.2,STAT6,1118,921
SETDB2_e14_89.3,SETDB2,5008,4367
E2F6_E3_194.1,E2F6,2177,1798
PRMT7_e6_79.2,PRMT7,7711,3571
HOMEZ_E2_1053.156,HOMEZ,2513,1498
SETD4_e7_103.2,SETD4,5577,4245
ZBTB34_BTB22122_E1_1503.198,ZBTB34,2195,1994
PRDM4_E10_31.0,PRDM4,928,875
HSPBAP1_e5_172.4,HSPBAP1,2072,2431
ASCL1_E1_126.15,ASCL1,2252,2988
GLI3_E11_75.3,GLI3,5797,3494
TLK2_PKc_E19_170.4,TLK2,878,850
NR5A1_E3_142.4,NR5A1,521,535
ELF2_E8_61.3,ELF2,2777,1530
NRF1_E6_159.3,NRF1,3835,1735
BIRC8_711.35,BIRC8,5653,4855
HMX2_E2_174.1,HMX2,1093,473
ZFP37_E4_906.66,ZFP37,4388,2947
ASB7_957.103,ASB7,3903,3880
CTSA_1497.133,CTSA,2692,2344
TMPRSS13_1704.201,TMPRSS13,3143,1879
PRSS46_137.14,PRSS46,1839,1532
TEAD3_E12_153.7,TEAD3,4420,3038
PARK7_570.49,PARK7,2510,1061
ZNF782_E6_1062.1,ZNF782,6326,4263
TET2_e7_86.2,TET2,4774,3329
RFPL1_954.113,RFPL1,2641,1758
CASP9_801.86,CASP9,3203,1987
SCAF11_4392.373,SCAF11,5148,3664
PJA2_2127.104,PJA2,1602,1267
HES5_E2_159.13,HES5,4682,3052
SOHLH2_E7_130.4,SOHLH2,3481,3667
TBX19_E2_265.8,TBX19,1731,1370
ZNF783_E6_504.27,ZNF783,874,1021
TLL2_3048.433,TLL2,4520,3178
ZNF236_Ex_357.40,ZNF236,2832,688
ARIH2_1482.116,ARIH2,4715,3196
RNF115_915.11,RNF115,2183,1605
ALX4_E2_135.4,ALX4,2309,1356
FASTK_PKc_E8_41.2,FASTK,683,374
TP63_E6_116.0,TP63,5263,4258
OMA1_1575.101,OMA1,4026,2729
MYLIP_1338.96,MYLIP,2345,1821
MEF2B_E3_180.1,MEF2B,660,430
IRF2_E4_152.6,IRF2,3909,2666
EPHX1_1368.15,EPHX1,1190,1005
PLAGL1_E7_67.0,PLAGL1,2309,2287
ZNF841_E7_1674.91,ZNF841,2774,3500
ELK4_E2_159.9,ELK4,1341,1356
CAPN5_1923.12,CAPN5,4101,3056
ZNF180_E5_1083.79,ZNF180,3328,1574
KDM3B_e20_86.1,KDM3B,2471,859
DLX1_E3_42.0,DLX1,3529,3990
SPPL2B_1779.26,SPPL2B,2067,2304
JMJD4_E3_126.0,JMJD4,2028,1817
LGMN_1302.23,LGMN,1266,1302
ZNF331_E7_993.91,ZNF331,5681,4561
KDM4B_e9_96.7,KDM4B,2046,1565
TP53_E5_184.16,TP53,2444,1989
CTRB1_792.75,CTRB1,2789,1064
KDM4C_Phd_E13_39.0,KDM4C,1799,1263
USP19_74.1,USP19,5407,3885
PITRM1_3117.26,PITRM1,1103,1685
ZNF219_E5_38.0,ZNF219,3591,1977
ZNF32_E3_561.52,ZNF32,2501,1902
L3MBTL2_MBT511604_E1_2118.243,L3MBTL2,2637,1915
NFAT5_E6_114.2,NFAT5,1915,1626
PBX3_E5_136.9,PBX3,4078,4042
RNF43_2352.415,RNF43,3153,2658
EBF1_E8_105.7,EBF1,3140,2874
DDIT3_E4_192.11,DDIT3,1738,1279
ADAMTS18_3666.417,ADAMTS18,2443,1679
ZBTB33_E3_657.9,ZBTB33,2980,2728
TXK_PKc_E15_48.6,TXK,531,510
TMPRSS15_3060.157,TMPRSS15,1950,1864
WSB1_1266.36,WSB1,1614,870
RNF225_990.242,RNF225,1869,1362
CPB2_1272.51,CPB2,1775,1499
NEUROG1_E1_180.1,NEUROG1,1386,1739
RNF185_579.14,RNF185,2642,1654
NAALAD2_2223.68,NAALAD2,2391,1294
STAT1_E19_50.1,STAT1,2554,2188
ZNF736_E4_579.46,ZNF736,3037,2115
FBXO10_2871.46,FBXO10,1208,1245
ADCK4_PKc_E10_94.6,ADCK4,1109,639
FOXD4L6_E1_234.31,FOXD4L6,3456,244
IRX1_E2_165.26,IRX1,1622,1455
MNX1_E3_48.3,MNX1,3650,2032
ZNF184_E6_1131.87,ZNF184,767,785
ZNF287_E6_1158.75,ZNF287,3193,2762
ADAMTS10_3312.58,ADAMTS10,5498,3745
PHF20L1_tudor90135_E1_858.64,PHF20L1,1527,1900
FOXN2_E3_204.18,FOXN2,5468,2713
EGR2_E2_243.26,EGR2,4044,2270
PCSK4_2268.424,PCSK4,2319,1994
RNF128_1287.125,RNF128,5855,4144
HTRA1_1443.126,HTRA1,1895,1605
EIF2AK1_PKc_E8_61.1,EIF2AK1,1013,759
ZNF491_E3_1176.57,ZNF491,4234,4205
ASB18_1401.107,ASB18,6052,5180
PDK4_PKc_E4_185.8,PDK4,1547,1344
F11_1878.56,F11,2359,2135
KLF6_E3_65.2,KLF6,3231,3411
GLI1_E10_78.1,GLI1,776,516
ZMYND11_BD_e7_88.1,ZMYND11,2482,2668
RNF130_1260.13,RNF130,2076,1198
RNPEPL1_2178.15,RNPEPL1,2090,1777
ADAM23_2499.5,ADAM23,3331,3327
KCTD21_BTB593_E1_783.3,KCTD21,2446,1434
ZNF436_E4_918.72,ZNF436,2231,1525
ABHD12B_858.58,ABHD12B,4407,3765
DCAF1_8,DCAF1,3406,197
VPS41_2565.123,VPS41,2825,1993
PATZ1_E5_239.24,PATZ1,1136,886
SMARCE1_E6_132.4,SMARCE1,3771,867
MXD4_E4_115.5,MXD4,2368,2290
USP6_152.7,USP6,3450,3235
NEURL2_858.45,NEURL2,2182,1433
MAZ_E2_78.0,MAZ,2103,1156
TOX_E5_147.8,TOX,3195,2330
RSPRY1_1731.85,RSPRY1,3034,2419
MTA3_E14_128.0,MTA3,2906,1908
TRIM8_1656.12,TRIM8,1674,1671
KBTBD6_BTB53168_E1_2025.232,KBTBD6,2264,1172
NEDD4_3960.90,NEDD4,2092,1230
ZNF746_E7_162.3,ZNF746,1677,1858
FBXO10_2871.476,FBXO10,1309,980
JMJD7_e4_57.0,JMJD7,3870,2792
ZNF324B_E4_660.58,ZNF324B,2047,1573
PRSS1_744.88,PRSS1,3279,2538
CBX1_Chromo_E3_67.3,CBX1,1114,732
ZNF433_E4_1221.48,ZNF433,1620,1474
ZNF181_E4_828.55,ZNF181,3167,2715
ZNF740_E6_119.1,ZNF740,3201,3330
ZNF563_E4_579.39,ZNF563,1785,1554
TRIM24_BD_e17_75.2,TRIM24,3225,2824
PHF13_Phd_E4_141.11,PHF13,3713,2320
PRSS12_2628.222,PRSS12,3076,3138
ZMIZ1_3204.35,ZMIZ1,1754,1453
neg86,neg86,5862,5763
ZNF541_SANT_E12_78.0,ZNF541,2847,1545
CAPN13_2010.1,CAPN13,2716,2453
MMP13_1416.36,MMP13,3496,2847
NEK11_PKc_E7_127.7,NEK11,507,730
ZNF582_E5_663.32,ZNF582,2723,2831
NFKB1_E8_159.13,NFKB1,5160,3750
MYB_SANT2_E4_32.0,MYB,3617,2475
SOX30_E2_202.20,SOX30,3667,3132
ZNF33A_E5_1407.108,ZNF33A,5215,4626
OSR2_E3_101.12,OSR2,1502,1720
ZNF800_E4_81.1,ZNF800,3363,4132
SUV39H2_e5_130.5,SUV39H2,3651,2768
ZNF705G_E5_162.9,ZNF705G,3054,1292
PAX3_E2_222.37,PAX3,1937,2107
