sgRNA,Gene,DLD1-Cont1.initial,DLD1-Cont1.final
USP48_3108.32,USP48,2152,1271
MST1R_PKc_E20_94.12,MST1R,783,395
UBE2A_459.23,UBE2A,1201,1434
ADCK5_PKc_E7_114.17,ADCK5,802,750
NR2C1_E5_180.3,NR2C1,2105,1032
ADAM21_2169.192,ADAM21,2080,1725
ZBTB45_E2_31.0,ZBTB45,3189,1668
ZNF776_E3_666.53,ZNF776,2543,1944
IRX6_E4_180.29,IRX6,2207,1913
HDGFL1_PWWP985_E1_756.173,HDGFL1,1225,1373
USP7_3309.82,USP7,3115,1345
TNFAIP1_BTB30120_E1_951.127,TNFAIP1,633,409
CAPN10_2019.65,CAPN10,1614,1059
AMBRA1_3906.53,AMBRA1,2303,1461
FBXO22_1212.6,FBXO22,1928,1572
ELF1_E7_188.19,ELF1,2129,2169
ZNF878_E4_1200.99,ZNF878,2162,1874
IRX6_E4_180.10,IRX6,1747,660
ZNF227_E6_1557.100,ZNF227,3254,1978
ERN1_PKc_E16_100.1,ERN1,1009,867
CBLC_1425.105,CBLC,2333,1560
CBX5_Chromo_E2_80.3,CBX5,406,227
SHPRH_H_e26_93.1,SHPRH,1408,1191
USP4_119.11,USP4,1557,1103
UBR2_1320.83,UBR2,1364,1228
UCHL5_990.67,UCHL5,3283,1976
RNF220_1701.113,RNF220,2133,762
KMT2B_e37_218.25,KMT2B,2332,2321
MYCBP2_14037.166,MYCBP2,638,600
TMPRSS9_3180.94,TMPRSS9,1518,1429
HOXA9_E2_171.15,HOXA9,2568,1683
RPL9_e3.1,RPL9,11998,1071
FLT1_PKc_E21_157.4,FLT1,292,313
ASB17_888.30,ASB17,1931,1294
SPIN4_Spinlin201245_E1_750.51,SPIN4,1075,1078
BAZ2A_BD_e28_144.19,BAZ2A,858,483
ZNF211_E4_1116.94,ZNF211,1488,1560
SPPL2B_1779.222,SPPL2B,1825,1801
SP140_E19_88.3,SP140,1136,749
IRAK1_PKc_E10_66.4,IRAK1,684,519
SCMH1_MBT31126_E1_1983.12,SCMH1,1653,762
RPS6KB2_PKc_E5_148.5,RPS6KB2,1093,785
MARCH3_762.22,43527,1998,1959
CLOCK_E7_149.0,CLOCK,1404,1129
PRDM2_e3_47.0,PRDM2,1232,858
ASB6_1266.160,ASB6,1826,1128
SHH_1389.85,SHH,2436,1297
FYN_PKc_E12_154.5,FYN,1893,1338
ZNF264_E4_1155.86,ZNF264,706,609
PREP_2133.15,PREP,1493,1458
SENP6_3339.102,SENP6,4532,3960
ADAMTS5_2793.337,ADAMTS5,1672,1606
GLI3_E13_78.5,GLI3,1136,1007
JARID2_E16_36.0,JARID2,1760,1256
EP300_e25_147.3,EP300,3642,1443
NR3C1_E6_117.6,NR3C1,1094,1095
MID1_2004.72,MID1,3292,2693
BAZ2B_BD_e36_144.1,BAZ2B,3656,3148
STAT1_E19_50.0,STAT1,1550,1181
EBF4_E3_157.2,EBF4,799,1016
PHF21B_Phd_E10_129.21,PHF21B,571,500
RNF170_777.58,RNF170,1763,993
AURKC_PKc_E6_175.14,AURKC,1037,807
GMEB1_E5_104.6,GMEB1,3652,2455
TRIM26_1620.28,TRIM26,2215,1423
NR5A1_E2_66.2,NR5A1,2759,1311
ZNF565_E5_990.90,ZNF565,3440,2396
CDIP1_E6_103.1,CDIP1,506,573
ZNF566_E5_570.24,ZNF566,1945,1539
NCOR1_SANT2_E17_63.2,NCOR1,2189,1785
USP30_1554.191,USP30,2368,1429
MAST3_PKc_E12_41.1,MAST3,2589,1740
MLX_E5_100.1,MLX,6824,3163
ZNF417_E3_567.53,ZNF417,2838,1995
HOXA6_E2_177.14,HOXA6,1324,961
MAF_E1_258.10,MAF,1076,1311
ZNF429_E4_1167.62,ZNF429,2323,2319
RFX6_E3_124.5,RFX6,1593,1268
MID2_2208.260,MID2,1478,984
PHRF1_4950.1067,PHRF1,669,497
HOXA4_E2_177.0,HOXA4,1453,1162
FBXL18_2157.9,FBXL18,1478,1529
MMP26_786.75,MMP26,4091,3952
ZNF879_E5_1077.23,ZNF879,2388,2753
PRKCI_PKc_E12_136.1,PRKCI,556,450
FOXD4L5_E1_234.31,FOXD4L5,7924,1144
TRIM33_Phd_E15_104.3,TRIM33,1164,696
TRIM33_3384.348,TRIM33,1031,960
ADAM11_2310.88,ADAM11,3143,2141
KMT2E_Phd_E6_73.0,KMT2E,1749,2519
KLK8_137.8,KLK8,1178,690
ATAD2B_BD_e23_86.1,ATAD2B,1940,1853
PSMD14_933.41,PSMD14,2130,372
ZBED4_E2_1476.210,ZBED4,1191,1322
CREB3_E6_67.4,CREB3,2332,1282
NAALADL2_2388.166,NAALADL2,1835,2384
USP49_1923.101,USP49,1657,1557
ADAM30_2373.54,ADAM30,1657,1590
BAZ1A_BD_e26_88.4,BAZ1A,2055,963
MACROD1_Macro153319_E1_978.155,MACROD1,1050,723
NFIA_E10_92.8,NFIA,2459,2335
TIE1_PKc_E19_71.4,TIE1,1823,1220
OSR2_E5_129.4,OSR2,2484,2567
TMPRSS2_1590.128,TMPRSS2,2037,1565
TRIM64_1350.132,TRIM64,1873,1925
ZNF121_Ex_993.11,ZNF121,5325,3177
ZNF77_E4_834.53,ZNF77,1687,1466
RNF167_1053.140,RNF167,1300,1169
TRIM23_1725.15,TRIM23,2809,2222
NR1H2_E5_274.13,NR1H2,1969,1866
KALRN_PKc_E60_399.58,KALRN,2639,1404
DPYSL5_1695.64,DPYSL5,2882,1997
FBXO10_2871.472,FBXO10,1251,1129
ABL2_PKc_E7_178.9,ABL2,1244,985
PHIP_5466.438,PHIP,708,437
DCUN1D2_780.37,DCUN1D2,881,576
CREB3L2_E7_59.0,CREB3L2,2389,1501
PHF1_Phd1_E5_80.1,PHF1,2460,1805
NFIC_E4_61.2,NFIC,1408,843
CAPN5_1923.268,CAPN5,2652,1830
ZNRF3_2811.553,ZNRF3,829,814
SMARCA2_D_e18_135.13,SMARCA2,2783,2424
ANPEP_2904.405,ANPEP,829,870
TSHZ3_E2_207.12,TSHZ3,2600,1936
ZBTB24_E3_168.3,ZBTB24,3066,2464
USP25_3168.78,USP25,3389,2765
RFPL3_954.97,RFPL3,2242,1202
MTF2_tudor4595_E1_1782.1,MTF2,1256,938
RNF115_915.67,RNF115,3818,3291
CDH1_2649.36,CDH1,654,896
WHSC1L1_Phd_E12_127.7,WHSC1L1,1171,894
ZNF528_E7_1308.66,ZNF528,2805,2001
INSM1_E1_675.59,INSM1,1300,861
ZNF714_E5_1002.5,ZNF714,7195,4790
RNF39_1263.252,RNF39,1169,859
FBXW9_3,FBXW9,1121,338
OTUD4_438.1,OTUD4,1828,1952
ZNF780A_E6_1410.92,ZNF780A,5729,4077
REN_1221.97,REN,2029,1254
POMK_PKc_E5_705.23,POMK,3162,3026
HUNK_PKc_E1_90.6,HUNK,569,808
STK3_PKc_E13_135.6,STK3,409,473
PRSS53_1662.358,PRSS53,2267,1734
PHF21A_Phd_E15_129.14,PHF21A,1455,423
PRKCG_PKc_E13_63,PRKCG,1554,1459
SMAD2_E4_190.12,SMAD2,3787,3069
ESX1_E2_89.3,ESX1,1946,1597
KIAA1804_PKc_E3_149.3,KIAA1804,1674,926
TULP4_4632.344,TULP4,1445,871
MAP3K12_PKc_E4_192.1,MAP3K12,885,507
RNF5_4,RNF5,2729,1787
GSC_E2_135.12,GSC,1244,1309
TDRD6_tudor314360_E1_6291.123,TDRD6,1669,1441
RNF217_1629.170,RNF217,2437,2095
PBK_PKc_E6_130.3,PBK,1071,885
ZBTB48_BTB16119_E1_2067.369,ZBTB48,1415,1239
SHOX_E3_135.1,SHOX,723,645
THAP9_E1_74.3,THAP9,867,833
RAG1_3132.326,RAG1,2920,3019
MTA1_Bah3188_E1_2148.2,MTA1,905,716
FOXJ2_E3_75.7,FOXJ2,2149,1792
PHF13_Phd_E4_141.6,PHF13,1210,998
TRIM67_2352.442,TRIM67,1528,1052
HOXD4_E2_177.0,HOXD4,2084,2010
UBE2L3_639.57,UBE2L3,1745,410
RNF144A_879.5,RNF144A,1650,1283
TRIM44_1035.118,TRIM44,1208,892
JMJD6_e4_52.0,JMJD6,1733,398
CDH1_2649.51,CDH1,988,1643
AKT3_PKc_E10_215.1,AKT3,531,407
YBX2_E4_90.1,YBX2,2617,1409
JAK2_PKc2_E21_125.3,JAK2,574,560
SMURF1_2187.245,SMURF1,1386,1271
KLHL9_BTB40146_E1_1854.19,KLHL9,433,643
RNF121_984.56,RNF121,3077,2258
KCTD7_BTB53138_E1_870.12,KCTD7,2627,1911
FOLH1B_1329.5,FOLH1B,2556,1855
CBX7_Chromo_E2_44.0,CBX7,2127,1442
PRPF19_1515.152,PRPF19,2059,131
STK25_PKc_E3_219,STK25,1648,964
TRIML1_1407.185,TRIML1,3522,1750
GSC_E3_42.0,GSC,2972,2607
TRIM43_5,TRIM43,3610,2921
ZNF254_E6_1326.44,ZNF254,1389,1190
EGFR_PKc_E23_147.18,EGFR,1324,389
TRAF3_1707.170,TRAF3,2068,1240
HDAC4_e21_120.2,HDAC4,2026,1923
UBC_2058.230,UBC,1230,791
BATF2_E3_72.6,BATF2,1281,1430
NEUROG2_E2_180.18,NEUROG2,1068,1213
E2F7_E4_115.7,E2F7,1547,1682
PRKRIR_E1_80.9,PRKRIR,2303,256
SMAD5_E4_372.22,SMAD5,2065,1635
FBXL20_1311.44,FBXL20,2412,1839
UBE2K_603.3,UBE2K,1307,747
UBE2D1_444.4,UBE2D1,1881,1905
DNMT1_Bah9811117_E1_4899.573,DNMT1,2053,645
BRD1_Phd_E2_162.16,BRD1,791,429
FANCL_1143.100,FANCL,1308,962
MYPOP_SANT_E2_231.17,MYPOP,2672,1722
SMAD2_E4_190.3,SMAD2,785,993
DRGX_E5_42.2,DRGX,2594,2034
TRPM6_PKc_E36_206.12,TRPM6,1173,619
DDR2_PKc_E15_128.5,DDR2,921,476
TRPM6_PKc_E35_83.1,TRPM6,2645,2091
ZNF10_E5_666.38,ZNF10,2693,1658
TRIM21_1428.100,TRIM21,861,922
NPR2_PKc_E13_160.8,NPR2,834,606
DDIT3_E4_192.13,DDIT3,1660,1115
ZNF852_E4_1077.88,ZNF852,3063,2174
TPP2_3750.162,TPP2,1974,1609
GATAD2B_E8_203.17,GATAD2B,2030,1614
CAPN11_2220.9,CAPN11,1697,1571
PRDM5_E13_94.3,PRDM5,2615,1734
KCTD6_BTB14102_E1_714.66,KCTD6,1026,639
RNF123_3945.331,RNF123,1892,1400
HAT1_e3_76.0,HAT1,2686,1980
HOXA9_E2_171.4,HOXA9,2811,1233
ZBTB4_E3_164.19,ZBTB4,1330,625
RNF44_1299.95,RNF44,535,395
AREL1_2472.94,AREL1,1000,494
FOXN3_E2_204.2,FOXN3,3095,2752
EHMT2_e25_176.4,EHMT2,2863,2240
NR1I2_E3_134.23,NR1I2,1835,1741
BRDT_BD2_e7_129.2,BRDT,3192,2357
ABHD12B_858.97,ABHD12B,2826,1783
RNF216_2772.110,RNF216,1490,1119
LONRF3_2280.204,LONRF3,819,832
ATRX_ADD167270_E1_7479.19,ATRX,2067,1096
ZNF544_E7_1068.61,ZNF544,2792,2127
GAN_BTB20125_E1_1794,GAN,1641,1718
MINK1_PKc_E2_66.6,MINK1,1391,1079
HOXB7_E2_177.20,HOXB7,953,258
KLF11_E4_69.5,KLF11,2037,1745
USP14_1485.21,USP14,3981,1587
TGFBR2_PKc_E6_142.2,TGFBR2,1069,1077
ZNF513_E3_310.7,ZNF513,576,550
FBXO2_1,FBXO2,475,346
ZNF737_E4_1161.92,ZNF737,3108,3707
FXR1_Agenet59115_E1_1866.12,FXR1,3661,2786
ZNF81_E5_1236.68,ZNF81,1530,1042
ZNF551_E3_1038.29,ZNF551,959,492
ACVR1B_PKc_E6_168.13,ACVR1B,3028,1244
NFIL3_E2_156.6,NFIL3,2301,1921
MTF2_Phd1_E4_73.2,MTF2,2908,2738
ZNF232_E5_324.9,ZNF232,3732,2468
CERS6_E3_105.7,CERS6,1422,1323
ZNF584_E4_495.48,ZNF584,548,555
USP32_4815.139,USP32,1546,1460
ARID1B_E12_210.19,ARID1B,824,811
TRIO_PKc_E54_50.1,TRIO,1215,1182
MLLT10_Phd_E3_53.4,MLLT10,485,228
KCTD8_BTB46143_E1_1422.24,KCTD8,813,946
ZNF416_E4_1290.139,ZNF416,1043,1046
ATAT1_e5_114.5,ATAT1,2203,1644
LITAF_E4_103.8,LITAF,2630,1968
KMT2D_e52_109.6,KMT2D,199,268
FBXO25_2,FBXO25,1772,1071
TDRD7_tudor707752_E1_3297.219,TDRD7,1489,1045
MBTPS1_3159.396,MBTPS1,1433,148
PRKG1_PKc_E13_142.5,PRKG1,1938,1482
NAALADL1_2223.4,NAALADL1,818,826
SYVN1_1854.55,SYVN1,1363,438
YY1_E5_126.2,YY1,2509,1625
RAF1_PKc_E14_119.3,RAF1,1442,913
NR4A1_E3_84.1,NR4A1,4627,3348
TDRD10_tudor200315_E1_1101.45,TDRD10,364,507
ASB5_990.49,ASB5,2188,1715
PAN2_3609.124,PAN2,873,1164
RERE_Bah102307_E1_4701.37,RERE,1173,651
PBRM1_BD3_e13_140.1,PBRM1,1492,1241
USP7_3309.63,USP7,1671,1617
ZNF200_E5_240.7,ZNF200,3192,2691
F10_1467.184,F10,1362,1482
ZNF558_E10_666.46,ZNF558,2222,1601
DPP9_2679.182,DPP9,1130,457
NR1D1_E4_145.5,NR1D1,1284,1051
ABL1_PKc_E8_153.18,ABL1,1850,1608
DDB1_3423.328,DDB1,1618,349
BACH2_E8_126.1,BACH2,1103,1164
GATA5_E3_135.7,GATA5,1364,1233
POU3F2_E1_174.9,POU3F2,1233,1267
CHD7_Chromo_E9_84.8,CHD7,1410,1183
PGA5_1167.123,PGA5,3112,1858
TRAF5_1674.165,TRAF5,644,968
TFAM_E5_96.3,TFAM,3478,976
ATXN3L_1068.64,ATXN3L,3287,2305
KMT2A_11919.361,KMT2A,1876,404
TRIM51_1359.139,TRIM51,1289,718
KLF15_E3_94.3,KLF15,2065,1995
BHLHE22_E1_174.13,BHLHE22,2605,1827
GZF1_E1_410.49,GZF1,2075,2382
UBTFL1_E1_558.64,UBTFL1,1824,2266
CAPN1_2145.311,CAPN1,1337,937
PRKD1_PKc_E15_99.1,PRKD1,1241,1067
ZBTB32_E6_161.25,ZBTB32,855,731
MYNN_BTB14111_E1_1833.127,MYNN,1502,853
USP19_175.14,USP19,1736,982
AEBP1_3477.479,AEBP1,1469,1116
USP5_2577.348,USP5,2228,261
ZNF276_E2_231.26,ZNF276,837,832
FBXW9_15,FBXW9,2262,1423
MMP23B_140.28,MMP23B,1710,1001
KLK8_263.4,KLK8,1746,1455
SLK_PKc_E4_150.6,SLK,1521,907
FBXO42_2154.14,FBXO42,2116,1581
CHD4_Chromo_E11_69.2,CHD4,2022,179
RNF41_954.35,RNF41,726,811
ZBTB25_E6_69.1,ZBTB25,1604,784
SIAH2_975.132,SIAH2,688,436
L3MBTL1_MBT385481_E1_2523.334,L3MBTL1,1538,1108
FER_PKc_E15_116.2,FER,1731,1925
HELLS_D_e11_135.2,HELLS,2058,1932
BRD9_BD_e6_111.2,BRD9,2379,953
RFPL4B_792.63,RFPL4B,1084,1110
HNF1B_E3_116.11,HNF1B,1029,1305
FBXL15_903.164,FBXL15,427,255
AHR_E2_126.8,AHR,2837,2770
RHOBTB1_BTB396455_E1_2091.195,RHOBTB1,1288,1061
FGFR3_PKc_E10_38.6,FGFR3,373,326
NR1I3_E3_131.6,NR1I3,3579,2462
MORC4_CW424471_E1_2814.261,MORC4,2397,1382
ELMSAN1_SANT_E10_54.1,ELMSAN1,1717,1161
ASB1_1008.132,ASB1,997,832
RNF38_1548.58,RNF38,1097,749
SUV420H1_e9_105.1,SUV420H1,1346,566
MAST3_PKc_E16_166.17,MAST3,628,524
ZNF665_E4_1497.59,ZNF665,3083,2988
MATK_PKc_E10_85.2,MATK,1277,845
DCAF12_1362.146,DCAF12,1764,1116
KLHL30_BTB23130_E1_1737.364,KLHL30,1184,856
RNF13_1146.45,RNF13,2711,2088
ZNF711_E9_1113.18,ZNF711,4293,4031
MOZ_e13_94.5,MOZ,4201,2970
USP14_1485.88,USP14,1142,494
KAT5_Chromo_E1_64.7,KAT5,1206,77
HOXB3_E4_177.17,HOXB3,2735,1510
PRSS33_843.177,PRSS33,3354,1354
CCNF_2361.386,CCNF,1061,920
ZNF543_E4_1020.70,ZNF543,2220,1897
ATF6_E8_162.2,ATF6,2252,1546
BTBD1_BTB62175_E1_1449.42,BTBD1,2193,1913
MYPOP_SANT_E2_231.10,MYPOP,1532,1312
ZFP62_E2_2208.9,ZFP62,506,442
PRKCI_PKc_E9_177.5,PRKCI,2170,1827
XIAP_1494.10,XIAP,1961,1422
STAT6_E12_93.0,STAT6,716,980
CUL5_2343.92,CUL5,3660,2841
EIF3H_1059.85,EIF3H,2428,612
USP19_69.0,USP19,2298,1360
KCTD19_BTB1872_E1_2781.442,KCTD19,1315,1193
RFX7_E5_117.4,RFX7,4581,3535
RHBDF1_2568.393,RHBDF1,1323,595
ITK_PKc_E13_217.11,ITK,1006,790
CHD6_D_e12_244.11,CHD6,2132,1848
UBE2W_576.52,UBE2W,4283,3066
ZNF593_E2_63.1,ZNF593,2815,1438
ZNF503_E2_183.37,ZNF503,393,553
ZFP3_E2_1071.25,ZFP3,1042,647
ARIH2_1482.25,ARIH2,1523,1505
NAALADL1_2223.12,NAALADL1,3413,1884
ZGLP1_E3_94.6,ZGLP1,3485,3098
CERS4_E4_81.0,CERS4,1462,939
THAP7_E1_71.5,THAP7,158,113
GSX1_E2_174.9,GSX1,1654,1240
HECW1_4719.422,HECW1,1169,754
ZBTB14_BTB26132_E1_1350.8,ZBTB14,425,384
LMTK2_PKc_E8_85.7,LMTK2,1702,1116
MAP3K11_PKc_E2_181.2,MAP3K11,2329,1985
ETV2_E7_141.13,ETV2,2361,1841
RAD54L2_D_e10_135.5,RAD54L2,1561,185
ZBTB42_BTB14121_E1_1269.23,ZBTB42,2166,1185
ZNF823_E4_1167.67,ZNF823,1787,1095
TRAF2_1506.70,TRAF2,2275,785
POU2F2_E11_108.2,POU2F2,1608,1259
NEK1_PKc_E7_68.1,NEK1,2076,905
ZNF836_E5_2079.150,ZNF836,587,681
IDE_3060.14,IDE,2606,1481
SCYL3_PKc_E5_57,SCYL3,999,643
SOX6_E13_109.0,SOX6,1378,665
HERC5_3075.285,HERC5,1456,990
MMP20_1452.169,MMP20,2525,1551
SUV39H1_e3_105.1,SUV39H1,889,882
ZNF80_E1_411.15,ZNF80,2533,1930
CLOCK_e22_203.13,CLOCK,2508,2377
ACVRL1_PKc_E9_131.6,ACVRL1,987,895
BLMH_1368.33,BLMH,2434,1678
EZH1_SANT_E12_105.4,EZH1,2048,1054
HIC1_E2_243.8,HIC1,1653,1464
NEURL2_858.73,NEURL2,406,333
INSR_PKc_E17_213.25,INSR,914,1138
HERC2_14505.717,HERC2,2233,1169
MARCH9_1041.168,43533,1830,1346
TLX1_E2_167.10,TLX1,614,425
NRL_E3_210.1,NRL,989,651
LPA_6123.417,LPA,1559,1518
HAND1_E1_162.10,HAND1,1061,1071
NCOA1_e18_175.22,NCOA1,5426,3308
CDC42BPG_PKc_E5_149.5,CDC42BPG,410,444
ZSCAN16_E4_324.11,ZSCAN16,1032,1042
ZBTB24_BTB27133_E1_2094.18,ZBTB24,1560,1063
ZBTB40_BTB19113_E1_3720.487,ZBTB40,1031,629
UBE2F_558.4,UBE2F,757,910
DMRTC2_E2_113.4,DMRTC2,2357,1650
EIF2AK4_PKc_E8_123.1,EIF2AK4,1792,560
ARID1A_E11_210.8,ARID1A,2229,1012
ZFY_E8_588.16,ZFY,2500,2272
TRIM50_1464.316,TRIM50,534,287
MMP3_1434.45,MMP3,2856,2299
KLF15_E3_94.1,KLF15,963,740
PCGF2_1035.200,PCGF2,872,851
ZMIZ2_2763.435,ZMIZ2,1589,817
TMPRSS11E_1272.43,TMPRSS11E,1378,1148
ZNF285_E5_1002.107,ZNF285,2685,2457
EPHA5_PKc_E14_210.8,EPHA5,1384,1511
NFX1_3366.72,NFX1,1870,1524
FBXO18_3285.402,FBXO18,2570,1546
THAP11_E1_234.6,THAP11,974,162
SIRT5_e9_116.7,SIRT5,2089,1831
HOXB2_E2_174.17,HOXB2,130,169
MSX2_E2_177.17,MSX2,742,547
PAX4_E3_33.3,PAX4,1244,1186
PRSS2_42.0,PRSS2,1406,1014
TBX20_E3_165.10,TBX20,3047,2404
ZBTB48_E5_93.1,ZBTB48,1326,1076
HIF1A_E2_187.9,HIF1A,1989,2228
JAK2_PKc_E13_135.1,JAK2,1860,1278
SFMBT1_MBT131232_E1_2601.53,SFMBT1,1572,773
TEK_PKc_E18_114.4,TEK,2288,1670
ARIH2_1482.141,ARIH2,953,1524
TRAF7_2013.243,TRAF7,1664,1571
ESPL1_6363.422,ESPL1,3025,224
HMBOX1_E9_86.0,HMBOX1,2728,2792
ZNF337_E4_1665.123,ZNF337,2904,3429
ZNF236_Ex_386.54,ZNF236,1356,1308
BTRC_1818.26,BTRC,2893,1930
ANAPC15_378.7,ANAPC15,1360,952
CAD_6678.1052,CAD,1165,729
USP32_4815.271,USP32,2909,1480
ZNF677_E5_903.60,ZNF677,1649,1247
ZNF439_E3_834.56,ZNF439,823,939
MORC4_CW424471_E1_2814.79,MORC4,1720,1603
FBXL19_2085.249,FBXL19,658,291
USP11_2892.98,USP11,3180,3086
TBX21_E4_159.2,TBX21,3089,1444
UNK_2433.191,UNK,559,579
FBXO22_1212.139,FBXO22,1923,1692
PML_2649.304,PML,1155,788
PHF19_Phd2_E8_34.0,PHF19,760,613
ZNF2_E5_666.4,ZNF2,2942,1598
CDK1_e3.1,CDK1,6391,1369
PDX1_E2_177.13,PDX1,1990,1634
ZNF682_E4_750.52,ZNF682,1973,1902
TRIM7_1536.9,TRIM7,556,776
PPIL2_1563.238,PPIL2,3331,1112
ZNF837_E3_690.106,ZNF837,1311,1007
CBX7_Chromo_E2_44.2,CBX7,1226,965
MAP4K3_PKc_E6_48,MAP4K3,1952,1645
TRIM71_2607.495,TRIM71,409,342
RNF130_1260.128,RNF130,364,412
ILK_PKc_E8_110.1,ILK,935,444
L3MBTL4_MBT273364_E1_1872.68,L3MBTL4,3536,2389
FGFR2_PKc_E13_191.1,FGFR2,1399,1059
ING1_Phd_E2_635.68,ING1,606,749
HM13_1281.181,HM13,1555,990
CDC16_1863.102,CDC16,4356,214
GZMM_774.97,GZMM,2742,1215
AGA_1041.34,AGA,3103,2147
EZH2_SANT2_E11_170.7,EZH2,720,108
ZNF414_E3_85.8,ZNF414,2020,1188
ZNF865_E1_1950.496,ZNF865,735,1013
CDK16_PKc_E6_115.13,CDK16,692,523
ZNF534_E4_1170.65,ZNF534,2906,3112
SENP5_2268.128,SENP5,3720,2914
XPNPEP1_61.3,XPNPEP1,5386,3231
ATF2_e11_150.4,ATF2,1057,928
FBXO22_1212.16,FBXO22,1436,973
TDRD6_tudor13561401_E1_6291.438,TDRD6,2006,1612
SIX4_E1_165.8,SIX4,611,468
MASP2_717.3,MASP2,4931,2776
MYCBP2_14037.1075,MYCBP2,1089,1267
RNF8_1458.104,RNF8,1878,408
AK2_PKc_E6_159.16,AK2,1956,719
PAX4_E1_117.10,PAX4,2858,2490
PHF3_Phd_E6_118.0,PHF3,1463,646
NPAS4_E6_362.13,NPAS4,1437,962
TLX2_E2_167.15,TLX2,2852,2113
PRRX1_E2_123.5,PRRX1,936,1234
LNX1_2187.296,LNX1,2293,2674
CPA5_1311.92,CPA5,3011,2533
NSD2_e21_142.16,NSD2,3994,2861
GSK3A_PKc_E3_84,GSK3A,628,252
ZBTB42_BTB14121_E1_1269.25,ZBTB42,762,903
ZBTB26_BTB23123_E1_1326.8,ZBTB26,648,617
DPP10_2403.119,DPP10,1618,901
TRIM17_1434.279,TRIM17,1777,1464
MORC1_CW481530_E1_2955.7,MORC1,484,607
LEF1_E9_99.0,LEF1,1847,1006
PRSS41_957.96,PRSS41,3016,1985
KMT2D_ePhd2_E49_321.38,KMT2D,1326,1037
ZNF467_E5_1212.210,ZNF467,480,783
PIK3R4_PKc_E2_661.6,PIK3R4,1231,168
ZNF205_E7_582.74,ZNF205,668,229
PML_2649.26,PML,534,280
MGRN1_1731.244,MGRN1,492,312
FES_PKc_E14_119.13,FES,466,649
LONRF3_2280.90,LONRF3,402,405
ORC1_Bah44170_E1_2586.2,ORC1,2056,292
MST1_2178.172,MST1,3775,2224
PAPPA2_5376.674,PAPPA2,1893,1563
ADAMTS3_3618.357,ADAMTS3,4148,2919
PHF13_Phd_E4_141.1,PHF13,1661,928
UBR5_8397.417,UBR5,1019,1101
NFYC_E4_114.3,NFYC,1030,224
NEK6_PKc_E6_111.4,NEK6,1940,1472
CTSL1_456.8,CTSL1,4000,3654
ASB14_1764.92,ASB14,1563,878
ELK3_E2_153.6,ELK3,5331,2976
DCAF12L1_1392.93,DCAF12L1,1121,757
FBXO28_540.43,FBXO28,434,333
FBXO40_8,FBXO40,2486,1933
SLX4_BTB699788_E1_5505.854,SLX4,1149,607
ULK2_PKc_E6_174.7,ULK2,1993,1394
CAPN6_1926.2,CAPN6,2274,1997
CPO_1125.53,CPO,2719,1405
PHF7_Phd_E9_59.1,PHF7,2209,1163
CREBL2_E2_141.2,CREBL2,3699,3049
ARID4B_tudor58113_E1_3939.15,ARID4B,1884,1384
ZKSANT2_SANT_E5_472.38,ZKSANT2,2494,1481
TRIM31_1278.2,TRIM31,2166,1837
MARCH7_2001.88,43531,1757,1196
SENP6_3339.118,SENP6,3094,561
CDKL2_PKc_E6_140,CDKL2,1100,599
HOXC8_E2_177.1,HOXC8,1733,1419
BCL6B_E7_131.2,BCL6B,3106,2558
KCTD5_BTB46135_E1_705.25,KCTD5,1619,680
ANAPC13_225.8,ANAPC13,4386,3260
HERC1_14586.703,HERC1,1809,1638
ZNF16_E4_1479.126,ZNF16,1143,724
PAX6_E6_216.21,PAX6,1336,943
ANAPC11_591.0,ANAPC11,3712,266
TRIML1_1407.184,TRIML1,1240,922
KAT6B_Phd2_E6_82.1,KAT6B,2764,1953
ZBTB12_BTB23127_E1_1380.286,ZBTB12,451,479
CAD_6678.483,CAD,1082,831
RNF38_1548.188,RNF38,1343,1324
WHSC1L1_PWWP264324_E1_4314.33,WHSC1L1,436,298
TRIM32_1962.199,TRIM32,1844,2018
TRIM28_BD_e15_87.1,TRIM28,1607,1050
DAPK3_PKc_E2_44,DAPK3,3186,1484
MKNK1_PKc_E7_105.6,MKNK1,227,217
ZBTB43_E3_216.20,ZBTB43,2023,1246
KBTBD7_BTB53168_E1_2055.217,KBTBD7,1668,1007
SOHLH1_E2_47.2,SOHLH1,1775,1175
ZNF100_E5_1155.37,ZNF100,3019,2331
BAZ1B_BD_e19_237.1,BAZ1B,5314,3004
TFDP1_E7_105.8,TFDP1,3017,225
CLK2_PKc_E10_83.3,CLK2,1754,1261
ARID1A_E11_210.21,ARID1A,3257,1520
ZNF470_E6_1338.37,ZNF470,1103,753
ZFP57_E4_768.6,ZFP57,1022,602
MDM4_1473.62,MDM4,1806,1088
TRIM10_1446.238,TRIM10,2076,1529
DMRT3_E1_141.8,DMRT3,896,969
MTA3_Bah3170_E1_1548.141,MTA3,1093,993
CHD1_D_e12_90.0,CHD1,6551,3280
TRIM64C_1353.1,TRIM64C,1773,1684
RIPK3_PKc_E2_101.4,RIPK3,1269,955
FOXE3_E1_234.25,FOXE3,1204,1003
SRMS_PKc_E4_121,SRMS,2579,2526
NRL_E3_210.21,NRL,1059,601
PBK_PKc_E5_170.12,PBK,3033,2057
KCTD1_BTB40132_E1_798.71,KCTD1,531,228
ZNF837_E3_690.82,ZNF837,1741,1246
DTX1_1863.110,DTX1,2366,1037
