Gene	sgRNA	c23|beta	c23|z	c23|p-value	c23|fdr	c23|wald-p-value	c23|wald-fdr
USP29	12	0.021399	0.36117	0.63197	0.95747	0.71798	0.87695
USP3	6	-0.032397	-0.41544	0.83902	0.98009	0.67782	0.8581
USP30	6	-0.091598	-1.0686	0.44511	0.9399	0.28526	0.66941
USP32	12	-0.010087	-0.18141	0.97355	0.9939	0.85605	0.94041
USP33	12	0.0018645	0.033999	0.83447	0.98009	0.97288	0.98805
USP35	6	0.024918	0.83015	0.71672	0.96684	0.40645	0.75043
USP37	12	-0.14899	-1.3795	0.089875	0.70576	0.16774	0.59603
USP38	6	0.025001	0.3741	0.71615	0.96684	0.70833	0.87407
USP39	6	-0.16889	-2.2223	0.15301	0.81146	0.026266	0.58871
USP42	6	-0.13687	-1.3433	0.24204	0.86047	0.17918	0.60297
USP43	12	0.044276	0.76886	0.41923	0.92763	0.44198	0.77164
USP44	6	-0.040694	-0.60756	0.77304	0.9728	0.54348	0.79138
USP45	12	0.0030191	0.070929	0.82224	0.98009	0.94345	0.97708
USP46	6	0.08766	1.4657	0.30745	0.90158	0.14272	0.59603
USP47	6	0.13654	1.5121	0.12287	0.75254	0.13052	0.59021
USP48	6	-0.02893	-0.94948	0.86348	0.98009	0.34238	0.70853
USP49	6	-0.091446	-1.2587	0.44681	0.9399	0.20815	0.62416
USP5	6	-0.18259	-1.6154	0.12628	0.75254	0.10622	0.58871
USP50	6	0.047305	0.77091	0.55176	0.95285	0.44076	0.77164
USP51	6	-0.069307	-1.7413	0.57594	0.95747	0.081639	0.58871
USP53	12	0.066786	0.96399	0.25569	0.8686	0.33505	0.70423
USP7	6	-0.41126	-2.7478	0.0071104	0.26882	0.0060003	0.52742
USP8	6	0.017968	0.21976	0.77588	0.97289	0.82606	0.92556
USP9X	6	0.067563	0.97869	0.41212	0.92362	0.32773	0.70336
USPL1	6	0.11268	1.2384	0.20648	0.84026	0.21557	0.62982
YOD1	6	0.011151	0.10575	0.82509	0.98009	0.91578	0.96376
CASP10	6	-0.01364	-0.178	0.98407	0.99598	0.85872	0.94254
CASP8	6	0.036718	0.51034	0.63311	0.95747	0.60981	0.82091
CTSC	6	0.088398	1.9994	0.30375	0.89673	0.04557	0.58871
FAM105A	6	-0.03659	-0.62703	0.80375	0.97392	0.53064	0.78723
USP15	6	-0.117	-1.3548	0.32082	0.90389	0.17548	0.59961
USP17L11	6	-1.4432	-3.6918	0	0	0.00022265	0.13047
USP17L13	6	-0.23077	-1.6735	0.060865	0.62209	0.094222	0.58871
USP17L17	6	-0.75606	-2.3982	0	0	0.016475	0.58871
USP17L18	6	-1.4432	-3.6918	0	0	0.00022265	0.13047
USP17L19	6	-1.4432	-3.6918	0	0	0.00022265	0.13047
USP17L20	6	-1.5999	-4.283	0	0	1.8436e-05	0.021607
USP17L21	6	-1.2399	-3.1152	0	0	0.001838	0.30773
USP17L22	6	-1.8032	-4.6406	0	0	3.4736e-06	0.0061065
USP17L24	6	-1.059	-3.1968	0	0	0.0013896	0.27143
USP17L25	6	-1.059	-3.1968	0	0	0.0013896	0.27143
USP17L26	6	-1.059	-3.1968	0	0	0.0013896	0.27143
USP17L5	6	-1.1816	-3.2845	0	0	0.0010215	0.27143
USP19	6	-0.040207	-1.3248	0.77787	0.97289	0.18523	0.6104
USP24	6	-0.10141	-1.2225	0.3979	0.92221	0.22151	0.63052
USP31	6	-0.025544	-0.33086	0.89107	0.98105	0.74075	0.88921
USP36	6	0.057811	1.2043	0.47981	0.9399	0.22849	0.63081
USP4	6	-0.20537	-2.077	0.093288	0.70576	0.037797	0.58871
USP41	6	0.0076923	0.12446	0.85523	0.98009	0.90095	0.95854
USP54	6	0.045135	0.50528	0.5694	0.95747	0.61336	0.8233
USP6	6	-0.13487	-1.2669	0.25142	0.86752	0.2052	0.6223
USP9Y	6	-0.031063	-0.49216	0.84812	0.98009	0.6226	0.82761
ZRANB1	6	0.025124	0.59868	0.71587	0.96684	0.54939	0.79394
ASPRV1	6	-0.1039	-0.99192	0.38396	0.92087	0.32124	0.69979
BACE1	6	0.024902	0.272	0.71672	0.96684	0.78562	0.90595
BACE2	6	0.024932	0.43896	0.71672	0.96684	0.66069	0.8513
CTSD	6	-0.012664	-0.16547	0.99232	0.99828	0.86857	0.94665
CTSE	6	-0.025717	-0.55189	0.89022	0.98105	0.58102	0.80651
HM13	6	-0.12932	-1.7954	0.26706	0.87593	0.072598	0.58871
PGA5	6	-0.1044	-1.2797	0.3814	0.91986	0.20065	0.62071
PGC	6	0.002752	0.045307	0.88993	0.98105	0.96386	0.98458
PSEN1	6	0.12192	1.2819	0.1715	0.83154	0.19986	0.62042
PSEN2	6	0.058748	1.4576	0.47497	0.9399	0.14494	0.59603
REN	6	0.1014	1.1632	0.25114	0.86752	0.24476	0.64025
SPPL2A	12	0.032598	0.53583	0.52332	0.94597	0.59208	0.81382
SPPL2B	12	0.056256	0.96859	0.32395	0.90397	0.33275	0.70423
SPPL2C	6	-0.058462	-1.1788	0.64761	0.96005	0.23847	0.64025
SPPL3	6	0.074198	0.63899	0.37429	0.91858	0.52283	0.78325
ACE	12	0.083834	1.383	0.17292	0.83154	0.16666	0.59603
ACE2	6	-0.088241	-1.7663	0.46075	0.9399	0.077339	0.58871
ACY1	6	-0.049247	-1.5702	0.71104	0.96684	0.11637	0.58871
ACY3	6	0.023693	0.17402	0.72725	0.96966	0.86185	0.94254
ADAM10	6	-0.068776	-0.80926	0.5785	0.95747	0.41836	0.7562
ADAM11	6	-0.12165	-1.0441	0.29863	0.89219	0.29643	0.67789
ADAM12	6	-0.0022311	-0.072712	0.92918	0.98531	0.94204	0.9769
ADAM15	6	-0.077827	-1.437	0.52474	0.94597	0.15071	0.59603
ADAM17	6	-0.04533	-1.4141	0.74033	0.96967	0.15733	0.59603
ADAM19	6	0.17434	1.9351	0.048919	0.58804	0.052973	0.58871
ADAM2	6	0.20023	1.9895	0.027304	0.46154	0.046651	0.58871
ADAM20	6	0.02098	0.43756	0.75199	0.97137	0.66171	0.85191
ADAM21	6	0.14648	1.7287	0.099545	0.71227	0.083856	0.58871
ADAM22	6	0.041251	0.7944	0.60068	0.95747	0.42696	0.76397
ADAM23	6	0.0076688	0.12504	0.85523	0.98009	0.90049	0.95854
ADAM28	6	-0.043328	-0.67252	0.75398	0.97142	0.50125	0.77868
ADAM29	6	-0.018516	-0.29688	0.9417	0.98836	0.76656	0.89893
ADAM30	6	0.17876	1.7433	0.044084	0.56777	0.081288	0.58871
ADAM32	6	-0.0045802	-0.065662	0.95108	0.9885	0.94765	0.97851
ADAM33	6	-0.090162	-0.96503	0.45307	0.9399	0.33453	0.70423
ADAM7	6	-0.0048533	-0.071143	0.95165	0.9885	0.94328	0.97708
ADAM8	6	-0.039732	-0.41258	0.781	0.97289	0.67992	0.85869
ADAM9	6	0.066221	1.4921	0.42264	0.92991	0.13566	0.59032
ADAMDEC1	6	0.10317	2.0295	0.24317	0.86203	0.042412	0.58871
ADAMTS1	6	0.049058	0.52283	0.54039	0.9497	0.6011	0.81636
ADAMTS10	6	-0.16148	-1.7128	0.17179	0.83154	0.086756	0.58871
ADAMTS12	6	-0.0012375	-0.029278	0.92065	0.9827	0.97664	0.99045
ADAMTS13	6	0.15396	1.8683	0.082196	0.68974	0.061726	0.58871
ADAMTS14	6	0.025004	0.37656	0.71615	0.96684	0.7065	0.87351
ADAMTS15	6	0.082226	1.1725	0.33191	0.90417	0.24102	0.64025
ADAMTS16	6	0.028307	0.68033	0.6934	0.96583	0.49629	0.77868
ADAMTS17	6	0.020913	0.26177	0.75228	0.97137	0.7935	0.91025
ADAMTS18	6	0.12549	1.3906	0.15671	0.81645	0.16436	0.59603
ADAMTS19	6	0.033834	0.63944	0.65728	0.96005	0.52254	0.78325
ADAMTS2	6	0.057481	0.90547	0.48322	0.9399	0.36522	0.72548
ADAMTS20	6	0.069391	1.0792	0.40017	0.92362	0.28048	0.66617
ADAMTS3	6	0.020685	0.45141	0.75313	0.97139	0.6517	0.84521
ADAMTS4	6	-0.0086591	-0.13143	0.9781	0.99537	0.89543	0.95786
ADAMTS5	6	0.0092173	0.087245	0.84357	0.98009	0.93048	0.97108
ADAMTS6	6	0.18907	1.8844	0.035267	0.52101	0.059516	0.58871
ADAMTS7	6	0.055092	0.77143	0.49659	0.94032	0.44045	0.77164
ADAMTS8	6	0.078475	1.5105	0.34755	0.91399	0.13091	0.59021
ADAMTS9	6	0.14537	1.6489	0.10068	0.71227	0.099175	0.58871
AEBP1	6	-0.19858	-1.8592	0.10097	0.71285	0.063005	0.58871
AFG3L2	6	-0.0030401	-0.027548	0.93515	0.98561	0.97802	0.9907
ANPEP	6	0.0011548	0.036326	0.90387	0.98105	0.97102	0.98735
ASPA	6	0.011293	0.18126	0.82452	0.98009	0.85616	0.94041
BMP1	6	-0.093658	-1.1183	0.43714	0.9372	0.26344	0.65394
BRCC3	6	0.069112	1.2314	0.40273	0.92362	0.21818	0.63052
C9orf3	6	0.014155	0.32668	0.80233	0.97392	0.74391	0.89061
CAD	30	-0.0088134	-0.15728	0.89818	0.98105	0.87502	0.94839
CNDP1	6	-0.08863	-1.2697	0.45933	0.9399	0.20418	0.62178
CNDP2	6	-0.014584	-0.27097	0.97639	0.99478	0.78641	0.90615
COPS5	6	-0.08028	-1.4698	0.50882	0.94407	0.14163	0.59603
COPS6	6	-0.18292	-1.7545	0.12514	0.75254	0.079344	0.58871
CPA1	6	0.075397	1.5762	0.36661	0.91858	0.11499	0.58871
CPA2	6	0.046138	1.0172	0.56286	0.95627	0.30907	0.69041
CPA3	6	-0.022989	-0.35619	0.91041	0.98105	0.7217	0.87788
CPA4	6	-0.04262	-0.54167	0.75825	0.97197	0.58805	0.81113
CPA5	6	0.073632	1.2242	0.37685	0.91886	0.22088	0.63052
CPA6	6	0.1214	1.731	0.17292	0.83154	0.083456	0.58871
CPB1	6	-0.085408	-1.5285	0.47639	0.9399	0.12638	0.58871
CPB2	6	-0.069492	-0.91316	0.57565	0.95747	0.36116	0.72209
CPD	18	-0.15657	-2.2911	0.029295	0.47907	0.021957	0.58871
CPE	6	0.048324	1.2031	0.54437	0.9504	0.22893	0.63081
CPM	6	-0.024981	-0.56263	0.89562	0.98105	0.57369	0.80337
CPN1	6	0.15972	1.9523	0.072241	0.66842	0.0509	0.58871
CPO	6	0.044587	0.72605	0.57338	0.95747	0.46781	0.778
CPQ	6	0.050638	0.36783	0.5273	0.94597	0.713	0.87562
CPZ	6	-0.15487	-1.6236	0.18914	0.84026	0.10447	0.58871
CRMP1	6	-0.16523	-1.3274	0.16183	0.82251	0.18437	0.60929
DNPEP	6	-0.10094	-1.1174	0.40046	0.92362	0.26381	0.65394
DPEP1	6	-0.055909	-0.78606	0.66496	0.96005	0.43183	0.76606
DPEP2	6	-0.042042	-0.57905	0.76337	0.97197	0.56256	0.7982
DPEP3	6	-0.065611	-1.0016	0.59784	0.95747	0.31655	0.6964
DPP3	6	-0.056648	-0.64296	0.66155	0.96005	0.52025	0.78263
DPYSL3	6	0.036734	0.7202	0.63311	0.95747	0.4714	0.77868
DPYSL4	6	-0.013561	-0.23779	0.98464	0.99598	0.81205	0.9211
DPYSL5	6	-0.056555	-1.4705	0.66155	0.96005	0.14141	0.59603
ECE1	6	0.060682	1.0743	0.46104	0.9399	0.28267	0.66631
ECEL1	6	-0.044564	-0.61744	0.74516	0.96967	0.53695	0.78909
EIF3F	4	0.13701	1.338	0.20421	0.84026	0.1809	0.60497
EIF3H	6	-0.2436	-1.6181	0.049772	0.58804	0.10564	0.58871
ENPEP	6	0.030756	0.40537	0.67719	0.96237	0.68521	0.86169
ERAP1	6	0.048499	0.95445	0.5438	0.9504	0.33985	0.70681
FOLH1	7	-0.073616	-1.6022	0.5165	0.94407	0.10912	0.58871
FOLH1B	8	0.061237	0.43435	0.3905	0.92221	0.66404	0.85366
IDE	6	0.1099	0.35601	0.21587	0.84026	0.72183	0.87788
INPP5E	6	-0.19071	-2.0323	0.1149	0.7337	0.042128	0.58871
KEL	6	0.033748	0.66839	0.65842	0.96005	0.50388	0.77868
LAP3	6	0.0055663	0.089308	0.87116	0.98009	0.92884	0.97017
LMLN	6	0.030833	0.50998	0.67605	0.96237	0.61007	0.82091
LNPEP	6	0.066502	0.94045	0.4215	0.92991	0.34699	0.71055
LTA4H	6	-0.040476	-0.44542	0.77531	0.97289	0.65602	0.84855
MBTPS2	12	-0.0016923	-0.047131	0.87912	0.98009	0.96241	0.98367
MEP1A	6	0.058268	0.665	0.47725	0.9399	0.50605	0.77868
MEP1B	6	-0.0043344	-0.091516	0.94937	0.9885	0.92708	0.96897
METAP1	6	-0.093356	-1.4942	0.438	0.93788	0.13513	0.59021
METAP2	6	-0.14227	-1.4139	0.22526	0.84414	0.15738	0.59603
MIPEP	6	-0.1046	-1.6306	0.38026	0.91986	0.10299	0.58871
MME	6	0.051468	0.77622	0.52162	0.94597	0.43762	0.77126
MMEL1	6	-0.029097	-0.27905	0.86234	0.98009	0.78021	0.90207
MMP1	6	0.051627	0.84108	0.52162	0.94597	0.4003	0.74628
MMP10	6	0.071571	1.391	0.39135	0.92221	0.16423	0.59603
MMP11	6	-0.12184	-1.7055	0.29835	0.89219	0.088105	0.58871
MMP12	6	0.038517	0.8934	0.62201	0.95747	0.37164	0.72984
MMP13	6	0.091631	1.2115	0.28697	0.88742	0.2257	0.63052
MMP14	6	0.030292	0.58813	0.68146	0.96237	0.55645	0.7982
MMP15	6	0.15638	1.3564	0.077645	0.68932	0.17497	0.5996
MMP16	6	0.055895	0.6896	0.49118	0.9399	0.49045	0.77868
MMP17	6	-0.036238	-0.48291	0.80688	0.97392	0.62916	0.82986
MMP19	6	-0.15051	-1.1533	0.19994	0.84026	0.2488	0.64606
MMP2	6	0.13501	1.8508	0.12571	0.75254	0.064202	0.58871
MMP20	6	0.057816	1.1845	0.47981	0.9399	0.23623	0.6384
MMP21	6	0.09673	0.36942	0.27076	0.88148	0.71181	0.8754
MMP24	6	-0.1625	-2.4733	0.16894	0.83154	0.013389	0.58871
MMP25	6	-0.048905	-0.54939	0.71246	0.96684	0.58274	0.80806
MMP26	6	-0.02141	-0.43226	0.9215	0.98303	0.66555	0.8538
MMP27	6	-0.069687	-1.1961	0.57366	0.95747	0.23166	0.63472
MMP3	6	0.022467	0.33949	0.73891	0.96967	0.73424	0.88562
MMP7	6	-0.079916	-1.0886	0.51109	0.94407	0.27632	0.6618
MMP8	6	0.013417	0.15986	0.80717	0.97392	0.87299	0.94824
MMP9	6	-0.064334	-0.6901	0.60751	0.95747	0.49013	0.77868
MPND	6	-0.13842	-1.2259	0.23777	0.857	0.22022	0.63052
NAALAD2	12	-0.014519	-0.43166	0.97924	0.99537	0.66599	0.85398
NAALADL1	12	0.0044506	0.09661	0.80631	0.97392	0.92304	0.96675
NAALADL2	12	0.16235	2.3604	0.010523	0.31356	0.018253	0.58871
NLN	6	-0.013207	-0.15876	0.98805	0.99742	0.87386	0.94834
NPEPL1	6	0.023544	0.30775	0.72895	0.96967	0.75827	0.89594
NPEPPS	6	-0.086352	-0.73487	0.47156	0.9399	0.46242	0.77699
NRD1	6	0.22979	1.8917	0.013083	0.3622	0.058533	0.58871
OMA1	6	0.065283	0.80697	0.42861	0.93313	0.41968	0.7562
PA2G4	6	0.019186	0.42692	0.76365	0.97197	0.66943	0.85398
PAPPA	6	-0.05526	-0.50604	0.66951	0.96005	0.61283	0.8233
PAPPA2	6	0.073684	0.95909	0.37656	0.91886	0.33752	0.70624
PEPD	6	0.023762	0.409	0.72696	0.96966	0.68254	0.85984
PHEX	6	0.099815	1.8947	0.25569	0.8686	0.058137	0.58871
PITRM1	6	0.098674	1.5407	0.26052	0.87262	0.12339	0.58871
PMPCB	6	-0.12762	-1.3893	0.27474	0.88553	0.16475	0.59603
PRPF8	6	-0.2493	-2.0055	0.046359	0.57193	0.044905	0.58871
PSMD14	6	-0.4615	-2.1676	0.0045506	0.22222	0.030192	0.58871
QPCT	6	0.038517	0.75602	0.62201	0.95747	0.44963	0.77164
RCE1	6	-0.055385	-0.54407	0.66866	0.96005	0.58639	0.81039
RNPEP	6	0.0093711	0.18661	0.843	0.98009	0.85197	0.93756
RNPEPL1	6	-0.074752	-0.52835	0.54494	0.9504	0.59725	0.81568
SPG7	6	0.040984	0.99076	0.60154	0.95747	0.3218	0.69982
STAMBP	6	-0.039539	-0.61319	0.78214	0.97289	0.53975	0.79106
SUPT16H	6	-0.035983	-0.4365	0.80916	0.97498	0.66248	0.85228
TFR2	6	0.13147	1.2996	0.13538	0.76518	0.19373	0.61698
TFRC	6	-0.33354	-2.0457	0.016496	0.38158	0.040783	0.58871
THOP1	6	-0.048511	-1.2342	0.7153	0.96684	0.21714	0.63052
TLL1	6	0.04226	0.5708	0.59016	0.95747	0.56813	0.80191
TLL2	6	-0.10882	-1.4499	0.35722	0.91679	0.14709	0.59603
UQCRC1	6	-0.22614	-0.83521	0.065984	0.64088	0.4036	0.74834
UQCRC2	6	0.0043134	0.062395	0.87856	0.98009	0.95025	0.9795
YME1L1	6	0.10316	1.3686	0.24317	0.86203	0.17114	0.59879
ADAM18	6	0.14221	1.3061	0.10808	0.7191	0.1915	0.61698
DPYS	6	0.058693	1.5899	0.47497	0.9399	0.11186	0.58871
DPYSL2	6	-0.08512	-1.451	0.47753	0.9399	0.14678	0.59603
MMP23B	6	-0.052902	-0.68072	0.68174	0.96237	0.49605	0.77868
MMP28	6	-0.082383	-1.7087	0.49317	0.9399	0.087498	0.58871
XPNPEP1	6	-0.0059024	-0.073342	0.95933	0.99032	0.94153	0.97682
XPNPEP2	6	-0.083022	-1.1752	0.49118	0.9399	0.23993	0.64025
ZMPSTE24	6	0.13086	1.7195	0.13709	0.76874	0.085526	0.58871
AMFR	12	-0.042245	-0.94322	0.6971	0.96583	0.34557	0.7097
ANAPC11	22	-0.21343	-3.1616	0.003413	0.18462	0.0015692	0.27587
ANKIB1	9	-0.042096	-1.0843	0.72298	0.96764	0.27821	0.66409
ARIH1	11	-0.060645	-0.83107	0.54181	0.9497	0.40593	0.75043
ARIH2	14	0.035042	0.73021	0.46075	0.9399	0.46526	0.7775
BARD1	11	-0.15026	-0.97345	0.10324	0.7191	0.33033	0.70414
BFAR	10	-0.050272	-1.4977	0.65614	0.96005	0.13421	0.59021
BIRC2	10	-0.016895	-0.2645	0.95506	0.9891	0.79139	0.90873
BIRC3	8	0.017593	0.39946	0.73976	0.96967	0.68955	0.86358
BIRC7	9	0.122	1.5037	0.084471	0.69606	0.13267	0.59021
BIRC8	9	0.045949	1.1264	0.47611	0.9399	0.26	0.65343
BMI1	7	0.1416	1.7288	0.094141	0.70576	0.083851	0.58871
BRAP	10	-0.069227	-1.0355	0.50711	0.94289	0.30043	0.68145
CBL	15	0.1182	1.4096	0.037543	0.53571	0.15865	0.59603
CBLB	13	0.050294	0.48576	0.34954	0.91443	0.62714	0.82942
CBLC	17	0.062302	1.3188	0.20165	0.84026	0.18724	0.61126
CGRRF1	6	0.084929	1.4907	0.31797	0.90388	0.13604	0.59125
CHFR	9	-0.089934	-0.52182	0.38197	0.91986	0.6018	0.81636
CNBP	4	0.033297	0.31147	0.72383	0.96842	0.75544	0.89432
CNOT4	10	-0.057535	-1.1372	0.59869	0.95747	0.25547	0.64828
COMMD3	6	0.09416	0.92644	0.27901	0.88742	0.35422	0.71623
CUL7	12	-0.027412	-0.52236	0.84642	0.98009	0.60142	0.81636
CUL9	19	-0.10729	-2.3677	0.14249	0.78898	0.017901	0.58871
CYHR1	11	0.021236	0.31957	0.6496	0.96005	0.74929	0.89148
DCST1	13	-0.042012	-0.59577	0.69425	0.96583	0.55133	0.79511
DTX1	14	0.030295	0.5417	0.50256	0.94193	0.58802	0.81113
DTX2	7	0.096035	0.66565	0.23805	0.857	0.50563	0.77868
DTX3	12	-0.14047	-1.5553	0.11348	0.73211	0.11988	0.58871
DTX3L	12	0.010961	0.24023	0.7335	0.96967	0.81015	0.92036
DTX4	14	0.029335	0.38326	0.51081	0.94407	0.70153	0.87189
DZIP3	6	0.037944	0.5334	0.62514	0.95747	0.59376	0.81449
FANCL	10	0.098813	2.4168	0.13623	0.76518	0.015659	0.58871
IRF2BP1	10	-0.093777	-1.3586	0.34812	0.91412	0.17427	0.59934
IRF2BP2	7	-0.61472	-2.5459	0	0	0.010901	0.58871
IRF2BPL	8	0.090913	0.866	0.22327	0.84352	0.38649	0.73876
LNX1	12	-0.14348	-1.2142	0.10466	0.7191	0.22467	0.63052
LNX2	11	0.024012	1.0689	0.626	0.95747	0.28509	0.66941
LONRF1	9	0.18153	1.6988	0.014221	0.37594	0.089363	0.58871
LONRF2	14	-0.074514	-0.70586	0.39733	0.92221	0.48027	0.77868
LONRF3	17	0.11712	1.9415	0.023891	0.44681	0.052195	0.58871
LRSAM1	12	-0.20669	-2.4797	0.022184	0.43316	0.013149	0.58871
LTN1	6	0.019006	0.28271	0.76564	0.97197	0.7774	0.9012
MARCHF1	11	0.030063	0.42541	0.56968	0.95747	0.67053	0.85398
MARCHF10	7	-0.059962	-0.81828	0.61092	0.95747	0.4132	0.75301
MARCHF11	7	0.13941	1.9594	0.098976	0.71227	0.05006	0.58871
MARCHF2	9	-0.025385	-0.2871	0.87287	0.98009	0.77403	0.90072
MARCHF3	9	-0.0305	-0.51719	0.82964	0.98009	0.60503	0.81787
MARCHF4	13	-0.0066028	-0.12451	0.90956	0.98105	0.90091	0.95854
MARCHF5	9	0.067571	1.1825	0.31684	0.90388	0.23702	0.6387
MARCHF6	13	-0.12155	-1.775	0.15757	0.81645	0.075903	0.58871
MARCHF7	5	0.089398	0.9757	0.35296	0.91679	0.32921	0.70414
MARCHF8	10	-0.12261	-2.0553	0.21217	0.84026	0.039847	0.58871
MARCHF9	8	-0.48775	-2.5337	0	0	0.011288	0.58871
MDM2	9	-0.12257	-0.98325	0.22355	0.84352	0.32548	0.70238
MDM4	10	-0.15669	-1.8125	0.10893	0.7191	0.069913	0.58871
MEX3A	12	0.10383	1.2733	0.095563	0.70711	0.20291	0.62151
MEX3B	11	-0.02547	-0.36477	0.87344	0.98009	0.71528	0.87688
MEX3C	9	-0.0026883	-0.036797	0.91268	0.98105	0.97065	0.98735
MEX3D	11	-0.095809	-0.88031	0.30006	0.89331	0.37869	0.73414
MGRN1	11	-0.14327	-1.6745	0.12059	0.75044	0.094036	0.58871
MIB1	19	0.032711	0.71099	0.39448	0.92221	0.47709	0.77868
MIB2	19	-0.024854	-0.37581	0.85893	0.98009	0.70706	0.87351
MID1	11	0.090966	1.9682	0.15273	0.81118	0.049048	0.58871
MID2	13	-0.0023334	-0.033016	0.86206	0.98009	0.97366	0.98806
MKRN1	8	-0.050298	-0.50177	0.66951	0.96005	0.61583	0.82392
MKRN2	12	0.063521	1.3762	0.27531	0.88564	0.16875	0.59629
MKRN3	9	0.0069249	0.12389	0.81911	0.98009	0.90141	0.95854
MNAT1	11	-0.10129	-1.2252	0.27361	0.88553	0.22049	0.63052
MUL1	11	0.03127	0.34555	0.56286	0.95627	0.72968	0.88238
MYCBP2	14	-0.036873	-0.80481	0.74403	0.96967	0.42093	0.75703
MYLIP	10	0.11839	2.1462	0.082196	0.68974	0.031855	0.58871
NEURL1	11	-0.074077	-1.2855	0.43458	0.93627	0.19863	0.62042
NEURL1B	11	-0.048321	-0.57119	0.6405	0.96005	0.56787	0.80191
NEURL3	8	-0.082745	-1.0544	0.45051	0.9399	0.29168	0.67515
NHLRC1	10	-0.10217	-1.3345	0.30034	0.8934	0.18203	0.60528
NSMCE2	5	-0.093665	-0.89278	0.46786	0.9399	0.37198	0.72984
PARK2	13	0.018948	0.23809	0.63254	0.95747	0.81181	0.9211
PCGF1	11	-0.13178	-1.6233	0.15643	0.81645	0.10452	0.58871
PCGF2	10	-0.011339	-0.175	0.9963	0.99914	0.86108	0.94254
PCGF3	7	0.018307	0.36425	0.7537	0.97141	0.71567	0.87688
PCGF5	6	0.039196	0.55941	0.61576	0.95747	0.57588	0.80439
PDZRN3	10	-0.07143	-1.0831	0.49005	0.9399	0.27878	0.66449
PDZRN4	9	-0.063543	-0.82137	0.55262	0.95292	0.41144	0.75168
PEX10	10	0.094003	1.1619	0.15728	0.81645	0.24527	0.64032
PEX12	9	0.056431	0.65777	0.39022	0.92221	0.51069	0.78035
PEX2	8	-0.097916	-1.4201	0.35978	0.91679	0.15558	0.59603
PJA1	6	-0.11868	-0.90548	0.31286	0.90286	0.36521	0.72548
PJA2	9	-0.093479	-1.2272	0.3558	0.91679	0.21973	0.63052
PML	14	-0.027896	-0.39408	0.84329	0.98009	0.69352	0.86668
PPP1R11	4	-0.14728	-1.0742	0.28982	0.89073	0.28274	0.66631
PRAM1	4	-0.11468	-0.81582	0.41069	0.92362	0.4146	0.75316
RAG1	12	0.024509	0.34464	0.59841	0.95747	0.73036	0.88238
RAPSN	13	-0.093657	-1.2562	0.28697	0.88742	0.20906	0.62451
RBBP6	12	0.011973	0.12616	0.72668	0.96966	0.8996	0.95854
RBCK1	14	-0.13405	-1.7792	0.097554	0.71162	0.075207	0.58871
RBX1	8	-0.057213	-0.85218	0.62144	0.95747	0.39411	0.7442
RC3H1	11	-0.20528	-2.3083	0.028157	0.46698	0.020984	0.58871
RC3H2	9	-0.011615	-0.21595	0.9946	0.99886	0.82903	0.92682
RCHY1	10	0.031646	0.62105	0.57736	0.95747	0.53457	0.78871
RFFL	9	0.043391	0.78785	0.49317	0.9399	0.43079	0.76554
RFPL4B	10	-0.093499	-1.5019	0.34926	0.91443	0.13311	0.59021
RFWD2	9	-0.06449	-1.0348	0.5438	0.9504	0.30074	0.68145
RFWD3	13	-0.10522	-1.4115	0.22355	0.84352	0.15809	0.59603
RING1	12	0.1675	1.6018	0.0076792	0.28125	0.10919	0.58871
RLIM	4	0.15872	1.7248	0.14505	0.79563	0.084569	0.58871
RNF10	12	0.016427	0.41936	0.67975	0.96237	0.67495	0.85571
RNF103	10	0.088125	2.1276	0.18487	0.84026	0.033374	0.58871
RNF11	6	-0.10233	-1.62	0.39278	0.92221	0.10524	0.58871
RNF111	11	0.1524	1.9638	0.018487	0.39157	0.049558	0.58871
RNF112	11	-0.049821	-1.0444	0.62656	0.95747	0.29631	0.67789
RNF113A	12	-0.6528	-3.4465	0	0	0.00056781	0.16637
RNF113B	10	0.055006	0.71242	0.38709	0.92221	0.4762	0.77868
RNF114	10	-0.19908	-1.8893	0.049488	0.58804	0.058852	0.58871
RNF115	8	0.021666	0.59975	0.70364	0.96684	0.54867	0.79383
RNF121	10	-0.13135	-2.0786	0.18203	0.83901	0.037653	0.58871
RNF122	7	0.01204	0.17204	0.80006	0.97392	0.86341	0.94317
RNF123	10	-0.18921	-2.5431	0.059727	0.62059	0.010986	0.58871
RNF125	8	0.078308	0.88478	0.28242	0.88742	0.37628	0.73414
RNF126	14	0.062309	0.78838	0.24602	0.86241	0.43048	0.76554
RNF128	11	0.060171	0.77561	0.32509	0.90417	0.43798	0.77129
RNF130	13	0.062358	0.70685	0.26536	0.87278	0.47966	0.77868
RNF133	11	0.012524	0.26085	0.73891	0.96967	0.79421	0.91048
RNF135	10	-0.023807	-0.25483	0.8851	0.98078	0.79885	0.91432
RNF139	11	-0.055527	-0.80352	0.57793	0.95747	0.42168	0.75798
RNF141	5	-0.048773	-0.41896	0.73891	0.96967	0.67525	0.85571
RNF145	9	0.024126	0.3125	0.65643	0.96005	0.75466	0.89411
RNF146	9	0.034389	0.64354	0.56769	0.95731	0.51987	0.78263
RNF148	11	0.081192	1.5967	0.19966	0.84026	0.11034	0.58871
RNF149	10	0.011745	0.31291	0.76621	0.97197	0.75435	0.89411
RNF150	12	-0.10499	-1.2666	0.24033	0.85787	0.2053	0.6223
