Gene	sgRNA	c114|beta	c114|z	c114|p-value	c114|fdr	c114|wald-p-value	c114|wald-fdr
BRSK2	6	-0.18836	-1.2405	0.58817	0.85349	0.21478	0.4252
BTK	6	-0.0069663	-0.10636	0.83419	0.94981	0.9153	0.95297
BUB1	6	-0.89782	-2.2574	0.0096701	0.10119	0.023985	0.19037
BUB1B	6	-1.4468	-3.1342	0.00028441	0.005618	0.0017231	0.031554
CAMK1	6	-0.095	-0.7589	0.86234	0.95896	0.44791	0.6437
CAMK1D	6	0.10064	0.6337	0.48493	0.80009	0.52628	0.7068
CAMK1G	6	0.16566	1.0642	0.30887	0.67642	0.28724	0.49483
CAMK2A	6	-0.082545	-0.62197	0.90415	0.96543	0.53396	0.71276
CAMK2B	6	0.18539	1.357	0.26536	0.63636	0.17478	0.39067
CAMK2D	6	-0.22373	-1.4616	0.50512	0.80544	0.14385	0.36411
CAMK2G	6	-0.68285	-2.0526	0.03868	0.25612	0.040113	0.24874
CAMK4	6	0.2361	1.3984	0.17463	0.56018	0.16201	0.38023
CAMKK1	6	0.32217	1.6245	0.07281	0.37318	0.10427	0.34003
CAMKK2	6	0.13695	1.0215	0.38424	0.73946	0.307	0.51671
CAMKV	6	0.0090219	0.13342	0.77389	0.92899	0.89386	0.94053
CASK	6	-0.01498	-0.11302	0.86547	0.95934	0.91002	0.94944
CDC42BPA	6	0.27883	1.4839	0.11433	0.45805	0.13782	0.3599
CDC42BPB	6	-0.30102	-1.6806	0.35694	0.71615	0.092849	0.3345
CDC42BPG	6	-0.17646	-0.81103	0.61889	0.86659	0.41735	0.62135
CDC7	6	-1.2759	-2.9938	0.0014221	0.022727	0.0027556	0.046137
CDK1	8	-1.4276	-4.0422	0	0	5.2956e-05	0.0021905
CDK10	6	-0.94888	-3.4362	0.0085324	0.091463	0.00058996	0.013921
CDK11A	6	0.081319	0.25538	0.54181	0.82754	0.79843	0.88224
CDK11B	6	0.17505	0.4496	0.28555	0.65365	0.653	0.78377
CDK12	6	-0.2301	-0.68108	0.49033	0.80261	0.49582	0.68285
CDK13	6	0.19384	1.0635	0.24915	0.62438	0.28757	0.49509
CDK14	6	-0.034813	-0.17044	0.93032	0.97322	0.86467	0.92547
CDK15	6	0.29595	1.6461	0.095848	0.42839	0.099735	0.33815
CDK16	6	0.057177	0.45424	0.61775	0.86659	0.64965	0.78172
CDK17	6	-0.41018	-1.9152	0.1934	0.57191	0.055468	0.28891
CDK18	6	-0.27018	-1.3132	0.40927	0.7538	0.18911	0.40131
CDK2	6	-0.66947	-1.9281	0.042093	0.26786	0.053842	0.28535
CDK20	6	-0.13392	-0.83658	0.74317	0.91845	0.40283	0.60958
CDK3	6	0.039062	0.15465	0.67292	0.88889	0.87709	0.93268
CDK4	6	-2.2068	-4.8414	0	0	1.2893e-06	0.00010303
CDK5	6	-0.32523	-1.9113	0.30916	0.67642	0.055966	0.2898
CDK6	6	-0.0033112	-0.018739	0.82025	0.94501	0.98505	0.99671
CDK7	6	-0.92773	-2.5665	0.0085324	0.091463	0.010272	0.11358
CDK9	11	-1.093	-4.136	0	0	3.5336e-05	0.0016135
CDKL1	6	-0.20843	-1.2785	0.53953	0.82688	0.20106	0.41211
CDKL2	6	0.10049	0.7926	0.48549	0.80019	0.42801	0.6294
CDKL3	6	0.27453	1.0971	0.11917	0.46417	0.2726	0.48043
CDKL4	6	-0.0022849	-0.016989	0.81542	0.94419	0.98645	0.99694
CDKL5	6	0.35641	1.6598	0.047497	0.28401	0.096951	0.33815
CHEK1	6	-1.7397	-3.3108	0	0	0.00093034	0.020444
CHEK2	6	0.43116	1.4344	0.022184	0.18932	0.15146	0.3708
CHUK	6	0.15721	1.1603	0.32964	0.69693	0.24594	0.45875
CIT	6	-0.15687	-1.4634	0.67036	0.88776	0.14336	0.36342
CLK1	6	-0.15038	-1.1722	0.68885	0.89637	0.24113	0.4541
CLK2	6	-0.36871	-1.817	0.24289	0.61822	0.069213	0.31348
CLK3	6	-0.42262	-2.109	0.18117	0.5671	0.034947	0.23446
CLK4	6	0.28405	1.649	0.11007	0.45805	0.099147	0.33815
CSF1R	6	-0.06503	-0.68639	0.96359	0.98689	0.49247	0.67943
CSK	6	-0.0046146	-0.055867	0.82509	0.94618	0.95545	0.98026
CSNK1A1	6	-1.6523	-3.3114	0	0	0.00092838	0.020444
CSNK1D	6	-0.18753	-0.98646	0.59016	0.85496	0.32391	0.53392
CSNK1E	6	-0.0097084	-0.14449	0.84528	0.95195	0.88512	0.93694
CSNK1G1	6	0.19715	1.0844	0.24232	0.61822	0.27818	0.4854
CSNK1G2	6	0.10766	0.7958	0.46758	0.79305	0.42615	0.62708
CSNK1G3	6	0.17015	0.88228	0.29807	0.66837	0.37763	0.58493
CSNK2A1	5	-0.81035	-2.1391	0.036121	0.2466	0.032428	0.22182
CSNK2A2	6	0.22578	1.5239	0.19084	0.56961	0.12754	0.35503
DAPK1	6	-0.15113	-0.8356	0.68771	0.89589	0.40338	0.60958
DAPK2	6	-0.10922	-0.95405	0.81684	0.94419	0.34006	0.54972
DAPK3	6	-0.33809	-1.5223	0.28783	0.65737	0.12794	0.35503
DCLK1	6	-0.011484	-0.066445	0.85068	0.9559	0.94702	0.97532
DCLK2	6	0.023444	0.15522	0.72867	0.91467	0.87664	0.93268
DCLK3	6	0.097298	0.57718	0.49602	0.80518	0.56382	0.73151
DDR1	6	0.30476	1.0878	0.089306	0.41811	0.27666	0.48395
DDR2	6	0.21377	0.90265	0.21018	0.58143	0.36671	0.57604
DMPK	6	0.07719	0.44812	0.55631	0.83412	0.65406	0.78377
DSTYK	6	0.13597	1.0782	0.3868	0.74317	0.28096	0.48807
DYRK1A	6	0.37091	1.1531	0.040671	0.26335	0.24888	0.4607
DYRK1B	6	0.022633	0.4314	0.73265	0.9151	0.66617	0.79184
DYRK2	6	0.14786	0.93882	0.3541	0.71568	0.34782	0.55791
DYRK3	6	0.12854	1.5257	0.40757	0.7538	0.12708	0.355
DYRK4	6	-0.026129	-0.36597	0.90216	0.96543	0.71439	0.82706
EEF2K	6	-0.094913	-1.1222	0.86263	0.95896	0.26178	0.46982
EGFR	6	-0.43284	-2.05	0.16923	0.55349	0.040365	0.24939
EIF2AK1	6	0.035535	0.24204	0.68743	0.89589	0.80875	0.89168
EIF2AK2	6	-0.14386	-1.1584	0.70961	0.90694	0.24671	0.45944
EIF2AK3	6	0.0020105	0.012103	0.7992	0.9408	0.99034	0.99849
EIF2AK4	12	-0.35763	-1.8336	0.12287	0.46906	0.06671	0.31064
EPHA1	6	-0.011468	-0.058161	0.85068	0.9559	0.95362	0.97898
EPHA10	6	-0.13169	-0.5424	0.74744	0.9199	0.58754	0.74441
EPHA2	6	0.30502	1.1901	0.088737	0.41656	0.23402	0.44525
EPHA3	6	0.12024	0.91644	0.43345	0.774	0.35944	0.56859
EPHA4	6	0.14599	0.77941	0.35666	0.71615	0.43574	0.63571
EPHA5	6	0.11746	0.58213	0.44312	0.77855	0.56048	0.7309
EPHA6	6	0.24042	1.6952	0.16524	0.54452	0.09004	0.33303
EPHA7	6	0.38707	1.69	0.033561	0.23647	0.091019	0.33303
EPHA8	6	-0.1927	-1.2138	0.57622	0.84522	0.22482	0.4348
EPHB1	6	0.27842	1.9664	0.1149	0.45805	0.049257	0.27629
EPHB2	6	0.021394	0.32026	0.73635	0.91549	0.74877	0.85255
EPHB3	6	-0.1379	-0.77088	0.72981	0.9148	0.44078	0.63923
EPHB4	6	-0.0069015	-0.034351	0.83419	0.94981	0.9726	0.99069
EPHB6	6	0.026966	0.16468	0.71729	0.91014	0.86919	0.92862
ERBB2	6	-0.11559	-0.64647	0.7975	0.94062	0.51798	0.7016
ERBB3	6	-0.2745	-2.2984	0.40131	0.74854	0.021538	0.17945
ERBB4	6	0.26989	1.17	0.12429	0.4704	0.24199	0.45475
ERN1	6	0.048024	0.49462	0.6442	0.87486	0.62087	0.76195
FASTK	6	0.011993	0.047201	0.76422	0.92719	0.96235	0.98315
FER	6	-0.026919	-0.20249	0.90557	0.96543	0.83953	0.90993
FES	6	-0.13991	-0.912	0.71957	0.91073	0.36177	0.57142
FGFR1	6	0.041431	0.16045	0.66638	0.88662	0.87253	0.93008
FGFR2	6	0.12846	1.325	0.40785	0.7538	0.18516	0.39892
FGFR3	6	-0.10152	-0.37218	0.83931	0.95071	0.70976	0.82288
FGFR4	6	-0.49675	-1.6158	0.11746	0.46249	0.10613	0.34204
FGR	6	-0.10177	-0.58534	0.83874	0.95037	0.55832	0.72975
FLT1	6	0.27906	1.0539	0.11433	0.45805	0.29195	0.50097
FLT3	6	0.062937	0.73353	0.59983	0.85871	0.46323	0.65664
FLT4	6	0.19556	0.82879	0.24602	0.62052	0.40722	0.61345
FRK	6	0.063543	0.66736	0.59727	0.85679	0.50454	0.69107
FYN	6	0.16599	1.3432	0.3083	0.67642	0.17919	0.39418
GAK	6	-1.0623	-3.2043	0.0036974	0.047445	0.0013541	0.02635
GCK	6	0.19259	0.89113	0.25199	0.6257	0.37286	0.58153
GRK4	6	-0.3453	-1.4347	0.27759	0.64858	0.15136	0.3708
GRK5	6	0.10345	0.5656	0.47867	0.79764	0.57166	0.73706
GRK6	6	0.025665	0.22263	0.72213	0.91265	0.82382	0.90132
GSG2	6	-0.89724	-3.2954	0.0099545	0.10355	0.0009828	0.02133
GSK3A	6	0.65671	1.5779	0.00028441	0.005618	0.11458	0.34791
GSK3B	6	1.1484	1.1991	0	0	0.23051	0.44167
GUCY2D	6	0.22487	1.6395	0.1934	0.57191	0.10111	0.33815
GUCY2F	6	0.16589	0.76563	0.30859	0.67642	0.4439	0.64017
HCK	6	-0.26143	-1.8651	0.4252	0.76982	0.062165	0.30442
HIPK1	6	-0.18738	-1.564	0.59016	0.85496	0.11783	0.34811
HIPK2	6	-0.16764	-0.8579	0.64249	0.87486	0.39095	0.59717
HIPK3	6	0.10957	0.80986	0.46359	0.79175	0.41802	0.62153
HIPK4	6	-0.11515	-0.86903	0.79977	0.9408	0.38483	0.59189
HUNK	6	0.31545	1.8092	0.077645	0.38289	0.070418	0.31507
ICK	6	0.33148	1.2865	0.064562	0.34923	0.19825	0.40907
IGF1R	6	-0.025281	-0.14663	0.8996	0.96543	0.88343	0.93669
IKBKB	6	0.19729	1.144	0.24204	0.61822	0.25262	0.4617
IKBKE	6	0.059714	0.63456	0.61035	0.86497	0.52571	0.70631
ILK	6	0.067248	0.38854	0.5839	0.84975	0.69762	0.81516
INSR	6	0.0013255	0.012757	0.80347	0.94237	0.98982	0.99849
INSRR	6	0.076575	0.50014	0.55717	0.83468	0.61697	0.76031
IRAK1	6	-0.01576	-0.1358	0.86689	0.9603	0.89198	0.94007
IRAK2	6	0.27175	1.6035	0.12173	0.46725	0.10882	0.34476
IRAK3	6	0.15929	1.419	0.32253	0.68894	0.1559	0.37253
IRAK4	6	0.18936	1.7523	0.25796	0.6303	0.079716	0.32412
ITK	6	-0.0074711	-0.049947	0.83561	0.94989	0.96016	0.98242
JAK1	12	0.015682	0.15785	0.63225	0.87211	0.87457	0.93097
JAK2	12	0.24473	2.0967	0.051479	0.29672	0.036022	0.23794
JAK3	12	-0.049968	-0.36301	0.93003	0.97322	0.7166	0.8288
KALRN	5	0.005947	0.054448	0.82139	0.94503	0.95658	0.98085
KDR	6	0.10433	1.1097	0.47611	0.79714	0.26712	0.47495
KIAA1804	6	-0.17782	-0.86153	0.61604	0.86659	0.38895	0.59588
KIT	6	0.19625	1.7053	0.24374	0.61833	0.088146	0.33303
KSR1	6	-0.44202	-1.8892	0.1624	0.54108	0.058871	0.29573
KSR2	6	-0.27362	-2.0161	0.40216	0.74934	0.043788	0.26195
LATS1	6	0.31912	0.87823	0.074516	0.37536	0.37982	0.58752
LATS2	6	-0.13867	-0.93295	0.72753	0.91422	0.35085	0.56072
LCK	6	-0.11549	-1.2544	0.79835	0.94068	0.2097	0.42012
LIMK1	6	-0.21724	-1.1702	0.51991	0.81644	0.24192	0.45475
LIMK2	6	0.017195	0.12232	0.74858	0.91996	0.90265	0.94484
LMTK2	6	-0.15393	-1.0681	0.67776	0.88955	0.28548	0.49349
LMTK3	6	-0.12561	-0.9049	0.7682	0.92732	0.36552	0.57527
LRRK1	6	-0.013691	-0.086813	0.85893	0.95847	0.93082	0.96371
LRRK2	6	0.041109	0.31804	0.66724	0.88662	0.75046	0.8533
LTK	6	0.12583	0.78888	0.41553	0.76015	0.43018	0.63153
LYN	6	0.12669	0.46389	0.41354	0.75848	0.64273	0.77724
MAK	6	0.49655	1.5702	0.0068259	0.07767	0.11638	0.34811
MAP2K1	6	-0.26255	-1.4797	0.42406	0.76982	0.13894	0.36016
MAP2K2	6	-0.66742	-2.0695	0.042093	0.26786	0.038497	0.24291
MAP2K3	6	-0.11286	-0.91594	0.80802	0.94417	0.3597	0.56866
MAP2K4	6	0.046099	0.40612	0.65017	0.87889	0.68466	0.8052
MAP2K5	6	-0.2463	-1.2283	0.45563	0.78645	0.21935	0.43061
MAP2K6	6	-0.10043	-1.1556	0.84272	0.9512	0.24785	0.46035
MAP2K7	6	0.63663	1.5843	0.00028441	0.005618	0.11313	0.34778
MAP3K1	17	0.0022887	0.025658	0.64278	0.87486	0.97953	0.99423
MAP3K10	6	0.30155	1.9199	0.09215	0.42353	0.054868	0.28653
MAP3K11	6	0.15916	1.1215	0.32281	0.68913	0.26209	0.46982
MAP3K12	6	-0.25512	-1.5315	0.438	0.77699	0.12566	0.355
MAP3K13	6	-0.070939	-0.37441	0.94482	0.97936	0.7081	0.82222
MAP3K14	6	-0.34048	-2.4238	0.2847	0.65365	0.015361	0.14597
MAP3K2	6	-0.41509	-1.1748	0.18658	0.56747	0.24009	0.45312
MAP3K3	6	-0.25277	-1.2197	0.44312	0.77855	0.22259	0.43431
MAP3K4	6	0.038449	0.25346	0.67577	0.88955	0.79991	0.8836
MAP3K5	6	-0.073262	-0.5498	0.9343	0.97507	0.58246	0.74351
MAP3K6	6	-0.080393	-0.3754	0.91098	0.96884	0.70737	0.82222
MAP3K7	6	-1.2555	-2.9243	0.0014221	0.022727	0.0034527	0.054439
MAP3K8	6	-0.085672	-0.48764	0.89505	0.96504	0.6258	0.76533
MAP3K9	6	-0.0095113	-0.046375	0.84443	0.95191	0.96301	0.98343
MAP4K1	6	0.0081194	0.052604	0.77816	0.9303	0.95805	0.98148
MAP4K3	6	0.227	1.1463	0.18885	0.56888	0.25167	0.46136
MAP4K4	6	-0.056172	-0.28241	0.9963	0.99744	0.77763	0.86881
MAP4K5	6	0.26338	1.2467	0.13453	0.49374	0.21253	0.4236
MAPK1	6	-0.28948	-2.5379	0.3777	0.73451	0.011151	0.11921
MAPK10	6	0.3936	1.7598	0.030717	0.22594	0.078435	0.32305
MAPK11	6	-0.032068	-0.17069	0.92435	0.97306	0.86447	0.92547
MAPK12	6	0.12076	1.3128	0.43231	0.77354	0.18924	0.40131
MAPK13	6	0.041231	0.30559	0.66724	0.88662	0.75992	0.85799
MAPK14	6	-1.4116	-3.8127	0.00056883	0.010526	0.00013747	0.0047157
MAPK15	6	-0.126	-0.51711	0.76706	0.92732	0.60508	0.7537
MAPK3	6	-0.37482	-1.7473	0.23464	0.61202	0.080585	0.32538
MAPK6	6	-0.29259	-1.6409	0.37372	0.73056	0.10082	0.33815
MAPK7	6	-1.0561	-2.4186	0.0036974	0.047445	0.015582	0.14728
MAPK8	6	0.20876	1.2981	0.21957	0.59248	0.19425	0.40517
MAPK9	6	0.20749	1.4947	0.22298	0.59893	0.13499	0.35769
MAPKAPK2	6	-0.28834	-1.9888	0.37998	0.73542	0.046719	0.27208
MAPKAPK3	6	-0.06111	-0.41913	0.97981	0.99222	0.67512	0.79816
MAPKAPK5	6	0.23745	1.3277	0.17093	0.55443	0.18426	0.39861
MARK1	6	0.30681	0.99138	0.086177	0.40781	0.3215	0.53145
MARK2	6	0.41253	1.5193	0.026451	0.20796	0.1287	0.35542
MARK3	6	0.16927	1.2493	0.30091	0.67109	0.21156	0.42216
MARK4	6	0.44263	1.4892	0.017349	0.15762	0.13642	0.35967
MAST1	6	0.025022	0.28757	0.72412	0.91303	0.77368	0.86715
MAST2	6	-0.98141	-2.9748	0.0062571	0.072131	0.0029321	0.048174
MAST3	6	-0.1296	-0.6426	0.75228	0.9223	0.52049	0.70389
MAST4	6	-0.29035	-2.3877	0.37685	0.73407	0.016956	0.15405
MASTL	12	-0.72853	-2.4126	0.0028441	0.039216	0.015839	0.14811
MATK	6	0.21982	1.3774	0.19966	0.57306	0.16838	0.38536
MELK	6	0.22901	1.1515	0.18572	0.5671	0.24953	0.4608
MERTK	6	-0.014846	-0.11682	0.8649	0.95931	0.907	0.94757
MET	6	0.022977	0.20867	0.7318	0.9151	0.83471	0.90721
MINK1	6	-0.19004	-1.3715	0.58276	0.8488	0.17022	0.38566
MKNK1	6	-0.20043	-0.91714	0.55944	0.83595	0.35907	0.56843
MKNK2	6	0.26011	1.5845	0.13879	0.5	0.11308	0.34778
MLKL	6	-0.0014461	-0.0086499	0.81229	0.94419	0.9931	0.99907
MOK	6	0.3312	1.3097	0.064562	0.34923	0.19028	0.40136
MOS	6	-0.10271	-1.4397	0.83447	0.94982	0.14996	0.36924
MST1R	6	0.28443	1.185	0.1095	0.45805	0.23602	0.44832
MTOR	6	-0.41014	-2.2432	0.1934	0.57191	0.024886	0.19315
MUSK	6	0.10698	0.70089	0.46985	0.79338	0.48337	0.67443
MYLK2	6	-0.80566	-2.9602	0.018487	0.16332	0.0030747	0.050049
MYLK3	6	0.063606	0.30421	0.59727	0.85679	0.76096	0.85837
MYLK4	6	0.17558	1.2736	0.28356	0.65365	0.20281	0.41286
MYO3A	6	-0.11857	-0.65604	0.78925	0.9375	0.5118	0.69529
MYO3B	6	-0.25991	-1.8891	0.42861	0.77354	0.058877	0.29573
NEK1	6	0.24395	1.8527	0.15927	0.53691	0.06393	0.30645
NEK10	6	0.34496	1.4591	0.053754	0.30484	0.14455	0.36444
NEK11	6	0.23653	1.569	0.17264	0.55688	0.11664	0.34811
NEK2	6	-0.078052	-0.39355	0.91809	0.97112	0.69391	0.81218
NEK3	6	0.1007	0.95991	0.48464	0.8	0.3371	0.54645
NEK4	6	-0.22561	-1.3105	0.50142	0.80518	0.19004	0.40136
NEK5	6	0.44933	1.5799	0.017065	0.15625	0.11412	0.34778
NEK6	6	0.1332	1.1505	0.39391	0.74744	0.24995	0.4608
NEK7	6	0.32437	1.3768	0.070535	0.36905	0.16857	0.38536
NEK8	6	-0.2332	-1.5817	0.48464	0.8	0.11372	0.34778
NEK9	6	-0.062271	-0.54422	0.97355	0.99132	0.58629	0.74419
NIM1K	6	0.42125	1.5713	0.024744	0.19954	0.11611	0.34811
NLK	6	-0.049491	-0.37661	0.98038	0.99223	0.70647	0.82195
NPR1	6	-0.13903	-1.2843	0.72497	0.91303	0.19904	0.40997
NPR2	6	0.40494	1.5637	0.027873	0.21538	0.11789	0.34811
NRBP1	6	-0.69394	-2.2005	0.036974	0.24904	0.027773	0.20217
NRBP2	6	0.097745	0.84664	0.49403	0.80518	0.3972	0.60404
NRK	6	0.31949	1.779	0.074516	0.37536	0.075239	0.31943
NTRK1	6	-0.001077	-0.011058	0.81086	0.94419	0.99118	0.99849
NTRK2	6	-0.036643	-0.33548	0.93686	0.97571	0.73726	0.84354
NTRK3	6	0.21604	1.3861	0.20592	0.57778	0.16572	0.3838
NUAK1	6	-0.1727	-0.76715	0.62912	0.87063	0.44299	0.63955
NUAK2	6	0.24794	1.1125	0.15501	0.53223	0.26594	0.47368
OBSCN	12	0.2171	1.0939	0.077929	0.38375	0.27401	0.48125
OXSR1	6	0.19199	1.5098	0.25228	0.6257	0.13109	0.35686
PAK1	6	0.29788	1.2625	0.09471	0.42638	0.20678	0.41736
PAK2	6	0.15504	0.50433	0.33703	0.70544	0.61403	0.75805
PAK3	6	0.22622	1.8463	0.1897	0.56888	0.064848	0.30895
PAK4	6	-0.08894	-0.86441	0.88311	0.96219	0.38736	0.59424
PAK6	6	-0.090484	-0.34445	0.87742	0.96137	0.73051	0.8389
PAK7	6	-0.13483	-0.67127	0.73948	0.91681	0.50205	0.68899
PASK	6	0.11197	0.59133	0.45762	0.78757	0.5543	0.72748
PBK	6	-0.096456	-0.8158	0.85751	0.95847	0.41461	0.6198
PDGFRA	6	-0.28167	-1.2149	0.39334	0.74744	0.22442	0.4348
PDGFRB	6	-0.27909	-1.3731	0.39676	0.74827	0.16971	0.38562
PDIK1L	6	0.087259	0.4596	0.5256	0.8206	0.64581	0.77903
PDK1	5	0.093709	0.58201	0.55944	0.83595	0.56056	0.7309
PDK2	6	-0.11788	-0.49779	0.79096	0.93794	0.61863	0.76132
PDK3	6	-0.13692	-1.0096	0.73322	0.91516	0.31271	0.52133
PDK4	6	0.4231	1.4536	0.024175	0.19814	0.14606	0.36526
PDPK1	5	-0.15639	-1.1439	0.69084	0.89668	0.25265	0.4617
PHKG1	6	-0.46931	-2.2142	0.13908	0.5	0.026816	0.19908
PHKG2	6	-0.52813	-1.9591	0.10154	0.44034	0.050102	0.27873
PIK3R4	6	-1.1335	-2.9451	0.0028441	0.039216	0.0032288	0.051838
PIM1	6	-0.075488	-0.27762	0.92634	0.97322	0.7813	0.8707
PIM2	6	0.15825	1.7184	0.32622	0.69263	0.085724	0.33087
PIM3	6	-0.16053	-1.4651	0.66098	0.88365	0.1429	0.36309
PINK1	6	-0.02783	-0.2102	0.90984	0.96851	0.83351	0.90651
PKMYT1	6	-0.90021	-3.1738	0.0096701	0.10119	0.0015047	0.028444
PKN1	6	-0.092709	-0.4796	0.87002	0.96137	0.63151	0.76724
PKN2	6	0.72183	1.5679	0	0	0.11691	0.34811
PKN3	6	-0.031957	-0.22107	0.92349	0.97306	0.82504	0.90132
PLK1	6	-2.2407	-3.8398	0	0	0.00012315	0.00433
PLK2	6	-0.054683	-0.78366	0.99858	0.99886	0.43324	0.63443
PLK3	6	-0.13987	-0.91633	0.71957	0.91073	0.35949	0.56859
PLK4	6	-1.1468	-2.348	0.0028441	0.039216	0.018875	0.16594
PNCK	6	0.0799	0.90973	0.54721	0.82974	0.36297	0.57305
POMK	4	0.054024	0.37935	0.71359	0.9084	0.70443	0.8204
PRKAA1	6	-0.72871	-2.8959	0.028726	0.21909	0.0037811	0.058566
PRKAA2	6	0.068698	0.37964	0.57935	0.84699	0.70421	0.8204
PRKACA	6	-0.08636	-1.2921	0.89221	0.96467	0.19631	0.40745
PRKACB	6	-0.063652	-0.58176	0.96815	0.98839	0.56073	0.7309
PRKACG	6	0.088106	0.73756	0.52304	0.81952	0.46078	0.65462
PRKCA	6	-0.086421	-0.62081	0.89164	0.96467	0.53473	0.71298
PRKCB	6	0.23761	1.7114	0.17036	0.5536	0.087004	0.33287
PRKCD	6	0.1628	0.83461	0.31456	0.68145	0.40394	0.61003
PRKCE	6	-0.31321	-1.9263	0.33504	0.70472	0.054066	0.28543
PRKCG	6	0.029881	0.20421	0.70535	0.90346	0.83819	0.90931
PRKCH	6	0.18936	0.88331	0.25796	0.6303	0.37707	0.58456
PRKCI	6	0.30716	1.5641	0.085893	0.40781	0.1178	0.34811
PRKCQ	6	-0.047736	-0.47123	0.97497	0.99132	0.63748	0.77236
PRKCZ	6	-0.20044	-1.5752	0.55944	0.83595	0.11521	0.348
PRKD1	6	0.29606	1.3667	0.095848	0.42839	0.17171	0.38726
PRKD2	6	0.18882	1.4915	0.25853	0.63081	0.13583	0.35888
PRKD3	6	0.0046973	0.030861	0.78925	0.9375	0.97538	0.99152
PRKDC	6	-1.5323	-4.2935	0.00028441	0.005618	1.7588e-05	0.00093696
PRKG1	6	-0.020753	-0.14464	0.88254	0.96219	0.88499	0.93694
PRKG2	6	0.066346	0.69895	0.58817	0.85349	0.48458	0.67466
PRKX	6	0.010113	0.086045	0.76906	0.92732	0.93143	0.96397
PRKY	5	0.13931	0.69717	0.42747	0.77275	0.4857	0.67524
PRPF4B	6	-1.5458	-3.68	0.00028441	0.005618	0.00023319	0.0070681
PSKH1	6	0.20492	1.5415	0.22838	0.60558	0.12318	0.35356
PSKH2	6	-0.05077	-0.36805	0.98464	0.99255	0.71284	0.82608
PTK2	6	0.21634	1.5244	0.20563	0.57778	0.12742	0.355
PTK2B	6	0.12529	0.93952	0.4161	0.7604	0.34746	0.55779
PTK6	6	-0.53523	-2.5816	0.096416	0.42911	0.0098337	0.11082
PTK7	6	-0.32541	-1.334	0.30916	0.67642	0.18221	0.39695
RAF1	6	-0.47385	-2.2704	0.13481	0.49426	0.023184	0.18739
RET	6	0.03762	0.49958	0.67947	0.89013	0.61737	0.76031
