sgRNA,Gene,DLD1-Ts4.initial,DLD1-Ts4.final
ZNF8_E4_699.9,ZNF8,4237,9454
FBXL14_1257.16,FBXL14,173,327
TFAP4_E2_111.1,TFAP4,1510,2541
WHSC1L1_PWWP267383_E1_4314.38,WHSC1L1,496,995
neg54,neg54,1601,2695
SPOPL_BTB190297_E1_1179.36,SPOPL,1531,2751
RPL9_e3.1,RPL9,8013,10804
TRAF6_1569.156,TRAF6,1585,3604
FBXW11_10,FBXW11,763,1144
HPR_1047.8,HPR,219,378
CASP2_939.41,CASP2,1842,4935
CTSS_996.82,CTSS,1741,3919
CAPN7_2442.27,CAPN7,1391,2757
TRIB3_PKc_E4_361.12,TRIB3,991,1975
CDYL_Chromo_E2_150.0,CDYL,1801,3202
ZNF594_E2_2052.198,ZNF594,1885,2931
ASH1L_BD_e18_55.1,ASH1L,718,1217
DCAF6_2856.254,DCAF6,3752,6815
ZNF703_E2_91.0,ZNF703,735,1343
TNK1_PKc_E4_81.5,TNK1,520,636
BRD3_BD1_e3_138.8,BRD3,1872,3265
ZNF10_E5_666.5,ZNF10,1485,2288
SOX13_E13_107.9,SOX13,1830,3628
HAND1_E1_162.15,HAND1,1591,3019
BRCA1_5592.445,BRCA1,999,1540
SNAI3_E3_44.4,SNAI3,1993,4447
RHOBTB1_BTB396455_E1_2091.101,RHOBTB1,626,1411
ZNF800_E4_81.0,ZNF800,3022,5137
NANOG_E2_195.14,NANOG,742,1166
PDK1_PKc_E6_68.2,PDK1,1071,2310
BATF2_E3_72.0,BATF2,1622,1776
ZNF540_E5_1251.67,ZNF540,2774,4498
USP46_1101.55,USP46,921,1658
SP6_E2_162.18,SP6,1650,4491
KDM4C_tudor935990_E1_3171.195,KDM4C,1030,2137
SHPRH_Phd_E9_141.2,SHPRH,833,1509
MYNN_E5_179.3,MYNN,1364,2977
TDRD6_tudor541585_E1_6291.523,TDRD6,898,2240
HOXA1_E2_168.5,HOXA1,666,968
WHSC1_PWWP878972_E1_4098.195,WHSC1,878,1788
FBXO10_2871.193,FBXO10,1340,3189
RNF166_714.137,RNF166,1037,1641
DMTF1_E12_110.10,DMTF1,3507,6213
DMTF1_SANT_E12_110.10,DMTF1,3507,6213
ZNF366_E2_366.43,ZNF366,2309,4098
ZNF354A_E5_1209.11,ZNF354A,2586,5128
TBX5_E3_86.6,TBX5,2083,5570
EZH1_e18_82.0,EZH1,2110,4711
ADAM23_2499.55,ADAM23,1078,2186
NHLRC1_1188.119,NHLRC1,1150,1900
FOXN2_E3_204.4,FOXN2,1523,3572
ULK3_PKc_E2_141.11,ULK3,390,624
ABHD12_1215.39,ABHD12,1686,3542
MYBL1_E5_221.13,MYBL1,2281,4568
MYBL1_SANT3_E5_97.4,MYBL1,2281,4568
PHF1_tudor2980_E1_1704.23,PHF1,920,1471
KDM5B_Phd1_E8_138.1,KDM5B,932,1945
MYCL_E2_165.4,MYCL,1611,2302
MOF_e5_164.14,MOF,2959,3678
TESK1_PKc_E1_39,TESK1,803,1121
ZNF256_E3_999.97,ZNF256,2795,3783
ETV7_E7_101.6,ETV7,488,611
HOXB4_E2_177.0,HOXB4,348,431
SETDB1_E13_186.15,SETDB1,1867,3196
SETDB1_MBD_E13_186.15,SETDB1,1867,3196
FBXL5_2076.143,FBXL5,1936,4999
ZNF236_Ex_357.41,ZNF236,1686,2443
ZNF676_E3_1410.53,ZNF676,1516,3217
ZMYND11_PWWP272353_E1_1809.57,ZMYND11,602,655
CBLB_2949.35,CBLB,582,810
HNF1A_E3_187.8,HNF1A,328,663
FOXP1_E17_102.2,FOXP1,627,1395
ZNF529_E6_1119.29,ZNF529,4196,11344
USP32_4815.248,USP32,1948,4821
MYO3B_PKc_E5_100.7,MYO3B,772,1471
PSMB3_618.105,PSMB3,1791,1923
CDRT1_1,CDRT1,751,1421
MXD4_E4_115.14,MXD4,1394,3532
SUPT16H_3144.28,SUPT16H,2608,4264
ZNF480_E5_1050.61,ZNF480,1741,3419
NLK_PKc_E2_130.9,NLK,1178,1749
AURKC_PKc_E3_191.21,AURKC,265,371
EP300_e26_114.5,EP300,2122,3525
KLK4_765.45,KLK4,1017,2489
G2E3_ePhd_E3_96.2,G2E3,1172,1316
TBX10_E2_83.5,TBX10,3054,6260
ZNF561_E6_897.41,ZNF561,2153,3087
USP14_1485.95,USP14,1495,2372
METAP2_1437.102,METAP2,2426,4466
ECT2L_2715.10,ECT2L,201,368
PKNOX2_E10_72.0,PKNOX2,880,1375
DCAF5_2829.440,DCAF5,641,1022
ACE_3921.666,ACE,1943,3252
RXRA_E3_34.0,RXRA,1292,1972
FIGLA_E2_135.5,FIGLA,2629,4348
CAMK2B_PKc_E1_32,CAMK2B,641,1200
HOXA5_E2_177.14,HOXA5,729,1474
LONRF2_2265.220,LONRF2,1462,3371
PCGF1_780.88,PCGF1,354,552
HMGXB4_E6_79.1,HMGXB4,3114,6391
ZMYND8_Phd_E5_123.15,ZMYND8,493,797
NOTO_E2_129.1,NOTO,1386,2476
TTC3_6078.255,TTC3,1266,2476
ADAM33_2442.78,ADAM33,1824,3740
ZNF331_E7_993.6,ZNF331,1018,2032
ZNF479_E5_990.30,ZNF479,1742,2022
XPNPEP2_61.4,XPNPEP2,905,1631
PIAS1_1956.138,PIAS1,1726,3458
ZBTB11_BTB204306_E1_3162.41,ZBTB11,662,1001
RIOK2_PKc_E4_176.2,RIOK2,792,831
MEIS2_E9_77.0,MEIS2,2353,3934
TRIM23_1725.133,TRIM23,1643,2961
KDM5A_Phd3_E28_204.11,KDM5A,883,1735
PSMB8_831.67,PSMB8,1038,2436
FBXO34_2136.107,FBXO34,1164,2299
ZNF282_E8_330.35,ZNF282,118,163
TMPRSS2_1590.84,TMPRSS2,810,1433
PBX1_E5_136.9,PBX1,1343,4879
NFATC2_E4_203.27,NFATC2,1037,1714
TTN_PKc_E358_736.3,TTN,637,1581
STAT4_E10_89.5,STAT4,1683,3220
OTP_E2_132.2,OTP,1845,3254
CDC5L_E2_104.1,CDC5L,3175,2816
CDC5L_SANT_E2_104.1,CDC5L,3175,2816
MIS18BP1_SANT_E12_112.7,MIS18BP1,843,755
HLTF_3030.154,HLTF,856,1472
FBXO38_7,FBXO38,1246,2999
MYRF_E8_135.14,MYRF,1414,1722
CHD5_D_e17_59.0,CHD5,1203,1901
TADA2B_E2_73.9,TADA2B,1144,1788
ZNF124_E4_582.51,ZNF124,1419,2704
ZNF229_E6_1239.129,ZNF229,2171,3720
SIX3_E1_147.7,SIX3,349,294
ZEB2_E10_131.7,ZEB2,453,892
ZNF540_E5_1251.41,ZNF540,806,1033
SALL1_E2_2190.195,SALL1,1142,2101
ZNF250_E6_1077.15,ZNF250,5043,10804
SIX2_E1_156.17,SIX2,1185,1711
CASP7_912.16,CASP7,1218,2093
SOCS7_1746.157,SOCS7,1857,3869
MTA1_Bah3188_E1_2148.22,MTA1,315,729
POU5F1B_E1_174.15,POU5F1B,1689,4178
LMTK3_PKc_E5_42.1,LMTK3,2537,5555
KLF12_E8_170.11,KLF12,1618,2402
ZNF623_E1_1116.7,ZNF623,2218,4444
GCM2_E2_241.35,GCM2,1113,2226
USP24_87.3,USP24,1890,3523
WT1_E9_47.1,WT1,2271,3503
NCOR1_E17_63.3,NCOR1,3800,8489
NCOR1_SANT2_E17_63.3,NCOR1,3800,8489
ZNF627_E4_663.39,ZNF627,1134,1931
FBXO30_8,FBXO30,991,2201
SMAD2_E2_215.0,SMAD2,1248,2712
KMT2D_Phd1_E8_115.3,KMT2D,854,1523
KMT2D_16614.96,KMT2D,854,1523
MELK_PKc_E3_86,MELK,1070,2389
BAZ2B_BD_e36_144.1,BAZ2B,1529,4152
TDRD1_tudor9941040_E1_3570.154,TDRD1,1274,2630
TGIF1_E2_138.0,TGIF1,818,1620
CHD1_Chromo_E8_101.4,CHD1,1299,2226
ZFP3_E2_1071.56,ZFP3,680,1080
KIAA2018_E5_83.3,KIAA2018,1304,3632
BRAP_1779.151,BRAP,1898,4001
KMT2B_CXXC_E6_131.16,KMT2B,2688,6468
ZNF880_E4_1221.50,ZNF880,3201,6533
KLHL20_BTB59165_E1_1830.202,KLHL20,516,1372
NSD1_Phd5_E22_106.2,NSD1,173,288
SOX1_E1_216.15,SOX1,2052,4836
STAT3_E10_89.5,STAT3,430,1030
USP38_3129.186,USP38,1763,3192
JARID2_e13_106.5,JARID2,2506,5670
TSSK2_PKc_E1_789.87,TSSK2,619,1146
CSK_PKc_E11_196.3,CSK,793,979
TULP4_4632.355,TULP4,1825,4346
ASH1L_e11_118.0,ASH1L,1441,2727
TFAP4_E2_111.4,TFAP4,3080,7563
FBXO18_3285.409,FBXO18,836,1419
SENP6_3339.142,SENP6,1696,2840
PHF10_Phd_E10_88.1,PHF10,1032,2107
ZNF446_E7_69.0,ZNF446,2447,5592
ZNF446_E7_69.0,ZNF446,2447,2184
ZNF446_E7_69.0,ZNF446,1271,5592
ZNF446_E7_69.0,ZNF446,1271,2184
ZNF324_E4_660.39,ZNF324,3700,9259
LZTR1_BTB433573_E1_2523.132,LZTR1,970,1423
CTSG_768.85,CTSG,1179,2494
ZNF695_E4_1104.56,ZNF695,1541,3731
UBE3C_3252.110,UBE3C,1828,5084
ZNF613_E6_981.66,ZNF613,3448,6001
ZNF552_E3_243.11,ZNF552,3010,7711
KAT2A_BD_e17_64.4,KAT2A,663,1386
ASB16_1362.138,ASB16,643,1351
OTX1_E4_135.10,OTX1,771,1602
SP110_Phd_E15_101.7,SP110,1238,2741
LHX2_E4_135.13,LHX2,2300,3974
MKRN2_1251.52,MKRN2,390,641
DEAF1_E4_88.6,DEAF1,1927,4296
MYT1L_E10_978.93,MYT1L,1782,2976
ACY1_1227.78,ACY1,1657,3073
THAP2_E2_184.9,THAP2,1544,2822
ZNF771_E3_492.3,ZNF771,794,1045
ARGFX_E4_132.8,ARGFX,1761,4441
ELF4_E7_188.20,ELF4,1351,3017
PIGK_1188.101,PIGK,1687,3279
DPYS_159.13,DPYS,1409,2708
ZNF621_E5_162.4,ZNF621,1887,3445
MBTPS2_1560.94,MBTPS2,1567,1672
RNF14_1425.124,RNF14,1253,2437
neg50,neg50,4397,9577
FBXO39_3,FBXO39,1271,2648
FBXW10_3,FBXW10,876,1667
DLX3_E2_132.21,DLX3,950,1647
TRIM27_1373.219,TRIM27,1206,2182
UBE2J1_957.7,UBE2J1,454,735
USP18_1119.123,USP18,1397,2436
USP50_1005.67,USP50,1492,3181
PIAS1_1956.155,PIAS1,1045,1534
EOMES_E2_155.22,EOMES,2024,5584
NR1I3_E3_131.6,NR1I3,2157,4471
SETD1A_e19_118.6,SETD1A,1763,2896
USP17L7_1593.37,USP17L7,1383,2512
TEAD2_E4_63.1,TEAD2,688,1550
TRIP12_6123.366,TRIP12,2261,3160
neg4,neg4,7466,15808
CTSC_491.63,CTSC,1020,1565
MYBL2_E5_221.23,MYBL2,3224,5355
MYBL2_SANT3_E5_97.10,MYBL2,3224,5355
MAP2K5_PKc_E10_69,MAP2K5,486,795
PLAGL1_E7_67.6,PLAGL1,443,645
CHD7_Chromo_E8_115.3,CHD7,295,419
TRIM22_1497.68,TRIM22,1744,3192
PHF20L1_Phd_E16_45.0,PHF20L1,839,1723
CDK11A_PKc_E16_108.16,CDK11A,459,598
IRX3_E2_165.0,IRX3,1282,2730
TFRC_2283.108,TFRC,2096,2880
VSX1_E3_124.9,VSX1,2129,3422
MMP15_2010.72,MMP15,866,1560
DTX3_1053.58,DTX3,920,1588
REST_E3_84.2,REST,1409,1480
BRPF3_ePhd_E2_354.49,BRPF3,865,1325
CAMTA2_E6_72.1,CAMTA2,1595,3355
ZNF716_E4_825.43,ZNF716,1522,3540
MAX_E3_105.1,MAX,1924,2219
ZMIZ2_E13_75.5,ZMIZ2,3034,6174
ZMIZ2_2763.380,ZMIZ2,3034,6174
VRK2_PKc_E7_93.1,VRK2,702,884
FBXO30_3,FBXO30,1407,2215
BRD2_BD1_e4_60.1,BRD2,1810,1938
HECTD4_12855.907,HECTD4,561,976
FBXO31_1620.30,FBXO31,674,1117
ZMPSTE24_105.2,ZMPSTE24,746,1864
KDM4D_e3_349.63,KDM4D,1347,2671
FBXO5_1206.53,FBXO5,1298,2021
ZNF513_E3_310.7,ZNF513,642,763
SEC11A_558.25,SEC11A,1984,4620
SEC11A_115.4,SEC11A,1984,4620
USF1_E9_95.5,USF1,1572,2601
SPIN1_Spinlin133181_E1_789.35,SPIN1,1729,3626
CLOCK_e21_210.12,CLOCK,684,1071
MMP1_1410.51,MMP1,1640,3899
RNF144B_912.102,RNF144B,1372,3842
ZHX1_E3_1074.71,ZHX1,889,1394
CHD1L_Macro716866_E1_2694.169,CHD1L,1003,2143
LRRK2_PKc_E43_101,LRRK2,1243,2214
ADCK5_PKc_E9_84.2,ADCK5,798,1470
PRSS38_981.148,PRSS38,1657,3210
PRSS37_708.47,PRSS37,1093,2079
PRKCD_PKc_E17_189.1,PRKCD,1037,1660
MIER3_E11_54.0,MIER3,3110,5764
MIER3_SANT_E11_57.0,MIER3,3110,5764
RFPL4A_3,RFPL4A,1100,1772
TRIM41_1893.8,TRIM41,1232,2169
NFIA_E2_111.4,NFIA,822,1115
TPP2_3750.62,TPP2,918,2044
RNF219_2181.175,RNF219,1440,2947
RNF149_1203.127,RNF149,1876,4191
NRD1_3660.91,NRD1,1514,2052
MSL2_1734.4,MSL2,963,1385
MET_PKc_E18_110.2,MET,529,1348
TRIM72_1434.276,TRIM72,867,1744
MARCH6_2733.11,MARCH6,1073,2524
HERC1_14586.1034,HERC1,1553,2840
RNF207_1905.313,RNF207,472,867
ENC1_BTB36144_E1_1770.23,ENC1,339,728
ERBB3_PKc_E20_186.13,ERBB3,984,2145
ZNF189_E3_1161.43,ZNF189,1605,3040
MTA3_E10_84.4,MTA3,2746,4244
MTA3_SANT_E10_87.4,MTA3,2746,4244
KDM4D_e3_349.27,KDM4D,2758,4831
RNF25_1380.232,RNF25,1253,3173
CAPN7_2442.183,CAPN7,1936,3365
PAK1_PKc_E10_113.1,PAK1,1085,2903
CHD2_H_e19_153.1,CHD2,1376,1721
ZNF211_E4_1116.94,ZNF211,728,1118
ETV7_E7_101.9,ETV7,1732,3120
ZNF257_E4_936.56,ZNF257,1924,3744
ZNF708_E4_1233.19,ZNF708,5297,10239
ZNF267_E4_1101.46,ZNF267,1050,2416
HOXA4_E2_177.6,HOXA4,2602,4761
RNFT2_1335.123,RNFT2,861,1171
NSD1_PWWP17541848_E1_8091.714,NSD1,610,1024
WDTC1_2034.125,WDTC1,918,2141
ZNF773_E4_663.41,ZNF773,1206,2230
BARX1_E3_82.4,BARX1,2773,6391
NEK5_PKc_E5_98,NEK5,494,930
STK32A_PKc_E4_152.7,STK32A,1612,2684
ZNF77_E4_834.53,ZNF77,1005,1585
USP17L8_1593.14,USP17L8,1758,4113
L3MBTL4_MBT164260_E1_1872.194,L3MBTL4,1621,2805
KLF7_E2_64.2,KLF7,671,1230
ZNF620_E5_570.31,ZNF620,2035,4611
POLR2A_e2.1,POLR2A,5911,6889
ESPL1_6363.442,ESPL1,669,542
TRIM6-TRIM34_2529.90,TRIM6-TRIM34,3599,10274
TRIM34_1467.4,TRIM34,3599,10274
UBR5_8397.473,UBR5,989,1749
ARID4A_tudor58113_E1_3774.15,ARID4A,587,1695
RELB_E5_158.13,RELB,1345,2381
CERS6_E3_105.4,CERS6,1491,2373
ZNF559_E6_1170.40,ZNF559,2048,3926
SOX21_E1_216.17,SOX21,679,1388
ZNF496_E9_339.25,ZNF496,2292,4595
UHMK1_PKc_E1_205.24,UHMK1,659,1315
TSHZ1_E2_221.7,TSHZ1,1794,4459
FOXN4_E7_97.2,FOXN4,1507,2497
MGA_E2_573.24,MGA,2271,4496
CTRL_795.66,CTRL,1551,2456
UBE2N_459.16,UBE2N,622,952
BHLHA15_E1_165.9,BHLHA15,953,1726
CPZ_1959.91,CPZ,681,1582
ALK_PKc_E24_98.8,ALK,1146,3413
SP2_E6_169.18,SP2,862,1764
ASB12_957.118,ASB12,1119,1426
USP45_2445.145,USP45,1322,2622
ZNF564_E4_1317.111,ZNF564,2206,6105
ZNF507_E5_115.2,ZNF507,2485,4988
HOXB2_E2_174.17,HOXB2,180,214
ZNF468_E4_750.53,ZNF468,1651,3017
GRHL3_E6_154.22,GRHL3,1806,3492
CHD1_Chromo_E7_170.6,CHD1,885,1837
CYLD_2871.187,CYLD,1063,2071
CASP3_834.56,CASP3,2626,5846
ZNF844_E4_318.21,ZNF844,959,2105
PRKCZ_PKc_E9_171.8,PRKCZ,560,996
RNF34_1122.17,RNF34,624,1593
PRSS23_1395.164,PRSS23,1285,1455
USP33_2829.75,USP33,1722,4059
KLHL36_BTB36141_E1_1851.19,KLHL36,949,1448
KMT2A_BD_e17_111.6,KMT2A,2218,2574
SP140_E19_88.8,SP140,1483,2842
DNAJC1_E11_449.65,DNAJC1,4321,10334
DNAJC1_SANT2_E11_449.65,DNAJC1,4321,10334
ETV6_E6_141.11,ETV6,604,1371
GTF3C4_e3_131.4,GTF3C4,1695,2445
ZNF569_E6_1494.45,ZNF569,1391,3816
CHD4_Phd_E8_129.19,CHD4,1704,3151
ZNF37A_E8_1242.61,ZNF37A,1477,2740
ZNF222_E4_483.11,ZNF222,735,1488
FBXL8_3,FBXL8,1230,1744
TRAF7_3,TRAF7,1628,3428
DNMT3A_PWWP_E8_159.18,DNMT3A,975,2678
MET_PKc_E15_28,MET,1397,2323
GGT2_1509.275,GGT2,2102,3306
CDKL1_PKc_E6_83.1,CDKL1,327,586
MIER2_SANT_E11_57.0,MIER2,1253,2450
MAP3K1_4539.268,MAP3K1,1030,2555
ZNF234_E6_1245.29,ZNF234,2353,5868
NAT10_e18_75.5,NAT10,2617,3263
ZFP36L1_1017.214,ZFP36L1,642,1208
TCF7L1_E10_99.2,TCF7L1,1242,2693
IRF8_E3_168.16,IRF8,2060,3124
STAT6_E11_123.2,STAT6,516,665
SMYD3_e6_68.3,SMYD3,1326,3327
BTBD11_BTB9151022_E1_3315.293,BTBD11,637,1746
ZFP36L2_1485.270,ZFP36L2,647,1694
KLK6_735.62,KLK6,1392,2137
DPYSL4_1719.321,DPYSL4,1855,3633
UBE2W_576.16,UBE2W,1469,2608
ZNF234_E6_1245.105,ZNF234,1686,3160
ATG4C_1377.9,ATG4C,1327,2058
TINAG_1431.103,TINAG,1190,1654
PBRM1_BD1_e5_86.3,PBRM1,650,1150
RNF103_2058.171,RNF103,704,1194
HOXD12_E2_171.12,HOXD12,1464,3629
ALK_PKc_E23_130,ALK,1576,4087
DCAF7_1029.127,DCAF7,1967,4013
NEDD4_3960.168,NEDD4,2706,6347
PHEX_2250.26,PHEX,1120,3113
BRPF1_PWWP10891204_E1_3663.316,BRPF1,511,611
RNF20_2928.232,RNF20,722,1361
MLLT10_Phd_E4_55.0,MLLT10,563,913
ZNF23_E6_1326.104,ZNF23,1531,2604
DCST1_2121.252,DCST1,734,1269
EAF2_E1_67.0,EAF2,1140,3261
ASB12_957.100,ASB12,2085,4988
BTBD18_BTB24120_E1_2139.318,BTBD18,1415,3124
CDC23_1794.140,CDC23,1839,2318
FBXW5_1701.260,FBXW5,892,2115
TRIM66_Phd_E15_113.9,TRIM66,855,1661
SETD7_e7_158.11,SETD7,2821,4803
KDM4A_tudor897953_E1_3195.189,KDM4A,1967,3620
TULP4_4632.344,TULP4,492,987
TDRD6_tudor13091422_E1_6291.259,TDRD6,921,1742
VRK3_PKc_E9_106.14,VRK3,1049,2030
MAP2K1_PKc_E6_125.2,MAP2K1,791,2190
ZNF615_E7_1578.96,ZNF615,1455,2571
ZBTB3_E2_75.1,ZBTB3,2793,7853
ZNF362_E6_224.28,ZNF362,968,1875
PAN2_3609.104,PAN2,2058,4266
TSSK2_PKc_E1_789.51,TSSK2,563,951
HOXA5_E2_177.0,HOXA5,1471,2621
ESRRG_E3_109.2,ESRRG,1820,5085
TBX4_E3_120.3,TBX4,2023,3850
RNF111_2988.144,RNF111,1325,3050
ADAMTS6_3354.344,ADAMTS6,1858,4053
TBX18_E2_83.1,TBX18,1965,3099
RORC_E4_142.14,RORC,1827,3607
TRIM35_1482.97,TRIM35,633,1333
RNF5_4,RNF5,1380,3456
ZNF506_E4_579.44,ZNF506,1424,2703
RNF207_1905.60,RNF207,340,800
KDM6B_e19_188.5,KDM6B,1192,2166
RUNX1_E6_105.8,RUNX1,830,1601
ATF6B_E10_162.11,ATF6B,940,1380
PHKG1_PKc_E4_55,PHKG1,1049,1723
SALL4_E2_1276.151,SALL4,1262,2385
ZNF75D_E7_405.4,ZNF75D,3662,7705
ASH1L_BD_e20_79.1,ASH1L,1860,3503
ADAM17_2475.201,ADAM17,1749,3713
TRIM39_1557.16,TRIM39,1159,2485
CTSE_1191.123,CTSE,2237,5400
RAB40B_837.91,RAB40B,944,1522
SIK3_PKc_E6_124.11,SIK3,1199,2375
DAPK2_PKc_E4_139,DAPK2,616,1139
SUV39H2_e5_130.5,SUV39H2,1500,2877
CERS2_E4_93.5,CERS2,462,665
SOCS2_597.43,SOCS2,3187,6038
BHLHE40_E3_108.4,BHLHE40,1083,2503
AAK1_PKc_E6_122,AAK1,585,1337
THRA_E5_148.1,THRA,1953,3604
USP26_2742.107,USP26,555,1116
ZNF407_E1_4129.115,ZNF407,1438,2379
CTSE_1191.76,CTSE,2020,4546
TPP2_3750.145,TPP2,1546,2631
JMJD6_e4_52.0,JMJD6,976,2303
GTF3A_E2_101.10,GTF3A,1544,2423
CAD_6678.59,CAD,1007,1721
ZNF619_E6_732.58,ZNF619,1388,2517
RNF122_468.40,RNF122,1386,2847
ADAM19_2757.69,ADAM19,928,1939
ZNF3_E6_582.12,ZNF3,1008,2119
CDK7_PKc_E6_111.3,CDK7,967,1931
ZNF619_E6_732.63,ZNF619,1280,3074
KCNB1_BTB33132_E1_2577.391,KCNB1,1521,3809
USP11_2892.397,USP11,2059,6306
ZNF254_E6_1326.38,ZNF254,1411,2438
SOCS3_678.53,SOCS3,2429,4841
ZNF841_E7_1674.109,ZNF841,1626,3596
FBXO30_1,FBXO30,1724,3278
MATK_PKc_E10_85.2,MATK,612,916
TOX_E5_147.10,TOX,1337,1781
VPS11_2825.206,VPS11,1653,3257
STK10_PKc_E5_73,STK10,1522,2073
MECOM_E8_1357.166,MECOM,1180,1643
RNF19B_1764.238,RNF19B,153,284
ZHX2_E3_1239.130,ZHX2,485,832
neg65,neg65,3772,7852
SPSB4_822.73,SPSB4,980,1915
ZKSCAN4_E5_576.46,ZKSCAN4,1816,4590
SPSB2_792.16,SPSB2,1679,3257
HMG20A_E5_144.0,HMG20A,833,1939
ZNF91_E4_2595.87,ZNF91,2816,6638
G2E3_Phd_E9_103.3,G2E3,1925,4163
G2E3_1983.29,G2E3,1925,4163
ZNF135_E4_1170.53,ZNF135,1268,3013
ACVR2A_PKc_E7_146.12,ACVR2A,435,574
ZNF292_E8_243.7,ZNF292,2018,3690
OVCH1_3405.279,OVCH1,1427,2901
TRIM58_1461.254,TRIM58,900,1610
SIRT5_e8_124.3,SIRT5,1326,2446
ATRX_H_e28_178.3,ATRX,934,1033
RNF182_744.3,RNF182,1808,3363
ZNF414_E3_85.8,ZNF414,938,2118
TBX6_E4_268.10,TBX6,599,1071
ZFP82_E5_1152.88,ZFP82,863,1559
ZNF493_E4_1218.27,ZNF493,2673,4620
ZBTB16_E6_168.14,ZBTB16,1136,2087
ZNF382_E5_765.7,ZNF382,586,1018
WHSC1_PWWP878972_E1_4098.406,WHSC1,637,1065
ZNF577_E7_657.42,ZNF577,1027,1773
USP45_2445.8,USP45,2294,4706
FOXD2_E1_234.35,FOXD2,2343,4617
FBXL14_1257.73,FBXL14,652,1883
KBTBD13_BTB13101_E1_1377.12,KBTBD13,603,892
ZSCAN2_E3_1143.23,ZSCAN2,2868,6559
STK24_PKc_E7_102.2,STK24,1228,3031
ZNF441_E4_1239.22,ZNF441,2458,3811
ADAM28_2328.221,ADAM28,1246,2583
PLAG1_E4_110.6,PLAG1,2863,6036
RAD54L2_D_e10_135.5,RAD54L2,871,902
PAX5_E3_198.27,PAX5,939,1771
RNF111_2988.26,RNF111,1478,3674
NKX2_6_E2_177.19,NKX2,723,1481
HOXA3_E3_177.21,HOXA3,907,1656
SIAH2_975.109,SIAH2,1442,2258
FOXP4_E14_81.2,FOXP4,1020,1845
KLKB1_1917.111,KLKB1,1438,3080
ZNF541_E12_78.1,ZNF541,2062,3930
ZNF541_SANT_E12_78.1,ZNF541,2062,3930
ID2_E1_135.11,ID2,3313,6535
ZNF705A_E5_483.4,ZNF705A,2113,3818
TLX2_E2_167.11,TLX2,2346,4017
IRF9_E2_153.5,IRF9,467,572
USP43_3372.44,USP43,1499,2699
KLK15_771.8,KLK15,978,1501
AK1_PKc_E4_164.27,AK1,1733,4263
ZFP28_E8_1170.102,ZFP28,3007,6532
BAZ2A_MBD_E9_84.0,BAZ2A,1077,2768
RNF224_471.92,RNF224,1153,3968
KCNA1_BTB39130_E1_1488.13,KCNA1,1030,2457
ZMYND11_PWWP272353_E1_1809.129,ZMYND11,765,1552
STK31_PKc_E20_84.3,STK31,1136,2827
TCF7L1_E9_117.7,TCF7L1,1115,1830
RCOR3_E10_81.1,RCOR3,3713,7712
RCOR3_SANT_E5_84.1,RCOR3,3713,7712
ABHD12_1215.72,ABHD12,1615,3195
CREB3L1_E8_67.2,CREB3L1,2372,5166
ZBTB22_BTB47149_E1_1905.391,ZBTB22,766,1399
UBE4A_3201.155,UBE4A,956,2196
ZNF414_E3_85.0,ZNF414,1714,2959
ZNF514_E5_498.9,ZNF514,1507,3078
PWWP2B_PWWP488574_E1_1773.181,PWWP2B,1373,2362
ZNF607_E5_1227.23,ZNF607,3684,7801
PARP14_Macro10141155_E1_5406.375,PARP14,650,1385
TFCP2L1_E6_153.15,TFCP2L1,2176,3983
ZNF639_E7_747.3,ZNF639,1778,2847
NFE2L3_E4_135.4,NFE2L3,1059,2216
CASP1_936.5,CASP1,1476,2420
RNF217_1629.154,RNF217,1352,1834
TMPRSS11A_1266.35,TMPRSS11A,1458,3167
PHF8_e7_187.12,PHF8,1587,2786
ZNF200_E5_240.1,ZNF200,2533,5908
SRY_E1_234.1,SRY,1613,3380
TRIM9_2133.70,TRIM9,1478,3624
RNF11_465.33,RNF11,1772,3586
NKX1_2_E2_177.19,NKX1,1016,3343
MMP16_1824.204,MMP16,941,2113
RBX1_327.8,RBX1,394,416
TESK1_PKc_E2_122.1,TESK1,1151,2134
BRWD1_6963.500,BRWD1,1138,2344
ZNF251_E5_1287.137,ZNF251,1123,1804
ZNF433_E4_1221.43,ZNF433,2128,4407
BIRC8_711.31,BIRC8,1028,1558
TMEM129_1089.115,TMEM129,1258,1946
ZNF143_E11_180.15,ZNF143,761,988
RNF123_3945.332,RNF123,1105,2579
PRDM8_E10_66.1,PRDM8,1341,3509
neg33,neg33,3925,9198
NFATC2_E5_173.1,NFATC2,1991,3760
KLF3_E6_170.6,KLF3,1969,2245
RAB40C_846.119,RAB40C,2438,3874
PLAG1_E5_67.1,PLAG1,2836,6001
CBLC_1425.110,CBLC,971,2067
PIAS1_Ex_220.17,PIAS1,2727,3876
PIAS1_1956.140,PIAS1,2727,3876
ZNF322_E5_246.13,ZNF322,1877,3407
PLG_107.1,PLG,1067,1786
PDK3_PKc_E1_34,PDK3,344,698
PRSS54_1188.26,PRSS54,1232,2636
PARK2_1398.170,PARK2,652,985
GSX1_E2_174.6,GSX1,490,755
CPA1_1260.53,CPA1,1206,2270
LCK_PKc_E10_77.5,LCK,1567,2928
USP37_2940.14,USP37,2213,3592
BBX_E5_171.1,BBX,1516,3078
ZNF83_E6_1173.45,ZNF83,1265,2693
RNF217_1629.145,RNF217,1767,5617
