sgRNA,Gene,DLD1-Ts4.initial,DLD1-Ts4.final
SRY_E1_234.2,SRY,816,1388
PAX3_E2_222.12,PAX3,462,875
STAT4_E15_84.3,STAT4,879,1249
CDC5L_SANT_E2_104.2,CDC5L,995,585
SHOX2_E3_135.0,SHOX2,957,1531
ASB2_1908.136,ASB2,506,1167
RNF103_2058.134,RNF103,875,1578
NR5A1_E3_142.4,NR5A1,283,547
FOXB2_E1_234.21,FOXB2,917,1904
KDM2B_10,KDM2B,972,1596
IGF1R_PKc_E21_82,IGF1R,629,872
KCTD15_BTB58145_E1_852.121,KCTD15,764,1724
FBXO24_1857.362,FBXO24,881,1657
SETD7_e8_95.12,SETD7,1333,1659
UBE2G2_498.35,UBE2G2,1088,1849
ZNF558_E10_666.48,ZNF558,1529,2110
ASB16_1362.73,ASB16,269,445
FBXL13_2208.11,FBXL13,2356,4770
FBXL2_1,FBXL2,2356,4770
GZMB_744.109,GZMB,1390,2324
KCNC3_BTB90184_E1_2274.495,KCNC3,635,983
ZNF80_E1_411.15,ZNF80,1652,3136
TBX2_E6_95.1,TBX2,471,570
USP48_3108.237,USP48,1141,1605
FBXO17_864.17,FBXO17,402,853
RNF126_936.188,RNF126,281,442
KLHL25_BTB36144_E1_1770.303,KLHL25,386,1061
POU3F2_E1_174.29,POU3F2,1428,2884
DTL_2193.225,DTL,651,1192
ZFP41_E2_237.2,ZFP41,264,399
TRIM58_1461.256,TRIM58,311,755
ATG4D_1425.108,ATG4D,1324,2274
KMT2B_e37_218.0,KMT2B,846,1625
PAPPA_4884.645,PAPPA,627,1056
HOXB4_E2_177.5,HOXB4,645,1001
IRF5_E2_156.9,IRF5,688,1204
ZBTB20_BTB94196_E1_2226.25,ZBTB20,411,811
KCNS3_BTB17116_E1_1476.182,KCNS3,339,480
ZNF500_E6_330.45,ZNF500,747,1665
TESK1_PKc_E4_147.1,TESK1,1042,2069
CCNF_2361.308,CCNF,703,1071
CUL4A_2280.23,CUL4A,789,2069
BARD1_2277.142,BARD1,658,486
GLIS2_E6_53.5,GLIS2,515,646
STK3_PKc_E6_115.4,STK3,908,1285
KAT8_Chromo_E1_169.19,KAT8,496,433
DCAF12L1_1392.266,DCAF12L1,852,1752
NR2F1_E1_208.25,NR2F1,1003,1096
SP7_E3_168.3,SP7,954,1632
ZNF777_E6_849.110,ZNF777,416,634
ZMYND8_Phd_E5_123.12,ZMYND8,532,695
RUNX1_E6_105.9,RUNX1,588,1060
HERC5_3075.169,HERC5,813,1123
ATF6_E8_162.6,ATF6,479,757
OTP_E2_132.5,OTP,526,1193
UBB_690.2,UBB,651,814
ZNF541_E2_78.0,ZNF541,1259,2902
NPR2_PKc_E14_156.4,NPR2,538,772
TMPRSS15_3060.157,TMPRSS15,978,1600
HOXA6_E2_177.23,HOXA6,590,981
PRSS33_843.165,PRSS33,1102,1434
MAST1_PKc_E14_133.6,MAST1,488,615
CDC23_1794.135,CDC23,548,157
TRIM3_2235.369,TRIM3,340,463
ZNF567_E6_1281.115,ZNF567,1788,2652
FERD3L_E1_171.24,FERD3L,656,1172
LONRF2_2265.196,LONRF2,551,1224
TRIM52_894.63,TRIM52,990,1538
ZBTB7C_BTB24127_E1_1860.367,ZBTB7C,264,405
SNRK_PKc_E3_556.3,SNRK,451,586
FOSB_E3_63.2,FOSB,1107,2114
NSD1_Phd5_E22_106.7,NSD1,260,290
E4F1_E7_173.16,E4F1,710,995
AKT2_PKc_E10_129.1,AKT2,206,311
CBL_2721.59,CBL,253,486
ZNF331_E7_993.113,ZNF331,592,1132
RNF185_579.14,RNF185,799,1967
ACY3_960.74,ACY3,192,313
PHF7_ePhd_E5_102.13,PHF7,426,875
TEC_PKc_E15_65.2,TEC,185,356
DCST1_2121.198,DCST1,193,279
ANAPC1_8,ANAPC1,599,1181
MKNK1_PKc_E8_123.18,MKNK1,189,183
HACE1_2730.151,HACE1,976,1289
KCTD9_BTB91181_E1_1170.93,KCTD9,308,304
BBX_E5_171.12,BBX,544,625
FLT4_PKc_E20_89.4,FLT4,550,831
KLK1_789.64,KLK1,977,1708
CASK_PKc_E3_106,CASK,646,1455
TDRD6_tudor15711609_E1_6291.419,TDRD6,549,986
DYRK2_PKc_E3_1140.73,DYRK2,182,320
RPS6KA1_PKc_E8_38,RPS6KA1,877,2419
ANAPC7_1800.72,ANAPC7,852,1849
MIB1_3021.38,MIB1,857,1634
FBXO31_1620.38,FBXO31,630,1355
BRD1_BD_e6_237.10,BRD1,774,1609
MATK_PKc_E13_87,MATK,248,558
ZNF446_E7_69.6,ZNF446,754,1243
ACE_3921.503,ACE,636,848
FBXL5_2076.131,FBXL5,442,688
MAFA_E1_273.32,MAFA,629,1259
HES5_E2_159.5,HES5,492,674
PARK2_1398.83,PARK2,322,476
DCUN1D2_780.44,DCUN1D2,624,1057
ANAPC2_2469.218,ANAPC2,123,161
BARX2_E3_85.0,BARX2,843,1898
PHF20L1_tudor90135_E1_858.64,PHF20L1,980,1708
PRSS53_1662.261,PRSS53,1088,1805
ZNF101_E4_495.4,ZNF101,1039,1186
EGR1_E2_75.0,EGR1,218,592
IHH_1236.199,IHH,1126,2388
THOP1_2070.304,THOP1,753,939
MYF5_E1_171.0,MYF5,680,986
EBF4_E3_157.2,EBF4,517,812
ZIK1_E4_666.76,ZIK1,832,1535
IRF5_E3_171.19,IRF5,373,641
ZBTB5_BTB14121_E1_2034.4,ZBTB5,722,1273
PLAGL1_E7_67.2,PLAGL1,880,1647
ZNF423_E4_1206.100,ZNF423,2131,3753
ZNF423_E4_1206.108,ZNF423,840,1461
ZNF699_E5_1254.94,ZNF699,345,353
CLK1_PKc_E4_40,CLK1,381,964
FBXO32_4,FBXO32,364,790
CDKL2_PKc_E7_66.4,CDKL2,386,524
TYK2_PKc_E16_136.3,TYK2,695,1073
FBXL8_1125.47,FBXL8,495,862
ZNF556_E4_492.39,ZNF556,1742,3255
ID3_E1_126.3,ID3,473,715
NFKB1_E5_99.3,NFKB1,1421,3648
ZNF780B_E5_1908.155,ZNF780B,1290,2030
CSNK1G1_PKc_E4_70.2,CSNK1G1,553,727
TBX5_E5_148.16,TBX5,329,1084
SMARCA1_SANT_E21_133.2,SMARCA1,427,887
TMEM129_1089.172,TMEM129,519,1295
DESI2_585.46,DESI2,697,1587
CASP6_882.75,CASP6,677,1240
ZNF792_E4_750.54,ZNF792,697,967
CDC7_PKc_E4_136.1,CDC7,744,1062
ARX_E2_89.6,ARX,758,1226
TPSG1_966.72,TPSG1,40,58
STK38L_PKc_E5_84,STK38L,344,637
KLF7_E3_124.2,KLF7,678,1372
IRF6_E4_171.16,IRF6,370,689
BRDT_BD1_e3_138.1,BRDT,952,1293
ESPL1_6363.595,ESPL1,790,1543
FBXW8_13,FBXW8,381,772
FBXO27_852.20,FBXO27,112,207
RNF165_1041.58,RNF165,538,690
MAP3K7_PKc_E5_139.1,MAP3K7,467,733
C9orf3_2460.101,C9orf3,1245,2506
SPSB3_1068.122,SPSB3,350,1041
AHRR_E3_126.0,AHRR,344,668
ATAD2_BD_e23_86.2,ATAD2,895,1509
TRIM33_3384.348,TRIM33,594,1097
LIN28A_E2_105.18,LIN28A,385,380
CCDC79_SANT_E19_144.13,CCDC79,218,335
GSC_E2_135.6,GSC,390,462
HMX3_E2_174.2,HMX3,459,716
PRDM5_E15_105.2,PRDM5,305,719
IKZF4_E5_131.19,IKZF4,1450,2009
CPM_1332.125,CPM,846,1335
JMJD4_E4_268.37,JMJD4,1047,2141
NPEPPS_2760.21,NPEPPS,902,898
ZNF275_E4_237.25,ZNF275,1561,3063
KMT2B_Phd1_E12_105.14,KMT2B,1015,1999
RNF217_1629.156,RNF217,615,1128
IMMP2L_528.55,IMMP2L,318,573
ASB3_1557.129,ASB3,960,1965
GON4L_SANT_E32_91.3,GON4L,591,953
CCNF_2361.333,CCNF,488,738
CARM1_e5_111.6,CARM1,805,1821
TULP4_4632.38,TULP4,992,2674
MAPK7_PKc_E4_754.37,MAPK7,515,757
EPHA2_PKc_E13_210.8,EPHA2,559,1254
BPTF_Phd1_E2_129.3,BPTF,1034,1684
RNF31_2766.292,RNF31,741,1641
TRAF2_1506.254,TRAF2,900,1250
SPOPL_BTB190297_E1_1179.39,SPOPL,1045,2074
FOXE3_E1_234.5,FOXE3,726,1200
NEK10_PKc_E22_122.2,NEK10,660,1304
DCAF1_9,DCAF1,642,861
CDKL1_PKc_E3_73.1,CDKL1,731,1564
ZKSCAN5_E6_427.33,ZKSCAN5,678,1054
ING1_Phd_E2_635.49,ING1,486,1575
UBTF_E12_114.3,UBTF,860,870
FBXW5_1701.58,FBXW5,861,2354
TRIM45_1689.263,TRIM45,674,1643
BMP1_2961.6,BMP1,696,1299
MIB1_3021.184,MIB1,592,855
DPP9_2679.226,DPP9,1578,2889
MEF2C_E3_180.6,MEF2C,908,2034
ZBTB12_E2_78.0,ZBTB12,1410,2972
L3MBTL2_MBT294390_E1_2118.288,L3MBTL2,521,971
PINK1_PKc_E6_128.9,PINK1,340,881
RNF215_1134.116,RNF215,1278,2304
TFRC_2283.8,TFRC,691,861
PRDM12_E5_66.2,PRDM12,391,749
KCTD7_BTB53138_E1_870.24,KCTD7,535,1053
SFMBT2_MBT384477_E1_2685.81,SFMBT2,213,377
MYPOP_SANT_E2_231.10,MYPOP,746,1112
ZNF140_E5_891.52,ZNF140,628,1189
FANCL_1143.23,FANCL,688,1147
PBRM1_BD2_e8_99.1,PBRM1,844,898
FBXL22_5,FBXL22,611,1014
CDX4_E2_126.3,CDX4,873,1691
ZNF425_E4_1131.114,ZNF425,405,596
FBXO33_1668.184,FBXO33,303,399
CSNK2A1_PKc_E11_101,CSNK2A1,356,486
TMPRSS12_1047.96,TMPRSS12,195,222
SMARCC1_Chromo_E7_70.1,SMARCC1,548,969
AIRE_E6_81.5,AIRE,411,587
ZNF248_E6_1053.75,ZNF248,584,1323
CBL_2721.403,CBL,192,469
ACVR1B_PKc_E7_157.5,ACVR1B,1062,2168
KCTD15_BTB58145_E1_852.132,KCTD15,884,1634
PYGO2_Phd_E3_162.19,PYGO2,1232,2742
MASTL_PKc2_E12_128.1,MASTL,743,2155
CAD_6678.251,CAD,642,777
KCNC2_BTB10151_E1_1917.248,KCNC2,326,420
TCF21_E1_180.29,TCF21,507,937
FBXO41_2628.567,FBXO41,707,1606
ZBTB17_E8_143.12,ZBTB17,954,1488
HBO1_e13_147.4,HBO1,1590,1843
BCR_PKc_E1_1278.9,BCR,144,268
ASCL3_E2_162.13,ASCL3,558,1201
HIVEP3_E4_4482.688,HIVEP3,781,1225
MEF2B_E3_180.1,MEF2B,411,776
CBLC_1425.18,CBLC,576,791
CDK3_PKc_E7_204.1,CDK3,708,1563
DCAF1_18,DCAF1,307,313
OSR2_E5_129.4,OSR2,1439,2567
FBXW10_6,FBXW10,779,1666
SETDB1_MBD_E13_186.1,SETDB1,754,671
CDK7_PKc_E7_119.11,CDK7,245,206
ZNF300_E7_1077.59,ZNF300,416,838
SIRT4_e3_210.14,SIRT4,867,1394
DBP_E4_159.4,DBP,356,606
ZNF689_E3_666.50,ZNF689,310,389
ETV1_E13_102.5,ETV1,628,1287
KCTD4_BTB36123_E1_780.54,KCTD4,797,1271
IMMP1L_501.6,IMMP1L,716,878
HES2_E2_96.8,HES2,886,1274
EP400_D_e14_86.4,EP400,665,897
GLI4_E4_489.25,GLI4,784,1049
KCTD18_BTB1498_E1_1281.6,KCTD18,430,809
ZNF174_E3_237.2,ZNF174,823,1463
SOX9_E1_122.13,SOX9,942,2209
TNRC18_tudor21702290_E1_8907.75,TNRC18,630,1175
PRSS41_957.152,PRSS41,861,1067
ZNF32_E3_561.1,ZNF32,771,961
MMP24_1938.65,MMP24,503,977
EZH2_SANT_E6_125.10,EZH2,238,351
HNF4G_E3_95.1,HNF4G,1040,1823
FBXL8_1,FBXL8,269,734
NEUROD1_E2_177.0,NEUROD1,384,864
FOSL2_E3_75.6,FOSL2,291,360
ZNF232_E5_324.16,ZNF232,1118,1733
RNF223_750.91,RNF223,798,1520
UBE4B_3909.123,UBE4B,586,1145
RHOBTB2_BTB523615_E1_2250.137,RHOBTB2,957,1885
RIPK2_PKc_E4_158.7,RIPK2,1084,1075
DDB1_3423.257,DDB1,840,1100
AURKA_PKc_E9_149.6,AURKA,626,1538
HERC5_3075.134,HERC5,942,1747
L3MBTL1_MBT493585_E1_2523.3,L3MBTL1,580,1128
TET1_e9_138.1,TET1,763,1534
KDM2B_1,KDM2B,1098,2259
BAP1_2190.17,BAP1,547,542
ZMIZ1_3204.172,ZMIZ1,256,379
ABHD4_1029.119,ABHD4,628,819
RNF223_750.160,RNF223,350,843
UHRF1_2,UHRF1,447,1175
PML_2649.479,PML,276,378
TWIST2_Ex_176.0,TWIST2,875,1330
HOXB3_E4_177.0,HOXB3,490,817
TBX2_E2_268.36,TBX2,531,959
KCNG4_BTB61160_E1_1560.33,KCNG4,630,1280
KMT2A_11919.647,KMT2A,1050,1157
RFX5_E7_120.2,RFX5,326,766
CDK5_PKc_E7_75.5,CDK5,170,247
MELK_PKc_E7_93.3,MELK,829,1546
MYCBP2_14037.728,MYCBP2,602,617
FEV_E3_249.3,FEV,151,193
AHR_E2_126.8,AHR,1053,2012
TRIM45_1689.228,TRIM45,684,1281
RAPSN_1239.201,RAPSN,761,1829
GAK_PKc_E6_126.13,GAK,394,666
FOXH1_E2_105.5,FOXH1,729,1334
DMTF1_SANT_E11_33.0,DMTF1,569,745
BRSK1_PKc_E5_117.2,BRSK1,359,753
ZCWPW1_CW256303_E1_1947.244,ZCWPW1,198,482
ASPRV1_1032.58,ASPRV1,850,1438
FBXO2_3,FBXO2,623,946
ZBTB43_BTB23123_E1_1404.151,ZBTB43,813,1368
SPSB1_822.54,SPSB1,1490,2405
DYRK1A_PKc_E7_147.1,DYRK1A,565,753
ASB1_1008.94,ASB1,673,990
CREB3L3_E6_92.6,CREB3L3,488,549
KLHL17_BTB82189_E1_1929.25,KLHL17,425,496
RNF180_1779.61,RNF180,578,1081
AMHR2_PKc_E9_148.14,AMHR2,389,565
NR0B2_E1_417.80,NR0B2,655,1042
ZNF524_E2_243.25,ZNF524,279,341
SMURF2_2247.100,SMURF2,496,752
SALL1_E2_2190.322,SALL1,821,1658
BIRC7_897.95,BIRC7,529,1174
FOXS1_E1_234.20,FOXS1,785,1942
FOXR1_E5_151.19,FOXR1,824,1163
HOXA1_E2_168.4,HOXA1,735,922
UHRF2_Phd_E6_182.6,UHRF2,365,844
ZBTB20_E5_215.12,ZBTB20,264,460
KALRN_PKc_E58_201,KALRN,944,1476
MAP3K9_PKc_E2_412.34,MAP3K9,615,1240
AIRE_Phd2_E11_104.8,AIRE,148,301
DNAJC2_SANT_E14_101.3,DNAJC2,1351,2271
HELLS_H_e19_117.1,HELLS,589,1012
RFPL4B_792.2,RFPL4B,442,1132
ZBTB4_E4_1267.177,ZBTB4,175,373
F9_1386.84,F9,1953,3395
NEURL2_858.28,NEURL2,360,506
MYT1_E8_135.17,MYT1,376,512
IRX6_E4_180.8,IRX6,598,965
DCAF5_2829.406,DCAF5,396,439
THAP4_E1_68.0,THAP4,1561,3287
KBTBD4_BTB62156_E1_1605.215,KBTBD4,575,1135
ZBTB41_BTB77173_E1_2730.162,ZBTB41,173,549
NAALAD2_2223.68,NAALAD2,1134,1823
PSKH1_PKc_E2_672.73,PSKH1,788,1634
HMX2_E2_174.16,HMX2,390,732
GBX1_E2_177.12,GBX1,595,1227
NTRK1_PKc_E17_144,NTRK1,447,738
PAX4_E3_33.2,PAX4,414,1054
TGFBR2_PKc_E7_128.5,TGFBR2,745,2281
RNF31_2766.368,RNF31,575,995
SNAPC4_SANT4_E14_68.1,SNAPC4,650,798
MARCH8_876.61,MARCH8,540,921
SFMBT2_MBT48144_E1_2685.25,SFMBT2,437,771
FOXD4L1_E1_234.12,FOXD4L1,586,863
SPPL3_1155.118,SPPL3,813,1467
ZFP36_E2_195.4,ZFP36,425,734
ZFP36_999.29,ZFP36,425,734
DLX3_E2_132.9,DLX3,328,271
NEK9_PKc_E2_178.5,NEK9,918,2393
TRIM54_1203.165,TRIM54,1456,3061
ZBTB38_BTB23122_E1_3588.396,ZBTB38,450,884
ALG13_Tudor_E14_101.3,ALG13,559,1017
HDGF_PWWP40108_E1_771.17,HDGF,840,1271
USP10_2409.182,USP10,375,411
JUN_E1_162.8,JUN,460,930
GMCL1_BTB101207_E1_1548.48,GMCL1,570,1258
SBK3_PKc_E4_525.13,SBK3,583,1049
BTRC_1818.26,BTRC,1289,2478
MAPK7_PKc_E4_754.65,MAPK7,362,785
IKBKE_PKc_E7_161.24,IKBKE,214,463
ZNF236_Ex_310.14,ZNF236,626,576
NFIX_E2_111.11,NFIX,965,1644
TERF2_E10_144.15,TERF2,1553,1527
TERF2_SANT_E10_144.15,TERF2,1553,1527
PHF20_Phd_E14_87.4,PHF20,1137,2325
ZNF333_E12_972.4,ZNF333,592,1041
DLX6_E2_129.10,DLX6,478,503
EPHA6_PKc_E10_43,EPHA6,914,1397
DDB1_3423.276,DDB1,746,991
ZNF136_E4_1110.82,ZNF136,385,1060
KMT2B_8148.448,KMT2B,944,2120
DDB1_3423.328,DDB1,975,1179
TRIM6_1551.54,TRIM6,1149,1682
SNAI1_E3_133.4,SNAI1,514,834
L3MBTL1_E18_88.8,L3MBTL1,1010,1767
PSMA5_726.5,PSMA5,1799,2418
HOXB8_E2_177.17,HOXB8,1654,2256
UBE2D1_444.17,UBE2D1,458,821
CCIN_BTB18128_E1_1767.25,CCIN,532,1008
ANAPC11_255.3,ANAPC11,493,669
NSD1_PWWP17541848_E1_8091.705,NSD1,501,886
BIRC3_1815.63,BIRC3,1179,3601
ZBTB16_E6_168.19,ZBTB16,873,2174
ZBTB21_E3_873.83,ZBTB21,693,1512
BRWD1_BD1_e31_121.1,BRWD1,1411,3152
HECTD2_2343.65,HECTD2,705,1215
KMT2C_ePhd1_E7_141.2,KMT2C,492,1112
ZNF598_2715.55,ZNF598,813,1589
STKLD1_PKc_E4_75.2,STKLD1,668,1418
VRK1_PKc_E5_88,VRK1,513,768
PRKCB_PKc_E6_157.15,PRKCB,637,703
MMP2_1983.71,MMP2,715,1257
ZNF496_E9_339.10,ZNF496,1185,2115
MKNK2_PKc_E10_96.5,MKNK2,1297,2535
ONECUT3_E2_177.7,ONECUT3,1155,1814
TGFBR2_PKc_E6_142.7,TGFBR2,1011,3053
ANAPC13_225.16,ANAPC13,1031,1562
CTSW_1131.17,CTSW,1445,2840
SPPL2B_1779.88,SPPL2B,616,931
KDM8_e7_159.0,KDM8,1184,1741
BRSK1_PKc_E2_95.4,BRSK1,434,1135
IRX3_E2_165.28,IRX3,1091,2432
KCTD14_BTB35119_E1_768.27,KCTD14,484,640
PYGO2_Phd_E3_162.14,PYGO2,676,927
FBXL19_2085.272,FBXL19,383,532
MTA3_Bah3170_E1_1548.13,MTA3,893,1268
ZSCAN5B_E4_327.34,ZSCAN5B,223,530
TRAF2_1506.143,TRAF2,1256,1717
ZNF648_E2_828.13,ZNF648,527,606
ZNF232_E5_324.24,ZNF232,1014,1847
ZNF407_E6_121.7,ZNF407,1376,1339
MAP3K12_PKc_E5_159,MAP3K12,706,1281
NTRK3_PKc_E19_159,NTRK3,1498,2952
PBRM1_BD3_e13_140.2,PBRM1,941,1962
TCF21_E1_180.0,TCF21,732,1380
RNF115_915.68,RNF115,910,1583
MARCH6_2733.133,MARCH6,508,1157
ZNF205_E7_582.69,ZNF205,551,703
LNPEP_3078.76,LNPEP,579,1116
CDK1_PKc_E6_164,CDK1,500,522
SCYL2_PKc_E4_145,SCYL2,743,1384
DBX1_E3_123.2,DBX1,463,985
PHF20L1_Phd_E17_93.5,PHF20L1,1309,2049
CPA4_1266.56,CPA4,569,818
KMT2C_Phd4_E19_48.1,KMT2C,380,465
MARCH5_837.70,MARCH5,271,693
KLF14_E1_168.20,KLF14,1104,1829
ZBTB44_BTB21128_E1_1362.7,ZBTB44,595,856
NUAK1_PKc_E4_66.2,NUAK1,273,466
CAMKK1_PKc_E5_52,CAMKK1,424,849
MIB2_3213.376,MIB2,1273,3052
TRIM7_1536.10,TRIM7,55,77
RNF123_3945.344,RNF123,367,485
KLHL11_BTB85200_E1_2127.222,KLHL11,290,361
EPHA2_PKc_E13_210.12,EPHA2,739,1049
JUNB_E1_162.12,JUNB,700,1205
RNF216_2772.108,RNF216,724,1375
RORB_E3_142.3,RORB,514,1063
USP36_71.2,USP36,893,1115
ABHD12_1215.107,ABHD12,349,516
ZSCAN23_E4_405.28,ZSCAN23,412,705
KLHL24_BTB56163_E1_1803.143,KLHL24,417,768
PRKCB_PKc_E8_46.2,PRKCB,523,1476
KDM5D_Phd2_E25_183.13,KDM5D,437,789
TBCK_PKc_E7_61.1,TBCK,545,558
KCTD10_BTB34124_E1_942.24,KCTD10,596,946
TET1_CXXC585624_E1_6411.587,TET1,830,1896
PRPF19_1515.134,PRPF19,913,934
ASB13_837.130,ASB13,527,1125
HDGFL1_PWWP985_E1_756.173,HDGFL1,1023,2171
MARCH9_1041.173,MARCH9,232,490
RNF26_1302.140,RNF26,290,476
MST1R_PKc_E20_94.12,MST1R,378,665
ZNF416_E4_1290.139,ZNF416,699,1288
USP53_3222.12,USP53,394,572
RNF20_2928.71,RNF20,1618,3916
FASTK_PKc_E7_92.8,FASTK,193,270
ZNF594_E2_2052.142,ZNF594,615,942
ZBTB2_BTB1484_E1_1545.208,ZBTB2,1161,2573
ANAPC5_2268.164,ANAPC5,421,427
ZBTB40_E13_207.21,ZBTB40,409,440
ZNF8_E4_699.90,ZNF8,861,2202
RNF26_1302.205,RNF26,563,1137
NR3C1_E5_103.2,NR3C1,1362,2385
MAP3K13_PKc_E5_159.6,MAP3K13,203,427
CPO_1125.102,CPO,996,1610
DDB1_3423.254,DDB1,613,944
KIT_PKc_E11_118.5,KIT,1717,3635
ZNF507_E4_118.5,ZNF507,319,672
NKX2_5_E2_159.19,NKX2,372,761
NEUROD4_E2_171.21,NEUROD4,725,967
TRIM24_BD_e18_150.2,TRIM24,1117,2160
ZNF749_E3_1185.42,ZNF749,785,1694
LHX4_E4_135.2,LHX4,541,1227
KLHL14_BTB23181_E1_1887.244,KLHL14,493,1026
ADAMTS8_2670.136,ADAMTS8,1105,2153
DCAF1_1,DCAF1,318,612
RNF2_1011.67,RNF2,381,625
PRDM16_E8_154.2,PRDM16,1036,2710
SOX1_E1_216.23,SOX1,796,1286
KDM2A_14,KDM2A,965,1946
ARIH2_1482.44,ARIH2,861,1453
ULK4_PKc_E4_140.4,ULK4,506,1195
SKP2_1275.30,SKP2,541,900
DPEP1_1236.42,DPEP1,1012,1759
EHF_E8_188.18,EHF,774,1766
ONECUT2_E2_165.5,ONECUT2,826,806
STRADA_PKc_E6_122.3,STRADA,652,1330
KLK5_882.78,KLK5,209,316
CDC5L_E2_146.4,CDC5L,773,903
CDC5L_SANT2_E3_142.3,CDC5L,773,903
BRDT_BD1_e2_121.6,BRDT,1166,2209
TRIM73_7,TRIM73,413,699
GUCY2D_PKc_E10_157.1,GUCY2D,512,1080
KCNG1_BTB65164_E1_1542.252,KCNG1,1078,1983
HTRA3_1362.155,HTRA3,946,1946
MBD1_CXXC168215_E1_1968.337,MBD1,644,1413
DYRK1A_PKc_E5_148,DYRK1A,726,1351
FBXL22_744.162,FBXL22,693,1519
TBK1_PKc_E2_63.2,TBK1,460,1394
ZNF286A_E6_744.29,ZNF286A,655,899
GSC2_E2_135.2,GSC2,336,380
ZNF517_E5_891.86,ZNF517,413,532
MYOG_E1_177.13,MYOG,1128,1687
IPP_BTB28134_E1_1755.3,IPP,1140,3590
ZNF586_E3_495.10,ZNF586,642,1401
EOMES_E2_155.1,EOMES,1734,4220
SIRT7_e7_210.3,SIRT7,594,1190
BIRC6_14574.765,BIRC6,472,914
DCAF12L1_1392.187,DCAF12L1,749,1552
RFPL4B_792.14,RFPL4B,493,598
TP53_E5_184.17,TP53,295,389
ZNF628_E3_1746.48,ZNF628,1010,1974
SHKBP1_BTB21107_E1_2124.408,SHKBP1,574,1012
ZKSCAN7_E6_1077.2,ZKSCAN7,938,1537
VENTX_E2_129.3,VENTX,1281,2536
MBD1_CXXC331377_E1_1968.266,MBD1,616,901
PSMA6_741.26,PSMA6,1219,793
TBX6_E6_63.4,TBX6,676,712
RNF123_3945.345,RNF123,376,669
CNOT4_2142.6,CNOT4,1379,2538
FBXW5_1701.22,FBXW5,511,957
HPN_1254.93,HPN,684,1146
EPHX1_1368.69,EPHX1,182,279
ZBTB7A_E3_169.10,ZBTB7A,509,710
E2F7_E7_113.2,E2F7,472,783
NFAT5_E7_191.13,NFAT5,117,166
TRIM66_BD_e17_75.1,TRIM66,951,1309
SCYL3_PKc_E2_141,SCYL3,418,750
PHF21B_Phd_E10_129.21,PHF21B,325,416
ZNF706_E4_48.1,ZNF706,1039,1826
JAK2_PKc_E16_139.4,JAK2,534,849
FOXR2_E1_246.5,FOXR2,533,1054
FBXL19_2085.23,FBXL19,552,1005
NRK_PKc_E8_131.1,NRK,867,2001
NFIX_E8_176.20,NFIX,391,475
SOCS7_1746.186,SOCS7,472,749
CELA2A_810.25,CELA2A,256,596
ZBTB43_E3_216.20,ZBTB43,878,1426
KCTD13_BTB43133_E1_990.34,KCTD13,459,809
ZNF703_E2_91.10,ZNF703,1104,1640
CDC16_1863.31,CDC16,1454,1953
TRIM55_1647.204,TRIM55,764,1738
TRIB2_PKc_E3_361.22,TRIB2,853,1686
ASB17_888.34,ASB17,981,2130
ZNF71_E3_1110.89,ZNF71,398,599
XBP1_E2_97.1,XBP1,637,824
NR2C2_E6_180.12,NR2C2,541,828
KCNB2_BTB37136_E1_2736.3,KCNB2,868,2023
TRIM46_2280.5,TRIM46,805,2109
DPP10_2403.119,DPP10,1128,1687
UQCRC1_1443.215,UQCRC1,805,1030
UHRF1_10,UHRF1,407,396
FBXW4_1239.93,FBXW4,434,919
PDZRN3_3201.18,PDZRN3,332,458
DRGX_E4_102.1,DRGX,351,479
UBE2K_603.0,UBE2K,526,772
KMT2C_ePhd1_E6_110.4,KMT2C,440,1014
RNF207_1905.264,RNF207,359,595
PCGF1_780.87,PCGF1,580,968
ZFP36_999.178,ZFP36,259,547
DPP3_2214.246,DPP3,67,77
INSRR_PKc_E22_82.7,INSRR,948,1114
SPIN1_Spinlin214258_E1_789.46,SPIN1,692,807
ASB18_1401.178,ASB18,498,1056
INSM2_E1_852.161,INSM2,1371,3652
KDM4B_tudor9751030_E1_3291.27,KDM4B,350,782
BTBD8_BTB48121_E1_1137.25,BTBD8,365,513
KAT7_E4_37.1,KAT7,762,1360
ADAMTS14_3681.703,ADAMTS14,838,1093
TLK1_PKc_E15_92,TLK1,402,454
TRIM33_BD_e18_153.5,TRIM33,863,1907
MORC3_CW408446_E1_2820.171,MORC3,587,592
BTBD11_BTB9151022_E1_3315.291,BTBD11,834,1628
EIF2AK4_PKc2_E13_70,EIF2AK4,393,343
MYC_E3_171.5,MYC,608,571
PATZ1_BTB30159_E1_2064.45,PATZ1,590,1510
FBXO18_3285.76,FBXO18,131,224
ANAPC11_255.34,ANAPC11,615,735
TRIM71_2607.492,TRIM71,192,235
PBX2_E5_136.12,PBX2,403,921
ZBTB14_BTB26132_E1_1350.3,ZBTB14,672,2124
PAX1_E2_384.11,PAX1,286,354
HIC1_E2_243.8,HIC1,1294,2230
F2_1869.126,F2,1639,2678
ZFP3_E2_1071.25,ZFP3,651,1524
DCAF1_19,DCAF1,704,722
BAZ1B_Phd_E15_113.8,BAZ1B,529,1024
PRKD2_PKc_E12_64,PRKD2,428,890
SCRT2_E2_156.2,SCRT2,588,897
ARID5A_E5_98.7,ARID5A,1044,1787
ZNF827_E3_173.10,ZNF827,678,1481
