sgRNA,Gene,HCT116-Cont2.initial,HCT116-Cont2.final
TRIM55_1647.201,TRIM55,587,531
ATG4B_1182.54,ATG4B,1514,1195
MARCH5_837.5,43529,698,345
ZNF16_E4_1479.95,ZNF16,2041,1684
RNF4_573.27,RNF4,991,706
MYCN_E3_180.17,MYCN,1110,903
HERC2_14505.1213,HERC2,681,503
ZNF740_E6_119.4,ZNF740,2865,2257
JAK1_PKc_E16_136.9,JAK1,2137,1755
ZFP30_E6_1074.67,ZFP30,1494,1389
ARID4B_Chromo_E18_85.0,ARID4B,889,465
ECT2L_2715.101,ECT2L,1069,1063
HEY1_E3_84.4,HEY1,1196,960
USP17L4_1593.41,USP17L4,1609,1436
DCAF6_2856.115,DCAF6,994,999
ADAMTS20_5733.515,ADAMTS20,1504,1159
ZNF597_E4_630.15,ZNF597,2003,1675
PGC_948.15,PGC,902,690
THOP1_2070.108,THOP1,1155,624
NFIA_E8_179.16,NFIA,829,875
TRIM66_Phd_E15_113.9,TRIM66,716,686
ZNF253_E4_828.53,ZNF253,1571,1413
ZNF493_E4_1086.21,ZNF493,676,536
SETD5_e10_118.2,SETD5,1267,583
OTX1_E4_135.1,OTX1,1410,1012
TRIM38_1398.55,TRIM38,669,420
KLF10_E4_69.7,KLF10,2547,1244
PIAS2_E9_129.8,PIAS2,2991,2201
PIAS2_1866.123,PIAS2,2991,2201
BPTF_Phd2_E27_106.5,BPTF,2210,1021
KBTBD8_BTB39147_E1_1806.9,KBTBD8,1397,1369
SOX4_E1_216.14,SOX4,1071,702
ZNF248_E6_1053.84,ZNF248,883,565
ZNF468_E4_750.53,ZNF468,1285,960
ZNF586_E3_495.35,ZNF586,969,1110
CHD6_D_e13_177.11,CHD6,1583,1276
TRIM8_1656.5,TRIM8,1650,750
ZNF500_E6_330.37,ZNF500,796,396
FBXW8_1797.232,FBXW8,479,224
PPARA_E6_139.3,PPARA,2551,2252
HIC2_E3_507.32,HIC2,2441,1652
FBXL12_981.10,FBXL12,403,200
MYBL2_E3_72.2,MYBL2,2138,1809
MYBL2_SANT_E3_72.2,MYBL2,2138,1809
ZNF134_E3_1116.59,ZNF134,1390,1504
JOSD1_609.29,JOSD1,1403,1453
CMA1_744.57,CMA1,696,522
E2F6_E3_194.9,E2F6,1906,1285
SNAI3_E3_44.3,SNAI3,1095,502
TRIM71_2607.389,TRIM71,2044,1803
RNF26_1302.115,RNF26,819,713
ADAMTS5_2793.112,ADAMTS5,721,472
ZBTB14_E4_387.3,ZBTB14,1320,947
BMPR1A_PKc_E11_176.4,BMPR1A,1014,778
ASCL3_E2_162.5,ASCL3,1121,1080
USP49_1923.8,USP49,1089,698
MMP12_1413.24,MMP12,1095,695
BNC2_E6_147.4,BNC2,1159,1057
GATA3_E5_126.15,GATA3,1298,880
UBE2G1_513.28,UBE2G1,1173,1116
SUV420H1_e9_105.5,SUV420H1,1317,899
SNAI3_E3_44.0,SNAI3,1142,1018
ZNF454_E5_1011.25,ZNF454,2478,2066
CUL9_7554.703,CUL9,718,481
STUB1_696.45,STUB1,1756,1265
ZFX_E10_1119.45,ZFX,1675,991
EZH1_e20_85.2,EZH1,1234,1011
ZNF311_E7_1152.54,ZNF311,664,438
RAB40AL_837.11,RAB40AL,994,691
RBBP6_5379.26,RBBP6,2423,761
HDAC10_e10_90.12,HDAC10,727,388
TET1_CXXC585624_E1_6411.588,TET1,1076,1043
RAB40A_834.56,RAB40A,1018,889
FXR1_Agenet59115_E1_1866.17,FXR1,1425,1064
USP48_3108.28,USP48,1187,993
TRIM33_3384.80,TRIM33,929,1008
ZNF716_E4_825.57,ZNF716,1604,1645
TBX18_E4_172.20,TBX18,1718,1794
STK35_PKc_E2_292.47,STK35,604,336
UBE2W_576.38,UBE2W,593,355
KMT2A_Phd1_E11_105.3,KMT2A,324,298
SIRT6_e5_96.1,SIRT6,1695,890
TGIF2_E2_138.4,TGIF2,2005,1512
ZNF484_E4_1164.25,ZNF484,362,226
TEAD1_E11_141.10,TEAD1,1878,1477
PRCP_1554.97,PRCP,1466,1278
DTL_2193.216,DTL,710,375
PHOX2A_E2_135.2,PHOX2A,1107,650
ZNF827_E3_173.8,ZNF827,711,561
IKZF4_E5_131.19,IKZF4,1545,1020
RNF17_4872.145,RNF17,1036,704
ZNF576_E3_69.1,ZNF576,1272,1025
BRD8_BD_e17_77.2,BRD8,2228,1430
RNF166_714.36,RNF166,335,276
CTSB_1020.61,CTSB,1346,1178
ZNF709_E4_1422.113,ZNF709,1335,1170
DMTF1_E12_110.8,DMTF1,1484,963
DMTF1_SANT_E12_110.8,DMTF1,1484,963
TMPRSS11B_1251.63,TMPRSS11B,1454,911
RNF182_744.3,RNF182,1526,1186
CUL3_2325.154,CUL3,817,489
ADAM30_2373.67,ADAM30,1755,1047
IKZF3_E5_168.18,IKZF3,1712,1195
ACE2_2418.74,ACE2,1111,1091
FOXO6_E1_153.2,FOXO6,1260,1214
UBE2D3_6,UBE2D3,1461,471
NFIA_E10_92.8,NFIA,1265,1048
ERBB2_PKc_E21_156.2,ERBB2,417,278
HECW2_4719.545,HECW2,881,623
UBOX5_1626.119,UBOX5,1173,708
ZFP91_E10_47.0,ZFP91,1797,750
PRDM2_E8_69.2,PRDM2,2008,1998
ZBTB44_E5_47.1,ZBTB44,1293,735
ZNF446_E7_69.2,ZNF446,2221,1459
ZNF446_E7_69.2,ZNF446,2221,636
ZNF446_E7_69.2,ZNF446,612,1459
ZNF446_E7_69.2,ZNF446,612,636
HOXD13_E2_171.3,HOXD13,1971,1603
CREBL2_E2_141.5,CREBL2,1658,1437
XPNPEP1_61.3,XPNPEP1,2182,1071
USP26_2742.105,USP26,1513,1479
CAMKK2_PKc_E3_36,CAMKK2,1018,901
TRIM16_1695.36,TRIM16,1352,974
JMJD7_e3_254.41,JMJD7,2773,1833
HOXD13_E2_171.8,HOXD13,2603,2371
TBX15_E4_172.0,TBX15,1994,1568
neg56,neg56,5562,5466
CHD7_Chromo_E8_115.1,CHD7,622,412
NFIX_E9_148.27,NFIX,1558,1325
LCOR_E8_132.9,LCOR,1962,1741
ZNF665_E4_1497.90,ZNF665,2232,2021
CAPN7_2442.6,CAPN7,843,754
RNFT1_1308.37,RNFT1,1396,1505
CDK3_PKc_E2_116.4,CDK3,798,432
SOCS7_1746.193,SOCS7,1087,1025
NCOR1_E17_63.3,NCOR1,3164,2142
NCOR1_SANT2_E17_63.3,NCOR1,3164,2142
ASB7_957.69,ASB7,1960,1391
TCF20_ePhd_E1_543.89,TCF20,752,681
FBXL16_5,FBXL16,720,487
LZTR1_BTB433573_E1_2523.3,LZTR1,617,329
FBXO40_4,FBXO40,1340,1188
UBE2R2_717.62,UBE2R2,968,723
SOX6_E13_109.8,SOX6,2321,1373
CDK11A_PKc_E15_122.4,CDK11A,460,378
STYK1_PKc_E10_97.1,STYK1,448,327
TMPRSS9_3180.94,TMPRSS9,731,495
PDZRN4_3111.311,PDZRN4,1114,709
ZFX_E10_1119.46,ZFX,815,969
SPSB1_822.17,SPSB1,691,599
BNC2_E6_176.7,BNC2,1295,998
ZNF141_E4_666.28,ZNF141,2342,1928
BRAP_1779.131,BRAP,1741,1102
TRIM68_1458.3,TRIM68,1280,1280
ZNF302_E6_495.31,ZNF302,1917,1584
TLL2_3048.433,TLL2,1589,1156
CTRB1_792.75,CTRB1,1057,783
IRAK3_PKc_E9_199.15,IRAK3,546,334
ZNF682_E4_750.52,ZNF682,751,581
USP11_2892.397,USP11,1871,1426
ZNF101_E4_495.3,ZNF101,1109,849
ZBTB26_BTB23123_E1_1326.117,ZBTB26,247,224
CUL3_2325.76,CUL3,570,263
ZNF322_E5_246.18,ZNF322,1008,577
INSM1_E1_675.1,INSM1,302,159
RPS6KA5_PKc2_E15_160.1,RPS6KA5,764,529
NFYA_E9_66.5,NFYA,3782,1111
RXRG_E4_180.7,RXRG,847,710
WDSUB1_1431.53,WDSUB1,1054,793
SP7_E3_168.7,SP7,685,412
PRDM8_e8_135.12,PRDM8,1888,1894
RNF5_1,RNF5,1211,799
POU5F1B_E1_174.15,POU5F1B,1541,1503
HIF1AN_e2_251.26,HIF1AN,1633,787
UBE3C_3252.166,UBE3C,512,392
RNF138_738.50,RNF138,746,657
FBXO21_1887.124,FBXO21,832,558
VAX2_E2_129.4,VAX2,1363,1199
HES3_E2_81.0,HES3,1576,1161
FBXL19_2085.249,FBXL19,319,232
TBX4_E3_120.5,TBX4,1572,853
RSPRY1_354.50,RSPRY1,467,522
ZNF223_E5_498.17,ZNF223,2009,1522
SPIN3_Spinlin210254_E1_777.51,SPIN3,708,376
KLHL15_BTB32128_E1_1815.12,KLHL15,451,436
CTSA_1497.68,CTSA,1221,905
MTA1_E11_54.2,MTA1,2583,1897
MTA1_SANT_E11_57.2,MTA1,2583,1897
WSB2_1266.188,WSB2,148,114
UBR2_5268.339,UBR2,1239,1040
TMPRSS15_3060.157,TMPRSS15,937,821
IRX2_E2_177.1,IRX2,1794,1778
BRPF1_Phd_E3_186.10,BRPF1,2469,1690
UBTF_E10_142.10,UBTF,1385,683
PARP14_Macro801977_E1_5406.399,PARP14,603,664
ZNF781_E4_303.16,ZNF781,2790,2580
MARCH9_1041.58,43533,929,535
FBXO46_1812.171,FBXO46,1396,1043
FBXO15_4,FBXO15,2233,1913
USP7_3309.63,USP7,1258,581
FOXD4L6_E1_234.32,FOXD4L6,2713,598
FBXL13_2208.128,FBXL13,897,894
ZNF496_E9_339.25,ZNF496,2105,1152
TMPRSS6_2436.229,TMPRSS6,835,824
ATAD2_BD_e22_197.4,ATAD2,667,424
UBE2J1_957.15,UBE2J1,1469,959
ZNF408_E5_753.114,ZNF408,1125,870
CTSD_1239.215,CTSD,2081,2004
USP31_52.0,USP31,1739,1482
ASB13_837.31,ASB13,1750,1622
TNFAIP1_BTB30120_E1_951.137,TNFAIP1,538,293
TRIM6_1551.96,TRIM6,595,393
RCBTB1_BTB371467_E1_1596.94,RCBTB1,1397,1057
ZFP90_E5_1260.74,ZFP90,1439,991
HELLS_D_e10_144.9,HELLS,1674,1513
MYCL_E2_165.4,MYCL,1461,1363
ZNF181_E4_828.52,ZNF181,3297,2944
SOX14_E1_216.10,SOX14,676,620
ZNF322_E5_246.13,ZNF322,1833,1561
SETMAR_e2_380.4,SETMAR,1165,1039
ADAMTS19_3624.131,ADAMTS19,1116,759
ARID3B_E4_73.3,ARID3B,2078,1727
ZNF10_E5_666.12,ZNF10,1238,1260
CDK9_e5.1,CDK9,8481,3409
KCTD2_BTB74164_E1_792.105,KCTD2,925,722
RNF148_918.14,RNF148,494,312
POU2F3_E9_63.5,POU2F3,1983,1265
ZSCAN29_E5_489.1,ZSCAN29,1753,970
STK17B_PKc_E7_180.1,STK17B,1496,905
MYBL1_E4_93.7,MYBL1,3046,2544
MYBL1_SANT_E4_52.1,MYBL1,3046,2544
NFX1_3366.72,NFX1,1151,928
ING5_Phd_E8_28.0,ING5,917,586
FBXW5_1701.107,FBXW5,1056,588
PSMA8_771.17,PSMA8,932,975
PGC_948.131,PGC,1500,1244
ANAPC5_2268.222,ANAPC5,1254,738
PTF1A_E1_168.3,PTF1A,1137,726
SETD6_e4_118.16,SETD6,1190,868
BACH2_E8_126.0,BACH2,1746,1260
NFKB1_E5_99.3,NFKB1,1300,1016
BRWD3_BD2_e35_105.1,BRWD3,2164,1403
SOX17_E1_109.7,SOX17,2282,2095
ESR2_E3_106.0,ESR2,1708,1088
neg11,neg11,5372,4486
KDM5A_e12_163.5,KDM5A,2354,1977
ASB4_1281.76,ASB4,649,449
TRIM45_1689.265,TRIM45,1131,874
KDM2B_e7_94.3,KDM2B,1627,1405
KDM2B_4011.49,KDM2B,1627,1405
DMTF1_E12_110.3,DMTF1,3079,2293
ZNF155_E5_750.20,ZNF155,1518,968
GZMM_774.89,GZMM,914,588
neg22,neg22,3367,3238
CHD4_D_e17_138.8,CHD4,1824,1011
ZNF236_Ex_357.40,ZNF236,1468,774
PGA5_1167.123,PGA5,1744,815
IKZF2_E5_168.5,IKZF2,1248,1068
SIRT4_e4_158.9,SIRT4,1211,998
PARP9_Macro317453_E1_2565.67,PARP9,1352,1072
MGA_E20_126.1,MGA,1179,876
MAPK10_PKc_E5_130.2,MAPK10,1125,999
FBXO11_2784.168,FBXO11,966,659
ASPA_942.52,ASPA,1286,816
ZNF592_E8_288.57,ZNF592,984,594
PSMB1_726.12,PSMB1,1712,341
XPNPEP2_110.2,XPNPEP2,1111,915
ZNF841_E7_1674.91,ZNF841,1584,1362
KLF2_E3_78.0,KLF2,2042,1519
SHPRH_H_e26_93.4,SHPRH,1453,1100
SHPRH_5052.250,SHPRH,1453,1100
ADAMTS8_2670.123,ADAMTS8,1290,1286
KDM2A_CXXC576609_E1_3489.398,KDM2A,3061,1152
KDM2A_3489.398,KDM2A,3061,1152
MTA1_E11_54.1,MTA1,2301,1538
MTA1_SANT_E11_57.1,MTA1,2301,1538
ZNF652_E4_54.0,ZNF652,1479,1066
HSPBAP1_e4_137.11,HSPBAP1,911,932
ZNF791_E4_1428.88,ZNF791,454,586
MMP11_1467.244,MMP11,717,660
ZNF549_E4_1143.10,ZNF549,2891,2449
THAP8_E1_77.3,THAP8,969,775
TBX5_E3_86.6,TBX5,1958,1872
CPB2_1272.75,CPB2,1581,1400
ZNF781_E4_303.1,ZNF781,2242,1928
ZNF28_E4_1494.47,ZNF28,2262,2075
RFX1_E3_182.2,RFX1,1529,811
DCAF10_1680.124,DCAF10,1388,1193
SIRT6_e3_183.25,SIRT6,1289,1008
BMP1_2961.476,BMP1,1828,1528
EPHX4_1089.88,EPHX4,1129,937
CREB3L4_E6_92.8,CREB3L4,1459,1039
ZNF432_E5_1392.78,ZNF432,1582,1109
MEP1B_2106.42,MEP1B,1419,1091
UBR1_5250.20,UBR1,682,764
KCNS1_BTB52151_E1_1581.33,KCNS1,569,437
USP29_2769.142,USP29,616,506
ZNF596_E6_906.42,ZNF596,1269,1016
CHD3_H_e22_125.0,CHD3,854,912
GZMH_741.77,GZMH,628,405
ZNF662_E4_486.8,ZNF662,2602,2236
ZNF286A_E6_744.43,ZNF286A,415,353
HECTD2_2343.72,HECTD2,329,262
FBXO3_1416.132,FBXO3,927,699
HERC1_14586.671,HERC1,994,728
NR2F1_E1_208.3,NR2F1,1167,544
KMT2D_16614.143,KMT2D,742,437
PAX4_E5_83.11,PAX4,1287,1083
ZKSCAN2_E5_472.50,ZKSCAN2,2197,2070
ZKSANT2_SANT_E5_472.50,ZKSANT2,2197,2070
RPL23A_e2.2,RPL23A,4006,676
THAP7_E2_156.20,THAP7,592,577
MYB_E5_221.25,MYB,2189,1317
MYB_SANT2_E5_114.11,MYB,2189,1317
BBX_E5_171.1,BBX,1232,1089
CDIP1_E5_107.3,CDIP1,591,308
BRD4_BD1_e3_138.2,BRD4,804,220
ZNF564_E4_1317.122,ZNF564,2015,1655
THAP8_E1_77.6,THAP8,489,294
KMT2B_Phd3_E16_183.35,KMT2B,389,255
CTCF_E5_134.10,CTCF,1216,551
ZNF226_E6_1572.151,ZNF226,746,572
OTUD4_438.25,OTUD4,1539,1183
PRKDC_PKc_E80_93.5,PRKDC,831,349
SIX3_E1_147.8,SIX3,386,306
DLX6_E2_129.7,DLX6,1608,1464
NR1D2_E3_81.6,NR1D2,1962,1286
UBE2H_552.60,UBE2H,1909,1092
neg36,neg36,6104,6145
AIRE_Phd1_E8_113.8,AIRE,1971,1455
CCNF_2361.395,CCNF,2038,1172
NRF1_E6_159.27,NRF1,378,53
ZNF133_E7_1230.94,ZNF133,1628,916
CTSL1_456.39,CTSL1,637,566
KLK7_762.17,KLK7,1060,717
ADCK1_PKc_E5_159.11,ADCK1,276,254
ZNF814_E3_1911.127,ZNF814,1414,1610
ZBTB40_E15_215.8,ZBTB40,555,635
ASB6_1266.170,ASB6,1092,568
MAP3K4_PKc_E22_117.4,MAP3K4,414,301
GGT1_1710.1,GGT1,264,120
IPP_BTB28134_E1_1755.1,IPP,1224,850
TMPRSS5_1374.113,TMPRSS5,1231,741
NFX1_E9_218.30,NFX1,2199,1402
MSX2_E2_177.16,MSX2,1948,1277
PHF14_Phd1_E5_86.0,PHF14,1122,839
FOXR2_E1_246.29,FOXR2,1394,1631
ZNF384_E7_188.3,ZNF384,2868,2075
DMRTA2_E2_141.16,DMRTA2,762,666
ZFP36L2_1485.262,ZFP36L2,1187,1027
F9_1386.81,F9,1434,1237
BTBD1_BTB62175_E1_1449.34,BTBD1,351,181
TNFAIP1_BTB30120_E1_951.2,TNFAIP1,766,512
REN_1221.176,REN,2218,1587
TMEM129_1089.190,TMEM129,918,617
MAPK6_PKc_E5_200.14,MAPK6,1808,1296
TRAF6_1569.99,TRAF6,647,768
MYBL2_SANT_E4_52.2,MYBL2,1021,857
ZNF57_E4_1227.65,ZNF57,1921,1479
JMJD6_e3_280.11,JMJD6,1977,1164
ADCK3_PKc_E12_108.8,ADCK3,485,302
SLX4_BTB699788_E1_5505.854,SLX4,696,511
HLX_E3_141.5,HLX,564,394
ADAMTS17_3288.491,ADAMTS17,707,483
GBX1_E2_177.8,GBX1,2525,2587
L3MBTL1_MBT493585_E1_2523.3,L3MBTL1,471,467
ZBTB9_BTB38140_E1_1422.17,ZBTB9,2578,1983
MLLT6_ePhd_E4_110.3,MLLT6,2274,1065
TBX10_E4_172.21,TBX10,1188,1033
ZNF664_E5_735.39,ZNF664,1601,1530
RCOR1_E11_92.2,RCOR1,2153,1287
RCOR1_SANT2_E11_101.2,RCOR1,2153,1287
BTBD8_BTB207300_E1_1137.61,BTBD8,1180,1236
ZNF573_E8_1155.41,ZNF573,1648,1629
JARID2_E17_108.4,JARID2,1207,760
HDAC11_e9_118.3,HDAC11,1687,1381
KBTBD12_BTB32127_E1_1872.2,KBTBD12,1042,862
SP110_E14_143.1,SP110,2568,2225
ZNF554_E5_498.57,ZNF554,1544,1196
NEURL2_858.91,NEURL2,767,716
ASB7_957.11,ASB7,202,228
NSD1_PWWP17541848_E1_8091.295,NSD1,574,347
POLR2A_e2.1,POLR2A,5059,963
RNF213_15624.877,RNF213,1523,1180
TFCP2_E2_152.1,TFCP2,1672,1077
ZFP92_E4_657.53,ZFP92,438,480
ZNF254_E6_1326.42,ZNF254,875,824
OMA1_1575.101,OMA1,1442,1194
ZNF10_E5_666.5,ZNF10,1174,985
RNF146_1077.91,RNF146,1200,1382
UBOX5_1626.208,UBOX5,898,633
TEAD1_E10_174.18,TEAD1,1857,1143
ZBTB32_BTB23109_E1_1464.26,ZBTB32,495,251
INTS12_Phd_E5_139.5,INTS12,1313,293
TPP1_1692.249,TPP1,1015,1065
SYVN1_1854.284,SYVN1,640,536
ABHD12_1215.152,ABHD12,1864,1324
HERC1_14586.658,HERC1,588,360
BAZ2A_BD_e28_144.16,BAZ2A,736,448
ZNF501_E3_582.35,ZNF501,795,745
ZNF778_E7_1323.132,ZNF778,1399,710
COPS5_1005.39,COPS5,1356,591
ZNF486_E4_663.12,ZNF486,1283,1066
ELF3_E9_76.6,ELF3,924,666
KCNG4_BTB61160_E1_1560.34,KCNG4,1064,952
USP47_3864.61,USP47,587,287
WDTC1_2034.73,WDTC1,591,517
SOX5_E13_109.0,SOX5,1180,1114
DCAF8_1794.223,DCAF8,428,426
SYVN1_1854.59,SYVN1,633,441
neg32,neg32,7032,5899
ZNF266_E11_1233.72,ZNF266,1987,1796
USP21_1698.74,USP21,1264,835
ZBTB7C_E2_113.11,ZBTB7C,2756,2520
TAOK1_PKc_E5_46.1,TAOK1,669,668
BHLHE41_E3_99.0,BHLHE41,1502,997
TAOK3_PKc_E3_117.7,TAOK3,331,179
KCTD4_BTB36123_E1_780.6,KCTD4,885,798
ZNF837_E3_690.37,ZNF837,1511,1069
CCIN_BTB18128_E1_1767.13,CCIN,566,406
OTUB2_705.33,OTUB2,2448,1518
ALX3_E2_135.14,ALX3,822,605
PADI4_e8_104.8,PADI4,845,622
DPYSL2_81.8,DPYSL2,711,409
ZNF574_E2_1602.200,ZNF574,1080,580
RNF39_1263.263,RNF39,219,118
neg93,neg93,3330,3354
FOXD4L1_E1_234.11,FOXD4L1,468,330
ARNT2_E4_157.8,ARNT2,995,838
ADAMTS2_3636.135,ADAMTS2,1616,1015
TFCP2L1_E3_77.0,TFCP2L1,815,664
PSMA5_726.29,PSMA5,1849,1579
ZNF784_E2_447.63,ZNF784,344,347
FBXW5_1701.238,FBXW5,238,200
SOHLH2_E7_130.0,SOHLH2,2735,2299
ALK_PKc_E24_98.8,ALK,1128,1310
PIAS3_1887.226,PIAS3,836,754
MIB1_3021.63,MIB1,781,687
ZFP41_E2_237.1,ZFP41,1206,1166
PPP1R11_381.11,PPP1R11,1335,1088
HIVEP1_E4_4854.58,HIVEP1,1463,1174
USP4_119.11,USP4,818,356
SUV39H2_e4_147.6,SUV39H2,1563,1121
FXR1_Agenet59115_E1_1866.15,FXR1,346,198
TRIM73_6,TRIM73,431,378
ZNF281_E2_246.0,ZNF281,2132,1621
KDM5A_Phd3_E28_204.0,KDM5A,492,307
HDX_E6_138.3,HDX,681,606
CFI_1752.88,CFI,852,839
TFAP4_E2_111.1,TFAP4,1085,641
ZNF219_E5_38.1,ZNF219,2144,1873
CASP4_966.39,CASP4,1538,1434
ANAPC7_1800.26,ANAPC7,1723,1609
FBXO30_12,FBXO30,1716,1808
MAP3K1_PKc_E15_96.4,MAP3K1,2022,1216
MAP3K1_4539.218,MAP3K1,2022,1216
CSDC2_E4_103.0,CSDC2,1246,1000
CTSW_1131.103,CTSW,1386,807
EHMT1_e26_176.1,EHMT1,1714,1474
HSFY2_E2_126.0,HSFY2,1639,1670
CPA5_1311.108,CPA5,1051,1198
ARIH1_1674.98,ARIH1,1061,211
ZKSCAN3_E7_573.32,ZKSCAN3,780,541
HCK_PKc_E8_76.11,HCK,445,277
RHOXF2B_E2_71.3,RHOXF2B,2107,1913
ZNF30_E5_1491.94,ZNF30,1237,1101
BRD3_BD1_e3_138.8,BRD3,1712,1372
THOP1_2070.13,THOP1,1530,970
ZBTB39_BTB20120_E1_2139.19,ZBTB39,1167,1229
RNF38_1548.62,RNF38,1827,1357
ADAM11_2310.107,ADAM11,999,741
RHBDF1_2568.389,RHBDF1,1125,920
POU2F2_E10_63.1,POU2F2,1260,1069
ZNF257_E4_936.42,ZNF257,1337,1067
HAND1_E1_162.3,HAND1,1717,940
TADA2A_E6_158.0,TADA2A,4280,3430
TADA2A_SANT_E6_158.0,TADA2A,4280,3430
RUNX1_E4_129.5,RUNX1,1581,943
ADAMTS6_3354.337,ADAMTS6,1069,744
ZNF787_E3_822.36,ZNF787,978,1109
PRKD2_PKc_E14_162.19,PRKD2,325,430
CERS5_E3_105.4,CERS5,858,600
SMARCA1_SANT_E21_133.1,SMARCA1,451,321
ZBTB11_E10_176.9,ZBTB11,2070,901
TRERF1_E15_54.0,TRERF1,667,555
TRERF1_SANT_E15_54.0,TRERF1,667,555
SP100_BD_e29_79.3,SP100,1537,1267
HOXB9_E2_177.12,HOXB9,1364,1231
CHD9_D_e12_244.8,CHD9,1664,1065
RNF157_2040.50,RNF157,551,347
SPOP_BTB190297_E1_1125.56,SPOP,762,760
USF1_E9_95.2,USF1,1006,729
GABPA_E9_182.2,GABPA,1045,308
PIAS3_1887.335,PIAS3,526,343
ZZZ3_SANT_E11_33.0,ZZZ3,963,382
MXD1_E4_115.5,MXD1,1355,1249
SIX1_E1_156.7,SIX1,519,282
ZNF189_E3_1161.93,ZNF189,2097,1407
RNF214_2112.139,RNF214,1487,1391
FBXL2_1272.132,FBXL2,596,477
ZNF71_E3_1110.166,ZNF71,1599,1496
FOXR1_E4_95.2,FOXR1,3201,3006
ASB7_957.30,ASB7,661,453
FBXL14_1257.159,FBXL14,640,544
UBE4A_3201.148,UBE4A,976,802
ADAMTS5_2793.373,ADAMTS5,1002,670
PHRF1_Phd_E6_68.4,PHRF1,1355,711
PHRF1_4950.64,PHRF1,1355,711
TRIM67_2352.0,TRIM67,1277,1323
RNF13_1146.45,RNF13,1493,1244
HOXB3_E4_177.17,HOXB3,1099,881
ZNF292_E8_243.7,ZNF292,1860,1459
PRSS38_981.54,PRSS38,1205,1054
ASB15_1767.107,ASB15,1400,1125
ZNF98_E4_1155.79,ZNF98,1048,643
ARID2_E2_94.9,ARID2,2020,1841
ZBTB14_E4_387.8,ZBTB14,925,1103
NFYB_E5_195.4,NFYB,3101,1048
FBXL12_981.207,FBXL12,927,477
NFE2L3_E4_135.1,NFE2L3,1320,1109
ZNF766_E4_582.38,ZNF766,1042,1264
GABPA_E10_70.0,GABPA,2064,1314
RNF6_2058.108,RNF6,600,600
PRDM2_e6_63.3,PRDM2,1931,1132
CTRL_795.64,CTRL,984,635
IRX5_E2_177.27,IRX5,874,608
ZNF473_E5_1962.158,ZNF473,1619,1266
TAF1_BD1_e28_178.11,TAF1,1454,822
ZNF544_E7_1068.42,ZNF544,1655,1451
BRPF1_BD_e7_237.5,BRPF1,1944,1314
CFLAR_708.8,CFLAR,1127,862
DPP7_1479.299,DPP7,1045,736
ZNF425_E4_1131.153,ZNF425,1482,1054
ADAM29_2463.41,ADAM29,1318,1152
PRDM14_E7_66.0,PRDM14,878,547
MORF_e12_162.8,MORF,2563,2168
DCAF15_1803.326,DCAF15,2121,1244
RXRG_E3_34.0,RXRG,2905,2333
ABHD12B_858.97,ABHD12B,904,580
TCF7L1_E10_99.2,TCF7L1,1225,804
RNF146_1077.5,RNF146,918,845
ZFP82_E5_1152.83,ZFP82,2046,2069
FOXO6_E2_90.1,FOXO6,1882,1359
ZNF331_E7_993.91,ZNF331,2594,2114
ZNF33A_E5_1407.108,ZNF33A,1971,1526
CLPP_834.119,CLPP,2087,1244
PRDM13_E4_63.2,PRDM13,1887,1217
NIM1K_PKc_E2_82.4,NIM1K,628,469
RNF115_915.65,RNF115,898,915
TRIM68_1458.95,TRIM68,1720,1604
CTRB2_792.67,CTRB2,816,758
KCNA4_BTB178269_E1_1962.71,KCNA4,599,395
TUB_E12_172.0,TUB,1414,1202
PRPF8_7008.581,PRPF8,1586,438
HSF4_E4_109.0,HSF4,753,523
L3MBTL4_MBT164260_E1_1872.194,L3MBTL4,1546,1197
PKN2_PKc_E14_42,PKN2,1448,1223
TSHZ3_E2_207.12,TSHZ3,1522,1021
SMN1_Tudor_E5_201.10,SMN1,655,190
ZNF519_E3_1131.55,ZNF519,1721,1463
UHRF2_Phd_E6_182.11,UHRF2,992,760
SIRT2_e7_57.7,SIRT2,1615,1605
EAF2_E3_137.6,EAF2,370,222
ZNF567_E6_1281.98,ZNF567,975,959
CDKL4_PKc_E3_73,CDKL4,662,692
SATB2_E11_177.6,SATB2,1501,1227
XPNPEP2_66.4,XPNPEP2,1908,1731
RAB40C_846.119,RAB40C,1619,1611
ZFPL1_933.167,ZFPL1,259,344
KDM1B_e17_153.11,KDM1B,1033,1457
CDK5_PKc_E2_89.3,CDK5,632,550
PCGF1_780.7,PCGF1,1676,1099
TEK_PKc_E18_114.4,TEK,707,679
LBR_tudor956_E1_1848.4,LBR,500,355
PSEN1_1404.72,PSEN1,778,561
CPA1_1260.174,CPA1,1228,735
NFX1_3366.214,NFX1,296,311
SOX3_E1_216.10,SOX3,1861,1609
FXR1_Agenet59115_E1_1866.12,FXR1,1381,1063
MIB2_3213.376,MIB2,1102,838
TRIM6-TRIM34_2529.278,TRIM6-TRIM34,1643,1272
TRIM6_1551.193,TRIM6,1643,1272
ZNF165_E4_327.5,ZNF165,2108,1190
TEAD3_E2_169.24,TEAD3,1177,657
neg76,neg76,2842,2597
EP300_e27_166.3,EP300,576,456
ZNF138_E4_231.10,ZNF138,1668,1231
NFIB_E5_121.5,NFIB,1497,1028
FBXW10_4,FBXW10,1690,1138
