sgRNA,Gene,HCT116-Cont2.initial,HCT116-Cont2.final
HTRA3_1362.91,HTRA3,1546,1461
DNMT1_Bah9811117_E1_4899.602,DNMT1,174,41
ZSCAN2_E3_1143.29,ZSCAN2,997,986
ALG13_Tudor_E14_101.4,ALG13,604,696
KLHL30_BTB23130_E1_1737.26,KLHL30,1233,765
SREBF2_E5_103.1,SREBF2,422,396
GAN_BTB20125_E1_1794.15,GAN,1308,1454
SETDB1_MBD_E13_186.7,SETDB1,877,517
SOX14_E1_216.27,SOX14,376,321
ZKSANT2_SANT2_E6_245.5,ZKSANT2,818,839
UQCRC1_1443.25,UQCRC1,810,845
MKNK2_PKc_E6_80.9,MKNK2,772,988
KCTD21_BTB593_E1_783.13,KCTD21,815,782
MAP3K9_PKc_E2_412.34,MAP3K9,630,328
ZNF354C_E5_834.51,ZNF354C,1659,1258
ARID4B_Chromo_E18_85.2,ARID4B,1196,1075
GRHL2_E7_112.5,GRHL2,1096,790
ALX4_E2_135.10,ALX4,1651,975
HDAC1_e2_113.6,HDAC1,2451,1359
KDM5A_e11_79.1,KDM5A,1713,1575
ZNF382_E5_765.7,ZNF382,512,591
MMP26_786.64,MMP26,686,697
MBTD1_MBT262352_E1_1887.134,MBTD1,320,227
KSR2_PKc_E19_90.3,KSR2,998,1003
RFX4_E4_124.12,RFX4,1740,1552
KLK12_765.136,KLK12,762,652
POU2F1_E11_63.0,POU2F1,1250,514
ZNF397_E4_744.4,ZNF397,1059,1074
KLHL18_BTB28135_E1_1725.27,KLHL18,430,339
KLHL5_BTB210317_E1_2268.196,KLHL5,1252,1275
CSNK1A1_PKc_E5_84.1,CSNK1A1,893,662
SBK3_PKc_E4_525.38,SBK3,611,511
ZEB1_E6_69.0,ZEB1,1271,1611
KDM8_e4_133.7,KDM8,2547,1536
ZNF20_E4_1233.31,ZNF20,2174,1591
CHD5_Phd_E8_135.21,CHD5,692,530
ZFHX3_E9_2580.249,ZFHX3,642,495
ASH1L_BD_e20_79.1,ASH1L,1695,1069
NKX2_5_E2_159.17,NKX2,801,714
HOXD8_E2_177.22,HOXD8,1628,1130
RIPK2_PKc_E4_158.7,RIPK2,977,491
NR3C2_E5_103.6,NR3C2,1446,1184
ZIC4_E3_118.12,ZIC4,857,718
ATRX_H_e26_107.0,ATRX,1004,598
EPHB6_PKc_E14_150,EPHB6,416,322
SPPL2B_1779.91,SPPL2B,349,212
MEX3B_1710.173,MEX3B,1613,1477
PHF21B_Phd_E10_129.11,PHF21B,697,492
KLHL2_BTB50157_E1_1794.169,KLHL2,254,218
PDZRN4_3111.395,PDZRN4,98,102
PAX2_E3_198.10,PAX2,302,155
RC3H2_3576.52,RC3H2,554,487
RNF17_4872.215,RNF17,881,762
GATA5_E3_135.5,GATA5,1717,950
UBR2_1320.24,UBR2,1400,999
SMARCA4_BD_e33_102.10,SMARCA4,875,435
ZNF500_E6_330.45,ZNF500,805,481
CUL3_2325.68,CUL3,588,404
RNF32_1089.83,RNF32,580,601
MIER1_SANT_E12_81.0,MIER1,1108,1156
ERCC6_D_e9_171.1,ERCC6,1360,939
RNF220_1701.129,RNF220,912,481
KDM3A_e22_95.1,KDM3A,478,300
MEOX2_E2_173.3,MEOX2,743,630
RNF186_684.113,RNF186,725,481
ESRRG_E3_109.9,ESRRG,1691,1862
ZNRF1_684.77,ZNRF1,507,600
ZGLP1_E3_94.18,ZGLP1,509,332
SPSB1_822.79,SPSB1,386,363
ING3_Phd_E10_193.3,ING3,608,524
ZHX1_E3_1074.93,ZHX1,791,609
ZNF713_E7_480.35,ZNF713,1369,1202
FBXL5_2076.1,FBXL5,1256,855
EBF1_E8_105.7,EBF1,1374,1117
ROR2_PKc_E9_852.43,ROR2,357,255
NFXL1_E14_160.6,NFXL1,758,604
NKX3_1_E2_177.9,NKX3,1112,988
CDC5L_SANT2_E3_142.6,CDC5L,944,282
WHSC1L1_Phd_E15_147.1,WHSC1L1,583,765
DPP6_2598.215,DPP6,1448,898
ZNF432_E5_1392.85,ZNF432,1182,1222
FGR_PKc_E10_77.7,FGR,1071,946
EIF2AK1_PKc_E8_61.1,EIF2AK1,468,374
UQCRC1_1443.5,UQCRC1,1472,1009
KCTD18_BTB1498_E1_1281.174,KCTD18,103,79
ZNF12_E5_1131.79,ZNF12,1486,1211
BRWD3_BD_e30_95.9,BRWD3,1685,1656
EHMT1_e25_79.1,EHMT1,1275,717
PDGFRA_PKc_E13_105.11,PDGFRA,1775,1394
ZNF614_E5_666.20,ZNF614,1217,1022
KAT2B_BD_e17_85.0,KAT2B,1602,1342
ANKIB1_3270.60,ANKIB1,553,375
DCUN1D2_780.0,DCUN1D2,1454,1495
NFIC_E2_111.1,NFIC,748,558
PKN1_PKc_E17_63,PKN1,736,796
KCND3_BTB42131_E1_1968.296,KCND3,300,220
ZBTB26_E2_300.24,ZBTB26,1041,977
RBCK1_1533.8,RBCK1,483,256
RNF112_1896.18,RNF112,518,301
ZNF684_E5_660.37,ZNF684,816,585
ZNF600_E3_1785.84,ZNF600,957,736
ZNF697_E3_1059.63,ZNF697,852,586
RAB40B_837.114,RAB40B,573,342
FBXW4_1239.213,FBXW4,267,135
TPP2_3750.79,TPP2,879,661
CDK15_PKc_E8_121,CDK15,470,319
ZNF689_E3_666.50,ZNF689,357,336
MAP3K3_PKc_E15_130.2,MAP3K3,876,503
BAZ2A_BD_e29_135.8,BAZ2A,452,361
TRIB2_PKc_E3_361.2,TRIB2,313,187
AMFR_1932.214,AMFR,924,611
ZNF736_E4_579.1,ZNF736,1794,1982
ABTB1_BTB273376_E1_1437.8,ABTB1,1014,837
MEP1A_2241.272,MEP1A,809,531
DPF1_Phd2_E10_80.2,DPF1,1555,1375
CDK14_PKc_E4_80.5,CDK14,729,687
SHH_1389.83,SHH,1266,713
SOCS2_597.39,SOCS2,1009,948
ZNF597_E4_630.35,ZNF597,1196,760
BACH2_E8_126.6,BACH2,898,845
MTA1_E14_152.14,MTA1,1539,1368
ZNF131_BTB24129_E1_1770.133,ZNF131,1056,411
PRSS55_831.39,PRSS55,1017,887
STAMBP_1275.7,STAMBP,1338,1125
FBXO8_960.15,FBXO8,1016,767
YEATS2_Yeats231310_E1_4269.542,YEATS2,623,541
BTK_PKc_E15_217.14,BTK,989,776
BRDT_BD2_e6_150.1,BRDT,924,758
TLX3_E2_167.0,TLX3,639,398
KCTD12_BTB36126_E1_978.22,KCTD12,1035,760
HES4_E1_99.5,HES4,1039,514
RFPL4B_792.91,RFPL4B,558,526
ZNF25_E6_930.55,ZNF25,1091,1003
CBX7_Chromo_E2_44.0,CBX7,902,599
PAK2_PKc_E9_49.2,PAK2,961,876
PRPF19_1515.207,PRPF19,649,179
EGR1_E2_75.1,EGR1,604,543
ETV4_E11_111.7,ETV4,571,800
EMX2_E2_129.3,EMX2,1797,814
MORC2_CW432479_E1_2913.367,MORC2,622,328
USP7_3309.287,USP7,577,150
ZNF12_E5_1131.13,ZNF12,1653,1539
EZH2_SANT_E5_150.8,EZH2,778,561
TINAGL1_1404.77,TINAGL1,1179,949
F11_1878.12,F11,1178,714
ADAM20_2331.204,ADAM20,1124,1047
TDRD6_tudor13091422_E1_6291.269,TDRD6,258,197
MLLT3_Yeats29112_E1_1707.144,MLLT3,660,879
RERE_E16_140.20,RERE,1202,606
PBX4_E6_48.0,PBX4,749,361
SATB1_E12_174.7,SATB1,476,427
KCNB2_BTB37136_E1_2736.361,KCNB2,1163,831
ZNF236_Ex_357.22,ZNF236,1262,1037
SCYL1_PKc_E1_54.5,SCYL1,356,255
CDIP1_E6_103.1,CDIP1,315,241
CAMKK1_PKc_E7_37,CAMKK1,711,547
RNF126_936.190,RNF126,773,315
RREB1_E11_165.12,RREB1,1860,1794
MAST2_PKc_E19_102.15,MAST2,882,588
ZNF646_E2_5235.310,ZNF646,1055,696
FBXO5_1206.50,FBXO5,671,646
MLKL_PKc_E7_82.3,MLKL,489,323
SMARCA2_BD_e28_218.15,SMARCA2,836,706
NEURL2_858.76,NEURL2,465,445
TRIM56_2268.558,TRIM56,186,96
PGC_948.34,PGC,1832,1361
RNF123_3945.338,RNF123,292,221
KCTD14_BTB35119_E1_768.25,KCTD14,416,269
USP17L22_885.36,USP17L22,2198,392
OLIG2_E2_174.17,OLIG2,635,566
KDM5D_Phd1_E9_138.3,KDM5D,611,472
FBXL5_2076.116,FBXL5,1421,1107
WSB1_1266.77,WSB1,678,458
RBCK1_1533.39,RBCK1,216,117
PRDM9_E11_915.92,PRDM9,1665,1709
RSPRY1_1731.64,RSPRY1,436,313
RNF5_543.73,RNF5,773,353
SPDEF_E5_88.2,SPDEF,2128,1153
PRKCI_PKc_E12_136.1,PRKCI,276,193
EZH1_SANT_E12_105.1,EZH1,809,745
TNIK_PKc_E7_131.1,TNIK,514,377
ASB11_972.58,ASB11,457,304
HERC1_14586.663,HERC1,608,511
RNF207_1905.313,RNF207,437,314
CTRB2_792.84,CTRB2,806,699
REL_E5_141.2,REL,1166,957
MBD1_E3_115.4,MBD1,1201,1038
MBD1_MBD_E3_115.4,MBD1,1201,1038
RNF208_786.113,RNF208,533,376
HMGXB3_E3_163.5,HMGXB3,961,673
ZNF341_E8_194.7,ZNF341,593,569
ASB16_1362.95,ASB16,403,167
WHSC1_PWWP878972_E1_4098.191,WHSC1,897,497
DCST1_2121.116,DCST1,642,349
HOXA9_E2_171.7,HOXA9,825,537
TRIM59_1212.9,TRIM59,1609,1208
PHOX2A_E3_42.0,PHOX2A,448,321
KCNA6_BTB43134_E1_1590.28,KCNA6,871,580
HDX_E6_138.12,HDX,803,538
ZNF808_E5_1998.47,ZNF808,778,738
ROCK2_PKc_E4_138,ROCK2,813,825
ISX_E3_135.9,ISX,806,416
ACVR1C_PKc_E4_193.16,ACVR1C,611,511
NEURL1_1725.148,NEURL1,192,215
USP33_2829.28,USP33,1601,1530
DPP7_1479.57,DPP7,553,382
CAPN7_2442.183,CAPN7,1499,1162
BRWD3_BD2_e37_153.0,BRWD3,2200,2089
NCOR2_SANT2_E18_63.0,NCOR2,888,399
PIAS1_Ex_220.3,PIAS1,1046,966
ATF7_E10_126.2,ATF7,719,371
ZSCAN4_E5_321.23,ZSCAN4,961,536
ZFP36_999.189,ZFP36,577,319
TRIM49B_1359.134,TRIM49B,1402,540
HOXB3_E4_177.0,HOXB3,399,204
CDC42BPG_PKc_E6_94.3,CDC42BPG,691,382
FBXW5_1701.273,FBXW5,480,334
DDR1_PKc_E12_60.9,DDR1,1073,762
ZNF687_E7_330.57,ZNF687,596,336
KLK5_882.28,KLK5,674,417
ZNF384_E8_183.16,ZNF384,934,586
LBR_tudor956_E1_1848.206,LBR,605,452
CUL7_5349.638,CUL7,1247,1026
TRIM50_1464.316,TRIM50,267,221
ZSCAN20_SANT_E6_478.12,ZSCAN20,441,374
YY1_E4_69.0,YY1,1588,861
EPHB6_PKc_E12_248.1,EPHB6,695,485
MDM2_1335.62,MDM2,779,821
SENP3_1725.184,SENP3,219,240
PRDM1_E7_180.21,PRDM1,457,405
PATZ1_BTB30159_E1_2064.49,PATZ1,499,369
TRAF7_2013.268,TRAF7,929,542
MYBL2_E4_93.9,MYBL2,920,728
PHOX2B_E3_42.2,PHOX2B,851,669
TRIM23_1725.15,TRIM23,1140,869
CHD1_D_e12_90.0,CHD1,2677,1082
RING1_1221.13,RING1,224,173
SUV39H1_e5_130.10,SUV39H1,1193,1192
FAM105B_1059.65,FAM105B,1305,1033
EAF2_E3_137.0,EAF2,1222,1304
ACVR1B_PKc_E5_123.4,ACVR1B,782,507
KAT2B_BD_e18_190.12,KAT2B,855,658
CBLL1_1473.28,CBLL1,459,296
BRPF3_PWWP10741189_E1_3618.325,BRPF3,673,678
UHRF2_2409.144,UHRF2,256,216
AKAP1_tudor764809_E1_2712.195,AKAP1,866,584
RUNX1_E6_105.8,RUNX1,895,475
TRAF2_1506.254,TRAF2,952,683
CNDP1_1524.109,CNDP1,1101,1013
SP9_E2_162.10,SP9,2171,1516
CERS4_E4_81.9,CERS4,662,415
PHF20L1_Phd_E16_45.0,PHF20L1,672,538
EPHA3_PKc_E13_210.12,EPHA3,409,336
HERC4_2385.99,HERC4,519,415
UBE2L3_639.67,UBE2L3,827,329
MTF2_Phd1_E4_73.1,MTF2,781,790
XIAP_1494.4,XIAP,593,412
CERS3_E7_119.12,CERS3,488,622
THRB_E6_148.1,THRB,1143,702
TRIM5_1482.159,TRIM5,590,412
ZBTB8A_BTB14122_E1_1326.9,ZBTB8A,857,692
PCGF5_771.4,PCGF5,1947,1529
SOCS5_1611.109,SOCS5,1136,1142
PRKCE_PKc_E10_174.13,PRKCE,253,174
LEF1_E9_99.3,LEF1,1375,952
CASP9_801.71,CASP9,1459,1017
MAP3K13_PKc_E4_192.3,MAP3K13,305,194
SENP8_639.7,SENP8,1750,1468
ABHD12_1215.41,ABHD12,721,479
DCAF10_1680.111,DCAF10,1237,761
BARD1_2277.110,BARD1,329,177
ZNF195_E6_1215.0,ZNF195,811,559
SKP2_1275.30,SKP2,660,292
ZNF610_E6_735.20,ZNF610,1276,1341
KDM1B_e16_123.4,KDM1B,416,247
BAZ1B_Phd_E15_113.7,BAZ1B,450,181
RCOR2_SANT2_E10_58.0,RCOR2,1483,977
FGFR1_PKc_E15_71.2,FGFR1,586,442
TMPRSS13_1704.201,TMPRSS13,1404,761
RBX1_327.15,RBX1,1427,278
PAX1_E2_384.54,PAX1,679,448
ZBTB3_BTB64170_E1_1725.28,ZBTB3,753,471
USP14_1485.61,USP14,308,342
RNF25_1380.224,RNF25,509,397
ZNF620_E5_570.29,ZNF620,1619,1154
G2E3_ePhd_E5_125.2,G2E3,347,229
RBBP6_5379.447,RBBP6,689,225
HIC2_E3_507.28,HIC2,2031,1508
ZNF124_E4_582.46,ZNF124,888,565
neg42,neg42,4425,3924
NCOA1_e17_403.31,NCOA1,878,956
AR_E3_117.4,AR,1021,987
TCF7L1_E9_117.7,TCF7L1,941,461
PIM2_PKc_E3_51.1,PIM2,344,266
ASB13_837.93,ASB13,197,206
FBXO2_1,FBXO2,246,112
ERF_E2_182.7,ERF,59,26
FOXD4L5_E1_234.29,FOXD4L5,1611,322
MLL5_e11_105.5,MLL5,2926,1792
PIAS1_Ex_220.0,PIAS1,1137,1115
ARNT2_E4_157.3,ARNT2,1488,1073
BMP1_2961.69,BMP1,1052,694
PITX1_E2_135.6,PITX1,1206,736
ZNF93_E4_1329.94,ZNF93,846,660
TRAF6_1569.111,TRAF6,452,456
ASB2_1908.132,ASB2,1721,1328
HECTD1_7833.220,HECTD1,873,541
MMP12_1413.119,MMP12,970,683
ZNF646_E2_5235.393,ZNF646,185,275
RAB40C_846.149,RAB40C,241,158
ZBTB7C_BTB24127_E1_1860.15,ZBTB7C,1020,903
HIC1_E2_243.5,HIC1,1020,569
PKN1_PKc_E14_42.4,PKN1,496,349
SMARCA4_BD_e32_109.9,SMARCA4,1824,598
PSMA1_810.51,PSMA1,1127,228
MYT1_E10_114.1,MYT1,1624,1143
RNF135_1299.63,RNF135,695,393
ZFP36L1_E2_189.17,ZFP36L1,1187,842
BTBD7_BTB268397_E1_3399.57,BTBD7,1045,566
ZNF714_E5_1002.47,ZNF714,2625,2818
KDM7A_Phd_E1_80.3,KDM7A,962,431
TRIM67_2352.179,TRIM67,484,376
TRIM28_2508.435,TRIM28,410,129
CXXC4_CXXC301341_E1_1104.127,CXXC4,723,843
DCAF5_2829.371,DCAF5,1200,911
ATAT1_e6_102.6,ATAT1,1081,1043
ST14_2568.29,ST14,1054,816
MAP2K2_PKc_E3_147.4,MAP2K2,2042,572
CTSK_990.56,CTSK,574,520
PHRF1_Phd_E7_70.7,PHRF1,742,495
DDB1_3423.153,DDB1,1128,268
ASB7_957.38,ASB7,1899,1946
HLX_E4_48.4,HLX,914,609
RNF166_714.137,RNF166,932,822
TGFBR2_PKc_E8_102.12,TGFBR2,1032,629
TRIM63_1062.112,TRIM63,964,966
AEBP1_3477.255,AEBP1,954,676
TRIML1_1407.8,TRIML1,348,349
UBE2Z_1065.148,UBE2Z,432,259
NSD1_Phd2_E13_141.13,NSD1,868,625
RET_PKc_E14_215.42,RET,261,140
ZPR1_E2_162.12,ZPR1,961,253
ZKSCAN7_E6_1077.2,ZKSCAN7,927,684
SRPK3_PKc_E9_133.19,SRPK3,591,476
PCGF2_1035.200,PCGF2,723,469
ZBTB11_E8_118.7,ZBTB11,344,138
TBL1X_3,TBL1X,580,635
TRIM6-TRIM34_2529.232,TRIM6-TRIM34,1020,894
TRIM34_1467.146,TRIM34,1020,894
TRIM63_1062.144,TRIM63,548,327
TULP3_E11_113.2,TULP3,299,188
MARCH6_2733.191,43530,948,787
C1R_2118.212,C1R,942,662
KLF4_E5_78.10,KLF4,675,568
ZNF197_E6_1911.181,ZNF197,683,624
MYCBP2_14037.166,MYCBP2,451,255
FBXL18_2157.307,FBXL18,410,367
DNPEP_1458.156,DNPEP,1410,1288
TET2_e8_90.0,TET2,1125,655
PHF6_ePhd_E9_134.7,PHF6,581,478
BHLHA9_E1_180.23,BHLHA9,209,160
TDRD7_tudor517559_E1_3297.243,TDRD7,1106,1223
TRIM64_2,TRIM64,1056,407
ZNF705D_E7_396.28,ZNF705D,1091,952
KDM5B_e11_86.2,KDM5B,2331,1465
ZNF510_E6_1272.101,ZNF510,1454,1191
PRDM8_E10_66.1,PRDM8,1154,1050
ZNF584_E4_495.7,ZNF584,1312,983
SETMAR_e2_380.24,SETMAR,887,681
BLK_PKc_E13_176.19,BLK,430,169
RERE_Bah102307_E1_4701.964,RERE,1102,789
TMPRSS11F_1317.82,TMPRSS11F,1220,1052
ZNF594_E2_2052.126,ZNF594,179,145
IKZF5_E5_187.11,IKZF5,1075,745
FBXO24_1857.48,FBXO24,919,646
PAK3_PKc_E14_197.8,PAK3,633,511
REST_E3_84.2,REST,1111,729
ATG4B_1182.74,ATG4B,964,917
ZNF596_E6_906.3,ZNF596,1527,1301
TSC22D4_E5_162.25,TSC22D4,709,446
FBXL13_2208.141,FBXL13,1291,987
PRSS33_843.177,PRSS33,1025,830
SETD7_e6_86.2,SETD7,141,119
ZBTB21_BTB20120_E1_3201.33,ZBTB21,1112,974
LBX1_E2_171.14,LBX1,811,542
SPPL2B_1779.222,SPPL2B,1066,857
SENP8_639.5,SENP8,762,688
PRSS36_2568.215,PRSS36,1270,825
RERE_E16_140.9,RERE,484,480
ZNF562_E6_726.17,ZNF562,1349,1053
ZNF180_E5_1083.76,ZNF180,441,256
ZBTB45_E2_31.1,ZBTB45,809,494
ZMIZ2_E14_68.3,ZMIZ2,1258,837
FBXO34_2,FBXO34,1197,1033
SP7_E3_168.18,SP7,516,435
TGIF1_E3_36.0,TGIF1,667,448
ZNF235_E5_1239.98,ZNF235,1806,1538
USP51_2136.168,USP51,1178,855
F2_1869.193,F2,858,929
BAZ1A_Phd_E22_102.6,BAZ1A,989,715
SP8_E2_69.3,SP8,2379,2136
ZBTB11_E7_145.2,ZBTB11,1245,477
MYT1_E19_222.6,MYT1,1355,782
STK32C_PKc_E5_38,STK32C,694,471
PHF1_Phd1_E4_73.7,PHF1,1056,832
FBXL13_2208.106,FBXL13,1377,1210
MORC3_CW408446_E1_2820.64,MORC3,437,366
NEDD4_3960.104,NEDD4,1259,913
RNFT2_1335.125,RNFT2,269,98
RNF222_663.9,RNF222,997,768
GLIS3_E5_162.9,GLIS3,184,180
SMYD3_e5_95.2,SMYD3,1300,1293
FBXO24_1857.258,FBXO24,510,439
ZNF683_E6_141.20,ZNF683,491,393
NSD2_e20_117.3,NSD2,1546,973
ZNF606_E7_1176.6,ZNF606,2266,2368
WSB2_1266.104,WSB2,469,530
GBX2_E2_177.16,GBX2,280,159
PHF19_Phd1_E4_73.1,PHF19,740,1012
FBXL15_903.24,FBXL15,928,482
ZNF799_E4_1587.91,ZNF799,1741,1651
SP7_E3_168.3,SP7,928,750
RNF130_1260.49,RNF130,618,743
RNF41_954.6,RNF41,747,839
ZNF519_E3_1131.61,ZNF519,1057,1007
RHOBTB2_BTB443492_E1_2250.122,RHOBTB2,653,594
BRWD3_BD_e30_95.10,BRWD3,1117,747
WSB1_1266.75,WSB1,604,639
TDRD15_Tudor_E4_336.8,TDRD15,747,635
HOXA7_E2_177.14,HOXA7,1326,1015
PYGO2_Phd_E3_162.19,PYGO2,934,519
ZNF528_E7_1308.28,ZNF528,1543,808
HOXA1_E2_168.1,HOXA1,1227,851
TRIM49D1_3,TRIM49D1,1564,994
CRAMP1_SANT_E3_126.7,CRAMP1,397,253
PARP15_Macro89230_E1_2037.28,PARP15,1240,1173
SCMH1_MBT31126_E1_1983.321,SCMH1,863,807
ZNF799_E4_1587.66,ZNF799,2095,1890
PHF19_tudor4387_E1_624.95,PHF19,589,495
MST1R_PKc_E15_81.3,MST1R,564,398
NR2F1_E1_208.25,NR2F1,725,547
TRIM64C_1353.129,TRIM64C,1459,1228
L3MBTL4_MBT273364_E1_1872.176,L3MBTL4,390,183
TSSK3_PKc_E2_650.61,TSSK3,243,163
MOF_e9_151.11,MOF,407,73
ZIC3_E2_137.4,ZIC3,458,465
TDRD12_tudor60109_E1_1188.1,TDRD12,611,518
ERBB2_PKc_E19_99.8,ERBB2,1201,1055
KLHL22_BTB51145_E1_1905.308,KLHL22,416,395
PRKCE_PKc_E9_42.1,PRKCE,630,400
RET_PKc_E12_118.2,RET,180,152
PCAF_e12_59.0,PCAF,1073,836
FBXO18_3285.403,FBXO18,693,561
SNAPC4_SANT4_E13_40.0,SNAPC4,579,463
RIPK3_PKc_E2_101.4,RIPK3,669,351
CERS2_E3_81.7,CERS2,573,309
TNNI3K_PKc_E18_53.3,TNNI3K,411,364
UHRF2_2409.136,UHRF2,282,253
ATG4A_1197.99,ATG4A,1703,1464
WWP2_2613.344,WWP2,784,517
MAP3K12_PKc_E3_140.1,MAP3K12,661,438
PCGF2_1035.5,PCGF2,1418,682
CTSA_1497.15,CTSA,1830,1304
FBXL17_2106.106,FBXL17,354,248
CASP5_879.9,CASP5,1249,865
TRIM56_2268.3,TRIM56,640,609
DNAJC1_E11_449.48,DNAJC1,1219,764
DNAJC1_SANT2_E11_449.48,DNAJC1,1219,764
ARAF_PKc_E11_177.9,ARAF,546,409
CHD2_H_e19_153.1,CHD2,1179,933
KBTBD11_BTB141225_E1_1872.86,KBTBD11,1081,820
FOXP4_E14_81.5,FOXP4,2378,2667
PHIP_5466.76,PHIP,720,673
HOXC4_E4_177.2,HOXC4,943,605
SUV39H2_e3_105.3,SUV39H2,869,706
SFMBT1_MBT360453_E1_2601.92,SFMBT1,536,449
KBTBD2_BTB21128_E1_1872.152,KBTBD2,823,637
SPEG_PKc1_E26_27,SPEG,681,463
UBA52_387.34,UBA52,676,343
TEC_PKc_E18_60,TEC,406,479
BHLHA9_E1_180.1,BHLHA9,175,143
KLHL26_BTB56157_E1_1848.32,KLHL26,1442,1422
EPHA3_PKc_E11_186.8,EPHA3,547,463
NFATC1_E5_173.20,NFATC1,1251,1203
SPIN4_Spinlin4189_E1_750.15,SPIN4,1565,1372
FBXL18_2157.377,FBXL18,1193,1153
FBXW11_4,FBXW11,841,886
THAP3_E2_190.13,THAP3,901,476
ZNF257_E4_936.40,ZNF257,1367,1355
FBXL7_1476.194,FBXL7,523,406
MARCH9_1041.60,43533,776,427
PEX2_918.47,PEX2,365,291
TNK2_PKc_E5_153.8,TNK2,161,104
ZBTB24_BTB27133_E1_2094.6,ZBTB24,497,566
RNF144A_879.36,RNF144A,1596,900
HOXC8_E2_177.1,HOXC8,763,539
SP5_E2_162.3,SP5,760,555
SFMBT1_MBT23120_E1_2601.33,SFMBT1,780,608
RNF40_3006.459,RNF40,788,435
ZNF34_E6_1071.32,ZNF34,1474,929
RNF141_693.35,RNF141,564,356
ZBTB17_E8_143.12,ZBTB17,959,625
RNF114_687.14,RNF114,590,397
TRIM52_894.3,TRIM52,520,371
SIRT2_e6_107.11,SIRT2,1003,662
KMT2D_Phd1_E7_138.8,KMT2D,526,367
CBL_2721.391,CBL,736,649
ZNF124_E4_582.29,ZNF124,534,666
PRSS21_945.109,PRSS21,200,83
MAFB_E1_210.15,MAFB,750,737
ZFAT_E6_1390.15,ZFAT,418,294
FMR1_Agenet59117_E1_1899.12,FMR1,912,988
RAB40C_846.103,RAB40C,398,406
FBXO31_1620.305,FBXO31,566,586
MAP4K4_PKc_E6_91.2,MAP4K4,1037,1056
POU2F3_E10_108.7,POU2F3,1000,722
ARIH2_1482.47,ARIH2,843,731
EOMES_E1_83.11,EOMES,841,501
PRKACA_PKc_E8_123.9,PRKACA,303,185
TINAG_1431.38,TINAG,1348,1261
ZNF600_E3_1785.72,ZNF600,1980,1629
CDK15_PKc_E4_80.2,CDK15,1223,992
SPSB2_792.64,SPSB2,427,381
PA2G4_1185.1,PA2G4,1174,550
MBD1_CXXC331377_E1_1968.269,MBD1,855,646
ZFP82_E5_1152.88,ZFP82,1079,832
PRKCZ_PKc_E12_136.12,PRKCZ,530,405
MBD2_E2_100.3,MBD2,1329,845
MBD2_MBD_E2_100.3,MBD2,1329,845
BRD2_BD1_e3_138.8,BRD2,1963,681
RPS6KA5_PKc_E3_219.7,RPS6KA5,1237,1430
ZNF700_E4_1239.28,ZNF700,1168,982
VSX2_E4_42.5,VSX2,542,336
UBE2F_558.20,UBE2F,466,381
HEY1_E3_84.0,HEY1,787,508
HTRA1_1443.109,HTRA1,1541,1165
HOXA2_E2_174.15,HOXA2,852,526
CAMKK2_PKc_E9_89.6,CAMKK2,232,191
CTSL2_1005.62,CTSL2,624,595
PGR_E3_117.6,PGR,547,419
HECW1_4719.65,HECW1,899,776
DNMT1_Bah9811117_E1_4899.595,DNMT1,1372,477
NEUROG2_E2_180.8,NEUROG2,774,448
MLKL_PKc_E8_152.5,MLKL,591,501
ASB7_957.90,ASB7,978,1130
GGT1_1710.98,GGT1,1338,567
ZBTB48_BTB16119_E1_2067.36,ZBTB48,691,430
IKZF2_E5_168.4,IKZF2,816,533
WDTC1_2034.63,WDTC1,1006,660
ZCWPW2_CW3078_E1_1071.4,ZCWPW2,902,982
ZNF513_E3_310.59,ZNF513,714,455
RNPEP_1953.245,RNPEP,423,343
ETV4_E11_111.13,ETV4,903,807
PAX1_E2_384.51,PAX1,686,398
LHX9_E4_135.15,LHX9,860,652
ZNF155_E5_750.27,ZNF155,2326,1660
HACE1_2730.151,HACE1,806,728
SUV39H2_e3_105.2,SUV39H2,392,423
PAX2_E2_167.33,PAX2,1093,779
HOXB1_E2_168.12,HOXB1,1156,895
NPR1_PKc_E12_72.4,NPR1,456,399
KMT2D_e50_153.9,KMT2D,1253,934
ZNRF1_684.71,ZNRF1,387,218
RCBTB1_BTB371467_E1_1596.86,RCBTB1,770,785
ZBTB7B_BTB58178_E1_1722.39,ZBTB7B,599,420
IBTK_BTB554639_E1_4062.106,IBTK,1210,997
FBXL22_744.150,FBXL22,503,359
ASB12_957.86,ASB12,207,177
MASP2_717.15,MASP2,1620,1296
PHF14_Phd2_E13_132.8,PHF14,554,450
BNC2_E6_147.6,BNC2,544,464
RC3H2_3576.56,RC3H2,533,660
KLHL6_BTB62167_E1_1866.26,KLHL6,1154,981
CEBPB_E1_147.9,CEBPB,583,203
ESX1_E2_89.2,ESX1,969,804
WWP2_2613.197,WWP2,680,476
NANOG_E2_195.4,NANOG,1075,985
EIF2AK4_PKc2_E16_105.6,EIF2AK4,417,257
USP29_2769.137,USP29,891,877
BIRC6_14574.704,BIRC6,1226,1022
HIC2_BTB40141_E1_1848.393,HIC2,602,452
DDR2_PKc_E18_150.9,DDR2,504,463
ZNF880_E4_1221.50,ZNF880,2860,2550
ZNF177_E6_498.31,ZNF177,2454,2010
RNF138_738.7,RNF138,1125,719
MAST2_PKc_E18_166,MAST2,349,325
