sgRNA,Gene,DLD1-Ts2.18.initial,DLD1-Ts2.18.final,test1,Test2,DLD1-Ts2.18.final_recalculate
RING1_1221.254,RING1,839,2060,1221,1221,1221
HECW2_4719.194,HECW2,768,2002,1234,1234,1234
USP33_2829.64,USP33,1032,2424,1392,1392,1392
BAZ2B_Phd_E34_144.0,BAZ2B,1931,4946,3015,3015,3015
ZNF543_E4_1020.104,ZNF543,781,2333,1552,1552,1552
LRSAM1_2172.155,LRSAM1,298,706,408,408,408
FBXW2_1365.48,FBXW2,600,1465,865,865,865
KLHL35_BTB3170_E1_1752.11,KLHL35,378,906,528,528,528
CPQ_1419.48,CPQ,1483,3710,2227,2227,2227
APEH_2199.194,APEH,994,2401,1407,1407,1407
MAP2K4_PKc_E5_120.2,MAP2K4,308,651,343,343,343
ZNF831_E1_144.18,ZNF831,605,1719,1114,1114,1114
ZNF410_E8_118.5,ZNF410,101,110,9,9,9
GGT1_1710.247,GGT1,948,1762,814,814,814
ZNF146_E4_819.59,ZNF146,890,1980,1090,1090,1090
RPA3_e1.3,RPA3,5474,7911,2437,2437,2437
ALG13_Tudor_E14_101.1,ALG13,927,2556,1629,1629,1629
PYGO1_Phd_E3_171.2,PYGO1,1850,5039,3189,3189,3189
SHOX_E3_135.10,SHOX,811,1682,871,871,871
ADAM9_2460.58,ADAM9,2768,8859,6091,6091,6091
ASB3_1557.35,ASB3,1728,4142,2414,2414,2414
AEBP1_3477.501,AEBP1,2154,5556,3402,3402,3402
TFAP2C_E5_119.12,TFAP2C,974,2709,1735,1735,1735
DPYS_180.5,DPYS,2126,6082,3956,3956,3956
STRADA_PKc_E9_172.18,STRADA,170,355,185,185,185
CAMK1_PKc_E3_132.17,CAMK1,476,1237,761,761,761
SMYD3_e7_103.4,SMYD3,601,1359,758,758,758
UBE2E2_606.23,UBE2E2,1418,3385,1967,1967,1967
NEUROD1_E2_177.5,NEUROD1,621,1787,1166,1166,1166
ENC1_BTB36144_E1_1770.233,ENC1,629,1584,955,955,955
BTBD8_BTB207300_E1_1137.38,BTBD8,1971,4920,2949,2949,2949
CREB3L2_E7_59.0,CREB3L2,1101,2035,934,934,934
ZNF790_E5_1317.76,ZNF790,1979,5262,3283,3283,3283
LIMK1_PKc_E8_42.1,LIMK1,171,449,278,278,278
MLLT10_Phd_E6_104.3,MLLT10,638,1500,862,862,862
RUNX3_E4_105.11,RUNX3,1534,4038,2504,2504,2504
KDM4A_ePhd_E17_109.0,KDM4A,1004,2904,1900,1900,1900
NPAS1_E2_156.1,NPAS1,238,499,261,261,261
FBXL12_981.207,FBXL12,1055,2616,1561,1561,1561
SHH_1389.118,SHH,1345,3069,1724,1724,1724
SETD8_e7_190.11,SETD8,1110,2151,1041,1041,1041
RHBDF2_2571.4,RHBDF2,2203,5329,3126,3126,3126
RHBDF2_204.13,RHBDF2,2203,5329,3126,3126,3126
GGH_957.5,GGH,1851,5204,3353,3353,3353
TRIM61_630.57,TRIM61,468,1265,797,797,797
ZXDC_E4_64.1,ZXDC,1672,4361,2689,2689,2689
GUCY2F_PKc_E9_177.5,GUCY2F,346,654,308,308,308
LNPEP_3078.64,LNPEP,2015,4507,2492,2492,2492
PARP15_Macro89230_E1_2037.39,PARP15,627,1427,800,800,800
TRPM7_PKc_E38_88.3,TRPM7,628,1199,571,571,571
FBXO25_8,FBXO25,1787,4331,2544,2544,2544
KDR_PKc_E21_154.5,KDR,780,2237,1457,1457,1457
KLF4_E5_78.5,KLF4,1311,3388,2077,2077,2077
ZNF674_E6_1125.53,ZNF674,2526,5198,2672,2672,2672
ZSCAN16_E4_324.11,ZSCAN16,717,1532,815,815,815
CREB3L2_E8_69.2,CREB3L2,1094,2796,1702,1702,1702
FOXD2_E1_234.34,FOXD2,1218,3588,2370,2370,2370
PRKCE_PKc_E14_147.1,PRKCE,454,814,360,360,360
FOXD4L5_E1_234.35,FOXD4L5,699,1450,751,751,751
ESR2_E3_106.0,ESR2,2478,5778,3300,3300,3300
FBXL7_1476.145,FBXL7,411,998,587,587,587
MMP25_1689.363,MMP25,672,1429,757,757,757
UBE2U_681.43,UBE2U,689,1594,905,905,905
SIAH2_975.24,SIAH2,1084,2918,1834,1834,1834
RFWD2_2124.58,RFWD2,2066,4527,2461,2461,2461
KCNG2_BTB19112_E1_1401.9,KCNG2,1725,4866,3141,3141,3141
HPR_1047.88,HPR,1442,3211,1769,1769,1769
HECTD2_2343.45,HECTD2,754,1803,1049,1049,1049
SOX17_E1_109.0,SOX17,1524,4172,2648,2648,2648
ZBTB32_BTB23109_E1_1464.26,ZBTB32,568,1358,790,790,790
ASB15_1767.46,ASB15,1112,2624,1512,1512,1512
WEE2_PKc_E9_171.7,WEE2,863,2484,1621,1621,1621
FOXL1_E1_234.1,FOXL1,825,2235,1410,1410,1410
MOF_e9_151.11,MOF,386,577,191,191,191
GGTLC2_657.101,GGTLC2,1521,2977,1456,1456,1456
DDR2_PKc_E18_150.9,DDR2,654,1721,1067,1067,1067
ZNF628_E3_1746.73,ZNF628,566,1508,942,942,942
SGK1_PKc_E8_124.5,SGK1,275,833,558,558,558
ZBTB8B_BTB14122_E1_1488.26,ZBTB8B,1566,3326,1760,1760,1760
ADAM30_2373.54,ADAM30,976,2297,1321,1321,1321
PHF21B_Phd_E10_129.29,PHF21B,516,957,441,441,441
CTRB2_792.67,CTRB2,1074,2668,1594,1594,1594
RNF32_1089.43,RNF32,779,1971,1192,1192,1192
PRSS45_687.39,PRSS45,1319,3469,2150,2150,2150
BHLHE22_E1_174.19,BHLHE22,1683,4380,2697,2697,2697
TRIM3_2235.40,TRIM3,1020,2351,1331,1331,1331
NEK6_PKc_E7_109.4,NEK6,969,2101,1132,1132,1132
SALL3_E2_2157.362,SALL3,1291,3338,2047,2047,2047
FBXO7_1569.186,FBXO7,1303,3559,2256,2256,2256
L3MBTL3_MBT451543_E1_2343.96,L3MBTL3,1380,2848,1468,1468,1468
ZNF772_E5_582.7,ZNF772,1388,4528,3140,3140,3140
GRHL1_E6_157.11,GRHL1,488,1267,779,779,779
HECTD2_2343.90,HECTD2,344,882,538,538,538
ZBTB32_E6_161.25,ZBTB32,528,1242,714,714,714
OTUD1_1446.16,OTUD1,1245,3178,1933,1933,1933
RPS6KA5_PKc_E7_104,RPS6KA5,1024,2654,1630,1630,1630
TRAF5_1674.46,TRAF5,962,2446,1484,1484,1484
MMP16_1824.42,MMP16,2388,5575,3187,3187,3187
THAP7_E2_156.2,THAP7,827,2257,1430,1430,1430
PHRF1_Phd_E6_68.2,PHRF1,363,785,422,422,422
JMJD1C_e21_131.3,JMJD1C,1274,2959,1685,1685,1685
EP300_e25_147.10,EP300,816,1494,678,678,678
RNF17_tudor9671013_E1_4872.274,RNF17,802,2109,1307,1307,1307
EVX2_E2_135.4,EVX2,1164,2768,1604,1604,1604
RIOK1_PKc_E9_87.2,RIOK1,419,991,572,572,572
PCAF_e11_118.7,PCAF,1199,2998,1799,1799,1799
FBXL7_1476.89,FBXL7,686,1769,1083,1083,1083
ZNF611_E7_1329.81,ZNF611,537,1515,978,978,978
STK4_PKc_E2_41.2,STK4,577,1245,668,668,668
NPAS1_E2_156.6,NPAS1,679,1458,779,779,779
EPHA7_PKc_E13_210.13,EPHA7,585,1322,737,737,737
HDAC7_e15_121.13,HDAC7,1761,4282,2521,2521,2521
WEE1_PKc_E9_171.1,WEE1,97,132,35,35,35
BATF_E3_81.1,BATF,1044,2556,1512,1512,1512
MID2_2208.260,MID2,863,2304,1441,1441,1441
PRSS45_687.78,PRSS45,1987,5650,3663,3663,3663
BHLHE41_E4_78.0,BHLHE41,1200,2813,1613,1613,1613
MSGN1_E1_183.9,MSGN1,1016,2660,1644,1644,1644
ZFHX3_E9_2580.217,ZFHX3,1213,2897,1684,1684,1684
REST_E4_83.3,REST,1888,4723,2835,2835,2835
KCNA1_BTB39130_E1_1488.2,KCNA1,1580,3141,1561,1561,1561
POU3F4_E1_174.4,POU3F4,831,2180,1349,1349,1349
KALRN_PKc_E57_26,KALRN,832,1831,999,999,999
HECW2_4719.362,HECW2,964,2109,1145,1145,1145
SFMBT1_MBT131232_E1_2601.37,SFMBT1,2669,5544,2875,2875,2875
RNF19B_1764.225,RNF19B,488,1002,514,514,514
ZNF142_E8_3037.332,ZNF142,803,2167,1364,1364,1364
THAP2_E2_184.3,THAP2,605,1427,822,822,822
GGT5_137.17,GGT5,698,1952,1254,1254,1254
PTK2_PKc_E18_101.4,PTK2,1695,4865,3170,3170,3170
C17orf49_SANT_E3_98.5,C17orf49,2805,7214,4409,4409,4409
PPIL2_1563.180,PPIL2,1059,2116,1057,1057,1057
TRAF3_1707.11,TRAF3,824,1670,846,846,846
DNMT1_Bah9811117_E1_4899.582,DNMT1,958,2085,1127,1127,1127
PAK7_PKc_E10_135.21,PAK7,932,2275,1343,1343,1343
KLK9_753.17,KLK9,1258,2839,1581,1581,1581
ZNF226_E6_1572.151,ZNF226,836,1831,995,995,995
ZNF79_E5_834.23,ZNF79,746,1679,933,933,933
PROP1_E2_135.9,PROP1,1552,3794,2242,2242,2242
HLTF_3030.150,HLTF,1831,5467,3636,3636,3636
MMP12_1413.24,MMP12,1509,3375,1866,1866,1866
CHD4_Phd_E9_129.2,CHD4,314,632,318,318,318
DPRX_E2_132.2,DPRX,1522,3283,1761,1761,1761
PMPCB_1470.111,PMPCB,705,1118,413,413,413
ZKSCAN2_E7_411.15,ZKSCAN2,921,1938,1017,1017,1017
ASB6_1266.109,ASB6,1594,3719,2125,2125,2125
ZNF257_E4_936.42,ZNF257,1321,3244,1923,1923,1923
CHD8_Chromo_E9_84.8,CHD8,1062,2583,1521,1521,1521
KDM5B_e12_163.13,KDM5B,1342,3470,2128,2128,2128
SP100_E22_143.8,SP100,949,2413,1464,1464,1464
ZNF658_E5_2301.222,ZNF658,571,1014,443,443,443
TBX21_E1_86.5,TBX21,1234,2560,1326,1326,1326
TRIM42_2172.38,TRIM42,674,1506,832,832,832
ZNF236_Ex_357.22,ZNF236,1490,4465,2975,2975,2975
BAZ2A_BD_e28_144.19,BAZ2A,511,1475,964,964,964
MAPK11_PKc_E3_59,MAPK11,679,1657,978,978,978
MID1_2004.52,MID1,1587,4118,2531,2531,2531
RNF152_612.2,RNF152,1050,2376,1326,1326,1326
MNX1_E2_129.3,MNX1,272,684,412,412,412
NFYC_E3_57.2,NFYC,1692,2722,1030,1030,1030
SETD1B_e17_118.3,SETD1B,2931,6985,4054,4054,4054
PRMT6_e1_281.34,PRMT6,1106,3205,2099,2099,2099
WHSC1L1_PWWP9581051_E1_4314.141,WHSC1L1,463,1283,820,820,820
NRD1_3660.69,NRD1,1060,2451,1391,1391,1391
CDX2_E2_126.1,CDX2,1037,2249,1212,1212,1212
MBTD1_MBT359456_E1_1887.54,MBTD1,806,1880,1074,1074,1074
ZNF648_E2_828.108,ZNF648,396,770,374,374,374
GRHL3_E7_112.7,GRHL3,1392,3677,2285,2285,2285
RNF34_1122.71,RNF34,570,1550,980,980,980
RNF148_918.64,RNF148,479,955,476,476,476
GGT5_96.3,GGT5,1158,3121,1963,1963,1963
MAP3K3_PKc_E14_132,MAP3K3,1211,2755,1544,1544,1544
F10_1467.96,F10,894,2354,1460,1460,1460
TDRD3_tudor652700_E1_2235.133,TDRD3,244,695,451,451,451
THRB_E6_148.1,THRB,1273,3036,1763,1763,1763
IRX2_E2_177.0,IRX2,866,2386,1520,1520,1520
RBBP6_5379.296,RBBP6,2018,3495,1477,1477,1477
MSC_E1_180.0,MSC,191,963,772,772,772
DNAJC2_E16_155.15,DNAJC2,1360,3534,2174,2174,2174
DNAJC2_SANT2_E16_155.15,DNAJC2,1360,3534,2174,2174,2174
ADAMTS3_3618.81,ADAMTS3,2030,6458,4428,4428,4428
NEURL1B_1668.155,NEURL1B,736,1846,1110,1110,1110
BIRC2_1857.81,BIRC2,955,2681,1726,1726,1726
KDM7A_Phd_E1_80.5,KDM7A,959,2800,1841,1841,1841
CBX5_Chromo_E2_80.0,CBX5,1117,2910,1793,1793,1793
TRIM17_1434.262,TRIM17,832,1847,1015,1015,1015
SIX6_E1_147.13,SIX6,1167,4065,2898,2898,2898
JADE2_Phd_E8_117.1,JADE2,410,1063,653,653,653
PSKH2_PKc_E3_108.12,PSKH2,903,2288,1385,1385,1385
KMT2A_BD_e18_50.2,KMT2A,756,1220,464,464,464
RNF212B_903.6,RNF212B,1114,2321,1207,1207,1207
UBE2E1_582.8,UBE2E1,1758,3678,1920,1920,1920
BTBD9_BTB33137_E1_1839.189,BTBD9,686,1413,727,727,727
TIE1_PKc_E17_191.24,TIE1,355,798,443,443,443
ETV6_E6_141.10,ETV6,1791,5268,3477,3477,3477
NRL_E3_210.20,NRL,779,2317,1538,1538,1538
SATB2_E11_177.8,SATB2,892,2020,1128,1128,1128
ZFP36L2_1485.262,ZFP36L2,1324,3868,2544,2544,2544
TRIM36_2187.44,TRIM36,1210,2887,1677,1677,1677
CBLL1_1473.28,CBLL1,497,793,296,296,296
KDM4C_e6_50.1,KDM4C,581,1427,846,846,846
GFI1_E5_138.9,GFI1,535,1389,854,854,854
BCL6_BTB22128_E1_2121.1,BCL6,805,1702,897,897,897
ZEB1_E6_69.0,ZEB1,1572,3899,2327,2327,2327
ASCL1_E1_126.15,ASCL1,1410,3536,2126,2126,2126
COMMD3_588.14,COMMD3,471,986,515,515,515
PTK2B_PKc_E20_90.1,PTK2B,391,1437,1046,1046,1046
LNX2_2073.6,LNX2,710,1653,943,943,943
MID2_2208.108,MID2,1084,2855,1771,1771,1771
TFE3_E9_76.2,TFE3,2384,5635,3251,3251,3251
TRIM6-TRIM34_2529.283,TRIM6-TRIM34,1282,4231,2949,2949,2949
TRIM6_1551.198,TRIM6,1282,4231,2949,2949,2949
ZNF117_E4_915.67,ZNF117,2631,7508,4877,4877,4877
UCHL3_693.5,UCHL3,1276,2757,1481,1481,1481
RAF1_PKc_E10_103.1,RAF1,1155,3561,2406,2406,2406
RIPK2_PKc_E2_154.5,RIPK2,652,1965,1313,1313,1313
TRIM48_675.72,TRIM48,613,1157,544,544,544
TRIM13_1224.0,TRIM13,1534,4201,2667,2667,2667
UBE2T_594.9,UBE2T,769,1981,1212,1212,1212
EZH2_SANT2_E11_170.10,EZH2,952,1858,906,906,906
KLHL31_BTB63165_E1_1905.22,KLHL31,1022,2658,1636,1636,1636
AURKB_PKc_E9_156.14,AURKB,781,1339,558,558,558
RNF208_786.108,RNF208,1308,3373,2065,2065,2065
HDAC1_e6_142.2,HDAC1,1313,2893,1580,1580,1580
SNAPC4_E10_88.1,SNAPC4,2019,3492,1473,1473,1473
SNAPC4_SANT2_E10_90.2,SNAPC4,2019,3492,1473,1473,1473
RERE_SANT_E14_39.1,RERE,1034,2779,1745,1745,1745
IRF5_E3_171.10,IRF5,686,1685,999,999,999
UBE3A_2628.118,UBE3A,1081,2300,1219,1219,1219
FYN_PKc_E10_180.5,FYN,587,1255,668,668,668
KLHL28_BTB25132_E1_1716.2,KLHL28,700,1620,920,920,920
SOX8_E1_122.3,SOX8,672,1598,926,926,926
MINA_e2_254.19,MINA,1444,3384,1940,1940,1940
JADE1_ePhd_E7_93.7,JADE1,1284,3093,1809,1809,1809
TTF1_E6_130.11,TTF1,646,1139,493,493,493
HIPK3_PKc_E2_512.3,HIPK3,636,926,290,290,290
HIPK3_PKc_E2_512.3,HIPK3,636,1287,651,651,651
HIPK3_PKc_E2_512.3,HIPK3,456,926,470,470,470
HIPK3_PKc_E2_512.3,HIPK3,456,1287,831,831,831
TRIM71_2607.365,TRIM71,349,695,346,346,346
L3MBTL4_MBT273364_E1_1872.7,L3MBTL4,1221,3220,1999,1999,1999
RELB_E4_132.15,RELB,813,2165,1352,1352,1352
PHKG2_PKc_E5_66.2,PHKG2,868,1625,757,757,757
ZSCAN30_E5_495.19,ZSCAN30,1179,2941,1762,1762,1762
ITCH_2259.41,ITCH,859,2440,1581,1581,1581
ZNF514_E5_498.37,ZNF514,1083,2566,1483,1483,1483
BAZ2B_Phd_E34_144.10,BAZ2B,574,1786,1212,1212,1212
CUL1_2331.117,CUL1,770,1367,597,597,597
KDM5C_Phd_E6_138.6,KDM5C,1159,3363,2204,2204,2204
ZNF142_E10_335.43,ZNF142,1294,3138,1844,1844,1844
MAP4K4_PKc_E2_66.5,MAP4K4,277,729,452,452,452
HIPK2_PKc_E4_120.8,HIPK2,492,1186,694,694,694
ZNF781_E4_303.19,ZNF781,3490,8975,5485,5485,5485
TRIM2_2316.75,TRIM2,492,1477,985,985,985
PSKH1_PKc_E2_672.53,PSKH1,883,2288,1405,1405,1405
ZNF26_E5_1047.89,ZNF26,1690,3826,2136,2136,2136
PBRM1_BD1_e3_98.1,PBRM1,1577,3473,1896,1896,1896
RNF31_2766.25,RNF31,1388,3728,2340,2340,2340
TUB_E13_113.10,TUB,2425,6499,4074,4074,4074
FBXO2_891.146,FBXO2,523,1395,872,872,872
SH3RF3_2649.78,SH3RF3,911,2288,1377,1377,1377
ARNT_E6_157.11,ARNT,2303,4802,2499,2499,2499
FBXO5_1206.28,FBXO5,2692,4753,2061,2061,2061
RNF8_1458.20,RNF8,881,1754,873,873,873
RNF24_510.39,RNF24,964,2264,1300,1300,1300
SGK2_PKc_E7_37.1,SGK2,587,997,410,410,410
MIB2_3213.374,MIB2,1069,2283,1214,1214,1214
FBXO30_6,FBXO30,1359,3376,2017,2017,2017
ZNF440_E4_750.59,ZNF440,1731,4408,2677,2677,2677
MBTPS2_1560.29,MBTPS2,2039,2804,765,765,765
PRDM8_E10_66.0,PRDM8,1154,3362,2208,2208,2208
ZNF112_E5_1077.56,ZNF112,537,1333,796,796,796
CSNK1G3_PKc_E5_149.1,CSNK1G3,341,946,605,605,605
ETV4_E11_111.7,ETV4,690,1503,813,813,813
PKN2_PKc_E14_42,PKN2,1760,4256,2496,2496,2496
ZNF544_E7_1068.24,ZNF544,3243,7557,4314,4314,4314
PDK4_PKc_E3_72.2,PDK4,378,730,352,352,352
DLX5_E2_129.7,DLX5,837,1974,1137,1137,1137
ZNF526_E3_963.44,ZNF526,947,2482,1535,1535,1535
MAF_E1_258.18,MAF,1244,2689,1445,1445,1445
ZNF222_E4_483.29,ZNF222,2055,5983,3928,3928,3928
SPG7_2388.172,SPG7,1306,2968,1662,1662,1662
SIX2_E1_156.10,SIX2,278,436,158,158,158
HELT_E2_105.5,HELT,759,2118,1359,1359,1359
CDK3_PKc_E5_171.11,CDK3,488,1233,745,745,745
SSRP1_E14_144.3,SSRP1,2063,3846,1783,1783,1783
EGR4_E2_162.4,EGR4,1862,4021,2159,2159,2159
SP2_E6_169.8,SP2,1661,3876,2215,2215,2215
LONRF2_2265.190,LONRF2,905,2195,1290,1290,1290
MBTD1_MBT359456_E1_1887.67,MBTD1,596,1521,925,925,925
EIF2AK1_PKc_E9_328.3,EIF2AK1,841,2013,1172,1172,1172
ZIK1_E4_666.74,ZIK1,668,1483,815,815,815
KCNB2_BTB37136_E1_2736.364,KCNB2,209,675,466,466,466
DMRT2_E2_141.13,DMRT2,1725,4127,2402,2402,2402
CSNK1G3_PKc_E2_55.2,CSNK1G3,729,1790,1061,1061,1061
ZZZ3_E10_102.3,ZZZ3,3453,5995,2542,2542,2542
ZZZ3_SANT_E10_102.3,ZZZ3,3453,5995,2542,2542,2542
POU2F1_E11_63.4,POU2F1,1120,2129,1009,1009,1009
RHBDD2_672.131,RHBDD2,1694,3708,2014,2014,2014
NEK9_PKc_E3_56,NEK9,1961,5128,3167,3167,3167
ELK4_E2_159.7,ELK4,657,1756,1099,1099,1099
RFX3_E7_182.9,RFX3,719,1625,906,906,906
neg42,neg42,5172,13369,8197,8197,8197
TFRC_2283.88,TFRC,1099,2036,937,937,937
EHF_E8_188.11,EHF,606,1222,616,616,616
NTRK3_PKc_E18_42.1,NTRK3,732,2021,1289,1289,1289
BAHD1_Bah623733_E1_2343.162,BAHD1,545,903,358,358,358
ZNF214_E3_1026.67,ZNF214,1534,4185,2651,2651,2651
MYLK3_PKc_E8_142,MYLK3,1054,2343,1289,1289,1289
KALRN_PKc_E58_201.9,KALRN,568,1406,838,838,838
PSMB7_834.47,PSMB7,926,1970,1044,1044,1044
CTSG_768.118,CTSG,646,1727,1081,1081,1081
FLI1_E9_252.10,FLI1,1281,3250,1969,1969,1969
RFX1_E3_182.24,RFX1,1089,2532,1443,1443,1443
CSK_PKc_E10_74.8,CSK,779,1695,916,916,916
EZH2_SANT2_E11_170.12,EZH2,748,1491,743,743,743
ASPA_942.76,ASPA,2118,5388,3270,3270,3270
FBXW12_1395.140,FBXW12,596,1447,851,851,851
BCL6_E7_31.1,BCL6,811,2358,1547,1547,1547
MACROD1_Macro153319_E1_978.113,MACROD1,940,2238,1298,1298,1298
TRIM45_1689.270,TRIM45,692,1311,619,619,619
KLK14_804.37,KLK14,1261,2858,1597,1597,1597
ZNF713_E7_480.33,ZNF713,1165,2842,1677,1677,1677
ZNF700_E4_1239.27,ZNF700,1626,4688,3062,3062,3062
ZBTB21_BTB20120_E1_3201.33,ZBTB21,1147,2495,1348,1348,1348
PCSK7_2358.125,PCSK7,547,1277,730,730,730
ERCC6_H_e15_120.3,ERCC6,471,1250,779,779,779
TTBK1_PKc_E8_93.14,TTBK1,575,1483,908,908,908
HES4_E1_99.5,HES4,1148,3071,1923,1923,1923
RPS6KA5_PKc2_E14_192.21,RPS6KA5,583,1500,917,917,917
EPHA1_PKc_E14_207.8,EPHA1,701,1573,872,872,872
BMPR1B_PKc_E11_123.7,BMPR1B,625,1237,612,612,612
ZNF660_E3_825.19,ZNF660,226,404,178,178,178
SP9_E2_162.8,SP9,957,2209,1252,1252,1252
HELT_E2_105.13,HELT,877,1939,1062,1062,1062
SNAPC4_E12_95.2,SNAPC4,1455,2485,1030,1030,1030
TBCK_PKc_E2_73,TBCK,497,948,451,451,451
FOXG1_E1_234.16,FOXG1,982,2667,1685,1685,1685
FOXJ1_E2_138.17,FOXJ1,848,2030,1182,1182,1182
SETD5_e10_118.2,SETD5,1854,4677,2823,2823,2823
FOXJ3_E3_138.12,FOXJ3,2555,6747,4192,4192,4192
NEURL1B_1668.145,NEURL1B,278,961,683,683,683
GGT1_1710.1,GGT1,244,425,181,181,181
POU3F1_E1_174.20,POU3F1,431,1172,741,741,741
TULP3_E10_172.13,TULP3,1388,4051,2663,2663,2663
F11_1878.56,F11,1233,3295,2062,2062,2062
F2_1869.239,F2,743,2201,1458,1458,1458
ZNF483_E6_1206.71,ZNF483,832,2149,1317,1317,1317
TSSK2_PKc_E1_789.46,TSSK2,485,1246,761,761,761
PhIP_BD2_e37_80.0,PhIP,1118,2524,1406,1406,1406
MYLK4_PKc_E5_94.2,MYLK4,809,1810,1001,1001,1001
DNMT3B_ADD431550_E1_2562.291,DNMT3B,1229,3053,1824,1824,1824
ZNF345_E3_1242.62,ZNF345,243,522,279,279,279
CDKL4_PKc_E1_165.9,CDKL4,1359,3167,1808,1808,1808
HTRA4_1431.113,HTRA4,2520,6313,3793,3793,3793
AURKB_PKc_E7_149.8,AURKB,1280,3025,1745,1745,1745
SCPEP1_1359.33,SCPEP1,1312,3128,1816,1816,1816
RNF8_1458.70,RNF8,717,1416,699,699,699
TRIM22_1497.154,TRIM22,354,862,508,508,508
MTF2_Phd2_E6_26.0,MTF2,1484,4021,2537,2537,2537
GTF3A_E1_78.5,GTF3A,232,363,131,131,131
NR1H2_E5_274.14,NR1H2,316,718,402,402,402
STK32C_PKc_E4_174.15,STK32C,371,1084,713,713,713
FBXO7_1569.46,FBXO7,1585,4021,2436,2436,2436
NFIA_E10_92.6,NFIA,2502,6142,3640,3640,3640
USP17L7_1593.27,USP17L7,1098,2322,1224,1224,1224
MYBL1_SANT_E3_72.0,MYBL1,1100,2796,1696,1696,1696
KDM5D_e15_118.5,KDM5D,1268,3120,1852,1852,1852
CUL7_5349.420,CUL7,1368,3985,2617,2617,2617
USF2_E9_63.1,USF2,1329,2591,1262,1262,1262
SOCS3_678.49,SOCS3,404,835,431,431,431
FBXO34_1,FBXO34,1711,4353,2642,2642,2642
FBXO7_1569.150,FBXO7,807,2131,1324,1324,1324
ADAM19_2757.5,ADAM19,708,1784,1076,1076,1076
DOT1L_e6_95.7,DOT1L,1117,2244,1127,1127,1127
GSK3A_PKc_E5_131.14,GSK3A,274,789,515,515,515
PEX10_1041.107,PEX10,1452,3004,1552,1552,1552
MXD3_E4_115.12,MXD3,1464,3873,2409,2409,2409
HOMEZ_E2_1053.8,HOMEZ,814,2276,1462,1462,1462
TRAF3_1707.45,TRAF3,1016,1818,802,802,802
RNF146_1077.5,RNF146,1095,2775,1680,1680,1680
PRDM6_E7_131.1,PRDM6,987,2715,1728,1728,1728
RNF180_1779.42,RNF180,539,946,407,407,407
USP36_103.8,USP36,2425,5701,3276,3276,3276
NSMCE2_744.40,NSMCE2,714,1153,439,439,439
SKP2_1275.99,SKP2,690,1583,893,893,893
OSR1_E2_137.11,OSR1,455,1346,891,891,891
TBL1XR1_2,TBL1XR1,1240,2346,1106,1106,1106
ZNF286A_E6_744.18,ZNF286A,898,2524,1626,1626,1626
EGR3_E2_237.29,EGR3,1191,2596,1405,1405,1405
UNK_2433.429,UNK,702,1762,1060,1060,1060
ZNF205_E7_582.33,ZNF205,146,528,382,382,382
CAPN7_2442.6,CAPN7,1182,2602,1420,1420,1420
CHD4_Phd_E8_129.20,CHD4,417,733,316,316,316
MAP4K1_PKc_E4_65.2,MAP4K1,1233,2569,1336,1336,1336
SFMBT2_MBT276372_E1_2685.349,SFMBT2,404,947,543,543,543
GLI2_E10_120.0,GLI2,851,2416,1565,1565,1565
DNMT3B_ADD431550_E1_2562.304,DNMT3B,572,1209,637,637,637
RNF17_tudor14841531_E1_4872.22,RNF17,390,898,508,508,508
LTA4H_1836.3,LTA4H,1483,3663,2180,2180,2180
TRAF4_1413.200,TRAF4,429,1237,808,808,808
ZNF131_BTB24129_E1_1770.7,ZNF131,596,1414,818,818,818
ZBTB21_BTB20120_E1_3201.6,ZBTB21,1067,3060,1993,1993,1993
TRIM33_BD_e18_153.13,TRIM33,2012,4682,2670,2670,2670
PRSS12_2628.273,PRSS12,774,2541,1767,1767,1767
FOXC2_E1_234.16,FOXC2,1099,3682,2583,2583,2583
WHSC1L1_Phd_E15_147.1,WHSC1L1,748,2151,1403,1403,1403
ZNF813_E4_1236.86,ZNF813,2231,5151,2920,2920,2920
NEK4_PKc_E2_267.27,NEK4,646,1600,954,954,954
MEIS1_E8_63.4,MEIS1,1751,4156,2405,2405,2405
FBXO25_9,FBXO25,649,1598,949,949,949
PDPK1_PKc_E2_48.3,PDPK1,437,887,450,450,450
EEF2K_PKc_E5_38.5,EEF2K,549,1653,1104,1104,1104
TRIP12_6123.369,TRIP12,542,832,290,290,290
MNAT1_930.37,MNAT1,795,1283,488,488,488
HECW2_4719.545,HECW2,895,2405,1510,1510,1510
GSG2_PKc_E1_1371.119,GSG2,1296,3374,2078,2078,2078
USP17L22_885.36,USP17L22,2728,5364,2636,2636,2636
RAPSN_1239.180,RAPSN,760,1706,946,946,946
ZNF561_E6_897.54,ZNF561,2304,5325,3021,3021,3021
KLHL26_BTB56157_E1_1848.37,KLHL26,812,1551,739,739,739
NFE2L1_E6_204.3,NFE2L1,596,1212,616,616,616
TFAP2B_E7_217.2,TFAP2B,824,1682,858,858,858
E2F3_E3_194.3,E2F3,961,1850,889,889,889
PBRM1_BD2_e7_69.1,PBRM1,2636,5916,3280,3280,3280
PRSS54_1188.118,PRSS54,1598,3879,2281,2281,2281
PBRM1_Bah11301248_E1_4749.15,PBRM1,1483,3646,2163,2163,2163
ZNF70_E2_915.59,ZNF70,921,2422,1501,1501,1501
CHD8_Chromo_E7_56.0,CHD8,694,1745,1051,1051,1051
