sgRNA,Gene,DLD1_Ctrl_3_D0,DLD1_Ctrl_3_D10
ASB2_1908.182,ASB2,1784,1661
ASB2_1908.132,ASB2,1573,1500
ASB2_1908.148,ASB2,826,734
ASB2_1908.147,ASB2,535,417
ASB2_1908.136,ASB2,546,458
ASB2_1908.137,ASB2,1302,1215
ASB3_1557.138,ASB3,1088,810
ASB3_1557.13,ASB3,1479,1428
ASB3_1557.22,ASB3,1,1
ASB3_1557.129,ASB3,911,771
ASB3_1557.35,ASB3,1212,796
ASB3_1557.120,ASB3,929,854
ASB3_1557.116,ASB3,1662,1283
ASB3_1557.56,ASB3,487,322
ASB3_1557.104,ASB3,728,965
ASB3_1557.93,ASB3,356,425
ASB3_1557.91,ASB3,386,255
ASB3_1557.77,ASB3,1492,1920
ASB3_1557.88,ASB3,1438,1352
ASB3_1557.79,ASB3,1377,1377
ASB3_1557.85,ASB3,802,992
ASB3_1557.80,ASB3,1441,1624
ASB4_1281.152,ASB4,798,1026
ASB4_1281.148,ASB4,1364,1343
ASB4_1281.145,ASB4,1613,1401
ASB4_1281.143,ASB4,1126,1096
ASB4_1281.135,ASB4,842,834
ASB4_1281.39,ASB4,656,674
ASB4_1281.126,ASB4,447,378
ASB4_1281.120,ASB4,632,823
ASB4_1281.107,ASB4,804,656
ASB4_1281.54,ASB4,872,728
ASB4_1281.77,ASB4,1078,1108
ASB4_1281.76,ASB4,719,722
ASB4_1281.72,ASB4,988,1362
ASB4_1281.71,ASB4,782,1077
ASB4_1281.68,ASB4,565,665
ASB5_990.82,ASB5,1090,1258
ASB5_990.14,ASB5,930,854
ASB5_990.72,ASB5,1175,1561
ASB5_990.64,ASB5,779,760
ASB5_990.56,ASB5,729,819
ASB5_990.54,ASB5,1125,1256
ASB5_990.49,ASB5,1139,960
ASB5_990.47,ASB5,810,1025
ASB5_990.38,ASB5,699,680
ASB5_990.44,ASB5,1807,1889
ASB5_990.42,ASB5,349,349
ASB5_990.40,ASB5,684,862
ASB6_1266.217,ASB6,733,424
ASB6_1266.26,ASB6,463,414
ASB6_1266.31,ASB6,639,566
ASB6_1266.39,ASB6,589,392
ASB6_1266.193,ASB6,480,378
ASB6_1266.179,ASB6,200,139
ASB6_1266.64,ASB6,633,439
ASB6_1266.170,ASB6,982,835
ASB6_1266.160,ASB6,846,774
ASB6_1266.150,ASB6,774,599
ASB6_1266.118,ASB6,1027,1070
ASB6_1266.115,ASB6,179,157
ASB6_1266.113,ASB6,671,545
ASB6_1266.95,ASB6,1014,936
ASB6_1266.96,ASB6,1769,1728
ASB6_1266.109,ASB6,1430,938
ASB6_1266.105,ASB6,1371,1282
ASB7_957.103,ASB7,1706,2110
ASB7_957.11,ASB7,186,231
ASB7_957.97,ASB7,583,592
ASB7_957.90,ASB7,1215,1680
ASB7_957.30,ASB7,663,750
ASB7_957.35,ASB7,661,918
ASB7_957.76,ASB7,942,1126
ASB7_957.38,ASB7,1802,2270
ASB7_957.69,ASB7,2165,2572
ASB7_957.62,ASB7,498,553
ASB7_957.61,ASB7,702,968
ASB7_957.59,ASB7,788,1309
ASB7_957.58,ASB7,1430,1725
ASB7_957.55,ASB7,1611,1706
ASB7_957.56,ASB7,1561,1799
ASB8_867.102,ASB8,1143,956
ASB8_867.98,ASB8,1401,1565
ASB8_867.93,ASB8,2781,2961
ASB8_867.22,ASB8,1898,2000
ASB8_867.27,ASB8,144,192
ASB8_867.30,ASB8,1562,1871
ASB8_867.35,ASB8,855,820
ASB8_867.50,ASB8,553,774
ASB8_867.63,ASB8,528,364
ASB8_867.61,ASB8,909,906
ASB8_867.53,ASB8,951,751
ASB8_867.58,ASB8,1675,1195
ASB9_885.112,ASB9,1219,1172
ASB9_885.28,ASB9,626,935
ASB9_885.39,ASB9,1399,1451
ASB9_885.41,ASB9,983,1093
ASB9_885.74,ASB9,1757,2078
ASB9_885.63,ASB9,1174,1073
ASB9_885.71,ASB9,1549,1748
ASB9_885.64,ASB9,792,837
ASB9_885.68,ASB9,1024,1043
CISH_828.30,CISH,772,952
CISH_828.111,CISH,347,261
CISH_828.32,CISH,985,1229
CISH_828.103,CISH,712,540
CISH_828.34,CISH,989,1079
CISH_828.94,CISH,555,456
CISH_828.60,CISH,728,647
CISH_828.43,CISH,451,502
CISH_828.44,CISH,1437,1371
CISH_828.57,CISH,924,785
CISH_828.56,CISH,1336,949
CISH_828.52,CISH,613,615
ELOB_1,ELOB,809,46
ELOB_2,ELOB,246,117
ELOB_3,ELOB,967,1425
ELOB_4,ELOB,1035,81
ELOB_5,ELOB,585,772
ELOB_6,ELOB,315,145
ELOC_1,ELOC,668,906
ELOC_2,ELOC,447,405
ELOC_3,ELOC,1564,1592
ELOC_4,ELOC,708,175
ELOC_5,ELOC,1168,50
NEURL2_858.175,NEURL2,813,861
NEURL2_858.166,NEURL2,327,307
NEURL2_858.28,NEURL2,266,259
NEURL2_858.30,NEURL2,440,399
NEURL2_858.38,NEURL2,885,789
NEURL2_858.45,NEURL2,1398,1127
NEURL2_858.111,NEURL2,945,863
NEURL2_858.101,NEURL2,588,486
NEURL2_858.91,NEURL2,947,846
NEURL2_858.84,NEURL2,186,101
NEURL2_858.69,NEURL2,1063,1074
NEURL2_858.70,NEURL2,1334,1234
NEURL2_858.72,NEURL2,607,893
NEURL2_858.73,NEURL2,230,297
NEURL2_858.74,NEURL2,2059,2241
NEURL2_858.79,NEURL2,1362,1154
NEURL2_858.78,NEURL2,1536,1602
NEURL2_858.75,NEURL2,1421,1511
NEURL2_858.76,NEURL2,821,800
RAB40A_834.134,RAB40A,488,426
RAB40A_834.133,RAB40A,448,385
RAB40A_834.12,RAB40A,558,780
RAB40A_834.14,RAB40A,615,702
RAB40A_834.56,RAB40A,1258,1202
RAB40A_834.96,RAB40A,1032,917
RAB40A_834.95,RAB40A,845,797
RAB40A_834.93,RAB40A,1550,1809
RAB40A_834.80,RAB40A,551,627
RAB40AL_837.136,RAB40AL,714,824
RAB40AL_837.11,RAB40AL,1149,1052
RAB40AL_837.12,RAB40AL,471,524
RAB40AL_837.14,RAB40AL,874,1046
RAB40AL_837.56,RAB40AL,480,360
RAB40AL_837.58,RAB40AL,423,497
RAB40B_837.159,RAB40B,477,334
RAB40B_837.21,RAB40B,122,109
RAB40B_837.141,RAB40B,1142,833
RAB40B_837.40,RAB40B,738,435
RAB40B_837.131,RAB40B,819,732
RAB40B_837.119,RAB40B,923,574
RAB40B_837.63,RAB40B,494,383
RAB40B_837.116,RAB40B,329,270
RAB40B_837.115,RAB40B,237,168
RAB40B_837.66,RAB40B,362,343
RAB40B_837.114,RAB40B,944,812
RAB40B_837.68,RAB40B,362,253
RAB40B_837.100,RAB40B,421,258
RAB40B_837.91,RAB40B,774,554
RAB40C_846.149,RAB40C,255,255
RAB40C_846.146,RAB40C,860,842
RAB40C_846.32,RAB40C,1377,1047
RAB40C_846.34,RAB40C,535,521
RAB40C_846.39,RAB40C,100,57
RAB40C_846.41,RAB40C,247,163
RAB40C_846.127,RAB40C,171,133
RAB40C_846.119,RAB40C,1561,1195
RAB40C_846.117,RAB40C,350,359
RAB40C_846.111,RAB40C,336,353
RAB40C_846.109,RAB40C,727,387
RAB40C_846.107,RAB40C,358,336
RAB40C_846.105,RAB40C,899,759
RAB40C_846.103,RAB40C,387,284
RAB40C_846.101,RAB40C,495,588
RAB40C_846.60,RAB40C,284,209
RAB40C_846.88,RAB40C,622,511
RAB40C_846.78,RAB40C,239,260
SOCS1_636.8,SOCS1,330,489
SOCS1_636.89,SOCS1,320,361
SOCS1_636.18,SOCS1,209,181
SOCS1_636.80,SOCS1,99,48
SOCS1_636.75,SOCS1,352,340
SOCS1_636.68,SOCS1,445,499
SOCS1_636.35,SOCS1,133,87
SOCS1_636.39,SOCS1,306,358
SOCS1_636.56,SOCS1,623,480
SOCS1_636.54,SOCS1,296,249
SOCS1_636.50,SOCS1,589,621
SOCS1_636.47,SOCS1,865,793
SOCS2_597.71,SOCS2,817,964
SOCS2_597.68,SOCS2,1534,1533
SOCS2_597.66,SOCS2,712,532
SOCS2_597.34,SOCS2,1056,925
SOCS2_597.65,SOCS2,1588,1376
SOCS2_597.36,SOCS2,1587,1542
SOCS2_597.39,SOCS2,1183,1241
SOCS2_597.53,SOCS2,230,388
SOCS2_597.43,SOCS2,2721,2272
SOCS2_597.44,SOCS2,554,440
SOCS2_597.45,SOCS2,770,728
SOCS3_678.7,SOCS3,1567,1241
SOCS3_678.118,SOCS3,525,459
SOCS3_678.113,SOCS3,317,270
SOCS3_678.108,SOCS3,271,206
SOCS3_678.20,SOCS3,1097,951
SOCS3_678.21,SOCS3,636,722
SOCS3_678.53,SOCS3,1820,1437
SOCS3_678.34,SOCS3,792,778
SOCS3_678.51,SOCS3,436,440
SOCS3_678.49,SOCS3,413,284
SOCS3_678.47,SOCS3,818,668
SOCS3_678.40,SOCS3,248,220
SOCS3_678.41,SOCS3,189,177
SOCS3_678.102,SOCS3,318,251
SOCS4_1323.7,SOCS4,1035,1032
SOCS4_1323.9,SOCS4,1302,989
SOCS4_1323.10,SOCS4,1698,1141
SOCS4_1323.12,SOCS4,316,401
SOCS4_1323.14,SOCS4,1077,752
SOCS4_1323.106,SOCS4,1401,1429
SOCS4_1323.36,SOCS4,1608,1355
SOCS4_1323.41,SOCS4,1177,1270
SOCS4_1323.44,SOCS4,1957,1623
SOCS4_1323.70,SOCS4,1074,964
SOCS4_1323.48,SOCS4,1043,1120
SOCS4_1323.58,SOCS4,1987,2344
SOCS4_1323.50,SOCS4,1,1
SOCS4_1323.52,SOCS4,1749,1220
SOCS5_1611.27,SOCS5,276,189
SOCS5_1611.29,SOCS5,1526,1103
SOCS5_1611.109,SOCS5,1193,1475
SOCS5_1611.100,SOCS5,607,562
SOCS5_1611.94,SOCS5,980,792
SOCS5_1611.87,SOCS5,1012,1410
SOCS5_1611.83,SOCS5,745,497
SOCS5_1611.70,SOCS5,1028,1453
SOCS6_1608.81,SOCS6,979,1336
SOCS6_1608.118,SOCS6,1205,1365
SOCS6_1608.85,SOCS6,1451,1631
SOCS6_1608.86,SOCS6,485,502
SOCS6_1608.113,SOCS6,692,794
SOCS6_1608.102,SOCS6,652,761
SOCS7_1746.61,SOCS7,619,741
SOCS7_1746.306,SOCS7,570,600
SOCS7_1746.82,SOCS7,236,173
SOCS7_1746.89,SOCS7,420,412
SOCS7_1746.97,SOCS7,514,380
SOCS7_1746.105,SOCS7,347,154
SOCS7_1746.119,SOCS7,1293,1197
SOCS7_1746.241,SOCS7,984,1055
SOCS7_1746.219,SOCS7,434,417
SOCS7_1746.203,SOCS7,1792,1490
SOCS7_1746.199,SOCS7,512,516
SOCS7_1746.193,SOCS7,1049,823
SOCS7_1746.186,SOCS7,725,768
SOCS7_1746.173,SOCS7,511,537
SOCS7_1746.171,SOCS7,553,638
SOCS7_1746.155,SOCS7,1078,1017
SOCS7_1746.165,SOCS7,713,874
SOCS7_1746.164,SOCS7,1521,1483
SOCS7_1746.157,SOCS7,1690,1479
SPSB1_822.17,SPSB1,946,979
SPSB1_822.25,SPSB1,681,543
SPSB1_822.34,SPSB1,100,97
SPSB1_822.42,SPSB1,1150,1259
SPSB1_822.54,SPSB1,1348,1279
SPSB1_822.113,SPSB1,678,478
SPSB1_822.60,SPSB1,951,1050
SPSB1_822.72,SPSB1,452,470
SPSB1_822.76,SPSB1,451,477
SPSB1_822.77,SPSB1,317,438
SPSB1_822.79,SPSB1,643,943
SPSB1_822.94,SPSB1,711,641
SPSB1_822.87,SPSB1,1,1
SPSB1_822.101,SPSB1,402,430
SPSB2_792.16,SPSB2,1265,1098
SPSB2_792.30,SPSB2,583,565
SPSB2_792.43,SPSB2,552,387
SPSB2_792.148,SPSB2,878,503
SPSB2_792.53,SPSB2,514,434
SPSB2_792.64,SPSB2,669,522
SPSB2_792.72,SPSB2,396,285
SPSB2_792.83,SPSB2,728,413
SPSB2_792.92,SPSB2,992,712
SPSB2_792.124,SPSB2,311,347
SPSB2_792.120,SPSB2,724,879
SPSB2_792.118,SPSB2,477,503
SPSB2_792.116,SPSB2,483,318
SPSB2_792.107,SPSB2,962,859
SPSB3_1068.30,SPSB3,993,910
SPSB3_1068.38,SPSB3,180,25
SPSB3_1068.164,SPSB3,111,36
SPSB3_1068.159,SPSB3,993,518
SPSB3_1068.153,SPSB3,781,797
SPSB3_1068.148,SPSB3,1072,794
SPSB3_1068.144,SPSB3,1181,938
SPSB3_1068.81,SPSB3,542,493
SPSB3_1068.132,SPSB3,591,468
SPSB3_1068.126,SPSB3,458,412
SPSB3_1068.84,SPSB3,747,325
SPSB3_1068.124,SPSB3,48,16
SPSB3_1068.87,SPSB3,229,192
SPSB3_1068.89,SPSB3,374,281
SPSB3_1068.122,SPSB3,485,340
SPSB3_1068.91,SPSB3,42,54
SPSB3_1068.120,SPSB3,1497,1213
SPSB3_1068.92,SPSB3,657,521
SPSB4_822.164,SPSB4,991,1038
SPSB4_822.156,SPSB4,102,136
SPSB4_822.147,SPSB4,452,371
SPSB4_822.46,SPSB4,43,86
SPSB4_822.133,SPSB4,268,285
SPSB4_822.121,SPSB4,222,207
SPSB4_822.73,SPSB4,1229,1340
SPSB4_822.79,SPSB4,357,359
SPSB4_822.103,SPSB4,696,656
SPSB4_822.102,SPSB4,595,468
SPSB4_822.85,SPSB4,578,451
SPSB4_822.98,SPSB4,287,409
SPSB4_822.95,SPSB4,468,315
SPSB4_822.33,SPSB4,113,124
TULP4_4632.33,TULP4,554,393
TULP4_4632.38,TULP4,886,793
TULP4_4632.49,TULP4,1566,1372
TULP4_4632.889,TULP4,1372,1517
TULP4_4632.58,TULP4,874,1079
TULP4_4632.64,TULP4,204,183
TULP4_4632.884,TULP4,279,344
TULP4_4632.836,TULP4,542,574
TULP4_4632.835,TULP4,937,973
TULP4_4632.115,TULP4,849,836
TULP4_4632.374,TULP4,829,800
TULP4_4632.344,TULP4,512,500
TULP4_4632.365,TULP4,1745,1781
TULP4_4632.355,TULP4,1391,1330
TULP4_4632.356,TULP4,1277,1203
WSB1_1266.6,WSB1,1288,1501
WSB1_1266.110,WSB1,1137,1213
WSB1_1266.19,WSB1,1228,1399
WSB1_1266.26,WSB1,697,833
WSB1_1266.36,WSB1,640,713
WSB1_1266.98,WSB1,612,627
WSB1_1266.44,WSB1,703,802
WSB1_1266.93,WSB1,663,680
WSB1_1266.89,WSB1,1517,1168
WSB1_1266.68,WSB1,778,801
WSB1_1266.78,WSB1,921,1000
WSB1_1266.77,WSB1,731,655
WSB1_1266.75,WSB1,853,1065
WSB1_1266.70,WSB1,1204,1037
WSB2_1266.188,WSB2,355,410
WSB2_1266.186,WSB2,1366,1347
WSB2_1266.181,WSB2,706,758
WSB2_1266.30,WSB2,746,547
WSB2_1266.37,WSB2,17,25
WSB2_1266.166,WSB2,1013,950
WSB2_1266.160,WSB2,944,826
WSB2_1266.156,WSB2,1531,1380
WSB2_1266.61,WSB2,465,522
WSB2_1266.67,WSB2,1551,1421
WSB2_1266.138,WSB2,651,521
WSB2_1266.77,WSB2,1765,1954
WSB2_1266.122,WSB2,899,788
WSB2_1266.115,WSB2,1461,1345
WSB2_1266.111,WSB2,620,645
WSB2_1266.95,WSB2,1101,1241
WSB2_1266.106,WSB2,236,149
WSB2_1266.104,WSB2,685,762
WSB2_1266.103,WSB2,1248,1397
WSB2_1266.102,WSB2,691,593
WSB2_1266.101,WSB2,310,342
AMBRA1_3906.701,AMBRA1,879,1134
AMBRA1_3906.700,AMBRA1,1298,1209
AMBRA1_3906.692,AMBRA1,1827,1887
AMBRA1_3906.26,AMBRA1,631,514
AMBRA1_3906.689,AMBRA1,840,518
AMBRA1_3906.33,AMBRA1,1143,852
AMBRA1_3906.679,AMBRA1,580,575
AMBRA1_3906.673,AMBRA1,504,441
AMBRA1_3906.48,AMBRA1,507,450
AMBRA1_3906.53,AMBRA1,931,926
BRWD1_6963.40,BRWD1,1146,797
BRWD1_6963.49,BRWD1,905,741
BRWD1_6963.521,BRWD1,1392,1103
BRWD1_6963.515,BRWD1,1559,1224
BRWD1_6963.508,BRWD1,575,637
BRWD1_6963.74,BRWD1,715,606
BRWD1_6963.500,BRWD1,1118,884
BRWD1_6963.91,BRWD1,1307,978
BRWD1_6963.102,BRWD1,1646,1306
BRWD1_6963.186,BRWD1,1660,1228
BRWD1_6963.423,BRWD1,2093,1838
BRWD1_6963.419,BRWD1,1454,1494
BRWD1_6963.201,BRWD1,937,1229
BRWD1_6963.204,BRWD1,3061,2678
BRWD1_6963.406,BRWD1,910,524
DCAF1_1,DCAF1,376,80
DCAF1_2,DCAF1,848,151
DCAF1_3,DCAF1,1270,247
DCAF1_4,DCAF1,937,373
DCAF1_5,DCAF1,319,8
DCAF1_6,DCAF1,508,72
DCAF1_7,DCAF1,853,870
DCAF1_8,DCAF1,1363,1
DCAF1_9,DCAF1,613,204
DCAF1_10,DCAF1,2101,48
DCAF1_11,DCAF1,1189,115
DCAF1_12,DCAF1,1078,756
DCAF1_13,DCAF1,507,120
DCAF1_14,DCAF1,1718,134
DCAF1_15,DCAF1,1163,42
DCAF1_16,DCAF1,771,41
DCAF1_17,DCAF1,1083,143
DCAF1_18,DCAF1,640,65
DCAF1_19,DCAF1,957,23
DCAF1_20,DCAF1,1276,47
DCAF1_21,DCAF1,815,165
DCAF1_22,DCAF1,522,560
DCAF10_1680.158,DCAF10,453,316
DCAF10_1680.151,DCAF10,1413,1063
DCAF10_1680.69,DCAF10,1774,1903
DCAF10_1680.77,DCAF10,807,1093
DCAF10_1680.133,DCAF10,766,749
DCAF10_1680.88,DCAF10,977,677
DCAF10_1680.124,DCAF10,1431,1408
DCAF10_1680.120,DCAF10,647,634
DCAF10_1680.113,DCAF10,1393,1034
DCAF10_1680.111,DCAF10,1190,993
DCAF10_1680.104,DCAF10,497,453
DCAF10_1680.110,DCAF10,622,693
DCAF10_1680.108,DCAF10,1320,1090
DCAF10_1680.145,DCAF10,1846,1716
DCAF10_1680.129,DCAF10,445,241
DCAF11_1641.227,DCAF11,599,475
DCAF11_1641.62,DCAF11,488,466
DCAF11_1641.67,DCAF11,2062,1851
DCAF11_1641.212,DCAF11,509,390
DCAF11_1641.208,DCAF11,585,503
DCAF11_1641.83,DCAF11,934,686
DCAF11_1641.89,DCAF11,1410,1338
DCAF11_1641.93,DCAF11,677,447
DCAF11_1641.187,DCAF11,1025,544
DCAF11_1641.183,DCAF11,460,481
DCAF11_1641.111,DCAF11,479,375
DCAF11_1641.119,DCAF11,555,445
DCAF11_1641.170,DCAF11,538,362
DCAF11_1641.166,DCAF11,931,661
DCAF11_1641.162,DCAF11,1571,1173
DCAF11_1641.128,DCAF11,444,395
DCAF11_1641.134,DCAF11,348,356
DCAF12_1362.165,DCAF12,1736,1221
DCAF12_1362.21,DCAF12,1786,1648
DCAF12_1362.160,DCAF12,701,641
DCAF12_1362.25,DCAF12,600,678
DCAF12_1362.151,DCAF12,1521,1022
DCAF12_1362.146,DCAF12,786,646
DCAF12_1362.38,DCAF12,2427,2228
DCAF12_1362.46,DCAF12,814,674
DCAF12_1362.49,DCAF12,1612,1512
DCAF12_1362.134,DCAF12,1686,1362
DCAF12_1362.53,DCAF12,242,266
DCAF12_1362.129,DCAF12,639,522
DCAF12_1362.63,DCAF12,685,581
DCAF12_1362.124,DCAF12,2,1
DCAF12_1362.120,DCAF12,347,301
DCAF12_1362.118,DCAF12,624,388
DCAF12L1_1392.41,DCAF12L1,839,862
DCAF12L1_1392.266,DCAF12L1,912,1065
DCAF12L1_1392.264,DCAF12L1,833,847
DCAF12L1_1392.259,DCAF12L1,732,751
DCAF12L1_1392.233,DCAF12L1,460,481
DCAF12L1_1392.228,DCAF12L1,392,431
DCAF12L1_1392.227,DCAF12L1,1511,1589
DCAF12L1_1392.81,DCAF12L1,627,645
DCAF12L1_1392.213,DCAF12L1,501,470
DCAF12L1_1392.93,DCAF12L1,704,869
DCAF12L1_1392.97,DCAF12L1,931,1031
DCAF12L1_1392.202,DCAF12L1,691,852
DCAF12L1_1392.197,DCAF12L1,588,545
DCAF12L1_1392.110,DCAF12L1,529,683
DCAF12L1_1392.187,DCAF12L1,747,790
DCAF12L1_1392.122,DCAF12L1,821,536
DCAF12L1_1392.126,DCAF12L1,884,957
DCAF12L1_1392.129,DCAF12L1,1292,1112
DCAF12L1_1392.137,DCAF12L1,485,656
DCAF13_1794.149,DCAF13,799,56
DCAF13_1794.145,DCAF13,1104,326
DCAF13_1794.52,DCAF13,813,72
DCAF13_1794.53,DCAF13,247,1
DCAF13_1794.64,DCAF13,1138,272
DCAF13_1794.86,DCAF13,1588,103
DCAF13_1794.90,DCAF13,1456,61
DCAF13_1794.92,DCAF13,1253,99
DCAF13_1794.120,DCAF13,954,1157
DCAF13_1794.116,DCAF13,1416,1987
DCAF15_1803.353,DCAF15,534,767
DCAF15_1803.343,DCAF15,1276,1891
DCAF15_1803.340,DCAF15,1217,1147
DCAF15_1803.48,DCAF15,980,1382
DCAF15_1803.326,DCAF15,1770,2191
DCAF15_1803.57,DCAF15,692,1145
DCAF15_1803.304,DCAF15,566,854
DCAF15_1803.64,DCAF15,627,994
DCAF15_1803.68,DCAF15,975,966
DCAF15_1803.281,DCAF15,1297,1823
DCAF15_1803.249,DCAF15,191,270
DCAF16_651.1,DCAF16,517,392
DCAF16_651.8,DCAF16,796,675
DCAF16_651.62,DCAF16,644,496
DCAF16_651.53,DCAF16,737,550
DCAF16_651.38,DCAF16,945,778
DCAF16_651.31,DCAF16,1112,1146
DCAF16_651.27,DCAF16,1105,1049
DCAF17_1362.12,DCAF17,1062,1054
DCAF17_1362.20,DCAF17,1535,1647
DCAF17_1362.25,DCAF17,987,1093
DCAF17_1362.103,DCAF17,1257,1528
DCAF17_1362.41,DCAF17,1892,1725
DCAF17_1362.91,DCAF17,998,705
DCAF17_1362.60,DCAF17,628,611
DCAF17_1362.69,DCAF17,1078,925
DCAF4_1488.163,DCAF4,885,498
DCAF4_1488.60,DCAF4,863,475
DCAF4_1488.151,DCAF4,1666,1259
DCAF4_1488.145,DCAF4,1,1
DCAF4_1488.81,DCAF4,1157,853
DCAF4_1488.130,DCAF4,363,177
DCAF4_1488.93,DCAF4,493,488
DCAF4_1488.101,DCAF4,590,101
DCAF5_2829.11,DCAF5,597,493
DCAF5_2829.16,DCAF5,623,385
DCAF5_2829.444,DCAF5,1213,889
DCAF5_2829.440,DCAF5,767,559
DCAF5_2829.436,DCAF5,1175,946
DCAF5_2829.38,DCAF5,1092,1347
DCAF5_2829.41,DCAF5,1037,922
DCAF5_2829.425,DCAF5,430,309
DCAF5_2829.49,DCAF5,1008,749
DCAF5_2829.51,DCAF5,1768,1448
DCAF5_2829.406,DCAF5,729,532
DCAF5_2829.397,DCAF5,459,427
DCAF5_2829.66,DCAF5,831,777
DCAF5_2829.383,DCAF5,2369,2339
DCAF5_2829.80,DCAF5,935,826
DCAF5_2829.375,DCAF5,877,682
DCAF5_2829.371,DCAF5,1339,1222
DCAF6_2856.254,DCAF6,3195,2884
DCAF6_2856.250,DCAF6,1470,1585
DCAF6_2856.21,DCAF6,2180,2635
DCAF6_2856.25,DCAF6,951,917
DCAF6_2856.235,DCAF6,2147,2459
DCAF6_2856.232,DCAF6,1348,1472
DCAF6_2856.115,DCAF6,998,1268
DCAF6_2856.149,DCAF6,900,1092
DCAF6_2856.148,DCAF6,571,691
DCAF6_2856.143,DCAF6,1163,952
DCAF7_1029.1,DCAF7,900,223
DCAF7_1029.149,DCAF7,654,208
DCAF7_1029.145,DCAF7,1035,313
DCAF7_1029.139,DCAF7,965,448
DCAF7_1029.16,DCAF7,951,282
DCAF7_1029.127,DCAF7,1811,503
DCAF7_1029.36,DCAF7,547,165
DCAF7_1029.48,DCAF7,897,223
DCAF7_1029.117,DCAF7,1292,279
DCAF7_1029.53,DCAF7,845,336
DCAF7_1029.99,DCAF7,706,325
DCAF7_1029.69,DCAF7,1109,449
DCAF7_1029.85,DCAF7,815,369
DCAF7_1029.79,DCAF7,716,225
DCAF8_1794.254,DCAF8,939,930
DCAF8_1794.30,DCAF8,1,1
DCAF8_1794.223,DCAF8,442,316
DCAF8_1794.58,DCAF8,668,662
DCAF8_1794.67,DCAF8,384,371
DCAF8_1794.210,DCAF8,1113,984
DCAF8_1794.75,DCAF8,1261,1190
DCAF8_1794.203,DCAF8,996,704
DCAF8_1794.199,DCAF8,394,185
DCAF8_1794.87,DCAF8,1160,1067
DCAF8_1794.186,DCAF8,1,1
DCAF8_1794.97,DCAF8,1232,976
DCAF8_1794.176,DCAF8,1566,1280
DCAF8_1794.171,DCAF8,828,654
DCAF8_1794.164,DCAF8,1375,1151
DCAF8_1794.160,DCAF8,1165,1001
DDA1_309.30,DDA1,219,158
DDA1_309.22,DDA1,883,1074
DDB1_3423.484,DDB1,478,51
DDB1_3423.475,DDB1,583,674
DDB1_3423.15,DDB1,680,12
DDB1_3423.28,DDB1,935,222
DDB1_3423.443,DDB1,1017,872
DDB1_3423.56,DDB1,26,2
DDB1_3423.72,DDB1,836,35
DDB1_3423.84,DDB1,1094,510
DDB1_3423.397,DDB1,1226,68
DDB1_3423.391,DDB1,1265,287
DDB1_3423.375,DDB1,870,30
DDB1_3423.153,DDB1,1071,94
DDB1_3423.345,DDB1,938,35
DDB1_3423.328,DDB1,1023,217
DDB1_3423.305,DDB1,1547,235
DDB1_3423.301,DDB1,1402,38
DDB1_3423.288,DDB1,1394,94
DDB1_3423.276,DDB1,745,50
DDB1_3423.244,DDB1,1124,169
DDB1_3423.249,DDB1,1125,6
DDB1_3423.254,DDB1,540,27
DDB1_3423.257,DDB1,1021,30
DTL_2193.6,DTL,1476,673
DTL_2193.246,DTL,2233,48
DTL_2193.14,DTL,968,1136
DTL_2193.240,DTL,559,320
DTL_2193.30,DTL,1341,32
DTL_2193.229,DTL,1006,241
DTL_2193.225,DTL,985,213
DTL_2193.221,DTL,685,55
DTL_2193.216,DTL,889,380
DTL_2193.56,DTL,605,152
DTL_2193.61,DTL,770,153
DTL_2193.67,DTL,1254,334
PHIP_5466.33,PHIP,567,702
PHIP_5466.43,PHIP,705,624
PHIP_5466.50,PHIP,1102,1250
PHIP_5466.447,PHIP,1131,1225
PHIP_5466.70,PHIP,995,923
PHIP_5466.76,PHIP,1037,982
PHIP_5466.438,PHIP,302,322
PHIP_5466.435,PHIP,1980,1957
PHIP_5466.383,PHIP,682,657
PHIP_5466.375,PHIP,658,537
PHIP_5466.365,PHIP,2030,2230
PHIP_5466.355,PHIP,1771,1721
PHIP_5466.190,PHIP,2407,1225
PHIP_5466.337,PHIP,1845,2060
PHIP_5466.210,PHIP,1783,1841
PHIP_5466.213,PHIP,3073,3132
WDTC1_2034.330,WDTC1,1310,1196
WDTC1_2034.325,WDTC1,342,346
WDTC1_2034.28,WDTC1,1182,1105
WDTC1_2034.312,WDTC1,1393,1269
WDTC1_2034.303,WDTC1,725,542
WDTC1_2034.46,WDTC1,1356,1004
WDTC1_2034.285,WDTC1,661,506
WDTC1_2034.63,WDTC1,1161,877
WDTC1_2034.73,WDTC1,748,635
WDTC1_2034.241,WDTC1,933,987
WDTC1_2034.96,WDTC1,1612,1302
WDTC1_2034.99,WDTC1,928,690
WDTC1_2034.103,WDTC1,605,465
WDTC1_2034.125,WDTC1,772,805
WDTC1_2034.193,WDTC1,712,582
WDTC1_2034.189,WDTC1,1433,1279
WDTC1_2034.181,WDTC1,880,513
WDTC1_2034.139,WDTC1,580,651
ANAPC1_1,ANAPC1,841,962
ANAPC1_2,ANAPC1,915,1259
ANAPC1_3,ANAPC1,1802,1865
ANAPC1_4,ANAPC1,2765,1946
ANAPC1_5,ANAPC1,597,37
ANAPC1_6,ANAPC1,521,638
ANAPC1_7,ANAPC1,1152,1445
