sgRNA,Gene,DLD1_Ctrl_3_D0,DLD1_Ctrl_3_D10
KCNA1_BTB39130_E1_1488.211,KCNA1,991,921
KCNA1_BTB39130_E1_1488.26,KCNA1,582,666
KCNA10_BTB88179_E1_1536.204,KCNA10,588,555
KCNA10_BTB88179_E1_1536.21,KCNA10,210,145
KCNA10_BTB88179_E1_1536.216,KCNA10,650,573
KCNA10_BTB88179_E1_1536.29,KCNA10,592,639
KCNA10_BTB88179_E1_1536.3,KCNA10,689,596
KCNA10_BTB88179_E1_1536.41,KCNA10,432,515
KCNA2_BTB35126_E1_1500.14,KCNA2,1252,1197
KCNA2_BTB35126_E1_1500.15,KCNA2,994,1120
KCNA2_BTB35126_E1_1500.16,KCNA2,1056,955
KCNA2_BTB35126_E1_1500.192,KCNA2,1045,766
KCNA2_BTB35126_E1_1500.2,KCNA2,1203,738
KCNA2_BTB35126_E1_1500.202,KCNA2,732,706
KCNA3_BTB106197_E1_1728.25,KCNA3,542,590
KCNA3_BTB106197_E1_1728.252,KCNA3,256,303
KCNA3_BTB106197_E1_1728.264,KCNA3,550,708
KCNA3_BTB106197_E1_1728.266,KCNA3,413,375
KCNA3_BTB106197_E1_1728.43,KCNA3,533,105
KCNA3_BTB106197_E1_1728.52,KCNA3,804,823
KCNA4_BTB178269_E1_1962.244,KCNA4,562,594
KCNA4_BTB178269_E1_1962.258,KCNA4,963,1175
KCNA4_BTB178269_E1_1962.266,KCNA4,993,832
KCNA4_BTB178269_E1_1962.63,KCNA4,421,447
KCNA4_BTB178269_E1_1962.71,KCNA4,814,702
KCNA4_BTB178269_E1_1962.74,KCNA4,458,438
KCNA5_BTB122213_E1_1842.349,KCNA5,1498,1651
KCNA5_BTB122213_E1_1842.35,KCNA5,423,452
KCNA5_BTB122213_E1_1842.351,KCNA5,1195,573
KCNA5_BTB122213_E1_1842.356,KCNA5,720,547
KCNA5_BTB122213_E1_1842.364,KCNA5,582,546
KCNA5_BTB122213_E1_1842.72,KCNA5,649,583
KCNA6_BTB43134_E1_1590.28,KCNA6,880,845
KCNA6_BTB43134_E1_1590.318,KCNA6,775,712
KCNA6_BTB43134_E1_1590.321,KCNA6,493,529
KCNA6_BTB43134_E1_1590.322,KCNA6,444,466
KCNA6_BTB43134_E1_1590.324,KCNA6,451,433
KCNA6_BTB43134_E1_1590.34,KCNA6,1064,1228
KCNB1_BTB33132_E1_2577.14,KCNB1,1029,1086
KCNB1_BTB33132_E1_2577.19,KCNB1,525,554
KCNB1_BTB33132_E1_2577.27,KCNB1,830,899
KCNB1_BTB33132_E1_2577.28,KCNB1,420,401
KCNB1_BTB33132_E1_2577.391,KCNB1,851,672
KCNB1_BTB33132_E1_2577.8,KCNB1,818,915
KCNB2_BTB37136_E1_2736.23,KCNB2,761,983
KCNB2_BTB37136_E1_2736.3,KCNB2,841,974
KCNB2_BTB37136_E1_2736.361,KCNB2,1072,1127
KCNB2_BTB37136_E1_2736.364,KCNB2,343,298
KCNB2_BTB37136_E1_2736.366,KCNB2,1432,1429
KCNB2_BTB37136_E1_2736.367,KCNB2,1094,1366
KCNC1_BTB10104_E1_1758.13,KCNC1,959,930
KCNC1_BTB10104_E1_1758.2,KCNC1,725,759
KCNC1_BTB10104_E1_1758.27,KCNC1,698,636
KCNC1_BTB10104_E1_1758.277,KCNC1,656,568
KCNC1_BTB10104_E1_1758.282,KCNC1,1344,1154
KCNC1_BTB10104_E1_1758.293,KCNC1,548,553
KCNC2_BTB10151_E1_1917.248,KCNC2,448,271
KCNC2_BTB10151_E1_1917.251,KCNC2,852,893
KCNC2_BTB10151_E1_1917.274,KCNC2,813,882
KCNC2_BTB10151_E1_1917.291,KCNC2,709,632
KCNC2_BTB10151_E1_1917.293,KCNC2,855,1016
KCNC2_BTB10151_E1_1917.32,KCNC2,668,292
KCNC3_BTB90184_E1_2274.47,KCNC3,892,628
KCNC3_BTB90184_E1_2274.495,KCNC3,521,569
KCNC3_BTB90184_E1_2274.498,KCNC3,507,442
KCNC3_BTB90184_E1_2274.5,KCNC3,572,358
KCNC3_BTB90184_E1_2274.508,KCNC3,1082,913
KCNC3_BTB90184_E1_2274.61,KCNC3,799,675
KCNC4_BTB38143_E1_1908.23,KCNC4,529,405
KCNC4_BTB38143_E1_1908.344,KCNC4,708,730
KCNC4_BTB38143_E1_1908.349,KCNC4,384,320
KCNC4_BTB38143_E1_1908.351,KCNC4,630,454
KCNC4_BTB38143_E1_1908.354,KCNC4,798,1134
KCNC4_BTB38143_E1_1908.366,KCNC4,511,295
KCND1_BTB42131_E1_1944.19,KCND1,467,340
KCND1_BTB42131_E1_1944.2,KCND1,852,878
KCND1_BTB42131_E1_1944.29,KCND1,1002,1146
KCND1_BTB42131_E1_1944.307,KCND1,567,537
KCND1_BTB42131_E1_1944.308,KCND1,831,709
KCND1_BTB42131_E1_1944.35,KCND1,1140,1101
KCND2_BTB43132_E1_1893.17,KCND2,411,377
KCND2_BTB43132_E1_1893.208,KCND2,753,783
KCND2_BTB43132_E1_1893.21,KCND2,404,480
KCND2_BTB43132_E1_1893.212,KCND2,1118,1205
KCND2_BTB43132_E1_1893.226,KCND2,970,1009
KCND2_BTB43132_E1_1893.24,KCND2,313,339
KCND3_BTB42131_E1_1968.296,KCND3,404,426
KCND3_BTB42131_E1_1968.298,KCND3,542,432
KCND3_BTB42131_E1_1968.3,KCND3,1163,995
KCND3_BTB42131_E1_1968.306,KCND3,624,442
KCND3_BTB42131_E1_1968.307,KCND3,695,535
KCND3_BTB42131_E1_1968.31,KCND3,1422,1524
KCNG1_BTB65164_E1_1542.14,KCNG1,342,286
KCNG1_BTB65164_E1_1542.18,KCNG1,652,934
KCNG1_BTB65164_E1_1542.24,KCNG1,1143,976
KCNG1_BTB65164_E1_1542.246,KCNG1,799,815
KCNG1_BTB65164_E1_1542.252,KCNG1,637,695
KCNG1_BTB65164_E1_1542.261,KCNG1,621,745
KCNG2_BTB19112_E1_1401.17,KCNG2,580,623
KCNG2_BTB19112_E1_1401.249,KCNG2,591,611
KCNG2_BTB19112_E1_1401.252,KCNG2,476,646
KCNG2_BTB19112_E1_1401.26,KCNG2,440,470
KCNG2_BTB19112_E1_1401.28,KCNG2,607,538
KCNG2_BTB19112_E1_1401.9,KCNG2,1191,1117
KCNG3_BTB11111_E1_1311.15,KCNG3,1367,1013
KCNG3_BTB11111_E1_1311.163,KCNG3,513,602
KCNG3_BTB11111_E1_1311.164,KCNG3,793,720
KCNG3_BTB11111_E1_1311.18,KCNG3,1357,1287
KCNG3_BTB11111_E1_1311.19,KCNG3,440,530
KCNG3_BTB11111_E1_1311.7,KCNG3,727,576
KCNG4_BTB61160_E1_1560.19,KCNG4,1189,1068
KCNG4_BTB61160_E1_1560.285,KCNG4,720,777
KCNG4_BTB61160_E1_1560.29,KCNG4,1519,1275
KCNG4_BTB61160_E1_1560.33,KCNG4,819,969
KCNG4_BTB61160_E1_1560.34,KCNG4,1350,1353
KCNG4_BTB61160_E1_1560.5,KCNG4,522,515
KCNRG_BTB795_E1_819.1,KCNRG,792,791
KCNRG_BTB795_E1_819.12,KCNRG,996,1053
KCNRG_BTB795_E1_819.4,KCNRG,1056,1146
KCNRG_BTB795_E1_819.6,KCNRG,845,778
KCNRG_BTB795_E1_819.7,KCNRG,1269,1373
KCNRG_BTB795_E1_819.71,KCNRG,665,681
KCNS1_BTB52151_E1_1581.15,KCNS1,316,239
KCNS1_BTB52151_E1_1581.2,KCNS1,123,114
KCNS1_BTB52151_E1_1581.248,KCNS1,781,575
KCNS1_BTB52151_E1_1581.32,KCNS1,638,483
KCNS1_BTB52151_E1_1581.33,KCNS1,405,369
KCNS1_BTB52151_E1_1581.37,KCNS1,497,442
KCNS2_BTB19118_E1_1434.11,KCNS2,221,208
KCNS2_BTB19118_E1_1434.15,KCNS2,782,793
KCNS2_BTB19118_E1_1434.18,KCNS2,1245,1172
KCNS2_BTB19118_E1_1434.226,KCNS2,235,251
KCNS2_BTB19118_E1_1434.228,KCNS2,957,954
KCNS2_BTB19118_E1_1434.6,KCNS2,1249,1347
KCNS3_BTB17116_E1_1476.14,KCNS3,1055,932
KCNS3_BTB17116_E1_1476.179,KCNS3,511,583
KCNS3_BTB17116_E1_1476.182,KCNS3,387,341
KCNS3_BTB17116_E1_1476.183,KCNS3,1225,1192
KCNS3_BTB17116_E1_1476.21,KCNS3,767,854
KCNS3_BTB17116_E1_1476.22,KCNS3,1088,822
KCNV1_BTB42150_E1_1503.17,KCNV1,972,917
KCNV1_BTB42150_E1_1503.175,KCNV1,325,250
KCNV1_BTB42150_E1_1503.181,KCNV1,561,643
KCNV1_BTB42150_E1_1503.198,KCNV1,726,833
KCNV1_BTB42150_E1_1503.23,KCNV1,701,748
KCNV1_BTB42150_E1_1503.29,KCNV1,554,581
KCNV2_BTB99190_E1_1638.241,KCNV2,957,828
KCNV2_BTB99190_E1_1638.251,KCNV2,158,114
KCNV2_BTB99190_E1_1638.37,KCNV2,593,494
KCNV2_BTB99190_E1_1638.41,KCNV2,1048,1281
KCNV2_BTB99190_E1_1638.42,KCNV2,616,604
KCNV2_BTB99190_E1_1638.43,KCNV2,889,900
KCTD1_BTB40132_E1_798.1,KCTD1,730,726
KCTD1_BTB40132_E1_798.7,KCTD1,1147,1171
KCTD1_BTB40132_E1_798.71,KCTD1,225,158
KCTD1_BTB40132_E1_798.78,KCTD1,673,607
KCTD1_BTB40132_E1_798.8,KCTD1,1720,1625
KCTD1_BTB40132_E1_798.84,KCTD1,2559,3182
KCTD10_BTB34124_E1_942.114,KCTD10,1242,553
KCTD10_BTB34124_E1_942.119,KCTD10,1156,450
KCTD10_BTB34124_E1_942.12,KCTD10,962,388
KCTD10_BTB34124_E1_942.16,KCTD10,1,1
KCTD10_BTB34124_E1_942.2,KCTD10,626,197
KCTD10_BTB34124_E1_942.24,KCTD10,936,459
KCTD11_BTB2270_E1_699.142,KCTD11,318,260
KCTD11_BTB2270_E1_699.145,KCTD11,640,597
KCTD11_BTB2270_E1_699.152,KCTD11,590,610
KCTD11_BTB2270_E1_699.16,KCTD11,799,684
KCTD11_BTB2270_E1_699.4,KCTD11,837,763
KCTD11_BTB2270_E1_699.7,KCTD11,568,532
KCTD12_BTB36126_E1_978.16,KCTD12,796,615
KCTD12_BTB36126_E1_978.173,KCTD12,624,574
KCTD12_BTB36126_E1_978.191,KCTD12,821,684
KCTD12_BTB36126_E1_978.194,KCTD12,963,796
KCTD12_BTB36126_E1_978.22,KCTD12,1066,930
KCTD12_BTB36126_E1_978.38,KCTD12,144,152
KCTD13_BTB43133_E1_990.14,KCTD13,675,685
KCTD13_BTB43133_E1_990.154,KCTD13,1947,1753
KCTD13_BTB43133_E1_990.158,KCTD13,585,506
KCTD13_BTB43133_E1_990.26,KCTD13,808,766
KCTD13_BTB43133_E1_990.34,KCTD13,481,505
KCTD13_BTB43133_E1_990.8,KCTD13,912,292
KCTD14_BTB35119_E1_768.1,KCTD14,1346,1067
KCTD14_BTB35119_E1_768.17,KCTD14,792,653
KCTD14_BTB35119_E1_768.25,KCTD14,811,759
KCTD14_BTB35119_E1_768.26,KCTD14,570,561
KCTD14_BTB35119_E1_768.27,KCTD14,564,653
KCTD14_BTB35119_E1_768.98,KCTD14,388,358
KCTD15_BTB58145_E1_852.115,KCTD15,558,477
KCTD15_BTB58145_E1_852.116,KCTD15,518,633
KCTD15_BTB58145_E1_852.121,KCTD15,743,816
KCTD15_BTB58145_E1_852.129,KCTD15,417,368
KCTD15_BTB58145_E1_852.132,KCTD15,654,530
KCTD15_BTB58145_E1_852.22,KCTD15,413,451
KCTD16_BTB27119_E1_1287.1,KCTD16,650,571
KCTD16_BTB27119_E1_1287.15,KCTD16,381,427
KCTD16_BTB27119_E1_1287.151,KCTD16,199,198
KCTD16_BTB27119_E1_1287.16,KCTD16,800,862
KCTD16_BTB27119_E1_1287.161,KCTD16,606,535
KCTD16_BTB27119_E1_1287.6,KCTD16,294,374
KCTD17_BTB33121_E1_894.161,KCTD17,449,316
KCTD17_BTB33121_E1_894.164,KCTD17,388,242
KCTD17_BTB33121_E1_894.165,KCTD17,367,288
KCTD17_BTB33121_E1_894.17,KCTD17,539,369
KCTD17_BTB33121_E1_894.186,KCTD17,290,190
KCTD17_BTB33121_E1_894.23,KCTD17,1314,1375
KCTD18_BTB1498_E1_1281.13,KCTD18,735,598
KCTD18_BTB1498_E1_1281.16,KCTD18,1797,1486
KCTD18_BTB1498_E1_1281.174,KCTD18,422,410
KCTD18_BTB1498_E1_1281.6,KCTD18,606,579
KCTD18_BTB1498_E1_1281.7,KCTD18,622,581
KCTD18_BTB1498_E1_1281.8,KCTD18,947,752
KCTD19_BTB1872_E1_2781.437,KCTD19,844,816
KCTD19_BTB1872_E1_2781.438,KCTD19,318,363
KCTD19_BTB1872_E1_2781.439,KCTD19,1105,900
KCTD19_BTB1872_E1_2781.442,KCTD19,710,705
KCTD19_BTB1872_E1_2781.5,KCTD19,1042,1121
KCTD19_BTB1872_E1_2781.9,KCTD19,609,518
KCTD19_BTB398488_E1_2781.344,KCTD19,1318,965
KCTD19_BTB398488_E1_2781.345,KCTD19,673,404
KCTD19_BTB398488_E1_2781.355,KCTD19,738,603
KCTD19_BTB398488_E1_2781.76,KCTD19,1969,1715
KCTD19_BTB398488_E1_2781.77,KCTD19,843,795
KCTD19_BTB398488_E1_2781.79,KCTD19,1532,1198
KCTD2_BTB74164_E1_792.105,KCTD2,1034,861
KCTD2_BTB74164_E1_792.124,KCTD2,380,248
KCTD2_BTB74164_E1_792.125,KCTD2,457,423
KCTD2_BTB74164_E1_792.48,KCTD2,1247,952
KCTD2_BTB74164_E1_792.6,KCTD2,1557,1574
KCTD2_BTB74164_E1_792.72,KCTD2,594,630
KCTD21_BTB593_E1_783.112,KCTD21,1122,953
KCTD21_BTB593_E1_783.117,KCTD21,1708,1476
KCTD21_BTB593_E1_783.118,KCTD21,1365,1272
KCTD21_BTB593_E1_783.13,KCTD21,952,862
KCTD21_BTB593_E1_783.23,KCTD21,986,871
KCTD21_BTB593_E1_783.3,KCTD21,1071,922
KCTD3_BTB20112_E1_2448.1,KCTD3,1099,1000
KCTD3_BTB20112_E1_2448.18,KCTD3,777,590
KCTD3_BTB20112_E1_2448.2,KCTD3,1400,1382
KCTD3_BTB20112_E1_2448.241,KCTD3,1654,1608
KCTD3_BTB20112_E1_2448.243,KCTD3,989,945
KCTD3_BTB20112_E1_2448.8,KCTD3,998,728
KCTD4_BTB36123_E1_780.14,KCTD4,1300,1125
KCTD4_BTB36123_E1_780.16,KCTD4,1553,1553
KCTD4_BTB36123_E1_780.54,KCTD4,1007,941
KCTD4_BTB36123_E1_780.6,KCTD4,898,1016
KCTD4_BTB36123_E1_780.61,KCTD4,867,885
KCTD4_BTB36123_E1_780.63,KCTD4,853,975
KCTD5_BTB46135_E1_705.101,KCTD5,586,520
KCTD5_BTB46135_E1_705.103,KCTD5,928,320
KCTD5_BTB46135_E1_705.25,KCTD5,923,854
KCTD5_BTB46135_E1_705.3,KCTD5,1188,770
KCTD5_BTB46135_E1_705.94,KCTD5,286,250
KCTD5_BTB46135_E1_705.98,KCTD5,645,493
KCTD6_BTB14102_E1_714.3,KCTD6,410,444
KCTD6_BTB14102_E1_714.4,KCTD6,338,362
KCTD6_BTB14102_E1_714.64,KCTD6,741,691
KCTD6_BTB14102_E1_714.66,KCTD6,499,432
KCTD6_BTB14102_E1_714.73,KCTD6,365,351
KCTD6_BTB14102_E1_714.78,KCTD6,737,724
KCTD7_BTB53138_E1_870.115,KCTD7,607,653
KCTD7_BTB53138_E1_870.117,KCTD7,663,648
KCTD7_BTB53138_E1_870.12,KCTD7,975,746
KCTD7_BTB53138_E1_870.126,KCTD7,506,366
KCTD7_BTB53138_E1_870.131,KCTD7,104,116
KCTD7_BTB53138_E1_870.24,KCTD7,456,379
KCTD8_BTB46143_E1_1422.16,KCTD8,452,428
KCTD8_BTB46143_E1_1422.204,KCTD8,277,207
KCTD8_BTB46143_E1_1422.208,KCTD8,658,657
KCTD8_BTB46143_E1_1422.24,KCTD8,434,509
KCTD8_BTB46143_E1_1422.31,KCTD8,719,734
KCTD8_BTB46143_E1_1422.35,KCTD8,639,531
KCTD9_BTB91181_E1_1170.18,KCTD9,393,338
KCTD9_BTB91181_E1_1170.3,KCTD9,757,637
KCTD9_BTB91181_E1_1170.31,KCTD9,315,128
KCTD9_BTB91181_E1_1170.32,KCTD9,761,893
KCTD9_BTB91181_E1_1170.93,KCTD9,408,261
KCTD9_BTB91181_E1_1170.97,KCTD9,726,338
KDM1B_CW137192_E1_1773.177,KDM1B,1187,1529
KDM1B_CW137192_E1_1773.18,KDM1B,857,929
KDM1B_CW137192_E1_1773.181,KDM1B,635,699
KDM1B_CW137192_E1_1773.182,KDM1B,1026,1121
KDM1B_CW137192_E1_1773.27,KDM1B,1537,1667
KDM1B_CW137192_E1_1773.29,KDM1B,576,477
KDM2A_CXXC576609_E1_3489.12,KDM2A,810,251
KDM2A_CXXC576609_E1_3489.125,KDM2A,704,318
KDM2A_CXXC576609_E1_3489.395,KDM2A,1484,411
KDM2A_CXXC576609_E1_3489.396,KDM2A,2261,879
KDM2A_CXXC576609_E1_3489.397,KDM2A,2739,973
KDM2A_CXXC576609_E1_3489.398,KDM2A,2894,941
KDM2A_Phd_E15_111.1,KDM2A,1255,386
KDM2A_Phd_E15_111.2,KDM2A,719,280
KDM2A_Phd_E15_111.4,KDM2A,2360,877
KDM2A_Phd_E16_60.0,KDM2A,940,609
KDM2A_Phd_E16_60.1,KDM2A,1065,891
KDM2A_Phd_E16_60.2,KDM2A,1440,825
KDM2B_CXXC615651_E1_4011.158,KDM2B,1072,513
KDM2B_CXXC615651_E1_4011.16,KDM2B,712,446
KDM2B_CXXC615651_E1_4011.165,KDM2B,334,195
KDM2B_CXXC615651_E1_4011.167,KDM2B,441,267
KDM2B_CXXC615651_E1_4011.57,KDM2B,1696,744
KDM2B_CXXC615651_E1_4011.573,KDM2B,804,381
KDM2B_Phd_E14_123.1,KDM2B,504,669
KDM2B_Phd_E14_123.10,KDM2B,1827,1355
KDM2B_Phd_E14_123.12,KDM2B,2408,2002
KDM2B_Phd_E15_63.0,KDM2B,1407,1130
KDM2B_Phd_E15_63.1,KDM2B,620,575
KDM2B_Phd_E15_63.2,KDM2B,1541,1189
KDM4A_ePhd_E16_53.1,KDM4A,816,698
KDM4A_ePhd_E16_53.4,KDM4A,485,451
KDM4A_ePhd_E17_109.0,KDM4A,718,917
KDM4A_ePhd_E17_109.4,KDM4A,837,756
KDM4A_ePhd_E18_168.12,KDM4A,1140,1408
KDM4A_ePhd_E18_168.6,KDM4A,1966,1896
KDM4A_Phd_E14_205.10,KDM4A,912,922
KDM4A_Phd_E14_205.2,KDM4A,1345,1265
KDM4A_Phd_E14_205.7,KDM4A,707,944
KDM4A_Phd_E15_56.0,KDM4A,727,675
KDM4A_Phd_E15_56.1,KDM4A,1208,1129
KDM4A_Phd_E15_56.2,KDM4A,767,877
KDM4A_tudor897953_E1_3195.183,KDM4A,524,523
KDM4A_tudor897953_E1_3195.187,KDM4A,493,432
KDM4A_tudor897953_E1_3195.189,KDM4A,1722,1887
KDM4A_tudor897953_E1_3195.231,KDM4A,706,572
KDM4A_tudor897953_E1_3195.233,KDM4A,232,242
KDM4A_tudor897953_E1_3195.236,KDM4A,310,334
KDM4A_tudor9601004_E1_3195.198,KDM4A,1305,1293
KDM4A_tudor9601004_E1_3195.204,KDM4A,1380,1212
KDM4A_tudor9601004_E1_3195.205,KDM4A,1384,1584
KDM4A_tudor9601004_E1_3195.223,KDM4A,583,570
KDM4A_tudor9601004_E1_3195.225,KDM4A,430,216
KDM4A_tudor9601004_E1_3195.227,KDM4A,1255,876
KDM4B_ePhd_E17_53.1,KDM4B,929,716
KDM4B_ePhd_E17_53.2,KDM4B,801,805
KDM4B_ePhd_E18_109.10,KDM4B,320,316
KDM4B_ePhd_E18_109.8,KDM4B,453,348
KDM4B_ePhd_E19_168.13,KDM4B,347,414
KDM4B_ePhd_E19_168.6,KDM4B,1006,954
KDM4B_Phd_E14_39.0,KDM4B,504,419
KDM4B_Phd_E15_223.16,KDM4B,272,197
KDM4B_Phd_E15_223.18,KDM4B,499,366
KDM4B_Phd_E15_223.9,KDM4B,397,410
KDM4B_Phd_E16_56.0,KDM4B,905,851
KDM4B_Phd_E16_56.1,KDM4B,164,104
KDM4B_tudor921973_E1_3291.262,KDM4B,305,253
KDM4B_tudor921973_E1_3291.263,KDM4B,167,134
KDM4B_tudor921973_E1_3291.362,KDM4B,604,457
KDM4B_tudor921973_E1_3291.363,KDM4B,320,335
KDM4B_tudor921973_E1_3291.364,KDM4B,519,472
KDM4B_tudor921973_E1_3291.367,KDM4B,769,647
KDM4B_tudor9751030_E1_3291.27,KDM4B,498,466
KDM4B_tudor9751030_E1_3291.277,KDM4B,792,757
KDM4B_tudor9751030_E1_3291.286,KDM4B,243,315
KDM4B_tudor9751030_E1_3291.287,KDM4B,520,323
KDM4B_tudor9751030_E1_3291.35,KDM4B,313,151
KDM4B_tudor9751030_E1_3291.352,KDM4B,725,486
KDM4C_ePhd_E16_53.0,KDM4C,1209,1342
KDM4C_ePhd_E16_53.1,KDM4C,1004,1048
KDM4C_ePhd_E17_109.0,KDM4C,557,505
KDM4C_ePhd_E17_109.8,KDM4C,939,754
KDM4C_ePhd_E18_168.22,KDM4C,533,532
KDM4C_ePhd_E18_168.4,KDM4C,247,322
KDM4C_Phd_E13_39.0,KDM4C,633,567
KDM4C_Phd_E14_214.3,KDM4C,985,1054
KDM4C_Phd_E14_214.4,KDM4C,1069,1226
KDM4C_Phd_E14_214.9,KDM4C,1129,1041
KDM4C_Phd_E15_56.1,KDM4C,291,276
KDM4C_Phd_E15_56.3,KDM4C,665,661
KDM4C_tudor879933_E1_3171.153,KDM4C,1051,1453
KDM4C_tudor879933_E1_3171.154,KDM4C,224,211
KDM4C_tudor879933_E1_3171.156,KDM4C,1289,1238
KDM4C_tudor879933_E1_3171.16,KDM4C,506,561
KDM4C_tudor879933_E1_3171.203,KDM4C,787,987
KDM4C_tudor879933_E1_3171.204,KDM4C,868,895
KDM4C_tudor935990_E1_3171.164,KDM4C,1061,1077
KDM4C_tudor935990_E1_3171.165,KDM4C,1520,1743
KDM4C_tudor935990_E1_3171.166,KDM4C,806,963
KDM4C_tudor935990_E1_3171.187,KDM4C,491,596
KDM4C_tudor935990_E1_3171.194,KDM4C,1117,959
KDM4C_tudor935990_E1_3171.195,KDM4C,939,774
KDM5A_Phd1_E8_147.0,KDM5A,463,486
KDM5A_Phd1_E8_147.1,KDM5A,867,1105
KDM5A_Phd1_E8_147.2,KDM5A,1255,1372
KDM5A_Phd1_E8_147.3,KDM5A,986,936
KDM5A_Phd1_E8_147.8,KDM5A,1068,1112
KDM5A_Phd1_E8_147.9,KDM5A,1089,1100
KDM5A_Phd2_E23_159.1,KDM5A,709,556
KDM5A_Phd2_E23_159.10,KDM5A,784,677
KDM5A_Phd2_E23_159.11,KDM5A,990,1203
KDM5A_Phd2_E23_159.5,KDM5A,551,546
KDM5A_Phd2_E23_159.6,KDM5A,1,1
KDM5A_Phd2_E23_159.9,KDM5A,1478,1435
KDM5A_Phd3_E27_45.0,KDM5A,1366,1105
KDM5A_Phd3_E27_45.1,KDM5A,1404,1708
KDM5A_Phd3_E28_204.0,KDM5A,449,371
KDM5A_Phd3_E28_204.11,KDM5A,1013,949
KDM5A_Phd3_E28_204.20,KDM5A,686,668
KDM5A_Phd3_E28_204.9,KDM5A,844,611
KDM5B_Phd1_E8_138.1,KDM5B,732,801
KDM5B_Phd1_E8_138.12,KDM5B,643,723
KDM5B_Phd1_E8_138.14,KDM5B,913,821
KDM5B_Phd1_E8_138.2,KDM5B,1131,1230
KDM5B_Phd1_E8_138.8,KDM5B,1346,1021
KDM5B_Phd1_E8_138.9,KDM5B,1182,1089
KDM5B_Phd2_E23_132.0,KDM5B,446,402
KDM5B_Phd2_E23_132.11,KDM5B,1461,1483
KDM5B_Phd2_E23_132.12,KDM5B,1003,1012
KDM5B_Phd2_E23_132.16,KDM5B,478,637
KDM5B_Phd2_E23_132.4,KDM5B,643,470
KDM5B_Phd2_E23_132.6,KDM5B,715,594
KDM5B_Phd3_E26_42.0,KDM5B,1235,1306
KDM5B_Phd3_E26_42.1,KDM5B,321,184
KDM5B_Phd3_E26_42.2,KDM5B,718,621
KDM5B_Phd3_E27_108.0,KDM5B,525,458
KDM5B_Phd3_E27_108.1,KDM5B,1133,1262
KDM5B_Phd3_E27_108.2,KDM5B,955,934
KDM5C_Phd_E21_183.19,KDM5C,837,480
KDM5C_Phd_E21_183.29,KDM5C,541,356
KDM5C_Phd_E21_183.32,KDM5C,1259,573
KDM5C_Phd_E6_138.11,KDM5C,1217,712
KDM5C_Phd_E6_138.2,KDM5C,967,572
KDM5C_Phd_E6_138.6,KDM5C,1395,924
KDM5D_Phd1_E9_138.12,KDM5D,664,612
KDM5D_Phd1_E9_138.15,KDM5D,1279,1437
KDM5D_Phd1_E9_138.17,KDM5D,1166,1187
KDM5D_Phd1_E9_138.2,KDM5D,908,912
KDM5D_Phd1_E9_138.3,KDM5D,694,734
KDM5D_Phd1_E9_138.5,KDM5D,758,1089
KDM5D_Phd2_E25_183.13,KDM5D,530,263
KDM5D_Phd2_E25_183.17,KDM5D,1079,700
KDM5D_Phd2_E25_183.26,KDM5D,1053,1400
KDM5D_Phd2_E25_183.6,KDM5D,305,125
KDM5D_Phd2_E25_183.8,KDM5D,1703,579
KDM5D_Phd2_E25_183.9,KDM5D,508,677
KDM7A_Phd_E1_80.0,KDM7A,676,900
KDM7A_Phd_E1_80.1,KDM7A,874,755
KDM7A_Phd_E1_80.3,KDM7A,761,734
KDM7A_Phd_E1_80.4,KDM7A,941,749
KDM7A_Phd_E1_80.5,KDM7A,610,742
KDM7A_Phd_E2_70.0,KDM7A,741,576
KEAP1_BTB67179_E1_1875.22,KEAP1,863,927
KEAP1_BTB67179_E1_1875.298,KEAP1,868,987
KEAP1_BTB67179_E1_1875.299,KEAP1,1018,1611
KEAP1_BTB67179_E1_1875.312,KEAP1,631,870
KEAP1_BTB67179_E1_1875.323,KEAP1,1226,1671
KEAP1_BTB67179_E1_1875.44,KEAP1,1952,3328
KLHL1_BTB202305_E1_2247.198,KLHL1,2291,2423
KLHL1_BTB202305_E1_2247.2,KLHL1,1874,2487
KLHL1_BTB202305_E1_2247.203,KLHL1,1379,1662
KLHL1_BTB202305_E1_2247.212,KLHL1,1094,1096
KLHL1_BTB202305_E1_2247.51,KLHL1,1018,1294
KLHL1_BTB202305_E1_2247.55,KLHL1,592,780
KLHL10_BTB29133_E1_1827.13,KLHL10,1191,1219
KLHL10_BTB29133_E1_1827.14,KLHL10,1592,1433
KLHL10_BTB29133_E1_1827.19,KLHL10,1090,1007
KLHL10_BTB29133_E1_1827.4,KLHL10,1011,971
KLHL10_BTB29133_E1_1827.5,KLHL10,803,660
KLHL10_BTB29133_E1_1827.6,KLHL10,254,412
KLHL11_BTB85200_E1_2127.222,KLHL11,503,379
KLHL11_BTB85200_E1_2127.228,KLHL11,361,410
KLHL11_BTB85200_E1_2127.44,KLHL11,590,531
KLHL11_BTB85200_E1_2127.5,KLHL11,692,541
KLHL11_BTB85200_E1_2127.55,KLHL11,911,795
KLHL11_BTB85200_E1_2127.65,KLHL11,655,832
KLHL12_BTB23130_E1_1707,KLHL12,390,415
KLHL12_BTB23130_E1_1707.1,KLHL12,2259,1657
KLHL12_BTB23130_E1_1707.202,KLHL12,1494,1437
KLHL12_BTB23130_E1_1707.205,KLHL12,1999,1713
KLHL12_BTB23130_E1_1707.208,KLHL12,1032,656
