sgRNA,Gene,HCT116-Ts13.initial,HCT116-Ts13.final
RHOXF1_E1_89.2,RHOXF1,611,6168
CBL_2721.248,CBL,691,5221
ZNF790_E5_1317.41,ZNF790,509,3931
neg95,neg95,724,7346
ZNF823_E4_1167.78,ZNF823,508,4713
ZNF480_E5_1050.50,ZNF480,335,2617
RHBDD2_672.4,RHBDD2,244,2258
AHRR_E3_126.15,AHRR,173,1846
FOXR2_E1_246.29,FOXR2,564,6156
FBXL5_2076.145,FBXL5,469,3492
FOXB1_E2_234.0,FOXB1,498,3655
MMP2_1983.56,MMP2,397,3375
EBF1_E2_157.14,EBF1,343,3101
TWIST2_Ex_176.8,TWIST2,211,2131
ZNF555_E4_1170.4,ZNF555,760,6159
CXXC4_CXXC301341_E1_1104.117,CXXC4,406,3312
C1RL_1464.19,C1RL,325,2145
ZNF557_E8_666.25,ZNF557,585,3498
ADAM15_2592.476,ADAM15,342,3996
TRIM23_1725.82,TRIM23,270,1472
TRERF1_SANT_E14_84.2,TRERF1,112,1744
KLHL13_BTB85191_E1_1977.29,KLHL13,456,5209
RNF213_15624.544,RNF213,313,2770
FBXO34_2,FBXO34,427,2954
ZNF286A_E6_744.34,ZNF286A,893,5792
KLHL29_BTB319431_E1_2628.105,KLHL29,41,853
MAP3K2_PKc_E16_214.1,MAP3K2,48,169
ZFP42_E4_330.29,ZFP42,419,4391
SOX1_E1_216.24,SOX1,43,790
TLK1_PKc_E14_72.3,TLK1,199,2651
HERC1_14586.942,HERC1,230,2292
RFX2_E7_182.12,RFX2,91,503
UBE2S_2,UBE2S,150,749
TRIM59_1212.73,TRIM59,400,5114
HERC1_14586.1034,HERC1,430,2934
CGRRF1_999.44,CGRRF1,243,1838
ZFP36_999.36,ZFP36,1133,5364
CDK9_e3.1,CDK9,1480,10537
PCSK5_5583.95,PCSK5,229,1702
EIF3F_1074.83,EIF3F,476,2209
SETD5_e10_118.2,SETD5,472,1737
TDRD6_tudor821866_E1_6291.214,TDRD6,523,7621
ZNF454_E5_1011.58,ZNF454,722,5888
ZNF497_E3_1158.36,ZNF497,561,4841
ADAMTS1_2904.376,ADAMTS1,373,3600
RNF17_4872.172,RNF17,274,2009
ZNF92_E4_1059.39,ZNF92,374,4904
CREB5_E9_138.8,CREB5,429,2628
SND1_tudor733777_E1_2733.17,SND1,477,3291
MEX3A_1563.182,MEX3A,239,1212
MXD1_E4_115.1,MXD1,296,2542
BAZ1A_BD_e27_135.3,BAZ1A,231,1604
JDP2_E3_63.1,JDP2,369,3186
INPP5E_1935.25,INPP5E,359,2424
DPEP3_1542.79,DPEP3,189,1202
neg32,neg32,1929,18290
ZNF304_E4_1068.81,ZNF304,565,2520
NR1I3_E2_77.1,NR1I3,525,5264
AURKB_PKc_E6_139.5,AURKB,153,565
PRSS45_687.107,PRSS45,529,4044
TTC3_6078.41,TTC3,298,1940
ADAM11_2310.92,ADAM11,216,889
RAD18_1,RAD18,644,4878
neg46,neg46,1764,16841
UBE4B_3909.285,UBE4B,112,649
UBE2Q2_1128.34,UBE2Q2,356,2102
PARL_98.13,PARL,326,1492
MELK_PKc_E4_117.9,MELK,155,3134
CDYL2_Chromo_E2_144.13,CDYL2,543,3823
UHRF1_2,UHRF1,151,1115
KCTD1_BTB40132_E1_798.78,KCTD1,217,1701
VPS11_2825.214,VPS11,306,647
ZNF430_E5_1083.43,ZNF430,966,8225
ZBTB18_E2_69.7,ZBTB18,267,1844
ZNF92_E4_1059.32,ZNF92,437,3882
TRIM49_8,TRIM49,464,1198
ZNF814_E3_1911.59,ZNF814,716,4220
CHD8_Chromo_E8_118.7,CHD8,363,1974
SRY_E1_234.12,SRY,293,3121
SOCS3_678.7,SOCS3,358,2076
MNT_E4_112.5,MNT,296,2106
ZNF304_E4_1068.94,ZNF304,280,2354
CDK5_PKc_E5_57.1,CDK5,251,1750
neg60,neg60,740,6657
IBTK_BTB761871_E1_4062.264,IBTK,444,2379
CHD1L_Macro716866_E1_2694.206,CHD1L,540,3588
IRAK4_PKc_E8_115.3,IRAK4,428,2836
ZBTB43_E3_216.3,ZBTB43,387,2803
TDRD6_tudor541585_E1_6291.171,TDRD6,411,3729
UBR1_5250.29,UBR1,650,5094
BHLHE41_E3_99.0,BHLHE41,481,3003
RAB40A_834.56,RAB40A,296,1776
NEUROG1_E1_180.0,NEUROG1,688,5137
PHF6_ePhd_E8_105.2,PHF6,258,1306
ZSCAN22_E3_654.28,ZSCAN22,335,2205
ZNF25_E6_930.35,ZNF25,1068,7635
RPS6KA5_PKc_E4_116.1,RPS6KA5,447,3118
TLX1_E2_167.12,TLX1,310,3354
ZNF117_E4_915.34,ZNF117,445,3965
ZNF587_E3_567.55,ZNF587,316,2540
GLIS2_E6_53.3,GLIS2,751,6292
USP29_2769.11,USP29,410,2806
GGT1_1710.83,GGT1,544,3233
MAP3K1_PKc_E17_132.1,MAP3K1,316,1694
ZFP14_E5_1077.84,ZFP14,1050,7098
USP43_3372.176,USP43,364,2324
KLHL2_BTB50157_E1_1794.162,KLHL2,234,2254
ZSCAN31_E4_492.40,ZSCAN31,326,3273
CPM_1332.4,CPM,244,1713
CHD3_H_e23_50.0,CHD3,341,2742
XIAP_1494.63,XIAP,538,2258
SPPL2B_1779.327,SPPL2B,73,1444
USP7_3309.38,USP7,420,517
ADAMTS7_5061.1074,ADAMTS7,450,4605
ZNF181_E4_828.4,ZNF181,498,4165
BAZ1A_Phd_E22_102.5,BAZ1A,511,4428
NSD3_e20_117.1,NSD3,534,2510
ZBTB46_BTB21126_E1_1770.12,ZBTB46,198,1150
USP38_3129.186,USP38,649,2327
EAF2_E3_137.1,EAF2,941,6095
DYRK1A_PKc_E6_287.15,DYRK1A,124,802
ZBTB14_E4_387.3,ZBTB14,492,1752
ZNF263_E6_231.21,ZNF263,645,2335
CHD5_H_e23_50.4,CHD5,390,3187
ZBTB40_E17_87.7,ZBTB40,865,3465
RSPRY1_354.50,RSPRY1,154,2057
ZNF136_E4_1110.64,ZNF136,752,5811
GUCY2D_PKc_E7_63.1,GUCY2D,421,1986
LCORL_E7_876.50,LCORL,724,5727
TRIM66_BD_e17_75.4,TRIM66,522,4045
ZNF233_E5_648.49,ZNF233,609,5327
FAM105A_117.5,FAM105A,383,2575
NAALADL1_2223.42,NAALADL1,463,3245
TOX4_E5_144.2,TOX4,527,1363
ADRBK2_PKc_E13_108.5,ADRBK2,169,1430
SOCS2_597.39,SOCS2,338,2158
USP54_114.7,USP54,718,3272
SPPL2B_1779.95,SPPL2B,262,2877
HOXB8_E2_177.3,HOXB8,547,4335
RNF141_693.32,RNF141,707,4533
KLHL8_BTB57163_E1_1863.162,KLHL8,450,4419
SHPRH_Phd_E9_141.2,SHPRH,191,1473
MLLT10_Phd_E4_55.0,MLLT10,126,2077
MYB_E4_93.5,MYB,241,1841
KLHL4_BTB172279_E1_2163.178,KLHL4,885,5724
CAMK1G_PKc_E10_82,CAMK1G,265,1921
TBR1_E4_159.11,TBR1,632,5289
RFPL2_1137.138,RFPL2,701,4979
TRIM77_1353.0,TRIM77,397,4757
SIRT7_e8_81.4,SIRT7,142,1505
KDM5A_e12_163.5,KDM5A,839,4846
ETV1_E13_102.5,ETV1,113,1195
ZNF737_E4_1161.49,ZNF737,242,2355
UBE2G1_513.4,UBE2G1,567,3101
KLF17_E3_170.0,KLF17,476,3492
MLXIP_E14_63.0,MLXIP,1602,11640
PROX1_E3_102.1,PROX1,142,2142
ZNF140_E5_891.53,ZNF140,98,956
SOCS4_1323.58,SOCS4,799,5322
ZNF630_E5_909.85,ZNF630,691,5084
ASB14_1764.82,ASB14,700,5103
NKX6_1_E3_42.3,NKX6,332,1599
PRSS33_843.165,PRSS33,174,1237
DMRTA2_E2_141.17,DMRTA2,197,1216
KDM5D_e14_163.1,KDM5D,349,2034
MST1_2178.252,MST1,564,2846
ZNF613_E6_981.87,ZNF613,269,2358
HOXC11_E2_171.6,HOXC11,440,3461
HERC1_14586.617,HERC1,824,6338
SMAD3_E2_190.17,SMAD3,229,2734
TDRD6_tudor314360_E1_6291.556,TDRD6,166,1425
MYOG_E1_177.25,MYOG,398,2615
UBP1_E4_106.7,UBP1,917,5177
CUX2_E21_155.8,CUX2,263,1404
ZNF671_E4_573.42,ZNF671,419,3819
FBXO25_8,FBXO25,472,2876
ZNF778_E7_1323.152,ZNF778,506,4457
EBF1_E6_69.1,EBF1,725,5898
RARA_E4_142.9,RARA,223,1331
ZNF560_E10_1560.40,ZNF560,490,3378
MARCH2_741.26,43526,335,2535
ZNF585B_E5_1839.84,ZNF585B,568,5629
SP2_E7_80.1,SP2,321,3066
ELF5_E6_182.10,ELF5,371,3732
TMPRSS3_984.116,TMPRSS3,290,3216
BCL11A_E4_1326.145,BCL11A,228,1726
HTRA3_1362.91,HTRA3,461,3762
TFR2_2406.327,TFR2,131,1009
ZNF582_E5_663.43,ZNF582,477,4161
USP46_1101.37,USP46,669,5894
ZBTB3_E2_75.3,ZBTB3,427,2469
PKNOX2_E10_72.3,PKNOX2,287,1937
ZFP69B_E5_666.39,ZFP69B,555,5048
ZNF37A_E8_1242.102,ZNF37A,420,3025
FOLH1_2253.221,FOLH1,559,3753
SENP1_1935.83,SENP1,251,1722
ZBTB26_E2_300.15,ZBTB26,623,3871
RFWD2_2124.88,RFWD2,322,1626
BTBD8_BTB48121_E1_1137.75,BTBD8,454,5019
CFI_1752.93,CFI,647,7851
ZBTB34_BTB22122_E1_1503.195,ZBTB34,563,2900
TWIST2_Ex_176.1,TWIST2,237,2193
TYK2_PKc_E18_135.4,TYK2,71,467
HSFX2_E2_72.2,HSFX2,1098,8123
USP9Y_162.7,USP9Y,364,2780
LONRF1_2322.33,LONRF1,113,1139
PRDM14_E7_66.3,PRDM14,412,4677
KDM2A_E8_93.6,KDM2A,700,3852
RCE1_990.125,RCE1,367,1917
TPSD1_729.27,TPSD1,116,1522
PMS1_E9_143.5,PMS1,723,6055
TRIM63_1062.148,TRIM63,248,1699
KBTBD12_BTB32127_E1_1872.2,KBTBD12,327,3301
ZNF790_E5_1317.86,ZNF790,473,2878
TEK_PKc_E20_41,TEK,205,1314
FBXO10_2871.338,FBXO10,101,639
ZNF214_E3_1026.57,ZNF214,38,536
ZNF836_E5_2079.116,ZNF836,358,3513
LONRF3_2280.146,LONRF3,404,2391
EBF2_E6_69.2,EBF2,563,3652
EHF_E8_188.12,EHF,619,4746
TFDP2_E9_108.0,TFDP2,2087,14564
XPNPEP2_70.0,XPNPEP2,313,3246
MBD1_CXXC331377_E1_1968.266,MBD1,151,1337
ZBTB7B_E4_113.9,ZBTB7B,438,3798
MKRN3_1524.182,MKRN3,286,1725
NEDD4_3960.168,NEDD4,714,4655
FOXP2_E13_36.0,FOXP2,925,6776
FBXO34_2136.107,FBXO34,386,3410
neg79,neg79,773,7574
ZNF614_E5_666.20,ZNF614,389,3367
TMPRSS3_984.66,TMPRSS3,113,1063
VPS11_2825.215,VPS11,330,2590
NEUROD6_E2_360.4,NEUROD6,247,1876
ZBTB42_BTB14121_E1_1269.18,ZBTB42,86,832
BRD3_BD2_e6_145.5,BRD3,484,4150
ZBTB46_E5_96.9,ZBTB46,752,3486
ZNF277_E9_97.0,ZNF277,1107,6018
FBXO47_1,FBXO47,442,3340
MTOR_PKc_E50_83.9,MTOR,341,1148
FOXS1_E1_234.33,FOXS1,522,3898
KLF8_E6_78.1,KLF8,623,5123
RXRB_E4_180.18,RXRB,613,5473
PSMB8_831.6,PSMB8,395,3359
KIAA2018_E5_83.4,KIAA2018,513,3045
ECE1_2313.209,ECE1,125,958
KLHL12_BTB23130_E1_1707.202,KLHL12,430,2602
USP38_3129.237,USP38,335,1949
CPN1_1377.199,CPN1,296,2042
BRPF3_PWWP10741189_E1_3618.325,BRPF3,192,1494
TET3_e10_79.1,TET3,315,2493
RNF39_1263.41,RNF39,66,520
TRIM49D1_3,TRIM49D1,640,3298
RNF148_918.67,RNF148,685,4398
ZFP37_E4_906.48,ZFP37,710,5348
OTUD5_1716.253,OTUD5,415,3366
FOSB_E3_63.4,FOSB,75,681
ADAMTS19_3624.383,ADAMTS19,740,4608
TET1_e8_90.2,TET1,959,7949
neg6,neg6,3510,29156
LONRF2_2265.196,LONRF2,159,1422
HDAC1_e5_139.9,HDAC1,537,2787
NRK_PKc_E4_72.4,NRK,265,2612
MLLT3_Yeats29112_E1_1707.152,MLLT3,424,3648
EBF3_E12_51.0,EBF3,219,2415
ZNF556_E4_492.16,ZNF556,309,1805
KDM3B_e19_131.2,KDM3B,223,1787
CRX_E3_135.1,CRX,699,5466
SCML2_MBT142240_E1_2103.216,SCML2,465,2679
SMARCA2_BD_e28_218.19,SMARCA2,480,3657
MTA3_SANT_E11_57.1,MTA3,345,2889
PRDM9_e8_158.10,PRDM9,411,3144
USP12_1113.67,USP12,680,4383
ZNF776_E3_666.14,ZNF776,588,6443
ZNF705A_E5_483.34,ZNF705A,641,6031
RNF38_1548.62,RNF38,795,4355
ZNF764_E3_489.24,ZNF764,262,3338
MBD1_CXXC217262_E1_1968.311,MBD1,138,1366
RNF168_1716.170,RNF168,488,1516
TMPRSS3_984.134,TMPRSS3,387,2694
MARCH1_870.71,43525,367,3203
RNF133_1131.13,RNF133,416,2973
ZNF678_E4_1197.73,ZNF678,1305,12459
FRK_PKc_E4_127.1,FRK,137,1063
PSMB8_831.63,PSMB8,411,3384
ZNF879_E5_1077.5,ZNF879,391,3652
USP45_2445.101,USP45,243,1552
PCSK9_2079.118,PCSK9,365,2398
MGRN1_1731.258,MGRN1,217,940
SETD6_e5_121.3,SETD6,489,3380
NCOA2_e20_178.20,NCOA2,446,3234
PLAG1_E4_110.6,PLAG1,906,7930
RSPRY1_1731.92,RSPRY1,402,2547
KEL_2199.227,KEL,469,3032
USP24_99.1,USP24,991,7952
ZNF689_E3_666.79,ZNF689,101,1268
SFMBT2_MBT156256_E1_2685.37,SFMBT2,191,1451
FXR1_Agenet59115_E1_1866.17,FXR1,494,2864
STUB1_696.53,STUB1,317,2201
VEZF1_E2_78.0,VEZF1,535,2280
LMX1A_E5_84.4,LMX1A,527,5397
KLHL32_BTB32137_E1_1863.228,KLHL32,487,2891
TRAF5_1674.8,TRAF5,439,3959
TCF20_ePhd_E3_47.0,TCF20,274,1475
ZNF345_E3_1242.85,ZNF345,662,5761
TDRD6_tudor69133_E1_6291.39,TDRD6,162,1262
HDAC6_a1_e9_105.4,HDAC6,755,4104
TFAP2E_E6_142.18,TFAP2E,240,1304
ZNF852_E4_1077.2,ZNF852,598,4323
ZNF383_E5_969.43,ZNF383,573,5425
CBFB_E4_117.8,CBFB,211,1427
PGC_948.131,PGC,515,2914
ZNF461_E6_666.23,ZNF461,1638,12417
KDM5A_Phd3_E27_45.1,KDM5A,368,3883
KDM3A_e21_131.0,KDM3A,532,5107
UBE2U_681.0,UBE2U,677,3660
ZNF548_E4_834.71,ZNF548,585,5424
EAF2_E3_137.0,EAF2,408,4414
VPS11_2825.207,VPS11,456,1808
ZBTB33_E3_657.36,ZBTB33,390,3688
DYRK3_PKc_E3_1140.11,DYRK3,365,3501
NKX2_2_E2_171.6,NKX2,160,1255
BARX1_E3_82.0,BARX1,657,4686
RNF8_1458.98,RNF8,392,2850
TGIF2LY_E2_171.0,TGIF2LY,576,5266
MBTPS2_1560.29,MBTPS2,504,1157
IRF3_E3_165.8,IRF3,327,2312
WHSC1_PWWP878972_E1_4098.182,WHSC1,176,1466
RAD54L2_H_e15_100.9,RAD54L2,534,4235
MMP17_1812.78,MMP17,507,2907
CAD_6678.668,CAD,1014,8833
ASB7_957.55,ASB7,733,4032
ZFPL1_933.62,ZFPL1,407,4077
BACE1_1506.5,BACE1,257,1952
THRB_E5_69.4,THRB,220,2063
BRPF1_Phd_E3_186.4,BRPF1,298,2584
RAX_E3_42.2,RAX,136,982
USP28_3234.88,USP28,386,4801
CISH_828.60,CISH,229,1339
CHD7_Chromo_E7_56.0,CHD7,347,2427
PRMT7_e5_73.1,PRMT7,867,4130
ETS2_E10_111.5,ETS2,273,1609
SOCS2_597.36,SOCS2,432,4114
ZFP69_E6_666.49,ZFP69,227,698
DPYSL2_165.11,DPYSL2,297,1114
neg33,neg33,1208,9662
IPP_BTB28134_E1_1755.1,IPP,374,2806
ZNF99_E4_1773.68,ZNF99,402,3402
ZMPSTE24_185.5,ZMPSTE24,709,3499
CAMK2D_PKc_E4_55.2,CAMK2D,219,1871
BIRC7_897.172,BIRC7,391,3540
KCTD21_BTB593_E1_783.23,KCTD21,350,5446
MARCH10_2541.129,43534,282,3473
TDRD6_tudor821866_E1_6291.211,TDRD6,312,2298
HP_1221.118,HP,704,3429
MYO3B_PKc_E2_177.13,MYO3B,183,1640
USP44_2139.126,USP44,320,3399
ZNF165_E4_327.18,ZNF165,509,2582
FBXW11_5,FBXW11,157,389
ZNF100_E5_1155.84,ZNF100,713,5055
PSEN2_1347.77,PSEN2,179,1564
CPA2_1260.38,CPA2,242,2370
E2F7_E6_159.6,E2F7,640,3300
TMPRSS11F_1317.82,TMPRSS11F,361,3057
RFWD2_2124.56,RFWD2,401,3160
RFPL2_1137.141,RFPL2,550,1457
KLHL31_BTB63165_E1_1905.212,KLHL31,516,4504
CXXC4_CXXC301341_E1_1104.118,CXXC4,223,1239
ZBTB16_BTB25125_E1_2022.8,ZBTB16,210,1935
SMYD4_e5_95.4,SMYD4,272,1878
SNAI2_E3_152.9,SNAI2,302,3199
KCTD21_BTB593_E1_783.13,KCTD21,287,2876
ZNF266_E11_1233.73,ZNF266,484,3233
DZIP3_3627.150,DZIP3,790,7244
HSF2_E1_78.1,HSF2,559,3390
ZNF92_E4_1059.54,ZNF92,305,3491
ZNF559_E6_1170.65,ZNF559,362,3638
ZBTB25_E6_69.4,ZBTB25,749,5949
CELA1_777.5,CELA1,282,2042
TET3_e9_138.1,TET3,369,2524
ASCL1_E1_126.11,ASCL1,238,2077
BRD2_BD2_e6_145.6,BRD2,489,786
IBTK_BTB554639_E1_4062.107,IBTK,165,1525
TRIM41_1893.397,TRIM41,35,274
LHX8_E7_39.0,LHX8,363,3330
GRHL1_E5_77.7,GRHL1,367,2710
FOXA1_E2_234.12,FOXA1,184,1777
PLAU_1296.115,PLAU,717,5426
CREB3_E6_67.1,CREB3,405,2393
ZNF880_E4_1221.60,ZNF880,656,4622
GGH_957.56,GGH,754,5619
RAX2_E2_135.13,RAX2,476,3356
IRF2BP1_1755.214,IRF2BP1,267,2091
TRIM49B_1359.92,TRIM49B,300,1293
PHF10_Phd_E10_88.0,PHF10,454,2451
RNF223_750.149,RNF223,423,2018
BRD2_BD2_e6_145.7,BRD2,407,965
KLK2_786.109,KLK2,342,1852
BMPR2_PKc_E7_115.4,BMPR2,394,1382
KMT2B_Phd3_E16_183.35,KMT2B,79,482
RNF19B_1764.188,RNF19B,390,2729
EVX1_E2_135.14,EVX1,231,1860
ZNF793_E8_600.56,ZNF793,723,5369
UBE4B_3909.308,UBE4B,148,694
ATRX_D_e19_178.6,ATRX,379,2736
CHD3_D_e14_79.5,CHD3,442,4309
F7_1401.21,F7,197,1776
CASP6_882.68,CASP6,153,1826
MTA1_Bah3188_E1_2148.39,MTA1,174,1520
MALT1_2475.89,MALT1,300,1459
TNFAIP3_2373.24,TNFAIP3,335,2228
SFMBT1_MBT131232_E1_2601.37,SFMBT1,700,4902
PEPD_1482.189,PEPD,410,2088
Nr1h4_E2_76.8,Nr1h4,683,5058
HMGB1_E3_146.2,HMGB1,360,3580
LAP3_1560.23,LAP3,156,1393
UBE2NL_462.21,UBE2NL,307,3470
RNF139_1995.95,RNF139,497,3588
KMT2C_Phd4_E18_105.4,KMT2C,218,503
CDK9_e4.2,CDK9,1151,3124
ZNF354A_E5_1209.34,ZNF354A,502,4022
CDKL3_PKc_E6_140.5,CDKL3,188,1129
MMP15_2010.366,MMP15,491,3836
RNF135_1299.6,RNF135,384,2733
KDM4C_tudor935990_E1_3171.165,KDM4C,356,3496
YME1L1_2322.94,YME1L1,649,2689
SP110_Phd_E15_101.7,SP110,348,2065
CERS6_E2_39.0,CERS6,760,7283
TRIM51_1359.29,TRIM51,407,3487
TRIM24_3153.299,TRIM24,270,1814
UBP1_E4_106.4,UBP1,58,235
CDX1_E2_126.17,CDX1,174,1367
NPR1_PKc_E10_78,NPR1,268,1929
KLHL15_BTB32128_E1_1815.12,KLHL15,127,1260
ZNF148_E6_67.0,ZNF148,676,4119
SETDB1_tudor257317_E1_3876.56,SETDB1,489,1891
SETD1B_e17_118.2,SETD1B,994,6788
RCBTB1_BTB371467_E1_1596.94,RCBTB1,656,4042
FBXO9_1344.24,FBXO9,301,1249
TRIM9_2133.363,TRIM9,472,4295
BSX_E2_129.11,BSX,135,1034
HAND2_E1_177.20,HAND2,115,1009
USP51_2136.132,USP51,480,5034
NEURL2_858.72,NEURL2,120,1352
RFX3_E7_182.13,RFX3,511,4123
EPHA4_PKc_E14_210.8,EPHA4,185,996
ZNF710_E2_450.11,ZNF710,498,5418
COMMD3_588.13,COMMD3,232,1872
BTBD7_BTB268397_E1_3399.51,BTBD7,497,2511
MAFA_E1_273.9,MAFA,540,4286
RNF145_2082.147,RNF145,168,1289
TRIM21_1428.166,TRIM21,307,2086
ZNF431_E5_1059.60,ZNF431,478,4217
SP110_Phd_E15_101.1,SP110,166,687
TULP4_4632.374,TULP4,147,1320
USP38_3129.204,USP38,219,1952
UBE2NL_462.13,UBE2NL,648,4165
DCAF12L1_1392.227,DCAF12L1,449,3018
CAD_6678.4,CAD,506,1511
neg58,neg58,955,7252
KLK1_789.57,KLK1,491,3319
HMGB1_E4_175.14,HMGB1,432,3814
SATB2_E11_177.6,SATB2,380,4063
F12_1848.161,F12,624,4712
PRDM13_E4_63.2,PRDM13,669,3388
PBX1_E5_136.3,PBX1,573,4253
ENC1_BTB36144_E1_1770.8,ENC1,333,3142
HOXD11_E2_171.7,HOXD11,736,8559
neg90,neg90,629,5677
NUAK2_PKc_E4_66.6,NUAK2,220,1791
IRX4_E6_180.15,IRX4,310,2139
SFMBT1_MBT23120_E1_2601.324,SFMBT1,441,3186
RNF7_342.10,RNF7,83,499
ZFP36_E2_195.14,ZFP36,839,4657
RERE_SANT_E13_81.4,RERE,414,3318
DMRT1_E1_141.5,DMRT1,165,1463
MECOM_E7_157.10,MECOM,550,5055
PCNA_e3.1,PCNA,580,7200
RNF17_4860.367,RNF17,410,2952
ZNF561_E6_897.55,ZNF561,335,3377
