MGI Gene/Marker ID	Symbol	Name	Chr	Qualifier	Annotated Term	Context	Proteoform	Evidence	Inferred From	Reference(s)
MGI:1921285	Nol9	nucleolar protein 9	4		maturation of 5.8S rRNA			IEA	ENSP00000366934 Q5SY16 	J:342605 	
MGI:1921285	Nol9	nucleolar protein 9	4		maturation of 5.8S rRNA			ISO	Q5SY16 	J:164563 	
MGI:1921285	Nol9	nucleolar protein 9	4		maturation of 5.8S rRNA			ISS	Q5SY16 	J:342587 	
MGI:1921285	Nol9	nucleolar protein 9	4		RNA processing			IEA	IPR045116 	J:72247 	
MGI:1921285	Nol9	nucleolar protein 9	4		rRNA processing			IEA	KW-0698 	J:60000 	
MGI:2684913	Nol10	nucleolar protein 10	12		maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)			IBA	PTN000383164 S000003377 	J:161428 	
MGI:1916229	Nol11	nucleolar protein 11	11		maturation of SSU-rRNA			IBA	PTN001437223 Q9H8H0 	J:161428 	
MGI:1916229	Nol11	nucleolar protein 11	11		maturation of SSU-rRNA			IEA	IPR042859 	J:72247 	
MGI:1916229	Nol11	nucleolar protein 11	11		maturation of SSU-rRNA			IEA	ENSP00000253247 Q9H8H0 	J:342605 	
MGI:1916229	Nol11	nucleolar protein 11	11		maturation of SSU-rRNA			ISO	Q9H8H0 	J:164563 	
MGI:1916229	Nol11	nucleolar protein 11	11		maturation of SSU-rRNA			ISS	Q9H8H0 	J:342587 	
MGI:1916229	Nol11	nucleolar protein 11	11		rRNA processing			IEA	KW-0698 	J:60000 	
MGI:1855692	Nono	non-POU-domain-containing, octamer binding protein	X		mRNA processing			IEA	KW-0507 	J:60000 	
MGI:1855692	Nono	non-POU-domain-containing, octamer binding protein	X		RNA splicing			IEA	KW-0508 	J:60000 	
MGI:107891	Nop2	NOP2 nucleolar protein	6		maturation of LSU-rRNA			IBA	PTN000515974 S000005005 	J:161428 	
MGI:107891	Nop2	NOP2 nucleolar protein	6		RNA processing			IEA	IPR011023 	J:72247 	
MGI:107891	Nop2	NOP2 nucleolar protein	6		rRNA base methylation			IBA	PTN000515974 S000005005 	J:161428 	
MGI:107891	Nop2	NOP2 nucleolar protein	6		rRNA processing			IEA	KW-0698 	J:60000 	
MGI:107891	Nop2	NOP2 nucleolar protein	6		rRNA processing			ISO	P46087 	J:164563 	
MGI:107891	Nop2	NOP2 nucleolar protein	6		rRNA processing			ISS	P46087 	J:342587 	
MGI:1915092	Nop9	NOP9 nucleolar protein	14		endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)			IBA	PTN000318455 S000003547 	J:161428 	
MGI:1915092	Nop9	NOP9 nucleolar protein	14		endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)			IBA	PTN000318455 S000003547 	J:161428 	
MGI:1915092	Nop9	NOP9 nucleolar protein	14		endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)			IBA	PTN000318455 S000003547 	J:161428 	
MGI:1913431	Nop10	NOP10 ribonucleoprotein	2		rRNA processing			IEA	KW-0698 	J:60000 	
MGI:1913431	Nop10	NOP10 ribonucleoprotein	2		rRNA pseudouridine synthesis			IBA	PTN000329686 RGD:1582780 S000007455 	J:161428 	
MGI:1913431	Nop10	NOP10 ribonucleoprotein	2		snoRNA guided rRNA pseudouridine synthesis			IEA	A6HP45 ENSRNOP00000006887 	J:342605 	
MGI:1913431	Nop10	NOP10 ribonucleoprotein	2		snoRNA guided rRNA pseudouridine synthesis			IEA	D3ZMP6 ENSRNOP00000006887 	J:342605 	
MGI:1913431	Nop10	NOP10 ribonucleoprotein	2		snRNA pseudouridine synthesis			IBA	PTN000329686 S000007455 	J:161428 	
MGI:1922666	Nop14	NOP14 nucleolar protein	5		maturation of SSU-rRNA			IBA	PTN000573053 S000002307 	J:161428 	
MGI:1922666	Nop14	NOP14 nucleolar protein	5		rRNA processing			IEA	KW-0698 	J:60000 	
MGI:2154441	Nop53	NOP53 ribosome biogenesis factor	7		rRNA processing			IBA	PTN000368190 S000006067 	J:161428 	
MGI:104297	Nova1	NOVA alternative splicing regulator 1	12		mRNA processing			IEA	KW-0507 	J:60000 	
MGI:104297	Nova1	NOVA alternative splicing regulator 1	12		mRNA splicing, via spliceosome			IBA	MGI:104297 PTN000815734 	J:161428 	
MGI:104297	Nova1	NOVA alternative splicing regulator 1	12		mRNA splicing, via spliceosome			IDA		J:60771 	
MGI:104297	Nova1	NOVA alternative splicing regulator 1	12		mRNA splicing, via spliceosome			IMP	MGI:2386947 	J:60771 	
MGI:104297	Nova1	NOVA alternative splicing regulator 1	12		regulation of alternative mRNA splicing, via spliceosome			IBA	MGI:104296 MGI:104297 PTN000815734 Q9UNW9 	J:161428 	
MGI:104297	Nova1	NOVA alternative splicing regulator 1	12		regulation of alternative mRNA splicing, via spliceosome			IDA		J:306578 	
MGI:104297	Nova1	NOVA alternative splicing regulator 1	12		regulation of alternative mRNA splicing, via spliceosome			IEA	ARBA00089956 	J:342609 	
MGI:104297	Nova1	NOVA alternative splicing regulator 1	12		regulation of alternative mRNA splicing, via spliceosome			IMP		J:234107 	
MGI:104297	Nova1	NOVA alternative splicing regulator 1	12		regulation of alternative mRNA splicing, via spliceosome			IMP		J:306711 	
MGI:104297	Nova1	NOVA alternative splicing regulator 1	12		regulation of mRNA processing			ISO	RGD:621345 	J:155856 	
MGI:104297	Nova1	NOVA alternative splicing regulator 1	12		RNA splicing			IEA	KW-0508 	J:60000 	
MGI:104296	Nova2	NOVA alternative splicing regulator 2	7		mRNA processing			IEA	KW-0507 	J:60000 	
MGI:104296	Nova2	NOVA alternative splicing regulator 2	7		mRNA splicing, via spliceosome			IBA	MGI:104297 PTN000815734 	J:161428 	
MGI:104296	Nova2	NOVA alternative splicing regulator 2	7		regulation of alternative mRNA splicing, via spliceosome			IBA	MGI:104296 MGI:104297 PTN000815734 Q9UNW9 	J:161428 	
MGI:104296	Nova2	NOVA alternative splicing regulator 2	7		regulation of alternative mRNA splicing, via spliceosome			IEA	ARBA00089956 	J:342609 	
MGI:104296	Nova2	NOVA alternative splicing regulator 2	7		regulation of alternative mRNA splicing, via spliceosome			IEA	ENSP00000263257 Q9UNW9 	J:342605 	
MGI:104296	Nova2	NOVA alternative splicing regulator 2	7		regulation of alternative mRNA splicing, via spliceosome			IMP		J:100157 	
MGI:104296	Nova2	NOVA alternative splicing regulator 2	7		regulation of alternative mRNA splicing, via spliceosome			IMP		J:234107 	
MGI:104296	Nova2	NOVA alternative splicing regulator 2	7		regulation of alternative mRNA splicing, via spliceosome			IMP		J:306578 	
MGI:104296	Nova2	NOVA alternative splicing regulator 2	7		regulation of alternative mRNA splicing, via spliceosome			IMP		J:306711 	
MGI:104296	Nova2	NOVA alternative splicing regulator 2	7		regulation of alternative mRNA splicing, via spliceosome			ISO	Q9UNW9 	J:164563 	
MGI:104296	Nova2	NOVA alternative splicing regulator 2	7		regulation of alternative mRNA splicing, via spliceosome			ISS	Q9UNW9 	J:342587 	
MGI:104296	Nova2	NOVA alternative splicing regulator 2	7		RNA splicing			IEA	KW-0508 	J:60000 	
MGI:106184	Npm1	nucleophosmin 1	11		cleavage in ITS2 between 5.8S rRNA and LSU-rRNA of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)			ISO	RGD:3192 	J:155856 	
MGI:106184	Npm1	nucleophosmin 1	11		negative regulation of mRNA splicing, via spliceosome			IDA		J:105455 	
MGI:894653	Npm3	nucleoplasmin 3	19		rRNA processing			IDA		J:96946 	
MGI:2670969	Nrde2	nrde-2 necessary for RNA interference, domain containing	12		mRNA processing			IEA	KW-0507 	J:60000 	
MGI:2670969	Nrde2	nrde-2 necessary for RNA interference, domain containing	12		RNA processing			IEA	IPR003107 	J:72247 	
MGI:2670969	Nrde2	nrde-2 necessary for RNA interference, domain containing	12		RNA splicing			IEA	KW-0508 	J:60000 	
MGI:2670969	Nrde2	nrde-2 necessary for RNA interference, domain containing	12		RNA splicing			IEA	ENSP00000346335 Q9H7Z3 	J:342605 	
MGI:2670969	Nrde2	nrde-2 necessary for RNA interference, domain containing	12		RNA splicing			ISO	Q9H7Z3 	J:164563 	
MGI:2670969	Nrde2	nrde-2 necessary for RNA interference, domain containing	12		RNA splicing			ISS	Q9H7Z3 	J:342587 	
MGI:1913883	Nsa2	NSA2 ribosome biogenesis homolog	13		maturation of 5.8S rRNA			IBA	PTN000291059 S000000928 	J:161428 	
MGI:1913883	Nsa2	NSA2 ribosome biogenesis homolog	13		maturation of LSU-rRNA			IBA	PTN000291059 S000000928 	J:161428 	
MGI:1913883	Nsa2	NSA2 ribosome biogenesis homolog	13		rRNA processing			IEA	KW-0698 	J:60000 	
MGI:2144305	Nsrp1	nuclear speckle regulatory protein 1	11		mRNA processing			IEA	KW-0507 	J:60000 	
MGI:2144305	Nsrp1	nuclear speckle regulatory protein 1	11		regulation of alternative mRNA splicing, via spliceosome			IEA	IPR018612 	J:72247 	
MGI:2144305	Nsrp1	nuclear speckle regulatory protein 1	11		regulation of alternative mRNA splicing, via spliceosome			IEA	ENSP00000247026 Q9H0G5 	J:342605 	
MGI:2144305	Nsrp1	nuclear speckle regulatory protein 1	11		regulation of alternative mRNA splicing, via spliceosome			ISO	Q9H0G5 	J:164563 	
MGI:2144305	Nsrp1	nuclear speckle regulatory protein 1	11		regulation of alternative mRNA splicing, via spliceosome			ISS	Q9H0G5 	J:342587 	
MGI:2144305	Nsrp1	nuclear speckle regulatory protein 1	11		RNA splicing			IEA	KW-0508 	J:60000 	
MGI:107252	Nsun2	NOL1/NOP2/Sun domain family member 2	13		mRNA processing			IDA		J:279952 	
MGI:107252	Nsun2	NOL1/NOP2/Sun domain family member 2	13		mRNA processing			IEA	ENSP00000264670 Q08J23 	J:342605 	
MGI:107252	Nsun2	NOL1/NOP2/Sun domain family member 2	13		mRNA processing			ISO	Q08J23 	J:164563 	
MGI:107252	Nsun2	NOL1/NOP2/Sun domain family member 2	13		tRNA methylation			IBA	MGI:107252 PTN000516077 Q08J23 S000000120 SPAC17D4.04 SPAC23C4.17 	J:161428 	
MGI:107252	Nsun2	NOL1/NOP2/Sun domain family member 2	13		tRNA methylation			IDA		J:279950 	
MGI:107252	Nsun2	NOL1/NOP2/Sun domain family member 2	13		tRNA methylation			IDA		J:279955 	
MGI:107252	Nsun2	NOL1/NOP2/Sun domain family member 2	13		tRNA methylation			IEA	ARBA00028068 	J:342609 	
MGI:107252	Nsun2	NOL1/NOP2/Sun domain family member 2	13		tRNA methylation			IEA	ENSP00000264670 Q08J23 	J:342605 	
MGI:107252	Nsun2	NOL1/NOP2/Sun domain family member 2	13		tRNA methylation			IMP		J:179810 	
MGI:107252	Nsun2	NOL1/NOP2/Sun domain family member 2	13		tRNA methylation			IMP		J:265476 	
MGI:107252	Nsun2	NOL1/NOP2/Sun domain family member 2	13		tRNA methylation			ISO	Q08J23 	J:164563 	
MGI:107252	Nsun2	NOL1/NOP2/Sun domain family member 2	13		tRNA processing			IDA		J:279952 	
MGI:107252	Nsun2	NOL1/NOP2/Sun domain family member 2	13		tRNA processing			IEA	KW-0819 	J:60000 	
MGI:2146565	Nsun3	NOL1/NOP2/Sun domain family member 3	16		RNA processing			IEA	ARBA00028223 	J:342609 	
MGI:2146565	Nsun3	NOL1/NOP2/Sun domain family member 3	16		rRNA methylation			IBA	PTN000516152 Q96CB9 	J:161428 	
MGI:2146565	Nsun3	NOL1/NOP2/Sun domain family member 3	16		tRNA wobble base cytosine methylation			IEA	ENSP00000318986 Q9H649 	J:342605 	
MGI:2146565	Nsun3	NOL1/NOP2/Sun domain family member 3	16		tRNA wobble base cytosine methylation			ISO	Q9H649 	J:164563 	
MGI:2146565	Nsun3	NOL1/NOP2/Sun domain family member 3	16		tRNA wobble base cytosine methylation			ISS	Q9H649 	J:342587 	
MGI:1919431	Nsun4	NOL1/NOP2/Sun domain family, member 4	4		RNA processing		PR:Q9CZ57	IEA	ARBA00028223 	J:342609 	
MGI:1919431	Nsun4	NOL1/NOP2/Sun domain family, member 4	4		rRNA methylation		PR:Q9CZ57	IMP		J:211012 	
MGI:1919431	Nsun4	NOL1/NOP2/Sun domain family, member 4	4		rRNA methylation			ISO	Q96CB9 	J:164563 	
MGI:1919431	Nsun4	NOL1/NOP2/Sun domain family, member 4	4		rRNA processing		PR:Q9CZ57	IEA	KW-0698 	J:60000 	
MGI:1919431	Nsun4	NOL1/NOP2/Sun domain family, member 4	4		tRNA methylation			IBA	MGI:107252 PTN000516077 Q08J23 S000000120 SPAC17D4.04 SPAC23C4.17 	J:161428 	
MGI:2140844	Nsun5	NOL1/NOP2/Sun domain family, member 5	5		rRNA base methylation			IBA	MGI:2140844 PTN000515911 Q96P11 S000004967 	J:161428 	
MGI:2140844	Nsun5	NOL1/NOP2/Sun domain family, member 5	5		rRNA base methylation			IDA		J:287064 	
MGI:2140844	Nsun5	NOL1/NOP2/Sun domain family, member 5	5		rRNA base methylation			IEA	ARBA00085383 	J:342609 	
MGI:2140844	Nsun5	NOL1/NOP2/Sun domain family, member 5	5		rRNA base methylation			IEA	ENSP00000388464 Q96P11 	J:342605 	
MGI:2140844	Nsun5	NOL1/NOP2/Sun domain family, member 5	5		rRNA processing			IEA	KW-0698 	J:60000 	
MGI:1921705	Nsun6	NOL1/NOP2/Sun domain family member 6	2		tRNA C5-cytosine methylation			IEA	ENSP00000366519 Q8TEA1 	J:342605 	
MGI:1921705	Nsun6	NOL1/NOP2/Sun domain family member 6	2		tRNA C5-cytosine methylation			ISO	Q8TEA1 	J:164563 	
MGI:1921705	Nsun6	NOL1/NOP2/Sun domain family member 6	2		tRNA C5-cytosine methylation			ISS	Q8TEA1 	J:342587 	
MGI:1921705	Nsun6	NOL1/NOP2/Sun domain family member 6	2		tRNA methylation			IEA	ENSP00000366519 Q8TEA1 	J:342605 	
MGI:1921705	Nsun6	NOL1/NOP2/Sun domain family member 6	2		tRNA methylation			ISO	Q8TEA1 	J:164563 	
MGI:1921705	Nsun6	NOL1/NOP2/Sun domain family member 6	2		tRNA methylation			ISS	Q8TEA1 	J:342587 	
MGI:1921705	Nsun6	NOL1/NOP2/Sun domain family member 6	2		tRNA modification			IEA	ENSP00000366519 Q8TEA1 	J:342605 	
MGI:1921705	Nsun6	NOL1/NOP2/Sun domain family member 6	2		tRNA modification			ISO	Q8TEA1 	J:164563 	
MGI:1922936	Nudt16	nudix hydrolase 16	9		negative regulation of rRNA processing			ISS	Q6TEC1 	J:342587 	
MGI:1915469	Nudt21	nudix hydrolase 21	8		co-transcriptional mRNA 3'-end processing, cleavage and polyadenylation pathway			IEA	ENSP00000300291 O43809 	J:342605 	
MGI:1915469	Nudt21	nudix hydrolase 21	8		co-transcriptional mRNA 3'-end processing, cleavage and polyadenylation pathway			ISO	O43809 	J:164563 	
MGI:1915469	Nudt21	nudix hydrolase 21	8		co-transcriptional mRNA 3'-end processing, cleavage and polyadenylation pathway			ISS	O43809 	J:342587 	
MGI:1915469	Nudt21	nudix hydrolase 21	8		mRNA 3'-end processing			IEA	IPR016706 	J:72247 	
MGI:1915469	Nudt21	nudix hydrolase 21	8		mRNA 3'-end processing			IEA	ENSP00000300291 O43809 	J:342605 	
MGI:1915469	Nudt21	nudix hydrolase 21	8		mRNA 3'-end processing			ISO	O43809 	J:164563 	
MGI:1915469	Nudt21	nudix hydrolase 21	8		mRNA 3'-end processing			ISS	O43809 	J:342587 	
MGI:1915469	Nudt21	nudix hydrolase 21	8		mRNA alternative polyadenylation			IEA	ENSP00000300291 O43809 	J:342605 	
MGI:1915469	Nudt21	nudix hydrolase 21	8		mRNA alternative polyadenylation			ISO	O43809 	J:164563 	
MGI:1915469	Nudt21	nudix hydrolase 21	8		mRNA alternative polyadenylation			ISS	O43809 	J:342587 	
MGI:1915469	Nudt21	nudix hydrolase 21	8		mRNA processing			IBA	O43809 PTN000316079 	J:161428 	
MGI:1915469	Nudt21	nudix hydrolase 21	8		mRNA processing			IEA	KW-0507 	J:60000 	
MGI:1915469	Nudt21	nudix hydrolase 21	8		mRNA processing			IEA	ENSP00000300291 O43809 	J:342605 	
MGI:1915469	Nudt21	nudix hydrolase 21	8		mRNA processing			ISO	O43809 	J:164563 	
MGI:1915469	Nudt21	nudix hydrolase 21	8		mRNA processing			ISS	O43809 	J:342587 	
MGI:109404	Nup98	nucleoporin 98	7		positive regulation of mRNA splicing, via spliceosome			ISO	P52948 	J:164563 	
MGI:109404	Nup98	nucleoporin 98	7		positive regulation of mRNA splicing, via spliceosome			ISS	P52948 	J:342587 	
MGI:2181182	Nup155	nucleoporin 155	15		miRNA processing	uses Mir291b,uses Mir291a,uses Mir293,uses Mir294		IMP		J:319899 	
MGI:1914709	Nvl	nuclear VCP-like	1		rRNA processing			IEA	ENSP00000281701 O15381 	J:342605 	
MGI:1914709	Nvl	nuclear VCP-like	1		rRNA processing			ISO	O15381 	J:164563 	
MGI:1914709	Nvl	nuclear VCP-like	1		rRNA processing			ISS	O15381 	J:342587 	
MGI:1919736	Obi1	ORC ubiquitin ligase 1	14		positive regulation of mRNA splicing, via spliceosome			IMP		J:204486 	
MGI:1913496	Osgep	O-sialoglycoprotein endopeptidase	14		tRNA modification			ISO	Q9NPF4 	J:164563 	
MGI:1913496	Osgep	O-sialoglycoprotein endopeptidase	14		tRNA processing			IEA	KW-0819 	J:60000 	
MGI:1913496	Osgep	O-sialoglycoprotein endopeptidase	14		tRNA threonylcarbamoyladenosine modification			IEA	ARBA00033925 	J:342609 	
MGI:1913496	Osgep	O-sialoglycoprotein endopeptidase	14		tRNA threonylcarbamoyladenosine modification			IEA	IPR034680 	J:72247 	
MGI:1913496	Osgep	O-sialoglycoprotein endopeptidase	14		tRNA threonylcarbamoyladenosine modification			IEA	UR000165906 	J:342612 	
MGI:1913496	Osgep	O-sialoglycoprotein endopeptidase	14		tRNA threonylcarbamoyladenosine modification			ISO	Q9NPF4 	J:164563 	
MGI:1913496	Osgep	O-sialoglycoprotein endopeptidase	14		tRNA threonylcarbamoyladenosine modification			ISS	Q9NPF4 	J:342587 	
MGI:1919335	Osgepl1	O-sialoglycoprotein endopeptidase-like 1	1		tRNA processing			IEA	KW-0819 	J:60000 	
MGI:1919335	Osgepl1	O-sialoglycoprotein endopeptidase-like 1	1		tRNA threonylcarbamoyladenosine modification			IEA	IPR022450 	J:72247 	
MGI:1919335	Osgepl1	O-sialoglycoprotein endopeptidase-like 1	1		tRNA threonylcarbamoyladenosine modification			IEA	ENSP00000264151 Q9H4B0 	J:342605 	
MGI:1919335	Osgepl1	O-sialoglycoprotein endopeptidase-like 1	1		tRNA threonylcarbamoyladenosine modification			IEA	UR000376341 	J:342612 	
MGI:1919335	Osgepl1	O-sialoglycoprotein endopeptidase-like 1	1		tRNA threonylcarbamoyladenosine modification			ISO	Q9H4B0 	J:164563 	
MGI:1919335	Osgepl1	O-sialoglycoprotein endopeptidase-like 1	1		tRNA threonylcarbamoyladenosine modification			ISS	Q9H4B0 	J:342587 	
MGI:894684	Pa2g4	proliferation-associated 2G4	10		rRNA processing			IEA	KW-0698 	J:60000 	
MGI:1349722	Pabpc1	poly(A) binding protein, cytoplasmic 1	15		mRNA processing			IEA	KW-0507 	J:60000 	
MGI:1349722	Pabpc1	poly(A) binding protein, cytoplasmic 1	15		RNA splicing			IEA	KW-0508 	J:60000 	
MGI:1349723	Pabpc2	poly(A) binding protein, cytoplasmic 2	18		regulation of mRNA 3'-end processing			TAS		J:21823 	
MGI:1859158	Pabpn1	poly(A) binding protein, nuclear 1	14		mRNA processing			IEA	KW-0507 	J:60000 	
MGI:1859158	Pabpn1	poly(A) binding protein, nuclear 1	14		regulation of mRNA 3'-end processing			TAS		J:62508 	
MGI:1923988	Paf1	Paf1, RNA polymerase II complex component	7		mRNA 3'-end processing			IEA	ENSP00000221265 Q8N7H5 	J:342605 	
MGI:1923988	Paf1	Paf1, RNA polymerase II complex component	7		mRNA 3'-end processing			ISO	Q8N7H5 	J:164563 	
MGI:1923988	Paf1	Paf1, RNA polymerase II complex component	7		mRNA 3'-end processing			ISS	Q8N7H5 	J:342587 	
MGI:1915333	Pak1ip1	PAK1 interacting protein 1	13		maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)			IBA	PTN002551016 S000001504 	J:161428 	
MGI:1918984	Pan2	PAN2 poly(A) specific ribonuclease subunit	10		mRNA processing			IEA	KW-0507 	J:60000 	
MGI:1919837	Pan3	PAN3 poly(A) specific ribonuclease subunit	5		mRNA processing			IEA	KW-0507 	J:60000 	
MGI:109301	Papola	poly (A) polymerase alpha	12		co-transcriptional mRNA 3'-end processing, cleavage and polyadenylation pathway			IEA	ENSP00000216277 P51003 	J:342605 	
MGI:109301	Papola	poly (A) polymerase alpha	12		co-transcriptional mRNA 3'-end processing, cleavage and polyadenylation pathway			ISO	P51003 	J:164563 	
MGI:109301	Papola	poly (A) polymerase alpha	12		co-transcriptional mRNA 3'-end processing, cleavage and polyadenylation pathway			ISS	P51003 	J:342587 	
MGI:109301	Papola	poly (A) polymerase alpha	12		mRNA 3'-end processing			IEA	ENSP00000216277 P51003 	J:342605 	
MGI:109301	Papola	poly (A) polymerase alpha	12		mRNA 3'-end processing			ISO	P51003 	J:164563 	
MGI:109301	Papola	poly (A) polymerase alpha	12		mRNA processing			IEA	KW-0507 	J:60000 	
MGI:109301	Papola	poly (A) polymerase alpha	12		RNA 3'-end processing			IEA	IPR011068 	J:72247 	
MGI:1932115	Papolb	poly (A) polymerase beta (testis specific)	5		mRNA processing			IEA	KW-0507 	J:60000 	
MGI:1932115	Papolb	poly (A) polymerase beta (testis specific)	5		RNA 3'-end processing			IEA	IPR011068 	J:72247 	
MGI:2442119	Papolg	poly(A) polymerase gamma	11		mRNA processing			IEA	KW-0507 	J:60000 	
MGI:2442119	Papolg	poly(A) polymerase gamma	11		RNA 3'-end processing			IEA	IPR011068 	J:72247 	
MGI:1921358	Parn	poly(A)-specific ribonuclease (deadenylation nuclease)	16		box H/ACA sno(s)RNA 3'-end processing			ISO	O95453 	J:164563 	
MGI:1921358	Parn	poly(A)-specific ribonuclease (deadenylation nuclease)	16		box H/ACA sno(s)RNA 3'-end processing			ISS	O95453 	J:342587 	
MGI:1921358	Parn	poly(A)-specific ribonuclease (deadenylation nuclease)	16		lncRNA processing			ISO	O95453 	J:164563 	
MGI:1921358	Parn	poly(A)-specific ribonuclease (deadenylation nuclease)	16		poly(A)-dependent snoRNA 3'-end processing			ISO	O95453 	J:164563 	
MGI:1921358	Parn	poly(A)-specific ribonuclease (deadenylation nuclease)	16		poly(A)-dependent snoRNA 3'-end processing			ISS	O95453 	J:342587 	
MGI:1921358	Parn	poly(A)-specific ribonuclease (deadenylation nuclease)	16		priRNA 3'-end processing			IBA	PTN000387181 SPBC29A10.09c 	J:161428 	
MGI:1921358	Parn	poly(A)-specific ribonuclease (deadenylation nuclease)	16		siRNA 3'-end processing			IBA	PTN000387181 SPBC29A10.09c 	J:161428 	
MGI:1914617	Paxbp1	PAX3 and PAX7 binding protein 1	16		mRNA splicing, via spliceosome			IEA	IPR012890 	J:72247 	
MGI:1345635	Pcbp1	poly(rC) binding protein 1	6		mRNA processing			TAS		J:57023 	
MGI:1890471	Pcbp4	poly(rC) binding protein 4	9		negative regulation of mRNA splicing, via spliceosome			IBA	MGI:1890471 PTN002568610 	J:161428 	
MGI:1890471	Pcbp4	poly(rC) binding protein 4	9		negative regulation of mRNA splicing, via spliceosome			IMP		J:204486 	
MGI:1919579	Pcf11	PCF11 cleavage and polyadenylation factor subunit	7		mRNA 3'-end processing			IEA	IPR021605 IPR045154 	J:72247 	
MGI:1919579	Pcf11	PCF11 cleavage and polyadenylation factor subunit	7		mRNA processing			IEA	KW-0507 	J:60000 	
MGI:2443858	Pcif1	phosphorylated CTD interacting factor 1	2		mRNA processing			IEA	ENSP00000361486 Q9H4Z3 	J:342605 	
MGI:2443858	Pcif1	phosphorylated CTD interacting factor 1	2		mRNA processing			ISO	Q9H4Z3 	J:164563 	
MGI:1859170	Pdcd7	programmed cell death 7	9		RNA splicing			IMP		J:304858 	
MGI:1341788	Pdcd11	programmed cell death 11	19		RNA processing			IEA	IPR003107 IPR008847 	J:72247 	
MGI:1341788	Pdcd11	programmed cell death 11	19		rRNA processing			IEA	IPR045209 	J:72247 	
MGI:1341788	Pdcd11	programmed cell death 11	19		rRNA processing			IEA	KW-0698 	J:60000 	
MGI:2443226	Pde12	phosphodiesterase 12	14		mRNA processing			IEA	KW-0507 	J:60000 	
MGI:1922523	Pelp1	proline, glutamic acid and leucine rich protein 1	11		rRNA processing			IBA	PTN002147636 S000001240 SPCC4G3.18 	J:161428 	
MGI:1890613	Pes1	pescadillo ribosomal biogenesis factor 1	11		maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)			IEA	UR000107540 	J:342612 	
MGI:1890613	Pes1	pescadillo ribosomal biogenesis factor 1	11		maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)			ISO	O00541 	J:164563 	
MGI:1890613	Pes1	pescadillo ribosomal biogenesis factor 1	11		maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)			ISS	O00541 	J:342587 	
MGI:1890613	Pes1	pescadillo ribosomal biogenesis factor 1	11		maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)			IBA	MGI:1890613 O00541 PTN000259535 	J:161428 	
MGI:1890613	Pes1	pescadillo ribosomal biogenesis factor 1	11		maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)			IEA	ARBA00089685 	J:342609 	
MGI:1890613	Pes1	pescadillo ribosomal biogenesis factor 1	11		maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)			IEA	UR000107540 	J:342612 	
MGI:1890613	Pes1	pescadillo ribosomal biogenesis factor 1	11		maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)			IMP		J:218306 	
MGI:1890613	Pes1	pescadillo ribosomal biogenesis factor 1	11		maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)			ISO	O00541 	J:164563 	
MGI:1890613	Pes1	pescadillo ribosomal biogenesis factor 1	11		maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)			ISS	O00541 	J:342587 	
MGI:1890613	Pes1	pescadillo ribosomal biogenesis factor 1	11		rRNA processing			IEA	KW-0698 	J:60000 	
MGI:1890613	Pes1	pescadillo ribosomal biogenesis factor 1	11		rRNA processing			IGI	MGI:1334460 	J:91121 	
MGI:1890613	Pes1	pescadillo ribosomal biogenesis factor 1	11		rRNA processing			IMP		J:91121 	
MGI:1890613	Pes1	pescadillo ribosomal biogenesis factor 1	11		rRNA processing			ISO	O00541 	J:73065 	
MGI:2156864	Phf5a	PHD finger protein 5A	15		mRNA processing			IEA	KW-0507 	J:60000 	
MGI:2156864	Phf5a	PHD finger protein 5A	15		mRNA splicing, via spliceosome			IBA	PTN000319347 Q7RTV0 S000006298 SPAC23H3.02c 	J:161428 	
MGI:2156864	Phf5a	PHD finger protein 5A	15		mRNA splicing, via spliceosome			IEA	IPR005345 	J:72247 	
